year,origin,dest,export,import
1999,mkd,ukr,341458,0
1999,mkd,usa,25559979.84,1781337.6199999999
1999,mkd,xxb,650831,0
1999,mkd,yug,29539675,3182258.39
1999,mkd,zwe,0,2625.19
1999,mli,chn,0,402633.4
1999,mli,civ,0,271513.47
1999,mli,fra,0,124916.67
1999,mli,gbr,0,3285576.8
1999,mli,grc,0,222652.33000000002
1999,mli,ind,0,36462
1999,mli,mys,0,26698
1999,mli,ner,0,833836
1999,mli,nld,0,288747
1999,mli,sau,0,287178
1999,mli,syr,0,165667.22
1999,mli,usa,0,690917
1999,mli,zaf,0,27970
1999,mlt,aut,140749,464790.51
1999,mlt,ben,865265,0
1999,mlt,bgr,0,7430
1999,mlt,blx,3764,466284
1999,mlt,can,0,61921
1999,mlt,che,0,1510960.9
1999,mlt,cub,0,125507
1999,mlt,cyp,0,814247.76
1999,mlt,deu,267932,1051199.17
1999,mlt,dma,0,57411
1999,mlt,dnk,0,48347.99
1999,mlt,esp,6080,199932.08
1999,mlt,est,0,5688
1999,mlt,fra,36983.479999999996,58588.45
1999,mlt,gbr,639295,11597988.54
1999,mlt,grc,0,18363.43
1999,mlt,hrv,0,2638
1999,mlt,ita,457695,257802.89
1999,mlt,kor,14964,1e3
1999,mlt,lbn,6257,0
1999,mlt,lby,1862453,0
1999,mlt,lva,0,9207
1999,mlt,mar,2402,0
1999,mlt,mys,7518,0
1999,mlt,nld,494275.85,402706.22
1999,mlt,swe,0,4673.95
1999,mlt,usa,531633,3894877.2199999997
1999,mlt,xxg,9218750,0
1999,mmr,chn,0,923820
1999,mmr,gbr,3241,0
1999,mmr,kor,0,18723
1999,mmr,mys,0,5977
1999,mmr,sgp,18065,21865805
1999,mmr,tha,0,8135392
1999,mmr,usa,0,37500
1999,mng,aze,0,51190
1999,mng,bgr,0,2001013
1999,mng,blx,0,2271
1999,mng,che,0,1538155
1999,mng,chn,0,1e3
1999,mng,cyp,0,575484
1999,mng,deu,0,173615
1999,mng,fra,0,112959
1999,mng,geo,0,13503
1999,mng,grc,0,44183
1999,mng,jpn,0,89709
1999,mng,kgz,0,63008.83
1999,mng,kor,0,111967
1999,mng,mys,0,25955
1999,mng,rus,0,6367
1999,mng,sgp,0,702127
1999,mnp,kor,0,3408
1999,mnp,sgp,0,91331
1999,moz,deu,142511.8,0
1999,moz,gbr,871380.53,0
1999,moz,hun,484864.23,0
1999,moz,ita,9574.95,0
1999,moz,jpn,166820.52,0
1999,moz,mwi,837164.29,7033
1999,moz,nld,1632024.28,0
1999,moz,rus,938321.35,0
1999,moz,tza,0,22313
1999,moz,zaf,0,5558303
1999,mrt,blx,0,1597441
1999,mrt,bra,0,237899
1999,mrt,che,0,195886
1999,mrt,deu,0,266682
1999,mrt,esp,0,780915
1999,mrt,fra,0,8087787
1999,mrt,gbr,0,1709177
1999,mrt,grc,0,1012583
1999,mrt,ita,0,417292
1999,mrt,mwi,0,152555
1999,mrt,nld,0,3866
1999,mrt,sau,145722.1,0
1999,mrt,sen,0,2770572
1999,mrt,usa,0,12225442
1999,msr,blx,0,9333
1999,msr,che,0,20224
1999,msr,gbr,0,30235.07
1999,msr,usa,0,7152
1999,mus,blx,0,41061
1999,mus,che,0,16805
1999,mus,cub,0,21962
1999,mus,deu,96235.96,51882
1999,mus,dnk,0,33604
1999,mus,dom,0,6681
1999,mus,fra,0,81405.46
1999,mus,gbr,4049.38,1138880.5
1999,mus,grc,0,25821.59
1999,mus,hkg,0,49711.52
1999,mus,hnd,0,4559
1999,mus,idn,0,4014
1999,mus,ind,0,577607.86
1999,mus,irl,0,37242
1999,mus,jpn,3862,5059
1999,mus,kor,0,5379
1999,mus,nld,0,975112.1900000001
1999,mus,sgp,0,32696
1999,mus,syc,0,1293
1999,mus,usa,0,181326
1999,mus,zaf,0,83962.63
1999,mus,zwe,0,348826.23
1999,mwi,are,0,30401
1999,mwi,arg,1742659.93,0
1999,mwi,aus,4533411.29,0
1999,mwi,aut,2502304.77,0
1999,mwi,bgd,73174,0
1999,mwi,bgr,1401827.53,0
1999,mwi,bih,652180,0
1999,mwi,blx,5271839.08,0
1999,mwi,bra,106228.02,0
1999,mwi,can,986660,0
1999,mwi,che,3258193.06,9960.73
1999,mwi,civ,157084,0
1999,mwi,cod,8184,0
1999,mwi,cog,74130,120850.35
1999,mwi,cri,385287.32,0
1999,mwi,cze,7575133.84,0
1999,mwi,deu,67126297.05,0
1999,mwi,dma,106716,0
1999,mwi,dnk,3292518.39,0
1999,mwi,dom,150468,0
1999,mwi,ecu,102871,0
1999,mwi,egy,20260409,0
1999,mwi,esp,9413513.45,0
1999,mwi,fin,923207.67,0
1999,mwi,fra,5091032.58,0
1999,mwi,gab,266664.65,0
1999,mwi,gbr,6678999.78,499205.8
1999,mwi,gin,400810.52,0
1999,mwi,gmb,317551.18,0
1999,mwi,gnb,107312,0
1999,mwi,grc,2120999.45,0
1999,mwi,gtm,122043,0
1999,mwi,hrv,3562965.6,0
1999,mwi,hun,12491761.32,0
1999,mwi,idn,1203219.98,0
1999,mwi,irl,252323.58,0
1999,mwi,irn,324940,0
1999,mwi,ita,6985137.22,0
1999,mwi,jor,2211751.19,0
1999,mwi,jpn,27318564.96,0
1999,mwi,lbr,29582,0
1999,mwi,mar,384965,0
1999,mwi,mex,54167,0
1999,mwi,mkd,60898.78,0
1999,mwi,moz,7033,837164.29
1999,mwi,mrt,152555,0
1999,mwi,mys,274235.26,0
1999,mwi,nld,37381958.77,120660.53
1999,mwi,nor,742927.11,0
1999,mwi,nzl,1917612,0
1999,mwi,pak,46540,0
1999,mwi,per,546079.26,0
1999,mwi,phl,1449330,0
1999,mwi,png,834651,0
1999,mwi,pol,16105234.7,0
1999,mwi,prt,6713047.98,0
1999,mwi,rou,1066659.47,0
1999,mwi,rus,5635593.91,0
1999,mwi,sen,67283.31,0
1999,mwi,sgp,1110909.73,0
1999,mwi,slb,87798,0
1999,mwi,sle,82776,0
1999,mwi,svk,646107.62,0
1999,mwi,svn,1080980.26,0
1999,mwi,swe,1678148.01,0
1999,mwi,syc,48755.28,0
1999,mwi,tun,1086376,0
1999,mwi,tur,13669619.48,24597.44
1999,mwi,tza,173078,987641
1999,mwi,ukr,170546,0
1999,mwi,usa,58788000.14,36328
1999,mwi,ven,417304.17,0
1999,mwi,xxa,68598,0
1999,mwi,zaf,7118850.29,7607188.78
1999,mwi,zmb,34292,2467167.39
1999,mwi,zwe,2023720,2043337.24
1999,mys,afg,350791,0
1999,mys,are,562648,0
1999,mys,arg,0,149018.85
1999,mys,aus,41020.47,1004698.8
1999,mys,bgd,37471,0
1999,mys,bgr,762536,7676.37
1999,mys,bhr,20249,0
1999,mys,blx,18171911,134573
1999,mys,blz,0,392920.14
1999,mys,bra,3859.09,6640738.4
1999,mys,brn,3297852,0
1999,mys,can,2207.28,1035565.99
1999,mys,che,28321,997896.73
1999,mys,chl,33148,509777.71
1999,mys,chn,1343592.35,8706203.52
1999,mys,cyp,0,8678.03
1999,mys,deu,20556.73,255815.31
1999,mys,dnk,0,5565.05
1999,mys,dom,0,84246
1999,mys,egy,172932,0
1999,mys,esp,0,558936.9
1999,mys,fra,52371,0
1999,mys,gbr,1235448.54,3956213.3
1999,mys,grc,0,1870779.68
1999,mys,hkg,23077034.39,1332859.94
1999,mys,hun,3792.64,0
1999,mys,idn,12456714.26,18068148.81
1999,mys,ind,52510,2224156.23
1999,mys,irl,2623,0
1999,mys,irn,717286,1691
1999,mys,ita,2302,388062.84
1999,mys,jpn,3425856.12,1069341.86
1999,mys,ken,0,234173.55
1999,mys,khm,58042,1525
1999,mys,kor,19908237,354254
1999,mys,kwt,481189,0
1999,mys,lka,83759,0
1999,mys,mac,508122.08,0
1999,mys,mdv,45852,0
1999,mys,mex,0,1885
1999,mys,mkd,0,1444311
1999,mys,mli,26698,0
1999,mys,mlt,0,7518
1999,mys,mmr,5977,0
1999,mys,mng,25955,0
1999,mys,mwi,0,274235.26
1999,mys,ner,605162,0
1999,mys,nld,12616,655034.56
1999,mys,npl,544980,0
1999,mys,nzl,1044,1432
1999,mys,pak,7001,284581.74
1999,mys,pan,1074268,0
1999,mys,per,9999,0
1999,mys,phl,4376457,2824710.7
1999,mys,prt,0,148880.21
1999,mys,pry,29331.39,0
1999,mys,rus,1795,0
1999,mys,sau,32355,0
1999,mys,sgp,34590860.92,16069089.51
1999,mys,swe,1916,0
1999,mys,tha,17550961.09,4370207.78
1999,mys,tur,26541.62,7024743.89
1999,mys,tza,0,261733.64
1999,mys,ukr,37806,0
1999,mys,ury,55997,0
1999,mys,usa,1474861.76,54974531.36
1999,mys,vnm,10963073,61783.39
1999,mys,xxb,3753603,26574
1999,mys,zaf,0,139568.42
1999,mys,zwe,0,3498720.7
1999,ncl,aus,121917,4297919
1999,ncl,can,5577,0
1999,ncl,che,0,1164
1999,ncl,esp,0,16377
1999,ncl,fra,0,3210573
1999,ncl,hkg,0,24932
1999,ncl,ita,0,1262
1999,ncl,jpn,0,3003
1999,ncl,kor,0,2500
1999,ncl,nzl,0,761528
1999,ner,aus,0,320353
1999,ner,ben,192093,3985078.47
1999,ner,bfa,25935,570700
1999,ner,bgr,0,51804.09
1999,ner,bra,0,44578
1999,ner,can,13464,0
1999,ner,civ,0,1997732
1999,ner,deu,0,53156.08
1999,ner,dza,16267732,0
1999,ner,fra,73203,4498.63
1999,ner,gbr,0,3945619.56
1999,ner,grc,0,32135.27
1999,ner,hrv,0,70572
1999,ner,idn,0,37559
1999,ner,kor,0,4104
1999,ner,lby,3271045,0
1999,ner,mar,28642,0
1999,ner,mli,833836,0
1999,ner,mys,0,605162
1999,ner,nga,1324138,8421.55
1999,ner,nld,0,8199
1999,ner,sen,0,3079
1999,ner,usa,38800,962819
1999,ner,xxh,98791,0
1999,ner,zaf,0,216885
1999,nfk,aus,0,235127
1999,nfk,idn,92964.66,0
1999,nga,ben,4146.76,17333
1999,nga,bgr,0,102969
1999,nga,blx,0,107216
1999,nga,bra,0,443646.94
1999,nga,che,0,2205
1999,nga,chn,0,1270
1999,nga,cyp,0,50859
1999,nga,deu,176118.55,792656.47
1999,nga,esp,0,7733
1999,nga,fra,0,52012
1999,nga,gab,2240,0
1999,nga,gbr,0,9337242.020000001
1999,nga,grc,0,565694
1999,nga,ita,0,45893.99
1999,nga,kor,0,30766
1999,nga,ner,8421.55,1324138
1999,nga,nld,201824.16,30009.07
1999,nga,tcd,2148,0
1999,nga,tgo,1808313,0
1999,nga,usa,0,6121915.83
1999,nga,zaf,0,160832
1999,nga,zwe,0,105296.8
1999,nic,and,2148,0
1999,nic,arg,4475.57,0
1999,nic,aus,8910.17,0
1999,nic,blx,75281.20999999999,0
1999,nic,bra,0,6152.15
1999,nic,can,142208.1,0
1999,nic,che,454006.38,0
1999,nic,col,3713.75,0
1999,nic,cri,1033531.33,10333.8
1999,nic,cub,0,92186
1999,nic,cyp,163163,0
1999,nic,deu,1236657.66,18621.55
1999,nic,dom,1755637,504253.82
1999,nic,esp,302348.53,0
1999,nic,fra,34503.44,0
1999,nic,gbr,34153.32,0
1999,nic,grc,43710.91,0
1999,nic,hkg,0,45464.23
1999,nic,hnd,4131764.68,5704787.28
1999,nic,idn,0,181538.98
1999,nic,irl,115891.22,0
1999,nic,ita,0,91267.64
1999,nic,kor,0,17005
1999,nic,mac,3708,0
1999,nic,mex,19547.37,10471
1999,nic,nld,5112.36,0
1999,nic,nor,10917,0
1999,nic,nzl,13677,0
1999,nic,pan,7977.1,56014.32
1999,nic,rus,1050,0
1999,nic,sau,28970.07,0
1999,nic,slv,201165,0
1999,nic,swe,5080,1024.54
1999,nic,tha,7691.37,0
1999,nic,usa,9554360.63,2341263.12
1999,nic,xxb,19649,0
1999,nic,zaf,1864,0
1999,niu,idn,0,49199
1999,niu,nzl,0,22684
1999,nld,abw,183664,0
1999,nld,alb,148178,980173.78
1999,nld,and,3364795.87,1238.24
1999,nld,ant,560177,0
1999,nld,are,872409,0
1999,nld,arg,870877.4,3189321.82
1999,nld,arm,5689.75,0
1999,nld,atg,10197,0
1999,nld,aus,20305291.09,39113.619999999995
1999,nld,aut,4632578.93,1344815.33
1999,nld,ben,8216,0
1999,nld,bgr,1061,4840715.02
1999,nld,bhr,46881,0
1999,nld,bhs,40535.58,0
1999,nld,bih,1449,0
1999,nld,blr,463399,0
1999,nld,blx,242047843.43,67011825.230000004
1999,nld,bol,7015.66,0
1999,nld,bra,1585465.24,54285999.39
1999,nld,brb,74432,0
1999,nld,btn,1449,0
1999,nld,can,2982374.66,2610814.13
1999,nld,che,13085215.57,10730427.64
1999,nld,chl,8216,0
1999,nld,chn,56406.96,2908196.68
1999,nld,civ,3866,25321.24
1999,nld,cod,0,154153.3
1999,nld,cog,0,972837.2
1999,nld,col,0,378544.84
1999,nld,com,136299,0
1999,nld,cpv,233827.75,0
1999,nld,cri,34335.44,0
1999,nld,cub,1041062,7007014.35
1999,nld,cyp,5075266.89,7245833.38
1999,nld,cze,4011937.76,0
1999,nld,deu,223438608.06,103453921.97
1999,nld,dma,3024,9663
1999,nld,dnk,6170983.34,3384722.73
1999,nld,dom,247947,9809887.879999999
1999,nld,ecu,26583,2261307.28
1999,nld,egy,566944,0
1999,nld,esp,49397641.15,1817516.39
1999,nld,est,1858802.38,1375
1999,nld,eth,3866,0
1999,nld,fin,16596460.82,318421
1999,nld,fji,16433,0
1999,nld,fra,1105463086.2,19497274.900000002
1999,nld,gab,17734.38,0
1999,nld,gbr,70854948.15,109370173.85000001
1999,nld,gha,0,144119.05
1999,nld,gib,295313,0
1999,nld,gin,231909,0
1999,nld,gmb,21264,0
1999,nld,grc,96473062.75,17192057.78
1999,nld,grl,14051,91059.67
1999,nld,gtm,17670.309999999998,560159.59
1999,nld,guy,13533,0
1999,nld,hkg,1694168.72,0
1999,nld,hnd,14832.81,381160.8
1999,nld,hrv,1945331.51,18136.84
1999,nld,hun,593821.44,0
1999,nld,idn,89235.78,14977638.47
1999,nld,ind,12773.89,7350614.27
1999,nld,irl,31349751.65,9304238.59
1999,nld,isl,420115.93,0
1999,nld,isr,1370162.5,0
1999,nld,ita,1152017492.9099998,15750523.72
1999,nld,jam,0,208991.45
1999,nld,jor,852600,0
1999,nld,jpn,5626479.05,19366.33
1999,nld,kaz,50749,0
1999,nld,ken,12819.32,2077830.81
1999,nld,kor,177262.16,138179
1999,nld,kwt,34316,0
1999,nld,lbn,125687.28,0
1999,nld,lbr,7249,0
1999,nld,lby,4257653,0
1999,nld,lka,27257289.98,17872567.14
1999,nld,ltu,109562.43,0
1999,nld,lva,330037.79,0
1999,nld,mac,201931.21000000002,0
1999,nld,mar,119865,0
1999,nld,mdg,31383.18,196968.36
1999,nld,mex,142184.56,2022480.3900000001
1999,nld,mkd,22232,3416292.76
1999,nld,mli,288747,0
1999,nld,mlt,402706.22,494275.85
1999,nld,moz,0,1632024.28
1999,nld,mrt,3866,0
1999,nld,mus,975112.1900000001,0
1999,nld,mwi,120660.53,37381958.77
1999,nld,mys,655034.56,12616
1999,nld,ner,8199,0
1999,nld,nga,30009.07,201824.16
1999,nld,nic,0,5112.36
1999,nld,nor,15932334.58,198181.76
1999,nld,nzl,2322766.45,0
1999,nld,omn,21265,0
1999,nld,pan,1123.8,0
1999,nld,per,1933,0
1999,nld,phl,14016,1275262.15
1999,nld,png,103915,0
1999,nld,pol,365188.31,52e4
1999,nld,prt,15238174.379999999,11312773.83
1999,nld,pry,18178.760000000002,397583.24
1999,nld,pyf,1979740.09,0
1999,nld,qat,7733,0
1999,nld,rou,675050.31,0
1999,nld,rus,18199380.79,0
1999,nld,sau,26252.25,0
1999,nld,sdn,126998.74,0
1999,nld,sgp,1777568.17,73544.79
1999,nld,shn,6283,0
1999,nld,sle,0,206373.57
1999,nld,slv,5993,0
1999,nld,som,2899,0
1999,nld,sur,227163,0
1999,nld,svk,91510.34999999999,71028.74
1999,nld,svn,8430416.45,0
1999,nld,swe,11347946.22,110503.39
1999,nld,syc,5740.98,2595
1999,nld,syr,1449,0
1999,nld,tgo,11500.44,0
1999,nld,tha,315825.93000000005,976373.04
1999,nld,tjk,196715,0
1999,nld,tkm,11116,0
1999,nld,tto,68397.28,0
1999,nld,tun,180764,0
1999,nld,tur,89494.5,43150127.79
1999,nld,tza,2233.03,14844579.44
1999,nld,uga,0,10085000.92
1999,nld,ukr,209764,0
1999,nld,ury,64814.71,0
1999,nld,usa,8413768.13,251488367.54
1999,nld,vct,2923,0
1999,nld,ven,952476.42,4047759.77
1999,nld,xxb,538428,0
1999,nld,xxi,132265187,0
1999,nld,yug,1232974,8546.49
1999,nld,zaf,882422.13,1146579.98
1999,nld,zmb,0,1218947.95
1999,nld,zwe,17883,46549234.16
1999,nor,are,13410,0
1999,nor,arg,0,159397.49
1999,nor,arm,655029.6799999999,0
1999,nor,bgr,0,53155.66
1999,nor,blr,2904943.26,0
1999,nor,blx,34991,43771.119999999995
1999,nor,bra,0,4183073.95
1999,nor,che,12898.97,13082104.63
1999,nor,chn,0,327073.68
1999,nor,cri,0,1747
1999,nor,cub,0,541040.64
1999,nor,cyp,5869.99,0
1999,nor,cze,29996.14,0
1999,nor,deu,93102.63,738507.31
1999,nor,dnk,569593.98,6279319.68
1999,nor,dom,0,88879
1999,nor,esp,135810,0
1999,nor,est,0,2631
1999,nor,fin,28475.989999999998,286324.07
1999,nor,fra,21671.39,650324.9500000001
1999,nor,gbr,26971,331006.17
1999,nor,grc,0,331805.3
1999,nor,hnd,0,31692
1999,nor,hrv,0,57496.8
1999,nor,idn,0,455918.59
1999,nor,ind,0,118006.84
1999,nor,ita,11600,963673.43
1999,nor,jpn,1160,0
1999,nor,kor,0,358772.09
1999,nor,lka,0,20632.26
1999,nor,ltu,17995,0
1999,nor,lva,1636272,1562
1999,nor,mwi,0,742927.11
1999,nor,nic,0,10917
1999,nor,nld,198181.76,15932334.58
1999,nor,phl,0,114787.63
1999,nor,prt,0,6192.41
1999,nor,rus,696300.41,0
1999,nor,sgp,13481.19,0
1999,nor,swe,129792.88,5265446.62
1999,nor,tha,0,485867.65
1999,nor,tur,0,530118.23
1999,nor,tza,0,262497.78
1999,nor,uga,0,1119961.72
1999,nor,usa,14544.02,7661778.12
1999,nor,yem,976611,0
1999,nor,zaf,0,1056831.21
1999,nor,zwe,0,3093592.66
1999,npl,chn,97975,0
1999,npl,gbr,0,148802.8
1999,npl,hkg,0,7435.4
1999,npl,ind,242813.41,6708850.2
1999,npl,kor,0,92773
1999,npl,mys,0,544980
1999,npl,sgp,0,114077
1999,nru,aus,0,636686
1999,nru,gbr,0,307344
1999,nru,jpn,661611.87,0
1999,nzl,arg,0,254958.99
1999,nzl,aus,1414685.15,1699900.01
1999,nzl,bgd,0,33311.17
1999,nzl,bgr,0,1374.82
1999,nzl,bhr,0,60647
1999,nzl,blx,2945,95297
1999,nzl,bra,0,3152963.05
1999,nzl,can,0,295640.84
1999,nzl,che,0,20101.66
1999,nzl,chn,0,637021.61
1999,nzl,cok,297433,0
1999,nzl,col,0,37356.43
1999,nzl,cri,0,63499.94
1999,nzl,cub,0,443276
1999,nzl,deu,0,16897
1999,nzl,dnk,0,2727
1999,nzl,dom,0,118464
1999,nzl,esp,0,95445.17
1999,nzl,fji,21073,0
1999,nzl,fra,11742.56,102072.26
1999,nzl,gbr,164718.97,311896.48
1999,nzl,grc,0,426831.83
1999,nzl,hkg,0,66874.58
1999,nzl,hnd,0,25074
1999,nzl,idn,0,181610.06
1999,nzl,ind,0,1078648.58
1999,nzl,jor,5848.41,0
1999,nzl,jpn,0,140285.83
1999,nzl,ken,0,166980.09
1999,nzl,kir,4285,0
1999,nzl,kor,0,543130
1999,nzl,mex,0,6739
1999,nzl,mwi,0,1917612
1999,nzl,mys,1432,1044
1999,nzl,ncl,761528,0
1999,nzl,nic,0,13677
1999,nzl,niu,22684,0
1999,nzl,nld,0,2322766.45
1999,nzl,pan,0,11782
1999,nzl,phl,7083,35577
1999,nzl,pyf,187367.67,0
1999,nzl,sgp,8210,16251.62
1999,nzl,swe,0,16831.93
1999,nzl,tha,0,352558.93
1999,nzl,ton,567849,0
1999,nzl,tza,0,532004.98
1999,nzl,usa,53595.38,3060455.43
1999,nzl,vut,13899,0
1999,nzl,wlf,99380,0
1999,nzl,wsm,558714,0
1999,nzl,zaf,0,112290.26
1999,nzl,zmb,0,441922.4
1999,nzl,zwe,0,3092438.98
1999,omn,aus,0,125708
1999,omn,blx,0,2739
1999,omn,che,0,152239
1999,omn,deu,0,55513
1999,omn,gbr,0,12576096
1999,omn,ind,0,79206
1999,omn,kor,0,159754
1999,omn,lka,0,239089
1999,omn,nld,0,21265
1999,omn,sau,581813.07,0
1999,omn,sgp,0,71835
1999,omn,tur,0,8e3
1999,omn,usa,0,9273533
1999,pak,blx,37495.94,0
1999,pak,bra,0,1011208
1999,pak,che,0,61131
1999,pak,chn,0,19966
1999,pak,deu,436431.93,0
1999,pak,fra,85630.97,0
1999,pak,gbr,13761.87,106718
1999,pak,grc,0,1540
1999,pak,idn,347117.56,1339
1999,pak,ind,0,36262
1999,pak,jpn,0,4567
1999,pak,kor,0,31676
1999,pak,mdg,22199.24,0
1999,pak,mwi,0,46540
1999,pak,mys,284581.74,7001
1999,pak,pol,59253.11,0
1999,pak,rus,2597587.49,0
1999,pak,sau,106919.38,0
1999,pak,sen,71284.81,0
1999,pak,sgp,0,1101808
1999,pak,usa,0,3512928
1999,pan,arm,7515550,0
1999,pan,aut,0,5625.24
1999,pan,bgr,0,95539
1999,pan,bra,84503,0
1999,pan,can,0,1051472
1999,pan,che,1159,16274.1
1999,pan,cri,1046606.25,2552270.09
1999,pan,cub,304186,1790248.11
1999,pan,cyp,915318.13,0
1999,pan,deu,0,669427
1999,pan,esp,9350,24188.14
1999,pan,est,5594,5916
1999,pan,fra,0,675808
1999,pan,gbr,7428,1445942
1999,pan,grc,0,84055
1999,pan,gtm,23742,2098193.63
1999,pan,hkg,103631,0
1999,pan,hnd,51514.31,119844.59
1999,pan,hrv,0,122264
1999,pan,ind,1169,0
1999,pan,isr,116e3,0
1999,pan,ita,0,12258
1999,pan,jam,5109,0
1999,pan,jpn,0,535622
1999,pan,kor,0,163661
1999,pan,lva,0,6893
1999,pan,mys,0,1074268
1999,pan,nic,56014.32,7977.1
1999,pan,nld,0,1123.8
1999,pan,nzl,11782,0
1999,pan,per,0,322788
1999,pan,prt,0,68483
1999,pan,rou,45e3,0
1999,pan,sgp,26975,0
1999,pan,slv,3764,0
1999,pan,svk,23925.6,0
1999,pan,swe,4026,0
1999,pan,tto,212288,0
1999,pan,ury,0,242649
1999,pan,usa,512933.69,2491614.12
1999,pan,ven,20246,1467153.23
1999,pan,xxf,0,226521
1999,pan,zaf,50690,0
1999,per,abw,79772,0
1999,per,ant,905645,0
1999,per,arg,220225,0
1999,per,blx,0,2087.75
1999,per,bol,0,25563
1999,per,bra,0,192471.72
1999,per,can,0,835428.22
1999,per,chl,1961852.35,1451234.93
1999,per,col,56188,0
1999,per,cub,0,116694.33
1999,per,deu,0,1198
1999,per,dnk,0,6301
1999,per,dom,109912,6741
1999,per,esp,149330.45,21527.6
1999,per,gbr,0,40170
1999,per,kor,0,33145.2
1999,per,mex,0,1656
1999,per,mwi,0,546079.26
1999,per,mys,0,9999
1999,per,nld,0,1933
1999,per,pan,322788,0
1999,per,pry,114850,0
1999,per,tha,0,84409.36
1999,per,tur,0,82650.86
1999,per,ury,692967,51457.51
1999,per,usa,556895.1499999999,4462128.49
1999,phl,arg,0,1406382
1999,phl,aus,243032.55,574158
1999,phl,blx,870350.84,0
1999,phl,bra,0,16918981
1999,phl,can,120219.8,0
1999,phl,che,12628.45,4359
1999,phl,chn,0,29985167
1999,phl,cyp,171364,0
1999,phl,cze,30557.75,0
1999,phl,deu,3029291.79,0
1999,phl,dnk,116286.23999999999,0
1999,phl,dza,1766063,0
1999,phl,esp,13226591.18,133529
1999,phl,fin,2181,0
1999,phl,fra,1016769.46,236305
1999,phl,gbr,916033.04,3055
1999,phl,grc,25465,134966
1999,phl,hkg,40518,129341
1999,phl,hun,12556,0
1999,phl,idn,0,5630872
1999,phl,ind,0,771769
1999,phl,ita,0,195037
1999,phl,jor,19815.45,0
1999,phl,jpn,1709314.8,374419
1999,phl,kor,63544,374009
1999,phl,mac,21232,1546339
1999,phl,mdg,1096.6,0
1999,phl,mwi,0,1449330
1999,phl,mys,2824710.7,4376457
1999,phl,nld,1275262.15,14016
1999,phl,nor,114787.63,0
1999,phl,nzl,35577,7083
1999,phl,pol,1914489.51,0
1999,phl,prt,4184.55,0
1999,phl,pry,154697,7930065
1999,phl,sau,2156999.2,0
1999,phl,sen,140707.29,0
1999,phl,sgp,1358710,115039581
1999,phl,svk,465215.87,0
1999,phl,svn,139783.96,0
1999,phl,swe,66654.95,3023
1999,phl,tha,3234278,1500424
1999,phl,tur,0,1497110
1999,phl,usa,9040728.48,24982829
1999,phl,zaf,11269,1113948
1999,plw,kor,0,5837
1999,png,aus,78534,5840617
1999,png,idn,0,411709
1999,png,ind,0,258593
1999,png,kor,0,8814
1999,png,mwi,0,834651
1999,png,nld,0,103915
1999,pol,alb,0,183605.5
1999,pol,are,329e3,0
1999,pol,arg,0,3849245.11
1999,pol,arm,75e3,0
1999,pol,aut,0,15703
1999,pol,bgr,73e3,1790281.34
1999,pol,blr,131499,1726398
1999,pol,blx,8978e3,2460790.0700000003
1999,pol,bra,142e3,26922336.630000003
1999,pol,che,435645.76,6735520
1999,pol,chn,0,2318850.05
1999,pol,cub,0,233375.12
1999,pol,cyp,0,62239
1999,pol,cze,942522.02,0
1999,pol,deu,1221486.8199999998,10967307.36
1999,pol,dnk,0,1228151.3
1999,pol,dom,0,78e3
1999,pol,ecu,0,314414.69
1999,pol,esp,0,3448617.92
1999,pol,est,0,3968
1999,pol,fra,158223.42,4060772.2199999997
1999,pol,gbr,103219.42,1777236.66
1999,pol,geo,0,71285.07
1999,pol,grc,0,12510157.69
1999,pol,gtm,0,882485.24
1999,pol,hrv,0,77783.55
1999,pol,idn,0,921323.68
1999,pol,ind,0,8757521.19
1999,pol,iot,134e3,0
1999,pol,irn,0,125380.65
1999,pol,ita,0,12565496.81
1999,pol,jpn,144223.29,157784.1
1999,pol,kaz,4436e3,0
1999,pol,kor,0,233512.57
1999,pol,lbn,0,302352.85
1999,pol,ltu,2253962.54,0
1999,pol,lva,3253028.92,1836
1999,pol,mar,0,81214.15
1999,pol,mda,1266e3,0
1999,pol,mdv,0,52108.59
1999,pol,mex,0,644191.52
1999,pol,mkd,0,876665.78
1999,pol,mwi,0,16105234.7
1999,pol,nld,52e4,365188.31
1999,pol,pak,0,59253.11
1999,pol,phl,0,1914489.51
1999,pol,prt,0,506500
1999,pol,rou,1e4,0
1999,pol,rus,7662401.02,18800
1999,pol,svn,10415e3,0
1999,pol,swe,5267.91,0
1999,pol,syr,0,130722.06
1999,pol,tha,0,1117099.72
1999,pol,tur,789e3,18392556.39
1999,pol,tza,0,3782678.9
1999,pol,uga,0,1318706.59
1999,pol,ukr,4666e3,138450.91
1999,pol,usa,0,73864857.35
1999,pol,ven,0,109598.1
1999,pol,xxb,0,62526.04
1999,pol,yug,279e3,0
1999,pol,zaf,15095.69,993302.2
1999,pol,zmb,0,1022451.21
1999,pol,zwe,0,39036783.4
1999,prk,bgr,40892.07,0
1999,prk,chn,0,1627513
1999,prk,hkg,0,12496
1999,prk,ind,0,3771
1999,prk,jpn,0,223386
1999,prk,mac,0,87432
1999,prk,sgp,268824,7545083
1999,prk,swe,0,2056
1999,prt,ago,61282,0
1999,prt,alb,0,204066.13
1999,prt,and,16935.41,0
1999,prt,aut,0,18779.19
1999,prt,bfa,8837,0
1999,prt,bgr,0,589018.2
1999,prt,bih,50652,0
