"","Party","2018","2016","2014","Region"
"24","Bulgaria","Activities 3.2.3.1. and 3.2.3.2. are carried out in accredited ISO17025: 2006 laboratory „Laboratory Testing Complex - Tobacco and Tobacco Products Institute“.
Activities 3.2.3.3. and 3.2.3.4. take place in planned public research program with the Project ""Research on tobacco and tobacco products securing the Bulgarian legislation in implementing European policies"".
Tobacco and Tobacco Products Institute is legally authorized by the Law on Tobacco and Tobacco Products to carry out research on tobacco.
„Laboratory Testing Complex - Tobacco and Tobacco Products Institute“ is member of GoToLab and TobLabNet.","Activities 3.2.3.1. and 3.2.3.2. are carried out in accredited ISO17025: 2006 laboratory „Laboratory Testing Complex - Tobacco and Tobacco Products Institute“.
Activities 3.2.3.3. and 3.2.3.4. take place in planned public research program with the Project ""Research on tobacco and tobacco products securing the Bulgarian legislation in implementing European policies"".
Tobacco and Tobacco Products Institute is legally authorized by the Law on Tobacco and Tobacco Products to carry out research on tobacco.
„Laboratory Testing Complex - Tobacco and Tobacco Products Institute“ is member of GoToLab and TobLabNet.","By Decree ? 237 of 17.10.2013 of the Council of Ministers for amendment to the Ordinance on the requirements for labeling marking and appearance of tobacco products and setting standards for assessing the conformity of the content of harmful substances in cigarettes have been transposed the provisions of Directive 2012/9/ES of 7 March 2012 amending Annex I to Directive 2001/37/EC of the European Parliament and of the Council on the approximation of laws regulations and administrative provisions of the Member States concerning the manufacture presentation and sale of tobacco products (OJ L 69/15 of 8 March 2012).","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Les articles 14 et 15 de la loi 040 précisent cette disposition.","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Please refer to C238","Please refer to C238","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","nous avons établi par la loi ces mesures","nous avons établi par la loi ces mesures","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Answer not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","No se han desarrollado a la fecha acciones concretas que permitan evaluar los contenidos de los productos. No obstante se está trabajando en la actualidad en la modificación de la ley 19.419 en la que se propone una enmienda que apunta a la prohibición directa del mentol para todos los productos de tabaco.","No se han desarrollado a la hecha acciones concretas que permitan evaluar los contenidos de los productos. No obstante se está trabajando en la actualidad en la modificación de la ley 19.419 en la que se propone una enmienda que apunta a la prohibición directa del mentol para todos los productos de tabaco.

Sin embargo estas acciones están contempladas en los artículos 6° y 9° de la Ley de Tabaco 19.419, en el Decreto 88 del Ministerio de Salud que crea las Advertencias de Tabaco y la Resolución 904 que solicita información para la autorización comercial de productos de tabaco. Existen solicitudes de la información pero a la fecha sólo se realiza una revisión documental de esta.","Las acciones descritas en los puntos .3.2.3.1 a 3.2.3.4 no han sido reguladas específicamente pero están contempladas en los artículos 6° y 9° de la Ley de Tabaco 19.419. en el Decreto 44 del Ministerio de Salud que crea las Advertencias de Tabaco y la Resolución 904 que solicita información para la autorización comercial de productos de tabaco. Existen solicitudes de la información pero a la fecha sólo se realiza una revisión documental de esta.","WHO Region of the Americas"
"34","China","1．对WHO建议的9种优先级关注成分开展了检测方法研究；参与了世界卫生组织烟草实验室网络（TobLabNet）技术标准的研究工作；对世界卫生组织烟草网络实验室推荐的烟草制品有害成分测定方法SOP(烟丝氨、尼古丁、烟草特有亚硝胺（TSNAs)）等进行了实验室内和实验室间的验证；参与SOP方法在新型烟草制品（加热不燃烧型）中的适用性研究；对卷烟烟气中挥发性有机化合物、羰基化合物项目提供了方法验证和数据分析。
2．根据相关法律、规定及标准，开发了烟草制品中增香剂、农药残留的检测方法；对烟用纸张等组成成分进行分析；
3．对烟草释放物焦油、烟碱和一氧化碳等进行监管，对市售烟草制品中的尼古丁、烟丝胺含量进行了监控；
4. 中国疾病预防控制中心环境与健康相关产品安全所作为世界卫生组织烟草测试实验室网络成员，不断加强实验室能力建设，参与建立了烟草成分和释放物检测方法，以及烟草释放物VOC的方法验证。","根据相关法律、规定及标准，对部分烟草成分、烟草制品燃烧释放物、组成成分、设计参数等进行检测和测量；对WHO建议优先管制的有害成分开展研究，对WHO已经发布的有害成分测定SOP方法开展验证。","According to relevant laws regulations and standards on pesticide residues and additives in tobacco cigarette paper and other components for analysis; representation on mainstream smoke emissions of harmful components research analyzed cigarette hazard evaluation indices on tobacco emissions of tar nicotine and carbon monoxide monitoring but also constantly making more stringent requirements.","WHO Western Pacific Region"
"35","Colombia","Sobre los reportes sobre niveles de componente de humo de los productos de tabaco, a petición del Ministerio de Salud y Protección Social, el Ministerio de Comercio logró confirmar, a través del Organismo Nacional de Acreditación (ONAC), que en Colombia no existe ningún laboratorio que permita  comprobar y medir los contenidos de las emisiones de los productos de tabaco.","Sobre los reportes sobre niveles de componente de humo de los productos de tabaco, a petición del Ministerio de Salud y Protección Social, el Ministerio de Comercio logró confirmar, a través del Organismo Nacional de Acreditación (ONAC), que en Colombia no existe ningún laboratorio que permita  comprobar y medir los contenidos de las emisiones de los productos de tabaco.","Sobre los reportes sobre niveles de componente de humo de los productos de tabaco. a petición del Ministerio de Salud y Protección Social. el Ministerio de Comercio logró confirmar. a través del Organismo Nacional de Acreditación (ONAC). que en Colombia no existe ningún laboratorio que permita comprobar y medir los contenidos de las emisiones de los productos de tabaco.","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","La loi de 2012 relative à la lutte antitabac le prévoit dans son article 10 et 11 mais jamais appliqué.","Le progrès c’est que nous avons une loi qui y tient compte dans son article 11.","WHO African Region"
"38","Cook Islands","No change since the last report","Answer not provided","Every year tobacco importers submit to the Secretary of Health a reports about their tobacco products constituents additives and other information''s as required by the Cook Islands Tobacco Act 2007.","WHO Western Pacific Region"
"39","Costa Rica","Para poder comercializarse los productos de Tabaco en el territorio nacional deben haber presentado la declaración jurada de los ingredientes y emisiones de los productos de tabaco ante el Ministerio de Salud. Capítulo lll del Reglamento. Artículos 11-12-13-14-15. Además, este está vinculado con el de desalmacenaje de las importaciones.","Para poder comercializarse los productos de Tabaco en el territorio nacional deben haber presentado la Declaración Jurada de los ingredientes y emisiones de los productos de tabaco ante el Ministerio de Salud. Capítulo lll del Reglamento. Artículos 11-12-13-14-15 Además este está vinculado con el de desalmacenaje de las importaciones.","Promulgación de la Ley 9028 y sus reglamentos. Hay contenido presupuestario programado para el 2014 para realizar estudios y mediciones del contenido y emisiones de producto de tabaco. Articulos 13 y 14 del Reglamento a la Ley N°9028","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Croatia adopted Directive 2014/40/EU into the national law in May 2017.   Testing and measuring the contents of tobacco products and testing and measuring the emissions of tobacco products is responsability of producers and distributers. In meantime, CIPH has accredited method for nicotine in e-liquids according to the EN ISO 17025 and that is main progress in analytics","Croatia is in transitional phase in regard to testing and measuring the contents of tobacco products and testing and measuring the emissions of tobacco products, due to transposing the Directive 2014/40/EU into the national law. Croatian Institute of Public Health is not included in data collection as before. Due to technical reasons, Tobacco Institute temporarily does not perform tobacco and tobacco products analysis.","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","The new EU Directive and new proposed national legislation for tobacco control includes provision for further regulations of the contents of tobacco products eg. The banning of certain flavours.","The new EU Directive for tobacco control includes provisions for further regulation of the contents of tobacco products eg. the banning of certain flavours.","WHO European Region"
"43","Czech Republic","Regulation of the contents of tobacco products is included in following national laws:
•	Act No. 110/1997 Coll. on Foodstuffs and Tobacco Products, on the amendment and additions to some related acts, as amended subsequently 
•	Decree No. 261/2016 Coll. on Tobacco Products (providing the list of prohibited additives of tobacco products)

This is a national law implementing the current EU Tobacco Products Directive (Directive 2014/40/EU of the European Parliament and of the Council of 3 April 2014 on the approximation of the laws, regulations and administrative provisions of the Member States concerning the manufacture, presentation and sale of tobacco and related products and repealing Directive 2001/37/EC), which has been revised accordingly following the transposition of the Directive. Transposition process of the Directive to the aforementioned law was finished in 2016.The Directive includes among others provisions regarding regulation of the contents of tobacco products.","Regulation of the contents of tobacco products is included in following national law:
•	Act No. 110/1997 Coll. on Foodstuffs and Tobacco Products, on the amendment and additions to some related acts, as amended subsequently 
•	Decree No. 344/2003 Coll. stipulating the requirements for tobacco products, as amended by Decree No. 316/2012 Coll.
This is a national act of law implementing the current EU Tobacco Products Directive (2001/37/EC). 
Decree No. 316/2012 Coll. - the amendment of decree No. 344/2003 Coll. came into force in September 2012 providing the update to the list of allowed contents of tobacco products (other contents of tobacco products were added to the list)  
Since 2015 revision of the mentioned law has been under way. Main reason is transposition of Directive 2014/40/EU of the European Parliament and of the Council of 3 April 2014 on the approximation of the laws, regulations and administrative provisions of the Member States concerning the manufacture, presentation and sale of tobacco and related products and repealing Directive 2001/37/EC, to the national law. The Directive includes among others provisions regarding regulation of the contents of tobacco products. Currently, draft bill is negotiated in the Senate of the Parliament of the Czech Republic.","Regulation of the contents of tobacco products is included in following national law:
Act No. 110/1997 Coll. on Foodstuffs and Tobacco Products on the amendment and additions to some related acts as amended subsequently 

Decree No. 344/2003 Coll. stipulating the requirements for tobacco products as amended by Decree No. 316/2012 Coll.
This is a national act of law implementing the current EU Tobacco Products Directive (2001/37/EC). In 2013 EU legislative process as regards draft of the new Tobacco Products Directive started. The new EU Directive of 2014 will be accordingly implemented via the national law.
Decree No. 316/2012 Coll. = the amendment of decree No. 344/2003 Coll. came into force in September 2012 providing the update to the list of allowed contents of tobacco products (other contents of tobacco products were added to the list","WHO European Region"
"44","Democratic People's Republic of Korea","Surveillance system to check the contents of tobacco products was established in the country and it conducts the quality controlling on all the tobacco products locally produced and imported by strengthening the technical capacity of inspection room.","Report not provided","Surveillance system to check the contents of tobacco products was established in the country and it conducts the quality controlling on all the tobacco products locally produced and imported by strengthening the technical capacity of inspection room.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Aucune","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","En el Reglamento de la Ley Orgánica para la Regulación y Control del Tabaco el Art. 4.- manifiesta que: “Las compañías elaboradoras. importadoras y comercializadoras al por mayor deben declarar al momento de la inscripción a través de un informe técnico completo y claro. que tipo de producto de tabaco… así como información correspondiente a ingredientes. componentes. aditivos y otras substancias que se utilicen en su fabricación…” La información será actualizada hasta el 30 de junio de cada año.","WHO Region of the Americas"
"50","Egypt","تحديد نسب النيكوتين و القطران في منتجات التبغ بالتعاون  طبقا للقياسات المصريه  من هيئة المواصفات و الجوده","تحديد نسب النيكوتين و القطران في منتجات التبغ بالتعاون  طبقا للقياسات المصريه  من هيئة المواصفات و الجوده","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","NO DISPONEMOS DE UNA LEY","NO DISPONEMOS DE UNA LEY","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Transposition of the Directive 2014/40/EL which contains wide measures for regulating the content of tobacco products. Cigarettes and roll-ypur-own tobacco with a characterising flavour have been banned. Also the use of additives, stimulators, vitamins, mutagenic and reproductive toxic additives etc are prohibited. 

Tobacco Act:
Requirements for Tobacco Products
§ 8. Tar, nicotine and carbon monoxide yields of cigarettes
(1) The tar yield of cigarettes is the yield of raw anhydrous nicotine-free
condensate of smoke which shall not exceed 10 mg per cigarette.
(2) The nicotine yield of cigarettes is the yield of nicotinic alkaloids which shall
not exceed 1 mg per cigarette.
(3) The carbon monoxide yield of cigarettes is the yield of carbon monoxide
upon burning which shall not exceed 10 mg per cigarette.
§ 9. Verification of yield of cigarettes
The requirements and procedure for laboratory tests regarding the tar, nicotine and
carbon monoxide yields of cigarettes shall be established by the Minister of Social
Affairs.","No changes in legislation since 2005
Tobacco Act:
Requirements for Tobacco Products
§ 8. Tar nicotine and carbon monoxide yields of cigarettes
(1) The tar yield of cigarettes is the yield of raw anhydrous nicotine-free condensate of smoke which shall not exceed 10 mg per cigarette.
(2) The nicotine yield of cigarettes is the yield of nicotinic alkaloids which shall not exceed 1 mg per cigarette.
(3) The carbon monoxide yield of cigarettes is the yield of carbon monoxide upon burning which shall not exceed 10 mg per cigarette. 
§ 9. Verification of yield of cigarettes
The requirements and procedure for laboratory tests regarding the tar nicotine and carbon monoxide yields of cigarettes shall be established by the Minister of Social Affairs.","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Member States had to transpose the EU Tobacco Products Directive 2014/40/EU by May 2016. The Directive:
• prohibits cigarettes and roll-your-own tobacco with characterising flavours,
• sets maximum level for TNCO and how to measure it,
 • requires the tobacco industry to submit detailed reports to the Member States on the ingredients used in tobacco products, and
• requires industry to carry out comprehensive studies of additives on a priority list.

The European Commission adopted implementing legislation that lays down more detailed technical rules in the area of ingredients regulation. These include:
•the reporting format for tobacco ingredients and emissions,
•the priority list of additives which warrant further examination, and
•the rules and mechanism for determining products with characterising flavours.","Member States must transpose the EU Tobacco Products Directive 2014/40/EU by May 2016. The Directive:
• prohibits cigarettes and roll-your-own tobacco with characterising flavours,
• sets maximum level for TNCO and how to measure it,
 • requires the tobacco industry to submit detailed reports to the Member States on the ingredients used in tobacco products, and
• requires industry to carry out comprehensive studies of additives on a priority list.

The European Commission will also adopt implementing legislation that lays down more detailed technical rules in the area of ingredients regulation. These include:
•the reporting format for tobacco ingredients and emissions,
•the priority list of additives which warrant further examination, and
•the rules and mechanism for determining products with characterising flavours.","The EU Directive 2014/40/EU governing the manufacture presentation and sale of tobacco and related products was approved by the European Parliament on 26 February 2014. Member States have two years to transpose the new Directive. (All languages are available at the following link: http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1398761379066&uri=OJ:JOL_2014_127_R_0001)
The new Directive prohibits the sale of cigarettes and RYO with characterising flavours. A characterising flavour is defined as clearly noticeable smell or taste other than tobacco. 
Flavourings are also not allowed in any of the tobacco product components such as filters papers packages or capsules. Filters papers and capsules shall not contain tobacco or nicotine.
The following additives are prohibited and products containing them shall not be placed on the market: 
(a)	vitamins or other additives that create the impression that a tobacco product has a health benefit or presents reduced health risks 
(b)	caffeine or taurine or other additives and stimulant compounds that are associated with energy and vitality 
(c)	additives having colouring properties for emissions 
(d)	for tobacco products for smoking additives that facilitate inhalation or nicotine uptake and 
(e)	additives that have CMR (= cancerogenic mutagenic or reprotoxic) properties in unburnt form 
Moreover tobacco products containing additives in quantities that increase the toxic or addictive effect or the CMR properties of a tobacco product at the stage of consumption to a significant or measureable degree shall not be placed on the market.
The full set of rules applies to cigarettes and Roll-Your-Own tobacco other tobacco products such as pipe tobacco or cigars can be brought under the stricter rules if consumption patterns change substantially. 
The European Commission will develop implementing legislation in the area of ingredients in order to allow for its full implementation by May 2016. 
Apart from the recent legislation a scientific opinion on the attractiveness and addictiveness of tobacco products additives was adopted on 12 November 2010 (http://ec.europa.eu/health/scientific_committees/emerging/docs/scenihr_o_031.pdf).","WHO European Region"
"56","Fiji","Report not provided","Report not provided","It has been regulated in the Tobacco Control Regulation 2012","WHO Western Pacific Region"
"57","Finland","The Tobacco Products Directive (EU/2014/40) harmonized the regulation of the contents of tobacco products in the Member States of EU.  The regulation of Chapter 3 of Tobacco Act (249/2016) ""Requirements and notifications concerning tobacco products"" is following the regulations of the TPD.

Section 10: General obligations of manufacturers and importers of tobacco products
Section 11: Prohibited additives and properties
Section 12: Maximum levels of emissions and methods for measuring emissions
Section 14: Notifications regarding ingredients, emissions and fire safety
Section 15: Notifications of modifications
Section 16: Market research and sales volumes
Section 17: Studies on primary additives
Section 18: Enhanced reporting obligation
Section 19: Derogation for small and medium-sized enterprises
Section 20: Notification of a novel tobacco product
Section 21: Method, format and time of submitting information on tobacco products","Answer not provided","Answer not provided","WHO European Region"
"58","France","En 2016 ont été transposées en droit français les mesures de réglementation de la composition des produits prévues dans la Directive Européenne des produits du tabac. 
- Interdiction de la vente, la distribution ou loffre à titre gratuit de cigarettes dont les teneurs maximales en goudron, en nicotine et en monoxyde de carbone des émissions sont supérieures à des teneurs fixées par arrêté du ministre chargé de la santé.
- Interdiction de la vente, la distribution ou loffre à titre gratuit de cigarettes et de tabac à rouler :
1° Aromatisés ayant une odeur ou un goût clairement identifiable avant ou pendant la consommation, autre que ceux du tabac ;
2° Dont les filtres, le papier, les capsules, le conditionnement ou tout autre composant contiennent du tabac, de la nicotine ou des arômes ;
3° Contenant tout dispositif technique permettant de modifier lodeur ou le goût des produits du tabac ou leur intensité de combustion ;
4° Contenant des vitamines ou dautres additifs laissant entendre quun produit du tabac a des effets bénéfiques sur la santé ou que les risques quil présente pour la santé ont été réduits ;
5° Contenant de la caféine, de la taurine ou dautres additifs et stimulants associés à lénergie et à la vitalité ;
6° Contenant des additifs qui confèrent des propriétés colorantes aux émissions de fumée ;
7° Contenant des additifs qui facilitent linhalation ou labsorption de nicotine ;
8° Contenant des additifs qui, sans combustion, ont des propriétés cancérogènes, mutagènes ou toxiques pour la reproduction humaine ;
9° Contenant des additifs dans des quantités qui augmentent, lors de la consommation, de manière significative ou mesurable, leurs effets toxiques ou leffet de dépendance quils engendrent.","L Article 22 de la loi n° 2016-41 du 26 janvier 2016 de modernisation de notre système de santé prévoit que sont interdites la vente, la distribution ou loffre à titre gratuit de cigarettes et de tabac à rouler :
« 1° Aromatisés ayant une odeur ou un goût clairement identifiable avant ou pendant la consommation, autre que ceux du tabac ;
« 2° Dont les filtres, le papier, les capsules, le conditionnement ou tout autre composant contiennent du tabac, de la nicotine ou des arômes ;
« 3° Contenant tout dispositif technique permettant de modifier lodeur ou le goût des produits du tabac ou leur intensité de combustion ;
« 4° Contenant des vitamines ou dautres additifs laissant entendre quun produit du tabac a des effets bénéfiques sur la santé ou que les risques quil présente pour la santé ont été réduits ;
« 5° Contenant de la caféine, de la taurine ou dautres additifs et stimulants associés à lénergie et à la vitalité ;
« 6° Contenant des additifs qui confèrent des propriétés colorantes aux émissions de fumée ;
« 7° Contenant des additifs qui facilitent linhalation ou labsorption de nicotine ;
« 8° Contenant des additifs qui, sans combustion, ont des propriétés cancérogènes, mutagènes ou toxiques pour la reproduction humaine.
« Les 2° et 3° sappliquent également aux papiers et aux filtres vendus, distribués ou offerts séparément.","Réglementation reposant notamment sur la directive 2001/37/CE","WHO European Region"
