"","Party","2018","2016","2014","Region"
"39","Costa Rica","Desde 1999 con la apertura comercial se redujo el área de siembra, para el 2014 en el país se cultivaron 33 hectáreas que se usa para la producción de puros artesanal.  Por otra parte a partir de esa década se da la reconversión del uso del suelo hacia el cultivo de piña, caña de azúcar, café y ganadería. 

Solo hay 2 industrias del tabaco en Costa Rica: Tabacalera Costarricense Sociedad Anónima, Philip Morris International (PMI), que manufactura cigarrillos para el consumo nacional. Cuenta con aproximadamente 350 empleados y tiene su planta de producción en La Rivera de Belén Heredia y la Britsh American Tobacco Central América S.A. (BACTA), cuya sucursal de Costa Rica es oficina regional de la empresa, que se encargan de coordinar las labores de Mercadeo, Finanzas, Recursos Humanos, Tecnología y Asuntos Corporativos de las operaciones en el área. Solo hay venta y distribución de cigarrillos, cuenta con 275 empleados y se ubica en San Joaquín de Flores, Heredia.

En cuanto a los pequeños vendedores (pulperías-puestos-supermercados y otros) estos deben cumplir con las indicaciones de la Ley General de Control de Tabaco y sus efectos nocivos en la Salud para poder comercializar cualquier producto de Tabaco.","Desde 1999 con la apertura comercial se redujo el área de siembra, para el 2014 en el país se cultivaron 33 hectáreas que se usa para la producción de puros artesanal.  Por otra parte a partir de esa década se da la reconversión del uso del suelo hacia el cultivo de piña, caña de azúcar, café y ganadería. 
Solo hay 2 industrias del Tabaco en Costa Rica: Tabacalera Costarricense Sociedad Anónima, Philip Morris International (PMI) que manufactura cigarrillos para el consumo nacional. Cuenta con aproximadamente 350 empleados y tiene su planta de producción en La Rivera de Belén Heredia y la Bristsh American Tobacco Central América S. A. BACTA sucursal CR tiene la oficina regional de la empresa, que se encargan de coordinar las labores de Mercadeo, Finanzas, Recursos Humanos, Tecnología y Asuntos Corporativos de las operaciones en el área. Solo hay venta y distribución de cigarrillos, cuenta con 275 empleados y se ubica en San Joaquín Flores Heredia
En cuanto a los pequeños vendedores (pulperías-puestos-supermercados y otros) estos deben cumplir con las indicaciones de la Ley General de Control de Tabaco y sus efectos nocivos en la Salud para poder comercializar cualquier producto de Tabaco.","Como se mencionó anteriormente. el cultivo del tabaco en Costa Rica no se contempla como una actividad económicamente activa.","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","No progress made in Article in 17.","Answer not provided","WHO European Region"
"43","Czech Republic","not applicable","not applicable","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","It is implemented according to the Law on Tobacco control by Korean Tobacco Association and the relevant agencies.","Report not provided","It is implemented according to the Law on Tobacco control revised on Nov 2012 by Korean Tobacco Association and the relevant agencies.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","AUCUN.","AUCUN.","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Según el Ministerio de Industrias y Productividad (MIPRO), aproximadamente 650 agricultores independientes cultivan tabaco para las empresas tabacaleras en el país, principalmente en las provincias de Guayas y Los Ríos y se calcula que se siembran las siguientes clases de tabaco: Virginia, 800 a 1.000 ha/año. Burley, 300 ha/año. Con estas dos clases se elaboran los cigarrillos rubios y tabaco de capa (1.000 ha/año). El Ministerio de Agricultura y Ganadería (MAG), maneja programas o proyectos de apoyo relacionados al fomento de diversos cultivos para suplir el cultivo de tabaco.
El MIPRO estima que más de 500 personas trabajan en las tres empresas del país productoras de tabaco (ITABSA, TANASA, PROESA). Asimismo, esta Cartera de Estado no ha trabajado puntualmente en alternativas para redireccionar a la gente involucrada en esta industria hacia otras opciones. 
Sin embargo, se ha venido trabajando en un portafolio de proyectos los cuales comprenden cacao, café, pesca y lácteos, por lo que se podría coordinar propuestas que encadenen o anclen a esta fuerza laboral en otras cadenas productivas agroindustriales que se están fortaleciendo e incluso innovando en el país.
Según el MIPRO, el desplome del consumo de tabaco nacional ha provocado que algunos agricultores ya no tengan cupos de compra y a otros desde el año 2016 les redujeron la superficie de siembra, resultando en que un porcentaje de agricultores de tabaco cambien su producción a cadenas de valor bien cimentadas como el cacao, ya que la constante alza de la demanda y el precio   le convierten en la alternativa de producción más viable. En varias zonas de Milagro y Jujan los ex tabacaleros se volcaron a la pepa, siendo una solución viable que debería ser impulsada por el MAG, anclada al perfeccionamiento de propuestas que se han venido trabajando por parte del MIPRO, con el fin de fortalecer y beneficiar la cadena del cacao y por ende necesitar de mayores superficies de siembra y por supuesto de fuerza laboral.","En el país, si se ha llevado a cabo este tipo de actividades, no han sido socializadas.","Answer not provided","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","NO EXISTE POLITICA","NO EXISTE POLITICA","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Rural Development Programme 2014-2020 may grant aid for restructuring or investments in the agricultural sector; it may be used by the tobacco producers to switch to alternatives crops. This aid is co-financed by the EU, the national budget and the beneficiary.","Rural Development Programmes 2014-2020 may grant aid for restructuring or investments in the agricultural sector; it may help tobacco producers to modernize their farm for tobacco production or to switch to alternatives crops. This aid must be co-financed by the EU, from the national budget, and by the beneficiary.","Rural Development Programmes may grant aid for restructuring or investments in the agricultural sector; it may help tobacco producers to modernize their farm for tobacco production or to switch to alternatives crops. This aid must be co-financed by the EU from the national budget and by the beneficiary.","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Protocole État-Buralistes du tabac 2018 : création d’un Fonds de Transformation, doté de 20 millions d’euros par an, jusqu’en 2021 pour donner à la profession les moyens de mener ses projets et contribuer au développement commercial des points de vente : passer du modèle de débitant de tabac à celui de nouveau commerçant de proximité","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"60","Gambia","This is not applicable in the country as we are not growing tobacco.","This is not applicable in the country as we are not growing tobacco.","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Since 2012 tobacco growing surfaces are being decreased by 50%","Answer not provided","WHO European Region"
"62","Germany","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","At the level of tobacco growers are programs that promote reform of cultures, environmental protection and the implementation of alternative activities. These programs relating to rural development (RDP 2007-2013) and financed by the European Agricultural Fund for Rural Development. These programs will continue during the 2014-2020 period.","Answer not provided","WHO European Region"
"65","Grenada","Tobacco is not grown or manufactured in country","Tobacco is not grown or manufactured in country","Tobacco is not grown or manufactured in country","WHO Region of the Americas"
"66","Guatemala","Ninguno.","Ninguno.","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","La faisabilité de cette option nest pas a lordre du jour pour le moment.","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","No progress made in this area","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","En los últimos dos años la Secretaría de Agricultura y Ganadería ha dado cumplimiento a la disposición del Artículo 17 del CMCT de la OMS relativo al apoyo a actividades alternativas económicamente viables a productores de tabaco a nivel nacional.","En los últimos dos años la Secretaría de Agricultura y Ganadería ha dado cumplimiento a la disposición del Artículo 17 del CMCT de la OMS relativo al apoyo a actividades alternativas económicamente viables a productores de tabaco a nivel nacional.","La Ley Especial para el Control del Tabaco y su Reglamentación contempla actividades alternativas asesoradas por la Secretaría de Agricultura y Ganadería SAG o la Secretaría de estado en los Despachos de Industria y Comercio SIC tanto para los productores de tabaco. así como a los trabajadores de las fábricas de tabaco.","WHO Region of the Americas"
"71","Hungary","Report not provided","The EU based subvention of the sector was phased out in 2014, a new national based aid scheme has been adopted according to Regulation No 53/2015( IX.14.) FM 
The main elements of the production restructuring program are :
- 500 hours of work for payment entitlement per calendar year in an approved activity
- realized revenue of 200 000 HUF per year for each approved activity","Based on EU subvention from year 2010. the Hungarian Government supports a program of restructuring. replacing tobacco leaf growing with the production of other agricultural products with the objective to maintain employment in the region of tobacco leaf growing. (29/2010. (III. 30.) FVM regulation on aid for fruit and vegetable tobacco growing areas subject to restructuring and development programmes) 
The production restructuring program throughout the grant period must prove :
-1000 hours of work for Virginia. Burley tobacco payment entitlement per calendar year.
-realized revenue of 300 000 HUF per year for each approved activity.","WHO European Region"
"72","Iceland","There is no tobacco cultivation in Iceland","There is no tobacco cultivation in Iceland","No tobacco growers in Iceland. No considerations about support for individual sellers.","WHO European Region"
"73","India","Report not provided","Ministry of Health & family Welfare has written to Ministry of Agriculture to examine the proposal  of Barn Buyout scheme suggested by the Ministry of Commerce. The scheme envisages to provide financial support to FCV tobacco growers to phase out from FCV tobacco cultivation in India.","Ministry of Health & Family Welfare organised a meeting of the Agriculture Secretaries of the major tobacco producing states. During the workshop Secretary (Health & family Welfare) urged these states to work out alternative schemes for tobacco growers.
As a follow–up Secretary (Health & Family Welfare) also wrote to the District Magistrate of the concerned  district to take up the issue of alternative livelihood. 
A “National Consultation on Tobacco Economics” was organized by the Ministry on 20-21 December. 2012. The consultation dwelt into the three issues of economics of tobacco. i.e.(i) Health Cost of Tobacco Use. (ii) Alternative livelihood to tobacco farmers and bidi rollers and (iii) tobacco taxation. It involved Ministry of Finance and other relevant Ministries like Commerce. Agriculture. Labor. Rural Development & Environment. the state Governments. United Nations (UN) agencies like ILO. FAO. UNDP. IFAD and World Bank etc. National Consultation provided a good opportunity to engage with the State Governments and bring them on board for the economics of tobacco w.r.t tobacco taxation and alternative livelihood to tobacco growers and tobacco workers. The consultation has also come up with a series of recommendation.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Ministry of Agriculture has started working on this matter.","Based on Article 18 of the executive bylaw of the national tobacco control law Iran Tobacco Company is obligated to comply with national standards in production and supply of tobacco products. Production and import of tobacco products in breach of standards set in the relevant laws and the present bylaw and related instructions is forbidden. Iran Tobacco Company should determine the surface area of tobacco plantation based on the need of domestic factories with a good programming coordinated with the Headquarters and should prevent any increase in the area of tobacco cultivation in excess of the need of domestic factories with the help of Law Enforcement Department (Police).
Ministry of Agriculture Jihad and Ministry of Industry and Mines are obligated to study and enforce the gradual replacement of tobacco farming with other agricultural products in the fanning pattern of areas where tobacco is produced and processed in case the need to tobacco in domestic factories diminishes.
According to the note of this article subsidizing the cultivation growth and harvest of tobacco is not allowed in any manner.
According to reports received from concerned authorities about 17 000 hectares (6000 Acre for cigarette tobacco and 11000 for Waterpipe tobacco) of agricultural land devoted to tobacco cultivation which supplied a small fraction of domestic demand. 
Currently the Ministry of Agriculture announced its readiness for alternationprovided that the tobacco company suspend its support to tobacco cgrowers in terms of financial and technicallly.","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","The anti-smoking law No. (19) of 2012 requires to provide support for economically viable alternative activities through Mayati: 
Organizing awareness programs for farmers to grow crops useful to society instead of tobacco cultivation. 
As well as indicate the executive instructions of the law to Mayati: 
1. Identifying tobacco-growing areas in Iraq. 
2. Not to give any support or facilities to the farmers for the cultivation of tobacco crop and non-crop purchase by the state. 
3. Encourage farmers and give them the facilities and assistance for the purpose of alternative crops for tobacco crop to be more useful.","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Italy is a Member State of the European Union and the public policies in the field of agriculture and associated businesses are decided at EU level directly implementing in each Member state the Regulations of the Common Agricultural Policy (CAP). Since crop year 2010 no subsidy is paid to tobacco growers both on a compulsory and on a voluntary basis. On the other side no specific measure exist to support the diversion of tobacco growers to alternative crop or activity but tobacco growers, like any other farmers have access to the Rural Development programmes measures. No support measure is foreseen for tobacco workers (meaning cultivation and first processing, tobacco manufacturing does not exist anymore in Italy since 2003). Individual Tobacco sellers does not exist in Italy","Specific Regional Rural Development Programs, co-financed by the European Union and National/Regional budget, aimed to convert tobacco production to other crops or activities are in force since 2007. Other similar EU programs were in force since 1999","Tobacco production decreased by 56% from 2005 to 2012 from 116.000 to 51.000 tons. 
Specific Regional Rural Development Programs co-financed by the European Union and National/Regional budget aimed to convert tobacco production to other crops or activities are in force since 2007. Other similar EU programs were in force since 1999.","WHO European Region"
"79","Jamaica","This is being considered for inclusion in the impending comprehensive tobacco control legislation.  The Guidelines for implementation continue to be instructive in capacity building activities.","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","توقفت زراعة التبغ في الاردن ، وقد تم الغاء صندوق دعم مزارعي التبغ لعام 2002","توقفت زراعة التبغ في الاردن ، وقد تم الغاء صندوق دعم مزارعي التبغ لعام 2002","The Support Fund for tobacco farmers was cancelled in 2002 and resulted in the stopping of growing tobacco for years.","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","нет новых данных","Currently in Talassky oblast instead of tobacco grows a string bean.","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Report not provided","Answer not provided","There have not been any activities on this specific issue. aside from reassuring farmers that the new tobacco control law (law 174) is not targeted against them. However we anticipate working on it in the coming period.","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Report not provided","Liberia does grow tobacco as economic or export crops.","Report not provided","WHO African Region"
"92","Libya","Report not provided","لا ينطبق الحال على ليبيا","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Malaysia has implemented Article 17 through Kenaf & Tobacco Board which the number of tobacco growers has reduce in the past 5 years.","WHO Western Pacific Region"
"97","Maldives","Report not provided","NONE","Not too relevant to the Maldives since the growth and manufacturing industry does not exist. However for people in the import distribution and retail business no such programmes are designed or implemented.","WHO South-East Asia Region"
"98","Mali","Report not provided","Actuellement des réflexions sont en cours. Le projet Opération Haute Vallée Du Niger ( OHVN)  qui avait une production industrielle de tabac a remplacé cette culture par des cultures économiquement viables depuis la présentation du dernier rapport","Dans la zone OHVN ; (Opération Haute Vallée du Niger) ; la culture du tabac a été arrêtée au profil du Maraichage : tomate ; salade ; choux ; pomme de terre et arbre fruitiers.","WHO African Region"
"99","Malta","Report not provided","Answer not provided","Answer not provided","WHO European Region"
