"","Party","2018","2016","2014","Region"
"139","Sao Tome and Principe","Report not provided","Report not provided","No","WHO African Region"
"140","Saudi Arabia","Report not provided","No","No","WHO Eastern Mediterranean Region"
"141","Senegal","Report not provided","No","No","WHO African Region"
"142","Serbia","Report not provided","No","No","WHO European Region"
"143","Seychelles","Report not provided","No","Yes","WHO African Region"
"144","Sierra Leone","Report not provided","No","No","WHO African Region"
"145","Singapore","Report not provided","Yes","Yes","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Yes","No","WHO European Region"
"147","Slovenia","Report not provided","No","Yes","WHO European Region"
"148","Solomon Islands","Report not provided","Report not provided","No","WHO Western Pacific Region"
"149","South Africa","Report not provided","No","No","WHO African Region"
"150","Spain","Report not provided","Yes","Answer not provided","WHO European Region"
"151","Sri Lanka","Report not provided","No","Report not provided","WHO South-East Asia Region"
"152","Sudan","Report not provided","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Report not provided","No","Yes","WHO Region of the Americas"
"154","Swaziland","Report not provided","No","Report not provided","WHO African Region"
"155","Sweden","Report not provided","Yes","Yes","WHO European Region"
"156","Syrian Arab Republic","Report not provided","No","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","No","WHO European Region"
"158","Thailand","Report not provided","No","No","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Report not provided","Yes","Yes","WHO European Region"
"160","Timor-Leste","Report not provided","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Report not provided","Yes","No","WHO African Region"
"162","Tonga","Report not provided","Yes","No","WHO Western Pacific Region"
"163","Trinidad and Tobago","Report not provided","Yes","No","WHO Region of the Americas"
"164","Tunisia","Report not provided","No","No","WHO Eastern Mediterranean Region"
"165","Turkey","Report not provided","Yes","Yes","WHO European Region"
"166","Turkmenistan","Report not provided","No","No","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","No","WHO Western Pacific Region"
"168","Uganda","Report not provided","Yes","Yes","WHO African Region"
"169","Ukraine","Report not provided","No","No","WHO European Region"
"170","United Arab Emirates","Report not provided","No","No","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Yes","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Report not provided","No","No","WHO African Region"
"173","Uruguay","Report not provided","No","No","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","No","Yes","WHO European Region"
"175","Vanuatu","Report not provided","No","No","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Yes","WHO Region of the Americas"
"177","Viet Nam","Report not provided","No","No","WHO Western Pacific Region"
"178","Yemen","Report not provided","No","No","WHO Eastern Mediterranean Region"
"179","Zambia","Report not provided","No","Report not provided","WHO African Region"
"180","Zimbabwe","Report not provided","Yes","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
