"","Party","2018","2016","2014","Region"
"47","Djibouti","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","Answer not provided","En los meses anteriores a la COP5 (año 2012). se coordinó entre los Ministerios de Salud Pública. de Industrias y Comercio. de Agricultura y Ganadería. y de Relaciones Exteriores. Comercio e Integración (hoy de Relaciones Exteriores y Movilidad Humana). el tratamiento del Art. 17 del CMCT y del contenido del Informe del grupo de trabajo sobre Alternativas económicamente viables al cultivo de tabaco. hubo el interés de las partes por analizar una propuesta nacional. pero se acordó esperar a tener Directrices u orientaciones consensuadas de parte de la COP del CMCT.","WHO Region of the Americas"
"50","Egypt","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","NO EXSTE CULTIVO","Report not provided","WHO African Region"
"53","Estonia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","This is a grey area that we still need to work on.","WHO Western Pacific Region"
"57","Finland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Report not provided","Le Gabon nest pas cultivateur de tabac.","Answer not provided","WHO African Region"
"60","Gambia","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"62","Germany","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"65","Grenada","Report not provided","N/A","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Report not provided","Se requiere apoyo financiero y técnico a la Secretaría de Agricultura y Ganader.","El IHADFA está a la expectativa de los avances de las actividades alternativas para los productores de tabaco y de los trabajadores de las fábricas de tabaco. sin embargo hasta el momento no se han presentado casos al respecto.","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"72","Iceland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","Please note that provision of support for economically viable alternative activities (C331) was answered to as ""Yes"", even though   B71 previously indicates that there is no tobacco-growing. This has been kept as such because a phrase has been mentioned in the tobacco control act to encourage farmers not to cultivate tobacco crop.","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Report not provided","Since year 2010, no public (EU or National) coupled subsidy of any kind to the leaf tobacco production exists, by year 2015 the new EU Common Agricultural Policy will entry into force, which does not foresee any possibility for EU or Italy to support tobacco growing: neither linked to the farm area, nor to the quantity produced nor to the quality or other aspects","Since year 2010 no public (EU or National) coupled subsidy of any kind to the leaf tobacco production exists by year 2015 the new EU Common Agricultural Policy will entry into force which does not foresee any possibility for EU or Italy to support tobacco growing: neither linked to the farm area nor to the quantity produced nor to the quality or other aspects.","WHO European Region"
"79","Jamaica","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Report not provided","This article does not apply to Kiribati because there is no tobacco industry
here.","This article does not apply to Kiribati because there is no tobacco industry here.","WHO Western Pacific Region"
"85","Kuwait","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Report not provided","Answer not provided","Does not apply to the case on Libya no tobacco growing in the country.","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","Report not provided","NONE","Answer not provided","WHO South-East Asia Region"
"98","Mali","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"99","Malta","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Report not provided","-","Answer not provided","WHO African Region"
"102","Mauritius","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided",NA,"Answer not provided","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"107","Myanmar","Report not provided","In 2013, the Union Government office directed the Ministry of Agriculture to conduct the researches on tobacco growing with compared to other alternative crops and to encourage the farmers to grow the alternative crops instead of 
tobacco.","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Legal provision and educational and awareness programs cover this issue but in practice it is progressing.","WHO South-East Asia Region"
"111","Netherlands","Report not provided","No Tobacco growing in the Netherlands","Answer not provided","WHO European Region"
"112","New Zealand","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"118","Oman","Report not provided","لا توجد","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","Tobacco is locally grown by individuals and there are 1 or 2 who sell it on  a small scale. We expect that as the taxes increase, this activity may also increase.","Answer not provided","WHO Western Pacific Region"
"121","Panama","Report not provided","No aplica para Panamá utilizar las opciones y recomendaciones de política sobre las alternativas económicamente viables al cultivo de tabaco (art. 17 y 18) al elaborar y aplicar políticas en esta área. 

Aunque puede indicarse que una pequeña plantación de tabaco existente en un área del país fue reconvertida hacia palmeras.","Answer not provided","WHO Region of the Americas"
"122","Papua New Guinea","Report not provided","Not in place but are working on it","Answer not provided","WHO Western Pacific Region"
"123","Paraguay","Report not provided","El Ministerio de Agricultura y Ganadería no promociona el cultivo de tabaco, pero si otros rubros como las hortalizas, sésamo, chia entre otros, la apicultura, acuicultura y ganado menor; que pueden ser alternativas viables para los cultivadores de tabaco.","Answer not provided","WHO Region of the Americas"
"124","Peru","Report not provided","Answer not provided","El Ministerio de Agricultura a través de la Dirección General de Competitividad Agraria (DGCA). programa y ejecuta acciones bajo el enfoque de cadenas productivas. en la cual no se ha priorizado tabaco. sin embargo las acciones del desarrollo de las cadena de café y cacao indirectamente han contribuido al desplazamiento de superficies del cultivo de tabaco. principalmente en las regiones de San Martín y Cajamarca.","WHO Region of the Americas"
"125","Philippines","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"130","Republic of Moldova","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Report not provided","No tobacco growing or manufactoring in San Marino.","No tobacco growers or workers are present in San Marino","WHO European Region"
"139","Sao Tome and Principe","Report not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Report not provided","يحظر زراعة التبغ في المملكه","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"142","Serbia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"143","Seychelles","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"144","Sierra Leone","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"145","Singapore","Report not provided","NA.","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"147","Slovenia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"148","Solomon Islands","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"150","Spain","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"151","Sri Lanka","Report not provided","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","Report not provided","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"154","Swaziland","Report not provided","Answer not provided","Report not provided","WHO African Region"
"155","Sweden","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"156","Syrian Arab Republic","Report not provided","Answer not provided","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"158","Thailand","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"160","Timor-Leste","Report not provided","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"162","Tonga","Report not provided","Its already incorporated in the new NCD Strategy the need to conduct a survey on the extent of local tobacco growing and use, to inform decision on how to control and regulate locally grown tobacco supply and demand.","Answer not provided","WHO Western Pacific Region"
"163","Trinidad and Tobago","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"164","Tunisia","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"165","Turkey","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"166","Turkmenistan","Report not provided","Answer not provided","Not applicable since there is no tobacco production in Turkmenistan.","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"169","Ukraine","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"170","United Arab Emirates","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Answer not provided","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"173","Uruguay","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"175","Vanuatu","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"177","Viet Nam","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"178","Yemen","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"179","Zambia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","Report not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
