"","Party","2018","2016","2014","Region"
"37","Congo","Report not provided","Answer not provided","Nous sommes en train de mettre en œuvre le projet sur l’implémentation de l’article 5.3 de la convention cadre de l’OMS pour la lutte antitabac dans les pays africains avec l’appui technique et financier de l’Union Internationale contre la tuberculose et les maladies respiratoires.","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Artículo 14
Se confecciona en 2014 la Herramienta para promover la implementación del artículo 14 del CMCT sobre abandono del consumo de tabaco para ello se reúne  un grupo de expertos conducidos por la Dirección de Garantía de Acceso a los Servicios de Salud del Ministerio de Salud y se elabora el documento Análisis de Situación de País una herramienta para analizar el abandono del consumo de tabaco a nivel de país versión 1 que se envía al  Dr. Martin Raw el cual hace un análisis inicial de los datos aportados emitiendo un informe  con algunas aclaraciones, recomendaciones y sugerencias que fueron  revisados noviembre del 2014 por los involucrados.
En este momento aún se está en la construcción de la Estrategia Nacional para el Control de Tabaco.","Artículo 14
Se confecciona en 2014 la Herramienta para promover la implementación del artículo 14 del CMCT sobre abandono del consumo de tabaco para ello se reúne  un grupo de expertos conducidos por la Dirección de Garantía de Acceso a los Servicios de Salud del Ministerio de Salud y se elabora el documento Análisis de Situación de País una herramienta para analizar el abandono del consumo de tabaco a nivel de país versión 1 que se envía al  Dr. Martin Raw el cual hace un análisis inicial de los datos aportados emitiendo un informe  con algunas aclaraciones, recomendaciones y sugerencias que fueron  revisados noviembre del 2014 por los involucrados.
En este momento se está  en la construcción de la Estrategia Nacional para el Control de Tabaco.","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","L’avant-projet de loi prend en compte les prescriptions de l’article 5.3 et Prévoit la création d’un organe de contrôle (Comité National d’Ethique de Protection des Politiques de Santé Publique en matière de lutte antitabac) 
 A travers des ateliers de sensibilisation et de formation des conseillers juridiques des Ministères techniques concernés des journalistes et des leaders communautaires avec la participation des experts de l’Union Internationale contre la Tuberculose et les maladies Respiratoires.","WHO African Region"
"41","Croatia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","Encuesta de percepción sobre los colores utilizados en las cajetillas de cigarrillos (extensión de la marca). como un mecanismo de la industria para publicidad engañosa. La Encuesta se aplicó en 1143 personas comprendidas entre las edades de 12 y más años de edad. el 41.6% sexo masculino y 58.4% sexo femenino. El 68% de los encuestados creen que no hay diferencia. que todos los cigarrillos son nocivos para la salud. sin embargo un 32% (con variaciones por grupo de edad. sexo y condición de fumador o no fumador) creen que unas presentaciones (especialmente las denominadas light o parecidas) son menos nocivas para la salud. MSP. 2013","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","EL PLAN ESTRATEGICO NO ESTA VALIDADO","EL PLAN ESTRATEGICO NO ESTA VALIDADO","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Answer not provided","Aucune","Pour le point 3.1.2.1 Le Gabon dispose d’un code de conduite destiné aux agents de la fonction publique. En plus le chapitre 7 de la Loi interdit l’ingérence de l’industrie du tabac dans les politiques nationales de lutte antitabac dans son article 32 ; il interdit également tout partenariat direct ou indirect avec l’industrie du tabac et toute subvention publique ou mesure incitative en faveur de la culture de la production ou de la transformation du tabac ou des produits du tabac. L’article 33 stipule que tout rapport avec l’industrie du tabac doit être transparent. L’article 34 interdit tout partenariat et accord avec l’industrie du tabac et avec ceux qui s’attachent à promouvoir ses intérêts. Une fois promulguée la Loi constituera une base juridique solide pour l’application de l’article 5 3 de la CCLAT et des directives le concernant. ; Pour le point 3.1.2.2 la loi prévoit au chapitre 11 article 46 ainsi qu’au chapitre 6 article 31 de renforcer laction dinformation déducation et de communication sur les effets nocifs liés à la consommation du tabac et sur les avantages du sevrage tabagique grâce à la Commission Nationale de Lutte contre le tabagisme.
Le rapport des la mission de la CCLAT a relevé que Le Gabon a mené diverses activités d’éducation de communication et de sensibilisation aux méfaits de la consommation de tabac et de l’exposition à la fumée du tabac auprès du grand public et de groupes ciblés tels que les jeunes les professionnels des médias les éducateurs et les décideurs.","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"62","Germany","The limits for travellers are 
a) 200 cigarettes or 
b) 100 cigarillos or 
c) 50 cigars or 
d) 250 g of smoking tobacco 
or a combination of these products within the limits.","The limits for travellers are 
a) 200 cigarettes or 
b) 100 cigarillos or 
c) 50 cigars or 
d) 250 g of smoking tobacco 
or a combination of these products within the limits.","Answer not provided","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"65","Grenada",NA,"Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Pas dinformation","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","El IHADFA manifiesta su firme compromiso ineludible de vigilar y dar fiel cumplimiento a las disposiciones jurídicas del Artículo 5.3 del CMCT de la OMS contemplado de igual manera en la Ley Especial para el Control del Tabaco y su Reglamentación.","El IHADFA manifiesta su firme compromiso ineludible de vigilar y dar fiel cumplimiento a las disposiciones jurídicas del Artículo 5.3 del CMCT de la OMS contemplado de igual manera en la Ley Especial para el Control del Tabaco y su Reglamentación.","En todos los centros educativos a nivel nacional. no se ha permitido la injerencia de la industria tabacalera para el patrocinio de actividades. culturales. deportivas. lúdicas y/o académicas. tampoco potenciar alguna marca de tabaco al interior de dichas instalaciones educativas","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","A high level National Steering Committee and separate committees at the State and District Level have been formed to look into cases of violation of ban on direct and indirect advertisements of tobacco products.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","In the last two Years Ministry of Economic development and parliament adopted e register for lobbies.","Answer not provided","Answer not provided","WHO European Region"
"79","Jamaica","In our efforts to undertake the development of comprehensive tobacco control legislation, regard is had to the Guidelines for the implementation of Article 5.3 to ensure that  matters related to this article are adequately addressed.","In our efforts to undertake the development of comprehensive tobacco control legislation, regard is had to the Guidelines for the implementation of Article 5.3 to ensure that  matters related to this article are adequately addressed.","Answer not provided","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","An increase in funding provision will result in a more thorough and comprehension coverage of tobacco control program and implementation of the FCTC.","An increase in funding provision will result in a more thorough and comprehension coverage of tobacco control program and implementation of the FCTC.","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Answer not provided","Answer not provided","There was a tobacco industry representative in the State Committee on Restriction of Smoking till 2010. After amendments in tobacco control law tobacco industry is not allowed to participate in the process of tobacco control policy development through the State Committee. In spite of this tobacco industry still participates through tobacco industry` s financially supported social partners- nonprofit organizations and NGOs because national sponsoring is not prohibited. There is also special working group established with tobacco industry sponsored organizations` representatives under the committee of the Parliament which works with proposed amendments in tobacco control law.","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Answer not provided","Answer not provided","En cours.","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","Industry interference continues to be a challenge to the implementation of tobacco control programs","Industry interference continues to be a challenge to the implementation of tobacco control programs","Answer not provided","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"99","Malta","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","-","-","Answer not provided","WHO African Region"
"102","Mauritius",NA,"Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Partially using the Guidelines for this article.","Partially using the Guidelines for this article.","Answer not provided","WHO Western Pacific Region"
"105","Mongolia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Govt. of Nepal is currently planning to develop National multi-sectoral Tobacco Control Strategic Plan with the involvement of different stakeholders ( line ministries responsible for regulating different functions) and get ownership for it effective implementation.","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","En matière de protection des politiques publiques contre les intérêts commerciaux, cest le Code Pénal qui réprime les manquements commis par les fonctionnaires de lEtat.","Report not provided","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Provided political approval, we plan to focus on implementation of Article 5.3 in the new national tobacco strategy, which will be launched in autumn 2018.","Answer not provided","In the national tobacco strategy 2013-2016 the following measure is set up: “Review the guidelines to FCTC Art. 5.3 and assess the need for national implementing guidelines.” The work is currently at its starting point.","WHO European Region"
"118","Oman","لا توجد معلومات اضافية","لا توجد معلومات اضافية","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","The Pakistan Tobacco Board, operating under the Ministry of Commerce, includes in its Board of Directors, representatives of tobacco manufacturers and growers. This body, at an arm length from the Government’s decision making, and in the absence of a clear government policy to separate the functions of overseeing this body and setting and implementing of tobacco control policies (as recommended in the guidelines for Article 5.3 of the Convention), may interfere with policy making and represent the interests of the tobacco sector.","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"121","Panama","El MINSA gestionó ante el Ministerio de Relaciones Exteriores de Panamá  (MIRE) solicitud para que la Declaración de No Conflicto de Intereses adoptada en la Resolución 2175 de 22 de septiembre de 2016 fuera parte de las Cartas Credenciales que el Estado emite a los servidores públicos que representan al país en los distintos foros internacionales de Naciones Unidas. Por su parte el MIRE responde al MINSA mediante nota No. DGOCI/DG/MIRE/2018/07366 de 22 de febrero de 2018, señalando que no tiene objeción para la aplicación de esta medida. http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm

Ver presentación en http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm","Ver presentación en http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm","Se adjunta presentación power point relacionada con la implementación del artículo 5.3 en Panamá","WHO Region of the Americas"
"122","Papua New Guinea","Answer not provided","Answer not provided","The review of the current law has a provision on Article 5.3.","WHO Western Pacific Region"
"123","Paraguay","Ninguna","Ninguna","Answer not provided","WHO Region of the Americas"
"124","Peru","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"130","Republic of Moldova","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Евразийская экономическая комиссия, не будучи стороной РКБТ, не имеет юридических препятствий для осуществления взаимодействия с табачной промышленностью, следствием чего стал Меморандум о взаимопонимании между Евразийской экономической комиссией и Международным центром по налогам и инвестициям (International Tax and Investment Center, ITIC). Эта организация, основанная в 1993 году, заявлена как независимый некоммерческий научно-образовательный фонд, который изучает и пропагандирует лучшие практики в сфере налогообложения и инвестиционной политики. Тем не менее, в число спонсоров ITIC входят все ведущие транснациональные табачные компании, и членами ее совета директоров являются представители Philip Morris International, British American Tobacco, Imperial Tobacco и JT Group (ранее называвшейся Japan Tobacco).","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Answer not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Answer not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"142","Serbia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"143","Seychelles","Tobacco Control Act 2009 requests for regular reporting by tobacco manufacturers and importers to report on sale and other issue (however no regulations for this articles is yet implemented)","Tobacco Control Act 2009 requests for regular reporting by tobacco manufacturers and importers to report on sale and other issue (however no regulations for this articles is yet implemented","Tobacco Control Act 2009 requests for regular reporting by tobacco manufacturers and importers to report on sale and other issue (however no regulations for this articles is yet implemented","WHO African Region"
"144","Sierra Leone","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"145","Singapore","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"147","Slovenia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"148","Solomon Islands","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"150","Spain","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"151","Sri Lanka","Please refer the website for more details
http://www.tobaccounmasked.lk/index.php?title=Main_Page","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","Answer not provided","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"154","Swaziland","Report not provided","Answer not provided","Report not provided","WHO African Region"
"155","Sweden","Sweden has not adopted any program or any legal measures explicitly aimed at protecting public Health policies from Commercial and other vested interests of the Tobacco industry. There are however general rules of public law, objectivity and impartiality. Provision relating to disqualification of officials due to personal interest serve a related purpose.
The NGO, The Swedish Think Tank Tobaksfakta, has in 2014 published a guide about protecting public health policy against tobacco industry: Skydda folkhälsopolitiken mot tobaksindustrin – en vägledning. http://tobaksfakta.se/bokbestallning2/","Sweden has not adopted any program or any legal measures explicity aimed at protecting public Health policies from Commercial and other vested interests of the Tobacco industry. There are however general rules of public law, objectivity and impartiality. Provision relating to disqualification of officials due to personal interest serve a realted purpose.
The NGO, The Swedish Think Tank Tobaksfakta, has in 2014 published a guide about protecting public health policy against tobacco industry: Skydda folkhälsopolitiken mot tobaksindustrin – en vägledning. http://tobaksfakta.se/bokbestallning2/","Answer not provided","WHO European Region"
"156","Syrian Arab Republic","Answer not provided","Answer not provided","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"158","Thailand","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"160","Timor-Leste","Answer not provided","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Linterdiction totale par la loi antitabac du Togo doctroi davantages aux firmes du tabac (article 16), la reconnaissance du droit daction en justice aux organisations de lutte contre le tabagisme (article 20), la création du Comité National de Lutte Contre le Tabac.
L’arrêté n° 107/2014/MS/CAB/SG du 1er septembre 2014 fixant les modalités d’application de l’article 28 de la Loi N°2010-017 du 31-12-2010 relative à la production à la commercialisation, à la consommation des cigarettes et autres produits du tabac. (Art 5.3 de la CCLAT)","Linterdiction totale par la loi antitabac du Togo doctroi davantages aux firmes du tabac (article 16), la reconnaissance du droit daction en justice aux organisations de lutte contre le tabagisme (article 20), la création du Comité National de Lutte Contre le Tabac.
L’arrêté n° 107/2014/MS/CAB/SG du 1er septembre 2014 fixant les modalités d’application de l’article 28 de la Loi N°2010-017 du 31-12-2010 relative à la production à la commercialisation, à la consommation des cigarettes et autres produits du tabac. (Art 5.3 de la CCLAT)","La loi antitabac du 31 décembre 2010 et ses décrets d’applications sont conforme à lesprit de la CCLAT et ses directives","WHO African Region"
"162","Tonga","Report not provided","Its now incorporated into the new national NCD Control Strategy 2015-20, with planning for a joint advocacy initiative to raise public awareness including the Parliamentarians and decision makers on this issue and the requirements of the FCTC. There is also planning to integrate into the Public Service Commissions Code of conduct for all civil servants.","Answer not provided","WHO Western Pacific Region"
"163","Trinidad and Tobago","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"164","Tunisia","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"165","Turkey","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"166","Turkmenistan","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"169","Ukraine","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"170","United Arab Emirates","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Answer not provided","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"173","Uruguay","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"175","Vanuatu","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"177","Viet Nam","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"178","Yemen","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"179","Zambia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","Zimbabwe is still in the process of implementing the WHO FCTC. There has been very little done in this area.

Zimbabwe is still in the process of implementing the WHO FCTC. We are yet to review the Statutory Instrument  264 of 2002 to be in line with FCTC requirements","Zimbabwe is still in the process of implementing the WHO FCTC. So therefore there has been very little done since we are still waiting for the Technical Working Group to be in place soon.

Zimbabwe is still in the process of implementing the WHO FCTC. We are yet to review the Statutory Instrument  264 of 2002 to be in line with FCTC requirements","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
