"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","In December 2017, The national Antismoking Committee approved the National Tobacco Plan for the years 2018-2030. The plan was formulated based on the GCC Tobacco control plan taking into consideration the Sustainable Development Goals.","Answer not provided","The issuance of Royal Decree-Law No. (8) for the year 2009 on the control of smoking and tobacco which gave a strong impetus to efforts to combat smoking in the Kingdom also contributed to the formation of the National Committee to combat smoking and tobacco headed by the Minister of Health which includes representatives on the various governmental sectors. Since then several decrees were issued to implement the antismoking law including banning smokeless tobacco in Bahrain role and regulations of tobacco products sales regulations of tobacco products serving places (shisha) banning of tobacco products promotion and advertisements implementing pictorial warnings starting August 2012 and banning E-cigarette.","WHO Eastern Mediterranean Region"
"12","Bangladesh","MOHFW has amended the tobacco control law with the compliance and priorities of FCTC. Smokeless tobacco and pictorial health warning has been included in the law. A draft National strategic plan of action for tobacco control 2014-19 has been developed, which is yet to approve by the ministry. National Tobacco Control Cell (NTCC), MOHFW has conducted a number of workshops at administrative divisions and districts. Conducting capacity building training for the district taskforce committee members, conducted workshop for Executive Magistrates and other Authorized Officers on law enforcement. A model district and a model upazilla (sub-district) for Tobacco Advertising, Promotion and Sponsorship (TAPS) ban has been piloted. Tobacco-Free Hospital has been piloted in 4 Hospitals (at district and upazilla level).","MOHFW has amended the tobacco control law with the compliance and priorities of FCTC. Smokeless tobacco and pictorial health warning has been included in the law. A draft National strategic plan of action for tobacco control 2014-19 has been developed, which is yet to approve by the ministry. National Tobacco Control Cell (NTCC), MOHFW has conducted a number of workshops at administrative divisions and districts. Conducting capacity building training for the district taskforce committee members, conducted workshop for Executive Magistrates and other Authorized Officers on law enforcement. A model district and a model upazilla (sub-district) for Tobacco Advertising, Promotion and Sponsorship (TAPS) ban has been piloted. Tobacco-Free Hospital has been piloted in 4 Hospitals (at district and upazilla level).","MOHFW has amended the tobacco control law with the compliance and priorities of FCTC. Smokeless tobacco and pictorial health warning has been included in the law. A draft National strategic plan of action for tobacco control 2014-19 has been developed which is yet to approve by the ministry. National Tobacco Control Cell(NTCC) MOH&FW has conducted a number of workshops at administrative divisions and districts. Conducting capacity building training for the district taskforce committee members conducted workshop for Executive Magistrates on law enforcement. A model district and a model upazilla (subdistrict) for Tobacco Advertising Promotion and Sponsorship (TAPS) ban has been piloted.","WHO South-East Asia Region"
"13","Barbados","There is a section in the National NCD Strategic Plan 2015-2019 that speaks to tobacco prevention and control in Barbados. It identifies critical areas such as as advertising, sponsorship and packaging and labeling of tobacco products as well as periodic adult and youth surveys.","There is a section in the National NCD Strategic Plan 2015-2019 that gives a framework for tobacco prevention and control in Barbados and identifies critical areas as advertising, sponsorship and packaging and labeling of tobacco products.

Commitment given to conduct 4-5 yearly risk factor surveys","The Government of Barbados continue to provide support for tobacco control through the Senior Medical Officer of Health with responsibility for NCDs and the Health Promotion Unit. During the last two years steps were taken to prepare legislation adopting the Regional Standard on Packaging & Labelling of Tobacco Products as the National Standard. Efforts are on-going in collaboration with the Office of The Attorney General to enact legislation to give effect to the Standard. In addition an amendment to the Health Services Act is being prepared to provide for the e-cigarette to be regulated under this Act as is the case with other tobacco products.","WHO Region of the Americas"
"14","Belarus","В соответствие с  приказом Министерства Здравоохранения Республики Беларусь от 01.07.2011 № 710 «Об утверждении Инструкции о порядке осуществления действенного контроля за соблюдением запрета курения в организациях здравоохранения и на прилегающих территориях и Примерного положения о комиссии по контролю за запретом курения в организации здравоохранения»; и Постановления Министерства здравоохранения Республики Беларусь от 03.11.2011г. ""О внесении дополнений и изменений в некоторые санитарные нормы, правила и гигиенические нормативы"", касающиеся запрещения курения в учреждениях (организациях) здравоохранения, образования, спорта, на объектах торговли и бытового обслуживания населения, на объектах общественного питания, вокзалах, станциях метрополитена, в вагонах поездов, на речных судах (за исключением мест, специально предназначенных для курения) осуществляется контроль за недопущением курения в организациях здравоохранения и мониторинг должностными лицами органов и учреждений, осуществляющих государственный санитарный надзор, по осуществлению контроля за соблюдением запрета курения.  По инициативе Министерства здравоохранения Республики Беларусь внесены изменения и дополнения в Декрет №28, запрещающие открытую выкладку табачных изделий в торговых объектах, а также имитацию внешнего вида и (или) использование наименований видов табачных изделий в наименованиях товаров, не являющихся табачными изделиями; оптовая, розничная торговля такими товарами», что частично повлияло и на оборот «электронных сигарет».  Новые требования определены Технический регламент Таможенного союза «Технический регламент на табачную продукцию»(ТРТС 035/2014), который вступил в силу в мае 2016 года). 
На лицевой и оборотной сторонах будут размещены предупреждения о вреде курения, в виде изображения и текста, площадью 50% каждой из больших сторон пачки. (Сейчас в Республике Беларусь предупреждения на пачке или боксе табачных изделий занимают 30 % и не содержат изображение). 
Вводится обязательное нанесение на упаковку информации о содержании в табачном изделии канцерогенных и мутагенных веществ. 
Не допускается нанесение на упаковку количественных показателей содержания смолы, никотина и монооксида углерода в дыме.
Продолжается создание территорий, свободных от курения – парки, организации, изменены требования к упаковке табачных изделий, запрещена реклама табачных изделий, увеличилось количество информации о вреде потребления табачных изделий в СМИ, в учреждениях общепита вводится зонирование – залы для курящих и некурящих.","Выполнены Концепция реализации государственной политики противодействия потреблению табака на 2011-2015 годы и Комплексный план мероприятий по борьбе против табакокурения на 2011-2015 годы, утвержденные приказом Министерства от 15.04.2011г. № 385 .  в соответствие с  приказом Министерства Здравоохранения Республики Беларусь от 01.07.2011 № 710 «Об утверждении Инструкции о порядке осуществления действенного контроля за соблюдением запрета курения в организациях здравоохранения и на прилегающих территориях и Примерного положения о комиссии по контролю за запретом курения в организации здравоохранения»; и Постановление Министерства здравоохранения Республики Беларусь от 03.11.2011г. ""О внесении дополнений и изменений в некоторые санитарные нормы, правила и гигиенические нормативы"", касающиеся запрещения курения в учреждениях (организациях) здравоохранения, образования, спорта, на объектах торговли и бытового обслуживания населения, на объектах общественного питания, вокзалах, станциях метрополитена, в вагонах поездов, на речных судах (за исключением мест, специально предназначенных для курения) осуществляется контроль за недопущением курения в организациях здравоохранения и мониторинг должностными лицами органов и учреждений, осуществляющих государственный санитарный надзор, по осуществлению контроля за соблюдением запрета курения. Внесены изменения в По инициативе Министерства здравоохранения Республики Беларусь внесены изменения и дополнения в Декрет №28, запрещающие открытую выкладку табачных изделий в торговых объектах, а также имитацию внешнего вида и (или) использование наименований видов табачных изделий в наименованиях товаров, не являющихся табачными изделиями; оптовая, розничная торговля такими товарами», что частично повлияло и на оборот «электронных сигарет».  Новые требования определены техническим регламентом на табачную продукцию (Технический регламент Таможенного союза «Технический регламент на табачную продукцию», который вступит в силу в мае 2016 года). 
На лицевой и оборотной сторонах будут размещены предупреждения о вреде курения, в виде изображения и текста, площадью 50% каждой из больших сторон пачки. (Сейчас в Республике Беларусь предупреждения на пачке или боксе табачных изделий занимают 30 % и не содержат изображение). 
Вводится обязательное нанесение на упаковку информации о содержании в табачном изделии канцерогенных и мутагенных веществ. 
Не допускается нанесение на упаковку количественных показателей содержания смолы, никотина и монооксида углерода в дыме.
Продолжается создание территорий, свободных от курения – парки, организации, изменены требования к упаковке табачных изделий, запрещена реклама табачных изделий, увеличилось количество информации о вреде потребления табачных изделий в СМИ, в учреждениях общепита вводится зонирование – залы для курящих и некурящих.","Order of the Ministry of 15.04.2011 . Number 385 approved the Concept of implementation of the state policy on combating tobacco consumption in 2011-2015 and comprehensive action plan to combat tobacco use in 2011-2015 . Issued : the order of Ministry of Health of the Republic of Belarus of 01.07.2011 ? 710 '' On Approval of the exercise of effective control over compliance with the ban on smoking in health institutions and in the surrounding areas and the Model Regulations on the Commission to monitor the smoking ban in the organization of health ''; Decree of the Ministry of Health of the Republic of Belarus of 03.11.2011. ''On amendments and additions to some sanitary norms rules and hygienic standards '' regarding the prohibition of smoking in establishments (organizations ) health education sports at trade and consumer services facilities catering railway stations subway stations in trains on riverboats ( except in places specially designated smoking area) . This measure extends the powers of the officials of bodies and institutions exercising state sanitary inspection to monitor compliance with the ban of smoking and will help reduce the spread of smoking in our country and to fully implement the requirements of Presidential Decree of November 17 2002 ? 28. in order to improve the effectiveness of tobacco control activities the Ministry of Health of the Republic of Belarus has asked the Council of Ministers of the Republic of Belarus with the initiative of adopting a single legal act regulating social relations in the field of protection of the Republic of Belarus from the consequences of tobacco consumption and exposure to tobacco smoke . This initiative was approved and is currently preparing a number of the registration period to make the development of this normative legal act in activities for 2013. Still developing areas smoke-free - parks organizations changed the requirements for the packaging of tobacco products is prohibited tobacco advertising increased the amount of information about the dangers of tobacco use in the media catering establishments introduced zoning - rooms for smokers and non-smokers . Being developed ''Technical regulations for tobacco products''.","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Drafted a National Tobacco Bill for the creation of a National Tobacco Council.","Answer not provided","WHO Region of the Americas"
"17","Benin","un comité multisectoriel de lutte antitabac est crée en mars 2016, mais il nest pas fonctionnel à ce jour car les documents de création soumis nont pas été signés à ce jour, pas de budget de fonctionnement
le plan stratégique de lutte antitabac est validé depuis avril 2016 , la mise en oeuvre du plan nest pas effective, il y a des activités du plan qui sont budgétisés dans le plan daction 2018 de lOMS pays","un comité multisectoriel de lutte antitabac vient dêtre créer en mars 2016
le plan stratégique de lutte antitabac est au stade de validation finale ( atelier de validation finale prévue pour le 20 avril 2016)","Un plan intégré de lutte contre les Maladies Non Transmissibles 2014-2018 a été élaboré avec volet lutte antitabac prenant en compte des obligations législatives conformément aux dispositions de la CCLAT et non volontaires. Voir annexe 1.","WHO African Region"
"18","Bhutan","There has been substantial progress made in the area of tobacco control since the Tobacco Control Act 2010 and Tobacco Control Rule and regulations came into effect. Periodic checking of the sale of tobacco products. Sensitization of tobacco laws and ill effects in collaboration with stakeholders. Tobacco Control Rules and Regulation amended on 15th January 2016 in line with the Amendment of Tobacco Control Act in 2014.The institutionalization of Tobacco inspection program in border towns and major districts. The Establishment of a toll-free number at Health Help Centre under ministry of Health as part of Tobacco Cessation Program. Introduced Nicotine Replacement Therapy during the World No Tobacco Day.","There has been substantia progress made in the area of tobacco control since the Tobacco Control Act 2010 and Tobacco Control Rule and regulations came into effect. There is periodical enforcement in terms of shop to shop checking illegal sale of tobacco products along with the awareness on legal consequences of tobacco illicit trade with help of relevant sectors. Tobacco Control Board meeting is also convene apprise on the status of tobacco control. Ministry of Health has made larger investments in comprehensive tobacco control programs have seen larger declines in smoking particularly adult cohort, although the prevalence of smoking among youth has slightly increased. Therefore, a comprehensive prevention program is anchored by an aggressive youth-oriented health communications campaign reduced the prevalence of smoking among middle and high school. Integration of tobacco cessation during school health coordinators training jointly conducted every year by Comprehensive School Health program under Health and education started since 2014.","Article 5.1- the parliament has enacted the Tobacco Control Act of Bhutan 2010 in June 2010.
The Tobacco Control Board has been constituted by the Government to take all the measures for tobacco control.
The Bhutan Narcotics Control Agency has been directed to be the tobacco Control office which serves as the Secretariat to the Tobacco Control Board in order to implement the provisions of the Act.
The Tobacco Demand and Supply reduction Committee has been formed to undertake all its controlling measures.
The Tobacco Control Rules and Regulation has been enacted by the Tobacco Control Board to implement its provisions and circulated to the implementing agencies and relevant authorities","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","El Estado Plurinacional de Bolivia tanto desde el Ministerio de Salud como desde la Asamblea Legislativa han impulsado nuevos proyectos de Ley para mejorar la Ley 3029. Lastimosamente a la fecha no se cuenta con la aprobación de la misma.","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","MoCA organize periodical meetings with national co-ordination group for tobacco control issues and FCTC implementation procedures composed from health professionals as entity focal points for tobacco control and some NGO''s. Entity focal points for tobacco control (both for Federation of B&H and Republika Srpska are nominated formally by entity MoH.Entity MoH organize periodical meetings with entity focal points for tobacco control related to questionnaires on FCTC matters performance of current tobacco related surveys (GYTSM ESPAD Study of the Health Status of population WNTD agenda and media briefings as well participation in WHO annual meetings of national tobacco control focal points","WHO European Region"
"21","Botswana","The repeal of current tobacco legislation is at advance stage and National Tobacco Control Technical Working Group has been established.  However the manpower is a challenge. Focal Point has not capacitated well in order to cope with growing or emerging challenges of tobacco use.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Some initiatives taken to strengthen the management and governance of the National Tobacco Control Policy included:
- Strengthening and maintaing transparency and dialogue between CONICQ and civil society organizations and tobacco industry representatives, through specific opened meetings;
- Establishment of monthly meetings between tobacco control partners (involving government and civil society representatives) to better articulate actions and policies;
- Maintaining the production of weekly virtual journal to CONICQ members with the main legislative and political situation, new researches, tobacco control measures and media releases; 
- Establishment of a virtual group to exchange information on the status of the Protocol to Eliminate Illicit Trade in Tobacco Products;
- Maintaing updated information about the FCTC implementation in Brazil through a website (the Observatory of National Tobacco Control Policy);
- Establishment of monthly meetings between tobacco control partners (involving government and civil society representatives) to better articulate actions and policies;
- Referrals for the creation of an advisory council of experts to scientifically subsidize CONICQ.","Some initiatives taken to strengthen the management and governance of the National Tobacco Control Policy included:
- Strengthening transparency and dialogue between CONICQ and civil society organizations and tobacco industry representatives, through specific opened meetings;
- Production of weekly virtual journal to CONICQ members with the main legislative and political situation, new researches, tobacco control measures and media releases; 
- Maintain updated information about the FCTC implementation in Brazil through a website (the Observatory of National Tobacco Control Policy).","In 2012 the Attorney General''s Office and the National Health Surveillance Agency became members of CONICQ.","WHO Region of the Americas"
"23","Brunei Darussalam","Implementation of Tobacco Order 2005 and its Regulations since 1st June 2008; the Order is currently being reviewed. Brunei Darussalam also enforces a very strict Anti-Corruption Laws.","Report not provided","Implementation of Tobacco Order 2005 and its Regulations since 1st June 2008; the Order is currently being reviewed. Brunei Darussalam also enforces a very strict Anti-Corruption Laws","WHO Western Pacific Region"
"24","Bulgaria","As mentioned above, The national program for the prevention of chronic non-communicable diseases 2014-2020. It was developed in accordance with the guidelines of the FCTC. Goals and objectives are in accordance with art. 5.1. and 5.2","As mentioned above, The Ministry of Health is implementing The national program for the prevention of chronic non-communicable diseases 2014-2020. It was developed in accordance with the guidelines of the FCTC. Goals and objectives are in accordance with art. 5.1. and 5.2","As mentioned above The Ministry of Health is implementing the National program for the prevention of chronic non-communicable diseases 2014-2020. It was developed in accordance with the guidelines of the FCTC. Goals and objectives are in accordance with art. 5.1. and 5.2","WHO European Region"
"25","Burkina Faso","Pour larticle 5.1, le Burkina Faso a mis en œuvre son premier plan stratégique de lutte antitabac 2009-2013. Ce plan a été évalué et un nouveau plan stratégique couvrant la période 2015-2019 a été élaboré. Par faute de financement, la période a été revu pour couvrir 2016-2020.
Pour larticle 5.2, le Point focal ne dispose pas de moyens conséquents pour coordonner la lutte antitabac. Une ligne budgétaire a été mise en place et cette ligne est insuffisamment ravitaillée. La Direction en charge de la lutte antitabac est le secrétariat technique du Comité national de lutte antitabac","Pour larticle 5.1, le Burkina Faso a mis en œuvre son premier plan stratégique de lutte antitabac 2009-2013. Ce plan a été évalué et un nouveau plan stratégique couvrant la période 2015-2019 a été élaboré. Par faute de financement, la période a été revu pour couvrir 2016-2020.
Pour larticle 5.2, le Point focal ne dispose pas de moyens conséquents pour coordonner la lutte antitabac. Une ligne budgétaire a été mise en place et cette ligne est insuffisamment ravitaillée. La Direction en charge de la lutte antitabac est le secrétariat technique du Comité national de lutte antitabac","Au titre de l’article 5.1 le Burkina Faso a élaboré son premier plan stratégique de lutte antitabac 2009-2013. Il est en plein processus d’évaluation dudit plan suivi de l’élaboration du prochain plan qui couvrira la période 2014-2018
Concernant l’article 5.2 le Burkina Faso a doté de moyens financiers la structure nationale de coordination sous l’appellation de comité nationale de lutte contre le tabac. Ce comité tient régulièrement ses deux sessions annuelles en 2013 dont l’une a eu lieu en mai 2013 e l’autre en septembre 2013. Le pays s’est doté également d’une Loi 040-2010/AN portant lutte contre le lutte contre le tabac et de trois décrets d’application de cette loi.","WHO African Region"
"26","Burundi","Report not provided","Elaboration du plan stratégique national de lutte contre le tabagisme 2016-2020(PSNLT)
Mise en place dune commission multisectorielle  de travail sur la lutte contre le commerce illicite des
 produits du tabac
Un projet de loi nationale portant production ;commercialisation et consommation des produits du tabac a été élaboré en 2011 et révisé en 2014 mais les procédures dadoption pose des problèmes jusquaujourdhui.","Report not provided","WHO African Region"
