"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","Campaigns in all types of media, including social media, are done through out the year. these events included different settings (schools, shopping malls, workplaces, health institutes, exhibition ...etc), and variety of audience (men, women, children and adolescents, pregnant women...etc)","Campaigns in all types of media, including social media, are done through out the year.","Since the formulation of National Antismoking Committee collaboration with Ministry of information and Ministry of media is strengthened hence more emphasis on tobacco harmful effects was displayed on all types of media and free time was allocated for tobacco harmful effects on National TV. In addition a hotline was assigned for any complain about antismoking law violations any other inquiries related to smoking.","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","There is good support from the National Council on Substance Abuse ( statory agency). Non-Governmental Organisations such as the Barbados Cancer Society, the Heart and Stroke Foundation of Barbados are also involved.","Good support from the National Council on Substance Abuse, the Barbados Cancer Society, the Heart and Stroke Foundation of Barbados and the National Council for Prevention Alcohol and Drug Dependency .","The Ministry of Health continues to work with partners in the non-governmental health sector such as the Heart & Stroke Foundation of Barbados the Cancer Society and the National Committee for the Prevention of Alcohol and Drug Dependency as well as the governmental agency responsible for substance abuse education the National Council on Substance Abuse (NCSA) to educate the public on tobacco control issues. The majority of education in schools is conducted by the NCSA.","WHO Region of the Americas"
"14","Belarus","В стране реализуется Государственная программа""Здоровье народа и демографическая безопасность Республики Беларусь "" на 2016 - 2020 годы. Проводятся  информационные кампании, выступления специалистов системы здравоохранения и других заинтересованных органов государственного управления в  СМИ. Информация о вреде потребления табака для здоровья вместе с рекомендациями для желающих бросить курить размещается на сайтах организаций здравоохранения, органов государственного управления в стране ежегодно проводятся антитабачные акции, различные конкурсы среди молодежи по антитабачной тематике, медицинские работники консультируют население по вопросам профилактики табакокурения и отказа от него, информация о вреде потребления табачных изделий для организма человека включена в программы обучения школьников, студентов, увеличилось количество общественных организаций (в том числе молодежных), деятельность которых направлена на борьбу с потреблением табачных изделий.","Проводятся  информационные кампании, выступления специалистов системы здравоохранения и других заинтересованных органов государственного управления в  СМИ. Информация о вреде потребления табака для здоровья вместе с рекомендациями для желающих бросить курить размещается на сайтах организаций здравоохранения, органов государственного управления в стране ежегодно проводятся антитабачные акции, различные конкурсы среди молодежи по антитабачной тематике, медицинские работники консультируют население по вопросам профилактики табакокурения и отказа от него, информация о вреде потребления табачных изделий для организма человека включена в программы обучения школьников, студентов, увеличилось количество общественных организаций (в том числе молодежных), деятельность которых направлена на борьбу с потреблением табачных изделий.","Information campaigns speeches health professionals and other interested government bodies in the media. Information about the dangers of tobacco consumption on health together with recommendations for those who want to quit smoking is located on the sites of health care organizations government authorities in the country annually antismoking campaign various competitions among youth tobacco category medical professionals advise the population on prevention of tobacco smoking and non- him information about the dangers of tobacco use for the human body is included in the curricula of school and university students the number of non-governmental organizations (including youth) which are aimed at the fight against tobacco use.","WHO European Region"
"15","Belgium","WALLONIA:
Wallonia has set up a "" Walloon Plan without Tobacco"" since 2004: this plan brings together health professionals to increase awareness, information and training of professional actors related to tobacco. Every three years, an action plan is put in place to determine the objectives and priority groups.
Then, Wallonia has a legal framework to recognize and fund networks, support and specialized care in addiction services, which include tobacco-related actions; These networks coordinate activities within their local territory.
Since 1 January 2016, Wallonia has also competence on the promotion and the prevention of health, all in the context of a new agency dedicated to Health, Welfare, Disability and Families: this circumstances result in the establishment of cross-cutting measures centers on the needs and expectations of citizens, including as regards tobacco.  

FLANDERS:
School aged children remain an important target group, but in addition to primary prevention (not starting) we also developed strategies and methodologies to reach pupils and students who have already started smoking. Research indicates that a considerable proportion of this group considers stopping, and we know that, as a whole, they are not as addicted as more mature groups, so stopping is easier. They get support via online app’s, personal advice and training from professionals, as well as peer support.

BRUSSELS (COCOF – COCOM)
A health promotion framework 2018-2022 has been adopted by the French-speaking Government in 2017. One of the priorities addresses healthy lifestyles: promotion of healthy food, physical activity, reduction of alcohol and tobacco consumption. 
The strategy concerning tobacco is mainly targeting young people (11-24yo), educators, health professionals and parents in their different life or professional settings. It is based on an empowering approach including information, awareness-raising and training. Social health inequalities are taken into account in the strategy through a focus on disadvantaged population.
Campaigns promoting smoking cessation are spread through local TV and radio channels thanks to a legal free of charge system of provision of health promotion ads.
Since the 6th Belgian State Reform, the Common Community Commission (COCOM-GGC) is competent regarding tobacco cessation, among others concerning the funding of tobacco consultations. There was no change during the last two years concerning the policy carried out by the Common Community Commission  (COCOM-GGC) in this field - this policy remains at this stage unmodified.","WALLONIA:
Wallonia has set up a "" Walloon Plan without Tobacco"" for many years: this plan brings together health professionals to increase awareness, information and training of professional actors related to tobacco. Every three years, an action plan is put in place to determine the objectives and priority groups.
Then, Wallonia has a legal framework to recognize and fund networks, support and specialized care in addiction services, which include tobacco-related actions; These networks coordinate activities within their local territory.
Since 1 January 2016, Wallonia has also competence on the promotion and the prevention of health, all in the context of a new agency dedicated to Health, Welfare, Disability and Families: this circumstances result in the establishment of cross-cutting measures centers on the needs and expectations of citizens, including as regards tobacco.  

FLANDERS:
School aged children remain an important target group, but in addition to primary prevention (not starting) we also developed strategies and methodologies to reach pupils and students who have already started smoking. Research indicates that a considerable proportion of this group considers stopping, and we know that, as a whole, they are not as addicted as more mature groups, so stopping is easier. They get support via online app’s, personal advice and training from professionals, as well as peer support.","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","les  étudiants organisent la journée de lutte antitabac au sein de luniversité nationale du Bénin
les méfaits du tabagisme sont enseignés dans les cours primaires de lécole en classe de CM1","les  étudiants organisent la journée de lutte antitabac au sein de luniversité nationale du Bénin
les méfaits du tabagisme sont enseignés dans les cours primaires de lécole en classe de CM1","les méfaits du tabagisme figurent dans les manuels de lecture des écoliers de la classe de CE1 et CE2 au Bénin tous les campus universitaires possèdent des associations de lutte antitabac des émissions radios sont réalisées régulièrement sur les médias pour parler des méfaits du tabac sur la santé","WHO African Region"
"18","Bhutan","Ministry of Health invested supported by World Health Organization anti-tobacco mass media campaigns in order to further reduce smoking and smokeless tobacco prevalence in 2015. The mass media designed in order to deliver behavior change among smokers and also to support the introduction of Tobacco Control Act 2010, enjoy better recall among smokers on the harms of smoking and urge of quitting. Based on the media impact study 2013, television dominates the reach both in urban and rural followed by radio in rural. Therefore, hard hitting television spots and radio jingles on ill effects of smoking, second hand smoke and smokeless tobacco were produced and aired through national television and various radio stations viz. BBS radio, Kuzoo FM, radio valley etc. for a period of May and June 2015. Tobacco Control initiatives also strengthen using social media, print media mobile SMS reaching individuals to promote quitting and educate harms of tobacco use. Moreover, infographics and flyers on anti tobacco were also being used as a medium to control tobacco consumption. Ministry of Health signs a contract periodically with media houses based on the fund availability.","Ministry of Health invested supported by World Health Organization anti-tobacco mass media campaigns in order to further reduce smoking and smokeless tobacco prevalence in 2015. The mass media designed in order to deliver behavior change among smokers and also to support the introduction of Tobacco Control Act 2010, enjoy better recall among smokers on the harms of smoking and urge of quitting. Based on the media impact study 2013, television dominates the reach both in urban and rural followed by radio in rural. Therefore, hard hitting television spots and radio jingles on ill effects of smoking, second hand smoke and smokeless tobacco were produced and aired through national television and various radio stations viz. BBS radio, Kuzoo FM, radio valley etc. for a period of May and June 2015. Tobacco Control initiatives also strengthen using social media, print media mobile SMS reaching individuals to promote quitting and educate harms of tobacco use. Moreover, infographics and flyers on anti tobacco were also being used as a medium to control tobacco consumption. Ministry of Health signs a contract periodically with media houses based on the fund availability.","The Bhutan Narcotics Control Agency and the Ministry of Health with support from WHO and the Royal Government of Bhutan have been communicating & educating on the harm and hazards of Tobacco Use of both print and broadcast media has been used on regular basis. 
Magazines and other local channels have also been used as a medium to disseminate anti-tobacco missions. Advocacy on ill effects were also conducted to the law enforcement officials during the training of trainers workshop and also to the focal person of law clubs and school guidance counsellors of the schools.
Tobacco control is also an agenda of the high level advocacy.
World No- tobacco day has been regularly observed with various activities.","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","In the period from 2013 to 2017 and in order to support interventions for prevention and control of chronic diseases in BiH, the project ""Strengthening and upgrading modern and sustainable public health strategies, capacities and services to improve the health of the population in Bosnia and Herzegovina"" was implemented in partnership between the Swiss Agency for Development and Cooperation (SDC) and the WHO Regional Office for Europe. The implementation of activities under this project in the Federation of Bosnia and Herzegovina was entrusted to the Institute of Public Health of the Federation of Bosnia and Herzegovina in cooperation with the Federal Ministry of Health. Under the Project’s Component 2 entitled ""Adaptation/development of instruments, materials and sets of indicators for the monitoring and evaluation of interventions in the field of risk assessment and management of cardiovascular diseases (CVRAM)”, activities were taken  related to assessment of total cardiovascular risk in practice of Family Medicine, development of  guidelines and protocols such algorithms of procedures in primary health care for cardiovascular diseases and risk factors, as well as to development of appropriate educational materials for patients. 

As part of this intervention, the Institute of Public Health of the Federation of Bosnia and Herzegovina in cooperation with the Federal Ministry of Health and the participation of representatives of the Association of Cardiologists of Bosnia and Herzegovina finalized and published guides for: the prevention of cardiovascular disease and determining cardiovascular risk (SCORE), hypertension, diabetes and dyslipidaemia as well as guidelines for individual factors such as obesity in children and adults, physical activity, diabetes and smoking.
In developing the guides it was used European Guide for Cardiovascular Disease Prevention in Clinical Practice (version 2012.) which has been drawn up by the European Association for Cardiovascular Prevention and Rehabilitation (EACPR). In order to support the efficient use of these guides and guidelines for the prevention and control of cardiovascular diseases, during 2017 training of about 1,200 medical doctors and nurses/technicians in teams of family medicine in the Federation of Bosnia and Herzegovina was held. Education was organized by the Institute of Public Health of the Federation of Bosnia and Herzegovina in cooperation with educational centers of Family Medicine of the Community Health Centers Sarajevo, Tuzla, Zenica, Mostar and Bihać.
The same educational materials were developed for the Ministry of Health and Social Welfare in the Government of Republic of Srpska.
Ministry of Health and Social Welfare in the Government of Republic of Srpska provided main support  of occasional  different promotion campaigns performed mainly by Institute of Public Health, in collaboration with primary health care/family medicine teams and NGOs. Also, the project ""Strengthening and upgrading  modern and sustainable public health strategies, capacities and services to improve the health of the population in Bosnia and Herzegovina"" was implemented in Republic of Srpska in partnership between the Swiss Agency for Development and Cooperation (SDC) and the WHO Regional Office for Europe. The implementation of activities under this project in Republic of Srpska was entrusted to the Ministry of Health and Social Welfare in the Government of Republic of Srpska. Under the Project’s Component 2 entitled ""Adaptation/development of instruments, materials and sets of indicators for the monitoring and evaluation of interventions in the field of risk assessment and management of cardiovascular diseases (CVRAM)”, activities were taken related to assessment of total cardiovascular risk in practice of Family Medicine, development of  guidelines and protocols such algorithms of procedures in primary health care for cardiovascular diseases and risk factors, as well as to development of appropriate educational materials for patients. As part of this intervention, Ministry of Health and Social Welfare in the Government of Republic of Srpska through the nominated Working group for CVRAM finalized/updated and published guides/information-education material for: hypertension, diabetes and cardiovascular diseases, hyperlipidaemia as well as guidelines for individual factors such as obesity in children and adults, physical activity, smoking prevention.","Answer not provided","On annual basis FMoH finance grants applications for preventive and health promotion projects applied by PHI health institutions educational institutions NGO patient''s associations related to topic of health and tobacco. Family medicine practitioners provide smoking prevention and cessation services and there are involved in training activities as well in campaigns. PHI has a significant role in WNTD campaigns and work closely with NGO in tobacco prevention and cessation promotion campaigns. By entity MoH initiated a need for enforcement of earmarking which is now in phase of approval by State Agency for taxation hopefully as a systematic measure for continual support for financing of health promotion campaigns in Bosnia and Herzegovina.
 Ministry of Health and Social Welfare of the RS provides main support of occasional different promotion campaigns performed mainly by Institute of Public Health in collaboration with primary health care/family medicine teams and NGO''s. There is a problem of lack of sustainable financial sources for comprehensive and continual nationwide tobacco control campaigns.","WHO European Region"
"21","Botswana","Different means of communication is used to raise awareness to the public about tobacco use and its health effects. Workshops and campaigns are also used to disseminate information to the public. World No Tobacco Day is one of the major campaigns used to raise awareness. A strong collaboration with Stakeholders has been made","Report not provided","Report not provided","WHO African Region"
"22","Brazil","xxx","xxx","Inclusion School based program (Saber Saude) as part of the National Program Health in School coordinated by Ministry of Health.
School Based Program ( Saber Saúde) launched the online training for teachers to address tobacco risks and tobacco control in schools of basic education and high school","WHO Region of the Americas"
"23","Brunei Darussalam","Progress – 

1.	Training of nurses and appointed smoking cessation counsellors in every government health centres (polyclinics) since; last conducted in 2017 

2.	Training of school counselors in 2017","Report not provided","Latest progress – 
Quit counsellors in every government health centres (polyclinics) are available to provide knowledge/education on dangers of smoking and benefits of quitting since 2013
Cinema adverts on the dangers of second hand smoke implemented since November 2013","WHO Western Pacific Region"
