"","Party","2018","2016","2014","Region"
"38","Cook Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","La producción de tabaco en rama no tiene participación relativa en el PIB, dado que la variación anual, así como su participación por rama de actividad económica se mantiene en 0 para 2014/2013.","La producción de Tabaco en rama no tiene participación relativa en el PIB, dado que la variación anual  así como su participación por rama de actividad económica se mantiene en 0 para 2014/2013.","Para el 2012 se cultivo Tabaco en la Región Brunca. cantón de Pérez Zeledón. el área sembrada fue de 20 hectáreas con una producción de 37 toneladas métricas. para un rendimiento de 1.85 (t/ha El valor bruto de la producción de tabaco como actividad del sector agropecuario fue de 296 Millones de colones corrientes. mientras que el valor agregado fue de 234 millones de colones corrientes","WHO Region of the Americas"
"40","Côte d'Ivoire","","la part des de la valeur de la production de feuille de tabac est méconnue cependant La superficie cultivable consacrée à la culture du tabac est faible et ne représente que 0,28 % de la
surface cultivable totale du pays","0","WHO African Region"
"41","Croatia","0,3% of the national gross domestic product.","0,4 do 0,5% of the national gross domestic product.","0","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","In 2017, the value of raw tobacco production was estimated at 500 million EUR","In 2014, the value of raw tobacco production was 636 million EUR.","2012 value of raw tobacco production: 626 million EUR","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","35 Millions d’euros (négligeable par rapport au PIB français de 2132 milliards d’euros)","35 Millions d’euros (négligeable par rapport au PIB français de 2132 milliards d’euros)","40 Millions deuros (très négligeable devant un PIB français de lordre de 2032.3 Milliards deuros","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","La production locale de tabac (brun) est insignifiante et destinée à la consommation personnelle","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","22","WHO European Region"
"62","Germany","0,00076%","0,00065%","Answer not provided","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","008%","Answer not provided","WHO European Region"
"65","Grenada","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Los datos de la Encuesta Nacional Agropecuaria de 2013 indican que equivale al 0.13% del PIB.","0.13%","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Cette part est indéterminée faute d’enquête","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Es de 0.332%","Es de 0.332%","Answer not provided","WHO Region of the Americas"
"71","Hungary","Report not provided","0,013%","0.12%","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","20 %","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","n/a - minor","None","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","The share of tobacco leaf production value of Italian National GDP is around 0,0076% or 128 M€ (tobacco leaf commercial value) over 1,680,523 M€ Italian National GDP).
(financial year 2016.)","The share of tobacco leaf production value of Italian National GDP is around 0,007% Nevertheless raw tobacco production is highly concentrated (95%) in just three small sub-provincial districts: Verona, Perugia and Caserta/Benevento where the activity has a relevant economic and social role in those rural areas","0","WHO European Region"
"79","Jamaica","This was not quantified in the survey.","This was not quantified in the survey","Answer not provided","WHO Region of the Americas"
"80","Japan","About 0.01%(Domestic production of tobacco leaf is 35.0 billion yen in the FY2016)","About 0.01% (Domestic production of tobacco leaf is 39.3 billion yen in the FY 2014.)","About 0","WHO Western Pacific Region"
"81","Jordan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","ВПП за 2014 год всего - 400 694,0 млн. сом, из них - 58 976,8 сом - за счет сельского и лесного хозяйств и рыболовства  вместе взятые, что составляет 14,8% от всего ВПП. 
Однако сколько из них табак в зачетном весе занимает - данных нет.","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic",NA,NA,"Answer not provided","WHO Western Pacific Region"
"88","Latvia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","3,189 T/ha","Answer not provided","Answer not provided","WHO African Region"
"96","Malaysia","RM 1,001,500","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"98","Mali","Answer not provided","Le prix d’achat au producteur était respectivement de 450F pour la première qualité et de 350 F pour la deuxième pendant que le Kilo du riz était de 400 F et le mil à 225 F le Kilogramme (au moment de l’enquête).","Answer not provided","WHO African Region"
"99","Malta","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"102","Mauritius","Answer not provided","Answer not provided","0","WHO African Region"
"103","Mexico","485 mdp, es menor al .1%","485 mdp, es menor al .1%","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Answer not provided","Answer not provided","Not available","WHO Western Pacific Region"
"105","Mongolia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","0,003%.","0,003%","0 004%","WHO European Region"
"107","Myanmar","NA.","Source: Statistical Yearbook, 2011, published by Ministry of National Planning and Economic Development in 2012.","The information is not available","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Producto interno bruto (PIB) 		C$ 178,234.60
PIB Tabaco				                765.90
% PIB					                0.43%
% Porcentaje Valor agregado en la Industria	 3.02%","Producto interno bruto (PIB) 		158,340.30
PIB Tabaco				                706.60
% PIB					                0.45%
% Porcentaje Valor agregado en la Industria	 3.40%","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"118","Oman","مرفق لكم جدول يوضح كمية انتاج اوراق التبغ بالطن ومتوسط القيمة المالية للمحصول","مرفق لكم جدول يوضح كمية انتاج اوراق التبغ بالطن ومتوسط القيمة المالية للمحصول","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"121","Panama","La última información disponible data del 2011 y es la misma del reporte anterior, la cual copio.

En Panamá no se elaboran productos de tabaco a escala comercial para consumo nacional desde el año 1998 debido a que las tres empresas que se dedicaban a este negocio del tabaco se retiraron de esta actividad comercial en Panamá. Frente a esta situación el sistema de Cuentas Nacionales no registra el valor económico de la producción de tabaco. La poca producción de tabaco en el país es para consumo local y  de manera artesanal. 

Sin embargo, podemos indicar que el Instituto Nacional de Estadísticas de la Contraloría  General de la República realizó la Encuesta Agropecuaria Nacional incluyéndose el rubro 2011 como producción de Tabaco como insumo y producción de cigarros encontrándose que:

 En todo el país hubo 173 explotaciones de tabaco con una superficie en hectáreas sembradas de 178.41 y una pérdida de 15.79 hectáreas, se cosecharon 3510 quintales de hojas de tabaco. Las provincias donde se practican estos cultivos son la de Chiriquí que concentra el 83.8% de las explotaciones, con el 98.8% de la superficie sembrada y el 99.4% de las hectáreas perdidas. En esta provincia se concentra el 99.3% de la cosecha con un promedio de 19.8 quintales por hectárea sembrada, que al considerar la pérdida de 15.7 hectáreas reflejaría un promedio de quintales por hectárea de 21.7 quintales por hectárea.

También se cultiva tabaco en mínima escala en las provincias de Darién, Herrera, Los Santos y Panamá, en las cuales se realizaron un total de 23 explotaciones con 0.5225 hectáreas sembradas y una pérdida de 0.09 hectáreas, en conjunto en estas provincias se cosecharon 26 quintales, para un promedio de 1.13 quintales por hectárea sembrada, lo que nos sugiere que se trata de un cultivo de uso doméstico.","La última información disponible data del 2011 y es la misma del reporte anterior, la cual copio.

En Panamá no se elaboran productos de tabaco a escala comercial desde el año 1998 debido a que las tres empresas que se dedicaban a este negocio del tabaco se retiraron esta actividad comercial en Panamá. Frente a esta situación el sistema de Cuentas Nacionales no registra el valor económico de la producción de tabaco. La poca producción de tabaco en el país es para consumo local y  de manera artesanal.

Sin embargo, podemos indicar que el Instituto Nacional de Estadísticas de la Contraloría  General de la República realizó la Encuesta Agropecuaria Nacional incluyéndose el rubro 2011 como producción de Tabaco como insumo y producción de cigarros encontrándose que:

 En todo el país hubo 173 explotaciones de tabaco con una superficie en hectáreas sembradas de 178.41 y una pérdida de 15.79 hectáreas, se cosecharon 3510 quintales de hojas de tabaco. Las provincias donde se practican estos cultivos son la de Chiriquí que concentra el 83.8% de las explotaciones, con el 98.8% de la superficie sembrada y el 99.4% de las hectáreas perdidas. En esta provincia se concentra el 99.3% de la cosecha con un promedio de 19.8 quintales por hectárea sembrada, que al considerar la pérdida de 15.7 hectáreas reflejaría un promedio de quintales por hectárea de 21.7 quintales por hectárea.

También se cultiva tabaco en mínima escala en las provincias de Darién, Herrera, Los Santos y Panamá, en las cuales se realizaron un total de 23 explotaciones con 0.5225 hectáreas sembradas y una pérdida de 0.09 hectáreas, en conjunto en estas provincias se cosecharon 26 quintales, para un promedio de 1.13 quintales por hectárea sembrada, lo que nos sugiere que se trata de un cultivo de uso doméstico.","La última información disponible data del 2011 y es la misma del reporte anterior. la cual copio.
Debido a que en Panamá no se elaboran productos de tabaco a escala comercial desde el año 1998 debido a que las tres empresas que se dedicaban a este negocio del tabaco retiraron esta actividad comercial en Panamá. el sistema de Cuentas Nacionales no cuenta con el valor económico de la producción del tabaco. La poca producción que hay de tabaco es para consumo local y de manera artesanal.
Sin embargo podemos indicar que el Instituto Nacional de Estadísticas de la Contraloría General de la República realizó la Encuesta Agropecuaria Nacional incluyéndose el rubro 2011 este rubro producción de Tabaco como insumo y producción de cigarros encontrándose que:
 En todo el país hubo 173 explotaciones de tabaco con una superficie en hectáreas sembradas de 178.41 y una pérdida de 15.79 hectáreas. se cosecharon 3510 quintales de hojas de tabaco. Las provincias donde se practican estos cultivos son la de Chiriquí que concentra el 83.8% de las explotaciones. con el 98.8% de la superficie sembrada y el 99.4% de las hectáreas perdidas. En esta provincia se concentra el 99.3% de la cosecha con un promedio de 19.8 quintales por hectárea sembrada. que al considerar la pérdida de 15.7 hectáreas reflejaría un promedio de quintales por hectárea de 21.7 quintales por hectárea.
 También se cultiva tabaco en mínima escala en las provincias de Darién. Herrera. Los Santos y Panamá. en las cuales se realizaron un total de 23 explotaciones con 0.5225 hectáreas sembradas y una pérdida de 0.09 hectáreas. en conjunto en estas provincias se cosecharon 26 quintales. para un promedio de 1.13 quintales por hectárea sembrada. lo que nos sugiere que se trata de un cultivo de uso doméstico","WHO Region of the Americas"
"122","Papua New Guinea","Answer not provided","Answer not provided","Tobacco is small quantity – not measure of regulated","WHO Western Pacific Region"
"123","Paraguay","Producción Nacional de Tabaco en Rama:

Cantidad de fincas Nº: 6634  
Superficie cultivada Hectáreas: 4646
Producción obtenida Toneladas: 10036","Producción Nacional de Tabaco en Rama:

Cantidad de fincas Nº: 6634  
Superficie cultivada Hectáreas: 4646
Producción obtenida Toneladas: 10036","La información que se tiene es un conglomerado de producción de tabaco y alcohol. sin discriminación.","WHO Region of the Americas"
"124","Peru","Answer not provided","Answer not provided","por favor. véase el anexo 3","WHO Region of the Americas"
"125","Philippines","Answer not provided","Data is not available.","Answer not provided","WHO Western Pacific Region"
"126","Poland","No data","Answer not provided","0","WHO European Region"
"127","Portugal","Answer not provided","Answer not provided","0","WHO European Region"
"128","Qatar","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"130","Republic of Moldova","The share of land for tobacco growing was 0.04% of total land use for agricultural purpose in 2017.","The share of land for tobacco growing was 0.2% of total land use for agricultural purpose in 2014.","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","The cultivated surface is very small (952 ha only) and the quantity of leaf tobacco produced is insignificant (1","WHO European Region"
"132","Russian Federation","Report not provided","объемы незначительные","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Answer not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Answer not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"142","Serbia","The share of the value of tobacco leaf production in the national gross domestic product was 0.033% in 2015, and 0.047% in 2016 based on the data published by the Statistical Office of the Republic of Serbia. Data for 2017 are not available yet.","Answer not provided","The share of the value of tobacco leaf production in the national gross domestic product was 0","WHO European Region"
"143","Seychelles","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"144","Sierra Leone","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"145","Singapore","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"147","Slovenia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"148","Solomon Islands","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"150","Spain","El aporte del valor de la producción de tabaco en rama al Producto Interior Bruto (PIB), es irrelevante. 

Según datos de Eurostat y del Instituto Nacional Estadístico (INE), podemos estimar que, en 2016, el cultivo de tabaco en España aportó alrededor del 0,0056% al PIB.","El aporte del valor de la producción de tabaco en rama al Producto Interior Bruto (PIB), es irrelevante. Según datos de Eurostat y del Instituto Nacional Estadístico (INE), podemos estimar que, en 2015:
El cultivo de tabaco en España, aportó alrededor del 0,006% al PIB","El aporte del valor de la producción de tabaco en rama al Producto Interior Bruto (PIB). es irrelevante. Según cálculos basados en datos. de 2012. del MAGRAMA. de EUROSTAT y del Instituto Nacional estadístico (INE). podemos estimar que:
El cultivo del tabaco en España. aporta alrededor del 0.006% al PIB.","WHO European Region"
"151","Sri Lanka","Answer not provided","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","لا توجد معلومات","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"154","Swaziland","Report not provided","Answer not provided","Report not provided","WHO African Region"
"155","Sweden","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"156","Syrian Arab Republic","Answer not provided","Answer not provided","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"158","Thailand","The approximately value of tobacco leaf production in terms of national GDP is  %","The approximately value of tobacco leaf production in terms of national GDP is 0.03%","The approximately value of tobacco leaf production in terms of national GDP is 0.03%","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Answer not provided","Answer not provided","Table 3","WHO European Region"
"160","Timor-Leste","Answer not provided","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"162","Tonga","Report not provided","Data not available.","Answer not provided","WHO Western Pacific Region"
"163","Trinidad and Tobago","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"164","Tunisia","10 %","10 %","10%","WHO Eastern Mediterranean Region"
"165","Turkey","The amount of tobacco produced in 2016 was 74.238.471 kg. Although not an official statistical data , the share of this amount in the Gross National Product is estimated at 0,085%.","0,08%","0 09%","WHO European Region"
"166","Turkmenistan","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","0.7%","0","WHO African Region"
"169","Ukraine","Answer not provided","Answer not provided","0","WHO European Region"
"170","United Arab Emirates","تبلغ إجمالية المساحة المزروعة بالتبغ 170.5 دونم وذلك من 21 مزرعة وبالتالي فأن عدد العاملين في زراعة التبغ","تبلغ إجمالية المساحة المزروعة بالتبغ 170.5 دونم وذلك من 21 مزرعة وبالتالي فأن عدد العاملين في زراعة التبغ","Please provide. if available. the share of the value of tobacco leaf production in the national gross domestic product.   The total area cultivated with tobacco is 170.5 dunams including 21 plantations. Subsequently. the number of workers in tobacco growing is …","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Answer not provided","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"173","Uruguay","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","В 2015 г. доля производимого листового табака от ВВП составил 0,011%.","0.017%","WHO European Region"
"175","Vanuatu","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"177","Viet Nam","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"178","Yemen","0.0043","0.0043","0","WHO Eastern Mediterranean Region"
"179","Zambia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","6% - 12%","6% - 12%","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
