"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","Bahrain completely bans Tobacco advertising, promotion and sponsorship since 2009. we are still monitoring the implementation of this ban even in social media (instagram and facebook). Violators are being referred to public prosecutor.","Bahrain completely bans Tobacco advertising, promotion and sponsorship since 2009. we are still monitoring the implementation of this ban even in social media (instagram and facebook). Violators are being referred to public prosecutor.","Articles 6 7 and 15 of Antismoking law and decree (3) of 2011 prohibit any form of advertising promotion and sponsorship by tobacco manufacturers distributors and sales. In addition social media like facebook and instagram originating from Bahrain is closly monitired.","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","No legislation however there is a general agreement within the private sector that there is no advertising, sponsorship or marketing to the public in print and audiovisual media.","No legislation however there is a general agreement with the private sector that there is no advertising, sponsorship or marketing to the public in print and audiovisual media","A regional approach to facilitate Article 13 has been proposed by the Government of Guyana because of the similarity of advertising promotion and sponsorship issues in the Caribbean region. This approach is being supported by the Government of Barbados and PAHO.","WHO Region of the Americas"
"14","Belarus","За последние два года на территории Республики Беларусь случаи рекламы табачных изделий не выявлены.","Запрет на рекламу табачных изделий в Республике Беларусь введен с 1 января 2008 года. Со времени предоставления последнего доклада изменений в законодательство относительно рекламы, стимулирования продажи и спонсорства табачных изделий не вносилось.","Ban on advertising of tobacco products in the Republic of Belarus introduced on January 1 2008. Since the last report providing changes in legislation on tobacco advertising promotion and sponsorship of tobacco products have been made.","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Pas de changements concernant ces aspects depuis le dernier rapport.","WHO European Region"
"16","Belize","Report not provided","The Bureau of Standards is curently working on drafing a bill to address advertising and marketing of tobacco products.","Answer not provided","WHO Region of the Americas"
"17","Benin","interdiction de la publicité , du parrainage , de la promotion des produits du tabac et effective partout sauf sur les points de vente","interdiction de la publicité , du parrainage , de la promotion des produits du tabac et effective partout sauf sur les points de vente","Remarque: la publicité sur les points de vente se fait à grande échelle par le tabac les armoires les parasols drapés à leffigie des marques de cigarettes et aussi des scooters et des gros véhicules qui circulent dans la ville pour faire de la distribution sur les points de vente.","WHO African Region"
"18","Bhutan","Chapter 4, section 18 & 19 of Tobacco Control Act 2010 entails ban of Tobacco Advertisement, promotion and sponsorship","Chapter 4, section 18 of Tobacco Control Act 2010 entails ban of Tobacco Advertisement, promotion and sponsorship","Section.38(c) of the Tobacco Control Act empowered the Royal Bhutan Police to assist the relevant agencies on prohibition of tobacco advertisement promotion and sponsorship and; Bhutan inforcomm and media authority to monitor and take measures on domestic direct and indirect advertisements and promotion of tobacco products","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","New Tobacco Control Law in the Federation of B&H enforced in 2011 enforced ban of tobacco advertisement promotion and sponsorship in line with international recommendations and FCTC requirements. RAK (Regulatory Agency for Media) is responsible for monitoring of advertisement activities in electronic and print media related to Codex of advertisement. However there are still practice that some international tobacco industries occasionally advert and promote new their new tobacco products mainly use print media and billboards. Ban of tobacco advertisement promotion and sponsorship is enforced in Republika Srpska through Law on Prohibition of Advertising Tobacco Products","WHO European Region"
"21","Botswana","Complete ban of tobacco advertising has been achieved. The challenges faced are of impoted goods especially clothing which are found with promotional messages. Such goods are siezed and destroyed if found. The owner face charges for possesing such goods. The country does not have strict regulations on global internet and other forms of communication such as films and amgazines.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","New regulation ban the exposition of tobacco products close to candy, confectionery, chewing gum, chocolates  etc…","In 2014 it was published a decree regulating the federal law that banned the advertising of tobacco products in points of sale.","The Federal Law 12.546 published on December 2011 banned all tobacco advertising in points of sales. except for the exhibition of products for sale.","WHO Region of the Americas"
"23","Brunei Darussalam","Currently revising Tobacco Order 2005 to include all forms of advertising and promotions.","Report not provided","Since Tobacco Order 2005 was enforced in 2008 all forms of tobacco advertising (including advertisements at point of sale and by social media) promotion and sponsorship are banned. Point of sale display using display cabinets provided by tobacco companies are also banned.","WHO Western Pacific Region"
"24","Bulgaria","The ""Coalition for a Life Without Tobacco Smoke"" lead a campaign for setting supportive ground for legislative change to enact comprehensive Tobacco Advertising Promotion and Sponsorship (TAPS) ban and build and maintain steady media attention to influence policy makers and activate public support for and engagement with FCTC-related policies’ implementation.","Answer not provided","The depicted above requirements are adopted by the national legislation at 01.01. 2007. There is no new legislative rules at the present.","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Le Burkina Faso a respecté le délai d’application de ses obligations vis-à-vis de l’article 13. La loi 040 prévoit des sanctions et amendes en cas de publicité de la promotion et du parrainage en faveur des produits du tabac.","WHO African Region"
"26","Burundi","Report not provided","Le Ministère ayant la  communication dans ses attributions a reçu une copie de linstruction ministérielle interdisant la publicité, la promotion et parrainage des produits du tabac","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","The Council of the Ministers approved the Sub-Decree on the measures for banning of Tobacco Product advertising which was signed by the Prime Minister on 24 February 2011 and came into effect on 24 August 2011.","WHO Western Pacific Region"
"28","Cameroon","Un processus damendement des dispositions actuelles de la législation en vigueur sur la publicité est en cours. loption et de passer à une interdiction complète de la publicité du tabac et des produits du tabac
un projet de texte portant protection du domaine scolaire de toute activité en faveur du tabac, des boissons alcooliques et des jeux de hasard est en cours délaboration dans le cadre des activité de la Commission et de son secrétariat techniqyue","Answer not provided","De très rare publicité de tabac sur les axes routiers plus de parrainage des évènements ni de promotion de session de dégustation","WHO African Region"
"29","Canada","Answer not provided","Answer not provided","The promotion of tobacco products in Canada is prohibited except as authorized by the Tobacco Act and its regulations. For example. tobacco products advertising is restricted to informative and brand-preference advertising on signs in adult-only locations such as in nightclubs. and in publications that are provided by mail and addressed to named adults. Furthermore. Canada has legislated a prohibition of lifestyle tobacco products advertising. including a total ban on sponsorship promotion by way of tobacco product-related brand names and manufacturers'' names.
The Promotion of Tobacco Products and Accessories Regulations (Prohibited Terms) came into force on September 22. 2011. They prohibit the use of the terms ''light'' and ''mild''. and variations thereof. on various tobacco products. their packaging. promotions. retail displays. as well as on tobacco accessories. These regulations apply to cigarettes. little cigars. cigarette tobacco. kreteks. bidis. tobacco sticks. cigarette papers. cigarette tubes and filters.","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","mise en place de la sous commission surveillance industrie de tabac qui assure le suivi régulier
formation des différents acteurs ( conseillers juridiques et techniques  des différents ministères, des personnels du ministère de commerce, du comité national de lutte contre le tabac, des médias, etc sur larticles 3.5 de la CCLAT","Report not provided","Report not provided","WHO African Region"
"33","Chile","De acuerdo a las modificaciones de la Ley 19.419  
Art 2º  b)  Industria tabacalera: Comprende a fabricantes, distribuidores mayoristas e importadores de productos de tabaco (Se modifica la frase - productos con tabaco-  por - productos de tabaco-)    
Artículo 3ª señala
°.- Se prohíbe la publicidad del tabaco y de elementos de las marcas relacionados con dicho producto. 
(Se incorporan a este Artículo las siguientes prohibiciones): 
- La prohibición indicada se extiende en los mismos términos y con los mismos efectos a la publicidad indirecta realizada por medio de emplazamiento, donde se muestra en medios de comunicación masiva el consumo de productos o marcas de productos hechos de tabaco.  
- Del mismo modo, se prohíbe en programas transmitidos en vivo, por televisión o radio, en el horario permitido para menores, la aparición de personas fumando o señalando características favorables al consumo de tabaco. 
- Asimismo, se prohíbe la publicidad en las señales internacionales de los medios de comunicación chilenos o de páginas de internet cuyos dominios correspondan a la terminación “punto cl”. (En este párrafo, se incorpora la palabra ""Asimismo"")
- Las compañías tabacaleras deberán informar anualmente al Ministerio de Salud el detalle de donaciones efectuadas, así como de los gastos en que incurran en virtud de convenios con instituciones públicas, organizaciones deportivas, comunitarias, entidades académicas, culturales y organizaciones","De acuerdo a las modificaciones de la Ley 19.419  
Art 2º  b)  Industria tabacalera: Comprende a fabricantes, distribuidores mayoristas e importadores de productos de tabaco (Se modifica la frase - productos con tabaco-  por - productos de tabaco-)    
Artículo 3ª señala
°.- Se prohíbe la publicidad del tabaco y de elementos de las marcas relacionados con dicho producto. 
(Se incorporan a este Artículo las siguientes prohibiciones): 
- La prohibición indicada se extiende en los mismos términos y con los mismos efectos a la publicidad indirecta realizada por medio de emplazamiento, donde se muestra en medios de comunicación masiva el consumo de productos o marcas de productos hechos de tabaco.  
- Del mismo modo, se prohíbe en programas transmitidos en vivo, por televisión o radio, en el horario permitido para menores, la aparición de personas fumando o señalando características favorables al consumo de tabaco. 
- Asimismo, se prohíbe la publicidad en las señales internacionales de los medios de comunicación chilenos o de páginas de internet cuyos dominios correspondan a la terminación “punto cl”. (En este párrafo, se incorpora la palabra ""Asimismo"")
- Las compañías tabacaleras deberán informar anualmente al Ministerio de Salud el detalle de donaciones efectuadas, así como de los gastos en que incurran en virtud de convenios con instituciones públicas, organizaciones deportivas, comunitarias, entidades académicas, culturales y organizaciones","De acuerdo a las modificaciones de la Ley 19.419 
Art 2º b) Industria tabacalera: Comprende a fabricantes. distribuidores mayoristas e importadores de productos de tabaco (Se modifica la frase - productos con tabaco- por - productos de tabaco-) 
Artículo 3ª señala
°.- Se prohíbe la publicidad del tabaco y de elementos de las marcas relacionados con dicho producto. 
(Se incorporan a este Artículo las siguientes prohibiciones): 
- La prohibición indicada se extiende en los mismos términos y con los mismos efectos a la publicidad indirecta realizada por medio de emplazamiento. donde se muestra en medios de comunicación masiva el consumo de productos o marcas de productos hechos de tabaco. 
- Del mismo modo. se prohíbe en programas transmitidos en vivo. por televisión o radio. en el horario permitido para menores. la aparición de personas fumando o señalando características favorables al consumo de tabaco. 
- Asimismo. se prohíbe la publicidad en las señales internacionales de los medios de comunicación chilenos o de páginas de internet cuyos dominios correspondan a la terminación “punto cl”. (En este párrafo. se incorpora la palabra Asimismo)
- Las compañías tabacaleras deberán informar anualmente al Ministerio de Salud el detalle de donaciones efectuadas. así como de los gastos en que incurran en virtud de convenios con instituciones públicas. organizaciones deportivas. comunitarias. entidades académicas. culturales y organizaciones","WHO Region of the Americas"
"34","China","1.2016年以来依据中国《广告法》相关规定在中国境内广泛禁止烟草广告。2016年7月，工商总局公布了《互联网广告管理暂行办法》，明确规定不得利用互联网发布烟草广告，为全面规范我国互联网广告市场秩序、防止烟草广告通过互联网传播提供了有力的法律支撑。2016、2017年全国工商和市场监管部门共查处烟草广告违法案件54件，罚没款约443.5万元。
2. 2016年，国家卫生计生委委托中国控烟协会在11个城市开展烟草广告调查活动。调查结果显示，除烟草销售点外，公共场所、户外的烟草广告明显好转。
另外，国家卫生计生委委托中国控烟协会连续9年开展热播国产影视剧烟草镜头监测，旨在倡导影视界承担社会责任，拍摄无烟影视作品，做社会先进文化和移风易俗的引领者。监测结果显示，有烟草镜头影视剧作品数量、烟草镜头个数、时长均明显下降。
3.2016年9月1日，《慈善法》正式施行。其中第四十条第二款涉及烟草捐赠赞助的内容为：“任何组织和个人不得利用慈善捐赠违反法律规定宣传烟草制品，不得利用慈善捐赠以任何方式宣传法律禁止宣传的产品和事项。”","2015年4月，修订后的《广告法》正式颁布，同年9月开始实施，在大众传播媒介、公共场所、公共交通工具、户外等发布烟草广告，广泛禁止了烟草广告发布。同时禁止向未成年人发送任何形式的烟草广告。","Industrial and commercial administration authorities according to the law on advertising and its provisions strictly investigated and dealt with cases of tobacco advertising from 2011 to 2013 a total of nearly 200 tobacco advertising case were prosecuted. While the State administration for industry and commerce actively promote China''s tobacco control program (2012-2015) implementation during the course of the revision of the law on advertising actively put forward proposals to restrict tobacco advertising.","WHO Western Pacific Region"
"35","Colombia","Los progresos más relevantes respecto de la aplicación de los contenidos del artículo 13 del CMCT, están relacionados con la entrada en vigencia de la prohibición total de publicidad, promoción y patrocinio de productos de tabaco y sus derivados el 21 de julio de 2011.
 
A partir de la plena vigencia de esta prohibición establecida en el artículo 16 de la Ley 1335 de 2009, Colombia ha ido progresivamente implementando medidas que eliminen todo tipo de publicidad directa o indirecta (TV, radio, prensa, entre otras). 

De esta forma, la utilización de dicha medida en la no aprobación de ciertas referencias de cigarrillos presentadas al proceso de evaluación de etiquetado y empaquetado de productos de tabaco, representa la coherencia y armonía de la legislación al retirar del mercado referencia que dentro de su diseño gráfico, marcas, lemas y/o signos figurativos entre otros induzcan percepciones erróneas sobre el consumo de tabaco, en especial respecto de públicos tales como niños y jóvenes. 

Se reitera que un ejemplo evidente de esta prohibición es que en 2010, antes de la entrada en vigencia de la medida, la copa profesional de futbol colombiano, antes Copa Mustang, renovó su patrocinio, y ahora se denomina Liga Postobón, patrocinio proveniente de una marca de gaseosas.           

En lo que se refiere a las competencias de vigilancia y control, la Superintendencia de Industria y Comercio es el organismo responsable del cumplimiento de la aplicación de la prohibición total de publicidad, promoción y patrocinio de productos de tabaco. Es por esto que mediante las circulares No. 5 y 11 de 2012 (del 27 de enero y 23 de marzo de 2012, respectivamente), esta institución impartió instrucciones en relación con la exhibición de los productos de tabaco en los establecimientos de comercio. Con estos instrumentos, la SIC verifica que estos productos no sean de fácil acceso al consumidor, es decir que está prohibido el “autoservicio”. Igualmente, la exhibición de pacas, cajetillas y cartones de cigarrillos y, en general, todos los empaques de tabaco y sus derivados debe hacerse de tal manera que la totalidad de la cara principal y las advertencias sanitarias del empaque sean visibles permanentemente, que la exhibición del producto en el mostrador se realice en hileras uno detrás del otro, según su referencia de marca, sin que se perciban dos referencias de marcas repetidas por producto a la vista (por referencia de marca debe entenderse las presentaciones de 10 y 20 unidades). Se encuentra prohibida la exhibición de cajetillas de cigarrillos y empaques de tabaco o sus derivados en vitrinas exteriores de los establecimientos de comercio. Cualquier repetición de exhibición de referencias de marca en el mismo establecimiento de comercio, se entenderá como promoción. 

En al año 2016 se dio inicio a un litigio promovido por organizaciones de la sociedad civil en contra de los contenidos de las precitadas circulares, teniendo en cuenta que regulan la exhibición en el punto de venta, que a juicio de las actoras va en contra de la prohibición total de toda forma de publicidad, promoción y patrocinio de productos de tabaco y sus derivados. En este orden, las ciudadanas Esperanza Cerón Villaquiran, Marian Lorena Ibarra Ávila y Liliana Andrea Ávila presentaron  acción de nulidad frente a las Circulares 005 y 011 de 2012, ante la Sección primera Consejo de Estado. (La acción de nulidad es una acción de carácter judicial que busca sacar del ordenamiento jurídico actos administrativos que vayan en contra de la Constitución Política y las leyes)

Dicho proceso judicial Expediente 2014-00011-00 ; se encuentra en periodo probatorio y en el cual se ha decretado la suspensión provisional de las mencionadas circulares mediante Auto del Consejo de Estado, Sección Primera del 26 de julio de 2016, Rad. No. 11001-03-24-000-2014-00011-00. Esta suspensión provisional cesa los efectos de dichas circulares hasta que se emita el fallo de fondo.

En lo que respecta a los procesos de inspección vigilancia y control, la SIC ha impuesto sanciones por un valor de $479.693.728 (pesos colombianos). En curso existen varias investigaciones, y en recientes procedimientos de inspección y vigilancia se encontraron establecimientos con posibles incumplimientos de la Ley 1335 de 2009.","Los progresos más relevantes respecto de la aplicación de los contenidos del artículo 13 del CMCT, están relacionados con la entrada en vigencia de la prohibición total de publicidad, promoción y patrocinio de productos de tabaco y sus derivados el 21 de julio de 2011.
 
A partir de la plena vigencia de esta prohibición establecida en el artículo 16 de la Ley 1335 de 2009, Colombia ha ido progresivamente implementando medidas que eliminen todo tipo de publicidad directa o indirecta (TV, radio, prensa, entre otras). 

De esta forma, la utilización de dicha medida en la no aprobación de ciertas referencias de cigarrillos presentadas al proceso de evaluación de etiquetado y empaquetado de productos de tabaco, representa la coherencia y armonía de la legislación al retirar del mercado referencia que dentro de su diseño gráfico, marcas, lemas y/o signos figurativos entre otros induzcan percepciones erróneas sobre el consumo de tabaco, en especial respecto de públicos tales como niños y jóvenes. 

Se reitera que un ejemplo evidente de esta prohibición es que en 2010, antes de la entrada en vigencia de la medida, la copa profesional de futbol colombiano, antes Copa Mustang, renovó su patrocinio, y ahora se denomina Liga Postobón, patrocinio proveniente de una marca de gaseosas.           

En lo que se refiere a las competencias de vigilancia y control, la Superintendencia de Industria y Comercio es el organismo responsable del cumplimiento de la aplicación de la prohibición total de publicidad, promoción y patrocinio de productos de tabaco. Es por esto que mediante las circulares No. 5 y 11 de 2012 (del 27 de enero y 23 de marzo de 2012, respectivamente), esta institución impartió instrucciones en relación con la exhibición de los productos de tabaco en los establecimientos de comercio. Con estos instrumentos, la SIC verifica que estos productos no sean de fácil acceso al consumidor, es decir que está prohibido el “autoservicio”. Igualmente, la exhibición de pacas, cajetillas y cartones de cigarrillos y, en general, todos los empaques de tabaco y sus derivados debe hacerse de tal manera que la totalidad de la cara principal y las advertencias sanitarias del empaque sean visibles permanentemente, que la exhibición del producto en el mostrador se realice en hileras uno detrás del otro, según su referencia de marca, sin que se perciban dos referencias de marcas repetidas por producto a la vista (por referencia de marca debe entenderse las presentaciones de 10 y 20 unidades). Se encuentra prohibida la exhibición de cajetillas de cigarrillos y empaques de tabaco o sus derivados en vitrinas exteriores de los establecimientos de comercio. Cualquier repetición de exhibición de referencias de marca en el mismo establecimiento de comercio, se entenderá como promoción. 

A la fecha se han venido adelantado investigaciones respecto de la prohibición total de cualquier tipo de publicidad, promoción y patrocinio, como la publicidad en internet.

with the total ban on tobacco advertising, promotion and sponsorship, constantly, the Ministry of Health apply this measure in the comprehensive evaluation of the packaging and labeling of tobacco products. The surveillance and control of the other issues related to this measure, are in charge of Superintendencia de industria y comercio.","Los progresos más relevantes respecto de la aplicación de los contenidos del artículo 13 del CMCT. están relacionados con la entrada en vigencia de la prohibición total de publicidad. promoción y patrocinio de productos de tabaco y sus derivados el 21 de julio de 2011. 
A partir de la plena vigencia de esta prohibición establecida en el artículo 16 de la Ley 1335 de 2009. Colombia ha ido progresivamente implementando medidas que eliminen todo tipo de publicidad directa o indirecta (TV. radio. prensa. entre otras). 
De esta forma. la utilización de dicha medida en la no aprobación de ciertas referencias de cigarrillos presentadas al proceso de evaluación de etiquetado y empaquetado de productos de tabaco. representa la coherencia y armonía de la legislación al retirar del mercado referencia que dentro de su diseño gráfico. marcas. lemas y/o signos figurativos entre otros induzcan percepciones erróneas sobre el consumo de tabaco. en especial respecto de públicos tales como niños y jóvenes. 
Se reitera que un ejemplo evidente de esta prohibición es que en 2010. antes de la entrada en vigencia de la medida. la copa profesional de futbol colombiano. antes Copa Mustang. renovó su patrocinio. y ahora se denomina Liga Postobón. patrocinio proveniente de una marca de gaseosas. 

 Así mismo. la entidad competente para la vigilancia de esta medida en el país. la Superintendencia de Industria y Comercio. ha venido adelantado investigaciones respecto de la prohibición total de cualquier tipo de publicidad. promoción y patrocinio. como la publicidad en internet.","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Nous navons pas de publicité transfrontalière même si notre loi ne le prévoit pas spécifiquement.","La loi relative à la lutte antitabac parle de toute forme de publicité et de parrainage les textes d’application en cours prendront en considération tous ces items.","WHO African Region"
"38","Cook Islands","No changes since last report.","No changes since last report.","Promotion advertising and sponsorship of tobacco products are banned","WHO Western Pacific Region"
"39","Costa Rica","Answer not provided","Answer not provided","Promulgación de la Ley 9028 y sus reglamentos","WHO Region of the Americas"
"40","Côte d'Ivoire","Le Conseil National de la Publicité fait référence aux articles de la CCLAT ( article 13) pour faire abstraction aux publicités sur les produits du tabac.","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","We emphasized  the  directly or indirectly prohibition, promoting and of cigarettes and other tobacco and related products, electronic cigarettes, refill containers and single use cartridges","Answer not provided","As part of measures to reduce and restrict tobacco use in July 2013 Croatia has specified certain provisions in its Act on amendments to the Act on restriction of the use of tobacco product (“Official Gazette” 94/13) relating to advertising promotion and sponsorship. New provision is implemented regarding the display and visibility of tobacco products at point of sale. Exposure to the boxes of cigarettes as well as exposure to other tobacco products in visible positions in places where tobacco products are sold is prohibited.","WHO European Region"
"42","Cyprus","Report not provided","No significant progress made regarding this Article in the past 2 years.","Answer not provided","WHO European Region"
"43","Czech Republic","2017:  The Czech Republic has adopted new rules regarding the advertisement on electronic cigarettes. In 2016, the Act No. 40/1995 Coll., on the Regulation of Advertising was amended by the Act No. 180/2016 Coll., which implemented the Directive 2014/40/EU of the European Parliament and of the Council of 3 April 2014 on the approximation of the laws, regulations and administrative provisions of the Member States concerning the manufacture, presentation and sale of tobacco and related products and repealing Directive 2001/37/EC. The purpose of this Directive is to eliminate differences between the Member States laws, regulations and administrative provisions on the manufacture, presentation and sale of tobacco and related products which present obstacles to the smooth functioning of the internal market, including electronic cigarettes and refill containers for electronic cigarettes, and to ensure high level of health protection. Due to this Direction,  section 3a), strongly restricting the advertising, promotion and sponsorship on electronic cigarettes and refill containers for electronic cigarettes, was added to the Act No. 40/1995 Coll.","The Act No. 40/1995 Coll. related to regulation of advertising is the main source of law regulating tobacco advertising, promotion and sponsorship restrictions. It implements legislation of the EU Tobacco Advertising Directive (2003/33/EC). It provides a general ban on tobacco advertising but permits some forms such as advertising at points of sale. In addition, Act No. 132/2010 Coll. Audio-visual Media Services On-demand, adopted in 2010, provides a ban on product placement of tobacco products. 
The Czech Republic has not adopted any legislation or other measures regarding the regulation of tobacco advertisement in the past 2 years.","The Act No. 40/1995 Coll. related to regulation of advertising is the main source of law regulating tobacco advertising promotion and sponsorship restrictions. It implements legislation of the EU Tobacco Advertising Directive (2003/33/EC). It provides a general ban on tobacco advertising but permits some forms such as advertising at points of sale. In addition Act No. 132/2010 Coll. Audio-visual Media Services On-demand adopted in 2010 provides a ban on product placement of tobacco products. 
The Czech Republic has not adopted any legislation or other measures regarding the regulation of tobacco advertisement in the past 2 years.","WHO European Region"
