"","Party","2018","2016","2014","Region"
"111","Netherlands","Answer not provided","Answer not provided","More complex structure (please explain: For cigarettes and other smoking tobacco: combination of specific and ad valorem next to the specific and ad valorem tax there is a minimum excises duty. For cigars: ad valorem tax only )","WHO European Region"
"112","New Zealand","Yes","Yes","There is a specific tax on tobacco products plus a goods and service tax (15% when the product is sold","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","No","No","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","import tax and VAT","WHO Western Pacific Region"
"117","Norway","No","No","More complex structure (please explain: )","WHO European Region"
"118","Oman","No","No","Commodities are taxed according to the bill that came with the commodity and compared with the expected tax certain tables. See Annex 3. If the tax bill is parallel to the tax expected to be imposed and not be followed by tax states annex.","WHO Eastern Mediterranean Region"
"119","Pakistan","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"121","Panama","No","No","Answer not provided","WHO Region of the Americas"
"122","Papua New Guinea","No","No","Answer not provided","WHO Western Pacific Region"
"123","Paraguay","No","No","Answer not provided","WHO Region of the Americas"
"124","Peru","No","Answer not provided","Para el caso de los cigarrillos es un monto específico. (S/. 0.07 por cigarrillo y para el caso de los cigarros (puros o cigarritos es un impuesto ad valorem (50%. tal como se detalla en el siguiente punto","WHO Region of the Americas"
"125","Philippines","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"126","Poland","Yes","Yes","cigarettes - combination of specific and ad valorem excise duties
smoking tobacco - combination of specific and ad valorem excise duties 
cigars and cigarillos - specific excise duties
raw tobacco - specific excise duties","WHO European Region"
"127","Portugal","No","No","Answer not provided","WHO European Region"
"128","Qatar","Yes","Answer not provided","More complex structure (please explain:            )","WHO Eastern Mediterranean Region"
"129","Republic of Korea","No","No","More complex structure (please explain: )","WHO Western Pacific Region"
"130","Republic of Moldova","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Answer not provided","specific ad valorem excise tax component + minimum excise duty","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Answer not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Yes","Yes","San Marino State buys tobacco products from Italian “Monopolio” and sells them to the retailers. The difference between price paid and selling price established by Decree (less than 11% for the retailer goes to the State.","WHO European Region"
"139","Sao Tome and Principe","Yes","Report not provided","Only paid - up fees and import surcharges","WHO African Region"
"140","Saudi Arabia","No","Yes","Tobacco importer fees vary according to the type of tobacco and whichever is higher is applied","WHO Eastern Mediterranean Region"
"141","Senegal","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"142","Serbia","No","No","According to the Law the specific excise is different depending on the time of the implementation period; therefore from January 1 to June 30 2013 excise for domestic and imported cigarettes was 43.00 RSD/pack and from July 1 to December 31 2013 - 45.00 RSD/pack (tariff codes CT 2402 20 10 00 and 2402 20 90 00. According to the Law excise value on cigarettes is adjusted with the annual index of consumer prices. 
The rate of ad valorem excise was 33% on the retail cigarette prices in all above mentioned periods.
Excise on cigarettes is paid per package of 20 cigarettes and if the package is other then the package of 20 cigarettes the excise is proportional to the number of cigarettes in the package. The base for ad valorem excise tax is a retail price of cigarettes that is determined by producer or importer.
Excise for cigars and cigarillos (tariff code CT 2402 10 00 00 in 2013 was 21.07 RSD/per piece.
Excise rate for smoking tobacco and other tobacco products (tariff code CT 2403 in 2013 was 37%. The base for excise calculation is the retail price per kilogram. For smoking tobacco and other tobacco products that are not in the packages of one kilogram excise is paid according to the package. 
The base for excise calculation is the retail price per kilogram. For the smoking tobacco and other tobacco products that are not in the packages of one kilogram excise is paid according to the package.","WHO European Region"
"143","Seychelles","No","No","Customs duty is also applied","WHO African Region"
"144","Sierra Leone","Answer not provided","Answer not provided","VAT customs duties COWAS duty environmental tax customs processing fee","WHO African Region"
"145","Singapore","No","No","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","No","Answer not provided","WHO European Region"
"147","Slovenia","No","No","Answer not provided","WHO European Region"
"148","Solomon Islands","No","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","Yes","Answer not provided","Answer not provided","WHO African Region"
"150","Spain","Yes","Yes","Ad valorem y Específico con doble mínimo","WHO European Region"
"151","Sri Lanka","Yes","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","Yes","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Yes","Yes","Specific taxes based on the amount of the cigarettes cigars and shag; VAT / Sales tax","WHO Region of the Americas"
"154","Swaziland","Report not provided","No","Report not provided","WHO African Region"
"155","Sweden","No","No","More complex structure (please explain: )","WHO European Region"
"156","Syrian Arab Republic","No","No","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"158","Thailand","No","No","More complex structure (please explain: )","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Answer not provided","Answer not provided","Answer from the Customs Administration","WHO European Region"
"160","Timor-Leste","Answer not provided","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Answer not provided","Answer not provided","TVA droit à limportation )","WHO African Region"
"162","Tonga","Report not provided","No","No","WHO Western Pacific Region"
"163","Trinidad and Tobago","No","No","More complex structure (please explain: Cigarettes. Cigars and Tobacco of CARICOM origin attract a CARICOM Rate of Duty and Value Added Tax. however. if these items are imported extra regionally. they attract an Ad Valorem Rate of Duty with specific Tobacco Tax and VAT )","WHO Region of the Americas"
"164","Tunisia","Yes","Yes","More complex structure (please explain:  )","WHO Eastern Mediterranean Region"
"165","Turkey","Yes","Yes","Combination of specific and ad valorem tax also excise tax can not fall below a certain amount which is 0 1875 TL for 1 cigarette; 3 75 TL for a package of cigarettes","WHO European Region"
"166","Turkmenistan","No","No","Answer not provided","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","No","Answer not provided","WHO African Region"
"169","Ukraine","Yes","Yes","minimum specific excise works if sum of specific and ad valorem tax is below the minimum excise","WHO European Region"
"170","United Arab Emirates","No","No","More complex structure (please explain:   There is no tax on production.   )","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Answer not provided","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"173","Uruguay","Answer not provided","Answer not provided","el precio de fábrica se multiplica por un coeficiente definido por el gobierno. El resultante es un precio ficto al que se aplica el 70% del Impuesto Específico Interno o IMESI y luego el 22% de Impuesto al Valor Agregado o IVA","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","No","More complex structure (please explain:            )","WHO European Region"
"175","Vanuatu","Report not provided","Answer not provided","More complex structure (please explain:  there is a combination of import duty and specific excise applied to cigarettes and cigars          )","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","More complex structure (please explain:            )","WHO Region of the Americas"
"177","Viet Nam","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"178","Yemen","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"179","Zambia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
