"","Party","2018","2016","2014","Region"
"15","Belgium","Pharmacies with or without medical prescriptions, depending on the kind product      .","Pharmacies with or without medical prescriptions, depending on the kind product      .","Pharmacies avec ou sans (en fonction du produit) une ordonnance délivrées par un médecin","WHO European Region"
"16","Belize","Report not provided","They can be purchsed though a local drug store.","Answer not provided","WHO Region of the Americas"
"17","Benin","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","These products are available in pharmacies but only on a commercial basis. In accordance with health professionals advices, these products could be bought in public and private pharmacies and paid directly by patients since these products are not covered by the Health Insurance and Reinsurance Fund of the Federation BiH and Health Insurance Fund of Republic of Srpska.","Pharmacies only commercial","In line with health professionals advice these products could be bought in public and private pharmacies paid directly by patients and not covered by public funding (health insurance funds) or reimbursement.","WHO European Region"
"21","Botswana","Licensed pharmacies","Report not provided","Report not provided","WHO African Region"
"22","Brazil","All products are offered by the government to state and municipalitie health departments and also are sold to the public in drugstores.","All products are offered by the government to state and municipalitie health departments and also are sold to the public in drugstores.","In public health care system. these products are prescribed and distributed at health care unit that offer treatment to smoking cessation. They can be bought in pharmacies over the counter. in the case of nicotine replacement therapy or with medical prescription. for bupropion and varenicline.","WHO Region of the Americas"
"23","Brunei Darussalam","Products can be obtained free-of-charge at designated government clinics (for citizens only), products can also be purchased from private GPs and selected pharmacies. Smoking cessation services is currently being reviewed and will be expanded as necessary.","Report not provided","Products can be obtained free-of-charge at designated government clinics (for citizens only) products can also be obtained from private GPs and selected pharmacies. Smoking cessation service is also being developed for secondary and tertiary health care.","WHO Western Pacific Region"
"24","Bulgaria","Pharmaceutical products for the treatment of tobacco dependence can be
purchased legally in pharmacies. Many of the chain pharmacies offer to their
customers advices to quitting tobacco dependence.","Pharmaceutical products for the treatment of tobacco dependence can be
purchased legally in pharmacies. Many of the chain pharmacies offer to their
customers advices to quitting tobacco dependence.","Pharmaceutical products for the treatment of tobacco dependence can be purchased legally in pharmacies. Many of the chain pharmacies offer to their customers advices to quitting tobacco dependence.","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Ces médicaments sont disponibles mais en ventes à leur coût normal (sans subvention ni gratuité.. . .) dans certaines officines pharmaceutiques des grandes villes du pays (Ouagadougou et Bobo-Dioulasso. Le prescripteur délivre une ordonnance au client qui va les acheter. Parfois le prescripteur peut être amené à exprimer le besoin au pharmacien en vue de leur commande à l’extérieur.","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Il convient de relever la difficulté d’accéder aux produits aussi bien auprès des officines publiques que privées. les substituts nicotiniques des relevant point des médicaments essentielles. Aucune disposition ne prévoie la prise en charges de ces produits par les entreprises dassurances maladies.
il y est davantage développé une prise en charge psycho sociale avec limplication des proches des patients","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Pharmacies and Health Centers.","Pharmacies and Health Centers.","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Dans les pharmacies privées.","Report not provided","Report not provided","WHO African Region"
"33","Chile","Los productos pueden ser adquiridos en farmacias  y en establecimientos de la salud pública asociados al tratamiento de otras enfermedades","Los productos pueden ser adquiridos en farmacias y establecimientos privados y en consultorios de la salud pública asociados al tratamiento de otras enfermedades","Los productos pueden ser adquiridos en farmacias y establecimientos privados y en consultorios de la salud pública asociados al tratamiento de otras enfermedades..","WHO Region of the Americas"
"34","China","在医院的戒烟门诊、药店可购买，部分药物制品购买需要凭医生处方。","戒烟门诊，药店，需要医生处方。","Hospitals and pharmacies in some cities in China with sales of smoking cessation drug veranicline is a prescription drug and should be obtained with a medical prescription but bupropion is a non-prescription drugs and can be acquired in hospitals and pharmacies.","WHO Western Pacific Region"
"35","Colombia","En las farmacias.","Answer not provided","Answer not provided","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Sans ordonnance pour les uns et avec ordonnance pour les autres","les substituts nicotiniques sachètent à la pharmacie sans ordonnance; quand au bupropion il faut commander parce que le produit nest pas disponible dans les pharmacies.","WHO African Region"
"38","Cook Islands","NRT products are provided at the Ministry of Health currently at free of charge, and at private pharmacy for purchase.","NRT products are provided at the Ministry of Health currently at free of charge, and at private pharmacy for purchase.","Nicotine replacement products (patches chewing gums and lozenges) are available at the Ministry of Health","WHO Western Pacific Region"
"39","Costa Rica","En el país los productos registrados en el Ministerio de Salud para Cesación Tabaquica son  EZEEQUIT® , NICORETTE  y vareniclina. Wellbutrin Registrado para uso en enfermedades depresivas no para cesación tabáquica Los mismos están a la Venta en algunas farmacias privadas En algunas Farmacias privadas.","En el país los productos registrados en el Ministerio de Salud para Cesación Tabaquica son  EZEEQUIT® , NICORETTE  y vareniclina. Wellbutrin Registrado para uso en enfermedades depresivas no para cesación tabáquica Los mismos están a la Venta en algunas farmacias privadas En algunas Farmacias privadas.","En las farmacias privadas","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Substituts à la nicotine","WHO African Region"
"41","Croatia","In pharmacies.","In pharmacies.","In pharmacies","WHO European Region"
"42","Cyprus","Report not provided","Nicotine replacement therapy can be purchased at pharmacies or given out as part of smoking cessation programs in the national health service. Medications such as bupropion and varenicline can be purchased through pharmacies with medical prescription.","Public funding","WHO European Region"
"43","Czech Republic","In Pharmacies.
Nicotine replacement therapy over the counter (OTC);
Bupropion and varenicline: with prescription only.","In Pharmacies.
Nicotine replacement therapy over the counter (OTC);
Bupropion and varenicline: with prescription only.","In Pharmacies.
Nicotine replacement therapy over the counter (OTC);
bupropion+varenicline: with prescription only","WHO European Region"
"44","Democratic People's Republic of Korea","In the hospitals and pharmacies","Report not provided","In the hospitals and pharmacies","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","NRT can be purchased in pharmacies, supermarkets, kiosks and gas stations. Medications with prescriptions can only be purchased in pharmacies.","NRT can be purchased in pharmacies, supermarkets, kiosks and gas stations. Medications with prescriptions can only be purchased in pharmacies.","NRT can be purchased in pharmacies supermarkets kiosks and gas stations. Medications with prescriptions can only be purchased in pharmacies.","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","En las farmacias y con receta médica","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","En las Clínicas de Cesación del Tabaco del Instituto Salvadoreño del Seguro Social y en los Centros de Prevención y Tratamiento de las Adicciones del Fondo Solidario para la Salud, a través de una prescripción médica.","En las Clínicas de Cesación del Tabaco del Instituto Salvadoreño del Seguro Social y en los Centros de Prevención y Tratamiento de las Adicciones del Fondo Solidario para la Salud, a través de una prescripción médica.","por indicación médica en los centros de tratamiento para la cesación del tabaco en los centros del FOSALUD y del Instituto de Seguridad Social (ISSS","WHO Region of the Americas"
"52","Equatorial Guinea","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","In all pharmacies.","In all pharmacies.","In all pharmacies","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Pharmacies by prescription of physician, supermarkets, restaurants (NRT) over-the-counter","Pharmacies by prescription of physician, supermarkets, restaurants (NRT) over-the-counter","Pharmacies by prescription of physician (Varenicline Bupropion Nortriptyline) Pharmacies supermarkets restaurants (NRT) over-the-counter","WHO European Region"
"58","France","En pharmacie. En cas de prescription (médecin, dentiste, infirmier, sage-femme, masseur-kinésithérapeute l’assurance Maladie prend en charge les traitements par substituts nicotiniques (patch, gomme, pastille, inhaleur...) à hauteur de 150 € par année civile et par bénéficiaire à compter du 1er novembre 2016.","En pharmacie.
En cas de prescription (médecin, dentiste, infirmier, sage-femme, masseur-kinésithérapeute) lensemble de la population a accès à un forfait de 50€ pour les traitements de substitution nicotinique.
Ce forfait est augmenté à 150€ pour les 20-30 ans, les femmes enceintes, les personnes bénéficiaires de la CMU-C et les personnes souffrant dun cancer.","Answer not provided","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","pharmacies","WHO European Region"
"62","Germany","Answer not provided","Answer not provided","Pharmacy","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Some products are over the counter and others need prescription","WHO European Region"
"65","Grenada","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","In pharmacies by means of prescriptions. over the counter aids such as patches and gums are available for purchase without any form of hurdle","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Tobacco dependence treating pharmaceutical products are available in pharmacies as non prescription (OTC) medicines.","WHO European Region"
"72","Iceland","Pharmacy
2 mg and less can be legally purchased from different retailers.","Pharmacy
2 mg and less can be legally purchased from different retailers.","Pharmacies","WHO European Region"
"73","India","Report not provided","if any NRT is prescribed, the client has to buy it as an Over-The-Counter drug as out of pocket expense. Bupropion (2 mg) can be purchased as an Over The Counter (OTC ) drug without a prescription and above 2mg with prescription.","if any NRT is prescribed. the client has to buy as a Over-The-Counter drug as out of pocket expense. Bupropion (2 mg) can be purchased as an Over The Counter (OTC ) drug without a prescription and above 2mg with prescription.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","pharmacies with prescription and OTC","In national health care centers, pharmacies","Health care centres and pharmacies","WHO Eastern Mediterranean Region"
"75","Iraq","pharmacies of selected primary health care centres.
private pharmacies","Private pharmacies by medical prescriptions","NRT such as nicotine gum and skin patches and pills as well as bupropion can be purchased from private pharmacies.","WHO Eastern Mediterranean Region"
"76","Ireland","Buproprion and Varenicline are available to buy from pharmacies on foot of a doctors prescription. 

Nicotine replacement therapies are available in pharmacies and over the counter in general stores.","Buproprion and Varenicline are available to buy from pharmacies on foot of a doctors prescription. 

Nicotine replacement therapies are available in pharmacies and over the counter in general stores.","NRT products can be purchased in pharmacies only both over the counter (paid for privately) and by prescription (minimal cost of €1.50 to those with entitlement to free health care. The two cessation pharmacotherapies can be purchased via prescription in pharmacies only.","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Pharmacies","Pharmacies","Pharmacies","WHO European Region"
"79","Jamaica","These products can be purchased at pharmacy. Nicotine replacement therapy does not require prescription at a low dose.","These products can be purchased at pharmacy. Nicotine replacement therapy does not require prescription at a low dose.","These products can be purchased at pharmacy. Nicotine replacement therapy does not require prescription at a low dose.","WHO Region of the Americas"
"80","Japan","In pharmacy","In pharmacy","In pharmacy","WHO Western Pacific Region"
"81","Jordan","يتم تقديم خدمات المشورة والعلاج مجانا في عيادات وزارة الصحة الاردنية ويتم تقديم المشورة مجانا والعلاج من قبل المريض في باقي المؤسسات الخاصة وشبه الحكومية","يتم تقديم خدمات المشورة والعلاج مجانا في عيادات وزارة الصحة الاردنية ويتم تقديم المشورة مجانا والعلاج من قبل المريض في باقي المؤسسات الخاصة وشبه الحكومية","Patches nicotine gum capsules Champix which is found in pharmacies","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Nicorette Tabex varenicline","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Cessation clinics. They are offered free of charge
Private Pharmacies","Cessation clinics. They are offered free of charge
Private Pharmacies","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Табекс (Цитизин), Чампикс (Варениклин) в аптеках","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","NRT products and cytisine (Tabex) can be purchased in pharmacies over the counter. Bupropion (Wellbutrin) and Varenicline (Champix) with prescription in pharmacies.","Answer not provided","All pharmaceutical products can be legally purchased in pharmacies. Nicorette can be purchased without prescription but products like Tabex or Champix can be purchased with a prescription.","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","In private pharmacies; the government does not offer these drugs.","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","These products can be legally purchased in the drug stores.","WHO European Region"
"94","Luxembourg","Pharmacies","Pharmacies","1) Traitement de substitution de la nicotine sans ordonnance achat en pharmacie partiellement remboursé
2) Bupropion et Varénicline sur ordonnance médicale en pharmacie partiellement remboursé","WHO European Region"
"95","Madagascar","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"96","Malaysia","Public clinics, public hospitals, private clinics, public hospitals and retails pharmacy. The medication must be prescribed by doctors, dentists or pharmacists.","Answer not provided","The NRTs and Varenicline is available within the “Quit Smoking Services” rendered at the Primary Health Care Centres as all the medications are enlisted within the MOH National Drug Formulary No.3/2011. However all forms of NRT and Varenicline is also available at all registered pharmaceutical companies and pharmacists in Malaysia.","WHO Western Pacific Region"
"97","Maldives","Through pharmacies, and under social insurance scheme","Through pharmacies, and under social insurance scheme","Answer not provided","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"99","Malta","From pharmacies.  NRTs are available over the counter whereas the other medications require presentation of a medical prescription","Dispensed from local pharmacies on presentation of a medical prescription.","From local pharmacies on presentation of a medical prescription","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"102","Mauritius","In pharmacies all around the island","In pharmacies.","In pharmacies.","WHO African Region"
"103","Mexico","Hay escases de terapia de sustitución de nicotina (parches y goma de mascar de nicotina), sin embargo, son de libre acceso en farmacias. Los demás productos como vareniclina y bupropión son con receta médica espedida por un especialista.","Answer not provided","Hospitales. clínicas y farmacias del sector público y CAPAS","WHO Region of the Americas"
"104","Micronesia (Federated States of)","From the hospital and private clinics and pharmacies","From the hospital and private clinics and pharmacies","Answer not provided","WHO Western Pacific Region"
"105","Mongolia","NRT purchased in Drugstore, included in list of Essential Medicine","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","At the pharmacy one can get medicines on recipe of a GP.
At the drugstor one can get nicotine patches.","At the pharmacy one can get medicines on recipe.
At the drugstor one can get nicotine patches.","Nicotine replacement therapy can be bought legally at pharmacies and drug stores.","WHO European Region"
"112","New Zealand","Nicotine Replacement Therapy (NRT) products - patches, gum etc. - are fully subsidised through the government funded Quitline and other approved providers, as well as through a prescription from a medical practitioner. NRT products are also available over the counter. The other products listed - bupropion, varenicline and nortriptyline, are only available through a prescription from a medical practitioner.  While NRT, bupropion, varenicline and nortriptyline are fully subsidised, there is a $5 prescription co-payment payable by the smoker for each product.","NRT products - patches, gum etc. are available free of charge through the government funded Quitline, Aukati kaipaipa and other approved providers, as well as through a prescription from a medical practitioner.  NRT products are also available over the counter.  The other products listed - bupropion, varenicline and nortripline, are only available through a prescription from a medical practitioner.  Although the products themselves are free of charge, there is a $5 prescription co-payment.","NRT products - patches gum etc. are available free of charge through the government funded Quitline Aukati kaipaipa and other approved providers as well as through a prescription from a medical practitioner. NRT products are also available over the counter. The other products listed - bupropion varenicline and nortripline are only available through a prescription from a medical practitioner. Although the products themselves are free of charge there is a $5 prescription co-payment.","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Pharmaceutical stores and hospitals","Pharmaceutical stores and hospitals","Pharmacy outlets","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Nicotine replacement therapy is sold over the counter, also in retail stores etc and not only in pharmacies. Bupropion and Varenicline are only sold in pharmacies, by prescription only.","Nicotine replacement therapy is sold over the counter, also in retail stores etc and not only in pharmacies. Bupropion and Varenicline are only sold in pharmacies, by prescription only.","Nicotine replacement therapy is sold over the counter also in retail stores etc and not only in pharmacies. Bupropion and Varenicline are only sold in pharmacies by prescription only.","WHO European Region"
"118","Oman","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Pharmacy","Pharmacy","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Currently from Ministry of Health pharmacy, 1 private pharmacy and 1 general department store.","Currently from Ministry of Health pharmacy, 1 private pharmacy and 1 general department store.","Private pharmacies and 1 general department store","WHO Western Pacific Region"
"121","Panama","Los productos farmacéuticos se pueden adquirir mediante prescripción médica (receta) en  las farmacias de las instalaciones de salud pública ambulatoria y hospitalaria del país donde se han establecido y funcionan las clínicas de cesación de tabaquismo. En la actualidad hay 45 clínicas. Los usuarios de estas clínicas reciben los medicamentos de manera gratuita, así como algunos exámenes, lo que el paciente debe cubrir es mínimo.

En las farmacias privadas el interesado debe asumir  los costos totales del tratamiento.","Los productos farmacéuticos se pueden adquirir mediante prescripción médica (receta) en  las farmacias de las instalaciones de salud  pública ambulatoria y hospitalaria del país donde se han establecido y funcionan las clínicas de cesación de tabaquismo (de manera gratuita). En la actualidad hay 35 clínicas. Los medicamentos son gratuitos, así como algunos exámenes, lo que el paciente debe cubrir es mínimo.

En las farmacias privadas el interesado debe asumir  los costos totales del tratamiento.","En las farmacias de las instalaciones de la red ambulatoria y hospitalaria del país donde se han establecido clínicas de cesación de tabaco. En la actualidad hay 36 clínicas. Los medicamentos son gratuitos. así como algunos exámenes. lo que el paciente debe cubrir es mínimo.
En las farmacias privadas el interesado debe cubrir los costos totales del tratamiento","WHO Region of the Americas"
"122","Papua New Guinea","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"123","Paraguay","Answer not provided","Answer not provided","El Bupropion es la droga utilizada en el proceso de rehabilitación del paciente fumador. No es de fácil acceso ya que solo se cuenta. con los mismos. en la capital del país. Son adquiridas bajo receta. no todas las farmacias cuentan con la droga.","WHO Region of the Americas"
"124","Peru","Farmacias comerciales del país.","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Drug stores identified in the Philippine Drug Formulary.","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","In pharmacies","In pharmacies","In pharmacies","WHO European Region"
"127","Portugal","Answer not provided","Answer not provided","Pharmaceutical products for smoking cessation are purchased in pharmacies. Nicotine replacement products can also be purchased in health spaces or shops without medical prescription. Varenicline and bupropion needs a medical prescription. Any of these products are financial subsidized or reimbursed by the National Health Service.","WHO European Region"
"128","Qatar","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","*(Public Health Centre) National Smoking Cessation Clinic currently in service 
- Offering free advice and counselling service, with provision of NRT-gum, patch (up to 12 weeks per person) 

*(Hospitals & Clinics) Clinics and hospitals are registered for smoking cessation service and equipped to handle and provide advice and counselling on smoking cessation, NRT and prescription, medical expenses, including medication are fully covered.

*(Specialized Centres) By designating 18 community-based smoking cessation clinics(April 29th, 2015) within a central proximity of the regionally delegated hospital, services such as public relations and promotion, education, and comprehensive treatment of smoking cessation is provided for the local population.
-As part of the smoking cessation program for long-term/heavy smokers, financial expenses for pharmaceutical products are partially covered and fully covered for the low-income groups.

*(Smoking cessation services for military men and riot policemen) As the Republic of Korea enforces a mandatory military service, smoking cessation services has been implemented since 2009 to combat the temptation to light up due to the stress during service term.
-During first 5-week period, non-smoking is mandatory. After then, during the following service term, assistance regarding smoking cessation in terms of counselling, NRTs, smoking prevention education and even medication for long-term/heavy users are provided at their own request, free of charge.","*(Public Health Centre) National Smoking Cessation Clinic currently in service 
- Currently offering advice and counselling in conjunction with a six-week rehabilitation program including NRT-gum, patch (free of charge) and relevant medication (providing on-demand prescription of preference, including Bupropion and Varenicline, to be purchased at a local pharmacy).

*(Hospitals & Clinics) Currently, 130 clinics and hospitals are registered for smoking cessation service and equipped to handle and provide advice and counselling on smoking cessation, NRT and prescription, medical expenses, including medication is initially partially covered by health insurance, yet the third and consequent visitations are fully covered.

*(Specialized Centres) By designating 18 community-based smoking cessation clinics(April 29th, 2015) within a central proximity of the regionally delegated hospital, services such as public relations and promotion, education, and comprehensive treatment of smoking cessation is provided for the local population.
-As part of the smoking cessation program for long-term/heavy smokers, medication is provided, initially at their own expense.

*(Smoking cessation services for military men and riot policemen) As the Republic of Korea enforces a mandatory military service, smoking cessation services has been implemented since 2009 to combat the temptation to light up due to the stress during service term.
-During the service term, assistance regarding smoking cessation in terms of counselling, NRTs, smoking prevention education and even medication for long-term/heavy users are provided at their own request, free of charge.","In regards to affordability of pharmaceutical products for ? treatment of tobacco dependence it should be considered that since 2005 government has offered National Smoking Cessation Clinic service at the community health centre throughout the nation which provides visitors with successive consultation up to 9 times within 6 months via telephone e-mail and SMS. Also the service offers medications for up to 6 week-dosage such as NRT gum NRT lozenge for free while it gives prescriptions to those who want to purchase medications including Bupropion Varenicline and Nortriptyline at pharmacy at their own expense.","WHO Western Pacific Region"
"130","Republic of Moldova","Answer not provided","Answer not provided","In pharmacies of the Rep. of Moldova","WHO European Region"
"131","Romania","Report not provided","Report not provided","Pharmacies; OTC (for nicotine-based medication) by prescription (for varenicline and bupropion","WHO European Region"
"132","Russian Federation","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","At the private pharmacies by request and prescription","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","In pharmacies.","In pharmacies.","Report not provided","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Answer not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","- المملكه توفرpatchs and lozynges and varenicline and Bupropion مجانا لجميع الراغبين في الاقلاع","- المملكه توفرpatchs and lozynges and varenicline مجانا لجميع الراغبين في الاقلاع","Nicotine substitutes and bupropion are available from pharmacies and there are also free treatments of nicotine substitutes in smoking cessation clinics affiliated to the ministry.","WHO Eastern Mediterranean Region"
"141","Senegal","Dans les officines et pharmacie. mais un projet est en cours entre la Direction de la Prévention du MSAS et la Pharmacie nationale dApprovisionnement (PNA) afin quelle les prévoit dans leur commande.","Answer not provided","On peut acheter légalement ces produits sur prescription d’un médecin et dans une pharmacie","WHO African Region"
"142","Serbia","NRT and Cytisine are OCT and can be purchased in all pharmacies without the prescription. For Bupropion a physicians prescription is needed.","NRT and Cytisine are OCT and can be purchased in all pharmacies without the prescription. For Bupropion a physicians prescription is needed.","NRT and Cytisine are OCT and can be purchased in all pharmacies without prescription. For Bupropion a physician''s prescription is needed. During 2012 some quantities of pharmacological products for treatment of tobacco dependence were distributed to the cessation centres free of charge through the National Committee for Tobacco Prevention and the National Office for Smoking Prevention.","WHO European Region"
"143","Seychelles","A unit on NCD in ministry of health provides advice and NRT  to smokers willing to quit .  Since 2009, nicotine replacement therapy is available in most private pharmacies in Seychelles","A unit on NCD in ministry of health provides advice and NRT when available to smokers willing to quit .  Since 2009, nicotine replacement therapy is available in most private pharmacies in Seychelles","Since 2009 nicotine replacement therapy is available in most private pharmacies in Seychelles.","WHO African Region"
"144","Sierra Leone","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
