"","Party","2018","2016","2014","Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","Report not provided","To categories the reporting instruments into Regional aspects.  For example - WPRO, AMRO, EURO Region etc.....: all countries under each region could have it own reporting instrument.  And another suggestion, if the regional office could table the global report to the main office in Geneva, where each country under each WHO Regional office can submit the report straight to the Regional WHO office that is responsible for these countries.","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Report not provided","If you are working on-line on this questionnaire for a too long time, entered data could not be stored and are lost.","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Report not provided","Answer not provided","Some specific questions on regulation of Electronic Nicotine Delivery Systems (e.g. electronic cigarettes) could be involved in relevant parts (advertisement sale to minors etc.). A possibility to add notes or explanations should be given at each closed-ended question.","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","Se han encontrado problemas para activar las macros y obtener el documento en Word, además de tener el link con el que llenar el cuestionario online.
Además, problemas para añadir cuadros con información, con la intención de transmitirla de manera adecuada, sencilla y clara. 
Finalmente, en la pregunta B12 (Prevalencia del consumo de tabaco para fumar en la población adulta por grupos de edad) cabe mencionar que no permite establecer decimales; por lo tanto, los datos contestados no corresponden exactamente a los de la fuente mencionada. Es por ello, que se recomienda para siguientes encuestas, permitir contestar con decimales.","Contar en idioma español. todos los documentos principales y de apoyo. así como las capacitaciones en línea para facilitar la preparación del informe.
En algún ítem como el 3.2.7.2.. las posibilidades de respuesta en ciertos acápites no excluyen a las Partes que hayan respondido NO en el ítem previo (prohibición total de publicidad. promoción y patrocinio). Detalles como este pueden ser depurados para el instrumento en el futuro","WHO Region of the Americas"
"50","Egypt","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Answer not provided","En el llenado de este formulario participaron delegados de estas instituciones: Comisión Nacional de Adicciones; Instituto Salvadoreño del Seguro Social. Policía Nacional Civil. Ministerio de Hacienda por medio de la Dirección de Aduanas Terrestres. Ministerio de Salud por medio de la UDAT y Fondo Solidario para la Salud (FOSALUD). Los talleres para la compilación de la información y su posterior análisis fueron realizados por FOSALUD","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","NO HAY","Report not provided","WHO African Region"
"53","Estonia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Report not provided","This new technical system for filling the questionnaire is much better than the previous one, thank you!","We have the same suggestion than last year. The questionnaire should be shortened and made more concise. In this format it is too long and detailed. It would be more practical to use mainly multiple-choice questions which would also make it easier to compare the answers between countries.","WHO European Region"
"58","France","Report not provided","Answer not provided","Une version informatique plus simple d’utilisation","WHO European Region"
"59","Gabon","Report not provided","aucune","Answer not provided","WHO African Region"
"60","Gambia","Report not provided","we will suggest that the template be prepared and sent as an attachment so that it can be filled even in the absence of good internet connection because not all countries are opportune to have good internet connections.","THE REPORTING TOOL IS USER FRIENDLY","WHO African Region"
"61","Georgia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"62","Germany","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"65","Grenada","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Linstrument de notification devrait être plus simplifié de façon a ce que toute information demandée soit utile pour construire un indicateur pertinent.
Je propose que cet instrument soit harmonisé a travers limplication des points focaux des différents pays.","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Report not provided","Ningún. todo bien y muchas gracias por tomarnos en cuenta. Un abrazo fraternal desde Honduras.","Con mucho gusto responderemos los próximos instrumentos de presentación de informes. de antemano muchas gracias por parte del IHADFA por su atención a la presente.","WHO Region of the Americas"
"71","Hungary","Report not provided","We recommend for consideration to fill in a questionnaire to assist countries in the previous report data, displaying responses in the report as a possible answer to a specific question in the questionnaire.","Answer not provided","WHO European Region"
"72","Iceland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","Answer not provided","In order to facilitate in responding to the questions with regards to the guidelines of the convention it would be better if the Secretariat provide areas relevant to the guidelines in a format like other sections of the reporting instrument 
The other issue is about the period of reporting which is not as long as we need to collect data from relevant agencies so it is suggested to increase the period to at least 6 month.","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"79","Jamaica","Report not provided","You could consider implementing a system whereby the information inserted on each page can be saved while working on the said page/section. The session currently times out too quickly and this allows for loss of data and delay in completion.","Reduce the length of the instrument. Make the instrument more accessible with an online version.","WHO Region of the Americas"
"80","Japan","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Report not provided","Answer not provided","The Reporting tool could be amended to reflect previous reports to facilitate easy updates instead of filling it up all once again. It also helps when a new person is reporting.","WHO African Region"
"84","Kiribati","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Форма отчетности очень большая, возможно следует  сократить, а отдельные под вопросы включить  дополнительный вопросник","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","The report format is not friendly.","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Report not provided","Envoyer à temps les questionnaires par exemple pour  un délai de trois mois.","SIMPLIFIER L’USAGE DU LOGICIEL SURTOUT SUR LE TABLEAU DE LA FISCALITE DES PRODUITS DU TABAC","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","Report not provided","Answer not provided","The reporting instrument is not very user friendly. Perhaps a web-based tool that is compatible with multiple platforms will ease the technical issues related to the instrument such as issues related to macros and also version compatibility.","WHO South-East Asia Region"
"98","Mali","Report not provided","Il faut penser appuyer les responsables puisquil faut des déplacement  et contacter dautres personnes pour des questions précises.","Answer not provided","WHO African Region"
"99","Malta","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Report not provided","-","Answer not provided","WHO African Region"
"102","Mauritius","Report not provided","It is a very powerful and user friendly reporting instrument..","It is an excellent report instrument.","WHO African Region"
"103","Mexico","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided","Shorten this reporting. When it is too time consuming there is a tendency of losing the energy to provide the relevant responses","Instrument is okay","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Report not provided","Instrument had been has improved but we think that access should be facilitated.","Answer not provided","WHO European Region"
"107","Myanmar","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Allow countries to identify areas of the responses required that are not relevant to their context with a note box for explanation of reasons why the country considers the specific area not relevant, or to detail alternative measures","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Reporting instrument is fine.","WHO South-East Asia Region"
"111","Netherlands","Report not provided","- More optional questions about national measurements to come to a worldwide landscape.","We''ve experienced difficulties in working in this document ourselves and also with sharing this document with our counterparts. The security settings made it difficult to for instance add tables. Also as can be seen in 2.8.3 sometimes words disappear in the fixed table within the document. Perhaps measures can be taken to make it easier to work in this document?","WHO European Region"
"112","New Zealand","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Report not provided","Reporting tool is not user friendly, cumbersome and choked with so many items at a time.","Make the reporting format SMART","WHO African Region"
"116","Niue","Report not provided","Report not provided","Consider a short version of the questionnaire.","WHO Western Pacific Region"
"117","Norway","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"118","Oman","Report not provided","توجد كثر من العوائق 
الرجاء الاتصال بنا","Create an online form and also ensure that information from previous reports is included in the form.","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","With this online instrument, last reported data should be available.","MCQs should be added in addition to dichotomous questions.","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","This revised/current reporting instrument is great, however, instead of a link sent on an email reminder, a website with username and password provided to all member countries could be better.  Also, a save button along with the resume later button could be very useful too. Both suggestions are good for countries like us with slow internet connection. It makes it easier for us to log in to the site whenever possible, and make necessary edits to any parts of it, or continue on any sections that we left blank. 

It would also be helpful if the % of survey completed was updated each time a response is entered and is relevant to the whole survey, not just certain sections.

With this new instrument, we experienced some difficulties - there were times that we had to restart all over again as we were not prompted to the sections we left blank or to continue, and sometimes the page did not save the answers automatically - all of which is due to our slow internet connection. Thank you.","Answer not provided","WHO Western Pacific Region"
"121","Panama","Report not provided","Revisar el Plan Nacional para el Control del Tabaco en Panamá. Quinquenio: 2014-2018 en
http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm

Se han adjuntado disposiciones legales vigentes relacionadas con los sistemas electrónicos administradores o no de nicotina, en la sección anterior ya que no se ha identificado posibilidades de hacerlo en esta.","Answer not provided","WHO Region of the Americas"
"122","Papua New Guinea","Report not provided","Answer not provided","So far the instrument looks okay","WHO Western Pacific Region"
"123","Paraguay","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"124","Peru","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Report not provided","Please refer to separate document outlining our explanations on the suggestions.","Answer not provided","WHO Western Pacific Region"
"126","Poland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Report not provided","It is not easy to explain with detail all the legal dispositions. Perhaps only the major areas shoul be evaluated in a comparable way across the parties.
The criteria to fill in certain areas shoul be more clear in order to raise the comparability of data.","Answer not provided","WHO European Region"
"128","Qatar","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"130","Republic of Moldova","Report not provided","none","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Answer not provided","You must ask the question of agreements within the framework of the multi-country alliances","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Report not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Report not provided","Answer not provided","Added option does not apply to the questions 3.3.2.6 and 3.2.1.2.","WHO Eastern Mediterranean Region"
"141","Senegal","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"142","Serbia","Report not provided","Answer not provided","The use of questionnaire has been much improved since the last reporting in 2011. However it is still difficult and time consuming to open it.","WHO European Region"
"143","Seychelles","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"144","Sierra Leone","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"145","Singapore","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"147","Slovenia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"148","Solomon Islands","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"150","Spain","Report not provided","Posibilidad de descargar en formato Word las respuestas realizadas antes de enviarlas.
Posible error en pregunta C284: ""de salud"" dos veces.","Answer not provided","WHO European Region"
"151","Sri Lanka","Report not provided","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","Report not provided","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"154","Swaziland","Report not provided","Answer not provided","Report not provided","WHO African Region"
"155","Sweden","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"156","Syrian Arab Republic","Report not provided","Answer not provided","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"158","Thailand","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"160","Timor-Leste","Report not provided","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"162","Tonga","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"163","Trinidad and Tobago","Report not provided","While the online format is an improvement, the instrument is still tediously long.  Consideration should be given to the shortening the instrument, or reformatting it to allow the reporter to use the previously submitted report, and only comment on the things that have changed.","Answer not provided","WHO Region of the Americas"
"164","Tunisia","Report not provided","Answer not provided","Ce questionnaire est redu très facile grâce au document ''marche à suivre pour répondre aux questions….''.","WHO Eastern Mediterranean Region"
"165","Turkey","Report not provided","To proceed the coordination to fill this questionnaire by related institutions and ministries, to receive a word form of this survey will be very useful. After receiving the mentioned survey, it will be much easier to send and receive the answers of related official partners as well as having the final approval in MOH.","Answer not provided","WHO European Region"
"166","Turkmenistan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","Some sections are unrealistic in terms of required data which can only be informed by deliberate surveys.","Some sections are unrealistic in terms of required data which can only be informed by deliberate surveys.","WHO African Region"
"169","Ukraine","Report not provided","Add some questions on economics, like Consumer price index for tobacco products, etc","Answer not provided","WHO European Region"
"170","United Arab Emirates","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","1) For the survey to allow data from different years/ sources to be provided - the current drop down system only permits a single response. For example B11A, the prevalence data is from 2014 but the product consumption information is from 2013.  
2) More boxes required for question  B15, was unable to provide the full data breakdown of ethnicities available. 
3) Cannot print the form to review as the boxes cut of the responses.","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"173","Uruguay","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"175","Vanuatu","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"177","Viet Nam","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"178","Yemen","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"179","Zambia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","Report not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
