"","Party","2018","2016","2014","Region"
"37","Congo","Report not provided","None","Partially","WHO African Region"
"38","Cook Islands","None","None","None","WHO Western Pacific Region"
"39","Costa Rica","Fully","Fully","None","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","None","WHO African Region"
"41","Croatia","None","None","None","WHO European Region"
"42","Cyprus","Report not provided","None","Answer not provided","WHO European Region"
"43","Czech Republic","Partially","Partially","Partially","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Partially","Partially","None","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","None","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","None","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","None","Fully","Partially","WHO Region of the Americas"
"52","Equatorial Guinea","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","Partially","Partially","Partially","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","None","WHO Western Pacific Region"
"57","Finland","None","None","None","WHO European Region"
"58","France","None","None","Full","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","None","WHO European Region"
"62","Germany","Answer not provided","Answer not provided","None","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Partially","WHO European Region"
"65","Grenada","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Answer not provided","Answer not provided","None","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Fully","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Answer not provided","Answer not provided","None","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","None","WHO European Region"
"72","Iceland","None","None","None","WHO European Region"
"73","India","Report not provided","None","None","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","None","Fully","None","WHO Eastern Mediterranean Region"
"75","Iraq","Partially","Partially","Full","WHO Eastern Mediterranean Region"
"76","Ireland","Partially","Partially","Partially","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","None","None","None","WHO European Region"
"79","Jamaica","Fully","Fully","Partially","WHO Region of the Americas"
"80","Japan","None","None","None","WHO Western Pacific Region"
"81","Jordan","None","None","None","WHO Eastern Mediterranean Region"
"82","Kazakhstan","None","Report not provided","None","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","None","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","None","None","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","None","Partially","None","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","None","WHO Eastern Mediterranean Region"
"93","Lithuania","None","None","None","WHO European Region"
"94","Luxembourg","Partially","Partially","Full","WHO European Region"
"95","Madagascar","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"96","Malaysia","None","None","None","WHO Western Pacific Region"
"97","Maldives","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"99","Malta","None","None","None","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"102","Mauritius","Fully","Fully","Full","WHO African Region"
"103","Mexico","Partially","Answer not provided","Partially","WHO Region of the Americas"
"104","Micronesia (Federated States of)","None","None","Answer not provided","WHO Western Pacific Region"
"105","Mongolia","None","Report not provided","None","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Partially","Fully","Partially","WHO European Region"
"112","New Zealand","Fully","Fully","Full","WHO Western Pacific Region"
"113","Nicaragua","None","None","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Partially","Partially","Partially","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","None","None","None","WHO European Region"
"118","Oman","Answer not provided","Answer not provided","None","WHO Eastern Mediterranean Region"
"119","Pakistan","None","None","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Partially","Partially","Answer not provided","WHO Western Pacific Region"
"121","Panama","Fully","Fully","Full","WHO Region of the Americas"
"122","Papua New Guinea","Answer not provided","Answer not provided","None","WHO Western Pacific Region"
"123","Paraguay","Answer not provided","Answer not provided","Full","WHO Region of the Americas"
"124","Peru","Fully","Answer not provided","None","WHO Region of the Americas"
"125","Philippines","None","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","None","None","None","WHO European Region"
"127","Portugal","Answer not provided","Answer not provided","None","WHO European Region"
"128","Qatar","Partially","Partially","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Partially","Partially","None","WHO Western Pacific Region"
"130","Republic of Moldova","Answer not provided","Answer not provided","None","WHO European Region"
"131","Romania","Report not provided","Report not provided","Partially","WHO European Region"
"132","Russian Federation","Report not provided","Answer not provided","None","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","None","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","None","None","Report not provided","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Answer not provided","Report not provided","None","WHO African Region"
"140","Saudi Arabia","Fully","Fully","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","None","Answer not provided","Full","WHO African Region"
"142","Serbia","None","None","None","WHO European Region"
"143","Seychelles","Partially","Partially","None","WHO African Region"
"144","Sierra Leone","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"145","Singapore","Partially","Partially","Partially","WHO Western Pacific Region"
"146","Slovakia","Report not provided","None","None","WHO European Region"
"147","Slovenia","None","None","None","WHO European Region"
"148","Solomon Islands","None","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","None","None","None","WHO African Region"
"150","Spain","None","None","Answer not provided","WHO European Region"
"151","Sri Lanka","Answer not provided","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","Answer not provided","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","None","None","None","WHO Region of the Americas"
"154","Swaziland","Report not provided","Fully","Report not provided","WHO African Region"
"155","Sweden","Partially","Partially","Partially","WHO European Region"
"156","Syrian Arab Republic","Answer not provided","Answer not provided","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"158","Thailand","None","None","None","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","None","None","None","WHO European Region"
"160","Timor-Leste","Partially","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Answer not provided","Answer not provided","None","WHO African Region"
"162","Tonga","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"163","Trinidad and Tobago","Fully","Fully","Partially","WHO Region of the Americas"
"164","Tunisia","None","None","None","WHO Eastern Mediterranean Region"
"165","Turkey","Fully","Fully","Partially","WHO European Region"
"166","Turkmenistan","None","Answer not provided","None","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"169","Ukraine","None","None","None","WHO European Region"
"170","United Arab Emirates","Answer not provided","Answer not provided","Partially","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Fully","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Answer not provided","Answer not provided","None","WHO African Region"
"173","Uruguay","Fully","Fully","Full","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","Answer not provided","None","WHO European Region"
"175","Vanuatu","Report not provided","None","None","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Full","WHO Region of the Americas"
"177","Viet Nam","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"178","Yemen","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"179","Zambia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
