"","Party","2018","2016","2014","Region"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","New Tobacco Control Law in the Federation of B&H enforced in 2011 enforced ban of sale to minors under age of 18 in line with international recommendations and FCTC requirements. Trade inspection services and Ministry of trade are responsible for monitoring of law enforcement 
 Law on prohibition of sale and use of tobacco products to persons under the age of 18 of the Republic of Srpska defined all measures regarding the sales of tobacco to the minors.","WHO European Region"
"21","Botswana","The draft tobacco control bill prohibits sale of single cigarettes and sale of tobacco products by street vendors.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","We have been discussing the need to develop research and actions aimed at responsible retailing, due to the advertisements being made at points of sale and also the issue of sales to minors. An important challenge to face is the proof of the majority of the consumer in the purchase of tobacco products. In addition to the lack of specific legislation, children and adolescents are not usually asked about their age at the time of purchase or a proof of age of majority is not required. In this way, access to tobacco products is made easier for young people.

There are bills in progress at the National Congressin that can be very important (if approved) for prevention of sale to minors, like PLS 236/2016 on the prohibition of the sale of cigarettes to persons under the age of 21.","xxx","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Prohibition of sales to and by minors has been enforced since 2008 through the Tobacco Order 2005.","Report not provided","Prohibition of sales to and by minors has been enforced since 2008 through the Tobacco Order 2005","WHO Western Pacific Region"
"24","Bulgaria","Despite the existence in Bulgaria of strong national regulations banning the sale of cigarettes to minors during the last years, the 3 stages of GYTS Bulgaria demonstrate a large accessibility of tobacco products ever for 13-years old students. Age restrictions are difficult to enforce and are not effective unless they are supplemented by enforcement of very strict regulations, creating rationale that underpins them; lobby the community and suitable agencies to enforce the principles of and prosecute offenders of the law.","Answer not provided","The Tobacco and Tobacco Products Act
Article 30
(1) Tobacco products shall be sold by traders who hold a permit for the sale of tobacco products issued as per the terms and procedure laid down in the Excise Duties and Tax Warehouses Act. 
(2) The sale of tobacco products shall be forbidden:
1. within the territory of nursery and kindergartens schools school boarding houses medical and healthcare establishments;
2. to and by persons under 18;
3. with a broken consumer package except in cases of sale of manually rolled cigars;
4. without an invoice for the purchase of the tobacco products and a certificate of origin;
5. which do not meet healthcare requirements;
6. with defects which impair their consumer qualities;
7. without indication on the packaging of the mandatory consumer information in Bulgarian and the barcodes of the tobacco products of the Bulgarian or foreign producer;
8. without an excise band affixed thereto;
9. without statement of the prices of tobacco products at a place which is easily accessible to the customer and in an appropriate manner;
10. in bulk or by the piece and in open packages individual cigars or cigarillos without an excise band affixed thereto except in cases of sale of manually rolled cigars;
11. by vending machines for sale of tobacco products and from self-service counters.
12. for oral use;
13. if not compliant with the requirements for tar nicotine and carbon oxide contents;
14. in consumer packaging not compliant with the requirements for labelling marking and exterior design;
15. where the packaging contains text names trademarks or figurative or other signs defining a product as less harmful.
16. at sports and public events organized for children and pupils.
(3) Sale and marketing of tobacco products using information society services shall be prohibited.
(4) Production and sale of semi-manufactured products for filter cigarettes shall be prohibited.","WHO European Region"
"25","Burkina Faso","Le Burkina Faso vient délaborer un draft de texte relatif définition des conditions douverture et dexploitation des points de vente des produits du tabac. Le document est soumis à amendements en vue de sa validation.","Le Burkina Faso vient délaborer un draft de texte relatif définition des conditions douverture et dexploitation des points de vente des produits du tabac. Le document est soumis à amendements en vue de sa validation.","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Instructions ministérielles relatives aux: 
a.	Exigence d’informations sanitaires sur les produits du tabac ;
b.	Interdiction de la vente des cigarettes aux enfants et dans certains lieux publics.
c.	Interdiction de la publicité, la promotion et le parrainage par lindustrie de tabac.","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","L’absence d’une loi nationale constitue un frein à la mise en œuvre de cet article","WHO African Region"
"29","Canada","In order to protect youth from inducements to use tobacco products and the consequent dependence on them, the Government of Canada is further reducing the attractiveness of tobacco products by limiting the availability of menthol-flavoured tobacco products in Canada. To achieve this objective, the Government of Canada implemented in 2017 an Order Amending the Tobacco Act to prohibit the use of these menthol additives in the manufacture of cigarettes, blunt wraps and most cigars and their sale. This amendment will also mean that the prohibition on the promotion of menthol additives on tobacco product packaging will be applicable.","Answer not provided","In response to 3.3.2.5. while Canada does not have a federal prohibition. two Canadian territories. Yukon and Nunavut have legislation prohibiting candy or sweets that look like tobacco products. 
In response to 3.3.2.7. the federal Tobacco Act bans vending machines in public places except in a bar. tavern or beverage room that have a prescribed security mechanism.
Several provinces/territories go further. Ontario. Quebec. Nova Scotia. Prince Edward Island and Nunavut ban the sale of tobacco products through vending machines.","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","- en dehors des campagnes de sensibilisation à cet effet, il ya la mention vente interdite aux mineurs de moins de 18 ans sur les paquets de cigarette. Un décret dapplication de la loi 10 portant interdiction de vente par et pour les mineurs en cours dadoption.","Report not provided","Report not provided","WHO African Region"
"33","Chile","Ley 19.419  Art 4º Se prohíbe la venta de estos productos en aquellos lugares que se encuentren a menos de cien metros de distancia de los establecimientos de educación básica y media. La distancia se medirá desde cada puerta de acceso  de los respectivos establecimientos, por aceras, calles y espacios de uso público.","Ley 19.419  Art 4º Se prohíbe la venta de estos productos en aquellos lugares que se encuentren a menos de cien metros de distancia de los establecimientos de educación básica y media. La distancia se medirá desde cada puerta de acceso  de los respectivos establecimientos, por aceras, calles y espacios de uso público.","Ley 19.419 Art 4º Se prohíbe la venta de estos productos en aquellos lugares que se encuentren a menos de cien metros de distancia de los establecimientos de educación básica y media. La distancia se medirá desde cada puerta de acceso de los respectivos establecimientos. por aceras. calles y espacios de uso público.","WHO Region of the Americas"
"34","China","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","En la Ley 1335 de 2009 se establecen, en el Capítulo I, disposiciones sobre la venta de productos de tabaco a menores de edad: 

Artículo 2°. Prohibición de vender productos de tabaco a menores de edad. Se prohíbe a toda persona natural o jurídica la venta, directa e indirecta, de productos de tabaco y sus derivados, en cualquiera de sus presentaciones, a menores de dieciocho (18) años. En caso de duda, soliciten que cada comprador de tabaco demuestre que ha alcanzado la mayoría de edad. 

Parágrafo 1°. Es obligación de los vendedores y expendedores de productos de tabaco y sus derivados indicar bajo un anuncio claro y destacado al interior de su local, establecimiento o punto de venta la prohibición de la venta de productos de tabaco a menores de edad. 
Este anuncio en ningún caso hará mención a marcas, empresas o fundaciones de empresas tabacaleras; ni empleará logotipos, símbolos, juegos de colores, que permitan identificar alguna de ellas. 

Parágrafo 2°. Las autoridades competentes realizarán procedimientos de inspección, vigilancia y control a los puntos de venta, local, o establecimientos con el fin de garantizar el cumplimiento de esta disposición. 

Parágrafo 3°. Se prohíbe el uso de máquinas expendedoras o dispensadores mecánicos de productos de tabaco, en lugares y puntos de venta en los cuales hay libre acceso de los menores de edad. 

Se debe garantizar que los productos de tabaco no sean accesibles desde los estantes al público sin ningún tipo de control. 

Artículo 3°. Con el objetivo de salvaguardar la salud pública y evitar el acceso de menores de edad al tabaco y sus derivados, prohíbase la fabricación e importación de cigarrillos en cajetillas o presentaciones que contengan menos de diez (10) unidades. Parágrafo. A partir de los dos (2) años siguientes a la vigencia de la presente ley se prohíbe la venta por unidad de productos de tabaco o sus derivados. 

Artículo 4°. Se prohíbe la fabricación y comercialización de dulces, refrigerios, juguetes u otros objetos que tengan forma de productos de tabaco y puedan resultar atractivos para los menores.

De acuerdo con el Artículo 28 de la Ley 1335, las autoridades policiales realizarán procedimientos de inspecciones aleatorias de vigilancia y control de los puntos de venta, con el fin de garantizar el cumplimiento de esta disposición de la Ley. El incumplimiento de la normatividad dará lugar a las mismas penas establecidas en el Código Nacional de Policía, el Código de Infancia y Adolescencia y demás leyes vigentes que regulan las sanciones en esta materia.","En la Ley 1335 de 2009 se establecen, en el Capítulo I, disposiciones sobre la venta de productos de tabaco a menores de edad: 

Artículo 2°. Prohibición de vender productos de tabaco a menores de edad. Se prohíbe a toda persona natural o jurídica la venta, directa e indirecta, de productos de tabaco y sus derivados, en cualquiera de sus presentaciones, a menores de dieciocho (18) años. En caso de duda, soliciten que cada comprador de tabaco demuestre que ha alcanzado la mayoría de edad. 

Parágrafo 1°. Es obligación de los vendedores y expendedores de productos de tabaco y sus derivados indicar bajo un anuncio claro y destacado al interior de su local, establecimiento o punto de venta la prohibición de la venta de productos de tabaco a menores de edad. 
Este anuncio en ningún caso hará mención a marcas, empresas o fundaciones de empresas tabacaleras; ni empleará logotipos, símbolos, juegos de colores, que permitan identificar alguna de ellas. 

Parágrafo 2°. Las autoridades competentes realizarán procedimientos de inspección, vigilancia y control a los puntos de venta, local, o establecimientos con el fin de garantizar el cumplimiento de esta disposición. 

Parágrafo 3°. Se prohíbe el uso de máquinas expendedoras o dispensadores mecánicos de productos de tabaco, en lugares y puntos de venta en los cuales hay libre acceso de los menores de edad. 

Se debe garantizar que los productos de tabaco no sean accesibles desde los estantes al público sin ningún tipo de control. 

Artículo 3°. Con el objetivo de salvaguardar la salud pública y evitar el acceso de menores de edad al tabaco y sus derivados, prohíbase la fabricación e importación de cigarrillos en cajetillas o presentaciones que contengan menos de diez (10) unidades. Parágrafo. A partir de los dos (2) años siguientes a la vigencia de la presente ley se prohíbe la venta por unidad de productos de tabaco o sus derivados. 

Artículo 4°. Se prohíbe la fabricación y comercialización de dulces, refrigerios, juguetes u otros objetos que tengan forma de productos de tabaco y puedan resultar atractivos para los menores.

De acuerdo con el Artículo 28 de la Ley 1335, las autoridades policiales realizarán procedimientos de inspecciones aleatorias de vigilancia y control de los puntos de venta, con el fin de garantizar el cumplimiento de esta disposición de la Ley. El incumplimiento de la normatividad dará lugar a las mismas penas establecidas en el Código Nacional de Policía, el Código de Infancia y Adolescencia y demás leyes vigentes que regulan las sanciones en esta materia. Las sanciones por el incumplimiento de estas disposiciones se incluyen en el artículo 29 de la Ley de control de tabaco.","En la Ley 1335 de 2009 se establecen. en el Capítulo I. disposiciones sobre la venta de productos de tabaco a menores de edad: 
Artículo 2°. Prohibición de vender productos de tabaco a menores de edad. Se prohíbe a toda persona natural o jurídica la venta. directa e indirecta. de productos de tabaco y sus derivados. en cualquiera de sus presentaciones. a menores de dieciocho (18) años. En caso de duda. soliciten que cada comprador de tabaco demuestre que ha alcanzado la mayoría de edad. 
Parágrafo 1°. Es obligación de los vendedores y expendedores de productos de tabaco y sus derivados indicar bajo un anuncio claro y destacado al interior de su local. establecimiento o punto de venta la prohibición de la venta de productos de tabaco a menores de edad. 
Este anuncio en ningún caso hará mención a marcas. empresas o fundaciones de empresas tabacaleras; ni empleará logotipos. símbolos. juegos de colores. que permitan identificar alguna de ellas. 
Parágrafo 2°. Las autoridades competentes realizarán procedimientos de inspección. vigilancia y control a los puntos de venta. local. o establecimientos con el fin de garantizar el cumplimiento de esta disposición. 
Parágrafo 3°. Se prohíbe el uso de máquinas expendedoras o dispensadores mecánicos de productos de tabaco. en lugares y puntos de venta en los cuales hay libre acceso de los menores de edad. 
Se debe garantizar que los productos de tabaco no sean accesibles desde los estantes al público sin ningún tipo de control. 
Artículo 3°. Con el objetivo de salvaguardar la salud pública y evitar el acceso de menores de edad al tabaco y sus derivados. prohíbase la fabricación e importación de cigarrillos en cajetillas o presentaciones que contengan menos de diez (10) unidades. Parágrafo. A partir de los dos (2) años siguientes a la vigencia de la presente ley se prohíbe la venta por unidad de productos de tabaco o sus derivados. 
Artículo 4°. Se prohíbe la fabricación y comercialización de dulces. refrigerios. juguetes u otros objetos que tengan forma de productos de tabaco y puedan resultar atractivos para los menores.","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Le progrès accomplis c’est l’existence de la loi qui prend en compte tous ces items mais l’âge n’est pas déterminé. La loi interdit la vente de tabac et ses dérivés aux abords des établissements scolaires.","WHO African Region"
"38","Cook Islands","No change since the last report.","No change since the last report.","Retailers are aware and complying sales to and by minors","WHO Western Pacific Region"
"39","Costa Rica","Answer not provided","Answer not provided","La Ley 9028 contempla la prohibición de ventas a menores y por menores","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","L’avant-projet de loi prend en compte cet aspect.","WHO African Region"
"41","Croatia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","No progress made in this Article. In the new proposed legilation it will be illegal to sell packs of cigarettes with less than 20 items and regarding roll-your-own tobacco no less than 30grms. This will ensure that no low cost tobacco is available for purchasing by children.","At the new amendment of the national legislation there is a provision for prohibiting the sale of cigarette individually or in small packets.","WHO European Region"
"43","Czech Republic","On 31st May 2017 new Act No. 65/2017 Coll., on the protection of health against harmful effects of addictive substances, came into effect. This act replaced Act No. 379/2005 Coll.
New Act No. 65/2017 Coll. contains for example: 
•	stronger restrictions on the availability of tobacco products, smoking accessories, herbal products for smoking, electronic cigarettes (containing nicotine and nicotine-free), e.g. stricter regulation of the sale of tobacco products by vending machines*, alongside restrictions on the places where tobacco products, electronic cigarettes, etc. can be sold, and more stringent regulations on the distance sale of tobacco products and related products through a communication device (internet sale),
•	broadening of the range of control authorities and specification of their competencies in the area of the protection of health against addictive substances,
•	broadening of the definition of acts constituting an administrative offence and  more stringent penalties for certain administrative offences, e.g. for those who sell a tobacco products or related products to minors, etc.
*According to the section 3 subsection 3 act No. 65/2017 Coll. It shall be prohibited to sell tobacco products, smoking accessories, herbal products for smoking and electronic cigarettes through a vending machine unless it can be excluded that these products will be sold to a person under 18 years of age; for this purpose, the seller selling through a vending machine shall verify the age of the buyer by means of a designated person.","In June 2015, the Czech government approved a Draft Act on the protection of health against the harmful effects of addictive substances. This act will replace the Act No. 379/2005 Coll. Text of the draft act is publicly available online in English and other languages: http://ec.europa.eu/growth/tools-databases/tris/en/search/?trisaction=search.detail&year=2015&num=331).
The governmental Act was submitted to the Parliament of the Czech Republic and it is being in the legislative process in the Parliament of the Czech Republic - discussed as document No. 508 ( in the phase before the third reading in the Chamber of Deputies). 
The draft act contains for example: 
restrictions on the availability of tobacco products, smoking accessories, herbal products for smoking, electronic cigarettes (containing nicotine and nicotine-free) e.g. stricter regulation of  the sale of tobacco products by vending machines, alongside restrictions on the places where tobacco products, electronic cigarettes, etc. can be sold, and more stringent regulations on the distance sale of tobacco products and related products through a communication device,
a broadening of the range of control bodies and specification of their competencies in the area of the protection of health against addictive substances, 
a broadening of the acts constituting an administrative offence and  more stringent penalties for certain administrative offences, e.g. for those who sell a tobacco product to minors. etc.","The process of revision of the main relevant act (above mentioned act No. 379/2005 Coll.) started in 2013.This revision aims among others at strengthened enforcement (including enforcement of ban of sale of tobacco products to minors) improvement of legal clarity of some provisions etc. The draft bill which will replace act No. 379/2005 Coll. has already been under - under external consultation legislation procedure. Due to recent political changes in the Czech Republic (2nd half of 2013) the deadline for submission of the draft bill to the Government is postponed by the end of the year 2014.","WHO European Region"
"44","Democratic People's Republic of Korea","It is clearly laid down and is being implemented the Article No 24 of Law on Tobacco Control to prohibit sale to minors and students.","Report not provided","It is clearly laid down on Article No 29. of Law on Tobacco Control (Revised agenda) adopted in Nov 2011 and implemented.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","In 2004 the Parliament enacted a law prohibiting sale of tobacco products to minors under 16 years old. In 2008 the age limit was lifted to the age of 18. In 2013 the Parliament revised the law banning sale of tobacco products to young people under 18 with the aim to strengthen the enforcement measures.","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Documentation has been submitted for inclusion of article 16 in proposed tobacco legislation","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","Sensibilización a los propietarios de tiendas y micro mercados en la no venta de productos de tabaco a los menores de edad por parte de estudiantes de las Universidades.
Está planteado al Ministerio de Educación que los estudiantes del segundo año de bachillerato realicen dentro del Programa de Prevención. la sensibilización y veeduría de la no venta de cigarrillos a menores de 18 años por parte de los propietarios de las tiendas. 
Entrega de la Ley Orgánica para la Regulación y Control del Tabaco a los propietarios de tiendas y micro mercados como parte de la campaña de sensibilización.
Durante los operativos de monitoreo y control de la aplicación de la Ley Orgánica para la Regulación y Control del Tabaco que se realiza de manera conjunta entre el Comisario de Salud. Intendente de Policía. Policía Nacional se incluye a tiendas y micro mercados el cumplimiento del Art. 14.- Prohibiciones respecto de menores de 18 años.","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
