"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","Report not provided","Currently, we are working on updating Antismoking law, mainly to strengthen penalties on violators. In addition, e-cig and e-hooka are a big concern due to the huge global promotion of these products as being less harmful than the traditional tobacco products.","Our priorities are to reduce demand on tobacco products by implementing complete ban to tobacco products promotion advertisement and sponsorship also complete ban of sales to and by minors in addition to reduce illicit trade of tobacco products as much as possible","WHO Eastern Mediterranean Region"
"12","Bangladesh","Report not provided","A. Proper Implementation of pictorial health warning on all tobacco pack, B. Enhance taxation on tobacco, 
C. Strengthening National Tobacco Control Cell and establish NTCC as a regular revenue set up of Ministry of Health and Family Welfare","a. Introduce pictorial warning on the pack. b. Enhance tax on tobacco. c. Strenthening National Tobacco Control Cell.","WHO South-East Asia Region"
"13","Barbados","Report not provided","1. Packaging and labeling of tobacco products
2. Marketing and sponsorship","Priorities for implementation of the FCTC are enactment of legislation for packaging and labelling of tobacco products. This process has been started and it is expected that legislation will be brought to the Parliament by the end of 2014. In addition legislation to regulate the e-cigarette is also being prepared. The Cabinet of Barbados has agreed that e-cigarettes should be treated as the standard tobacco products including provisions for increased taxation regulations banning smoking in public places and the sale of tobacco to minors. Given the pervasiveness of the internet and social media which influence behavioural patterns in-country Barbados is interested in working with regional partners to develop a regional protocol to govern tobacco advertising promotion and sponsorship in accordance with Article 13. The Ministry of Health is exploring the feasibility of establishing a national coordinating mechanism to administer tobacco control policies. Specifically the Ministry of Health needs input form the Ministry of Finance and the Customs and Excise Department to develop a position on the Protocol on Illicit Trade in Tobacco given its complex nature. The Ministry of Health would welcome technical assistance from PAHO in this respect. Barbados if fully supportive of the implementation of the FCTC and will continue to work to implement its provisions and to participate in all regional and international fora on tobacco control. Barbados is also committed to the work of the COP to set the agenda for global tobacco control; however a request is made for consideration of funding to support such country participation. Barbados will continue to be a regional leader in tobacco prevention and control and the Government is giving consideration to hosting a sub-regional meeting on taxation and other demand reduction strategies in collaboration with PAHO.","WHO Region of the Americas"
"14","Belarus","Report not provided","Ограничение потребления табака путем информирования населения, участие в подготовке законопроектов, стимулирующих снижение потребления табака,  (Закон о рекламе, ГОСТ и др.), выполнение Концепции реализации государственной политики противодействия потреблению табака на 2011-2015 годы и Комплексного плана мероприятий по борьбе против табакокурения на 2011-2015 годы.","Restricting tobacco consumption by informing the public participation in the preparation of legislation incentives for reducing tobacco consumption (Law on Advertising GOST etc.) implementation of the Concept implementation of the state policy on combating tobacco consumption in 2011-2015 and comprehensive action plan for the fight against tobacco smoking for 2011-2015.","WHO European Region"
"15","Belgium","Report not provided","In annex, you will find a tobacco strategy that has just been endorsed by our government. 
Main objective: to reduce prevalence quicker than the current declines trough : increasing tax, make stop treatments more accessible, implement plain pack, banning smoking in cars with young people, increase controls of the legislation (hiring new inspectors).","Le priorités dépendront du prochain gouvernement qui sera mis en place après les élections du 25 mai 2014","WHO European Region"
"16","Belize","Report not provided","The adoption of the National Tobacco Control Bill will come to assist in the implementation of the WHO FCTC in Belize.","Medium to Low","WHO Region of the Americas"
"17","Benin","Report not provided","Réduction de loffre et de la demande du tabac
augmenter les taxes sur le  tabac
mise en place des images sur les paquets
encourager la recherche sur le tabac
Interdiction de fumer dans les lieux à usage collectif
interdiction totale de la publicité en faveur du tabac
interdiction de la vente aux mineurs et par les mineurs","lutter contre linterférence de lindustrie du tabac dans les politiques de santé publique
adoption dune nouvelle loi antitabac conforme aux directives de la CCLAT
vulgarisation et application de cette loi
interdiction formelle de fumer dans les lieux à usage collectif
offre de soins sevrage tabagique aux fumeurs qui veulent arrêter
renforcer la sensibilisation de toutes les cibles sur les méfaits du tabagisme
mise en application du protocole de lutte contre le commerce illicite du tabac","WHO African Region"
"18","Bhutan","Report not provided","Tobacco Cessation efforts and Aggressive anti tobacco campaigns","Priorities are:
Intensify IEC and advocacy and implement sustained public awareness campaigns. 
Operational research and surveys to strengthen programme understanding and management. 
Capacity building at district and national level for effective implementation of Tobacco Control Act and FCTC provisions.
 Build capacity on tobacco cessation services and establish cessation facilities.","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Report not provided","Improvement of legislation 
More effective inspection services 
Increasing  of cessation services 
Public information campaigns 
Strengthening of intersectorial  cooperation in FCTC implementation 
International collaboration with Parties","Harmonisation of national legislation with FCTC inspection services and penalties ETS exposure and work with hospitality sector cost-benefit analysis of smoking prevention and cessation services international collaboration. Enfor??ment of tobacco control legislation in the Republic of Srpska advocacy for succesfull implementation of programs and plans organization of smoking prevention campaigns improvmentof access to tobacco cessation services.","WHO European Region"
"21","Botswana","Report not provided","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Report not provided","- Establish a tax-based mechanism to fund tobacco control policies and to compensate public health costs from tobacco consumption. 
- Support and monitor legislative proposals requiring cigarette plain packaging. 
- Pursue a national legislation to ban exhibition of cigarette packages at points of sale.
- Sustain existing nationwide regulation to ban the use of additives in cigarettes, by contributing to revert the Supreme Court suspension of the Brazilian Health Surveillance Agency’s (ANVISA) 2012 landmark resolution on this topic.
- Strengthen the national program of tobacco production diversification.
- Implement article 5.3 and its policies in different government sectors.","- Regulation of national 100% smoke free legislation.
- Strengthen the national program of tobacco production diversification.
- Implement FCTC obligations in national policies for consumer protection. agriculture. women and environment.- National research agenda that meets the national objectives of the FCTC.- Implement article 5.3 and its policies in different government sectors.
- Define funds from the Ministries for activities of FCTC implementation.
- Evaluate measures to prevent packages to continue being used as advertising.
- Elaborate the 4th group of health warnings in tobacco advertising and packs.","WHO Region of the Americas"
"23","Brunei Darussalam","Report not provided","Report not provided","Packaging and labelling of tobacco products
Protection from exposure to tobacco smoke
Sales to and by minors
Education communication training and public awareness
Tobacco dependence treatment
Illicit trade in tobacco products","WHO Western Pacific Region"
"24","Bulgaria","Report not provided","Answer not provided","Ministry of Health (MoH) implements the National program for prevention of chronic non-communicable diseases 2014-2020 in Republic of Bulgaria.
Under the jurisdiction of The Ministry of Health are the articles 4 5 7 8 11 12 14 19 20 21 and 22. The Ministry of Health is coordinating institution about the implementation of WHO Framework Convention on Tobacco Control (FCTC) in Republic of Bulgaria.
Ministry of Finance and the Customs Agency are competent institutions about: art. 6 15 of FCTC. Customs Agency s directly responsible for implementation of art. 15.
Ministry of Economy and Energy are responsible to implementation Article 11 13 and 16 of FTCT.
Ministry of Agriculture and Foods is competent institution art. 9 10 17 and 18 of FCTC.
Tobacco and Tobacco Products Institute is a member of the Agricultural Academy - Ministry of Agriculture and Food.","WHO European Region"
"25","Burkina Faso","Report not provided","Lapplication effective des lois, décrets et arrêtés adoptés et/ou signés pour la lutte antitabac;
Lorganisation dune campagne multimédia pour sensibiliser les populations;
Lapplication des messages et images davertissement sanitaires sur les paquets de cigarettes vendues au Burkina Faso;
Le relèvement des taux de taxation sur les produits du tabac en conformité avec la directive de lUEMOA:
Ladoption du texte règlementaire sur les conditions douverture et dexploitation des points de vente au Burkina Faso;
L’adoption du décret sur la mise en place dun fonds national de lutte antitabac;
La formation des acteurs
Le financement et la mise en œuvre du plan stratégique national 2016-2020 pour la lutte antitabac au Burkina Faso","L’augmentation des prix des produits du tabac à travers la hausse des taxes ;
L’organisation d’une vaste campagne multimédia de communication et de sensibilisation sur le tabagisme ;
L’application effective des dispositions de la loi antitabac de 2010 et des trois décrets d’application ;
L’adoption de l’arrêté interministériel sur le conditionnement et l’étiquetage ;
L’adoption du décret portant définition des points de vente des produits du tabac ;
L’adoption de l’arrêté portant création d’un fonds national pour la lutte antitabac au Burkina Faso ;
Le renforcement des compétences des acteurs de la lutte antitabac ;
La ratification du protocole pour éliminer le commerce illicite sur les produits du tabac par l’assemblée nationale ;
L’élaboration du nouveau plan stratégique 2014-2018.","WHO African Region"
"26","Burundi","Report not provided","-Adopter la loi portant production, commercialisation et consommation des produits du tabac au Burundi
-Signer et ratifier le protocole sur le commerce illicite des produit du tabac; 
-Allouer des ressources suffisantes pour la lutte antitabac ;
-Mener une étude denvergure nationale sur la prévalence du tabagisme(GATS,GYTS )
-Renforcer le contrôle/limiter le flux des produits du tabac admis en franchise des droits et taxes (Cas des Ambassades et des Systèmes des Nations Unies) ;
-Elaborer un plan d’action de la commission chargée de la lutte contre le commerce illicite des produits du tabac.
-Le renforcement des capacités pour la mise en place des services daddictologie
-Appuyer dans laccréditation des services daddictologie
-continuer à informer ,éduquer et communiquer sur  les conséquences du tabagisme
-Développer les outils de communication
-Accroitre le partenariat dans la lutte contre le tabagisme","Report not provided","WHO African Region"
"27","Cambodia","Report not provided","Report not provided","Article 11. Article 13. Article 12. 14 and Article 6","WHO Western Pacific Region"
"28","Cameroon","Report not provided","Faire adopter et promulguer une Législation nationale sur le contrôle du Tabac
Élaborer un document de stratégie nationale antitabac
Renforcer le mécanisme de coordination nationale antitabac
Faire ratifier le protocole sur le commerce illicite des produits du tabac
Mise à jour des données factuelles sur lusage du tabac et des produits du tabac
Mettre en place les unités de prévention et de soins en addictologie dans les formations sanitaires","La mise en place d’un comité national le cas échéant d’un secrétariat technique en charge de la mise en œuvre des dispositions de la CCLAT et nouvelles directives","WHO African Region"
"29","Canada","Report not provided","Canada recognizes the importance of a comprehensive approach to tobacco control and remains committed to the implementation of the provisions of the FCTC, subject to sovereign right.

Canada continues to implement the FCTC through the Federal Tobacco Control Strategy (FTCS).
The FTCS has helped reduce smoking rates to an all-time low. The continued comprehensive and collaborative approach of the Strategy will help to preserve the gains of the past decade and continue the downward trend in smoking to reduce tobacco related death and disease among Canadians. 

To protect Canadians, especially young people, from the health consequences of tobacco use, Canada continues to focus on:

•	preventing children and youth from starting to smoke;
•	helping people to quit smoking; helping Canadians protect themselves from second-hand smoke; and
•	regulating the manufacture, sale, labeling and promotion of tobacco products by administering the Tobacco Act.

The Government of Canada will continue to implement and enforce a strict regulatory environment that limits the tobacco industrys ability to use marketing to attract new smokers, and will continue to inform Canadians about the health hazards of smoking.  This includes introducing plain packaging requirements for all tobacco products.

The 2012-17 Strategy places a specific emphasis on two groups with higher rates of smoking than most Canadians and on tobacco as a risk factor for serious disease.  Specifically, Health Canada is committed to working with First Nations and Inuit partners to take steps to reduce and prevent commercial tobacco use, and has launched a marketing awareness and outreach campaign in partnership with the Canadian Cancer Society, using popular channels like Facebook and Twitter, to get young people talking together about smoking, about quitting, and remaining smoke-free.

Canada remains a strong and committed global partner to reduce tobacco use. Canada will continue to follow and promote best practices set out in the Framework Convention on Tobacco Control. Canada will also cooperate on cross-border efforts to stop trafficking of illegal tobacco products. Canada will continue to participate in multilateral negotiations to develop international guidelines and respond to requests to share our expertise in tobacco control.","Canada has fully implemented the provisions of the FCTC. subject to sovereign right. and will continue to support the domestic and international principles and goals of the FCTC.
Canada continues to implement that FCTC through the Federal Tobacco Control Strategy (FTCS).
The FTCS has helped reduce smoking rates to an all-time low. The continued comprehensive and collaborative approach of the Strategy will help to preserve the gains of the past decade and continue the downward trend in smoking to reduce tobacco related death and disease among Canadians. 
To support this. the Government of Canada is investing over $230 million over the 2012-17 time period. To protect Canadians. especially young people. from the health consequences of tobacco use. the Strategy continues to focus on:
preventing children and youth from starting to smoke;
helping people to quit smoking; helping Canadians protect themselves from second-hand smoke; and
regulating the manufacture. sale. labeling and promotion of tobacco products by administering the Tobacco Act.


Under the renewed Strategy. the Government of Canada will continue to implement and enforce a strict regulatory environment that limits the tobacco industry''s ability to use marketing to attract new smokers. 

The Government of Canada will continue to inform Canadians about the health hazards of smoking.

The 2012-17 Strategy will place a specific emphasis on two groups with higher rates of smoking than most Canadians and on tobacco as a risk factor for serious disease. Specifically:

Health Canada is committed to working with First Nations and Inuit partners to take steps to reduce and prevent smoking. Under the renewed Strategy. funding will assist First Nations and Inuit communities to implement and strengthen tobacco control measures. 

Health Canada is launching a marketing awareness and outreach campaign in partnership with the Canadian Cancer Society. using popular channels like Facebook and Twitter. to get young people talking together about smoking. about quitting. and remaining smoke-free.


Canada remains a strong and committed global partner to reduce tobacco use. Canada will continue to follow and promote best practices set out in the World Health Organization''s Framework Convention on Tobacco Control. Canada will also cooperate on cross-border efforts to stop trafficking of illegal tobacco products. Canada will continue to participate in multilateral negotiations to develop international guidelines and respond to requests to share our expertise in tobacco control.

Funding is provided: to support Public Safety Canada''s efforts to monitor contraband tobacco activity; to the Royal Canadian Mounted Police to monitor contraband tobacco trafficking activities and the trans-border/trans-national movement of illicit tobacco products; and. to the Canada Border Services Agency to liaise with tobacco authorities at all levels and to monitor both national and global contraband tobacco","WHO Region of the Americas"
"30","Cape Verde","Report not provided","Élaboration du Plan stratégique national pour la lutte antitabac
Domestication de la Convention, par une loi nationale;
Adhésion au Protocol pour lElimination du Commerce Illicite du Tabac","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Report not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Report not provided","Las prioridades tienen relación con la mejora en la implementación de las advertencias sanitarias de productos de tabaco apuntando al desarrollo de un empaque genérico de productos además de prohibición de exhibición para no dar pie a posible acciones de publicidad de productos","Las prioridades durante el periodo tuvieron relación con la modificación a la ley de tabaco y la implementación y monitoreo del artículo 8° y 13° del CMCT. 
En cuanto a la Publicidad el Art 3ª ( ley 19.419) establece lo siguiente:
- Se prohíbe la publicidad del tabaco y de elementos de las marcas relacionados con dicho producto.. 
La prohibición indicada se extiende en los mismos términos y con los mismos efectos a la publicidad indirecta realizada por medio de emplazamiento. donde se muestra en medios de comunicación masiva el consumo de productos o marcas de productos hechos de tabaco. 
Del mismo modo. se prohíbe en programas transmitidos en vivo. por televisión o radio. en el horario permitido para menores. la aparición de personas fumando o señalando características favorables al consumo de tabaco. 
Asimismo. se prohíbe la publicidad en las señales internacionales de los medios de comunicación chilenos o de páginas de internet cuyos dominios correspondan a la terminación “punto cl”. 
Las compañías tabacaleras deberán informar anualmente al Ministerio de Salud el detalle de donaciones efectuadas. así como de los gastos en que incurran en virtud de convenios con instituciones públicas. organizaciones deportivas. comunitarias. entidades académicas. culturales y organizaciones no gubernamentales .
En cuanto a las prohibiciones Art 10º ( Ley 19.419) establece:
Se prohíbe fumar en los siguientes lugares: 
a) Todo espacio cerrado que sea un lugar accesible al público o de uso comercial colectivo. independientemente de quien sea el propietario o de quien tenga derecho de acceso a ellos. 
b) Espacios cerrados o abiertos. públicos o privados. que correspondan a dependencias de: 
1. Establecimientos de educación parvularia. básica y media. 
2. Recintos donde se expendan combustibles. 
3. Aquellos lugares en que se fabriquen. procesen. depositen o manipulen explosivos. materiales inflamables. medicamentos o alimentos. 
4. En las galerías. tribunas y otras aposentadurías destinadas al público en los recintos deportivos. gimnasios o estadios. Esta prohibición se extiende a la cancha y a toda el área comprendida en el perímetro conformado por dichas galerías. tribunas y aposentadurías. salvo en los lugares especialmente habilitados para fumar que podrán tener los mencionados recintos. 
c) Medios de transporte de uso público o colectivo. incluyendo ascensores Se prohíbe fumar en los siguientes lugares:","WHO Region of the Americas"
"34","China","Report not provided","履约重点领域和任务包括：（1）全面推行公共场所禁烟；（2）深入开展控烟宣传教育；（3）广泛禁止烟草广告、促销和赞助；（4）不断强化卷烟包装标识健康危害警示；（5）切实加强烟草税收、价格和收益管理；（6）建立完善烟草制品成分管制和信息披露制度；（7）有效打击烟草制品非法贸易；（8）积极提供戒烟服务；（9）加快建设烟草监测监控信息系统。","Performing in focus area and tasks including: (1) fully introduce public smoking ban; (2) in-depth controlled publicity and education; (3) widely prohibited tobacco advertising promotion and sponsored; (4) constantly strengthened cigarette packaging health warning; (5) practical strengthened tobacco tax and price; (6) established perfect tobacco products ingredients control and information disclosure system; (7) effective combat tobacco products illegal trade; (8) provide quit service; (9) accelerated construction tobacco monitoring information systems.","WHO Western Pacific Region"
"35","Colombia","Report not provided","- Fortalecer el sistema de seguimiento y monitoreo a la implementación del Convenio Marco y de las estrategias en control integral de tabaco que se plantean para el corto, mediano y largo plazo.
- Red de investigación en temas claves como: cultivos, publicidad de productos de tabaco, indicadores sociales y económicos sobre la producción de tabaco, seguimiento y monitoreo.
- Monitoreo de la interferencia de la industria tabacalera.
- Defensa jurídica.
- Fortalecimiento de la capacidad intersectorial del Estado colombiano para la toma de decisiones en el marco de la política de control integral de tabaco, así como la capacidad para hacer inspección, vigilancia y control de la implementación de la política.","- Fortalecer el sistema de seguimiento y monitoreo a la implementación del Convenio Marco y de las estrategias en control integral de tabaco que se plantean para el corto. mediano y largo plazo.
- Red de investigación en temas claves como: cultivos. publicidad de productos de tabaco. indicadores sociales y económicos sobre la producción de tabaco. seguimiento y monitoreo.
- Monitoreo de la interferencia de la industria tabacalera.
- Defensa jurídica.
- Fortalecimiento de la capacidad intersectorial del Estado colombiano para la toma de decisiones en el marco de la política de control integral de tabaco. así como la capacidad para hacer inspección. vigilancia y control de la implementación de la política.","WHO Region of the Americas"
"36","Comoros","Report not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","1. ladoption des textes dapplication de la loi 12-2012 du 4 juillet 2012 relative à la lutte antitabac;
2. la création dun programme de lutte antitabac au sein duquel évoluera plusieurs personnes;
3.lélaboration, la validation du plan stratégique multi sectoriel de lutte antitabac;
4. lacquisition dune ligne budgétaire de lutte antitabac;
5. la conception et l élaboration des directives relatives à la dépendance et au sevrage tabagique;
6.la formation des cadres financiers ( finance, douane, impôt, commerce) sur la mise en œuvre des articles 6 et 15 de la CCLAT;
7.le plaidoyer auprès des organisations et des institutions financières régionales et internationales à fournir une assistance financière au Congo pour la mise en œuvre de la CCLAT.","Nos priorités s’articulent au tour de l’adoption des textes d’application qui sera adopté au cours du conseil des ministres la réalisation d’une évaluation des besoins la création d’un programme de lutte antitabac et la ratification du protocole pour éliminer le commerce illicite","WHO African Region"
"38","Cook Islands","Report not provided","To finalize Cook Islands Amended Tobacco Products Control Bill.","Review tobacco act as per the needs assessment enforcement and monitoring site inspections for smoke free issues continue raising awareness about tobacco control programs.","WHO Western Pacific Region"
"39","Costa Rica","Report not provided","Acciones de abogacía a fin de que la Asamblea Legislativa apruebe el proyecto de ley para que la  ratificación del Protocolo de Comercio Ilícito de Productos del tabaco
Fortalecer las instituciones gubernamentales en sus esfuerzos por mejorar la salud pública mediante el diagnóstico, tratamiento y prevención de enfermedades asociadas al tabaquismo 
Estudios ambientales de las emisiones de productos del tabaco
Capacitación en regulación de los  aditivos en los  productos de tabaco  como el mentol, componente que se ha demostrado que aumenta la dependencia al tabaco
Mejorar control sobre publicidad de las compañías de tabaco a través de internet y las redes sociales.
Disminuir el hábito de fumar en el hogar y en los vehículos de uso privado donde se transportan niños
Implementar sistema de seguimiento y localización de los productos de tabaco y sus derivados, con la finalidad de identificar los puntos de desvío de las cajetillas para su distribución ilegal.
Fortalecer  las acciones de control, fiscalización y sanciones que se le asigna al Ministerio de Salud para el cumplimiento caval de  la Ley y su reglamento 
Implementar la aplicación del artículo 5.3 del CMCT","Asegurar la aplicabilidad de la Ley 9028 y ratificar el Protocolo de Comercio Ilícito de Productos de Tabaco del CMCT","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","-Ladoption dune loi antitabac
- Mise en place d’un mécanisme de Coordination formelle, multifactorielle, et pluridisciplinaire
-Renforcement d’un plan de communication et de formation des acteurs de la lutte antitabac 
-: mise en place des structures d’aide au sevrage du tabac, et inclusion  des médicaments de désaccoutumance au -tabac dans la liste des MEG","- ladoption dune loi nationale antitabac dont le processus a été entamé;
- ratification du protocole pour éliminer le commerce illicite des produits du tabac.
- la validation dun protocole national de sevrage tabagique et lintégration des activités de prise en charge des sujets dépendants à la nicotine dans les structures sanitaires. 
- renforcement des capacités des acteurs de la lutte antitabac","WHO African Region"
"41","Croatia","Report not provided","Implementation of the Protocol to Eliminate Illicit Trade in Tobacco Products
Adoption of the new Law on restricting the use of tobacco products - transposing Directive 2014/40/EU
Developing national treatment guidelines
Developing services in assisting smokers to quit (also malking NRT and related drugs more available)
Protecting the population from ETS, especially children and youth
Preventing children and youth from starting smoking
Promoting healthy life styles
Conducting media campaigns","Implementation of the Protocol to Eliminate Illicit Trade in Tobacco
Regulation of packaging and labelling of tobacco product – new rules
Regulating novel and emerging tobacco and related product
Developing national treatment guidelines
Developing services and telephone quit- lines in assisting smokers to quit
Protecting the population from ETS especially children and youth
Preventing children and youth from starting smoking","WHO European Region"
"42","Cyprus","Report not provided","Enforcement of National Legislation and promoting research on this topic.","Enforcement of EU and national legislation.","WHO European Region"
"43","Czech Republic","Report not provided","The implementation of  the Action plan for the area of tobacco control in the Czech Republic for the period 2015-2018 ;
The finalization of transposition of the new EU Tobacco Products Directive (2014/40/EU) into the national law of the Czech Republic; 
Finalization of legislative process of the Draft Act on the protection of health against the harmful effects of addictive substances, which will replace the Act No. 379/2005 Coll. and its implementation  
The ratification of the Protocol to eliminate Illicit Trade in Tobacco Products","The preparation of a comprehensive multi-sectoral tobacco control strategy/plan in the Czech Republic;
The implementation of the new EU Tobacco Products Directive into the national law of the Czech Republic; 
The finalisation of the revision of the smoke-free environments act (above mentioned act No. 379/2005 Coll.); 
The ratification of the Protocol to eliminate Illicit Trade in Tobacco Products 
Monitoring and research","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","- Mise en oeuvre de notre plan stratégique élaboré
- Loi anti tabac - Renforcement de mécanismemultisectorielle","Report not provided","WHO African Region"
"46","Denmark","Report not provided","The primary focus is currently on demand reduction measures concerning tobacco dependence and cessation as well as education, communication, training and public awareness.","The primary focus is currently on demand reduction measures concerning tobacco dependence and cessation as well as education communication training and public awareness.","WHO European Region"
"47","Djibouti","Report not provided","Un état des lieux et analyse des besoins pour la mise en œuvre de la CCLAT par les secteurs concernés.","Le plaidoyer constant ainsi que la formation et soutien technique des départements sectoriels.","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","1. Formulation of comprehensive tobacco legislation
2. Technical Assistance
3. Training of traditional and non traditional stakeholders on the tobacco industry
4. Research","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","•	Hacer las reformas legales e instrumentos legales complementarios, para avanzar en el cumplimiento de lo normado y lograr una mayor implementación del CMCT y sus directrices.
•	Fortalecer la institucionalidad para el control del tabaco.
•	Lograr la prohibición total de publicidad, promoción y patrocinio (énfasis puntos de venta y publicidad transfronteriza).
•	Monitoreo y vigilancia de los espacios libres de humo, cumplimiento pleno de la normativa vigente.
•	Implementar en todos los servicios públicos de salud estrategias de intervención breve y tratamiento integral del tabaquismo.
•	Evaluar el impacto de la implementación del CMCT y de la Ley Orgánica para la Regulación y Control del Tabaco.
•	Estrategias para evitar el consumo del cigarrillo electrónico y las pipas de agua (narguile).
•	Avanzar hacia la prohibición de la extensión de la marca y hacia el etiquetado plano.
•	Estrategias para contrarrestar las formas renovadas de interferencia de la industria de tabaco.","Hacer las reformas legales e instrumentos legales complementarios. para avanzar en el cumplimiento de lo normado y lograr una mayor implementación del CMCT y sus directrices.
Fortalecer la institucionalidad para el control del tabaco.
Lograr la prohibición total de publicidad. promoción y patrocinio (énfasis puntos de venta y publicidad transfronteriza).
Ratificar e implementar el Protocolo para la eliminación del comercio ilícito de productos de tabaco.
Monitoreo y vigilancia de los espacios libres de humo. cumplimiento pleno de la normativa vigente.
Implementar en todos los servicios públicos de salud estrategias de intervención breve y tratamiento integral del tabaquismo. acceso gratuito a los medicamentos específicos.
Evaluar el impacto de la implementación del CMCT y de la Ley Orgánica para la Regulación y Control del Tabaco.
Estrategias para evitar el consumo del cigarrillo electrónico y las pipas de agua (narguile).
Avanzar hacia la prohibición de la extensión de la marca y hacia el etiquetado plano.
Estrategias para contrarrestar las formas renovadas de interferencia de la industria de tabaco.","WHO Region of the Americas"
