"","Party","2018","2016","2014","Region"
"22","Brazil","Report not provided","There is still not a specific legislation in Brazil regarding liability measures in relation to any injury or adverse health effect caused by tobacco use.
However, since the submission of our last report, the Brazilian Government is gathering information about liability actions, in the field of doctrine and jurisprudence, based on national and international law, which may be used with tobacco control purpose.
In terms of Brazilian legislation, there are general civil liability provisions that could apply to tobacco control. The Brazilian Civil Code (Law n. 10.406) establishes that who causes damage through an illicit conduct shall repair it. There is such obligation even in the absence of fault, when the activity normally performed by the wrongdoer implies, by its own nature, risks to the rights of another person (article 927).
The Brazilian Consumers Code (Law n. 8.078) affirms that consumers have the right to clear and suitable information on products and services, including the correct description of composition and characteristics, as well as the right to protection against the risks caused by abusive and misleading advertisement of products and services (article 6).
There are civil liability actions launched by persons before Brazilian courts, but the Judiciary, in general, has not granted liability orders. In a near future, there is a strong possibility that the Brazilian Government itself start to launch a lawsuit order to recover the health care costs paid by the public health care system.","The Law n. 12.546 provides fiscal. administrative (or civil) and criminal sanctions to violation of tax regimes and illicit trade of cigarettes in certain circumstances. Article 19 applies fiscal sanctions (fines and interests) to the violation of the special regime of the Industrialized Products Tax (IPI) applied to cigarettes in certain circumstances. Article 20. §1º. moreover. allows the Federal Revenue Secretariat to apply administrative forfeiture of cigarettes commercialized under the minimum retail price established by the government. without prejudice to the relevant criminal sanctions in case of illicit importation. The company that sells cigarette under the minimum retail price shall be also prohibited to commercialize it for five years (article 20. §2º).
There is no specific legislation in Brazil regarding liability measures in relation to any injury or adverse health effect caused by tobacco use.
There are. however. general civil liability provisions that could apply to tobacco control. The Brazilian Civil Code (Law n. 10.406) establishes that who causes damage through an illicit conduct shall repair it. There is such obligation even in the absence of fault. when the activity normally performed by the wrongdoer implies. by its own nature. risks to the rights of another person (article 927).
The Brazilian Consumers Code (Law n. 8.078) affirms that consumers have the right to clear and suitable information on products and services. including the correct description of composition and characteristics. as well as the right to protection against the risks caused by abusive and misleading advertisement of products and services (article 6).
There are civil liability actions launched by persons before Brazilian courts. but the Judiciary. in general. has not granted liability orders.
The Superior Labour Court. however. granted a compensation order of R$ 500.000.00 (aprox. USD 220.000.00) to a person who worked as a cigarette taster for 10 years to Souza Cruz S.A (a Brazilian tobacco company) and got pulmonary diseases as a consequence of his functions (Docket RR 129100-11.2006.5.01.0045).","WHO Region of the Americas"
"23","Brunei Darussalam","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Le texte de loi révisé contient les articles sur les sanctions et la responsabilité de lindustrie du tabac","Report not provided","WHO African Region"
"27","Cambodia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Report not provided","Answer not provided","Nos progrès sur ce point sont moins visibles du fait de l’absence d’une loi nationale","WHO African Region"
"29","Canada","Report not provided","In April 2012, JTI-Macdonald Corp. (JTI) and Imperial Tobacco Canada Ltd. (ITC) each launched constitutional challenges to the Tobacco Products Labelling Regulations (Cigarettes and Little Cigars).  They asserted that the increase in size of health warning messages from 50 percent to 75 percent of the packages of tobacco products violates the corporations’ right to freedom of expression under the Canadian Charter of Rights and Freedoms. The companies may file additional fact affidavits in the future.  The hearing of the challenges is currently set to take place over three days in early 2017. 

All Canadian provinces and territories except Yukon have passed legislation to enable the pursuit of health care cost recovery actions against tobacco companies. All ten provinces have now launched actions seeking to recover health care costs from tobacco companies.   Canada was named as a third party in three of these actions (i.e., British Columbia, New Brunswick and Ontario).  The third party claims against Canada have been struck in the BC case (Supreme Court of Canada decision of 2011) and the New Brunswick case (New Brunswick Court of Queen’s Bench decision of 2012) while in the Ontario Health Care Cost recovery, the three tobacco companies discontinued their third party claims against Canada on September 24, 2014. 

In the Blais and Létourneau class actions, the Quebec Court of Appeal struck out the tobacco companies actions in warranty against Canada in November 2012.  As a result, Canada is no longer a party to the actions that were brought against JTI-MacDonald Corp, Imperial Tobacco Canada Ltd and Rothmans, Benson & Hedges on behalf of approximately one million Quebecers suffering from tobacco-related diseases or addicted to nicotine. On June 9, 2015 the trial judge granted the plaintiffs’ claims in part and awarded damages totalling over $15 billion.  On October 27, 2015, the Court of Appeal granted the plaintiffs’ motions for security pending the appeal of the Superior Court’s decision of June 9. ITC and RBH were ordered to furnish just under $1 billion in security.","All Canadian provinces have passed legislation to enable the pursuit of health care cost recovery actions against tobacco companies. The following provinces have now launched actions seeking to recover health care costs from tobacco companies: BC. Alberta. Saskatchewan. Manitoba. Ontario. Quebec. New Brunswick. PEI and Newfoundland. Canada was named as a third party in 3 of these actions. in BC. New Brunswick and Ontario. The third party claims against Canada have been struck in the BC case (Supreme Court of Canada decision of 2011) and New Brunswick cases (NB Court of Queen''s Bench decision of 2012).

In the $27B class action known as Blais and Létourneau. the Quebec Court of Appeal struck out the tobacco companies'' actions in warranty against Canada in November 2012. As a result. Canada is no longer a party to these ongoing actions.

Two tobacco companies have also challenged the Tobacco Products Labelling Regulations (Cigarettes and Little Cigars). specifically the provision that increased the size of health warning messages on cigarette and little cigar packaging from 50% to 75%.","WHO Region of the Americas"
"30","Cape Verde","Report not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Report not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Report not provided","La ley 19.419 en su artículo 16 y el Decreto 828 que establece normas del cultivo, exportación, importación, comercialización e impuestos del tabaco establecen sanciones civiles por infracción a la ley de tabaco.","Answer not provided","WHO Region of the Americas"
"34","China","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"36","Comoros","Report not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Report not provided","La Ley 9028 establece medidas de responsabilidad civil de acuerdo a las competencias de los involucrados:
 Infracciones se aplicara el procedimiento sumario establecido en el capítulo segundo del título sexto de la Ley General de Administración Pública. Ministerio de Salud
Tributos (impuesto). Código de normas y procedimientos tributarios MH.
Aduaneros corresponde al Servicio Nacional de aduanas se aplicara los procedimientos administrativos, legalmente establecidos por la norma aduanera vigente.
Además  existe legislación que prohíbe el trabajo de los menores de edad lo cual coadyuva en el control del tabaco
Asimismo es aplicable la ley para la mejora en la Lucha contra el Contrabando Ley 9328.","La Ley 9028 establece medidas de responsabilidad civil para quien incumpla con lo establecido. Además otra legislación nacional prohíbe el trabajo de los menores de edad. lo cual coadyuva en el control del tabaco.","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","Answer not provided","cet aspect est pris en compte par l’avant-projet de loi nationale antitabac.","WHO African Region"
"41","Croatia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","no progress","Answer not provided","WHO European Region"
"43","Czech Republic","Report not provided","A significant improvement in prosecuting capabilities was introduced by the act No. 418/2011 Coll. – On Criminal Liability of Legal Persons. This law has substantially changed the basics of criminal liability in the Czech Republic by introducing liability of legal persons for enumerated criminal offences.       
An amendment of the Act No. 418/2011 Coll., on Criminal Liability of Legal Persons, has been submitted to the Parliament of the Czech Republic in September 2014. It has been approved by its House of Representatives in March 2016 and  is currently being considered by the Senate. The amendment intends to enlarge the scope of crimes for which the legal persons should be liable.","A significant improvement in prosecuting capabilities was introduced by the act No. 418/2011 Coll. – On Criminal Liability of Legal Persons. This law has substantially changed the basics of criminal liability in the Czech Republic by introducing liability of legal persons for enumerated criminal offences.","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","Some articles of Law on Tobacco Control was revised and replenished on 20 Nov 2012 and therefore. the issue on responsibility was supplemented.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"50","Egypt","Report not provided","بعض قوانين مكافحة التبغ تنص علي غرامات و عقوبات لمخالفي القانون","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Answer not provided","no hay casos judicializados de esta naturaleza","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","NO EXISTE UNA REGLAMENTACION","Report not provided","WHO African Region"
"53","Estonia","Report not provided","No changes since the last report.","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Report not provided","Answer not provided","1°) L’article 36 du chapitre 8 de la Loi exige la délocalisation et l’implantation des usines de fabrication de cigarettes et d’autres produits du tabac dans des zones dites industrielles (car actuellement l’usine SOCIGA est située en pleine cite).
2°) L’article 41 du chapitre 10 de la Loi énonce clairement que le respect de la loi ne dégage en aucun cas lindustrie du tabac de toute responsabilité juridique des dommages causés aux personnes et à lenvironnement.","WHO African Region"
"60","Gambia","Report not provided","The New tobacco control bill addresses most of the liability issues mentioned above but its still a draft thats why the answer No is given","ISSUES ON LIABILITY IS ADDRESSED IN THE NEW POLICY BUT NOT OPERATIONAL YET","WHO African Region"
"61","Georgia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"62","Germany","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","A transministerial committee was established by the Ministry of Health under the chair of Prof.Behrakis. the main goal of the committee was to make a recommendation on the ratification of the FCTC Protocol for tobacco illicit trade. the committee concluded that the above ratification should take place urgently. in the final report of the committee a series of legislative, administrative and other measures necessary for the implementation of the protocol were proposed in a legally expressed format. Greek government is expected to take action for  the ratification of the protocol soon.","Answer not provided","WHO European Region"
"65","Grenada","Report not provided","The draft comprehensive tobacco control legislation which is still before the legal authority for approval contains criminal liability for any violations","The draft comprehensive tobacco control legislation which is before the legal authority for approval contains criminal liability for any violations","WHO Region of the Americas"
"66","Guatemala","Report not provided","Ninguno.","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Report not provided","En los dos últimos años el IHADFA ha dado seguimiento a la disposición del Artículo 19 del CMCT de la OMS referente a la responsabilidad de la industria tabacalera en relación a demanda civil y/o penal incoada por persona natural o jurídica  referente a daños y perjuicios en relación con cualquier efecto adverso para salud causado por el consumo de tabaco.","La Ley Especial para el Control del Tabaco y su Reglamentación establece que cualquier persona tiene derecho a la acción legal o posterior demanda contra la industria tabacalera con respecto a los daños ocasionados por la misma en contra de la salud de la población en general o de una persona en particular. originados por el consumo de productos de tabaco de forma activa o pasiva.","WHO Region of the Americas"
"71","Hungary","Report not provided","No further steps have been made in the implementation of Article 19 in the reporting period.","Answer not provided","WHO European Region"
"72","Iceland","Report not provided","Answer not provided","Not known action taken against tobacco company in Iceland in the past few years.","WHO European Region"
"73","India","Report not provided","India is a member of the Expert Group on Article 19 of the WHO FCTC and actively participated in the meeting","Government of India is a member of the Expert Group for Article 19 of the WHO FCTC and participated in the 1st  meeting.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","Answer not provided","The General Law of I.R. Iran (Article 688 of the Islamic Punishment Law) prohibits any actions that may be recognized as a threat to public health. The Ministry of Health and Medical Education has the authority to determine what these actions are. This Article could be utilized in relation to tobacco-related liability and compensation.","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","Answer not provided","Chapter IV of the anti-smoking law and under the title of the sanctions set of penal sentences and fines against the individuals and institutions who violate the provisions of this law.","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","Answer not provided","A case was taken in Ireland in 2000 by a number of plaintiffs ( citing inter alia the damage caused by the effects of tobacco smoking to the plaintiff since commencing smoking and the ongoing damage to the plaintiff''s health caused by the addiction to nicotine). These plaintiffs withdrew their claim in 2013.","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"79","Jamaica","Report not provided","The amendments to the Public Health (Tobacco Control) Regulations does not allow for criminal sanctions to apply to individuals found in breach of the legislation.However penalties/fines will be applied. Criminal liability provisions remain respect of the industry  or a corporate body involved in the import, export, sale or distribution of tobacco products.","The amendments to the Public Health (Tobacco Control) Regulations 2013 will not include provisions for criminal liability. However penalties will be applied.","WHO Region of the Americas"
"80","Japan","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Report not provided","The law requires tobacco industry to pay an annual  solatium fee of 2% of the value of tobacco products.","Answer not provided","WHO African Region"
"84","Kiribati","Report not provided","As mentioned above such activities has not existed in Kiribati,however,if it happens the Tobacco Act (2013) has a provision for such activity to be implemented.","As mentioned above such activities has not existed in Kiribati however if it happens the Tobacco Act (2013) has a provision for such activity to be implemented.","WHO Western Pacific Region"
"85","Kuwait","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Report not provided","Answer not provided","As NTCP we have not been involved in legal lawsuits. however we have worked with partner ministries on ensuring violations of Law 174 are penalized. including when this involves the tobacco industry. A consumer protection NGO has raised one lawsuit against one of the tobacco companies for breaking the TAPS ban. with the case still pending review by judicial authorities.","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Report not provided","The tobacco industry does not have presence in Liberia, neither does it have direct influence there.","Report not provided","WHO African Region"
"92","Libya","Report not provided","لم يصدر بعد قانون المُعد بخصوص مكافحة التدخين ولا يمكن قيام المسؤولية  بدون نص قانوني  وان نصوص العقاب تم اسنادها لقانون العقزبات العام","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","Report not provided","NONE","The power of the Maldives Tobacco Control Act is yet to be tested. Some progress has been made on this area with the implementation of Act. Related regulations and creating awareness are yet to begin.","WHO South-East Asia Region"
"98","Mali","Report not provided","Les législations sont élaborées adopté avec des décret dapplication mais ne sont pas appliquées","Answer not provided","WHO African Region"
"99","Malta","Report not provided","No case law but compensation falls under civil law.","No case law but compensation falls under civil law.","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","The Government of RMI took the lead among the Pacific island countries in bringing a case in 1997 against five U.S. tobacco companies to recoup US$ 4.6 billion in expenses resulting from disease caused by tobacco. Unfortunately the case was dismissed in both Lower and High Court actions.","WHO Western Pacific Region"
"101","Mauritania","Report not provided","-","Answer not provided","WHO African Region"
"102","Mauritius","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided",NA,"Answer not provided","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","In case of the violation of the legislation on Tobacco Control Governors of the soum district bag horoo and an authorized police officer and state inspector shall impose the administrative penalties on the guilty person for the offence if the offence is not punishable under the Penal Code.","WHO Western Pacific Region"
"106","Montenegro","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"107","Myanmar","Report not provided","The Section 8 of the National Tobacco Control Law defines the offences and penalties.","The Section 8 of the National Tobacco Control Law defines the offences and penalties.","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Report not provided","There has not been any liability cases against the Tobacco industry. Only legal procedures between the government and the industry about measures and fines.","Answer not provided","WHO European Region"
"112","New Zealand","Report not provided","Legislation relating to tobacco control is principally contained in the Smoke-free Environments Act 1990.  Some generic legislation impinges on tobacco control, for example, the Fair Trading Act 1986 (prevents the use of misleading terms), Health and Safety Act (second-hand smoke is recognised as a hazard in the workplace), Medicines Act 1981 (recognises nicotine as a toxic substance, registers medicines including smoking cessation aids or food legislation (prevents the adding of nicotine in food). There have been several amendments to the Smoke-free Environments Act with the latest in 2011: http://www.legislation.govt.nz/act/public/2011/0053/latest/DLM3418508.html .","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"118","Oman","Report not provided","لا يوجد","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","No changes since last report","Answer not provided","WHO Western Pacific Region"
"121","Panama","Report not provided","En el año 1998 la República de Panamá demandó a la Industria Tabacalera por los costos incurridos por el Estado para atender a los pacientes cuyas afecciones estaban relacionadas con el consumo de tabaco. Dicha demanda se presentó en la Corte de los Estados Unidos. No se tiene ningún fallo al respecto.        

Recientemente, se ha incluido en la Ley 34 de 2015 una modificación del Código Penal que tipifica los delitos de comercio ilícito de los productos de tabaco como delitos penales.","En el año 1998 la República de Panamá demandó a la Industria Tabacalera por los costos incurridos por el Estado para atender a los pacientes cuyas afecciones estaban relacionadas con el consumo de tabaco. Dicha demanda se presentó en la Corte de los Estados Unidos. No se tiene ningún fallo al respecto.","WHO Region of the Americas"
"122","Papua New Guinea","Report not provided","This  is not considered","Answer not provided","WHO Western Pacific Region"
"123","Paraguay","Report not provided","NInguno","Answer not provided","WHO Region of the Americas"
"124","Peru","Report not provided","No existe avances legislativos aprobados; sin embargo se ha puedo en discusión del Pleno del Congreso de la República modificar la ley de tabaco, prohibición la publicidad total y ampliar los ambientes libres sin humo de tabaco.","Answer not provided","WHO Region of the Americas"
"125","Philippines","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Report not provided","The National Health Insurance Service filed a lawsuit against three domestic and foreign tobacco manufacturing companies ― KT&G, British American Tobacco and Philip Morris ― in April of 2014, emphasizing the importance of Article 19(Liability) and seeking damages of 53.7 billion KRW for compensation over tobacco-related diseases including lung cancer. Currently (as of April 2016), the trial is in its 8th defence proceedings.","National Health Insurance Service are preparing tobacco litigation (a smoking –related lawsuit). It is the first litigation by a governmental agency against tobacco industry.","WHO Western Pacific Region"
"130","Republic of Moldova","Report not provided","The Parliament of republic of Moldova adopted  in May 2015 the New Law # 124, which amend Tobacco control Law #278  and entered into force in September 2015, which contain provisions of adoption of appropriate administrative measures which are also specified in the Code of Administrative Penalties, which entered into force at the same date. Also were amended the Law on health Insurance with provisions that provide for compensation for adverse health effects and/or for reimbursement of medical, social or other relevant costs.","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","В соответствии с  Федеральным законом от 31.12.2014 N 530-ФЗ, внесены изменения в статью 171.1 Уголовного кодекса Российской Федерации, предусматривающие усиление санкций за производство, приобретение, хранение, перевозка или сбыт товаров и продукции без маркировки и (или) нанесения информации, предусмотренной законодательством Российской Федерации, в том числе табачной продукции без акцизных (специальных) марок. в крупных и особо крупных размеров, а также снижение порогового уровня крупного ущерба государству, с 1,5 млн рублей до 100 тыс. рублей.
Кроме того, в соответствии с  Федеральным законом от 31.12.2014 N 530-ФЗ, внесены изменения в статью 171.1 Уголовного кодекса Российской Федерации, предусматривающие усиление санкций за производство, приобретение, хранение, перевозка или сбыт товаров и продукции без маркировки и (или) нанесения информации, предусмотренной законодательством Российской Федерации, в том числе табачной продукции без акцизных (специальных) марок. в крупных и особо крупных размеров, а также снижение порогового уровня крупного ущерба государству, с 1,5 млн рублей до 100 тыс. рублей.","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Report not provided","No tobacco growing or manufactoring in San Marino.","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Report not provided","Report not provided","We have no tobacco industries in the country STP only imports tobacco","WHO African Region"
"140","Saudi Arabia","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Report not provided","Answer not provided","Les articles 33 et 34 de notre nouvelle législation prennent en compte toutes les questions liées à la responsabilité","WHO African Region"
"142","Serbia","Report not provided","No progress have been made since the last report in 2014.","With regards to the question 3.4.2.1: 
Tobacco control legislation contains measures regarding misdemeanor liability.

With regards to the question 3.4.2.2 3.4.2.4 and 3.4.2.5: 
Basic provisions of the criminal liability are provided in the Criminal Code of the Republic of Serbia (“Official Gazette of RS” No. 85/2005 88/2005 - correction 107/2005 - correction 72/2009 111/2009 121/2012 and 104/2013). This Law defines several offences in relation to tobacco control- Unlawful Manufacture (Article 242) Unlawful Commerce (Article 243) Deceiving Byers (Article 244). 

Basic provisions dealing with the civil liability are stipulated by the Law on Contracts and Torts (“Official Journal of SFRJ'' No. 29/78 39/85 45/89 – decision of the Constitutional Court of YU and 57/89 ''Official Journal of SRJ'' No. 31/93 and ''Official Journal of SCG'' No. 1/2003 – Constitutional Charter). Chapter 2 Section 2 of this Law thoroughly defines civil wrongs (torts) as the origin of obligations.","WHO European Region"
"143","Seychelles","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"144","Sierra Leone","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"145","Singapore","Report not provided","Nil","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"147","Slovenia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"148","Solomon Islands","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"150","Spain","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"151","Sri Lanka","Report not provided","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","Report not provided","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"154","Swaziland","Report not provided","Answer not provided","Report not provided","WHO African Region"
"155","Sweden","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"156","Syrian Arab Republic","Report not provided","Answer not provided","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"158","Thailand","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"160","Timor-Leste","Report not provided","Report not provided","Report not provided","WHO South-East Asia Region"
