"","Party","2018","2016","2014","Region"
"18","Bhutan","Answer not provided","Answer not provided","Sec. 16 - that all tobacco and tobacco products imported for personal consumption shall show printed labels displaying the information on relevant constituents and emissions.
Sec.17 - all tobacco products imported for personal consumption shall not promote a tobacco products by any means that are false misleading deceptive or likely to create an erroneous impression about its characteristics health effects hazards or emissions and any other indications that creates the false impression that a particular tobacco products is less harmful than other tobacco products","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","El 25 de mayo de 2011 se promulga la Resolución Ministerial 576 para la implementación de 7 pictogramas en el 50% inferior de ambas caras principales de todos los empaques de productos de tabaco, reemplazando las advertencias de texto implementadas el año 2009.","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","In 2011 by State Authority for taxation as well as the Ministry of Trade of Federation BiH enforced the Rule on packaging of tobacco products with mandatory placement of all information''s related tobacco and health warnings All domestic tobacco productsrequiring that each unit packet and package of tobacco products and any outside packaging and labelling of such products carry health warnings size no less than 30% of side and 50% or more of the front side.
Health warnings and labelling of tobacco products are harmonised with FCTC and covered by Ministry of Health and Social Welfare of the Republic of Srpska''s bylaw.","WHO European Region"
"21","Botswana","Packaging and labelling is not in our current Control of Smoking Act but other laws that regulate similar products are used. The Tobacco Control Bill has included article 11 as one of the major componets to be given attention.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Implementation of new set of health warnings.","In the year 2015, it was published a regulation requiring the inclusion of a new health warning on the front of packaging, occupying 30% of the front.","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","In 2012, size of the pictorial health warning has been increased from 50% (front and back) to 75% (front and back). No changes since then.","Report not provided","In 2012 size of the pictorial health warning has been increased from 50% (front and back) to 75% (front and back)","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","On 17 October 2013 the Council of Ministers adopted Decree ? 237 for amendment to the Ordinance on the requirements for labeling marking and appearance of tobacco products and setting standards for assessing the conformity of the content of harmful substances in cigarettes. The Decree transposes the provisions of Directive 2012/9/ES of 7 March 2012 amending Annex I to Directive 2001/37/EC of the European Parliament and of the Council on the approximation of laws regulations and administrative provisions of the Member States concerning the manufacture presentation and sale of tobacco products.","WHO European Region"
"25","Burkina Faso","Le Burkina Faso sest doté dun arrêté conjoint 2015-366/MS/MICA du 7 avril 2015 portant fixation des modalités dapplication du décret relatif au conditionnement et à létiquetage des produits du tabac. Les firmes du tabac avait jusquau 7 avril 2016 pour mettre en œuvre la mesure. Malheureusement, le constat fait ressortir la non-application de la mesure par lindustrie du tabac exerçant dans notre pays.","Le Burkina Faso sest doté dun arrêté conjoint 2015-366/MS/MICA du 7 avril 2015 portant fixation des modalités dapplication du décret relatif au conditionnement et à létiquetage des produits du tabac. Les firmes du tabac avait jusquau 7 avril 2016 pour mettre en œuvre la mesure. Malheureusement, le constat fait ressortir la non-application de la mesure par lindustrie du tabac exerçant dans notre pays.","Le Burkina Faso a élaboré un projet d’arrêté interministériel Ministère de la santé/Ministère de l’industrie et du commerce. L’arrêté n’est toujours pas adopté à cause des divergences de vue entre les deux structures.","WHO African Region"
"26","Burundi","Report not provided","Une ordonnance ministerielle no 540/291 du 24fevrier 2014 au  Ministere des Finances portant  determination des modalités dapplication du système de vignettes fiscales pour létiquettage de certains produits importés des produits du tabac  a été élaboré  et reste en vigueur jusquaujourdhui","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Council of the Ministers approved the Sub-Decree on Printing of Health Warning on Cigarette Packs which was signed by the Prime Minister on 20 October. 2009 with visible and 5 rotated text health warnings covering 30% of the bottom front and back of the pack. All cigarettte manufactueres and importers are required to print the health warnings on their cigarette packages effective August 2010.","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","The Tobacco Products Labelling Regulations (Cigarettes and Little Cigars) (TPLR-CLC) came into force in September 2011 and define new health-related labelling requirements for packages of cigarettes and little cigars intended for retail sale in Canada.  The TPLR-CLC requires a health warning on at least 75% of the front and back panels, a qualitative toxic emissions statement on a side panel, and a health information message to be included either on the upper slide-flap, the exterior surface of the slide, or on a leaflet inserted in the package. 

There are 16 different health warnings which are randomly available at point of sale locations. These will effectively rotate health warnings for cigarettes and little cigars.

Under the previous labelling requirements in the Tobacco Product Information Regulations, the toxic emissions statements displayed numerical values for six toxic emissions (tar, nicotine, carbon monoxide, formaldehyde, hydrogen cyanide and benzene).  However, research conducted by Health Canada has shown that the numerical values were not clearly understood by some smokers and most had little idea what the range of numbers displayed for each chemical meant.  Therefore, the numerical values have been replaced by four text-based statements that provide clear, concise and easy to understand information about the toxic substances found in tobacco smoke.","The Tobacco Products Labelling Regulations (Cigarettes and Little Cigars) (TPLR-CLC) came into force in September 2011 and define new health-related labelling requirements for packages of cigarettes and little cigars intended for retail sale in Canada.  The TPLR-CLC requires a health warning on at least 75% of the front and back panels, a qualitative toxic emissions statement on a side panel, and a health information message to be included either on the upper slide-flap, the exterior surface of the slide, or on a leaflet inserted in the package. 

There are 16 different health warnings which are randomly available at point of sale locations. These will effectively rotate health warnings for cigarettes and little cigars.

Under the previous labelling requirements in the Tobacco Product Information Regulations, the toxic emissions statements displayed numerical values for six toxic emissions (tar, nicotine, carbon monoxide, formaldehyde, hydrogen cyanide and benzene).  However, research conducted by Health Canada has shown that the numerical values were not clearly understood by some smokers and most had little idea what the range of numbers displayed for each chemical meant.  Therefore, the numerical values have been replaced by four text-based statements that provide clear, concise and easy to understand information about the toxic substances found in tobacco smoke.","The Tobacco Products Labelling Regulations (Cigarettes and Little Cigars) (TPLR-CLC) came into force in September 2011 and define new health-related labelling requirements for packages of cigarettes and little cigars intended for retail sale in Canada. The TPLR-CLC requires a health warning on at least 75% of the front and back panels. a qualitative toxic emissions statement on a side panel. and a health information message to be included either on the upper slide-flap. the exterior surface of the slide. or on a leaflet inserted in the package. 
There are 16 different health warnings which are randomly available at point of sale locations. These will effectively rotate health warnings for cigarettes and little cigars.
Under the previous labelling requirements in the Tobacco Product Information Regulations. the toxic emissions statements displayed numerical values for six toxic emissions (tar. nicotine. carbon monoxide. formaldehyde. hydrogen cyanide and benzene). However. research conducted by Health Canada has shown that the numerical values were not clearly understood by some smokers and most had little idea what the range of numbers displayed for each chemical meant. Therefore. the numerical values have been replaced by four text-based statements that provide clear. concise and easy to understand information about the toxic substances found in tobacco smoke.","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","- adoption de larrêté 039 portant conditionnement et étiquetage des produits de tabac au Tchad depuis 2015$
- évaluation dimpact de la mise en œuvre de la première phase en 2017 et 
-une phase de sélection des images pour la rotation des images en cours","Report not provided","Report not provided","WHO African Region"
"33","Chile","Se ha implementado esta directriz en forma sistemática variando las imágenes en un lapso que va entre los 12 y los 24 meses, de acuerdo a la legislación vigente. Se mantiene incorporados en esta exigencia la venta de los productos en zona franca","Se ha implementado esta directriz en forma sistemática variando las imágenes en un lapso que va entre los 12 y los 24 meses. Se mantiene incorporados en esta exigencia la venta de los productos en zona franca","El artículo 6º de la Ley 19.419. señala que “Todo envase de los productos hechos de tabaco. sean nacionales o importados destinados a su distribución dentro del territorio nacional. y toda acción publicitaria de los mismos. cualquiera sea la forma o el medio en que se realice. deberán contener una clara y precisa advertencia de los daños. enfermedades o efectos que. para la salud de las personas. implica su consumo o exposición al humo del tabaco. Esta advertencia tendrá una vigencia de 12 meses y máxima de 24 meses . deberá ser diseñada por el Ministerio de Salud y establecida mediante decreto supremo de este Ministerio. la cual será impresa en las cajetillas o en cualquier envase y no podrá. en ningún caso. ser removible. En el caso de productos importados. deberá ser adherida de manera que no pueda ser despegada fácilmente. En el caso de los paquetes de cigarrillos o cigarros. bolsas o paquetes de productos hechos con tabaco. esta advertencia deberá figurar en las dos caras principales y ocupar el 50% de cada una de ellas.
La advertencia se colocará en la parte inferior de cada cara. El decreto indicado establecerá dos y seis. que podrán ser diseñadas con dibujos. fotos o leyendas. Durante el plazo señalado en el inciso primero. éstas deberán figurar en toda la producción nacional o la importada destinada a su distribución dentro del territorio nacional. 
Si al entrar en vigencia una nueva advertencia quedaran saldos en bodega con la advertencia anterior. para su distribución se deberá solicitar autorización a la Autoridad Sanitaria que corresponda a la casa matriz del fabricante o importador. Esta excepción sólo podrá alcanzar hasta un monto equivalente a la producción distribuida durante el mes anterior.
La advertencia sanitaria deberán estar siempre a la vista en todos los puntos de venta de productos de tabaco.
El Decreto N° 44 emanado de la Subsecretaría de Salud Pública. Ministerio de Salud. en agosto del 2013. denominado Establece advertencia Sanitaria para envases de productos de tabaco” 
En su artículo 1º señala que “Todo envase de los productos hechos de tabaco. deberá contener las advertencias sanitarias que correspondan de acuerdo al presente decreto y que se especifican en el adjunto denominado Normativa Gráfica para el uso de las advertencias en envases de productos de tabaco. 
 En el artículo 3º se lee. “ La advertencia correspondiente deberá ser impresa en todos los productos que correspondan. en cualquiera de sus presentaciones y no podrá. en ningún caso. ser removible. En el caso de productos importados. deberá ser adherida a los envases de manera que no pueda ser despegada”. 
Por otro lado. el articulo 6º agrega que: La advertencia de cada uno de los envases deberá figurar en las dos caras principales o mayores. y se colocará inferior de cada cara.En el caso de los paquetes de cigarrillos tipo cajetilla dura o blanda. y cualquier otro envase cuya forma geométrica corresponda a la de un prisma rectangula","WHO Region of the Americas"
"34","China","自2016年10月1日起《中华人民共和国境内卷烟包装标识的规定》正式施行，进一步强化了卷烟包装的健康警示效果。一是增加警语内容和数量（增加3条警语，分别是“请勿在禁烟场所吸烟”、“劝阻青少年吸烟”和“禁止中小学生吸烟”）；二是增加警告主体；三是进一步扩大警语区面积、加大警语字体、增强颜色对比度（即：（1）卷烟盒包的字体高度由现行的不小于4.0毫米加大到不小于4.5毫米、加大幅度为12.5％，卷烟条包的字体高度由现行的6.5毫米加大到不小于7.0毫米，加大幅度为7.7％；（2）警语区域所占面积由现行的不应小于所在面的30％扩大到不应小于35％，扩大幅度为16.7％； （3）警语字体与警语区背景色差值由△Eab≥30增强到△Eab≥40，增强幅度为33.3％）。","Answer not provided","Effective April 1 2012 cigarettes increased warnings font size font warnings and warnings emphasize background colour font height of not less than 6.5 mm of cigarette packages cigarette box font height is not less than 4 mm revocation of the English warnings.","WHO Western Pacific Region"
