"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","Article 4 of antismoking law, smoking is prohibited in all closed public places, however a designated area for smokers can be allocated provided it is compliant with specifications of smoking areas stated in decree (2)/2011 issued by Minister of Health. (decree attached)","Article 4 of antismoking law, smoking is prohibited in all closed public places, however a designated area for smokers can be allocated provided it is compliant with specifications of smoking areas stated in decree (2)/2011 issued by Minister of Health. (decree attached)","Article 4 of antismoking law smoking is prohibited in all colsed public places however a designated area for smokers can be allocated provided it is compliant with specifications of smoking areas stated in decree (2)/2011 issued by Minister of Health.","WHO Eastern Mediterranean Region"
"12","Bangladesh","Formed National, District and Upazila (Sub district) Taskforce Committee for Implementation of Tobacco Control Law","Formed National, District and Upazilla(Sub district) Taskforce Committee for Implementation of Tobacco Control La","Formed National District and Upazilla(Sub district) taskforce committee for law enforcement","WHO South-East Asia Region"
"13","Barbados","Monitored and policed by the Environmental health Department and the Health Promotion Unit","Monitored and policed by the Environmental health Department and the Health Promotion Unit","The Environmental Health Division of the Ministry of Health has statutory responsibility for enforcement of these regulations.","WHO Region of the Americas"
"14","Belarus","За  курение в (потребление) табачных изделий в запрещенных местах в соответствии со статьей 17.9 Кодекса Республики Беларусь об административных правонарушениях  к административной ответственности в 2017 году привлечено 13456 лиц, в т.ч. 158 несовершеннолетних.","Answer not provided","Answer not provided","WHO European Region"
"15","Belgium","Le contrôle du respect de la législation est assuré en fonction des lieux par les services d’inspection du SPF Santé publique, de l’agence fédérale pour la sécurité alimentaire ou du SPF Emploi. La police est compétente pour l’ensemble de ces contrôles.","Le contrôle du respect de la législation est assuré en fonction des lieux par les services d’inspection du SPF Santé publique, de l’agence fédérale pour la sécurité alimentaire ou du SPF Emploi. La police est compétente pour l’ensemble de ces contrôles.","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","decret dapplication de cette loi","decret dapplication de cette loi","ministère de la santé ministère du commerce ministère de lartisanat et du tourisme ministère de lintérieur et de la sécurité publique et enfin ministère de la justice de la législation et des droits de lhomme.","WHO African Region"
"18","Bhutan","Places designated as smoke-free zone under Tobacco Control Act 2010. 
The Bhutan Narcotics Control Authority and The Royal Bhutan Police is responsible to enforce smoke-free zone.","Places designated as smoke free zone under Tobacco Control Act 2010. Royal Bhutan Police is responsible to enforce smoke free zone.","From the national legislation and executive orders/notifications/ administration order","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Monitoring of laws enforcement is performed by the following inspection services within their respective jurisdictions prescribed by laws: health inspectors, sanitary inspectors, educational inspectors and labour inspectors, inspectors for protection in workplace, communal police and the police.","Inspection services responsible for monitoring of law enforcement","More active involvement of inspection services needed for enforcement of ban of smoking in all enclosed public places; 
Monitoring with regards to the application of those bans are conducted by the following inspectors within their respective jurisdictions prescribed by law: health inspectors sanitary inspectors educational inspectors and labour inspectors inspectors for protection in workplace communal police and the police","WHO European Region"
"21","Botswana","The law provides for partitioning of restaurants to seperate smokers from non smokers.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","The enforcement of the smoke free law is in charge of the municipal health surveillance system, imposing penalties for noncompliance with the smoking ban, which can be monetary fines or suspension of the trade license.","The enforcement of the smoke free law is in charge of the municipal health surveillance system, imposing penalties for noncompliance with the smoking ban, which can be monetary fines or suspension of the trade license.","The enforcement of the smoke free law is in charge of the municipal health surveillance system. imposing penalties for noncompliance with the smoking ban. which can be monetary fines or suspension of the trade license","WHO Region of the Americas"
"23","Brunei Darussalam","The national laws contain provisions for penalties and compounding (issuance of fines). Enforcement is conducted by the Health Enforcement Unit, Ministry of Health.","Report not provided","The national laws contain provisions for penalties and compounding (issuance of fines). Enforcement is conducted by the Health Enforcement Unit Ministry of Health","WHO Western Pacific Region"
"24","Bulgaria","Health Law - Article 11 (Amended, SG No. 98/2010, effective 1.01.2011) State health control shall be exercised in order to protect public health within the territory of the Republic of Bulgaria by implementing the activities under Article 15.
Article 15 (Amended, SG No. 98/2010, effective 1.01.2011)
(1) The government policy for public health protection and Regional health inspectorates shall exercise the state health control within the territory of administrative regions shall be implemented by RIPHPCby implementing activities related to:. 7. exercising control in respect of the compliance with prohibitions and limitations laid down in statutory instruments as to smoking;","Health Law - Article 11 (Amended, SG No. 98/2010, effective 1.01.2011) State health control shall be exercised in order to protect public health within the territory of the Republic of Bulgaria by implementing the activities under Article 15.
Article 15 (Amended, SG No. 98/2010, effective 1.01.2011)
(1) The government policy for public health protection and Regional health inspectorates shall exercise the state health control within the territory of administrative regions shall be implemented by RIPHPCby implementing activities related to:. 7. exercising control in respect of the compliance with prohibitions and limitations laid down in statutory instruments as to smoking;","Health Act 
Article 11 (Amended SG No. 98/2010 effective 1.01.2011) 
State health control shall be exercised in order to protect public health within the territory of the Republic of Bulgaria by implementing the activities under Article 15. 
Article 15 (Amended SG No. 98/2010 effective 1.01.2011) 
(1) The government policy for public health protection and Regional health inspectorates (RHI) shall exercise the state health control within the territory of administrative regions shall be implemented by RHI by implementing activities related to: 7. exercising control in respect of the compliance with prohibitions and limitations laid down in statutory instruments as to smoking;","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Les amendes et autres sanctions prévues par la loi 040 et les autres instruments juridiques tirent leur source dans le code pénal du Burkina Faso. Par conséquent leur application relève des différentes juridictions nationales (police gendarmerie justice…)","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","See the the Minister of Health Circular on Measures for the Banning of Smoking and Blowing of Tobacco Products at workplaces and public place","WHO Western Pacific Region"
"28","Cameroon","Des affiches et des roll-up  et stick sont conçus et matérialisés pour amener les usagers à respecter les dispositions des textes administratifs portant interdiction de fumer en ces différents lieux.","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","National, sub-national and municipal legislation includes enforcement support. Annex B highlights the various mechanisms and infrastructure support.","National, sub-national and municipal legislation includes enforcement support. Annex B highlights the various mechanisms and infrastructure support.","National. sub-national and municipal legislation include enforcement support. Annex B highlights the various mechanisms and infrastructure support.","WHO Region of the Americas"
"30","Cape Verde","Autorités nationales de surveillance et judiciaire","Autorités nationales de surveillance et judiciaire","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","la police sanitaire mais ce corps sera mis en place après adoption dudit décret.","Report not provided","Report not provided","WHO African Region"
"33","Chile","La fiscalización es realizada por las Secretarías Regionales Ministeriales de Salud (Autoridad Sanitaria) y mediante la modificaciones aprobadas en la Ley 19.419 (2013) Art 15º, se incorporan a esta función los Inspectores de la municipalidad respectiva de cada localidad. Esto permite un mayor número de personas fiscalizando su cumplimiento en el nivel local. 
Dicho artículo refiere lo siguiente: Los inspectores de la municipalidad respectiva también fiscalizarán el cumplimiento de esta ley, y denunciarán ante los tribunales señalados en el inciso precedente las infracciones que constatan. 
En caso de infracciones, se traspasa el caso a Juzgados de Policía Local. El Juez de dicho establecimiento será el facultado para imponer la sanción correspondiente, y contra su resolución procederán los recursos que franquea la ley.","La fiscalización es realizada por las Secretarías Regionales Ministeriales de Salud (Autoridad Sanitaria) y mediante la modificaciones aprobadas en la Ley 19.419 (2013) Art 15º, se incorporan a esta función los Inspectores de la municipalidad respectiva de cada localidad. Esto permite un mayor número de personas fiscalizando su cumplimiento en el nivel local. 
Dicho artículo refiere lo siguiente: Los inspectores de la municipalidad respectiva también fiscalizarán el cumplimiento de esta ley, y denunciarán ante los tribunales señalados en el inciso precedente las infracciones que constatan. 
En caso de infracciones, se traspasa el caso a Juzgados de Policía Local. El Juez de dicho establecimiento será el facultado para imponer la sanción correspondiente, y contra su resolución procederán los recursos que franquea la ley.","La fiscalización es realizada por las Secretarías Regionales Ministeriales de Salud (Autoridad Sanitaria) y mediante la modificaciones aprobadas en la Ley 19.419 (2013) Art 15º. se incorporan a esta función los Inspectores de la municipalidad respectiva de cada localidad. Esto permite un mayor número de personas fiscalizando su cumplimiento en el nivel local. 
Dicho artículo refiere lo siguiente: Los inspectores de la municipalidad respectiva también fiscalizarán el cumplimiento de esta ley. y denunciarán ante los tribunales señalados en el inciso precedente las infracciones que constatan. 
En caso de infracciones. se traspasa el caso a Juzgados de Policía Local. El Juez de dicho establecimiento será el facultado para imponer la sanción correspondiente. y contra su resolución procederán los recursos que franquea la ley.","WHO Region of the Americas"
"34","China","1.国家卫生计生委定期组织暗访工作，对全国卫生计生系统的无烟环境进行评估。
2.北京、上海、深圳等通过地方无烟环境立法的城市，有具体的执法机构和协调机制。","无国家级法律。","These departments'' regulations or normative documents have clearly defined concrete mechanisms for enforcement or penalties; have adopted environmental legislation for a smoke-free city almost all have a complete and systematic mechanism for the coordination and implementation mechanism.","WHO Western Pacific Region"
"35","Colombia","La Ley 1335 establece, en el parágrafo del Artículo 19, las competencias de las autoridades respecto al cumplimiento de la normativa sobre ambientes libres de humo de tabaco. De acuerdo con la ley, las autoridades sanitarias (Secretarías de Salud de los Municipios y Departamentos de Colombia), vigilarán el cumplimiento del artículo 19 en coordinación con las autoridades de Policía y demás autoridades de control.

Asimismo, en el Artículo 20 de la Ley, se definen como obligaciones de los propietarios, empleadores y administradores respecto del cumplimiento de los ambientes libres de humo:

–	Garantizar el cumplimiento de la prohibición de uso de los productos del tabaco con el objetivo de proteger a las personas contra la exposición al humo de tabaco ambiental. 
–	Mostrar advertencias visibles con mensajes alusivos a los ambientes libres de humo de tabaco, de conformidad con las normas emitidas por el Ministerio de Bienestar Social. 
–	Adoptar medidas razonables y específicas para disuadir a la gente de fumar en el lugar, tales como pedir a la persona que no fume, interrumpir el servicio, pedirle que abandone el local o ponerse en contacto con la autoridad competente. 

Recientemente, el Código de Policía, Ley 1801 de 2016 ha establecido una serie de disposiciones que se deben interpretar armónicamente con el contenido de la Ley 1335 de 2009 en lo que corresponde con los procedimientos sancionatorios y las respectivas multas derivadas del incumplimiento de la norma. Por una parte, el artículo 33 estipula los comportamientos que afectan la tranquilidad y relaciones respetuosas de las personas en donde incluye, fumar en lugares prohibidos. Esta disposición normativa debe interpretarse en conjunto con el artículo 19 de la Ley 1335 de 2009, pues en este último artículo se establece el listado de lugares donde no se puede fumar.

El artículo 38 señala los comportamientos que afectan la integridad de niños, niñas y adolescentes, donde expresamente indica lo siguiente:

1. Permitir, auspiciar, tolerar, inducir o constreñir el ingreso de los niños, niñas y adolescentes a los lugares donde:

e) Se realicen actividades de diversión destinadas al consumo de bebidas alcohólicas y consumo de cigarrillo, tabaco y sus derivados y sustancias psicoactivas;

5. Facilitar, distribuir, ofrecer, comercializar, prestar o alquilar, cualquiera de los siguientes elementos, sustancias o bebidas, a niños, niñas o adolescentes:

b) Bebidas alcohólicas, cigarrillo, tabaco y sus derivados, sustancias psicoactivas o cualquier sustancia que afecte su salud;

6. Inducir a niños, niñas o adolescentes a:

a) Consumir bebidas alcohólicas, cigarrillo, tabaco y sus derivados, sustancias psicoactivas o cualquier sustancia que afecte su salud.

Finalmente el artículo 94 del Código de Policía consagra los comportamientos relacionados con la salud pública que afectan la actividad económica y que por lo tanto no deben realizarse, entre los cuales refiere: Permitir el consumo de tabaco y/o sus derivados en lugares no autorizados por la ley y la normatividad vigente.
En cuanto a las multas este código incluye una tabla que gradúa el monto de la sanción.

En todo caso la Ley 1335 de 2009 por tratarse de una ley especial, mantiene la competencia de las autoridades y se complementa con las demás disposiciones del Código de Policía. 

En el caso de la aplicación de ley en los municipios, algunos han establecido instrumentos  en los cuales verifican el cumplimiento de los ambientes 100% libres de humo de tabaco en los establecimientos señalados en el artículo 19 ya citado.  

Actualmente el Ministerio de Salud, puntualmente las áreas de enfermedades no transmisibles y salud ambiental se encuentran desarrollando los instrumentos de inspección, vigilancia y control sanitario de la Ley 1335 de 2009. El principal instrumento es el Acta de Inspección y Vigilancia de la ley, la cual se encuentra en periodo de prueba en 9 entidades territoriales, incluyendo a Bogotá D.C.

Se continúan desarrollando procesos de movilización social alrededor de los procesos de denuncia ante el incumplimiento de estas medidas, liderado por las autoridades competentes de los procesos de inspección, vigilancia y control: Policía Nacional y Ministerio de Salud. En efecto, la Policía ha impuesto 902 comparendos en atención a lo establecido en el artículo 33 del Código de Policía (comportamientos que afectan la tranquilidad y las relaciones respetuosas de las personas). También se han impuestos 186 comparendos por violar el artículo 38 del Código de Policía. Así mismo, se realizaron 145 comparendos, considerando lo estipulado en el artículo 94 del Código de Policía.


Ver: http://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=66661","La Ley 1335 establece, en el parágrafo del Artículo 19, las competencias de las autoridades respecto al cumplimiento de la normativa sobre ambientes libres de humo de tabaco: de acuerdo con la Ley, las autoridades sanitarias (Secretarías de Salud de los Municipios y Departamentos de Colombia), vigilarán el cumplimiento del artículo 19 en coordinación con las autoridades de Policía y demás autoridades de control.

Asimismo, en el Artículo 20 de la Ley, se definen como obligaciones de los propietarios, empleadores y administradores respecto del cumplimiento de los ambientes libres de humo:

–	Garantizar el cumplimiento de la prohibición de uso de los productos del tabaco con el objetivo de proteger a las personas contra la exposición al humo de tabaco ambiental. 
–	Mostrar advertencias visibles con mensajes alusivos a los ambientes libres de humo de tabaco, de conformidad con las normas emitidas por el Ministerio de Bienestar Social. 
–	Adoptar medidas razonables y específicas para disuadir a la gente de fumar en el lugar, tales como pedir a la persona que no fume, interrumpir el servicio, pedirle que abandone el local o ponerse en contacto con la autoridad competente. 

En el artículo 24 del Capítulo VII de la Ley 1335 se establecen sanciones por fumar en lugares públicos y define que “los elementos y recursos necesarios para la aplicación de las sanciones” serán fijados por el Ministerio de la Protección Social y la Policía Nacional. Además, el Artículo 32 establece que el Gobierno Nacional podrá determinar y especificar el sistema de sanciones, las autoridades competentes y el procedimiento para la aplicación de dichas sanciones.

En el caso de la aplicación de esta en los municipios, algunos dentro del proceso de implementación de la ley han establecido actos administrativos en los cuales verifican el cumplimiento de los ambientes 100% libres de humo de tabaco en los establecimientos señalados en el artículo 19 ya citado.  

Actualmente se está desarrollando el proceso de movilización social alrededor de los procesos de denuncia ante el incumplimiento de estas medidas, liderado por las autoridades competentes de los procesos de inspección vigilancia y control: Policía Nacional y Ministerio de Salud.","La Ley 1335 establece. en el parágrafo del artículo 19. las competencias de las autoridades respecto al cumplimiento de la normativa sobre ambientes libres de humo de tabaco: de acuerdo con la Ley. las autoridades sanitarias (Secretarías de Salud de los Municipios y Departamentos de Colombia). vigilarán el cumplimiento del artículo 19 en coordinación con las autoridades de Policía y demás autoridades de control.
Asimismo. en el artículo 20 de la Ley 1335. se definen las obligaciones de los propietarios. empleadores y administradores respecto del cumplimiento de los ambientes libres de humo:
Artículo 20. Obligaciones. Los propietarios. empleadores y administradores d de los lugares a los que hace referencia el artículo 19 tienen las siguientes obligaciones:
a) Velar por el cumplimiento de las prohibiciones establecidas en la presente ley con el fin de proteger a las personas de la exposición del humo de tabaco ambiental;
b) Fijar en un lugar visible al público avisos que contengan mensajes alusivos a los ambientes libres de humo. conforme a la reglamentación que expida el Ministerio de la Protección Social;
c) Adoptar medidas específicas razonables a fin de disuadir a las personas de que fumen en el lugar. tales como pedir a la persona que no fume. interrumpir el servicio. pedirle que abandone el local o ponerse en contacto con la autoridad competente.
En el caso de la aplicación de esta en los municipios. algunos dentro del proceso de implementación de la ley han establecido actos administrativos en los cuales verifican el cumplimiento de los ambientes 100% libres de humo de tabaco en los establecimientos señalados en el artículo 19 ya citado. 
Actualmente se está desarrollando el proceso de movilización social alrededor de los procesos de denuncia ante el incumplimiento de estas medidas. liderado por las autoridades competentes de los procesos de inspección vigilancia y control: Policía Nacional y Ministerio de Salud.","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Voir l’article 2 de la loi relative à la lutte antitabac.","Affichage d’un avis d’interdiction (Voir loi n°12-2012 du 4 juillet 2012 relative à la lutte antitabac dans son article 3","WHO African Region"
