"","Party","2018","2016","2014","Region"
"35","Colombia","Al igual que en el caso de las directrices del artículo 11, estas directrices han sido utilizadas para fortalecer los argumentos frente al retiro de las frases promocionales de las cajetillas en tanto constituyen una forma de promoción indirecta de los productos de tabaco.","Al igual que en el caso de las directrices del artículo 13, estas directrices han sido utilizadas para fortalecer los argumentos frente al retiro de las frases promocionales de las cajetillas en tanto constituyen una forma de promoción indirecta de los productos de tabaco.","Indicator not used","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Indicator not used","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"39","Costa Rica","Para argumentar la derogatoria de la Directriz DM-RM-6540-2013 que tiene que ver con la exhibición de las cajetillas de cigarrillos en los puntos de venta. Hay ya pronunciamiento del Sr, Ministro mediante el DM 6912 -2015 solicitud de eliminación directriz 6540, lo cual esta pendiente","para argumentar la derogatoria de la Directriz DM-RM-6540-2013 que tiene que ver con la exhibición de las cajetillas de cigarrillos en los puntos de venta. Hay ya pronunciamiento del Sr, Ministro mediante el DM 6912 -2015 solicitud de eliminación directriz 6540, lo cual esta pendiente","Indicator not used","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"41","Croatia","We have used these guidelines in everydaywork when making decisions in the field of tobacco advertising, promotion and sponsorship.","We have used these guidelines in everydaywork when making decisions in the field of tobacco advertising, promotion and sponsorship.","Indicator not used","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"43","Czech Republic","Guidelines for implementation of Article 13 of the WHO FCTC are taken into account during discussions on the issue of the possibility of stronger regulation of the tobacco advertisement.","guidelines taken into account during preparation of the Action plan for the area of tobacco control in the Czech Republic  (2015-2018)","Indicator not used","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Se han utilizado las directrices del artículo 13 del CMCT para elaborar políticas en esta área. En este sentido existe desde el 2011 la Ley Orgánica para la Regulación y Control de Tabaco. En esta Ley se establece en el artículo 19.- “Prohibición de publicidad, promoción y patrocinio.- Se prohíbe todo tipo de publicidad, promoción y/o patrocinio de productos de tabaco en todos los medios de comunicación masiva, así como en otros de contacto interpersonal que puedan ser identificados. Esta prohibición incluye al patrocinio de productos de tabaco en actividades deportivas, culturales y artísticas, así como la promoción de programas de responsabilidad social de la industria del tabaco. 
La publicidad y promoción de cigarrillos estará permitida únicamente al interior de los lugares donde se comercializa el producto y de acceso exclusivo para mayores de edad y a través de comunicaciones directas por correo electrónico o servicio postal, siempre y cuando el consumidor adulto solicite recibir información por escrito y se compruebe su mayoría de edad. “
Y en el artículo 20.-“ Prohibición de publicidad engañosa.- Se prohíbe que en los paquetes y etiquetas de los productos de tabaco, se promocione a los mismos de manera falsa, equívoca o engañosa, o que induzca a error respecto de sus características, efectos para la salud, riesgos o emisiones
Se prohíbe, además, el empleo de términos, elementos descriptivos, signos figurativos o de otra clase que tengan por efecto o indirecto crear la falsa impresión de que un determinado producto de tabaco es menos nocivo que otro.”
Asimismo, se ha expedido la Ley Orgánica de Comunicación (25-06-2013) en el Registro Oficial Nº 22. El Art. 94 se refiere a la Protección de derechos en publicidad y propaganda.- “La publicidad y propaganda respetaran los derechos garantizados por la Constitución y los tratados internacionales. Se prohíbe la publicidad engañosa así como todo tipo de publicidad o propaganda de pornografía infantil, bebidas alcohólicas, cigarrillos y substancias estupefacientes y psicotrópicas…Los medios de comunicación no podrán publicitar productos cuyo uso regular o recurrente produzca afectaciones a la salud de las personas, el Ministerio de Salud Pública elaborará el listado de estos productos.”
El 20 de enero de 2014 mediante Decreto Ejecutivo Nº 214 se expide el Reglamento General a la Ley Orgánica de Comunicación. En este reglamento, en el Art. 59 sobre prohibición de publicidad, se dispone que lo establecido en el Art. 94 de la Ley Orgánica de Comunicación “se extiende, de manera general, a todo tipo de publicidad impresa o audiovisual, a aquella que es fija o móvil, que se difunda por los medios de comunicación social definidos en el Art. 5 de la Ley y, particularmente a la que se difunde por los medios o canales alternativos”. Sin embargo, dentro de excepciones, únicamente se anuncia que la publicidad de bebidas alcohólicas y de moderación que se difunde en canales de televisión extranjeros de sistemas de audio y video por suscripción podrá realizarse, mas no incluye ninguna excepción para los cigarrillos, por lo que se interpreta que no es permitida ningún tipo de publicidad de cigarrillos en medios de comunicación extranjeros.","Se han utilizado las directrices del artículo 13 del CMCT para elaborar políticas en esta área. En este sentido existe desde el 2011 la Ley Orgánica para la Regulación y Control de Tabaco. En esta Ley se establece en el artículo 19.- “Prohibición de publicidad, promoción y patrocinio.- Se prohíbe todo tipo de publicidad, promoción y/o patrocinio de productos de tabaco en todos los medios de comunicación masiva, así como en otros de contacto interpersonal que puedan ser identificados. Esta prohibición incluye al patrocinio de productos de tabaco en actividades deportivas, culturales y artísticas, así como la promoción de programas de responsabilidad social de la industria del tabaco. 
La publicidad y promoción de cigarrillos estará permitida únicamente al interior de los lugares donde se comercializa el producto y de acceso exclusivo para mayores de edad y a través de comunicaciones directas por correo electrónico o servicio postal, siempre y cuando el consumidor adulto solicite recibir información por escrito y se compruebe su mayoría de edad. “
Y en el artículo 20.-“ Prohibición de publicidad engañosa.- Se prohíbe que en los paquetes y etiquetas de los productos de tabaco, se promocione a los mismos de manera falsa, equívoca o engañosa, o que induzca a error respecto de sus características, efectos para la salud, riesgos o emisiones
Se prohíbe, además, el empleo de términos, elementos descriptivos, signos figurativos o de otra clase que tengan por efecto o indirecto crear la falsa impresión de que un determinado producto de tabaco es menos nocivo que otro.”","Indicator not used","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"51","El Salvador","Se vinculó con las directrices del Convenio Marco para el Control del Tabaco de la OMS para construir la viabilidad política y jurídica de aprobación del Reglamento de la Ley para el Control del Tabaco en Casa Presidencial y su respectiva aplicación.","Se vinculó con las directrices del Convenio Marco para el Control del Tabaco de la OMS para construir la viabilidad política y jurídica de aprobación del Reglamento de la Ley para el Control del Tabaco en Casa Presidencial y su respectiva aplicación.","Indicator not used","WHO Region of the Americas"
"52","Equatorial Guinea","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"58","France","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"59","Gabon","Tous ces aspects ont été relevés dans les textes dapplication de la loi 006/2013 en cours de signature.","Tous ces aspects ont été relevés dans les textes dapplication de la loi 006/2013 en cours de signature.","Indicator not used","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"62","Germany","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"65","Grenada","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"66","Guatemala","Prohibición de promoción y vigilancia del cumplimiento de las restricciones.","Prohibición de promoción y vigilancia del cumplimiento de las restricciones.","Indicator not used","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"70","Honduras","El IHADFA mediante su Departamento Legal y la Unidad de Inspectores mantiene una permanente vigilancia del cumplimiento de lo dispuesto en el Artículo 13 del CMCT de la OMS en lo referente al cumplimiento de la industria de tabaco en la publicidad, promoción y patrocinio del tabaco a nivel nacional.","El IHADFA mediante su Departamento Legal y la Unidad de Inspectores mantiene una permanente vigilancia del cumplimiento de lo dispuesto en el Artículo 13 del CMCT de la OMS en lo referente al cumplimiento de la industria de tabaco en la publicidad, promoción y patrocinio del tabaco a nivel nacional.","Indicator not used","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"73","India","Report not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"77","Israel","Report not provided","Report not provided","Indicator not used","WHO European Region"
"78","Italy","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"79","Jamaica","Article 13  will also be addressed comprehensively under the comprehensive tobacco control legislation.","Answer not provided","Indicator not used","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"81","Jordan","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Indicator not used","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"84","Kiribati","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"87","Lao People's Democratic Republic","The policies are based on the article 13 guideline.","The policies are based on the article 13 guideline.","Indicator not used","WHO Western Pacific Region"
"88","Latvia","Guidelines were used to justify the need to prohibit tobacco displaying at points of sales. The draft is currently under discussions in the Parliament.","Guidelines were used to justify the need to prohibit tobacco displaying in point of sales. The proposal for the draft law has been made and discussions in the Parliament continue.","Indicator not used","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Indicator not used","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"94","Luxembourg","Dans le texte de loi actuel en vigueur, toute publicité directe ou indirecte, promotion et parrainage sont interdits. Le commerce par internet est interdit par conséquence, pour les produits du tabac et cigarettes électroniques.","Dans le texte de loi actuel en vigueur, toute publicité directe ou indirecte, promotion et parrainage sont interdits. Le commerce par internet est interdit par conséquence.","Indicator not used","WHO European Region"
"95","Madagascar","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"97","Maldives","SEPARATELY RESPONDED","SEPARATELY RESPONDED","Indicator not used","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"99","Malta","Though our tobacco legislation was implemented prior to guidelines, further enforcement on legislation was based in line with guidelines.","Though our tobacco legislation was implemented prior to guidelines, further enforcement on legislation was based in line with guidelines.","Indicator not used","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"101","Mauritania","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"102","Mauritius",NA,"Answer not provided","Indicator not used","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"105","Mongolia","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Indicator not used","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"111","Netherlands","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"116","Niue","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"117","Norway","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"118","Oman","تستخدم","تستخدم","Indicator not used","WHO Eastern Mediterranean Region"
"119","Pakistan","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
