"","Party","2018","2016","2014","Region"
"21","Botswana","Report not provided","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Report not provided","Tobacco industry lobby in all sectors. (e.g.: National Congress, Executive).
Tobacco industry lawsuits against tobacco control measures.
Lack of knowledge by legislators and judges on the damages of smoking to public health and the tobacco industry strategies.
Staff changes in the top government disturb the implementation of planned activities.","Tobacco industry lobby in all sectors. (e.g.: National Congress. Executive)
Tobacco industry lawsuits against tobacco control measures
Limited financial resources to maintain regional actions in states and municipalities. due to Brazil''s extension.","WHO Region of the Americas"
"23","Brunei Darussalam","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Report not provided","Lingérence de lindustrie du tabac dans lapplication des textes antitabac;
Linsuffisance de personnel qualifié pour la lutte antitabac;
La faible contribution de la société civile antitabac dans la lutte antitabac","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","-Labsence dune loi nationale sur la lutte contre le tabagisme et des textes qui la régissent;
-La loi des finances ne permet pas un budget alloué directement à la lutte contre le tabagisme;
-Peu de partenaires dans la lutte contre le tabagisme;
-Manque de données sur le tabagisme.","Report not provided","WHO African Region"
"27","Cambodia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Report not provided","linfluence non négligeable de lindustrie du tabac","Projet de lois non adopté l’industrie du tabac volonté constante des pouvoir publics implication réelle des Organisations de la société civile","WHO African Region"
"29","Canada","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Report not provided","Le renforcement des capacités de la société civile pour une plus grande participation.
Engagement plus renforcé du Ministère de la Santé et de lOMS","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Report not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Report not provided","Las distintas discusiones en el desarrollo de tratados de libre comercio. Se requiere por tanto un mayor acuerdo mundial sobre la preminencia de criterios de salud versus criterios económicos.","Las distintas discusiones en el desarrollo de tratados de libre comercio y las presentaciones realizadas por países productores en la Organización Mundial del Comercio generan discrepancias con la política y directrices emanadas del Convenio Marco. Se requiere mayor acuerdo mundial sobre la preminencia de criterios de salud versus criterios económicos.","WHO Region of the Americas"
"34","China","Report not provided","吸烟人群数量巨大，公众对吸烟及二手烟草烟雾危害认识不足，无国家级控烟立法，控烟的社会风气尚待形成。","(1) To further improve related laws and regulations and (2) citizens inadequate awareness on the dangers of tobacco.","WHO Western Pacific Region"
"35","Colombia","Report not provided","- Interferencia de la industria en procesos relacionados con las estrategias y medidas de control de tabaco: interposición de recursos legales y administrativos que retrasan los procesos y generan desgaste institucional.
- Inadecuada interpretación de lo establecido en la norma, principalmente lo relacionado con ambientes 100% libres de humo de tabaco y en lo relativo a la prohibición total de la publicidad, promoción y patrocinio de los productos de tabaco-.
- Falta de conocimiento de la Ley y las resoluciones reglamentarias de la misma, por parte de la sociedad civil, entes territoriales y gubernamentales, así como de las instituciones prestadoras de servicios de salud.
- Limitada articulación intersectorial entre los entes responsables de dar cumplimiento a la norma.","- Interferencia de la industria en procesos relacionados con las estrategias y medidas de control de tabaco: interposición de recursos legales y administrativos que retrasan los procesos y generan desgaste institucional.
- Inadecuada interpretación de lo establecido en la norma. principalmente lo relacionado con ambientes 100% libres de humo de tabaco y en lo relativo a la prohibición total de la publicidad. promoción y patrocinio de los productos de tabaco-.
- Falta de conocimiento de la Ley y las resoluciones reglamentarias de la misma. por parte de la sociedad civil. entes territoriales y gubernamentales. así como de las instituciones prestadoras de servicios de salud.
- Limitada articulación intersectorial entre los entes responsables de dar cumplimiento a la norma.","WHO Region of the Americas"
"36","Comoros","Report not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","1. La non inclusion des activités de lutte antitabac dans les activités de PNUD;
2. Labsence des données car aucune enquête na été réalisée sur le plan national en dehors de GYTS en 2006 et 2009;
3. le manque du programme de lutte antitabac;
4. la faiblesse du comité de coordination de lutte antitabac due à la  non fidélisation des cadres des autres ministères faisant parti de cette coordination.","Answer not provided","WHO African Region"
"38","Cook Islands","Report not provided","Enforcement and monitoring of some of the program and activities.","Nothing much have asked for technical assistance and financial support","WHO Western Pacific Region"
"39","Costa Rica","Report not provided","Instituciones que no han asumido las responsabilidades establecidas en la Ley 9028
Poco recurso humano para el control y fiscalización del cumplimiento de la Ley por parte del Ministerio de Salud a quien la ley 9028 responsabiliza de esta tarea.
Interferencia de la Industria Tabacalera a través de grupos fachada","Instituciones que no han asumido las responsabilidades establecidas en la Ley 9028","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","Ingérence de lindustrie du tabac","Interférence de lindustrie du tabac.","WHO African Region"
"41","Croatia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","There are notable difficulties in enforcing the relevant legislation in terms of not smoking in public places.","Lack of research systems. No logistic support. No specialised tobacco control unit.","WHO European Region"
"43","Czech Republic","Report not provided","For example lack of personal capacities at the Ministry of Health for tobacco control measures.","e.g. lack of personal capacities at the Ministry of Health for tobacco control measures","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","-Manque de Loi anti tabac
- Manque de volonté politique","Report not provided","WHO African Region"
"46","Denmark","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Report not provided","la coopération régionale et intergouvernementale qui ne cible pas la lutte antitabac.
la diffusion dinformation  relative","La mobilité des points focaux sectoriels. L''absence d''intérêt des agences partenaires de la santé. L''absence d''opportunités pour le développement de coopération.","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Political will
Perception that there is minimal tobacco consumption in the country hence this is not seen as a priority
Local manufacturing of tobacco products exists and is seen as  contributing to the economy","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","Answer not provided","Falta de compromiso político por parte de autoridades de otros sectores: educación. ambiente. agricultura. economía. agricultura. relaciones laborales.
Lobby de la industria de tabaco con las autoridades de varios sectores. especialmente de la producción y agricultura.","WHO Region of the Americas"
"50","Egypt","Report not provided","الحاجة الي توافق العديد من القطاعات الوطنية و وجود خطه عمل مشتركه شاملة لتحقيق اهداف الاتفاقية","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Interferencia de la industria tabacalera.
Comercio ilícito de productos del tabaco y derivados
Formación de competencia en los recursos sanitarios para contrarrestar la interferencia de la industria tabacalera y para el ejercicio de la autoridad regulatoria.",".","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","INSUFICIENCIAS DE MEDIOS FINANCIEROS.","Report not provided","WHO African Region"
"53","Estonia","Report not provided","The opposition of the tobacco industry lobby in other governmental and public institutions and the Parliament in implementing stricter tobacco control policies.","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Require additional funding for human resources transportation for enforcement","WHO Western Pacific Region"
"57","Finland","Report not provided","None.","Answer not provided","WHO European Region"
"58","France","Report not provided","La nécessité de plus de  transparence et de moins dinfluence des lobbies pro-tabac. En ce sens a été voté larticle 26 de la loi de santé.
La nécessité dune augmentation de la fréquence des contrôles. En ce sens a été voté larticle 31 de la loi de santé.","Answer not provided","WHO European Region"
"59","Gabon","Report not provided","Linsuffisance du personnel de qualité; 
Insuffisance des moyens logistiques (le Directeur du Programme de Lutte antitabac demeure sans bureau)","1°) La faible collaboration des autres ministères dans la collecte de données statistiques  
 2°) L’absence de points focaux dans les autres ministères impliqués dans la lutte antitabac
3°) Les textes d’application de la loi antitabac sont seulement en cours d’élaboration.","WHO African Region"
"60","Gambia","Report not provided","this is addressed in the needs assessment report 2012","MOBILITY FOR TRAckING TO MONITOR & EVALUATE THE PROGRAMME IMPLEMENTED","WHO African Region"
"61","Georgia","Report not provided","Despite the aforementioned efforts, analysis of current tobacco control legislation and Its implementation shows that on the one hand there is a solid background for significant improvements in tobacco-related situation in the country, however it is of utmost importance to strengthen the legislation in-line with the WHO FCTC and EU Directives on tobacco and enhance the political will for enabling effective enforcement of the existing laws.  Main barrier remains tobacco industry influence and lack of sensitization of government officials outside of health sector on the benefits of comprehensive tobacco control measures for both, health and development.","Besides lack of sufficient resources tobacco industry influence and lack of political will also serve as barriers.","WHO European Region"
"62","Germany","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","Report not provided","1. Possible tobacco industry interference
2. Increasing popularity of Shisha and ENDS requiring regulation","Answer not provided","WHO African Region"
"64","Greece","Report not provided","ongoing reforms","Answer not provided","WHO European Region"
"65","Grenada","Report not provided","Limited political will due to the perceived low tobacco use in the country","Limited political will","WHO Region of the Americas"
"66","Guatemala","Report not provided","Inestabilidad política en el país (afectado la continuidad de las autoridades sanitarias)
Interferencia de la industria
Dificultad para satisfacer requerimientos de transparencia, en comparación con las provisiones del artículo 5.3
Limitaciones constitucionales","No existe ninguna dependencia con carácter de mecanismo coordinador nacional o centro de coordinación para el control del tabaco. Interferencia de la Industria en la creación e implementación de normativas","WHO Region of the Americas"
"67","Guinea","Report not provided","Les obstacles sont liés en grande partie outre le manque de ressources a lappui technique pour la réalisation des priorités ci-dessus citées.
Les écarts partent de la budgétisation des priorités . A ce jour, aucun financement nest attendu sauf pour la célébration de la journée mondiale sans tabac qui est  financée par les fonds réguliers de lOMS qui en général dépassent rarement 3000 USD","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","Weak involvement of decision makers, political and governmental instability, lack of funds to implement activities and lack of technical assistance.","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Report not provided","La falta de un trabajo insterinstitucional coordinado en base a la aplicaciòn de la Ley por parte de otras instituciones tanto del Estado como del apoyo y acompañamiento de las ONGs 

La falta de personal capacitado para llevar a cabo las funciones de inspectoría en coordinación con las Alcaldías Municipales del país.","Con la falta de personal para las funciones de inspecciones para la vigilancia y seguimiento de la aplicación de la Ley Especial para el Control del Tabaco a nivel nacional. así como. a la falta de recurso humano para llevar a cabo las diversas capacitaciones tanto en el sector público como sector privado a nivel nacional. sobre la misma ley para llevar a cabo la Educación. comunicación. formación y concientización del público.","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","As the modification of smoking rules took effect on 1 January 2012. the demand for tobacco products imitative electronic products (e-cigarettes) has increased. Moreover. as nicotine is considered as pharmaceutical active ingredient we see that the marketing of e-cigarettes interferes with pharmaceutical rules. We consider it is necessary to make internationally coordinated efforts in this field.","WHO European Region"
"72","Iceland","Report not provided","Iceland has a very small population, little over 300 thousand inhabitants. We do not have manpower and institutions to deal with all issues and aspects of the Convention as we would want.  

Cooperation is very valuable for Iceland in lower the harm caused by tobacco consumption.","Iceland has a very small population little over 300 thousand inhabitants. We do not have manpower and institutions to deal with all issues and aspects of the Convention as we would want. Cooperation is very valuable for Iceland in lower the harm caused by tobacco consumption.","WHO European Region"
"73","India","Report not provided","India is  the 2nd consumer and 3rd largest producer of tobacco products in the world and  a plethora of tobacco products (both smoking and smokeless) are used in India. A very large section of the tobacco industry is unorganised and bidi industry is a home based industry providing employment to 6.3  million people, mostly women from the low socio-economic strata of the society.","India is  the 2nd consumer and 3rd largest producer of tobacco products in the world and  a plethora of tobacco products(both smoking and smokeless) are used in India. A very large section of the tobacco industry are unorganised and bidi industry is a home based industry providing employment to 6.3  million people mostly women from the low socio-economic strata of the society.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","In raising tax on tobacco products still there is a debate on its effect on increasing the rate of illicit trade","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Report not provided","The main difficulties are related to the coordination with other sectors of Italian Administration (Ministry of Finance, Ministry of Economical Development and Ministry of Agriculture) and other stakeholders.","The main difficulties are related to the coordination with other sectors of Italian Administration (Ministry of Finance and Ministry of Agriculture) and other stakeholders.","WHO European Region"
"79","Jamaica","Report not provided","Interference by the Tobacco Industry and lack of capacity in some areas","Interference by the Tobacco Industry and lack of capacity.","WHO Region of the Americas"
"80","Japan","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Report not provided","Answer not provided","The fight against smoking is not within the priorities in some government institutions concerned","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Countering tobacco industry and business associations","WHO European Region"
"83","Kenya","Report not provided","Litigation by tobacco industry/ tobacco industry interference
Reporting mechanism
Enforcement mechanism","T6obacco industry interference Staff prioritization of tobacco control in national plans the clear mention of commitment to tobacco control by senior government officials this would really help in protecting and providing confidence to tobacco control advocates","WHO African Region"
"84","Kiribati","Report not provided","(Please refer to Article 21.1(b).)","Funding staffing and resources are limited.","WHO Western Pacific Region"
"85","Kuwait","Report not provided","CApacity building
Enforcement of the Law","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","скрытое вмешательство табачной промышленности на всех уровнях принятия Решений","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Constraints
1. National Tobacco Control Committee
2. Government commitment
3. Tobacco Control Law, Decrees and regulations
Barriers
1. Tobacco Industry interference
2. There is no measure enforce for Tobacco Control Law/decree and regulation violation
3. Lack of resources
4. Limited knowledge on FCTC particularly non health sectors","According to the National Adult Tobacco Survey 2012 people in urban area with high education level shown lower smoking prevalence while people in rural area are less educated and shown high smoking prevalence.","WHO Western Pacific Region"
"88","Latvia","Report not provided","The growing market of new products, which are not covered by the FCTC, but are made as tobacco products substitutes;  impact of tobacco industry to tobacco control policy development through different stakeholders; 
Tobacco industry interference with the development of track-and-trace system.","Industry lobbying very weak civil society (no NGOs working with tobacco control issues in Latvia) and therefore lack of involvement of society political unwillingness political instability and changes in leadership tend to prolong adoption of new policies.","WHO European Region"
"89","Lebanon","Report not provided","Lack of funding.
Socio-political instability due to neighboring conflict in Syria.","A major constraint was the interference from the tobacco industry. which delayed the approval of Law 174 by Parliament for almost two years. Another obstacle has been the security and political situation in Lebanon throughout the past years. and in particular due to the conflict in neighbouring Syria and resulting influx of refugees which now constitute almost a third of the national population in Lebanon. As a result the socio economic situation is not the most supportive. however considerable progress is still being achieved.","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Lack of capacity","WHO African Region"
"91","Liberia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Report not provided","عدم إصدار قانون مكافحة التدخين و إستخدام التبغ 

A new tobacco control law has been made. it was proposed by minister of health to the cabinet.  However, due to the emergency situation in the country and to the political crisis, this new law has not yet been adopted.","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Report not provided","Article 17 et surtout larticle 6, 
Manque de ressouces humaines et financières","Politique des prix (taxes et fiscalité) ; Résistance par le lobby des producteurs","WHO European Region"
"95","Madagascar","Report not provided","instabilité politique,","INSTABILITE POLITIQUE ET INGERENCE DE L’INDUSTRIE DU TABAC","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Collaboration between inter agencies and lack of awareness among inter agencies","WHO Western Pacific Region"
"97","Maldives","Report not provided","1- High industry interference
2- Lax enforcement of tobacco control legislation","Lack of political will; poor enforcement; poor compliance","WHO South-East Asia Region"
"98","Mali","Report not provided","Adhésion de la population; 
Le respect des textes","Answer not provided","WHO African Region"
"99","Malta","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Report not provided","essentiellement, le manque de ressource, le non engagement des autres partenaires techniques et financiers qui ne sont pas lOMS","Il y a besoin d’un engagement plus fort.","WHO African Region"
"102","Mauritius","Report not provided","The tobacco industry interference remains a constant barrier in the successful implementation of the Convention.","The influence of the tobacco industry and its strategies to counteract tobacco control initiatives and in using delaying tactics to retard implementation of the WHO FCTC.","WHO African Region"
"103","Mexico","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided","Lack of commitment from political arena
General Public view on the danger of tobacco use is less concern compare to communicable diseases
Lack/less understanding","The timing of dissemination of information came late to the receiving party.","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","Lack of capacity on tobacco cessation","WHO Western Pacific Region"
"106","Montenegro","Report not provided","Lack of human and technical resources. Better promotion of importance of FCTC application by the other sectors, except health, better implementation of laws which regulate use of tobacco products in public places, better monitoring and application of criminal provisions.","Lack of human and technical resources.","WHO European Region"
"107","Myanmar","Report not provided","Article 5.3: All stakeholders and policy makers still need to be aware of and interested in protecting the public health policy from interfering by the tobacco industries. The multisectoral cooperation and collaboration is required apart from the Ministry of Health’s effort. 
Article 6: In Myanmar, the use of cheroots, cigars and smokeless tobacco products are more prevalent than the manufactured cigarettes. So, the tax still need to raise harmoniously. Although the tax levied on cigarettes is 100% of the amount of sale price, the retail sale prices of cigarettes are still cheap in Myanmar in compared to other regional countries. 
Article 8: Public awareness still required and still need to strengthen the law enforcement.  
Article 11: It takes a long time to implement the pictorial health warning in Myanmar. The capacity and facilities are required for defining the potency of toxic chemicals of tobacco products. 
Article 12: Financial resources and effective strategies are required for raising public awareness. 
Article 13: Although Myanmar has comprehensive ban on TAPS, law enforcement is still required. 
Article 14: The National standard guideline still need to be developed and logistic support is required for counselling and cessation clinics. 
Article 15: The relevant regulations and multisectoral cooperation is required for controlling illicit tobacco products in Myanmar. 
Article 16: Law enforcement is still need to be strengthened.","Article 5.3: All stakeholders and policy makers still need to be aware of and interested in protecting the public health policy from interfering by the tobacco industries. The multisectoral cooperation and collaboration is required apart from the Ministry of Health''s effort.
Article 6: In Myanmar the use of cheroots cigars and smokeless tobacco products are more prevalent than the manufactured cigarettes. So the tax still need to raise harmoniously. Although the tax levied on cigarettes is 100% of the amount of sale price the retail sale prices of cigarettes are still cheap in Myanmar in compared to other regional countries.
Article 8: Public awareness still required and still need to strengthen the law enforcement. 
Article 11: It takes a long time to implement the pictorial health warning in Myanmar. The capacity and facilities are required for defining the potency of toxic chemicals of tobacco products.
Article 12: Financial resources and effective strategies are required for raising public awareness.
Article 13: Although Myanmar has comprehensive ban on TAPS law enforcement is still required.
Article 14: The National standard guideline still need to be developed and logistic support is required for counselling and cessation clinics.
Article 15: The relevant regulations and multisectoral cooperation is required for controlling illicit tobacco products in Myanmar.
Article 16: Law enforcement is still need to be strengthened.","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Tobacco Industry Interference in implementing tobacco control law
Lack of public awareness on health risks and socioeconomic consequences of tobacco use","WHO South-East Asia Region"
"111","Netherlands","Report not provided","- Interpretation of the scope of the article
- The support of citizens and the parlimen","Answer not provided","WHO European Region"
"112","New Zealand","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
