"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","According to article 4 of antismoking law, smoking is prohibited in all closed public places, however a designated area for smokers can be allocated provided it is compliant with specifications of smoking areas stated by Ministry of Health.","According to article 4 of antismoking law, smoking is prohibited in all closed public places, however a designated area for smokers can be allocated provided it is compliant with specifications of smoking areas stated by Ministry of Health.","According to article 4 of antismoking law smoking is prohibited in all colsed public places however a designated area for smokers can be allocated provided it is compliant with specifications of smoking areas stated by Ministry of Health.","WHO Eastern Mediterranean Region"
"12","Bangladesh","Conducted mobile courts for punitive action, advocacy meeting for awareness and study up ""No Smoking Signage"" at public place and public transport","Conducted mobile courts for punitive action, advocacy meeting for awarenessand study up ""No Smoking Signage"" at public place and public transport","Conducted mobile courts advocacy meeting & study up ''No Smoking Signage'' at public place and public transport","WHO South-East Asia Region"
"13","Barbados","The Health Services (Packaging and Labelling of Tobacco Products) Regulations, 2017 provides for pictoral warnings to be required for all tobacco products","Legislation Prohibiting Smoking in Public Places 2010","Comprehensive ban on smoking tobacco in public places defines as; building place facility or structure owned by the Crown; places workplaces or buildings that are fully or substantially enclosed; libraries museums historic sites or those of archaeological significance to which the public has access whether paying or not.","WHO Region of the Americas"
"14","Belarus","ДЕКРЕТ ПРЕЗИДЕНТА РЕСПУБЛИКИ БЕЛАРУСЬ от 17 декабря 2002 г. N 28 "" О ГОСУДАРСТВЕННОМ РЕГУЛИРОВАНИИ ПРОИЗВОДСТВА, ОБОРОТА И ПОТРЕБЛЕНИЯ ТАБАЧНОГО СЫРЬЯ И ТАБАЧНЫХ ИЗДЕЛИЙ""

38. Запрещается курение (потребление) табачных изделий, за исключением мест, специально предназначенных для этой цели:
в учреждениях (организациях) здравоохранения, культуры, образования, спорта, на объектах торговли и бытового обслуживания населения;
на объектах общественного питания, кроме объектов, реализующих табачные изделия и имеющих предназначенные для обслуживания граждан (потребителей) помещения с действующей системой вентиляции;
в помещениях органов государственного управления, местных исполнительных и распорядительных органов, организаций;
на всех видах вокзалов, в аэропортах, подземных переходах, на станциях метрополитена;
во всех видах общественного транспорта, вагонах поездов, на судах, в самолетах, за исключением поездов дальнего следования, пассажирских судов и самолетов, в которых предусмотрены места, специально предназначенные для курения.
39. Индивидуальные предприниматели или юридические лица, иностранные юридические лица, иностранные организации, в собственности, хозяйственном ведении либо в оперативном управлении которых находятся объекты (помещения, здания, сооружения, транспорт), указанные в пункте 38 настоящего Положения, создают (выделяют) на этих объектах специально предназначенные для курения места и оборудуют их в соответствии с требованиями, установленными Министерством по чрезвычайным ситуациям и Министерством здравоохранения.
(в ред. Декрета Президента Республики Беларусь от 20.02.2015 N 2)","Answer not provided","Answer not provided","WHO European Region"
"15","Belgium","Loi interdisant de fumer du tabac ou des produits similaires dans les lieux publics fermés, y compris les lieux de travail.","Loi interdisant de fumer du tabac ou des produits similaires dans les lieux publics fermés, y compris les lieux de travail.","Answer not provided","WHO European Region"
"16","Belize","Report not provided","in 2010 the Government of Belize approved measures for the protection of the General Public:- the prohibition if smoking within Governemnt Buildings, smoking in private businesses where the public accesses services, in all learning institutions, in public transporation including terminals.","Approved in September 2010 and implemented in October 2010 cabinet paper in an effort to maintain a smoke free environment for the protection of the general public.","WHO Region of the Americas"
"17","Benin","loi antitabac du Bénin","loi antitabac du Bénin","Larrêté interministériel N°020 fixant les conditions dusage de cigarettes et autres produits du tabac par les fumeurs dans les lieux affectés à une utilisation collective en République du Bénin stipule en son article 2 lusage des cigarettes et autres produits du tabac est formellement interdit dans les lieux publics et ceux affectés à une utilisation collective. 
article 3: dans lenceinte des établissements précités les responsables doivent poser lenseigne dinterdiction formelle de fumer à un endroit bien perceptible par tout usager.","WHO African Region"
"18","Bhutan","Tobacco Control Act of Kingdom of Bhutan 2010 and Tobacco Control Rules and Regulation 2016","Tobacco Control Act of Kingdom of Bhutan 2010 and Tobacco Control Rules and Regulation 2011","Legal measures: Non- smoking area: 
No person shall smoke in the following public places but not limited to:
Commercial centres: all shops shopping complexes supermarket showrooms exhibition halls lobbies and places to which public have access in hotels motels guest houses inns and lodging bars and restaurants clubs internet cafes;
Recreation centres: discotheques snooker rooms health clubs sports and games centres playing fields and related offices cinema theatre video halls and other buildings of entertainment;
Institutions: all offices including those in the private sector dzongs monasteries museums health educational religious and training centers and their vicinity;
Public gatherings/spaces: public meetings Tshechu festivals and traditional celebrations vegetable markets bus and taxi stands airports;
Public transportation: all buses and taxis all forms of motors vehicles and aircrafts for passenger transport; and 
Any other public places or areas as may be declared by the Tobacco Control Board.
Administrative measures: 
Complaint: Any person who witnesses the commission of an offence under the provision of the Act and the Rules and Regulation may lodge a written complaint in person to any of the concerned law enforcement agencies.
Inspection: the authorised officials conducts inspection in non –smoking area","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","There are no legislative, executive, administrative or other measures or programmes adopted or implemented at national level in Bosnia and Herzegovina. This issue is regulated by the laws in Federation of Bosnia and Herzegovina, Republic of Srpska and Brcko district of Bosnia and Herzegovina.

According to the Constitution of Bosnia and Herzegovina, which is the integral part of the General Framework Agreement for Peace in Bosnia and Herzegovina (Annex 4),Bosnia and Herzegovina consists of two entities: the Federation of Bosnia and Herzegovina and the Republic of Srpska. The area of Brčko was settled through international arbitration after the Dayton Peace Agreement, and the Brcko District BiH was established in March 2000, with powers largely similar to those entities.  
Jurisdictions of Bosnia and Herzegovina are prescribed by Act III of the Constitution of Bosnia and Herzegovina: foreign policy, foreign-trade policy , tariff policy, monetary policy, as stated in Act VII; financing of institutions and international obligations of Bosnia and Herzegovina; politics and regulations concerning immigrants, refugees and asylum; conducting international and inter-entity criminal-justice regulations, including relations with Interpol; forming and functioning of mutual and international means of communication; traffic regulations among entities; air traffic control.According to the Constitution of Bosnia and Herzegovina, Federation of Bosnia and Herzegovina is one of the two entities in country of Bosnia and Herzegovina and has the power, jurisdictions and responsibilities which are not stated in inclusive jurisdictions of Bosnia and Herzegovina. Federation of Bosnia and Herzegovina consists of federal units (cantons). 
According to the Constitution of the Republic of Srpska, the Republic of Srpska is unique and inseparable constitutional entity, which, on its own, performs constitutional, legal, executive and judicial functions. All state functions and jurisdiction belong to the Republic of Srpska, except those that are clearly defined to the Bosnia and Herzegovina. 
Organization and financing the health care is under responsibility of the Federation of Bosnia and Herzegovina, the Republic of Srpska and the Brcko District of Bosnia and Herzegovina.","Answer not provided","New Tobacco Control Law in the Federation of B&H enforced in 2011 enforced ban of smoking in all enclosed public places in line with international recommendations and FCTC requirements. 
Republika Srpska: With the aim of protecting non-smokers and vulnerable groups such as under age persons pregnant women and the elderly from passive smoking this Law regulates the prohibition of smoking tobacco and tobacco products in public places. educational institutions such as: nurseries kinder gardens primary and secondary schools faculties and universities and other educational institutions; institutions for accommodation and housing of pupils and students such as: dormitories youth hostels and other institutions that accept and provide accommodation for underage persons; Health institutions appointed by the Law on Health Protection and social institutions such as: hospitals surgeries rehabilitation centres children''s homes homes for mentally and physically impaired old people''s homes including waiting rooms within these institutions and other institutions providing health and social care services; State administrative judiciary institutions such as: Republika Srpska institutions city and municipal bodies courts and other institutions providing state administrative and legal services ; Cultural institutions such as: theatres cinemas sports institutions radio and television studios and other institutions where cultural and sporting events competitions recreational and entertainment related activities take place; food operations such as: restaurants patisseries and other places selling or serving food; means of public transport such as: trains buses aircrafts taxis lifts cable cars and other means of public transport. workplaces such as: in factories businesses legal persons and other places where work takes place; places temporarily open to the public such as: buildings used for public presentations television broadcasts; other public places such as: banks post offices and shops.","WHO European Region"
"21","Botswana","The national law (Control of Smoking Act 2004) prohibits smoking in public places, indoors and public transport.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Federal Law prohibits smoking in public and private places, as restaurants, bars, hospitals, airports, malls, etc, even if the area or room is partially closed by a wall or awning. Commercial facilities are responsible for ensuring compliance and must educate their clients about the law. The health surveillance authorities in states and municipalities are responsible for monitoring compliance.","Federal Law prohibits smoking in public and private places, as restaurants, bars, hospitals, airports, malls, etc, even if the area or room is partially closed by a wall or awning. Commercial facilities are responsible for ensuring compliance and must educate their clients about the law. The health surveillance authorities in states and municipalities are responsible for monitoring compliance.","Since 2008 some Brazilian states succeeded to approve local smoke-free laws. In December 15th. 2011. the President has sanctioned a national law prohibiting smoking in public places nationwide.","WHO Region of the Americas"
"23","Brunei Darussalam","Smoking is prohibited in almost all public places – 28 types of public places have been designated as smoke-free under the law).","Report not provided","Smoking is prohibited in almost all public places – 28 types of public places have been designated as smoke-free under the law)","WHO Western Pacific Region"
"24","Bulgaria","Health Law - Article 56 (Amended, SG No. 41/2009, effective 1.06.2010, supplemented, SG No. 42/2010, effective 2.06.2010, amended, SG No. 40/2012, effective 1.06.2012)
(1) Smoking in indoor public places shall be prohibited.
(2) Smoking shall be also prohibioted in premises with separate work places where work is done, as well as the premises ancillary and servicing thereto.
(3) As an exception, smoking shall be allowed in separate independent premises, situated in airport buildings.
(4) No persons below the age of 18 years shall be allowed in the separate independent premises referred to in paragraph 3.
(5) The separate independent premises referred to in paragraph 3 shall be separated with air-proof walls, tightly closed doors, shall be clearly designated and a ventilation installation shall be installed in them.
(6) The Council of Ministers shall specify in an ordinance the requirements to be met by the separate independent premises, referred to in paragraph 3.
Article 56a (New, SG No. 42/2010, effective 2.06.2010, amended, SG No. 40/2012, effective 1.06.2012)
Smoking shall be prohibited in the following open public places:
1. the sites and pavements adjacent to nursery schools, kindergartens, schools, pupilsТ dormitories and plces where social services are provided to children;
2. the playgrounds;
3. places where events for children and pupils are organized;
4. sports facilities, summer cinemas and theaters - during sports and cultural events.
http://www.mh.government.bg/media/filer_public/f1/d4/f1d4f8db-c02c-4aae-8a38-f14fda445692/zakon-za-zdraveto_29-05-2012.pdf","Health Law - Article 56 (Amended, SG No. 41/2009, effective 1.06.2010, supplemented, SG No. 42/2010, effective 2.06.2010, amended, SG No. 40/2012, effective 1.06.2012)
(1) Smoking in indoor public places shall be prohibited.
(2) Smoking shall be also prohibioted in premises with separate work places where work is done, as well as the premises ancillary and servicing thereto.
(3) As an exception, smoking shall be allowed in separate independent premises, situated in airport buildings.
(4) No persons below the age of 18 years shall be allowed in the separate independent premises referred to in paragraph 3.
(5) The separate independent premises referred to in paragraph 3 shall be separated with air-proof walls, tightly closed doors, shall be clearly designated and a ventilation installation shall be installed in them.
(6) The Council of Ministers shall specify in an ordinance the requirements to be met by the separate independent premises, referred to in paragraph 3.
Article 56a (New, SG No. 42/2010, effective 2.06.2010, amended, SG No. 40/2012, effective 1.06.2012)
Smoking shall be prohibited in the following open public places:
1. the sites and pavements adjacent to nursery schools, kindergartens, schools, pupilsТ dormitories and plces where social services are provided to children;
2. the playgrounds;
3. places where events for children and pupils are organized;
4. sports facilities, summer cinemas and theaters - during sports and cultural events.
http://www.mh.government.bg/media/filer_public/f1/d4/f1d4f8db-c02c-4aae-8a38-f14fda445692/zakon-za-zdraveto_29-05-2012.pdf","lang=bg-BG&pageid=380&currentPage=2&categoryid=4807 

On 10.09.2012 the Ministry of Health and the Association ''Bulgaria without smoke'' sign an Agreement for cooperation in the implementation of existing legislation to restrict smoking in Bulgaria. On the basis of the signed Agreement representatives of the above mention NGOs can cooperate with the state health control authorities for the implementation of the Health Act","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","L’article 27 de la Loi 040 stipule que « il est interdit à toute personne d’exposer les autres à la fumée du tabac. Il est interdit de fumer dans les lieux publics clos ou ouverts et dans les transports en communs » ;
Les chapitres II et III du décret 2011-1052/PRES/PM/MS/MEF portant interdiction de fumer dans les lieux publics clos et les transports en communs définissent parfaitement cette disposition ;
La circulaire N°2011-269 du Ministère de la santé interdit également de fumer dans les établissements de soins et les bâtiments du Ministère de la santé.","WHO African Region"
"26","Burundi","Report not provided","Instructions ministérielles relatives aux: 
a.	Exigence d’informations sanitaires sur les produits du tabac ;
b.	Interdiction de la vente des cigarettes aux enfants et dans certains lieux publics.
c.	Interdiction de la publicité, la promotion et le parrainage par lindustrie de tabac.
Signalons  que ces instructions ont été transmises aux sociétés BTC (Burundi Tobacco Company) et BAT (British American Tobacco) par correspondance n°630/3007/Cab/2011 du MSPLS.","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","The Minister of Health Circular on Measures for the Banning of Smoking and Blowing of Tobacco Products at workplaces and public places including all levels of educational institutions. outdoor and indoor public buildings. public transports. health facilities. nurseries. children parks. museums. cultural and historical sites. gas stations. and flammable areas. To implement this circular. directors. owners or managers of aforementioned places have to put no-smoking signs at the entrances of their places or any appropriate locations where they are clearly visible to the public. In case of violation. violators will be told to stop or to smoke outside the buildings. In case of incompliance or repetition. managers or owners of workplaces or public places shall cooperate with competent authorities to warn violators accordingly","WHO Western Pacific Region"
"28","Cameroon","Les Administrations membres de la Commission multisectorielle antitabac ont pris des décisions, des arrêtés et des lettres circulaires portant interdiction de fumer dans les services centraux et les services déconcentrés.
Ces mesures sont encore attendues des administrations en charge du tourisme, des transports","Answer not provided","Les départements ministériels à travers leurs cadres membres du groupe d’experts de lutte antitabac ont amené les chefs de départements à prendre des mesures circulaires arrêtés déclarant leurs espaces non-fumeurs.","WHO African Region"
"29","Canada","Canada has comprehensive national and sub-national legislation protecting Canadians from exposure to tobacco smoke.  Refer to the Canadian Cancer Society report entitled ""Overview Summary of Federal/Provincial/Territorial Tobacco Control Legislation in Canada"" (see http://convio.cancer.ca/documents/Legislative_Overview-Tobacco_Control-F-P-T-2017-final.pdf)","Canada has comprehensive national and sub-national legislation protecting Canadians from exposure to tobacco smoke.  Annex A provides a summary of select federal, provincial, and municipal measures.","Canada has comprehensive national and sub-national legislation protecting Canadians from exposure to tobacco smoke. Annex A provides a summary of select federal. provincial. and municipal measures.","WHO Region of the Americas"
"30","Cape Verde","Lei n ° 119 / IV / 95 du 13 Mars, de 1995","Lei n ° 119 / IV / 95 du 13 Mars, de 1995","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","l’interdiction de fumer dans les lieux publics, les lieux  de travail intérieurs  et les transports publics voire privé sil ya la présence dune femme enceinte ou dun enfant est prévue dans la loi Tchadienne N°10/PR/2010 en son article 4. 
Voir la texte de la loi a http://www.who.int/entity/fctc/reporting/Annex4_TobaccoControlAct_2010.pdf. Un projet de décret portant interdiction de fumer dans les lieux publics a été élaboré et en cours dadoption","Report not provided","Report not provided","WHO African Region"
"33","Chile","Se establece una prohibición total de fumar en lugares cerrados de uso publico o comercial mediante ley 19.419 vigente desde marzo de 2013. 

Existen instancias voluntarias de establecer espacios Libres de Humo de Tabaco , tales como hospitales, centros deportivos y otros.","Se establece una prohibición total de fumar en lugares cerrados de uso publico o comercial mediante ley 19.419 vigente desde marzo de 2013 evitando de esta manera espacios divididos en establecimiento de expendio de alimentos como ocurría anteriormente al igual que en lugares de trabajo. Se detalla además lugares en donde esta prohibido fumar independiente de sus carcateristicas","El articulado de la Ley de Tabaco define los espacios en que está permitido y prohibido fumar y describe las sanciones y faltas por su incumplimiento. Además. existen campañas y actividades que promueven el establecimiento de lugares 100% libres de humo de tabaco.","WHO Region of the Americas"
