"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"14","Belarus","Answer not provided","Запрещается размещение (распространение) рекламы табачных изделий, бесплатное (безвозмездное) распространение табачных  изделий, в том числе использование их в качестве подарков (призов) при проведении конкурсов, лотерей, игр, иных игровых, рекламных, культурных, образовательных и спортивных мероприятий, пари, а также предложение гражданам, покупающим табачные изделия или представляющим доказательства такой покупки, товаров или прав на участие в конкурсах, лотереях, иных игровых и рекламных мероприятиях, пари. (закон РБ от 10.05.2007г. ""О рекламе"")","Prohibited the placement (distribution ) on tobacco advertising free (free ) distribution of tobacco products including the use of them as gifts ( prizes) in competitions lotteries games and other gaming advertising cultural educational and sports activities betting and offer citizens buying tobacco or submit evidence of such a purchase goods or rights to participate in contests sweepstakes games and other promotional activities betting. (the law of the Republic of Belarus from 10.05.2007 . ''On Advertising'' ) .","WHO European Region"
"15","Belgium","Pas de changements concernant ces aspects depuis le dernier rapport. La loi prévoit une interdiction totale de la publicité  avec 4 exceptions : apposition de la marque sur des affiches en 2 dimensions affichage dans certains points de vente (magans specializes et librairies), journaux internationaux hors UE, communication fortuite pour événement hors UE, publication à destination des professionnels du secteur du tabac.","Pas de changements concernant ces aspects depuis le dernier rapport. La loi prévoit une interdiction totale de la publicité  avec 4 exceptions : affichage au point de vente, journaux internationaux hors UE, communication fortuite pour événement hors UE, publication à destination des professionnels du secteur du tabac.","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","As regards to Question C272 the answer for the Federation of Bosnia and Herzegovina is the following: 
The ban applies to: 
- product placement as a means of advertising or promotion, 
- the depiction of tobacco or tobacco use in entertainment media products, and 
- contributions from tobacco companies to any other entity for “socially responsible causes” and/or any other activities implemented under the umbrella of “corporate social responsibility” by the tobacco industry.

In Republic of Srpska this ban considers that every form of advertising of tobacco and tobacco products is prohibited.","Answer not provided","Answer not provided","WHO European Region"
"21","Botswana","NOne","Report not provided","Answer not provided","WHO African Region"
"22","Brazil","xxx","xxx","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","La loi 040 n’a pas implicitement prévu des mesures de contrôle et d’application spécifiques sur la publicité la promotion et le parrainage en faveur des produits du tabac autres que celles prévues par le code pénal du Burkina Faso. L’interdiction de la publicité de la promotion et du parrainage est également inscrite dans le code de la santé publique de 1994 dans la Loi n°25-2001 portant de la publicité et son décret d’application n°2003-360.","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","The promotion of tobacco products in Canada is prohibited except as authorized by the Tobacco Act and its regulations. For example, tobacco products advertising is restricted to informative and brand-preference advertising on signs in adult-only locations such as in nightclubs, and in publications that are provided by mail and addressed to named adults.  Furthermore, Canada has legislated a prohibition of lifestyle tobacco products advertising, including a total ban on sponsorship promotion by way of  tobacco product-related brand names and manufacturers names.

The  Promotion of Tobacco Products and Accessories Regulations (Prohibited Terms) came into force on September 22, 2011.  They prohibit the use of the terms ""light"" and ""mild"", and variations thereof, on various tobacco products, their packaging, promotions, retail displays, as well as on tobacco accessories. These regulations apply to cigarettes, little cigars, cigarette tobacco, kreteks, bidis, tobacco sticks, cigarette papers, cigarette tubes and filters.","The promotion of tobacco products in Canada is prohibited except as authorized by the Tobacco Act and its regulations. For example, tobacco products advertising is restricted to informative and brand-preference advertising on signs in adult-only locations such as in nightclubs, and in publications that are provided by mail and addressed to named adults.  Furthermore, Canada has legislated a prohibition of lifestyle tobacco products advertising, including a total ban on sponsorship promotion by way of  tobacco product-related brand names and manufacturers names.

The  Promotion of Tobacco Products and Accessories Regulations (Prohibited Terms) came into force on September 22, 2011.  They prohibit the use of the terms ""light"" and ""mild"", and variations thereof, on various tobacco products, their packaging, promotions, retail displays, as well as on tobacco accessories. These regulations apply to cigarettes, little cigars, cigarette tobacco, kreteks, bidis, tobacco sticks, cigarette papers, cigarette tubes and filters.","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Answer not provided","WHO African Region"
"32","Chad","Publicité pour le tabac, la promotion et le parrainage sont traitées dans le chapitre VI de la loi. http://www.who.int/entity/fctc/reporting/Annex4_TobaccoControlAct_2010.pdf","Report not provided","Answer not provided","WHO African Region"
"33","Chile","Answer not provided","Answer not provided","Originalmente la discusión parlamentaria incluyó la prohibición de la publicidad de Responsabilidad Social Empresarial por lo que los primeros meses de implementación de la ley de tabaco se prohibió esta forma de publicidad. Frente a solicitud de la Industria a la Contraloría General de la República. esta estableció que el Ministerio de Salud y los Inspectores de Salud no están autorizados a prohibir la Responsabilidad Social Empresarial por lo que está en discusión si se puede o no hacer publicidad de esta.","WHO Region of the Americas"
"34","China","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Answer not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","no change since the last report","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","En Costa Rica la publicidad, promoción y patrocinio de productos de tabaco está prohibida en la Ley 9028, no obstante mediante directriz del despacho de la ministra de salud tramitada mediante DM-RM-6540-2013 se permite la exhibición de las cajetillas en los puntos de venta, la administración actual emitió el DM 6912 -2015 solicitud de eliminación 

Se efectuó taller en el mes de noviembre 2015 sobre comunicación y mensajes con las instituciones involucradas IAFA, CCSS, RENATA en el tema de control de tabaco con la finalidad de aunar esfuerzos se concluyó que el abordaje del tema de control de tabaco debe ser interdisciplinario e interinstitucional en armonía perfecta para diversos segmentos de la población.","En CR la PPP está prohibida no obstante mediante directriz   del despacho tramitada mediante DM-RM-6540-2013 se permite la exhibición de las cajetillas en los puntos de venta, la administración actual emitió el DM 6912 -2015 solicitud de eliminación 
Se efectuó taller en el mes de noviembre 2015 sobre comunicación y mensajes con las instituciones involucradas IAFA, CCSS, RENATA en el tema de control de tabaco con la finalidad de aunar esfuerzos se concluyó que el abordaje del tema de Control de Tabaco debe ser interdisciplinario e interinstitucional en armonía perfecta para diversos segmentos de la población.","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","le projet de loi adopté par le gouvernement tient compte des directives de larticle 13 de la CCLAT","le projet de loi adopté par le gouvernement tient compte des directives de larticle 13 de la CCLAT","Le code de déontologie de la publicité en Côte dIvoire de 1988 interdit la publicité des produits du tabac sur les antennes de télévisions nationales. Dans les autres médias la publicité nest admise que dans la mesure où elle ne vise pas les enfants.","WHO African Region"
"41","Croatia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Answer not provided","The  revision of the Act No. 40/1995 Coll. (as a part of Draft bill to act No. 110/1997 Coll. on Foodstuffs and Tobacco Products, on the amendment and   additions to some related acts) has been under way since 2015. Main reason is transposition of Directive 2014/40/EU which includes among others provisions regarding advertisement on electronic cigarettes. Draft bill is currently negotiated in the Senate of the Parliament of the Czech Republic.","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","La Superintendencia de la Información y Comunicación (Supercom) es un organismo técnico que cuenta con atribuciones amplias para hacer cumplir la normativa de regulación de la Información y Comunicación. En tal sentido, tiene facultad para vigilar y controlar los distintos contenidos comunicacionales, que difunden los medios de comunicación social, que utilizan como herramienta medios impresos o servicios de radio, televisión, audio y video, cuyos contenidos pueden ser replicados por internet en el territorio ecuatoriano.
La Ley Orgánica de Comunicación prohíbe de manera absoluta la transmisión de publicidad de tabaco; por tanto, desde la vigencia de esta la misma por parte de la Supercom , se ha monitoreado de forma diaria y aleatoria a los distintos medios de comunicación social sin que se haya identificado este tipo de publicidad que requiera suspensión.","Answer not provided","La Industria de tabaco está utilizando los puntos de venta para la publicidad y promoción de sus productos mediante la entrega en las tiendas. micro mercados y bodegas de llamativos dispensadores en los cuales están expuestas directamente las cajetillas de cigarrillos. en general ocultando las advertencias sanitarias y mostrando sólo la marca. Ante esta situación se planteará ante las instancias pertinentes la necesidad de realizar una Reforma a la Ley Orgánica para la Regulación y Control del Tabaco a fin de lograr la prohibición total de la publicidad. promoción y patrocinio de los productos de tabaco.","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","NO EXISTE UNA LEY","NO EXISTE UNA LEY","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Cross border advertising (radio, print, internet, sponsorship of events, TV and film) in the EU is banned by the Tobacco Advertising Directive 2003/33/EC and the Audiovisual Media Services Directive 2010/13/EU. In addition, Council Recommendation on the prevention of smoking and initiatives to improve tobacco control of 2002 recommends Member States to prohibit advertising at local/national level.

In line with its objective to monitor and assess the situation in the EU, the European Commission has published in 2016 a study assessing citizens exposure to tobacco marketing in the EU (see summary of findings in chapter 5.8.: https://ec.europa.eu/health/sites/health/files/tobacco/docs/citizensexposure_tobaccomarketing_en.pdf)","Cross border advertising (radio, print, internet, sponsorship of events, TV and film) in the EU is banned by the Tobacco Advertising Directive 2003/33/EC and the Audiovisual Media Services Directive 2010/13/EU. In addition, Council Recommendation on the prevention of smoking and initiatives to improve tobacco control of 2002 recommends Member States to prohibit advertising at local/national level.","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","The Gambia adopted Tobacco Products (Ban on Advertisements) Act in 2003. It became effective on 2 January 2004. The Act comprehensively bans advertisement and promotion of tobacco products. The purpose of the later Act the Tobacco Products (Ban on Advertisements) Act of 2003 in its own words is “to ban advertisements of tobacco products in The Gambia in recognition of their unquestionable harmful effects on the health of the population.” Under Section 2 of the Act tobacco is defined as “any form of tobacco intended for smoking or chewing including cigarettes.” Hence the ban covers all forms of tobacco products.","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Article 8 of National Law on Advertisement (1998) is on restrictions of advertisement of tobacco and alcoholic products.","WHO European Region"
"62","Germany","According to the Youth Protection Act tobacco advertising in cinemas ist not allowed before 6 p.m. 
The Rules of Directive 2014/40/EU regarding tobacco products have been transformed into national law (§20 Gesetz über Tabakerzeugnisse und verwandte Erzeugnisse of 4 April 2016) 
The new provision can be found under the link: 
http://www.gesetze-im-internet.de/tabkerzg","According to the Youth Protection Act tobacco advertising in cinemas ist not allowed before 6 p.m. 
The Rules of Directive 2007/65/EG regarding tobacco products have been transformed into national law (§21b Vorl. Tabakgesetz of 6 July 2010) 
The new provision can be found under the link (§21b Vorl. Tabakgesetz): 
http://www.gesetze-im-internet.de/bundesrecht/lmg_1974/gesamt.pdf","According to the Youth Protection Act tobacco advertising in cinemas ist not allowed before 6 p.m. 
The Rules of Directive 2007/65/EG regarding tobacco products have been transformed into national law (§21b Vorl. Tabakgesetz of 6 July 2010)
The new provision can be found under the link (§21b Vorl. Tabakgesetz):
http://www.gesetze-im-internet.de/bundesrecht/lmg_1974/gesamt.pdf","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"65","Grenada",NA,"Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"70","Honduras","Es imperativo el fortalecimiento institucional al IHADFA a fin de cumplir con los mandatos establecidos en el Artículo 13 del CMCT de la OMS en lo referente al cumplimiento de la industria de tabaco en la publicidad, promoción y patrocinio del tabaco a nivel nacional.","Es imperativo el fortalecimiento institucional al IHADFA a fin de cumplir con los mandatos establecidos en el Artículo 13 del CMCT de la OMS en lo referente al cumplimiento de la industria de tabaco en la publicidad, promoción y patrocinio del tabaco a nivel nacional.","Está prohibida a nivel nacional la publicidad de productos derivados de tabaco. por todos los medios de comunicación escrita. radial y televisiva. así como. las vallas publicitarias etc.","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Tobacco control is one of the components of National Health week which yearly celebrate on the occasion of World Health Day. During this event media are involved in dissemination of information relevant to the adverse health effects of tobacco consumption and exposure to SHS.","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Public Health Tobacco Act preceeded the guidelines","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Answer not provided","WHO European Region"
"78","Italy","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"79","Jamaica","In our efforts to undertake the development of comprehensive tobacco control legislation, regard is had to the Guidelines for the implementation of Article 13 to ensure that  matters related to this article are adequately addressed.","In our efforts to undertake the development of comprehensive tobacco control legislation, regard is had to the Guidelines for the implementation of Article 13 to ensure that  matters related to this article are adequately addressed.","Answer not provided","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","القانون رقم (11) لسنة 2017 القانون المعدل لقانون الصحة العامة رقم 47 لعام 2008  تمنع الترويج والدعاية والاعلان وتفرض عقوبة على المخالفين تصل من 1000-3000دينار او الحبس من 3-6 اشهر","ضمن قانون الصحة العامة رقم 47 لعام 2008 الفصل الثاني عشر هناك مادة رقم (54) تمنع الترويج والدعاية والاعلان وتفرض عقوبة على المخالفين","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Complete ban of Tobacco Advertising,Promotion and Sponsorship was implemented","Complete ban of Tobacco Advertising,Promotion and Sponsorship was implemented","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","No progress. The regulation developed to cover this Article, remains unpublished pending government approval","No progress. The regulation developed to cover this Article, remains unpublished pending government approval","Answer not provided","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"99","Malta","nil","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","-","-","Answer not provided","WHO African Region"
"102","Mauritius",NA,"Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)",NA,NA,"Answer not provided","WHO Western Pacific Region"
"105","Mongolia","in Mongolia, TAPS survey is going to be conducted May-July, 2018.","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Answer not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Since July 1st 2017, there is also an advertising ban for electronic cigarettes / e-liquids without nicotine and herbal products for smoking. 
The Netherlands is willing to extend to advertising ban with a display ban to reduce the visibility of tobacco products at points of sales.","Answer not provided","Answer not provided","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","In regard to 3.2.7.2 – contributions from tobacco companies…for “socially responsible causes” - While such contributions are not illegal it is an offence to associate a tobacco company with the entity that receives the contribution or to publicise the relationship.","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Cross border advertising is forbidden if its main target country is Norway, i.e. Internet advertising where the server is placed in another country but the advertising is for example in the Norwegian language, and the promoted products are meant specifically for the Norwegian market. However, enforcement is difficult due to server locations, rapid and constant moving of domains, and lack of information on site owner.","Cross border advertising is forbidden if its main target country is Norway, i.e. Internet advertising where the server is placed in another country but the advertising is for example in the Norwegian language, and the promoted products are meant specifically for the Norwegian market.","Cross border advertising is forbidden if its main target country is Norway i.e Internet advertising where the server is placed in another country but the advertising is for example in the Norwegian language and the promoted products are meant specifically for the Norwegian market.","WHO European Region"
"118","Oman","لا توجد","لا توجد","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","As mentioned above there are only a few exemptions or provisions not included in RPPL 8-27 that preclude it from being 100% comprehensive – e.g. cross border advertising sponsorship without attribution","WHO Western Pacific Region"
"121","Panama","Luego de los resultados del estudio sobre la Evaluación del cumplimiento de la PPP de productos de tabaco en puntos de venta, medios de comunicación, internet, redes sociales, plataformas móviles de mensajería, video juegos y empaquetado/etiquetado de productos de tabaco; cuyos resultados reflejaron que Google era el buscador más utilizado mediante las palabras claves definidas para este estudio que adaptó los criterios de la Universidad John Hopkins con un 79.2%. Se identificó así mismo que el porcentaje de comercialización usado en internet en Google fue de 80.7%. Frente estos hallazgos el MINSA esta gestionando con Google Panamá, Colombia y México la restricción de la PPP de productos tabaco en las páginas que se accesan desde nuestro país. Google ha manifestado que ellos han establecido una política expresada en protocolos para restringir la publicidad para el tabaco. Estamos a la espera de una respuesta definitiva de esta empresa. Así mismo, estaremos tramitando la aplicación de estas restricciones con otras empresas destinadas a esta actividad comercial.","Recientemente hemos culminado el trabajo de campo del ESTUDIO DE PUBLICIDAD EN TV NACIONAL Y CABLE, CINE, REDES SOCIALES, INTERNET, EMPAQUETADO Y ETIQUETADO DE PRODUCTOS DE TABACO 2015, sus resultados preliminares (hoja resumen) están disponibles en sitio web de tabaco http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm y sus resultados finales se preve que estén listos en el segundo semestre de 2016. 

Ver presentación sobre Prohibición de la PPP de Productos de Tabaco en Panamá. http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm

Se adjunta fallo de la Corte Suprema de Justicia de Panamá sobre Publicidad Subliminal.","Se continúa el proceso de vigilancia y control del cumplimiento de la normativa vigente y se colocan sanciones en casos de violaciones a las normas. Este proceso se cumple sea durante inspecciones regulares. operativos especiales o inspecciones producto de la atención de una queja o denuncia.","WHO Region of the Americas"
"122","Papua New Guinea","This article was implemented prior to the FCTC. As a guide for current efforts, yes it is referred to.","This article was implemented prior to the FCTC. As a guide for current efforts, yes it is referred to.","Still working on the legislation to tighten this area.","WHO Western Pacific Region"
"123","Paraguay","Ninguna.","Ninguna.","Answer not provided","WHO Region of the Americas"
"124","Peru","La Comisión de Fiscalización de la Competencia Desleal, del Instituto Nacional de Defensa de la Competencia y Propiedad Intelectual – INDECOPI, vela por el cumplimiento de la Ley de Represión de la Competencia Desleal y de las Leyes que, en general, prohíben y sancionan las prácticas contra la buena fe comercial, incluyendo las normas de la publicidad, así como de aquellas que complementen o sustituyan a las anteriores. Por otro lado, al igual que su Secretaría Técnica, son órganos técnicos que se encargan de la aplicación de las normas cuya competencia les ha sido asignada y conforme a lo establecido en el artículo 4 del Decreto Legislativo N° 1044 – Ley de Represión de Competencia Desleal, el citado cuerpo legal “es de aplicación sobre cualquier acto de competencia desleal que produzca o pueda producir efectos en todo o en parte del territorio nacional.

Finalmente, cabe precisar que corresponde exclusivamente al Congreso de la República, la función legislativa, la misma que comprende el debate y la aprobación de reformas de la constitución, de leyes y resoluciones legislativas, así como su interpretación, modificación y derogación, de acuerdo con los procedimientos establecidos por la Constitución Política del Perú y el Reglamento del Congreso de la República del Perú.","Answer not provided","La Comisión de Fiscalización de la Competencia Desleal. del Instituto Nacional de Defensa de la Competencia y Propiedad Intelectual – INDECOPI. vela por el cumplimiento de la Ley de Represión de la Competencia Desleal y de las Leyes que. en general. prohíben y sancionan las prácticas contra la buena fe comercial. incluyendo las normas de la publicidad. así como de aquellas que complementen o sustituyan a las anteriores. Por otro lado. al igual que su Secretaría Técnica. son órganos técnicos que se encargan de la aplicación de las normas cuya competencia les ha sido asignada y conforme a lo establecido en el artículo 4 del Decreto Legislativo N° 1044 – Ley de Represión de Competencia Desleal. el citado cuerpo legal “es de aplicación sobre cualquier acto de competencia desleal que produzca o pueda producir efectos en todo o en parte del territorio nacional.
Finalmente. cabe precisar que corresponde exclusivamente al Congreso de la República. la función legislativa. la misma que comprende el debate y la aprobación de reformas de la constitución. de leyes y resoluciones legislativas. así como su interpretación. modificación y derogación. de acuerdo con los procedimientos establecidos por la Constitución Política del Perú y el Reglamento del Congreso de la República del Perú.","WHO Region of the Americas"
"125","Philippines","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
