"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"14","Belarus","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"15","Belgium","La nouvelle directive européenne 2014/40/UE est dapplication depuis le 20 mai 2016.","Pas de changements concernant ces aspects depuis le dernier rapport. obligation davertissement textes sur lensemble des produits du tabac et avertissement combines (photo, texte et information sevrage) sur les paquets de cigarettes. La nouvelle directive européenne 2014/40/UE sera dapplication à partir du 20 mai 2016. Cela implique des nouvelles mesures dans ce domaine","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"21","Botswana","None","Report not provided","Answer not provided","WHO African Region"
"22","Brazil","xxx","xxx","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","La chambre du commerce des USA a aussi interpelé le gouvernement du Burkina Faso quant à certaines dispositions du décret portant sur le conditionnement et l’étiquetage des produits du tabac.","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Canadas health warnings are displayed in full colour with English on one side of the package and French on the other. 

Some products with a small market share, such as water-pipe tobacco, are not required to display a health warning, while the health warnings on some cigar and pipe packages may not occupy less than 30% of the main panels on occasions. Cigars sold individually are not required to display health warnings. 

With respect to C2511, the Government owns the copyright for most, but not all, of the pictures used in the health warnings.","Canadas health warnings are displayed in full colour with English on one side of the package and French on the other. 

Some products with a small market share, such as water-pipe tobacco, are not required to display a health warning, while the health warnings on some cigar and pipe packages may not occupy less than 30% of the main panels on occasions. Cigars sold individually are not required to display health warnings. 

With respect to C2511, the Government owns the copyright for most, but not all, of the pictures used in the health warnings.","Canada''s health warnings are displayed in full colour with English on one side of the package and French on the other. 
Some products with a small market share. such as waterpipe tobacco. are not required to display a health warning. while the health warnings on some cigar and pipe packages may not occupy less than 30% of the main panels on occasions. Cigars sold individually are not required to display health warnings. 
With respect to 3.2.5.11. the Government owns the copyright for most. but not all. of the pictures used in the health warnings.","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Answer not provided","WHO African Region"
"32","Chad","Article 13 de la loi 10/PR/2010. http://www.who.int/entity/fctc/reporting/Annex4_TobaccoControlAct_2010.pdf","Report not provided","Answer not provided","WHO African Region"
"33","Chile","No hay información adicional.","Durante la discusión del proyecto de reforma de la Ley de Tabaco que derivó en la aprobación de la Ley 20.660 que modifica la ley 19.419, las directrices del convenio marco fueron entregadas y utilizadas como mecanismo para dirimir discrepancias en las discusiones de la Comisión de Salud de la Cámara de Diputados, de la Comisión de Salud de la Cámara del Senado, como en las diversas comisiones que así lo requiriesen. Los defensores de la Nueva Ley de tabaco utilizaron las directrices entre sus argumentos a favor de una nueva legislación en sus presentaciones en sala.  Las definiciones y acciones plasmadas en el artículo 6° y 9° de la Ley fueron sacadas del Convenio y de las Directrices del Convenio.

En la actualidad dando continuidad al proceso de modificación de la ley de tabaco para establecer un pleno cumplimiento del CMCT se está trabajando en argumentos alineados por las directrices","Answer not provided","WHO Region of the Americas"
"34","China","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Answer not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Directriz a la industria tabacalera MINISTERIO DE SALUD DM-EC-4979-14. La Gaceta 223 del 19-11-2014.","Directriz a la industria tabacalera MINISTERIO DE SALUD DM-EC-4979-14 La Gaceta 223 del 19-11-2014.","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","En la matière larrêté interministériel n°24 MS/MC.CAB. DU 19 JANVIER 1998 portant mention dun avertissement relatif aux dangers de la consommation abusive de tabac sur les emballages de produits contenant du tabac traite la question. Mais il reste insuffisant.
Le projet de décret en cours d’élaboration tient compte des directives  de larticle 11 de la CCLAT .","En la matière larrêté interministériel n°24 MS/MC.CAB. DU 19 JANVIER 1998 portant mention dun avertissement relatif aux dangers de la consommation abusive de tabac sur les emballages de produits contenant du tabac traite la question. Mais il reste insuffisant.
Le projet de décret en cours d’élaboration tient compte des directives  de larticle 11 de la CCLAT .","Answer not provided","WHO African Region"
"41","Croatia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","les informations dont question au point 3.2.5.13 portent uniquement sur les constituants et non des émissions.","- Un acte de validation de la présentation du conditionnement est octoyé aux seules marques conformes.
- Chaque 6 mois, une liste des marques de cigarettes et des cigares autorisées à la vente est publiée par MSP dans la directive n°7.","Answer not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","La tercera edición de la Revista. “Informe Internacional sobre advertencias sanitarias en los empaques de cigarrillos” de octubre de 2012. editado por la Sociedad Canadiense de Cáncer. ubica al Ecuador en el octavo (8vo) lugar entre 198 países por el tamaño y las características de las advertencias sanitarias.
Los pictogramas elaborados por la Autoridad Sanitaria del Ecuador están disponibles para que puedan ser utilizados en otros países.","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","El país no ha desarrollado pictogramas propios, los que actualmente figuran en las advertencias sanitarias han sido proporcionados por la Partes con el conocimiento de la OMS.","El país no ha desarrollado pictogramas propios, los que actualmente figuran en las advertencias sanitarias han sido proporcionados por la Partes con el conocimiento de la OMS.","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","NO EXISTE UNA LEY","NO EXISTE UNA LEY","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Regarding point C2510, combined health warnings on packages of cigarettes and roll-your-own tobacco have become mandatory in all Member States from May 2016. A new library of health warnings has also been adopted under Directive 2014/40/EU and is available at https://ec.europa.eu/health/tobacco/law/pictorial_en.","Regarding point C2510, 10 EU Member States currently use combined health warnings on a voluntary basis. These pictures are presented in the Health Warnings Database at http://www.who.int/tobacco/healthwarningsdatabase/eu/en/index.html. 

As indicated above, combined health warnings will become mandatory in all Member States from May 2016 (packages labelled under the old Directive and manufactured before 20 May 2016 can be sold until May 2017). A new library of pictures has also been adopted under Directive 2014/40/EU and European Commission is currently looking on how to grant licence to other parties to use warning from this library.","Regarding point 3.2.5.11 the European Union owns the copyright of a majority of pictures and pictograms currently in use in 10 EU Member States on a voluntary basis. These pictures and pictograms are presented in the Health Warnings Database at http://www.who.int/tobacco/healthwarningsdatabase/eu/en/index.html. 
The Convention Secretariat facilitates the granting of licences to other Parties to use warnings from this database.","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"62","Germany","Answer not provided","Regarding 3.2.5.5. ""rotation"" in the meaning of alternate. 
The law on tobacco products can be found under the link: 
http://www.gesetze-im-internet.de/bundesrecht/tabprodv/gesamt.pdf","Regarding 3.2.5.5. ''rotation'' in the meaning of alternate.
The law on tobacco products can be found under the link:
http://www.gesetze-im-internet.de/bundesrecht/tabprodv/gesamt.pdf","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"65","Grenada",NA,"Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Aunque se trabajó, en algún momento, desde el Consejo Nacional de Salud, en el diseño de una Iniciativa de Ley en la materia, que cubriese este tema, no se materializó.  Actualmente se trabaja en las mejoras a la reglamentación.","En enero de 2016 fue presentada una Iniciativa de Ley en el Congreso de la República, que incluye las provisiones del artículo 11 del CMCT.","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"70","Honduras","Se ha contado con el apoyo tecnológico del departamento de diseño del IHADFA para la elaboración de las imágenes o pictogramas y mensajes de advertencias sanitarias.","Se ha contado con el apoyo tecnológico del departamento de diseño del IHADFA para la elaboración de las imágenes o pictogramas y mensajes de advertencias sanitarias.","El Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA tiene los derechos de autor de las imágenes o pictogramas y los mensajes de advertencia que se ha utilizado en las cajetillas de cigarrillos de 10 unidades y de 20 unidades.","WHO Region of the Americas"
"71","Hungary","Report not provided","For point 3.2.5.13: from emmission tar, nicitine and carbone-monoxide shall be depicted on the packaging.","Answer not provided","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","To strengthen its enforcement. the  guidelines for implementation of these Rules operational guidelines have also been developed and circulated to states.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Answer not provided","WHO European Region"
"78","Italy","Answer not provided","Answer not provided","The information on levels of TNCo is provided for cigarettes only.","WHO European Region"
"79","Jamaica","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","RK Resolution number 1366 approved 12 of the images based on the experience of Thailand and Brazil. Copyright agreements signed with the Ministry of Health of Thailand and owners of Brazil and Russia.","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Only the local manufacturers are not complying with this section in the Tobacco Control Act 2013. Most importers are complying with the Act.","Only the local manufacturers are not complying with this section in the Tobacco Control Act 2013. Most importers are complying with the Act.","Only the local manufacturers are not complying with this section in the Tobacco Control Act 2013. Most importers are complying with the Act. 
While the legislation requires pictorial warnings this measure has not yet been implemented.","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Answer not provided","The new tobacco control law has been prepared to transpose EU Tobacco products directive 2014/40/EU, which includes also regulation regarding combined health warnings. The law has not been approved yet.","Answer not provided","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Un évaluation sur limpact de la mise en garde sanitaire sur les produits du tabac est en cours de préparation","Answer not provided","Tenu d’un atelier international à Madagascar pour les pays Africains francophones pour le partage d’expérience sur l’application de l’article 11 de la CCLAT en collaboration avec l’UNION et l’OMS pays.","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","NOE","NOE","Answer not provided","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Des réflexions se font autours des produits ne passant pas par l’industrie de tabac.","WHO African Region"
"99","Malta","nil","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","-","-","Answer not provided","WHO African Region"
"102","Mauritius",NA,"Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)",NA,NA,"Answer not provided","WHO Western Pacific Region"
"105","Mongolia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Answer not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Answer not provided","Answer not provided","3.2.5.4: Health warnings are not approved before production the Food and Consumer Safety Authority enforces compliance while the products are on the market.","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"115","Nigeria","Honorable Minister of Health announced during the 2017 WNTD immediate implementation of compliance with specified standard for content as set out by Standards Organisation of Nigeria.","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Answer not provided","Answer not provided","An amendment to the Tobacco Control Act adopted in 2013 prohibits the sale of cigarettes in packets smaller than 20 cigarettes. The provision entered into force 1 July 2013 with a transition period of six months for distribution to retailers and additional six months for sale to consumers.
The pictorial health warnings are in line with the provisions in the EU directive on tobacco products 2001/37/EU.","WHO European Region"
"118","Oman","لا توجد معلومات","لا توجد معلومات","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"121","Panama","Ver presentación de Power Point sobre advertencias sanitarias y resoluciones de aprobación de advertencias sanitarias para los años 2016 y 2017. http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm","Ver presentación de Power Point sobre advertencias sanitarias.  http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm

Se adjuntan Resoluciones de los años 2014 y 2015.","Answer not provided","WHO Region of the Americas"
"122","Papua New Guinea","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"123","Paraguay","En la Ley 5538 y su Decreto reglamentario, se define las caracteristicas de las advertencias a ser utilizada y se provee tales Advertencia","Previo a la promulgación de la Ley 5538/15, se contaba con la Resolución Ministerial S.G Nº 428/90, el cual establece "" que todas las cajetillas de cigarrillos, de producción nacional o importados deben llevar impreso e uno de sus costados laterales la leyenda ""FUMAR DAÑA LA SALUD"" en mayúscula y abajo en minuscula ""Lo Advierte el Ministerio de Salud Publica y Bienestar Social""","Answer not provided","WHO Region of the Americas"
"124","Peru","Answer not provided","Answer not provided","A través de la Resolución Ministerial Nº 469-2011-MINSA se aprobó la “Normativa Gráfica para el uso y aplicación de las advertencias sanitarias en envases. publicidad de cigarrillos y de otros productos hechos con tabaco”","WHO Region of the Americas"
"125","Philippines","Answer not provided","There is a sworn statement/attestation that tobacco industries will comply with GHW. Any violation will be dealt with accordingly.","Answer not provided","WHO Western Pacific Region"
"126","Poland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","LAW NO. 10 OF 2016 ON THE CONTROL OF TOBACCO AND ITS DERIVATIVES states that Article 6
Subject to the provisions of the approved standard specifications, the date of expiry and the cautionary statements and images, as determined by the designated department in the Ministry, must be conspicuously affixed on each unit of tobacco or derivatives or cigarette package, in accordance with the regulations of the decision promulgated by the Minister.","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","In regard to the answer of C252, Korean government has restricted the labelling which possibly misleads the public from January 21, 2015 pursuant to Article 25-5 of Tobacco Business Act (inserted January 21, 2014). It states that manufacturers and importers should not use a false sense of any term, sentence, brand, shape, or signs on the packaging or advertising.

In regard to the answer of C2513, According to the Article 25-2 of Tobacco Business Act, Indication of Tobacco Ingredients, it stated that the major contents in the smoke of one cigarette are indicated on the wrapping paper of each tobacco pack. The contents in the smoke are not tobacco constituents but its emissions.","In regard to the answer of C252, Korean government has restricted the labelling which possibly misleads the public from January 21, 2015 pursuant to Article 25-5 of Tobacco Business Act (inserted January 21, 2014). It states that manufacturers and importers should not use a false sense of any term, sentence, brand, shape, or signs on the packaging or advertising.

In regard to the answer of C2513, According to the Article 25-2 of Tobacco Business Act, Indication of Tobacco Ingredients, it stated that the major contents in the smoke of one cigarette are indicated on the wrapping paper of each tobacco pack. The contents in the smoke are not tobacco constituents but its emissions.","In regard to the answer of 3.2.5.2 Korean government will restrict the labelling which possibly misleads the public from January 21 2015 pursuant to Article 25(5) of Tobacco Business Act (inserted January 21 2014). It states that manufacturers and importers should not use a false sense of any term sentence brand shape or signs on the packaging or advertising.
In regard to the answer of 3.2.5.13 According to the Article 25(2) of Tobacco Business Act Indication of Tobacco Ingredients it stated that the major contents in the smoke of one cigarette are indicated on the wrapping paper of each tobacco pack. The contents in the smoke are not tobacco constituents but its emissions.","WHO Western Pacific Region"
"130","Republic of Moldova","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","В соответствии с пунктом 27 Технического регламента Таможенного союза «Технический регламент на табачную продукцию» (ТР ТС 035/2014, далее – Технический регламент) Минздрав России совместно с министерствами здравоохранения государств-членов в 2015 г. разработал и представил в Евразийскую экономическую комиссию эскизы предупреждений о вреде потребления табачных изделий и параметры их нанесения на потребительскую упаковку табачной продукции (далее соответственно – эскизы предупреждений). Эскизы адаптированы для каждого государства-члена ЕАЭС (общее количество эскизов – 72). 
Эскизы предупреждений направлены на информирование населения государств-членов ЕАЭС о разрушительных последствиях потребления табачных изделий и табачного дыма для здоровья человека и предназначены для нанесения на табачную продукцию, которая выпускается на территории Евразийского экономического союза.
Предупреждения будут располагаться в верхней части упаковки табачных изделий и занимать не менее 50 % площади каждой основной стороны упаковки. 
Справочно: На сегодняшний день в Российской Федерации предупреждения в виде фотографических изображений размещаются только на задней стороне упаковки, занимая 50 % ее площади, а на передней стороне упаковки размещается текстовое предупреждение, занимающее 30 % площади упаковки.
Эскизы и параметры их нанесения вынесены на повестку дня заседания Совета ЕЭК 17 марта 2016 г. для их утверждения.
Учитывая сроки, в течение которых эскизы предупреждений должны быть нанесены производителем на табачную продукцию, а также принимая во внимание решение Коллегии ЕЭК от 12 мая 2015 г. № 53, которым утверждены переходные положения Технического регламента, продукция с нанесенными эскизами предупреждений должна появится на рынке осенью 2017 г.
2. В соответствии с пунктом 16 Технического регламента Минздравом России совместно с министерствами здравоохранения государств-членов ЕАЭС в 2015 г. разработан и направлен для утверждения в Евразийскую экономическую комиссию проект формы отчета о составе реализованных на территории государства-члена Евразийского экономического союза в течение отчетного календарного года табачных изделий и выделяемых ими веществах.
Разработанный проект отчета позволит получить от изготовителей и импортеров табачной продукции информацию о составе табачных изделий и выделяемых ими продуктов, а также об их токсичности и аддиктивности, что позволит использовать эту информацию  при разработке и реализации соответствующих мер, направленных на противодействие потреблению табака.
3. В соответствии с пунктом 3 Решения Совета ЕЭК от 12 ноября 2014 г. Минздравом России совместно с министерствами здравоохранения государств-членов ЕАЭС в 2015 г. подготовлен проект международного договора о запрете производства, ввоза и обращения некурительных табачных изделий на территориях государств – членов Евразийского экономического союза.
Указанный проект международного договора был направлен в Евразийскую экономическую комиссию и был направлен на рассмотрение в государства-члены ЕАЭС.","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Answer not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"135","Saint Lucia","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"137","Samoa","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","All tobacco products are imported from Italy and packages are the same of Italy.","WHO European Region"
"139","Sao Tome and Principe","En la legislación nacional sólo se prevé lo siguiente:
Artículo 10
Etiquetado y advertencias
1. Todos los envases de productos de tabaco que se comercializar en el territorio nacional deberán contener, impresas o apuestas, advertencias de novedad.
2. Los envases de cigarrillos también deberán indicar la indicación de los contenidos de nicotina y de condensado o alquitrán de cada cigarrillo.
3.Constituyen contra - ordenación punible con arreglo al presente Real Decreto:
a) la falta de alguna de las advertencias o menciones que deben figurar en las etiquetas;
b) el incumplimiento de las normas vigentes relativas a la colocación y modo de impresión de las advertencias y demás menciones previstas en los apartados 1 y 2 de este artículo;
c) La comercialización de cigarrillos con un contenido de alquitrán o nicotina superior a los que los instrumentos internacionales que rigen la materia permitan.
4. Las obligaciones relativas al etiquetado de los productos del tabaco recaen sobre el fabricante o el importador, según el producto que se fabrique en Santo Tomé y príncipe o en el extranjero.
5. Todas las unidades de envasado de los productos del tabaco deberán presentar una de las siguientes advertencias elegidas de la lista que figura en el anexo II de la presente Ley y que forma parte integrante del mismo.","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"142","Serbia","Packaging and labelling are regulated by the Law on Tobacco (Official Gazette of the Republic of Serbia, No 101/05, 90/07, 95/10, 36/11, 93/12 and 108/13), articles 76 and 77. Regarding the answer to question C252, the Law bans terms such as “low tar”, “light”, “ultra-light” or “mild”, this list is indicative but not exhaustive. There are no expiry dates on tobacco packaging and labeling, and there is no ban on the display of colors or other industry package design techniques or figures for emission yields on packaging and labeling. In response to the question C2514, only health warnings may appear in the principal language of the country. 

No newly adopted or implemented legislative, executive, administrative or other measures since the latest FCTC Report 2016.","No newly adopted or implemented legislative, executive, administrative or other measures since the latest WHO FCTC 2014 Report.","No newly adopted or implemented legislative executive administrative or other measures since the latest report. However the development of the new Law on Tobacco has been in progress.","WHO European Region"
"143","Seychelles","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"144","Sierra Leone","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"145","Singapore","Nil","Nil","Answer not provided","WHO Western Pacific Region"
