"","Party","2018","2016","2014","Region"
"76","Ireland","Answer not provided","Answer not provided","No","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","No","No","No","WHO European Region"
"79","Jamaica","No","No","No","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Yes","Yes","Yes","WHO Eastern Mediterranean Region"
"82","Kazakhstan","No","Report not provided","No","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","No","WHO African Region"
"84","Kiribati","Yes","Yes","Yes","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","No","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Yes","No","WHO European Region"
"87","Lao People's Democratic Republic","No","No","No","WHO Western Pacific Region"
"88","Latvia","No","No","No","WHO European Region"
"89","Lebanon","No","No","No","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Yes","Yes","Yes","WHO Eastern Mediterranean Region"
"93","Lithuania","No","No","Answer not provided","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","No","WHO European Region"
"95","Madagascar","No","No","No","WHO African Region"
"96","Malaysia","Yes","Yes","Yes","WHO Western Pacific Region"
"97","Maldives","No","No","No","WHO South-East Asia Region"
"98","Mali","No","No","No","WHO African Region"
"99","Malta","No","No","No","WHO European Region"
"100","Marshall Islands","Yes","Yes","No","WHO Western Pacific Region"
"101","Mauritania","Answer not provided","Answer not provided","No","WHO African Region"
"102","Mauritius","No","No","No","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Yes","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Yes","Yes","Yes","WHO Western Pacific Region"
"105","Mongolia","No","Report not provided","No","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","No","WHO European Region"
"107","Myanmar","No","No","No","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","No","Report not provided","No","WHO South-East Asia Region"
"111","Netherlands","Yes","Yes","Yes","WHO European Region"
"112","New Zealand","No","No","No","WHO Western Pacific Region"
"113","Nicaragua","Yes","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","No","No","No","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","No","No","No","WHO European Region"
"118","Oman","No","No","No","WHO Eastern Mediterranean Region"
"119","Pakistan","Yes","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","No","No","No","WHO Western Pacific Region"
"121","Panama","No","No","No","WHO Region of the Americas"
"122","Papua New Guinea","Yes","Yes","Yes","WHO Western Pacific Region"
"123","Paraguay","No","No","No","WHO Region of the Americas"
"124","Peru","Answer not provided","Answer not provided","No","WHO Region of the Americas"
"125","Philippines","Yes","No","No","WHO Western Pacific Region"
"126","Poland","No","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","No","No","No","WHO European Region"
"128","Qatar","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Yes","Yes","Yes","WHO Western Pacific Region"
"130","Republic of Moldova","Answer not provided","Answer not provided","No","WHO European Region"
"131","Romania","Report not provided","Report not provided","No","WHO European Region"
"132","Russian Federation","Report not provided","No","No","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Yes","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Yes","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","No","WHO European Region"
"139","Sao Tome and Principe","Answer not provided","Report not provided","No","WHO African Region"
"140","Saudi Arabia","No","No","No","WHO Eastern Mediterranean Region"
"141","Senegal","No","No","No","WHO African Region"
"142","Serbia","No","No","No","WHO European Region"
"143","Seychelles","Answer not provided","Answer not provided","No","WHO African Region"
"144","Sierra Leone","Answer not provided","Answer not provided","Yes","WHO African Region"
"145","Singapore","Yes","Yes","Yes","WHO Western Pacific Region"
"146","Slovakia","Report not provided","No","Answer not provided","WHO European Region"
"147","Slovenia","No","No","No","WHO European Region"
"148","Solomon Islands","Yes","Report not provided","No","WHO Western Pacific Region"
"149","South Africa","No","No","No","WHO African Region"
"150","Spain","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"151","Sri Lanka","No","No","Report not provided","WHO South-East Asia Region"
"152","Sudan","Answer not provided","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Answer not provided","Answer not provided","Yes","WHO Region of the Americas"
"154","Swaziland","Report not provided","Answer not provided","Report not provided","WHO African Region"
"155","Sweden","Yes","Yes","Yes","WHO European Region"
"156","Syrian Arab Republic","No","No","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","No","WHO European Region"
"158","Thailand","No","No","No","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Answer not provided","Answer not provided","No","WHO European Region"
"160","Timor-Leste","Yes","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","No","No","No","WHO African Region"
"162","Tonga","Report not provided","Answer not provided","Yes","WHO Western Pacific Region"
"163","Trinidad and Tobago","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"164","Tunisia","No","No","No","WHO Eastern Mediterranean Region"
"165","Turkey","No","No","No","WHO European Region"
"166","Turkmenistan","No","No","Yes","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","No","WHO Western Pacific Region"
"168","Uganda","Report not provided","No","No","WHO African Region"
"169","Ukraine","No","No","Answer not provided","WHO European Region"
"170","United Arab Emirates","Yes","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Answer not provided","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Answer not provided","Answer not provided","No","WHO African Region"
"173","Uruguay","Answer not provided","Answer not provided","No","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","No","No","WHO European Region"
"175","Vanuatu","Report not provided","Yes","Yes","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"177","Viet Nam","No","No","No","WHO Western Pacific Region"
"178","Yemen","Answer not provided","Answer not provided","No","WHO Eastern Mediterranean Region"
"179","Zambia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
