"","Party","2018","2016","2014","Region"
"107","Myanmar","Not applicable","Not applicable","Not applicable","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","No","Report not provided","WHO Western Pacific Region"
"110","Nepal","Not applicable","Report not provided","Yes","WHO South-East Asia Region"
"111","Netherlands","Yes","Yes","Not applicable","WHO European Region"
"112","New Zealand","No","No","No","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","No","Report not provided","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","No","WHO African Region"
"116","Niue","Report not provided","Report not provided","Not applicable","WHO Western Pacific Region"
"117","Norway","Not applicable","Not applicable","No","WHO European Region"
"118","Oman","No","No","No","WHO Eastern Mediterranean Region"
"119","Pakistan","No","No","No","WHO Eastern Mediterranean Region"
"120","Palau","Not applicable","Not applicable","No","WHO Western Pacific Region"
"121","Panama","Not applicable","Not applicable","Not applicable","WHO Region of the Americas"
"122","Papua New Guinea","No","No","No","WHO Western Pacific Region"
"123","Paraguay","No","No","No","WHO Region of the Americas"
"124","Peru","No","Answer not provided","No","WHO Region of the Americas"
"125","Philippines","No","No","No","WHO Western Pacific Region"
"126","Poland","No","No","No","WHO European Region"
"127","Portugal","No","No","No","WHO European Region"
"128","Qatar","No","No","No","WHO Eastern Mediterranean Region"
"129","Republic of Korea","No","No","No","WHO Western Pacific Region"
"130","Republic of Moldova","Not applicable","Not applicable","No","WHO European Region"
"131","Romania","Report not provided","Report not provided","No","WHO European Region"
"132","Russian Federation","Report not provided","Not applicable","Not applicable","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Not applicable","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Not applicable","Not applicable","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","No","No","Report not provided","WHO Western Pacific Region"
"138","San Marino","No","No","No","WHO European Region"
"139","Sao Tome and Principe","No","Report not provided","No","WHO African Region"
"140","Saudi Arabia","No","No","No","WHO Eastern Mediterranean Region"
"141","Senegal","Yes","Answer not provided","Not applicable","WHO African Region"
"142","Serbia","No","No","No","WHO European Region"
"143","Seychelles","Not applicable","Not applicable","Not applicable","WHO African Region"
"144","Sierra Leone","No","No","No","WHO African Region"
"145","Singapore","No","No","No","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Not applicable","Not applicable","WHO European Region"
"147","Slovenia","No","No","Not applicable","WHO European Region"
"148","Solomon Islands","No","Report not provided","No","WHO Western Pacific Region"
"149","South Africa","No","No","No","WHO African Region"
"150","Spain","Not applicable","No","Answer not provided","WHO European Region"
"151","Sri Lanka","No","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","No","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Not applicable","Not applicable","No","WHO Region of the Americas"
"154","Swaziland","Report not provided","No","Report not provided","WHO African Region"
"155","Sweden","Not applicable","Not applicable","No","WHO European Region"
"156","Syrian Arab Republic","No","No","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Not applicable","WHO European Region"
"158","Thailand","No","No","No","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Not applicable","Not applicable","No","WHO European Region"
"160","Timor-Leste","No","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Not applicable","Not applicable","No","WHO African Region"
"162","Tonga","Report not provided","No","Not applicable","WHO Western Pacific Region"
"163","Trinidad and Tobago","No","No","No","WHO Region of the Americas"
"164","Tunisia","Not applicable","Not applicable","Not applicable","WHO Eastern Mediterranean Region"
"165","Turkey","Yes","Not applicable","Not applicable","WHO European Region"
"166","Turkmenistan","No","No","No","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","No","WHO Western Pacific Region"
"168","Uganda","Report not provided","No","No","WHO African Region"
"169","Ukraine","No","No","No","WHO European Region"
"170","United Arab Emirates","Not applicable","Not applicable","Not applicable","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Not applicable","Report not provided","WHO European Region"
"172","United Republic of Tanzania","No","No","No","WHO African Region"
"173","Uruguay","No","No","No","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","No","No","WHO European Region"
"175","Vanuatu","Report not provided","No","Not applicable","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"177","Viet Nam","Not applicable","Not applicable","No","WHO Western Pacific Region"
"178","Yemen","Not applicable","Not applicable","No","WHO Eastern Mediterranean Region"
"179","Zambia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","No","No","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
