"","Party","2018","2016","2014","Region"
"12","Bangladesh","A multisectoral national taskforce committee for tobacco control has been formed. Under the Ministry of Health and Family Welfare (MOHFW), National Tobacco Control Cell (NTCC) has been establish in 2007. The amended tobacco control law 2013 also endorsed NTCC as the focal institution for tobacco control in Bangladesh. Moreover in Health, Population Nutrition Sector Development Program (HPNSDP) 2011-2016. Tobacco Control has been taken as a important means of NCD control strategy.","A multisectoral national taskforce committee for tobacco control has been formed. Under the Ministry of Health and Family Welfare (MOHFW), National Tobacco Control Cell (NTCC) has been establish in 2007. The amended tobacco control law 2013 also endorsed NTCC as the focal institution for tobacco control in Bangladesh. Moreover in Health, Population Nutrition Sector Development Program (HPNSDP) 2011-2016. Tobacco Control has been taken as a important means of NCD control strategy.","A multisectoral national taskforce committee for tobacco control has been formed. Under the Ministry of Health & Family Welfare National Tobacco Control Cell (NTCC) has been establish in 2007. The amended tobacco control law 2013 also endorsed NTCC as the focal institution for tobacco control in Bangladesh. Moreover in Health Population Nutrition Sector Development Program (HPNSDP) 2011-2016. Tobacco Control has been taken as a important means of NCD control strategy.","WHO South-East Asia Region"
"13","Barbados","Senior Medical Officer with responsibility for for Non Communicable Disease
National NCD Commission Barbados
Ministry of Health Barbados","Senior Medical Officer with responsibility for for Non Communicable Disease
National NCD Commission Barbados
Ministry of Health Barbados","Senior Medical Officer of Health responsible for NCDs is the focal point for tobacco control along with the Health Promotion Unit. The National NCD Commission provide gives directional support and guidance to the national effort in tobacco control.","WHO Region of the Americas"
"14","Belarus","В  связи с кадровыми перестановками в настоящее время определяется новый национальный координатор по борьбе против табака вместо Наройчик Людмилы Константиновны 
Подразделения по борьбе против табака: структурные подразделения Министерства здравоохранения Республики Беларусь, республиканские и региональные организации здравоохранения, в т.ч. 
ГУ ""Республиканский научно-практический центр психического здоровья"", наркологические диспансеры, учреждения санитарно-эпидемиологической службы на республиканском и региональном уровнях, в т.ч. 
ГУ ""Республиканский центр гигиены, эпидемиологии и общественного здоровья"", РУП ""Научно-практический центр гигиены"" 
 национальный координационный механизм по борьбе против табак осуществляется на уровне Межведомственного совета по формированию здорового образа жизни, контролю за неинфекционными заболеваниями, предупреждению и профилактике пьянства, алкоголизма, наркомании и потребления табачного сырья и табачных изделий при Совете Министров Республики Беларусь.","национальный координатор по борьбе против табака - Наройчик Людмила Константиновна - заместитель главного врача ГУ ""Республиканский центр гигиены, эпидемиологии и общественного здоровья"", структурные подразделения Республиканских организаций здравоохранения, Межведомственный совет по предупреждению и профилактике пьянства, алкоголизма, наркомании и потребления табака при Совете Министров Республики Беларусь, Межведомственный координационный совет по вопросам формирования здорового образа жизни при Министерстве здравоохранения Республики Беларусь.","National Coordinator for Tobacco Control - Naroychik Lyudmila K. - deputy chief physician of the ''National Centre of Hygiene Epidemiology and Public Health '' Republican divisions of Healthcare Organizations Interagency Council on Healthy Lifestyles Ministry of Health of the Republic of Belarus.","WHO European Region"
"15","Belgium","- Le point focal fait partie du ministère fédéral de la santé 
- L’unité de contrôle tabac du ministère de la santé regroupe 34 contrôleurs
- Une ""Cellule générale drogues"" est en place. Elle a pour but de coordonner les politiques en matière de drogues illégales, d’alcool et de tabac. Toutes les autorités compétentes en la matière y sont représentées.","- Le point focal fait partie du ministère fédéral de la santé 
- L’unité de contrôle tabac du ministère de la santé regroupe 20 contrôleurs
- Une ""Cellule générale drogues"" est en place. Elle a pour but de coordonner les politiques en matière de drogues illégales, d’alcool et de tabac. Toutes les autorités compétentes en la matière y sont représentées.","Le point focal fait partie du ministère fédéral de la santé 
L’unité de contrôle tabac du ministère de la santé regroupe 20 contrôleurs
Une cellule générale drogues est en place. Elle a pour but de coordonner les politiques en matière de drogues illégales d’alcool et de tabac. Toutes les autorités compétentes en la matière y sont représentées.","WHO European Region"
"16","Belize","Report not provided","in 2011 the Minsitry of Health assigned the National Drug Absue Contro Council to be the Focal Point Agency for Tiobacco Control of which its Director fountions as ithe National Tobacco Focal Point Person.","National Drug Abuse Control Council Ministry of Health","WHO Region of the Americas"
"17","Benin","le point focal tabac relève de la direction nationale de la santé publique du ministère de la santé, na pas de ligne budgétaire pour la lutte antitabac,","le point focal tabac relève de la direction nationale de la santé publique du ministère de la santé, na pas de ligne budgétaire pour la lutte antitabac,","le point focal tabac est basé dans le Programme National de Lutte contre les Maladies Non Transmissibles et relève du service de la Réglementation Sanitaire et de la Promotion de la Santé","WHO African Region"
"18","Bhutan","The Bhutan Narcotics Control Authority (BNCA) serves as the Secretariat to the Tobacco Control Board and has been directed by the Royal Government of Bhutan to implement the provisions of the Tobacco Control Act of Bhutan (TCAB). Tobacco Control office is established under BNCA is responsible for developing, implementing and monitoring the tobacco control program in the country in close coordination with relevant sectors and agencies under the guidance of the TCB. It is also mandated to acquire information from all relevant agencies relating to the implementation or enforcement of the provisions of the TCAB. The stakeholders engaged in the implementation of various provisions of the Act are the Ministries of Health, Economic Affairs, Finance, Education, Home and Cultural Affairs, Royal Bhutan Police and Information & Communication.","The government agencies and stakeholders engaged in the implementation of various provisions of the Act are the Tobacco Control Board, Bhutan Narcotic Control Agency, Ministries of Health, Economic Affairs, Finance, Education, Home and Cultural Affairs, Royal Bhutan Police, Road Safety and Transport Authority. The Bhutan Narcotic Control Agency (BNCA) serves as the Secretariat to the Tobacco Control Board and has been directed by the Royal Government of Bhutan to implement the provisions of the Tobacco Control Act of Bhutan (TCAB). Tobacco Control office is established under  BNCA is responsible for developing, implementing and monitoring the tobacco control program in the country in close coordination with relevant sectors and agencies under the guidance of the TCB. It is also mandated to acquire information from all relevant agencies relating to the implementation or enforcement of the provisions of the TCAB.","The Bhutan Narcotics Control Agency serves as a secretariat to the tobacco Control Board of Bhutan and ensures the implementations of the provisions of the Tobacco Control Act in close collaboration with its relevant stakeholders.","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","En la estructura del Ministerio de Salud, el Área responsable del tema de tabaco, es el Área de Salud Mental y Prevención de Adicciones. A partir de la gestión 2017, se ha creado tambien el Programa Nacional de Prevención y Tratamiento de Adicciones, que incluye acciones especificas para la reducción de la demanda de tabaco.","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","State-level Working Group for Preventing Tobacco Use has been established by the Conference for Health Sector in Bosnia and Herzegovina which is permanent and the highest advisory and coordinating body for health matters in BiH.
The above Working Group is consisted of the representatives nominated by the Ministry of Civil Affairs of BiH, Federal Ministry of Health, Ministry of Health and Social Welfare in the Government of Republic of Srpska and Department for Health and Other Services of Brcko District BiH.","National working group for tobacco control established by Conference of health ministers of Bosnia and Herzegovina","MoCA established a national co-ordination group for tobacco control issues and FCTC implementation procedures composed from health professionals as entity focal points for tobacco control and some NGO''s. Entity focal points for tobacco control (both for Federation of B&H and Republika Srpska are nominated formally by entity MoH 
Republic of Srpska''s Tobacco control focal point is nominated by Ministry of Health and Social Welfare of the Republic of Srpska. Within this Ministry Department for Public Health International Cooperation and European Integration is responsible for tobacco control activities. Also Republic of Srpska adopted Policy for Improvement of Health of the Population in the Republic of Srpska by the year 2020 where control of non-communicable diseases shall be intensified through implementation the WHO Framework Convention on Tobacco Control and Gaining Health-the European Strategy for the Prevention and Control of Non-communicable Diseases too","WHO European Region"
"21","Botswana","Answer not provided","Report not provided","Report not provided","WHO African Region"
"22","Brazil","The National Cancer Institute (INCA), body under the Ministry of Health, is responsible for implementing the National Tobacco Control Policy and works together with focal points at State Secretariats of Health in the 26 states and the Federal District.  INCA is also in charge of coordinating the Executive Secretariat of the National Commission for the Implementation of the Framework Convention for Tobacco Control (CONICQ). This Commission was created by a Decree of the President of Brazil and is integrated by representatives of 18 different Ministries of the government. It is chaired by the Minister of Health.","The National Cancer Institute (INCA), body under the Ministry of Health, is responsible for implementing the National Tobacco Control Policy and works together with focal points at State Secretariats of Health in the 26 states and the Federal District.  INCA is also in charge of coordinating the Executive Secretariat of the National Commission for the Implementation of the Framework Convention for Tobacco Control (CONICQ). This Commission was created by a Decree of the President of Brazil and is integrated by representatives of 18 different Ministries of the government. It is chaired by the Minister of Health.","The National Cancer Institute (INCA). body under the Ministry of Health. is responsible for implementing the National Tobacco Control Policy and works together with focal points at State Secretariats of Health in the 26 states and the Federal District. INCA is also in charge of coordinating the Executive Secretariat of the National Commission for the Implementation of the Framework Convention for Tobacco Control (CONICQ). This Commission was created by a Decree of the President of Brazil and is integrated by representatives of 18 different Ministries of the government. It is chaired by the Minister of Health.","WHO Region of the Americas"
"23","Brunei Darussalam","Multi-sectoral Taskforce for Health (reducing tobacco use) includes the various agencies and ministries relevant to tobacco control and is chaired by the Minister of Health; the focal point for tobacco control is under the Ministry of Health.

Prior to 2012, a specific tobacco control unit was in existence. However, with the enforcement of a very stringent tobacco control laws and supported by strong tobacco taxation laws, the focus is currently on enforcing smoke-free areas,  smoking cessation, health promotion and illicit trade. These activities are under the purview of Health Enforcement Unit, Health Promotion Centre and Department of Royal Customs and Excise. The responsibilities of the tobacco control unit has since been absorbed under the Environmental Health Department.","Report not provided","National coordinating mechanism (established in 2009) includes the various agencies and ministries relevant to tobacco control and is chaired by the Minister of Health; the focal point for tobacco control is under the Ministry of Health.
Prior to 2012 a specific tobacco control unit was in existence. However with the enforcement of a very stringent tobacco control laws and supported by strong tobacco taxation laws the focus is currently on enforcing smoke-free areas smoking cessation health promotion and illicit trade. These activities are under the purview of Health Enforcement Unit Health Promotion Centre and Department of Royal Customs and Excise. The responsibilities of the tobacco control unit has since been absorbed under the Environmental Health Department","WHO Western Pacific Region"
"24","Bulgaria","The National Program for Prevention of Chronic Non-communicable Diseases 2014-2020 (NPPCNCD), adopted by Decision № 538 of 09.12.2013 of the Council of Ministers started in 2014. The integrated approach, used in the NPPCNCD, 2014-2020, is focused at multiple NCD behavioral risk factors for instance smoking and combines various strategies, including policy development, capacity building, partnership and information support at all levels. It applies a combination of population and high-risk strategies that interconnects all components of health systems, such as health promotion, public health services, primary care and hospital care. It includes intersectoral actions that implement health policies, including concerted actions, aimed at the main determinants of health. One of the main goals refers to reducing the level of the most common behavioral risk factors for NCDs e.g. smoking. Program is in conformity with Recommendation 2003/54/EC on the prevention of smoking and on initiatives to improve tobacco control with the European Strategy for Tobacco Control of the World Health Organization (WHO) and the Framework Convention on Tobacco Control. Two National Coordinators from the MoH and NCPHA are responsible for the implementation of the programs policy and the achievement of its objectives; manage and participate in the development of program documents and work plans, in accordance with the programs strategies, objectives and tasks; coordinate regional activities; present the results of the activities to the Ministry of Health, the National Program Council, prepare annual information on program activities. Two coordinators from the MH and NCPHA for each of the risk factors directly coordinate activities related to the different risk factors - tobacco smoking, alcohol abuse, unhealthy nutrition and low physical activity.
http://www.mh.government.bg/media/filer_public/2015/04/17/programa-preventsiya-hronichni-nezarazni-bolesti-2014-2020.pdf","In 2014 the Ministry of Health begins implementation The national program for prevention of chronic non-communicable diseases 2014-2020, adopted by Decision № 538 of 09.12.2013 of the Council of Ministers. The program aims to reduce the level of total chronic non-communicable diseases from the most common risk factors: behavioral, biological and psychosocial by reducing the prevalence of smoking, alcohol abuse, improve nutrition and increase physical activity. Program is in conformity with Recommendation 2003/54/EC on the prevention of smoking and on initiatives to improve tobacco control with the European Strategy for Tobacco Control of the World Health Organization (WHO) and the Framework Convention on Tobacco Control. The Ministry of Health is responsible for the implementation of the Program. An expert from the Ministry of Health is a focal point for all the activities as regards implementation of the National Program The expert is responsible for the coordination and collaboration with the rest of administrative units - ministries, agencies, institutions who have to work together in order to fulfil the goals and tasks of Action Plan of the National Program.
http://www.mh.government.bg/media/filer_public/2015/04/17/programa-preventsiya-hronichni-nezarazni-bolesti-2014-2020.pdf","lang=bg-BG&pageid=515&categoryid=6381","WHO European Region"
"25","Burkina Faso","Existence dun comité national de lutte contre le tabac multi-sectoriel composé dune dizaine de départements ministériels, dassociations et dorganisations de la société civile, des leaders religieux... 
Le point focal national est la Directrice de la promotion de la santé, structure en charge de la lutte antitabac au sein du Ministère de la santé","Existence dun comité national de lutte contre le tabac multi-sectoriel composé dune dizaine de départements ministériels, dassociations et dorganisations de la société civile, des leaders religieux... 
Le point focal national est la Directrice de la promotion de la santé, structure en charge de la lutte antitabac au sein du Ministère de la santé","Le Directeur de la promotion de la santé/Ministère de la santé est le Point focal national de la lutte antitabac ;
L’unité ou comité de lutte antitabac est régie par le décret 2011-1050/PRES/PM/MS/MEF portant création attributions composition et fonctionnement du comité national de lutte contre le tabac au Burkina Faso ;
L’unité de lutte antitabac est multisectorielle composée des représentants des différents ministères et de la société civile. Chacun des représentants constitue le Point focal de la structure qu’il représente. Et le Point focal national travaille avec 5 collaborateurs pour assurer le dispositif national de coordination de la lutte antitabac.","WHO African Region"
"26","Burundi","Report not provided","Le point focal de lutte contre le tabagisme se trouve au Programme National Intégré de Lutte contre les Maladies Chroniques Non Transmissibles au sein du Ministère de la Santé Publique et de la Lutte contre le Sida","Report not provided","WHO African Region"
"27","Cambodia","The Inter-Ministerial for education and reduction of tobacco use was established in 2001. In 2017, this committee has been changed to National Tobacco Control Committee which chaired by the Minister of Health and The National Centre for Health Promotion is the secretariat and the national focal point. This committee composes of 23 institutions including all provincial/city governors. Usually this committee meet twice a year to review the progress and provide recommendation to advance tobacco control in Cambodia especially to enforce tobacco control law which has been took in place in year 2015.
The Ministry of Health plans to establish Tobacco Control Committee at sub national level.","Report not provided","Ministry of Health and Inter-Ministerial Committee (IMC) for Education and Reduction of Tobacco Use","WHO Western Pacific Region"
"28","Cameroon","Une Commission Multi-sectorielle antitabac avec un Secrétariat technique a été mis en place par Décision N°3271/D/MINSANTE/CAB du 12 octobre 2015
Le Point focal relève du Ministère en charge de la santé publique et est en charge de la coordination du mécanisme de coordination sur le contrôle du tabac","Une Commission Multi-sectorielle antitabac avec un Secrétariat technique a été mis en place par Décision N°3271/D/MINSANTE/CAB du 12 octobre 2015
Le Point focal relève du Ministère en charge de la santé publique et est en charge de la coordination du mécanisme de coordination sur le contrôle du tabac","Un dispositif national n’existe pas cependant le Directeur de la promotion de la santé( Ministère de la santé publique ) est désigné comme point focal un groupe d’experts de lutte multisectoriel est mis en place et fonctionnel mais manque d’un budget propre","WHO African Region"
"29","Canada","Canadas Federal Tobacco Control Strategy (FTCS) is led by Health Canada in partnership with Public Safety Canada, the Royal Canadian Mounted Police (RCMP), Canada Revenue Agency, Canada Border Services Agency, and the Public Health Agency of Canada.

Health Canada is responsible for administering and enforcing the Tobacco Act. This Act regulates the manufacture, sale, labelling and promotion of tobacco products. Health Canada also undertakes and promotes initiatives that reduce or prevent the negative health impacts associated with smoking. The FTCS is championed by the Tobacco Control Directorate (TCD) of the Healthy Environments and Consumer and Safety Branch within Health Canada. 

The FTCS provides funding to the Canadian Revenue Agency, Canada Border Services Agency and the Royal Canadian Mounted Police to address illicit contraband tobacco and to ensure compliance with Canadas tobacco tax laws. Health Canada’s demand reduction activities such as prevention and cessation initiatives complement the contraband control activities of these partners.

Canada places a strong emphasis on collaboration between the federal, provincial, territorial and municipal governments, as well as non-governmental organizations, tobacco control researchers, academics, and community organizations.","Canadas Federal Tobacco Control Strategy (FTCS) is led by Health Canada in partnership with Public Safety Canada, the Royal Canadian Mounted Police (RCMP), Canada Revenue Agency, Canada Border Services Agency, and the Public Health Agency of Canada.

Health Canada is responsible for administering and enforcing the Tobacco Act. This Act regulates the manufacture, sale, labelling and promotion of tobacco products. Health Canada also undertakes and promotes initiatives that reduce or prevent the negative health impacts associated with smoking. The FTCS is championed by the Tobacco Control Directorate (TCD) of the Healthy Environments and Consumer and Safety Branch within Health Canada. 

The FTCS provides funding to the Canadian Revenue Agency, Canada Border Services Agency and the Royal Canadian Mounted Police to address illicit contraband tobacco and to ensure compliance with Canadas tobacco tax laws. Health Canada’s demand reduction activities such as prevention and cessation initiatives complement the contraband control activities of these partners.

Canada places a strong emphasis on collaboration between the federal, provincial, territorial and municipal governments, as well as non-governmental organizations, tobacco control researchers, academics, and community organizations.","Canada''s Federal Tobacco Control Strategy (FTCS) is led by Health Canada in partnership with Public Safety Canada. the Royal Canadian Mounted Police (RCMP). Canada Revenue Agency. Canada Border Services Agency. the Public Health Agency of Canada. and the Public Prosecution Service of Canada.
Health Canada is responsible for administering and enforcing the Tobacco Act. This Act regulates the manufacture. sale. labelling and promotion of tobacco products. Health Canada also undertakes and promotes initiatives that reduce or prevent the negative health impacts associated with smoking. The FTCS is championed by the Controlled Substances and Tobacco Directorate (CSTD) of the Healthy Environments and Consumer and Safety Branch within Health Canada. 
The FTCS provides funding to support the intelligence work of the Canadian Revenue Agency. Canada Border Services Agency and the Royal Canadian Mounted Police to address contraband and to ensure compliance with Canada''s tobacco tax laws. Health Canada''s demand reduction activities such as prevention and cessation initiatives complement the contraband control activities of these partners.
Canada places a strong emphasis on collaboration between the federal. provincial. territorial and municipal governments. as well as non-governmental organizations. tobacco control researchers. academics. and community organizations.","WHO Region of the Americas"
"30","Cape Verde","Le tabac est une domaine intégré dans la Comité de Coordination de lAlcool et dautres Drogues (responsable de la mise en œuvre des politiques et des stratégies concernant lalcool e les drogues)
Le Point Focal relève de cette Comité","Le tabac est une domaine intégré dans la Comité de Coordination de lAlcool et dautres Drogues (responsable de la mise en œuvre des politiques et des stratégies concernant lalcool e les drogues)
Le Point Focal relève de cette Comité","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Programme National de Lutte contre le Tabac, lAlcool et les Drogues ( PNLTAD) crée en 2013  avec la mise en en place dune équipe de coordination qui est opérationnelle  depuis  2014. Le PNLTAD   dépend  directement de la Direction des Maladies Transmissibles et Non Transmissibles.","Report not provided","Report not provided","WHO African Region"
"33","Chile","La Oficina de Prevención del Consumo de Tabaco se integra en la División de Políticas Públicas Saludables y Promoción del Ministerio de Salud. Su función es establecer las acciones necesarias para el cumplimiento del CMCT, a través de acciones tales como promover acciones que permiten adecuar la legislación del país  al CMTC, control y prevención del consumo de tabaco.","La Oficina para el control de tabaco pertenece al Ministerio de Salud de Chile y se articula desde la División de Políticas Públicas Saludables y promoción. Su función es establecer las acciones necesarias para el cumplimiento del CMCT por medio del desarrollo de modificaciones a la ley que mejoren los procesos de control y prevención del consumo de tabaco, coordinación de los procesos de fiscalización a nivel nacional y establecimiento de estrategias comunicacionales","Oficina de Control de Tabaco de la División de Políticas Públicas Saludables y Promoción de Salud dependiente de la Subsecretaría de Salud Pública del Ministerio de Salud.","WHO Region of the Americas"
"34","China","《烟草控制框架公约》对中国生效后，国务院批准成立了履约工作部际协调领导小组，目前该领导小组由工业和信息化部、国家卫生和计划生育委员会、外交部、财政部、海关总署、国家工商行政管理总局、国家质量监督检验检疫总局、国家烟草专卖局组成。履约工作部际协调领导小组下设履约工作部际协调领导小组办公室负责处理烟草控制日常联络工作。","《烟草控制框架公约》对中国生效后，国务院批准成立了履约工作部际协调领导小组，目前该领导小组由工业和信息化部、国家卫生和计划生育委员会、外交部、财政部、海关总署、国家工商行政管理总局、国家质量监督检验检疫总局、国家烟草专卖局组成。履约工作部际协调领导小组下设履约工作部际协调领导小组办公室负责处理烟草控制日常联络工作。","After the entry into force of the Framework Convention on Tobacco Control in China the State Council approved the establishment of inter-ministerial coordination leading group currently formed by the Ministry of Industry and Information Technology the country''s Health and Family Planning Commission the Ministry of Foreign Affairs Ministry of Finance General Administration of Customs the State Administration for Industry and Commerce State Administration of Quality Supervision Inspection and Quarantine the State Tobacco Monopoly Bureau composition. Implementation of inter-ministerial coordination leading group consists of implementation of inter-ministerial coordination leading Group Office responsible for handling day-to-day liaison work on tobacco control.","WHO Western Pacific Region"
