"","Party","2018","2016","2014","Region"
"25","Burkina Faso","Report not provided","Le Burkina Faso a bénéficié de lOMS une assistance technique pour apporter une réponse à la chambre du commerce des USA qui avait écrit en 2014 pour porter des griefs contre le décret 2011-1051/PRES/PM/MS/MEF portant conditionnement et étiquetage des produits du tabac au Burkina Faso","Les principales lois et règlements sur la lutte antitabac au Burkina Faso sont sur le site de l’OMS.","WHO African Region"
"26","Burundi","Report not provided","Des missions déchanges et de partage dinformations ont été effectuées","Report not provided","WHO African Region"
"27","Cambodia","Report not provided","Report not provided","GYTS. National Adult Tobacco Survey of Cambodia 2011 (NATSC2011). 2014 National Adult Tobacco Survey of Cambodia is on-going implementation by the National Institute of Statistics of the Ministry of Planning","WHO Western Pacific Region"
"28","Cameroon","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Report not provided","","Canada provided funding to a Canadian NGO for the purpose of maintaining a judicial activity website - see http://www.smoke-free.ca/litigation.","WHO Region of the Americas"
"30","Cape Verde","Report not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Report not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Report not provided","Durante el año 2015 se realizan tres estudios de percepción de riesgo sobre exhibición de productos de tabaco en adolescentes   como también de percepción de riesgos en empaquetado plano de productos de tabaco en adultos","Durante el año 2012 se realizo un Estudio de Opinión Trabajadores de restoranes y pubs frente a ambientes 100% libres de humo de tabaco IPSOS Chile. 2012
Este estudio tuvo por objetivo:- Conocer la opinión de trabajadores de restoranes y pubs frente a la propuesta de ambientes cerrados de uso público 100% libres de humo de tabaco. Se obtuvo una muestra de Meseras y Meseros de Santiago que trabajan en lugares para fumadores y restoranes que tienen espacios diferenciados. Los temas tratados fueron: el conocimiento de la ley vigente. su percepción de cumplimiento. y las ventajas y desventajas que aprecian en la implementación de una nueva normativa- .Conclusiones: El 88% de los trabajadores de restoranes y pubs opina que la exposición al humo de tabaco que emiten otros fumadores es dañina para la salud individual. Y en esto están de acuerdo trabajadores fumadores y no fumadores. no existiendo diferencias según el lugar en el que trabajen. Es un consenso el daño que se genera a los fumadores pasivos. También existe amplio acuerdo sobre los beneficios de implementar una normativa que privilegie los espacios públicos 100% libres de tabaco.
 Durante el año 2013 se realizo el estudio de opinión - Nuevos Aires para Chile Evaluación e Impacto en los Hábitos de las mujeres en espacios públicos 100% Libres de Humo de Tabaco- . IPSOS. Chile. 2013
 Este estudio tiene como objetivo: Conocer como la aplicación de las modificaciones de la Ley 19.419 (que actualiza la normativa chilena frente a los compromisos del Convenio Marco para el Control de Tabaco). impactan en las conductas y hábitos de las mujeres chilenas en espacios cerrados donde anteriormente sí se podía fumar y conocer la opinión de ellas respecto a las nuevas normativas. 
Dentro de las principales conclusiones específicas se observa lo siguiente:: 
 La prohibición de fumar en pubs. restaurantes. discotecas y casinos de juegos es la que alcanza mayor nivel de desacuerdo (24%). sin embargo y a pesar de ser la que despierta menos consenso. sigue teniendo un alto nivel de aprobación entre la población estudiada (68% de las mujeres está de acuerdo o muy de acuerdo con la medida). 
 En relación a la -Percepción de impacto de las Modificaciones a la Ley-
Es destacable que la mayoría de las entrevistadas piense que el consumo de tabaco disminuirá mucho o algo (51%). Si bien existe un alto porcentaje de mujeres que piensa se mantendrá igual. los efectos positivos en la disminución del consumo son mayoritarios.
Como conclusiones generales se observa:
 - La entrada en vigencia de las modificaciones a la ley de consumo de tabaco en espacios públicos. tiene una amplia aceptación por parte de las mujeres. destacando que la aprobación sea igualmente mayoritaria entre las mujeres consumidoras de tabaco y en aquellas que no fuman.

- Las modificaciones son percibidas como un aporte. principalmente en la protección de la salud de las personas que no consumen tabaco. debido al conocimiento del da","WHO Region of the Americas"
"34","China","Report not provided","开展了多项全国性的研究和监测工作，如中国青少年烟草调查、中国成人烟草调查、国际烟草控制政策评估项目，通过报告、学术文章、媒体报道、国际会议等多种形式传播了研究和监测结果。","Mainly to carry out surveys of the prevalence of tobacco in our country include: global adult tobacco survey (GATS) the global youth tobacco survey (GYTS) the international tobacco control policy evaluation project (ITC) and medical personnel surveys such as smoking-related behaviours.
Public welfare research projects ''flavour agent in the framework Convention on tobacco control regulation of the contents” technical study projects such as research developed aroma-agent detection technologies research results are published on the international SCI-tech journals. In addition crop substitution in tobacco-related research has also been undertaken.","WHO Western Pacific Region"
"35","Colombia","Report not provided","Con el Decreto 4107 de 2011, por el cual se determinan los objetivos y la estructura del Ministerio de Salud y Protección Social (MSPS) y se integra el Sector Administrativo de Salud y Protección Social, se crea la Dirección de Epidemiología y Demografía. Entre sus funciones se encuentran: a) Promover, orientar y dirigir la elaboración del estudio de la situación de la salud; b) Promover, orientar y dirigir la elaboración de los estudios de impacto, pronóstico y de seguimiento de la salud pública en los componentes epidemiológicos, demográfico y de servicios de salud; y c) Dirigir el desarrollo de las actividades a cargo del Ministerio en el sistema de vigilancia en salud pública en los componentes epidemiológicos, demográfico y de servicios de salud. 
En desarrollo de estas funciones, la Dirección de Epidemiología la liderado el proceso de estructuración del Sistema Nacional de Estudios y Encuestas Poblacionales para la salud, con el propósito de garantizar que los estudios realizados en el país se ajusten a estándares y prácticas internacionales, para así asegurar la calidad, la comparabilidad, la trazabilidad y la disponibilidad tanto de los metadatos como de los microdatos y las metodologías. Se busca, de otro modo, que con este Sistema Nacional se articule de mejor manera el marco conceptual, los objetivos, los instrumentos y el alcance de los estudios, optimizando los recursos y mejorando la recopilación de la información en salud para el país (Ministerio de Salud y Protección Social. Sistema Nacional de Estudios y Encuestas Poblacionales para la Salud. Conceptualización y Guía Metodológica). 

Vale destacar, que este Sistema se estructura a partir de una agenda programática en la cual se priorizan los estudios requeridos por el país, y su periodicidad, de forma que sirvan como fuente para el seguimiento y evaluación a las dimensiones del Plan Decenal de Salud Pública (PDSP) 2012 -2021. El Sistema Nacional cuenta, además, con una muestra maestra en salud que permite una representatividad de la población no sólo nacional sino también departamental, regional, subregional o municipal.

En el marco de este Sistema, en lo que corresponde a lo específico de control de tabaco, a la fecha, se ha aplicado la primera fase de la Encuesta Mundial de Salud Escolar (con un componente de preguntas sobre consumo y exposición al humo de tabaco), y de la Encuesta Mundial de Tabaquismo en Jóvenes (se ha contado con la activa participación del Ministerio de Educación Nacional). Así mismo, y teniendo en cuenta la importancia que tiene para el país, se incorporó el grupo clave de preguntas de la Encuesta Mundial de Tabaquismo  en Adultos (son 22 preguntas en total) en el Encuesta Nacional de Salud, la cual está por desarrollarse.

El país también cuenta con información proveniente de los Estudios de consumo de sustancias psicoactivas en hogares y población escolar. Estas encuestas se hacen cada 3/4 años, lo que le ha permitido al país tener tendencias en prevalencias de consumo de estas sustancias, en particular, tabaco 

Paralelo al desarrollo de este Sistema, el Ministerio ha venido fortaleciendo el proceso del Análisis de Situación de Salud (ASIS), pues se constituye en herramienta fundamental para la construcción transectorial e intersectorial de las políticas y los planes de salud, en consonancia a lo establecido en el PDSP (Ministerio de Salud y Protección Social. Guía conceptual y metodológica para la construcción del ASIS de las Entidades Territoriales). Esto se debe a que la salud es un fenómeno social que necesariamente requiere de procesos de análisis interdisciplinarios que posibiliten la comprensión de su multidimensionalidad. 

En este contexto, los ASIS se definen como procesos analítico-sintéticos de diversa índole que permiten caracterizar, medir y explicar el perfil de salud-enfermedad de una población, incluyendo los daños y problemas de salud así como la influencia de los determinantes sociales que generan brechas de desigualdad en toda la población. Estos procesos analíticos facilitan la identificación de las necesidades y prioridades de la población en lo que respecta a su salud. Con esta identificación, los gobiernos pueden tomar decisiones apropiadas para la satisfacción de necesidades en salud de la población con un máximo de equidad, eficiencia y participación social.

Así las cosas, y en el marco de estos Análisis, tanto el nivel nacional, como los niveles regional y departamental, cuentan con información sobre las prevalencias actuales de consumo de tabaco.

Además de los estudios, encuestas y ASIS, el país tiene a su disposición el grupo de sistemas ROSS (Registros, Observatorios, Sistemas de Seguimiento y Salas Situacionales en Salud), que tienen la capacidad de monitorear la trayectoria de salud de individuos y de la población y los determinantes socio-económicos que pueden contribuir con cambios y desigualdades en salud (Ministerio de Salud y Protección Social. Guía Metodológica para Registros, Observatorios, Sistemas de Seguimiento y Salas Situacionales Nacionales en Salud ROSS), a partir del proceso nacional de integración de fuentes de información al SISPRO (Sistema de Información de la Protección Social). En el marco del ROSS, existe el Observatorio Nacional de Cáncer (ONC), que dentro de sus áreas de monitoreo contempla al consumo de tabaco por ser factor de riesgo asociado. También se encuentra el Observatorio de Salud Cardiovascular, Diabetes y Enfermedad Renal Crónica (OCADER) que incluye también la medición del consumo de tabaco, en particular la prevalencia de consumo en adultos y escolares (Ministerio de Salud y Protección Social (2013). Módulo epidemiológico. Registros, Observatorios, Sistemas de Seguimiento y Salas Situacionales Nacionales en Salud ROSS).

Ahora bien, y como parte del cumplimiento del artículo 21 del CMCT de la OMS, el Ministerio ha liderado el proceso de recolección de información relevante sobre la dinámica de consumo de tabaco, de conformidad con los indicadores establecidos para el seguimiento a la implementación del Convenio en el mundo. Uno de esos indicadores se refiere al cálculo de la mortalidad atribuible al tabaquismo: con la agrupación de las causas de muerte de las cuales se evidencia asociación causal con el tabaquismo, y con las fracciones atribuibles, se realizó el cálculo de la mortalidad atribuible al tabaquismo. Este cálculo resulta ser un insumo clave para el seguimiento a la mega meta del sector salud (en el marco del actual Plan Nacional de Desarrollo): la reducción de la mortalidad prematura por ENT, en la población entre 30 y 70 años de edad. 

En esta misma línea, en lo que respecta a investigaciones, el Ministerio de Salud, a través de diferentes convenios de cooperación, ha promovido el desarrollo de un Modelo de Equilibrio General Computable, como una metodología que permite evaluar los resultados de los instrumentos de política sobre el sistema económico colombiano, para así plantear escenarios factibles de implementación de políticas públicas y regulaciones en ENT y sus factores de riesgo, como el consumo de tabaco. También se han elaborados resúmenes de política basados en evidencia como: a) Revisión sistemática de intervenciones poblacionales para orientar las acciones para la prevención y el control de las ENT (incluye las intervenciones en control del tabaco); b) Opciones de política para contrarrestar las acciones de interferencia de la industria tabacalera en Colombia.


Ver: https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/VS/ED/PSP/Guia%20ASIS%2028112013.pdf
https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/VS/ED/GCFI/guia-estudios-poblacionales.pdf
https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/VS/ED/GCFI/ROSS_001.11.2013.pdf","Se han desarrollado estudios sobre los cultivos. los impuestos. los recaudos y los costos en tabaquismo. para fortalecer la gestión y la toma de decisiones respecto al control integral de tabaco.
De igual manera. se han desarrollado cursos en construcción de resúmenes de política basados en evidencia. con el apoyo de la Red de Evipnet de OPS/OMS. Actualmente. el Ministerio de Salud junto con el Instituto de Evaluación de Tecnologías en Salud (IETS). están liderando el proceso de elaboración de un resumen de política sobre la interferencia de la industria tabacalera. y la evaluación del resumen de política sobre publicidad en las cajetillas de cigarrillos.","WHO Region of the Americas"
"36","Comoros","Report not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","La mise en œuvre de larticle 20 de la CCLAT est insuffisante. Pour cela nous ne pouvons pas parler de progrès.","Avec la loi relative antitabac qui a été promulguée en 2012 nous pouvons dire que notre base des données a été actualisée dans le cadre de la réglementation.","WHO African Region"
"38","Cook Islands","Report not provided","No change since the last report.","Latest surveillance implemented – Population Census 2011","WHO Western Pacific Region"
"39","Costa Rica","Report not provided","1- Ministerio de Salud  se ejecutó la Encuesta Mundial de Tabaquismo en Adultos ( GATS) Costa Rica 2015 
2--Participación del país en estudio del  Instituto de efectividad clínica y Sanitaria de Argentina (IEV)  Impacto Social, Económico y sobre la Salud de un aumento en los impuestos sobre los cigarrillos en siete países de Latinoamérica: Un análisis de costo-efectividad en Argentina, Bolivia, Brasil, Chile, Colombia, México y Perú
3--Evaluación de la primera campaña de etiquetado de productos de tabaco de Costa Rica, durante el periodo 20014-2015.
4- Evaluación del Impacto de la Ley  General y su Reglamento de Control del Tabaco y sus efectos Nocivos en la Salud Ley 9028, y sus efectos en el Infarto Agudo de Miocardio en conjunto con la academia
5-  IAFA  implemento la  IV Encuesta Global sobre Tabaco en jóvenes  (GYTS) Costa Rica 2013","La investigación realizada cada 5 años por el IAFA contempla la medición de la prevalencia del consumo de tabaco en la población adulta. además se realiza la Encuesta Nacional sobre Consumo de Drogas en población de Educación Secundaria.
En Diciembre de 2013 se realizó la I Expo-salud de Ciencia y Tecnología: control de tabaco y sus efectos nocivos en la salud.","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","Answer not provided","Participation aux rencontres régionales ou internationales.","WHO African Region"
"41","Croatia","Report not provided","In Croatia three different surveys (EHIS, TQS and GYTS) were done since submission of last report.","Facilitating research surveillance and global exchange of information by establishing the Tobacco Control Section within the Mental Health and Addiction Prevention Unit Department of Health Promotion Croatian Institute of Public Health","WHO European Region"
"42","Cyprus","Report not provided","No specific progress has been made in terms of Article 20 in the last two years.","Answer not provided","WHO European Region"
"43","Czech Republic","Report not provided","Surveys on tobacco use in the Czech Republic were carried out by the National Institute of Public Health  in 2014 and 2015 (on a yearly basis since 1998).
Cross-national survey of school students: Health Behaviour in School-aged Children (HBSC) was carried out in the Czech Republic in 2014.
The European School Survey Project on Alcohol and Other Drugs (ESPAD) - The last data collection wave performed in 2015.
European Health Interview Survey (EHIS): data collected between June 2014 and January 2015.
Global Youth Tobacco Survey is conducted in these months (1st half of 2016).
The Ministry of Health in cooperation with other ministries and stakeholders exchanged some information internationally on different tobacco control issues.","Surveys on tobacco use in the Czech Republic were carried out by the National Institute of Public Health in 2012 and 2013 (on a yearly basis since 1998).
The Ministry of Health in cooperation with other ministries and stakeholders have exchanged some information internationally on different tobacco control issues.","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","El Ecuador ha participado en la I y II Encuesta Mundial de Tabaco en Jóvenes EMTJ en los años 2001 y 2007.
Está prevista la realización de la III Encuesta Mundial de Tabaco en Jóvenes en este año (2016).
Se publicaron los informes de la ENSANUT: Tomo I en el año 2012 y Tomo II en el año 2015
Se realizó la encuesta de percepción de la III ronda de advertencias sanitarias para envases de productos de tabaco (MSP, 2015)","El Ecuador ha participado en la I y II Encuesta Mundial de Tabaco en Jóvenes EMTJ en los años 2001 y 2007.
Está previsto la realización de la III Encuesta Mundial de Tabaco en Jóvenes en este año (2014) 
Se ha incorporado el componente de tabaco en el Sistema Global de Monitoreo de Enfermedades No Transmisibles de la OMS. más allá de lo definido en el instrumento estándar mundial.","WHO Region of the Americas"
"50","Egypt","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","NO EXISTEN","Report not provided","WHO African Region"
"53","Estonia","Report not provided","Consolidated texts of Estonian legislation are published in Riigi Teataja
https://www.riigiteataja.ee/en/.","Consolidated texts of Estonian legislation are published in Riigi Teataja https://www.riigiteataja.ee/en/","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","The European Commission has commissioned several studies to assist the implementation of the Tobacco Product Directive 201/14/EU. These include:

- A study on the development of a EU common reporting format for submission of data on ingredients contained in tobacco and related products, and disclosure of the collected data to the public.  See: http://ec.europa.eu/health/tobacco/docs/reportingformat_dataingredients_en.pdf 

-Proposals and technical specifications for the use of warning messages on tobacco packages. See: http://ec.europa.eu/health/tobacco/key_documents/index_en.htm#anchor0

-Final Opinion on the Additives used in tobacco products. European Commission and its independent Scientific Committee on Emerging and Newly Identified Health Risks (SCENIHR) have published the final Opinion on Additives used in tobacco products. See: http://ec.europa.eu/health/scientific_committees/consultations/public_consultations/scenihr_consultation_29_en.htm 

-Special Eurobarometer  429 on Attitudes of  European Towards Tobacco and Electronic Cigarettes: http://ec.europa.eu/public_opinion/archives/ebs/ebs_429_en.pdf.

Further studies on tobacco control will also be published on the DG SANTE website when finalised: http://ec.europa.eu/health/tobacco/key_documents/index_en.htm#anchor0. 

The European Commission also regularly exchanges information on the ratification process of the FCTC Protocol with 3rd countries, whilst encouraging our key partners to join. Furthermore, The European Anti-Fraud Office (OLAF) and the Member States of the European Union hold open communication channels to discuss policy and investigative issues relating to illicit tobacco trade","Eurobarometer - October 2009; report published in 2010: http://ec.europa.eu/public_opinion/archives/ebs/ebs_332_en.pdf
Eurobarometer qualitative study - Tobacco packaging health warning labels - published March 2012:
http://ec.europa.eu/health/tobacco/docs/eurobaro_tobaccowarninglabels_ql_5818_en.pdf
 Eurobarometer 385 report published in May 2012:
http://ec.europa.eu/health/tobacco/docs/eurobaro_attitudes_towards_tobacco_2012_en.pdf
Sambrook Research International ''A Review of the Science Base to Support the Development of Health Warnings for Tobacco Packages '' Report prepared for the European Commission Directorate General for Health and Consumers 2009.
http://ec.europa.eu/health/tobacco/docs/warnings_report_en.pdf
Implemented a qualitative Eurobarometer study investigating a second generation of tobacco packaging health warnings. Report published in March 2012 at http://ec.europa.eu/health/tobacco/docs/eurobaro_tobaccowarninglabels_ql_5818_en.pdf","WHO European Region"
"56","Fiji","Report not provided","Report not provided","This is another grey area that we lack and resources plus manpower equals funding is a big need in order to have data and complete reports written.","WHO Western Pacific Region"
"57","Finland","Report not provided","The National Institute for Health and Welfare (THL) has been carrying out regularly three national surveys (Health behaviour and health among Finnish adult population survey, FINRISK-survey and School Health survey) that include several questions on tobacco use, passive smoking and cessation. The surveys have constantly been developed, and now they include also information on e.g. tobacco dependence. THL has also participated in European School Survey Project on Alcohol and Other Drugs (ESPAD) -study since the beginning.  GYTS -study was carried out first time in 2013.
Finnish Tobacco Act has obligated THL and the Regional State Administrative Agency in cooperation with it to: 
1) be responsible for the nation-wide and regional action to reduce smoking; 
2) provide other State authorities and local authorities with health education programmes and other material on the dangers and harms to health originating from smoking; 
3) issue instructions aimed in particular at persons working with children and young people, health care professionals, public figures, employers and mass-media journalists on recommendable methods for avoiding and reducing smoking.","The National Institute for Health and Welfare (THL) has been carrying out regularly three national surveys (Health behaviour and health among Finnish adult population survey FINRISK-survey and School Health survey) that include several questions on tobacco use passive smoking and cessation. The surveys have constantly been developed and now they include also information on e.g. tobacco dependence. THL has also participated in European School Survey Project on Alcohol and Other Drugs (ESPAD) -study since the beginning.GYTS -study was carried out first time in 2013.
Since 2009 the Finnish Tobacco Act has obligated THL and the Regional State Administrative Agency in cooperation with it to: 
1) be responsible for the nation-wide and regional action to reduce smoking; 
2) provide other State authorities and local authorities with health education programmes and other material on the dangers and harms to health originating from smoking; 
3) issue instructions aimed in particular at persons working with children and young people health care professionals public figures employers and mass-media journalists on recommendable methods for avoiding and reducing smoking.","WHO European Region"
"58","France","Report not provided","Dans le cadre du programme national de réduction du tabagisme, mise en place dun groupe connaissances et dune plateforme recherche ""priorités tabac"" qui a développé un appel à projet en 2015 et un autre en 2016.

http://www.unicancer.fr/professionnels-de-sante/appels-projets/inca-priorite-cancers-tabac","Answer not provided","WHO European Region"
"59","Gabon","Report not provided","Lenquête GYTS ( 2014) est la seule recherche réalisée au cours de ces deux années.","Progrès en rapport avec la promulgation de la loi antitabac.","WHO African Region"
"60","Gambia","Report not provided","with regards to the issue of enforcement, we dont have any database but we have developed compliance and enforcement plan","Answer not provided","WHO African Region"
"61","Georgia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"62","Germany","Report not provided","The ongoing surveys of the Federal Centre for Health education (BZgA) are continuously adapted to new developments (e.g. consumption of e-cigarettes)","Answer not provided","WHO European Region"
"63","Ghana","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Participation of national entities in European Tobacco control projects funded by the European Commission or national funding programmes.","Answer not provided","WHO European Region"
"65","Grenada","Report not provided","Very little has been done in this area","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Report not provided","Fue realizada encuesta a jóvenes en al año 2015.  Se hicieron disponibles los documentos relacionados con legislación y reglamentación para control del tabaco en página web del Ministerio de Salud.","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","nous navons pas fait de recherche active sur les données de larticle 20 , par manque de financement","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Report not provided","En los dos últimos años en relación a lo estipulado en el Artículo 20 del CMCT de la OMS investigación, vigilancia e intercambio de información Honduras ha cumplido con el mismo, al mantener sus puertos y fronteras bajo investigación, vigilancia e intercambio de información entre las autoridades pertinentes entre los vecinos y hermanos países de Guatemala, Belice, El Salvador y Nicaragua, con el objeto de prevenir los productos derivados de tabaco de comercio ilícito.","El IHADFA no cuenta con presupuesto para llevar a cabo investigaciones sobre el control del tabaco a nivel nacional. sin embargo ha llevado a cabo investigaciones sobre incidencia y prevalencia del consumo de tabaco en algunos centros educativos de educación básica y media de las ciudades de Tegucigalpa y Comayagüela.","WHO Region of the Americas"
