"","Party","2018","2016","2014","Region"
"69","Guyana","No","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","No","No","Indicator not used","WHO Region of the Americas"
"71","Hungary","Report not provided","No","Indicator not used","WHO European Region"
"72","Iceland","No","No","Indicator not used","WHO European Region"
"73","India","Report not provided","No","Indicator not used","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"75","Iraq","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"76","Ireland","No","No","Indicator not used","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Yes","Yes","Indicator not used","WHO European Region"
"79","Jamaica","No","No","Indicator not used","WHO Region of the Americas"
"80","Japan","No","No","Indicator not used","WHO Western Pacific Region"
"81","Jordan","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"82","Kazakhstan","No","Report not provided","Indicator not used","WHO European Region"
"83","Kenya","No","No","Indicator not used","WHO African Region"
"84","Kiribati","No","No","Indicator not used","WHO Western Pacific Region"
"85","Kuwait","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","No","Indicator not used","WHO European Region"
"87","Lao People's Democratic Republic","No","No","Indicator not used","WHO Western Pacific Region"
"88","Latvia","No","No","Indicator not used","WHO European Region"
"89","Lebanon","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Indicator not used","WHO African Region"
"91","Liberia","No","No","Report not provided","WHO African Region"
"92","Libya","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"93","Lithuania","No","No","Indicator not used","WHO European Region"
"94","Luxembourg","Yes","Yes","Indicator not used","WHO European Region"
"95","Madagascar","No","No","Indicator not used","WHO African Region"
"96","Malaysia","Yes","Yes","Indicator not used","WHO Western Pacific Region"
"97","Maldives","No","No","Indicator not used","WHO South-East Asia Region"
"98","Mali","No","No","Indicator not used","WHO African Region"
"99","Malta","No","No","Indicator not used","WHO European Region"
"100","Marshall Islands","No","No","Indicator not used","WHO Western Pacific Region"
"101","Mauritania","No","No","Indicator not used","WHO African Region"
"102","Mauritius","No","No","Indicator not used","WHO African Region"
"103","Mexico","No","No","Indicator not used","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Yes","Yes","Indicator not used","WHO Western Pacific Region"
"105","Mongolia","No","Report not provided","Indicator not used","WHO Western Pacific Region"
"106","Montenegro","No","No","Indicator not used","WHO European Region"
"107","Myanmar","No","Yes","Indicator not used","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","No","Report not provided","WHO Western Pacific Region"
"110","Nepal","No","Report not provided","Indicator not used","WHO South-East Asia Region"
"111","Netherlands","No","No","Indicator not used","WHO European Region"
"112","New Zealand","No","No","Indicator not used","WHO Western Pacific Region"
"113","Nicaragua","No","No","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","No","Report not provided","WHO African Region"
"115","Nigeria","No","No","Indicator not used","WHO African Region"
"116","Niue","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"117","Norway","No","No","Indicator not used","WHO European Region"
"118","Oman","Yes","No","Indicator not used","WHO Eastern Mediterranean Region"
"119","Pakistan","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"120","Palau","No","No","Indicator not used","WHO Western Pacific Region"
"121","Panama","No","No","Indicator not used","WHO Region of the Americas"
"122","Papua New Guinea","No","No","Indicator not used","WHO Western Pacific Region"
"123","Paraguay","No","No","Indicator not used","WHO Region of the Americas"
"124","Peru","No","No","Indicator not used","WHO Region of the Americas"
"125","Philippines","No","No","Indicator not used","WHO Western Pacific Region"
"126","Poland","No","Yes","Indicator not used","WHO European Region"
"127","Portugal","Yes","Yes","Indicator not used","WHO European Region"
"128","Qatar","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Yes","Yes","Indicator not used","WHO Western Pacific Region"
"130","Republic of Moldova","No","No","Indicator not used","WHO European Region"
"131","Romania","Report not provided","Report not provided","Indicator not used","WHO European Region"
"132","Russian Federation","Report not provided","No","Indicator not used","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","No","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","No","No","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","No","No","Report not provided","WHO Western Pacific Region"
"138","San Marino","No","No","Indicator not used","WHO European Region"
"139","Sao Tome and Principe","No","Report not provided","Indicator not used","WHO African Region"
"140","Saudi Arabia","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"141","Senegal","No","No","Indicator not used","WHO African Region"
"142","Serbia","Yes","Yes","Indicator not used","WHO European Region"
"143","Seychelles","No","No","Indicator not used","WHO African Region"
"144","Sierra Leone","No","No","Indicator not used","WHO African Region"
"145","Singapore","Yes","Yes","Indicator not used","WHO Western Pacific Region"
"146","Slovakia","Report not provided","No","Indicator not used","WHO European Region"
"147","Slovenia","No","No","Indicator not used","WHO European Region"
"148","Solomon Islands","Yes","Report not provided","Indicator not used","WHO Western Pacific Region"
"149","South Africa","No","No","Indicator not used","WHO African Region"
"150","Spain","Yes","Yes","Indicator not used","WHO European Region"
"151","Sri Lanka","No","No","Report not provided","WHO South-East Asia Region"
"152","Sudan","No","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","No","No","Indicator not used","WHO Region of the Americas"
"154","Swaziland","Report not provided","No","Report not provided","WHO African Region"
"155","Sweden","No","No","Indicator not used","WHO European Region"
"156","Syrian Arab Republic","No","No","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Indicator not used","WHO European Region"
"158","Thailand","Yes","Yes","Indicator not used","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","No","No","Indicator not used","WHO European Region"
"160","Timor-Leste","No","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","No","No","Indicator not used","WHO African Region"
"162","Tonga","Report not provided","No","Indicator not used","WHO Western Pacific Region"
"163","Trinidad and Tobago","No","No","Indicator not used","WHO Region of the Americas"
"164","Tunisia","Yes","Yes","Indicator not used","WHO Eastern Mediterranean Region"
"165","Turkey","No","No","Indicator not used","WHO European Region"
"166","Turkmenistan","No","No","Indicator not used","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"168","Uganda","Report not provided","No","Indicator not used","WHO African Region"
"169","Ukraine","No","No","Indicator not used","WHO European Region"
"170","United Arab Emirates","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","No","Report not provided","WHO European Region"
"172","United Republic of Tanzania","No","No","Indicator not used","WHO African Region"
"173","Uruguay","No","No","Indicator not used","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","No","Indicator not used","WHO European Region"
"175","Vanuatu","Report not provided","No","Indicator not used","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"177","Viet Nam","No","No","Indicator not used","WHO Western Pacific Region"
"178","Yemen","No","No","Indicator not used","WHO Eastern Mediterranean Region"
"179","Zambia","No","No","Report not provided","WHO African Region"
"180","Zimbabwe","No","No","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
