"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","The study was conducted by using special PM2.5 monitoring instrument that measured the concentration of suspended SHS particulate matter (PM) in indoor air. Indoor Air monitoring was conducted for thirty minutes at every venue in a sample of hospitals, schools, public offices, transportation, and recreation venues. The study took place during July, 2010.  A total of 18 venues were monitored using PM2.5. A brief summary of the findings from this study is presented here.
In Manama, the study found an average PM2.5 level of 211 µg/m3 in venues with evidence of smoking, which is 15 times higher than indoor places where no smoking was observed. 
Study Findings 
Levels of PM2.5 in Indoor Places in Bahrain
•	PM2.5 levels were 15 times higher in venues where smoking was observed compared to venues with no smoking observed and nearly 8 times higher than outdoors.

•	Smoking was only observed in recreation venues.  All other venues had signs prohibiting smoking and very low levels of PM2.5.

•	The average PM2.5 levels detected in recreation venues with smoking was 211 µg/m3. In only 30 minutes, visitors to these venues would be exposed to levels 8 times higher than what is acceptable for a whole day (25 µg/m3), defined by the World Health Organization.6

•	There was no evidence of smoking in schools, hospitals, public offices or transportation venues included in this study.","The study was conducted by using special PM2.5 monitoring instrument that measured the concentration of suspended SHS particulate matter (PM) in indoor air. Indoor Air monitoring was conducted for thirty minutes at every venue in a sample of hospitals, schools, public offices, transportation, and recreation venues. The study took place during July, 2010.  A total of 18 venues were monitored using PM2.5. A brief summary of the findings from this study is presented here.
In Manama, the study found an average PM2.5 level of 211 µg/m3 in venues with evidence of smoking, which is 15 times higher than indoor places where no smoking was observed. 
Study Findings 
Levels of PM2.5 in Indoor Places in Bahrain
•	PM2.5 levels were 15 times higher in venues where smoking was observed compared to venues with no smoking observed and nearly 8 times higher than outdoors.

•	Smoking was only observed in recreation venues.  All other venues had signs prohibiting smoking and very low levels of PM2.5.

•	The average PM2.5 levels detected in recreation venues with smoking was 211 µg/m3. In only 30 minutes, visitors to these venues would be exposed to levels 8 times higher than what is acceptable for a whole day (25 µg/m3), defined by the World Health Organization.6

•	There was no evidence of smoking in schools, hospitals, public offices or transportation venues included in this study.","The study was conducted by using special PM2.5 monitoring instrument that measured the concentration of suspended SHS particulate matter (PM) in indoor air. Indoor Air monitoring was conducted for thirty minutes at every venue in a sample of hospitals schools public offices transportation and recreation venues. The study took place during July 2010. A total of 18 venues were monitored using PM2.5. A brief summary of the findings from this study is presented here.
In Manama the study found an average PM2.5 level of 211 µg/m3 in venues with evidence of smoking which is 15 times higher than indoor places where no smoking was observed. 

Study Findings 

Levels of PM2.5 in Indoor Places in Bahrain

PM2.5 levels were 15 times higher in venues where smoking was observed compared to venues with no smoking observed and nearly 8 times higher than outdoors.

Smoking was only observed in recreation venues. All other venues had signs prohibiting smoking and very low levels of PM2.5.

The average PM2.5 levels detected in recreation venues with smoking was 211 µg/m3. In only 30 minutes visitors to these venues would be exposed to levels 8 times higher than what is acceptable for a whole day (25 µg/m3) defined by the World Health Organization.6

There was no evidence of smoking in schools hospitals public offices or transportation venues included in this study.","WHO Eastern Mediterranean Region"
"12","Bangladesh","45% in public places. Males (69.4%) were more exposed than females (20.8%). 63.0% in workplace, 26.3% on public transport","45% in public places. Males (69.4%) were more exposed than females (20.8%). 63.0% in workplace, 26.3% on public transport","63.0% in workplace 26.3% on public transport","WHO South-East Asia Region"
"13","Barbados","Answer not provided","for young people 13-15:
19.1% exposed at home
33.2 exposed inside enclosed public places","Answer not provided","WHO Region of the Americas"
"14","Belarus","Каждый пятый респондент за последние 30 дней подвергся воздействию вторичного табачного дыма в домашних условиях за последние 30 дней. Доля таких пассивных курильщиков составляет 18,8% (мужчин – 18,9%, женщин – 18,8%). Существенных различий по возрасту пассивных курильщиков в домашних условиях также нет.Каждый пятый респондент за последние 30 дней подвергался воздействию вторичного табачного дыма на рабочем месте. Доля пассивных курильщиков на работе составляет 14,9% (мужчины – 22,5%, женщины – 8,5%)","Согласно полученным данным все еще  значительная часть населения подвержена пассивному курению, более половине опрошенных приходится находиться рядом с курящими в различных местах (дома, в гостях, на работе и т.д.), тем самым, выступая в роли пассивного курильщика (таблица 2.8.9). Наиболее часто приходиться сталкиваться с пассивным курением на остановках общественного транспорта (22,8%). 
За исследуемый период 2010-2015 гг. сохраняется положительная тенденция снижения доли тех, кто подвергается пассивному курению «часто» и увеличение доли тех, кто подвергается пассивному  курению «редко» и «никогда». Так, доля тех, кому приходиться часто находиться рядом с курящими дома снизилась на 13,5%; в гостях, у друзей – на 19,9%;  на работе/учебе – 22,6%; на остановках общественного транспорта – на 17,2%; в парках, скверах – на 16,6%; в кафе, барах – на 13,5%. 
Полученные данные свидетельствуют об эффективности мер по ограничению курения в общественных местах и необходимости дальнейшей работы в данном направлении.","'' 
(in% of respondents 2010 - 2012. 
Yes often Yes sometimes Yes rarely No never 
2010 2012 2010 2012 2010 2012 2010 2012 
Housing 28.3 20.5 20.0 17.2 12.1 15.7 34.4 41.6 
Visiting friends acquaintances 32.2 19.0 34.8 34.1 22.6 30.4 5.0 11.8 
At work / school 39.4 24.5 24.8 26.4 12.9 18.2 16.3 23.9 
At stops societies. Transport 40.0 36.4 32.6 34.5 14.8 17.7 7.1 7.6 
In parks squares 30.8 25.3 31.1 33.8 17.9 22.6 11.7 12.7 
In cafes bars etc. 28.6 24.1 25.4 28.7 15.7 18.7 20.5 21.0","WHO European Region"
"15","Belgium","Lors de leur dernière visite, 4% des personnes ont été exposées à la fumée dans un restaurant et 18 % des personnes ont été exposées à la fumée dans un bar.","Lors de leur dernière visite, 6% des personnes ont été exposées à la fumée dans un restaurant et 23 % des personnes ont été exposées à la fumée dans un bar. Sur le lieux de travail, 79 % des travailleurs ne sont jamais confrontés à la fumée,  12 % occasionnellement, 4% moins d’une heure par  jour, 3% de 1 à 5 heures par jour et 2 % plus de 5 heures par jour.

The indicator reflects the distribution of the population (aged 15 years and over) according to their level of daily exposure to tobacco smoke INDOORS (whether at home, at work or in transportation):
77% of women and 73% of men indicated they were never or almost never exposed to tobacco smoke. 17% women and 20% men are exposed to tobacco smoke less than 5 hours per day, while 6% women and 7% men are exposed to tobacco smoke more than 5 hours per day. 
As regard to age, the most exposed (more than 5 hours a day) are found in the groups 15-24 years (7,3%) and 55-64 years (9,7%).","Lors de leur dernière visite 6% des personnes ont été exposées à la fumée dans un restaurant et 23 % des personnes ont été exposées à la fumée dans un bar. Sur le lieux de travail 71 % des travailleurs ne sont jamais confrontés à la fumée 15 % occasionnellement 7% moins d’une heure par jour 4% de 1 à 5 heures par jour et 3 % plus de 5 heures par jour.","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Hommes exposé à la maison 21.6% 
Femmes exposé à la maison  14.1%
Hommes et Femmes exposé à la maison 17.5% 
Hommes exposé au travail 14.1% 
Femmes exposé au travail  8.4%
Hommes et Femmes exposé au travail 10.2%","Hommes exposé à la maison 21.6% 
Femmes exposé à la maison  14.1%
Hommes et Femmes exposé à la maison 17.5% 
Hommes exposé au travail 14.1% 
Femmes exposé au travail  8.4%
Hommes et Femmes exposé au travail 10.2%","prévalence du tabagisme passif chez les élèves de 13-15 ans (29.2%","WHO African Region"
"18","Bhutan","15.3% (16.3% boys, 14.4% girls) of youths were exposed to tobacco smoke at home. 
46.6% (47.9% boys and 45.6% girls) were exposed to tobacco smoke at outdoor public places.","15.3% (16.3% boys, 14.4% girls) of youths were exposed to tobacco smoke at home. 
46.6% (47.9% boys and 45.6% girls) were exposed to tobacco smoke at outdoor public places.","Exposure to tobacco smoke at home: Overall 15.3% Boys (16.3) Girls (14.4 )
Exposure to tobacco smoke inside any enclosed public place: Overall % 42.8 Boys (43.0) Girls ( 42.7)
Exposure to tobacco smoke at any outdoor public place: Overall % 46.6 Boys (47.9) Girls ( 45.6","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","El 50,3% de jovenes entre 13 y 15 años, estuvieron expuestos al HTA en lugares públicos abiertos, de los cuales 54.3% eran mujeres y el 49.3% hombres.

El 46.6% de los jovenes estuvieron expuestos al HTA en lugares públicos cerrados, de los cuales 50.5% fueron hombres y 49.2% mujeres.","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Federation BiH: Exposure to tobacco smoke in the adults (18-65)  is 54,1% at home, 44,4% at work and 52.7% in public places. 

Republic of Srpska: Exposure to tobacco smoke at workplace is 53,6% (males - 60%, females 45,5%). Exposure at the public places is 87,7% (males 83.6%, females 76,4%). In this group of the public place exposure, the biggest number is in the 18 - 24 age group. At home, exposure to the tobacco smoke is 39,9% (male 37,9%, female 41,5%).
        
Brcko District BiH: There are no data available.","Adults ( 18-65) 
Exposure to ETS at home 54,1%
Exposure at work 44,4
Exposure in the public places 52.7%","More than half of adults in the Federation of B&H (54 1%) reported ETS exposure at home 44 4% ETS exposure at work and 52 7% reported ETS exposure in the public 
In Republika Srpska: at the workplace exposure to the tobacco smoke is 53.6% of adults (males - 60% females 45.5%). At the public places exposure to the tobacco smoke is 87.7% (males 83.6% females 76.4%). In this group of the public place exposure the biggest number is in the 18 - 24 age group. At home exposure to the tobacco smoke is 39.9% (male 37.9% female 41.5%)","WHO European Region"
"21","Botswana","At home and in the workplace which are regarded as private business places.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Individuals (smokers and nonsmokers) of 18 or more exposed to secondhand smoke at least 1 time per month at home:
Men: 18.8 (17.9 to 19.8)
Women: 17.2 (16.4 to 18.0)
 
Individuals (smokers and nonsmokers) of 18 or more exposed to secondhand smoke at work among those who work indoors / both:
Men: 20.5 (19.2 to 21.9)
Women: 12.1 (11.0 to 13.3)","Individuals (smokers and nonsmokers) of 18 or more exposed to secondhand smoke at least 1 time per month at home:
Men: 18.8 (17.9 to 19.8)
Women: 17.2 (16.4 to 18.0)
 
Individuals (smokers and nonsmokers) of 18 or more exposed to secondhand smoke at work among those who work indoors / both:
Men: 20.5 (19.2 to 21.9)
Women: 12.1 (11.0 to 13.3)","Exposure to secondhand smoke at home at least once a month was reported by 27.9% of respondents in 2008 (40 million individuals in Brazil 24 million being non-smokers). A higher proportion reported being exposed to secondhand smoke at home in rural than in urban area irrespective of gender (p values < 0.001).
In 2008 exposure to secondhand smoke in the workplace in Brazil was reported by 24.4% of respondents who worked in enclosed places representing around 12 million individuals in Brazil; of these nine million were not smokers. Women had a lower rate of secondhand smoke exposure at work than men (p value < 0.001). No differences were found between rural and urban areas pertaining to secondhand smoke at work.
Not including the workplace about one in every five individuals surveyed reported in 2008 exposure to tobacco smoke in public places corresponding to 26 million individuals in Brazil with 22 million being non-smokers. If exposure to tobacco smoke at work is also included a total of 28 million of non-smokers were exposed to secondhand smoke. Men and women reported similar proportions of exposure to tobacco smoke in public places such as health care facilities restaurants public transportation and government buildings. Individuals living in rural areas were less often exposed to tobacco smoke (p value < 0.001).","WHO Region of the Americas"
"23","Brunei Darussalam","Exposure to smoke (% who reported people smoked in their presence): total: 41.1%; by gender: males 47.3% & females 34.9%.","Report not provided","Exposure to smoke at home (39.7%) inside any enclosed public place (59.2%) and at any outdoor public place (56.4%","WHO Western Pacific Region"
"24","Bulgaria","About the half of the studied population aged 13-15 reported nearly identical exposure at their homes and inside enclosed public places (50.8% and 50.6% respectively) somewhat but not significantly more girls (55.4% and 56.6 respectively) than boys (46.7% and 45.2% respectively).","The question is: How often are you exposed to tobacco smoke indoors?
1. Never or almost never
2. Less than 1 hour per day
3. 1 hour or more a day
by indoors we mean at home, at work, at public places, at restaurants etc.","Analysis of results indicates that half of children which participate in the survey are exposed to passive smoking in their homes. 45 7 % of fathers and 30.0% of mothers are smoking. Only 42 5 % of children are living in the home without smoke. But including the indicator „smoking of elder relatives” (grandmother grandfather and other relatives) the percentage of this type of homes are reduced to 39 %. Most of the cases are one smoker in the family (respectively 32 % and 31 %). Both of parents smoke in ¼ of the cases and in 5 % of the families the smokers are 3 to 5.","WHO European Region"
"25","Burkina Faso","La prévalence de lexposition du tabac à fumée à domicile était de 36,3% chez les hommes et femmes âgés de 25 à 64 ans. Elle était de 47,1 % chez les hommes et de 27,2 chez les femmes.
Au lieu du travail, elle était de 22,6% chez les hommes et femmes âgés de 25 à 64 ans dont 31,5% chez les hommes et 14,9% chez les femmes.","La prévalence de lexposition du tabac à fumée à domicile était de 36,3% chez les hommes et femmes âgés de 25 à 64 ans. Elle était de 47,1 % chez les hommes et de 27,2 chez les femmes.
Au lieu du travail, elle était de 22,6% chez les hommes et femmes âgés de 25 à 64 ans dont 31,5% chez les hommes et 14,9% chez les femmes.","La prévalence de l’exposition passive à la fumée de tabac à domicile est de 36 3% chez les hommes et les femmes âgés de 25 à 64 ans. Elle est plus élevée chez les hommes (47 1%) que chez les femmes (27 2%).
Au lieu de travail elle est de 22 6% chez les hommes et les femmes âgés de 25 à 64 ans. Elle est plus élevée chez les hommes (31 5%) que chez les femmes (14 9%).
NB: Selon les termes de l’enquête STEPs Burkina Faso 2013 on entend par exposition à la fumée de tabac toute exposition à la fumée de tabac pendant au moins un jour au cours des sept jours ayant précédé l’entretien","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Exposure by gender at home: Male: 69.5%, Female: 62.1%, Total: 65.6%
Exposure by gender at enclosed workplaces: Male: 50.8%, Female: 44.9%, Total: 48%
Exposure by gender at public places: 
   1. Government building: Male: 53.2%, Female: 43.9%, Total: 49.4%
   2. Health facilities: Male: 23.2%, Female: 20.3%, Total: 21.6%
   3. Restaurants: Male: 78.3%, Female: 73%, Total: 75.8%
   4. Public Transport: Male: 35.7%, Female: 31.5%, Total: 33.6%","Report not provided","Public Area Exposure to Tobacco Smoke: in 2011 NATSC subjects reported seeing (during the 30 days before survey response) indoor smoking occurring most commonly in restaurants and food stores (88.1%) followed by public transportation vehicles (56.7%). government offices (48.8%). offices where they work (44.3%). and health care facilities (17.1%).","WHO Western Pacific Region"
"28","Cameroon","19,2% des adultes travaillant à lintérieur sont exposés à la fumée du tabac au travail;
15,5% des adultes sont exposés à la fumée du tabac à la maison;
31,9% des adultes sont exposés à la fumée du tabac dans les restaurants;
84,8% des adultes sont exposés à la fumée du tabac dans les bars et Night Clubs;
25,6% des adultes sont exposés à la fumée du tabac dans les cafés ou salons de thé
22,9% des adultes sont exposés à la fumée du tabac dans les transports publics;;","Answer not provided","Sur l’ensemble de la population non mais chez les élèves de 13 – 15 ans oui 
1 élève sur 4 cohabite un fumeur à la maison la moitié côtoie un fumeur au quotidien","WHO African Region"
"29","Canada","Aged 15+ years - frequency of exposure in the past 30 days:

       Every day –                                      7.2%
       Almost every day –                          6.2%
       At least once a week –                   18.1%
       At least once in  the past month –  26.2%
       Never –                                           42.3%

Aged 0 to 17 years – regularly exposed to ETS at home. 
        Children aged 0-11 –   1.8%
        Children aged 12-17 – 4.8% 
        Children aged 0-17 –   2.9%","The Canadian Tobacco Alcohol and Drug Survey (CTADS) did not ask the following "" Exposure to tobacco smoke"" in the current survey.

All 2012 results for Canadian population, age 15+

Exposed inside vehicle: 18.4%
Exposed inside someones home: 19.8%
Exposed on restaurant/bar patio: 28.0%
Exposed inside restaurant: 1.8%
Exposed inside bar/tavern: 2.5%
Exposed at bus stop or shelter: 16.4%
Exposed at entrance to a building: 51.3%
Exposed at workplace: 20.9%
Exposed on school property: 8.2%
Exposed at other public place: 34.1%
Exposed on sidewalk or park: 55.2%
Exposed anywhere else: 4.3%","All results for Canadian population. age 15+
Exposed inside vehicle: 18.4%
Exposed inside someones home: 19.8%
Exposed on restaurant/bar patio: 28.0%
Exposed inside restaurant: 1.8%
Exposed inside bar/tavern: 2.5%
Exposed at bus stop or shelter: 16.4%
Exposed at entrance to a building: 51.3%
Exposed at workplace: 20.9%
Exposed on school property: 8.2%
Exposed at other public place: 34.1%
Exposed on sidewalk or park: 55.2%
Exposed anywhere else: 4.3%","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Exposition à la maison: prévalence 33.9%; Garcon = 34.1%; Filles = 31.2%","Report not provided","Report not provided","WHO African Region"
"33","Chile","De acuerdo a los datos proporcionados por la ENS 2016-2017 un 15,2% esta expuesta la humo de tabaco en su hogar, lo que una tendencia a la disminución que nos indica una disminución significativa entre la ENS 2016-2017  y 2009-2010.(31%) 
En el lugar de trabajo disminuye la exposición al humo de tabaco de un 24.8% aun 20.3%","Alrededor de un 69% de la población chilena está libre de exposición pasiva a tabaco tanto en su trabajo o estudio como en el hogar. En un 11,3% de los hogares se permite fumar a todas las personas. Un 9,7% de la población está siempre o casi siempre expuesto al tabaco en forma pasiva en el lugar de trabajo o estudio las prevalencias de fumador pasivo en el estudio o trabajo.

La prevalencia general es del 9,7%, sin diferencias entre hombres y mujeres. Se distingue
una tendencia descendente con la edad, cuando los más jóvenes presentan mayores prevalencias de fumador pasivo que los más adultos.  El nivel educacional bajo, con menos de 8 años de estudios, presenta prevalencias de fumador pasivo laboral o de estudios significativamente inferior a los NEDU medio y alto. Al ajustar por sexo y edad, se mantiene la diferencia entre NEDU bajo y alto Zonas rurales presentan menor prevalencia de fumadores pasivos que zonas urbanas, situación que se mantiene al ajustar por sexo y edad.

La V Región de Valparaíso presenta la menor prevalencia (5,8%) de fumador pasivo en
el estudio o trabajo mientras que la VII Región del Maule muestra la mayor prevalencia
(11,9%). Ninguna región muestra diferencias significativas con la XII Región Metropolitana cuando se ajusta por sexo y edad.","1) Se realizó estudio de medición de nicotina ambiental en locales para fumadores. no fumadores y locales mixtos (áreas de fumadores y no fumadores) de Santiago. donde la mayor concentración de nicotina en el ambiente se registró en local para fumadores 37.9 ug/m3 versus locales mixtos. en cuya área de fumadores se registró 1.99 ug/m3 y local de no fumadores. donde se registró 0.12 ug/m3. 
2) Otro estudio en el cual midieron la exposición individual de trabajadores en bares y restaurantes para fumadores. no fumadores y locales mixtos (areas de fumadores y no fumadores) de Santiago 
La mediana de concentración de nicotina presentó diferencias según el tipo del local. presentándose los niveles más altos en locales de fumadores. De acuerdo a la ocupación del trabajador. los meseros o garzones. están más expuestos que el personal de cocina. Se observó una mediana de exposición 4.77 veces mayor en estos lugares en comparación con otros lugares de trabajo. 
3) Con respecto a la opinión de los trabajadores con respecto a la exposición a humo de tabaco. se puede decir que el 88% de los trabajadores de restoranes y pubs opinó que la exposición al humo de tabaco que emiten otros fumadores es dañina para la salud individual. Y en esto están de acuerdo trabajadores fumadores y no fumadores. no existiendo diferencias según el lugar en el que trabajen. Es un consenso el daño que se genera a los fumadores pasivos. También existe amplio acuerdo sobre los beneficios de implementar una normativa que privilegie los espacios públicos 100% libres de tabaco.
 Debido a estas razones y a los compromisos asociados al Convenio Marco de Control de Tabaco. junto a otras razones. se modifica en Marzo del 2013 la Ley de Tabaco generándose una modificación que implica el desarrollo de ambientes 100% libres de humo de tabaco.","WHO Region of the Americas"
"34","China","54.3%的人在室内工作场所暴露于二手烟。男性中有66.3%的人在室内工作场所暴露于二手烟；女性中这个比例为40.0%。城市人群和农村人群在室内工作场所暴露于二手烟的比例无显著差异（分别为52.8%和57.7%）。不同职业人群有所不同，教师和医务人员在工作场所暴露于二手烟的情况最低（分别为27.8%和34.9%）。有两个行业的二手烟暴露率超过50%，农民最高，为78.1%，其次是企业、商业、服务业工作人员（57.6%）。
57.1%的人在家中暴露于二手烟。农村居民（66.7%）的二手烟暴露情况比城市（47.8%）严重，具有显著性差异。教育水平较高的人群在家的二手烟暴露率均较低（大专及以上33.5%）；而在教育水平仅初中毕业或更低的人群中，超过60%的人在家中暴露于二手烟。
二手烟暴露问题最严重的室内公共场所为：酒吧/夜总会（93.1%）和餐馆（76.3%），其次是政府大楼（38.1%），医疗机构、大学、中小学和公共交通工具分别为26.9%、23.8%、17.2%和16.4%。更多男性在政府大楼，医疗机构，餐馆酒吧等地暴露于二手烟。","54.3%的人在室内工作场所暴露于二手烟。男性中有66.3%的人在室内工作场所暴露于二手烟；女性中这个比例为40.0%。城市人群和农村人群在室内工作场所暴露于二手烟的比例无显著差异（分别为52.8%和57.7%）。不同职业人群有所不同，教师和医务人员在工作场所暴露于二手烟的情况最低（分别为27.8%和34.9%）。有两个行业的二手烟暴露率超过50%，农民最高，为78.1%，其次是企业、商业、服务业工作人员（57.6%）。
57.1%的人在家中暴露于二手烟。农村居民（66.7%）的二手烟暴露情况比城市（47.8%）严重，具有显著性差异。教育水平较高的人群在家的二手烟暴露率均较低（大专及以上33.5%）；而在教育水平仅初中毕业或更低的人群中，超过60%的人在家中暴露于二手烟。
二手烟暴露问题最严重的室内公共场所为：酒吧/夜总会（93.1%）和餐馆（76.3%），其次是政府大楼（38.1%），医疗机构、大学、中小学和公共交通工具分别为26.9%、23.8%、17.2%和16.4%。更多男性在政府大楼，医疗机构，餐馆酒吧等地暴露于二手烟。","72.4% non-smokers exposed to second-hand smoke for which males were 74.1% exposed to second-hand smoke and 71.6% female were exposed to second-hand smoke.
Among all respondents 67.3% are exposed to second-hand smoke at home 70.5% males exposed to second-hand smoke in the home 63.9% of women exposed to second-hand smoke in the home.
Among all respondents 63.3% exposed to second-hand smoke in indoor workplaces 71.1% males exposed to second-hand smoke in indoor workplaces 53.2% of women exposed to second-hand smoke in indoor workplaces.
Among all respondents 34.1% exposed to second-hand smoke in public transport carriers 36.4% males exposed to second-hand smoke in public transport 31.5% of women exposed to second-hand smoke in public transport carriers.","WHO Western Pacific Region"
