"","Party","2018","2016","2014","Region"
"19","Bolivia (Plurinational State of)","554 familias cultivadoras de tabaco para el año 2004.","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Number of registered tobacco growers in Bosnia and Herzegovina in 2017 was as follow:
-	37 holders of family farms/business entities (female-9, male-28) in the Federation BiH, 
-	253 individuals (female-20, male-233), sole proprietorship (2), joint-stock company (1) and agriculture cooperative (1) in Republic of Srpska.","No data available","Answer not provided","WHO European Region"
"21","Botswana","Answer not provided","Report not provided","Report not provided","WHO African Region"
"22","Brazil","According to data from the Association of Tobacco Growers of Brazil (AFUBRA), there are 144,320 tobacco-producing families in the southern region of Brazil, where tobacco production is concentrated in the country (data from 2016).","168 thousand families, according to Tobacco Growers Union","Jobs in farming – 716.420
Jobs in industry – 29.000
Other jobs (indirect) – 1.440.000 
Total: 2.185.420","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","2013 г. – 26 424 workers involved in tobacco-growing
2014 г. – 23 720 workers involved in tobacco-growing
2015 г. – 20 868 workers involved in tobacco-growing","2013 г. – 26 424 workers involved in tobacco-growing
2014 г. – 23 720 workers involved in tobacco-growing
2015 г. – 20 868 workers involved in tobacco-growing","The data are based on contracts concluded by the first processors with growers 
2009 - 35 011 units. 
2010 - 30 647 units. 
2011 - 22 552 units. 
2012 - 20 460 units.","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Pas de données disponibles sur le nombre de travailleurs engagés dans la culture traditionnelle qui est pratiquée par une très faible proportion de la population ; les cultures industrielle et encadrée étant interdites et punies par les articles 4 et 42 de la Loi 040-2010/AN portant lutte contre le tabac au Burkina Faso.","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Study on Tobacco farming in Cambodia have been conducted in 2013 and the finding and report of the study have not been finalized yet","WHO Western Pacific Region"
"28","Cameroon","Données non disponibles, pas détudes menées dans ce cadre au cameroun","Answer not provided","Nous ne les avons pas officiellement mais la culture est se fait","WHO African Region"
"29","Canada","Statistics Canada does not collect information specifically on the number of workers involved in tobacco-growing.
  
Statistics Canada Census of Agriculture data indicates the number of tobacco farms in Canada in 2016 was 195. All of these farms were in the province of Ontario. This represents an increase of 38% from 2011 to 2016.  It should be noted that the number of tobacco farms in 2011 had decreased 75% from the 565 tobacco farms in 2006 and decreased 87% from the 1082 tobacco farms reported in 2001.  Tobacco farms represented 0.1% of the 193,492 total farms in Canada in 2016. 
On January 1, 2015, the Ontario Ministry of Finance began its oversight of the raw leaf tobacco industry.  In June 2017 they reported 219 licensed growers of tobacco in Ontario.  This represents a decrease of 16% from the 260 reported in 2015.","Statistics Canada does not collect information specifically on the number of workers involved in tobacco-growing.  

Data from the Statistics Canada Census of Agriculture shows that in 2011 there were 141 farms defined as being principally engaged in growing tobacco.  Other farms may grow and sell tobacco but not be included in the number of those principally engaged in the production of tobacco.  Almost all of the tobacco farms were in the province of Ontario. The number of tobacco farms decreased 25% from the 565 tobacco farms in 2006 and decreased 87% from the 1082 tobacco farms reported in 2001.  Tobacco farms represented 0.07% of the 205,730 total farms in Canada in 2011. 

On January 1, 2015, the Ontario Ministry of Finance began its oversight of the raw leaf tobacco industry.  In June 2015 it reported 260 licensed growers of tobacco in Ontario. This gives an indication that there may be up to 260 farms involved in some amount of tobacco production.","Information on the number of workers involved in tobacco-growing is not available. however. 2378 people were employed in tobacco manufacturing in 2012. Data indicates that the number of tobacco farms continues to decrease as there were 565 tobacco farms in 2006 and only 141 in 2011.","WHO Region of the Americas"
"30","Cape Verde","la culture traditionnelle, et non pour lindustrie","la culture traditionnelle, et non pour lindustrie","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Cest une culture tradtionnelle pratiquée dans certaines régions  du TCHAD donc nous ignorons le nombre  des travailleurs engagés.","Report not provided","Report not provided","WHO African Region"
"33","Chile","De acuerdo a los datos del censo agropecuario 2007, existían dicho año 2.736,8 hectáreas sembradas de tabaco desarrolladas en 720 explotaciones agrícolas. Dichas explotaciones contaban con 304 trabajadores permanentes y en promedio 553 personas de forma temporal, llegando al máximo de contratación en el trimestre febrero abril- 2007 con 3.557 temporeros. Se debe señalar que esta cifra es sólo una referencia en cuanto a mano de obra utilizada en el cultivo, pues el número de trabajadores señalados corresponden a los que se desempeñan en la explotación, pudiendo estas explotaciones tener otros cultivos (anuales, forrajeras, ganado, etc.), en los que se pueden desempeñar estos mismos trabajadores.  

Por otra parte información elaborada por  Oficina de Estudios de Políticas Agrarias (ODEPA), señalan que para el año 2013/14  la superficie sembrada para productos de tabaco corresponde  a 2.065 Ha,  la ""Producción de cultivos anuales de 30,8 quintales por hectárea y para el periodo 2014/15 la superficie corresponde a 2.238 Ha y el  Rendimiento de cultivos anuales en Quintales métricos por Ha =32.5","De acuerdo a los datos del censo agropecuario 2007, existían dicho año 2.736,8 hectáreas sembradas de tabaco desarrolladas en 720 explotaciones agrícolas. Dichas explotaciones contaban con 304 trabajadores permanentes y en promedio 553 personas de forma temporal, llegando al máximo de contratación en el trimestre febrero abril- 2007 con 3.557 temporeros. Se debe señalar que esta cifra es sólo una referencia en cuanto a mano de obra utilizada en el cultivo, pues el número de trabajadores señalados corresponden a los que se desempeñan en la explotación, pudiendo estas explotaciones tener otros cultivos (anuales, forrajeras, ganado, etc.), en los que se pueden desempeñar estos mismos trabajadores.  

Por otra parte información elaborada por  Oficina de Estudios de Políticas Agrarias (ODEPA), señalan que para el año 2013/14  la superficie sembrada para productos de tabaco corresponde  a 2.065 Ha,  la ""Producción de cultivos anuales de 30,8 quintales por hectárea y para el periodo 2014/15 la superficie corresponde a 2.238 Ha y el  Rendimiento de cultivos anuales en Quintales métricos por Ha =32.5","De acuerdo a los datos del censo agropecuario 2007. existían dicho año 2.736.8 hectáreas sembradas de tabaco desarrolladas en 720 explotaciones agrícolas. Dichas explotaciones contaban con 304 trabajadores permanentes y en promedio 553 personas de forma temporal. llegando al máximo de contratación en el trimestre febrero abril- 2007 con 3.557 temporeros. Se debe señalar que esta cifra es sólo una referencia en cuanto a mano de obra utilizada en el cultivo. pues el número de trabajadores señalados corresponden a los que se desempeñan en la explotación. pudiendo estas explotaciones tener otros cultivos (anuales. forrajeras. ganado. etc.). en los que se pueden desempeñar estos mismos trabajadores. 
Por otra parte información elaborada por Oficina de Estudios de Políticas Agrarias (ODEPA). señalan que para el año 2012/13 la Estimación de superficie sembrada en cultivo de tabaco. para dicho período corresponde a 2319 Ha. la Producción de cultivos anuales en toneladas= 7934 T y el Rendimiento de cultivos anuales en Quintales métricos por Ha =34.2","WHO Region of the Americas"
"34","China","115万户烟农。","150万户烟农。","1.8 million tobacco growers","WHO Western Pacific Region"
"35","Colombia","Los cultivos de tabaco generan 18048 de empleos, de los cuales 15040 son empleos directos, y 3008 son empleos indirectos.","Los cultivos de tabaco generan 12.463 empleos directos.
FUENTE: Ministerio de Agricultura y Desarrollo Rural, 2013. Evaluaciones agropecuarias municipales. Disponible en: http://www.agronet.gov.co","Los cultivos de tabaco generan: 
Empleos Directos: 14.393 
Empleos Indirectos: 2.879 
Total de Empleos: 17.272","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","En Costa Rica se registra el cultivo de tabaco por Tabacos del Valle en la región Brunca, cantón de Pérez Zeledón. Para el 2015 el área sembrada fue de 20 hectáreas, mientras que en el 2016 se calculó que bajó hasta a ser 8 hectáreas, que produjeron 14 toneladas métricas.
 
No se cuenta con el dato de los trabajadores.","En Costa Rica se registra el cultivo de Tabaco por Tabacos del Valle en la Región Brunca cantón de Pérez Zeledón para el 2014 el área sembrada fue de 32 hectáreas que produjeron 60 toneladas con un rendimiento de tonelada por hectárea de 1.94.
 
No se cuenta con el dato de los trabajadores.","Del cultivo tabacalero solo quedan 20 hectáreas. propiedad de la firma Tabacos del Valle. en El Rosario de Platanar. Pérez Zeledón. Ya para 2013 no aparece con área sembrada)","WHO Region of the Americas"
"40","Côte d'Ivoire","Il n’existe pas officiellement de tabaculteurs, d’organismes en association qui cultivent et approvisionnent l’unité de fabrication de cigarettes.",". Il n’existe pas officiellement de tabaculteurs, d’organismes en
association qui cultivent et approvisionnent l’unité de fabrication de cigarettes. Il n’existe pas non plus
d’intermédiaire entre les cultivateurs de tabac et le fabricant","Answer not provided","WHO African Region"
"41","Croatia","Given that this is in Croatia mainly seasonal business, in this way it mainly employ seasonal workers, especially during harvest tobacco leaf, it is hard to estimate exact number of workers involved in tobacco-growing.  We estimate that in this way employ about 4.500 workers, but for a short time, about six months.","Given that this is in Croatia mainly seasonal business, in this way it mainly employ seasonal workers, especially during harvest tobacco leaf, it is hard to estimate exact number of workers involved in tobacco-growing.  We estimate that in this way employ about 5.000 workers, but for a short time, about six months.","Given that this is in Croatia mainly seasonal business in this way it mainly employ seasonal workers especially during harvest tobacco leaf it is hard to estimate exact number of workers involved in tobacco-growing. We estimate that in this way employ about 5.000 workers but for a short time about six months.","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","Se estima 2600 trabajadores incluidos sus núcleos familiares. Según Industria: 1.445 jornales diarios y 3.000 personas beneficiadas indirectamente. ÁREAS DE CULTIVO 2011: Según la Asociación de cultivadores. 2.600 Hectáreas cultivadas. Según las empresas de la PMI 2.200 Has.","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","In 2016, 45 000 growers and around 350 000 workers (full time or seasonal, including family labor).
The number of workers is an estimation done by associations of tobacco farmers","In 2014, 55 000 growers plus about 300 - 400 000 workers (full time or seasonal, including family labor).* 

*The 400 000 workers are an estimation made by Nomisma and also by FETRATAB, both federations are close to the tobacco industry","60 000 growers plus about 300 - 400 000 workers (full time or seasonal including family labor)*","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","910 planteurs de tabac (répartition par sexe non disponible)","910 planteurs de tabac (répartition par sexe non disponible)","1431 planteurs de tabac (répartition par sexe non disponible","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Les chiffres sont indisponibles car ce sont les paysans qui plantent le tabac pour une consommation personnelle locale.","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","number of workers – 500 information about gender is not available","WHO European Region"
"62","Germany","Approximately 1230 employees including approximately 1000 seasonal workers","1429 employees including 1086 seasonal workers","1546 employees including 1290 seasonal workers","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","It is not known the exact number of tobacco growers but tobacco growing is found in the Northern Upper east Upper west and the Volta regions in Ghana mostly non-commercial","WHO African Region"
"64","Greece","Report not provided","- Family workers approximately 51.350
- Seasonal workers 23.000
- Total 74.350","Answer not provided","WHO European Region"
"65","Grenada","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Según información oficial reportada a FAO, la extensión cultivada es de 13978 hectáreas y la producción es de 29742 Toneladas, para el año 2016.","962 Hectáreas cultivadas (2013), equivalentes al 0.015% del total","No existen datos disponibles","WHO Region of the Americas"
"67","Guinea","Report not provided","Cette culture est faite a petite échelle","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Empleos directos 10,696
Empleos indirectos 3,272","Empleos directos 10,696
Empleos indirectos 3,272","Answer not provided","WHO Region of the Americas"
"71","Hungary","Report not provided","According to the data on the number of persons in the tobacco-growing sector (0115 TEÁOR ’08), 151persons were participating in the activity of the organisation in 2014. Persons participating in the activity of the organisation are the employees,the persons employed for less than 60 hours on a monthly average basis according to their contract, other employed persons.
-according to the data on the number of tobacco-growing farmers communicated by the Member State Reg( EC) No. 2095/2005, 1036 farmers were participating under contracts with first processors, the acreage of tobacco in 2014 was 4709 hectares, as communicated by the Member State. The provided data may be used for further calculation of the exact total number of  workers involved in tobacco-growing, concerning the carachteristics of regional tobacco growing practices.","According to the data of the Hungarian Central Statistical Office:
-according to the data on the number of persons in the tobacco-growing sector (0115 TEÁOR ''08). 145 persons were participating in the activity of the organisation in 2012. Persons participating in the activity of the organisation are the employees. the persons employed for less than 60 hours on a monthly average basis according to their contract. other employed persons.-
 -The General Agricultural Census takes into account all undertakings where one of the activities is tobacco-growing. Therefore the persons figured in this statistics may pursue other activities as well. According to the 2010 results of this statistics. the number of individual farms with tobacco field is 770. the family working force in these farms is 1935 persons. the number of employees is 236. The number of economic entities with tobacco field is 40. the number of employees is 106. 
According to a study of the Research Institute of Agricultural Economics:
20 thousand people are involved in tobacco leaf growing. mostly in the under-developed Eastern Region of Hungary. 10 thousand work full time and 10 thousand on a temporary (6-8 months) basis. 70% of the workers are females.","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","The crop provides employment to 36 million people.
6 million farmers are involved in tobacco cultivation.
nearly 2.2 million tribal people are engaged in plucking and sale of tendu leaf which are used for making bidis.
Women constitute 76% of total employment in bidi manufacturing.
6.3 million bidi hand rollers. 85% of whom are women and children.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","6500","6000","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","n/a, one small plantation","There was one Tobacco Growers Licence granted for one individual in 2015","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","The number of workers directly involved in tobacco growing and first processing in Italy is about 50,500, the breakdown by gender is 2/3 male, 1/3 female in tobacco growing (90% of total workers) and 1/3 male, 2/3 female in first processing (10% of total workers).
(year2017)","The number of workers involved in tobacco growing In Italy is around 35-40,000, roughly 65% women, 35% men","The number of workers involved in tobacco growing In Italy is around 35-40 000 roughly 65% women 35% men.
The share of tobacco leaf production value of Italian National GDP is around 0 007%. Nevertheless raw tobacco production is highly concentrated (95%) in just three small sub-provincial districts: Verona Perugia and Caserta/Benevento where the activity has a relevant economic and social role in those rural areas","WHO European Region"
"79","Jamaica","573 growers ( no quantification of labourers; no breakdown by gender). This represents the latest figures. We have no new data.","573 growers ( no quantification of labourers; no breakdown by gender)","573 tobacco growers.","WHO Region of the Americas"
"80","Japan","5,377 growers (as of the year 2017)","5845 growers (as of the year 2015)","6 124 growers (as of the year 2012","WHO Western Pacific Region"
"81","Jordan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","In the Republic of Kazakhstan (in Almaty region) 71 farms cultivate tobacco which then sell raw tobacco to ''Philip Morris Kazakhstan''.","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Approximately 22 207 growers total area(Ha) 9 050","WHO African Region"
"84","Kiribati","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Количественных данных нет, так как в структуре  выращивания табака по категориям хозяйств занимают:
Крестьянские (фермерские) хозяйства - 94,2%, 
Личные подсобные хозяйства граждан - 4%,
Государственные хозяйства- 0,1%
Коллективные хозяйства -1,7 %","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Information on staffing is not available","Information on staffing is not available","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","29800 farmers","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","23002","30.000 personnes","30 000 personnes","WHO African Region"
"96","Malaysia","134 workers (growers)","Answer not provided","The number of tobacco farmers/ growers registered (licensed) with Malaysia National Kenaf and Tobacco Board is 248 (2013) 1 515 (2012) 1 953 (2011) 2 170 (2010) and 1 247 (2009). 
Malaysia National Kenaf and Tobacco Board is promoting kenaf vegetation as an alternative for tobacco plantation and more tobacco growers has been switching to kenaf growing every year.","WHO Western Pacific Region"
"97","Maldives","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"98","Mali","Answer not provided","Voir rapport denquête  tabac et pauvreté","Answer not provided","WHO African Region"
"99","Malta","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"102","Mauritius","Answer not provided","Answer not provided","790","WHO African Region"
"103","Mexico","--","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Answer not provided","Answer not provided","There is no data on the number of workers involved in tobacco growing.","WHO Western Pacific Region"
"105","Mongolia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","In 2016.,number of families engaged  in tobacco -growing is around 57,  in land area which occupies around  35 hectares.","Number of families engaged in tobacco growing, mainly as an additional activity, is around 50","Number of families engaged in tobacco growing mainly as an additional activity is around 70 in land area which occupies around ??40 hectares.","WHO European Region"
"107","Myanmar","According to the Statistical Yearbook, 2015, there were production of 3.6 Thousand Tons of Virginia from 7 Thousand Acres of harvested area and 25 Thousand Tons of Myanmar Tobacco from 33 Thousand Acres of harvested area.
But, the information regarding the number of workers involved in tobacco growing is not available yet.","According to the Statistical Yearbook, 2011, there were production of 3.5 Thousand Tons of Virginia from 7 Thousand Acres of harvested area and 24.6 Thousand Tons of Myanmar Tobacco from 35 Thousand Acres of harvested area.
But, the information regarding the number of workers involved in tobacco growing is not available yet.","According to the Statistical Yearbook 2011 there were production of 3.5 Thousand Tons of Virginia from 7 Thousand Acres of harvested area and 24.6 Thousand Tons of Myanmar Tobacco from 35 Thousand Acres of harvested area.
But the information regarding the number of workers involved in tobacco growing is not available yet.","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Empleo permanente total generado en 2017	40,000
Hombres					20038    Mujeres					19,962","Empleo permanente total generado en 2014	30,381
Hombres					15,476    Mujeres					14,905","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Answer not provided","3,000","3 000","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"118","Oman","لا توجد بيانات لعدد العاملين الزراعيين","لا توجد","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Around 75,000 workers are involved in tobacco growing.  Source: Pakistan Tobacco Board. (Note. This source may come from tobacco industry).","Around 75,000 workers are involved in tobacco growing.  Source: Pakistan Tobacco Board. (Note. This source may come from tobacco industry).","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Tobacco growing in Palau is at a very small scale at this time.","WHO Western Pacific Region"
"121","Panama","La Encuesta Agropecuaria Nacional se realiza cada 10 años, siendo que la efectuada en el 2011 reveló que en el cultivo de tabaco en Panamá laboran cerca de 159 trabajadores. No se dispone de la data por sexo debido a que la data  no se tipifica por tipo de cultivo a nivel del Instituto de Estadísticas y Censo de la Contraloría General de la República.

Sin embargo, puede indicarse que el Censo de Población y Vivienda de 2010, registró que 66 personas de 10 y más años de edad se declararon como ocupadas en el cultivo del tabaco, de los cuales 53 eran hombres y 13 eran mujeres.

Dado que ambos Censos se realizan cada 10 años no se cuenta con nueva data al respecto.

De manera informal, se tiene conocimiento que desde el 2017 las plantaciones de tabaco ubicadas en la provincia de Chiriquí fueron reconvertidas a palmas aceiteras.","La Encuesta Agropecuaria Nacional se realiza cada 10 años, siendo que la efectuada en el 2011 reveló que en el cultivo de tabaco en Panamá laboran cerca de 159 trabajadores. No se dispone de la data por sexo debido a que la data  no se tipifica por tipo de cultivo a nivel del Instituto de Estadísticas y Censo de la Contraloría General de la República.

Sin embargo, puede indicarse que el Censo de Población y Vivienda de 2010, registró que 66 personas de 10 y más años de edad se declararon como ocupadas en el cultivo del tabaco, de los cuales 53 eran hombres y 13 eran mujeres.

Dado que ambos Censos se realizan cada 10 años no se cuenta con nueva data al respecto.","Según la Encuesta Agropecuaria Nacional 2011. en el cultivo de tabaco en Panamá laboran cerca de 159 trabajadores. no se dispone de la data por sexo ya que no se tipifica por tipo de cultivo a nivel del Instituto de Estadísticas y Censo de la Contraloría General de la República.
Datos del Censo de Población y Vivienda de 2010. 66 personas de 10 y más años de edad se declararon como ocupadas en el cultivo del tabaco de los cuales 53 eran hombres y 13 eran mujeres.","WHO Region of the Americas"
"122","Papua New Guinea","Answer not provided","Answer not provided","Only grown for subsistence use","WHO Western Pacific Region"
"123","Paraguay","No se ha obtenido información al respecto.","No se ha obtenido información al respecto.","No se cuenta con dichos datos.","WHO Region of the Americas"
"124","Peru","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Based on the NTA website, the number of workers involved in tobacco growing is around 40,982 in 2016.  The NTA may be able to provide the latest figures and breakdown as they have an updated database of tobacco farmers and farm workers.","Data is not available.","Answer not provided","WHO Western Pacific Region"
"126","Poland","Estimated number of households, where the tobacco was planted in 2016 - 9,5 thousands; estimated number of people employed at the cultivation of tobacco - 40.5 thousands","Estimated number of households, where the tobacco was planted in 2014 - 9 thousands; estimated number of people employed at the cultivation of tobacco - 40.5 thousands","45 500","WHO European Region"
"127","Portugal","630 (year 2015)","589 (year 2014)","Tobacco is mainly produced in Azores Island. Area utilized for tobacco growing: 24 74 ha (in 2011); 30 50 (2012) and 31 51 (2013). Production (tons) were 50 83 and 77 respectively. 
The value of tobacco leaf production in the national gross domestic agricultural production: 0.6% in 2012 and 0.7% in 2013 (forecast).","WHO European Region"
"128","Qatar","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","In 2017, the number of tobacco-growing household was 3,364 and the area of tobacco-growing was 3,403 hectares.","In 2015, the number of tobacco-growing households was 3,783 and the area of tobacco-growing was 3,495 hectares.","In 2013 the number of tobacco-growing household was 3 790 and the area of tobacco-growing was 3 858 hectares","WHO Western Pacific Region"
"130","Republic of Moldova","150 persons","500 persons","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","672","WHO European Region"
"132","Russian Federation","Report not provided","нет данных","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Answer not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Answer not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
