"","Party","2018","2016","2014","Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","No","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","No","No","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","No","No","Report not provided","WHO Western Pacific Region"
"138","San Marino","No","No","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","No","Report not provided","No","WHO African Region"
"140","Saudi Arabia","No","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","No","No","Answer not provided","WHO African Region"
"142","Serbia","No","No","Answer not provided","WHO European Region"
"143","Seychelles","No","No","Answer not provided","WHO African Region"
"144","Sierra Leone","No","No","No","WHO African Region"
"145","Singapore","No","No","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","No","Answer not provided","WHO European Region"
"147","Slovenia","No","No","Answer not provided","WHO European Region"
"148","Solomon Islands","No","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","No","No","Answer not provided","WHO African Region"
"150","Spain","No","No","Answer not provided","WHO European Region"
"151","Sri Lanka","No","No","Report not provided","WHO South-East Asia Region"
"152","Sudan","No","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","No","No","Answer not provided","WHO Region of the Americas"
"154","Swaziland","Report not provided","No","Report not provided","WHO African Region"
"155","Sweden","No","No","Answer not provided","WHO European Region"
"156","Syrian Arab Republic","No","No","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","No","WHO European Region"
"158","Thailand","No","No","Answer not provided","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","No","No","Yes","WHO European Region"
"160","Timor-Leste","No","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","No","No","Answer not provided","WHO African Region"
"162","Tonga","Report not provided","Yes","Yes","WHO Western Pacific Region"
"163","Trinidad and Tobago","No","No","Answer not provided","WHO Region of the Americas"
"164","Tunisia","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"165","Turkey","No","No","Answer not provided","WHO European Region"
"166","Turkmenistan","No","No","Answer not provided","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","No","No","WHO African Region"
"169","Ukraine","Yes","Yes","Yes","WHO European Region"
"170","United Arab Emirates","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","No","Report not provided","WHO European Region"
"172","United Republic of Tanzania","No","No","Answer not provided","WHO African Region"
"173","Uruguay","No","No","Yes","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","No","Yes","WHO European Region"
"175","Vanuatu","Report not provided","No","Answer not provided","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Yes","WHO Region of the Americas"
"177","Viet Nam","No","No","Answer not provided","WHO Western Pacific Region"
"178","Yemen","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"179","Zambia","Yes","Yes","Report not provided","WHO African Region"
"180","Zimbabwe","Yes","No","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
