"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","According to health statistics 2015 report, non communicable diseases attributed to 64.2% of total mortalities in 2015, cardiovascular diseases ranked first accounting for 36% and neoplasms second accounting for 14.2%.

In addition, Lung cancer is the 3rd most common cancer in Bahrain in 2014, accounting for 7.9% of all new cancer cases. It is also the most common cancer in males (14.6% of all male cases).
Between January and December 2014, there were 59 new cases of lung cancer reported in Bahrain: 45 (76.3%) in men and 14 (23.7%) in women. The total world ASR in the Bahraini population was 12.9 per 100,000 people. The world ASRs by gender were 20.0 cases/100,000 Bahraini males and 6.1 cases/100,000 Bahraini females. Lung cancer ranked number one in the top leading Sites of Cancer Mortality among Bahrainis in 2014 with ASR 9.1/100,000 (Cancer incidence and mortality in Kingdom o Bahrain, 2016)","According to health statistics published in 2015, non communicable diseases attributed to 67% of total mortalities in 2014, cardiovascular diseases accounted for 33% and cancer of respiratory system alone accounted for 4.6%. 48 deaths were reported because of lung cancer, 40 males and 8 females.","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","No available data","No available data","No available data","WHO South-East Asia Region"
"13","Barbados","Answer not provided","Some data available on contribution of tobacco smoking to stroke and heart attack from the Barbados National Registry for Non Communicable Disease","Answer not provided","WHO Region of the Americas"
"14","Belarus","число умерших от злокачественных новообразований гортани - 281 человек, умерших от злокачественных новообразований трахеи, бронхов, легких - 3112 человек, умерших от болезней системы кровообращения - 66 255 человек; от неосторожного обращения с огнем при курении в 2017 году погибло 338 человек","Answer not provided","The number of deaths from malignant neoplasm of the larynx - 316 people the number of deaths from malignant neoplasms of the trachea bronchus and lung - 2816 people the number of deaths from diseases of the circulatory system - 66 208 people.","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Answer not provided","Answer not provided","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Se estima que en Bolivia mueren por tabaco:
- 932 personas con EPOC.
- 1.002 personas con neumonia.
- 522 personas con un Accidente Cerebro Vascular.
- 696 personas con enfermedades cardiacas.
-  516 personas con otros tipos de cancer.
- 292 personas con cancer de pulmón.","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","According to available state level statistical data for 2015 above mentioned number includes following groups of death causes such as malignant neoplasms C00-C97 (total number of death 7859), other neoplasms D00-D48 (total number of death 97), circulatory diseases I00-I99 (total number of deaths 19713) and respiratory diseases J00-J99 (total number of deaths 1718). In the above mentioned total number of death causes tobacco is considered as leading risk factor without possibility to define particular involvement of other risk factors, which eventually influenced on deaths.  
Leading tobacco attributable death causes in the Republic of Srpska for men is carcinom of lung, trachea and bronchus – 19,1%, and for women 5,5%.","According available state level statistical data  for 2014 above this number include following groups of death causes such as malignant neoplasms C00-C97, D00-D48 ( total number of death 7.821),circulatory diseases I00-I99 ( total number of deaths 17.930) and respiratory diseases J00-J99. In mentioned above total number of death causes to be consider tobacco as a one of leading risk factor without possibility to define particular involvement of other risk factors, which eventually influenced on deaths.","Data for 2012 : SDR mortality rate caused by CV diseases recorded as 370/100.000 population morbidity rate of cancer of lung bronchus and trachea recorded in adult males as 27/10.000 population and females 7 9/10.000 population prevalence of hypertension in adults increase from 2006/100.000population in 2006 to 849/100.000 population in 2012 
 Leading tobacco attributable death causes in the Republic of Srpska for men is carcinoma of lung trachea and bronchus (C33 - C34) - 33% and for women 10%.","WHO European Region"
"21","Botswana","cardiovascular diseases and  lung cancer","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Smoking was accountable for 156,216 deaths in 2011 in Brazil:

Coronary artery disease (except AMI) 5,007
Cardiovascular disease * (non ischemic) 6,804
Stroke 10,812
Lung cancer 23,762
Pneumonia  10,900
COPD 31,120
Oral and pharyngeal cancer 5,881
Esophageal cancer 6,890
Stomach cancer  3,379
Pancreatic cancer  2,207
Kidney and renal pelvis cancer 807
Larynx cancer 3,830
Myeloid leukemia  1,562
Bladder cancer  1,356
Cervical cancer  739
Passive smoking and perinatal causes 17,972.","Smoking was accountable for 147,072 deaths in 2011 in Brazil:
Coronary artery disease (except AMI) 5,752
Cardiovascular disease * (non ischemic) 6,858
Stroke 15,104
Lung cancer 21,906
Pneumonia  8,416
COPD 24,756
Oral and pharyngeal cancer 2,971
Esophageal cancer 6,584
Stomach cancer  3,878
Pancreatic cancer  1,914
Kidney and renal pelvis cancer 734
Larynx cancer 3,901
Myeloid leukemia  783
Bladder cancer  1,488
Cervical cancer  1,033
Passive smoking and perinatal causes 16,920","Around 130 000 deaths attributable to tobacco use in 2008. 
Lung Cancer = 21 900; Other cancer sites = 23 300; Cardiovascular disease = 51 800; Respiratory diseases = 33 000","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","There are no new data since the last report from 2010","WHO European Region"
"25","Burkina Faso","3500 due au tabagisme et 1300 deces dus au tabagisme passif","Answer not provided","On estime à 600 le nombre de décès liés au tabagisme dans notre pays","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","In Cambodia. nearly 30 people die every day from tobacco related diseases. many of whom are still in their productive years. In a year about 10000 Cambodians lose their lives prematurely to an epidemic that is preventable.
Almost one in every 7 deaths among those aged 30-44 and one in 7 among those aged 45-59 years were attributable to tobacco use. Of those who died in the 45-59 year age bracket. tobacco use accounted for 12.1% of those whose death was due to a lower respiratory infection. 30.7% of deaths due to the category of ''all cardiovascular diseases combined''. and 71.7% of those who had died from cancer of the trachea bronchus and lung.","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","WHO African Region"
"29","Canada","For 2012 (most recent Canadian data for total number of deaths attributable to tobacco use:

Malignant Neoplasms      21,366
Cardiovascular Diseases  12,710
Respiratory Disease           9,937
Intestinal Disease                  159
Perinatal Conditions               41
External Causers (Fire)           41
Tobacco Abuse                       25
Diabetes                                192
Second-Hand  Smoke            993 
Total                                 45,464","For 2002 (most recent Canadian data for total number of deaths attributable to tobacco use)

Malignant Neoplasms        17,427
Cardiovascular Diseases  10,275
Respiratory Disease           8,282
Intestinal Disease                  190
Perinatal Conditions               92
Injury (Fire)                            55
Tobacco Abuse                       57
Passive Smoking                   831       
Total                                 37,209","For 2002 (most recent Canadian data for total number of deaths attributable to tobacco use)

Malignant Neoplasms 17.427
Cardiovascular Diseases 10.275
Respiratory Disease  8.282
Intestinal Disease   190
Perinatal Conditions  92
Injury (Fire)    55
Tobacco Abuse   57
Passive Smoking   831 
Total     37.209","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Answer not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","16532 Muertes por año son asociadas al tabaquismo en Chile (2013).

Muertes por enfermedades atribuibles a tabaco:
Enfermedad Pulmonar Obstructiva Crónica: 4.523
Enfermedades Cardíacas: 2.565
Otros cánceres: 2.988
Cáncer de Pulmón: 2.335
Tabaquismo pasivo: 1.902
Accidente Cerebro Vascular: 1.497
Neumonia: 722
Infartos: 20.191","16.532 Muertes por año son asociadas al tabaquismo en Chile (2013).

Muertes por enfermedades atribuibles a tabaco:

Enfermedad Pulmonar Constructiva Crónica: 4.523
Enfermedades Cardíacas: 2.565
Otros cánceres: 2.988
Cáncer de Pulmón: 2.335
Tabaquismo pasivo: 1.902
Accidente Cerebro Vascular: 1.497
Neumonia: 722
Infartos: 20.191","Para profundizar en pregunta 2.3.2
Se estima que el 18.5% de todas las muertes que se producen en el país son atribuibles al tabaco.
Analizando enfermedades específicas se estima que las muertes en:
EPOC: 4.526
Enfermedades Cardiacas: 2.551
Cáncer de Pulmón: 2.338
Otros Cánceres: 2.969
Tabaquismo Pasivo: 1.898
Accidente Cerebro Vascular: 1.493
Neumonía: 720.","WHO Region of the Americas"
"34","China","2013年中国男性吸烟导致死亡人数最多的疾病是肺癌，为28.00万人；其次是缺血性心脏病，为21.94万人；第三位是COPD，为20.35万人。2013年中国女性吸烟导致死亡人数最多的疾病是COPD，为12.36万人；其次是肺癌，为7.35万人；第三位是缺血性心脏病，为3.37万人。","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Muertes anuales atribuibles al tabaquismo:

 Enfermedades cardíacas 8.160 muertes/año
 EPOC 8.028 muertes/año
 Otros cánceres 4.511 muertes/año
 Cáncer de pulmón 4.401 muertes/año
 Tabaquismo pasivo y otras causas 3.692 muertes/año
 ACV 2.195 muertes/año
 Neumonía 1.102 muertes/año

El 16.1% de todas las muertes que se producen en el país pueden ser atribuidas al tabaquismo.
Para mayor información verificar documentos anexos.","Para el 2012, el total de muertes atribuibles a tabaquismo fue de 16.767. De esas muertes, 11.500 fueron hombres, y 5.267 fueron mujeres.

Para el 2013, el total de muertes atribuibles a tabaquismo fue de 17.545. De esas muertes, 12.054 fueron hombres, y 5.490 fueron mujeres.

Para información adicional ver documento anexo","See Annex for details.","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","Lung cancer 2008 – 2012: Male – 6 Female - ages between 45 – 65+ years old","WHO Western Pacific Region"
"39","Costa Rica","En un estudio anterior del 2014 se tenía que la mortalidad atribuible al consumo de tabaco era de 5277 muertes por año, indicando 1613 fallecimientos por Neoplasias Malignas, 2892 por  enfermedades cardiovasculares,  827 por enfermedades respiratorias y 55 condiciones peri natales. 

Sin embargo, a finales del 2016 un nuevo estudio regional mostró que por año muere 1747 personas por enfermedades atribuibles al tabaquismo, donde 432 se deben a enfermedades pulmonares obstructivas crónicas, 431 a enfermedades cardíacas, 296 otros canceres, 201 tabaquismo pasivo, 188 cáncer de pulmón, 125 accidente cerebrovascular y 75 a neumonía; es decir, el 9,3% de todas las muertes anuales en el país.","La mortalidad atribuible al consumo de tabaco para el 2014  (5277 muertes) indica 1613 fallecimientos por Neoplasias Malignas, 2892 por  enfermedades cardiovasculares,  827 por enfermedades respiratorias y 55 condiciones peri natales.","4.347 defunciones para el 2012. Neoplasias 532. enfermedades cardiovasculares 3.029. enfermedades respiratorias 744. condiciones perinatales 41 en el 2012.","WHO Region of the Americas"
"40","Côte d'Ivoire","Il existe un registre national de cancer qui répertorie les cas de cancer et dont celui de cancer du poumon pour lequel le tabac en est la première cause.","Answer not provided","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","WHO African Region"
"41","Croatia","Metodology of calculation was done according to: WHO FCTC Indicator compendium (first edition). 2013.","Answer not provided","Total number of deaths for the year 2012: 27.830. Please see details in Annex 1.","WHO European Region"
"42","Cyprus","Report not provided","Not available","For the year 2012: Cerebrovascular diseases 407 ischaemic heart diseases 712 other diseases of the circulatory system 351 other heart diseases 642 diseases of the respiratory system 197 chronic lower respiratory diseases 120 influenza 2 pneumonia 75 neoplasms 466","WHO European Region"
"43","Czech Republic","Cause-specific mortality is available, e.g. (2016):      
Lung cancer: 5,316 deaths
Diseases of the circulatory system: 47,611 deaths","Cause-specific mortality is available, e.g.:
Lung cancer: 5,246 deaths
Diseases of the circulatory system: 48,627 deaths","Estimates (deaths per year): 
Deaths from cardiovascular diseases attributable to smoking: 7 000
Deaths from cancer attributable to smoking: 8 000
Deaths from respiratory diseases attributable to smoking: 2 000","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","See Annex 1.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","2016: 13.600 per year
2012: 14.000  per year
2006: 14.000 per year:","2012: 14.000  per year
2006: 14.000 per year: Approx. 3000 deaths per year are caused by smoking related lung cancer. Approx. 1500 smoke related deaths per year are due to other cancer forms than lung cancer.  Smoking currently causes 85 percent of all cases of chronic obstructive pulmonary disease (COPD). Approx. 300.-400.000 persons have COPD and approx.  3600 persons dies every year from COPD","Question 2.3.2 on mortality: 13-14.000 deaths per year.
 Approx. 3000 deaths per year are caused by smoking related lung cancer. Approx. 1500 smoke related deaths per year are due to other cancer forms than lung cancer. Smoking currently causes 85 percent of all cases of chronic obstructive pulmonary disease (COPD). Approx. 300.-400.000 persons have COPD and approx. 3600 persons dies every year from COPD.","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","En promedio, 7.798 muertes son atribuibles al consumo de tabaco. En Ecuador mueren aproximadamente 21 personas por día a causa del tabaco, lo que representa el 13,4% de todas las muertes de personas mayores de 35 años. Las enfermedades más frecuentes relacionadas al consumo de tabaco son: EPOC (35.528 personas), neumonía (5783 personas) y ACV (3.064 personas).","En el 2014, se registraron un total de 62.981 defunciones en Ecuador, de las cuales 26.122 muertes son atribuibles a enfermedades que están relacionadas al consumo de tabaco y/u otros factores de riesgo (enfermedades cardiovasculares, diabetes, cáncer, enfermedades respiratorias crónicas), las cuales representan 14 de las 25 principales  causas de mortalidad. Además de las principales causas de mortalidad, existen otras causas de muerte relacionadas con el consumo de tabaco,  tales como otros tipos cáncer: esófago, laringe, mama, entre otras. 

La información se encuentra adjuntada en la B35 (Documento Causas de mortalidad relacionadas con el consumo de tabaco y/o exposición al humo de tabaco)","2011: Mortalidad por cáncer de pulmón en hombres 5.79 x 100.000. en mujeres 3.96 x 100.000. Mortalidad por infarto agudo de miocardio en hombres 15.83 x 100.000. en mujeres 10.61 x 100.000.","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","WHO Global Report","WHO Eastern Mediterranean Region"
"51","El Salvador","No hay datos oficiales de país","No hay datos oficiales de país","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","HOMBRES 2.3

MUGERES 0.9","HOMBRES 2.3

MUGERES 0.9","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","ma=SD21&ti=SD21%3A+Deaths+by+cause%2C+gender+and+age+group++++++&path=../Database_en/Population/04Deaths/&lang=1","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","The figure in 2.3.2 the 706 000 deaths are caused by smoking in the EU-28*.","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Below are the estimated fractions of all deaths attributable to conditions that were used in calculating the total smoking-attributable deaths:

Cancer / Malignant neoplasm  (47 % of deaths attributable to cancer/malignant neoplasm)
Respiratory Conditions (48 % of deaths attributable to respiratory conditions)
Cardiovascular conditions (8 % of deaths attributable to cardiovascular conditions)","Below are the estimated fractions of all deaths attributable to conditions that were used in calculating the total smoking-attributable deaths:

Cancer / Malignant neoplasm  (47 % of deaths attributable to cancer/malignant neoplasm)
Respiratory Conditions (48 % of deaths attributable to respiratory conditions)
Cardiovascular conditions (8 % of deaths attributable to cardiovascular conditions)","4500 deaths per year. Calculation based on WHO''s estimation of tobacco-related deaths (8.8 % of deaths are tobacco-related deaths).","WHO European Region"
"58","France","En 2013, nous avons estimé que plus de 73 000 décès étaient imputables au tabagisme, ce qui correspond à environ 13% des décès enregistrés en France métropolitaine la même année. Entre 2000 et 2013, si le nombre de décès attribuables au tabac a légèrement diminué pour les hommes, il a en revanche été multiplié par deux dans la population féminine, passant d’environ 8 000 décès en 2000 (3,1% de tous les décès chez la femme) à plus de 17 000 décès en 2013 (6,3% de tous les décès).
La cause des décès était un cancer pour 62,3% des cas (hommes : 36 947 ; femmes : 8 632), une maladie cardiovasculaire pour 22,5% (hommes : 11 349 ; femmes : 5 106) et une maladie respiratoire pour 15,2% (hommes : 7 400 ; femmes : 3 712).","Cancer du poumon : 28 000
cancer larynx/ pharynx/ œsophage  /bouche : 7400
Autres cancers : 11 000
Maladies cardiovasculaires : 20 000
Maladies respiratoires : 11 000
Tuberculose : 80","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","11,400 Georgian citizens die annually because of tobacco-related diseases, out of which:
9,300 annual deaths due to smoking 
2,100 annual deaths due to second hand smoke exposure","4300 people died in Georgia during 2008 because of active smoking. Among them about 61% because of cardio-vascular diseases, 31% malignant neoplasms and rest from respiratory diseases, digestive diseases and cases of infant death related with smoking during pregnancy. 
Smoking is related with 10.1% of all deaths in Georgia. Smoking is responsible for 22.4% of deaths among all deaths caused by tobacco related diseases in age group 35 and older. BY different causes of death smoking attributed is 30% of all deaths caused by cancers, 10% of cardiovascular diseases, 9% of respiratory and 7% of digestive diseases.","4300 people died in Georgia during year 2008 because of active smoking. Among them about 61% because of cardio-vascular diseases 31% malignant neoplasms and rest part respiratory diseases digestive diseases and cases of infant death related with smoking during pregnancy.
Smoking is related with 10 1% of all deaths in Georgia. Smoking is responsible for 22 4% of deaths among all deaths caused by tobacco related diseases in age group 35 and older. By different causes of death smoking attributed is 30% of all deaths caused by cancers 10% of cardiovascular diseases 9% of respiratory and 7% of digestive diseases.","WHO European Region"
"62","Germany","121.087 tobacco related deaths (13,5 % of all deaths)
Men:
84.782 tobacco related deaths (19,7 % of all deaths)
Neoplasms: 51,9 %
Cardiovascular diseases: 28,2%
Respiratory diseases: 18,8 %
Woman:
36.305 tobacco related deaths (7,8 % of all deaths)
Neoplasms: 40,5 %
Cardiovascular diseases:31,8 %
Respiratory diseases: 27,6 %","121.087 tobacco related deaths (13,5 % of all deaths)
Men:
84.782 tobacco related deaths (19,7 % of all deaths)
Neoplasms: 51,9 %
Cardiovascular diseases: 29,1 %
Respiratory diseases: 18,9 %
Woman:
36.305 tobacco related deaths (7,8 % of all deaths)
Neoplasms: 40,5 %
Cardiovascular diseases:31,8 %
Respiratory diseases: 27,6 %","114646 tobbaco related deaths

neoplasms: 46315 
cardiovascular diseases: 45821
respiratory diseases: 22053
perinatal diseases: 190
burn deaths: 267","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Please see the supplementary information published in the manuscript attached that notes the attributable fraction of all cancers and diseases related to tobacco use","Answer not provided","WHO European Region"
"65","Grenada",NA,NA,"Answer not provided","WHO Region of the Americas"
"66","Guatemala","Los datos de Global Burden of Disease (GBD) permiten estimar que el tabaquismo se relaciona con, alrededor de 3.9% de las muertes de hombres y 2.5% de las mujeres.  (Según se presenta en la 6a. edición de The Tobacco Atlas).","4.2 % de las defunciones en hombres y 2.8 % de las defunciones en mujeres pueden atribuirse al tabaco.","Aproximadamente 7 % (hombres) y 4% (mujeres","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Pas des données","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Honduras no dispone de datos de mortalidad atribuibles a enfermedades generadas por el tabaquismo, por lo que se imposibilita hacer un anàlisis de tendencias. Sin embargo presentamos algunos datos de interès.","Honduras no dispone de datos de mortalidad atribuibles a enfermedades generadas por el tabaquismo, por lo que se imposibilita hacer un anàlisis de tendencias. Sin embargo presentamos algunos datos de interès.","Answer not provided","WHO Region of the Americas"
"71","Hungary","Report not provided","Absolute numbers of smoking-attributable deaths, Hungary 2000-2012	

Year	Total
2000	20864
2001	20421
2002	20425
2003	21047
2004	20765
2005	21235
2006	20991
2007	21597
2008	21154
2009	21303
2010	21435
2011	21394
2012      21746


Absolute numbers of smoking-attributable trachea, lung, bronchus malignant neoplasm (C33-34) death, Hungary y

Year       Total
2000       6276
2001	6324
2002	6324
2003	6511
2004	6560
2005	6088
2006	6225
2007	6583
2008	6701
2009	6834
2010	6975
2011	6890
2012	7180


Absolute numbers of smoking-attributable heart disease (I00–I09, I20–I25, I26–I51) deaths, Hungary 2000-2012

Year	Total
2000	5272
2001	5192
2002	5065
2003	5163
2004	5256
2005	5872
2006	5746
2007	5707
2008	5523
2009	5533
2010	5575
2011	5486
2012	5420","20470 was the total number of death attributable to tobacco use in 2010.
Among the most significant tobacco-related diseases. lung cancer caused 34% and ischemic heart disease caused 22% of the deaths in Hungary.","WHO European Region"
