"","Party","2018","2016","2014","Region"
"13","Barbados","Much of the effort remain NGO and private sector driven with some input from Government. These include the national Council on Substance Abuse  and faith based organizations","Much of the effort remain NGO and private sector driven with some input from Government. These include the national Council on Substance Abuse, the National Council for Prevention of Alcohol and Drug Dependency and faith based organizations","These products are widely available but in the private sector only and therefore require out-of-pocket payment or insurance coverage by the patient.","WHO Region of the Americas"
"14","Belarus","За последние годы увеличилось количество лиц, получивших консультации по вопросам отказа от курения.","За последние годы увеличилось количество лиц, получивших консультации по вопросам отказа от курения.","Increased in recent years the number of persons who received advice on quitting","WHO European Region"
"15","Belgium","La question du tabagisme et des mesures prises à son égard sont présentes dans le plan de prévention et de promotion de la santé en Wallonie horizon 2018-2030.","Answer not provided","Pas de changements concernant ces aspects depuis le dernier rapport","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","le sevrage tabagique nest pas encore inclus dans les soins de santé primaire au Bénin, le programme WHO-PEN est mis en oeuvre à léchelle expérimentale dans certaines formations sanitaires au niveu communautaire, cest plus de la sensibilisation que du traitement","le sevrage tabagique nest pas encore inclus dans les soins de santé primaire au Bénin, le programme WHO-PEN est mis en oeuvre à léchelle expérimentale dans certaines formations sanitaires au niveu communautaire, cest plus de la sensibilisation que du traitement","Answer not provided","WHO African Region"
"18","Bhutan","establishment of Toll-free Number at Health Help Centre under Ministry of Health for Tobacco cessation and Counselling. Integration of counseling of tobacco dependency with that of a drug addict counseling at Hospitals and Rehabilitation Center.","Answer not provided","Although the Demand reduction measures concerning tobacco dependence and cessation is included in the national legislation the cessations programmes are yet to be implemented and therefore there is no proper facility for tobacco cessation in Bhutan at the moment. The ministry of health and Bhutan Narcotics agency takes the responsibility of educating on the harms of Tobacco Use. IEC materials have been developed and health staffs are trained and counselling services offered through health facilities and rehabilitations centres.
Currently the Government is working on to establish a tobacco cessation programs including quitline and access to low cost pharmaceutical products.","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","PHC centres and Family medicine units are main centres for available smoking prevention and cessation services provided by trained family doctors and nurses mainly covering identification of smoking status advice counselling and group counselling for cessation as also prescription of NRP and other medicaments which are not covered by health insurance. PHI is involved in under and postgraduate training of family practitioners as well some NGO in topics of smoking prevention and cessation.","WHO European Region"
"21","Botswana","Treatment and cessation of tobaccco dependence is offered free. The government pays for the services, unless provided at private facilities.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Since 2017 specialists in smoking control and technicians from the Ministry of Health (among them, technicians of the National Cancer Institute) have been working on updating the Clinical Protocol of Nicotine Dependence Treatment.","From 2014 to 2015 the National Public Health System provided free tobacco cessation treatment for 463 565 smokers in about 2500 municipalities.","In 2012 the National Public Health System provided free tobacco cessation treatment for 159.980 smokers in 1557 health units from a total of 685 municipalities (dates from 2013 hadn´t been consolidated yet).","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","The smoking cessation services and its activities in Brunei Darussalam is provided through the Health Promotion Centre Ministry of Health","WHO Western Pacific Region"
"24","Bulgaria","After 2002 there are free of charge 28-th smoking cessation clinics, incorporated in the structure of the 28 in Regional
Health Inspections across the country (Sofia included).  In Sofia are functioning additional 3 clinics under NGO’s & Medical associations;  Based in mostly in this kind of medical units, Bulgarian smoking cessation clinics are out patient counseling and smoking cessation promotion offices;  Their activity is based on provision of information and advice; Health professionals are mostly engaged in counseling than in therapeutic activities, having no rights to prescribe medications (According to the Law of Medical Establishments).","For 10 years there are free of charge 28-th Consultative Quit Offices in Regional
Health Inspections across the country.
Provision of services in the Cabinet for consultation and smoking cessation -
consulting and spirometric measurements of carbon monoxide in the lung and the
residual amounts of carboxyhemoglobin in the blood of active and passive
smokers ,
Determination of the degree of dependence through test of Fagerstryom;
Demonstration of the harmful effects of smoking using a model - Sue doll;
There is a National Quitline 0700 10 323.
The Ministry of Health organizes tranings in methods for quit consultations for
general practitioners/family doctors, medical specialists from educational
institutions.
In 2015 Ministry of Health bought additional equipment for Consultative Quit
Offices in 28 Regional Health Inspections.
Every year Ministry of Health and regional health inspections implement the
following activities across the country:
Ministry of Health and regional health inspections have been involved in the
European Campaign „Exsmokers are unstoppable” through providing the
opportunity to use internet platform iCoach for individual registration and
personal support to tobacco dependence peorle.
www.exsmokers.eu;
http://www.mh.government.bg/bg/novini/aktualno/ministerstvo-nazdraveopazvaneto-
otbelyazva-30-okt/","pageid=401&newsid=4140","WHO European Region"
"25","Burkina Faso","Le nouveau plan stratégique de lutte antitabac 2016-2020 prévoit la création de deux centres de sevrage dans les deux grandes villes du pays ainsi que des formations continues sur le sevrage et la prise en charge de la dépendance tabagique.","Le nouveau plan stratégique de lutte antitabac 2016-2020 prévoit la création de deux centres de sevrage dans les deux grandes villes du pays ainsi que des formations continues sur le sevrage et la prise en charge de la dépendance tabagique.","Les réflexions sont en cours pour l’élaboration des directives d’aide au sevrage tabagique. En attendant quelques médecins des hôpitaux nationaux et régionaux ont reçu un renforcement des compétences sur la dépendance et le sevrage tabagique. 
Certains médecins de pneumologie et de la société civile offrent des services de sevrage aux clients mais ce service reste très limité.","WHO African Region"
"26","Burundi","Report not provided","Dans le plan stratégique national de lutte contre le tabagisme 2016-2020 bientôt élaboré est prévu  une opérationnalisation des services  d’addictologie et Intégration de curricula  de formation dans les écoles médicales","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Il convient de relever la volonté des pouvoir publics à mettre en oeuvre ce volet important de réduction de la demande de tabac;
Un arrêté portant création des unités spécialisés de soins et de prévention en addictologie dans les formations sanitaire a été signé en janvier 2015. le processus de mise en place de ces unités est en cours.","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Demand reduction, in the Canadian context, is a responsibility shared through federal policy and provincial/territorial service delivery. A number of projects have been developed/supported in implementing Article 14.  

In response to question C28, Canada experienced difficulty in reporting on variations between the sub-national authorities. Responses are provided to those questions that had consistent answers by all jurisdictions. The following narratives address the variations between jurisdictions.

In response to C286, of those jurisdictions that responded:

42% provided programs for the diagnosis and treatment of tobacco dependence in specialized centers for cessation counseling
36% responding as having programs in rehabilitation centers
92% responding as having programs in treatment in primary health care
83% responding as having programs in secondary health care
33% responding as having programs with specialists

In response to question C287 on reimbursements:

50% reported “full” and 42% reported “partial” coverage in primary health care.
50% reported “full” and 42% reported “partial” in secondary health care programs. 

In response to specialist health care, 30% reported having “full” coverage; 30% reported having “partial” coverage. 
In response to special centers for cessation, 36% reported having “full” coverage and 18% reported “partial” coverage. 
In response to rehabilitation centers, 10% had “full funding” while 30% “partial” coverage

In response to question C288 on health professionals:

22% of those responding indicated “Yes” for practitioners of traditional medicine. 
82% reported “Yes” for community workers. 
40% reported “Yes” for social workers. 
92%  reported “Yes” for physicians.
92% reported “Yes” for family doctors.
67% reported “Yes” for dentists.
100% reported “Yes” for nurses.
92%  reported “Yes” pharmacists.

In responding to C289 on training curriculum, there was varied response. Education is governed at the sub-national level. Of the sub-national jurisdictions that responded:

50% did not provide training in medical programs
70% did not provide training in dental programs 
36% did not provide training in nursing programs
40% did not provide training in pharmacy programs

In responding to question C2810 on providing access to treatment, 100% responded “Yes” with the primary source being a pharmacy.
 
In responding to question C2813 on funding for NRT, the majority of jurisdictions indicated support for partial funding.  
Specifically:

83% reported partial support for NRT, 
100% reported partial support for bupropion. 
100% reported partial support for varenicline","Demand reduction, in the Canadian context, is a responsibility shared through federal policy and provincial/territorial service delivery. A number of projects have been developed/supported in implementing Article 14.  

In response to question C28 Canada experienced difficulty in reporting on variations between the sub-national authorities. Responses are provided to those questions that had consistent answers by all jurisdictions. The following narratives addresses the variations between jurisdictions.

In response to C286, of those jurisdictions that responded:

46% provided programs for the diagnosis and treatment of tobacco dependence in specialized centers for cessation counseling.

31% responding as having programs in rehabilitation centers.
In response to question C287 on reimbursements:

62% reported “full” and 23% reported “partial” coverage in primary health care.

54% reported “full” and 39% reported “partial” in secondary health care programs. 

In response to specialized health care, 23% reported having “full” coverage, while 15% reported having “partial” coverage.

In response to specialized centers, 23% reported having “full” coverage, 15% reported “partial” coverage.

In response to rehabilitation centers, 15% had “full funding”, 8% “partial”, while reported as not 77% providing funding.


In response to question C288 on health professionals:
	
31% of those responding indicated “Yes” for practitioners of traditional medicine.

69% reported “Yes”for community workers.

31% reported “Yes” for social workers.

In responding to C289 on training curriculum, there was varied response. Education is governed at the sub-national level. Of the sub-national jurisdictions that responded:

69% did not provide training in medical programs.
77% did not provide training in dental programs. 
39% did not provide training in nursing programs.
54% did not provide training in pharmacy programs.

In responding to question C2810 on providing access to treatment, 92% responded “Yes” with the primary source being a pharmacy.

In responding to question C2813 on funding for NRT, the majority of jurisdictions indicated support for partial funding.  Specifically:

54% reported support for NRT, 
62% reported support for bupropion.
69% reported support for varenicline.","Demand reduction. in the Canadian context. is a responsibility shared through federal policy and provincial/territorial service delivery. A number of projects have been developed/supported in implementing Article 14. Annex D provides a detailed description and web access as available.
In response to question 3.2.8 Canada experienced difficulty in reporting on variations between the sub-national authorities. Responses are provided to those questions that had consistent answers by all jurisdictions. The following narratives addresses the variations between jurisdictions.
In response to 3.2.8.6. of those jurisdictions that responded:
60% provided programs for the diagnosis and treatment of tobacco dependence in specialized centers for cessation counseling.
55% responding as having programs in rehabilitation centers.
In response to question 3.2.8.7 on reimbursements:
60% reported “full” and 40% reported “partial” coverage in primary health care.
55% reported “full” and 45 % reported “partial” in secondary health care programs. 
In respsonse to specialized health care. 25% reported having “full” coverage. while 45% reported having “partial” coverage.
In response to specialized centers. 40% reported “partial” coverage.
In responds to rehabilitation centers. 30% had “full funding”. 20% “partial”. while reported as not 50% providing funding.
In response to question 3.2.8.8 on health proffesionals:
50% of those responding indicated “Yes” for practitioners of traditional medicine.
71% reported “Yes”for community workers.
62% reported “Yes” for social workers.
In responding to 3.2.8.9 on training curriculum. there was varied response. Education is governed at the sub-national level. Of the sub-national jurisdictions that responded:
66% did not provide training in medical and dental programs. 
57% did not provide training in nursing programs.
50% did not provide training in pharmacy programs.
In responding to question 3.2.8.10 on providing access to treatement. 90% responded “Yes” with the primary source being a pharmacy.
In responding to question 3.2.8.13 on funding for NRT. the majority of jurisdictions indicated support for partial funding. Specifically:
70% reported support for NRT. 
60% reported support for bupropion.
71% reported support for varenicline.","WHO Region of the Americas"
"30","Cape Verde","Formation et sensibilisation de labandon de lutilisation","Formation et sensibilisation de labandon de lutilisation","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","se sont les campagnes de sensibilisation réalisées et laccompagnement qui est assuré par une structure confessionnelle la CEEDIRA . La prise en charge est assuré par les hôpitaux publics dans le cadre doffre de soins général","Report not provided","Report not provided","WHO African Region"
"33","Chile","Durante este periodo se han establecidos dos cursos de capacitación en linea para profesionales de la salud, el primero en consejería breve anti tabaco y el segundo en estrategias de cesación del consumo, esto para comenzar a instalar las capacidades en los profesionales ya que se está trabajando en la actualidad para poder generar un programa de cesación en el país. Junto con lo anterior se incluyó en la nueva advertencia sanitaria un numero para recurir a consejería telefónico.

En la actualidad solo hay intervenciones en el programa de salud bucal y respiratoria pero no tienen seguimiento.","Durante este periodo se han establecidos dos cursos de capacitación en linea para profesionales de la salud, el primero en consejería breve anti tabaco y el segundo en estrategias de cesación del consumo, esto para comenzar a instalar las capacidades en los profesionales ya que se está trabajando en la actualidad para poder generar un programa de cesación en el País. Junto con lo anterior se incluyó en la nueva advertencia sanitaria un numero para recurir a consejería telefónica.

En la actualidad solo hay intervenciones en el programa de salud bucal y respiratoria pero no tienen seguimiento.","Se ha elaborado por un equipo de profesionales del Ministerio de Salud. una cartilla de Cesación Tabáquica. sobre la base del Modelo A.B.C (Averiguar. Breve Consejo. y Consejería). Su difusión abarco el total de los Centros de Salud del nivel primario del Sistema de Salud. 
Este documento técnico denominado Orientaciones prácticas para la Consejería Anti Tabáquica. está destinada para ser utilizada por los profesionales de dichos centros y contiene orientación y lineamientos generales para aquellas personas que quieren dejar de fumar. de acuerdo al Modelo ya mencionado
 La primera evaluación. da cuenta de un aumento de un 40% de Consejería Breve proporcionada a los pacientes consultantes. durante el primer semestre del 2013","WHO Region of the Americas"
"34","China","国家卫生计生委通过基本公共卫生服务项目，继续在全国范围内推动各地卫生计生系统建设戒烟门诊，推广全国戒烟热线，完善工作网络；建立戒烟数据收集与管理平台，不断完善戒烟相关数据收集；在各级医疗机构中进行简短戒烟干预服务的技术指导与推广，开展卫生计生人员控烟能力培训；发展适用于我国的新型戒烟技术，如戒烟APP，并开展国际合作与相关研究。
2016年，世界卫生组织授予中日友好医院成为戒烟与呼吸疾病预防合作中心。2016年8月，国家卫生计生委委托中日友好医院牵头成立中国戒烟联盟并召开了中国戒烟联盟成立大会，充分发挥委属委管医院等医疗机构在戒烟治疗方面的作用，进一步强化无烟医院建设，帮助吸烟的医生首先戒烟。2017年5月，举办了全国戒烟能力培训暨中国戒烟联盟戒烟医者先行启动会，在全国范围内启动戒烟“医者先行”倡导活动。","政府支持在全国推广和建设戒烟门诊和及戒烟热线，引入简短戒烟干预服务技术，在中国各级医疗机构中开展培训,并进行技术推广，开发中文版的简短戒烟干预服务指南，更新戒烟门诊操作指南，开发戒烟热线操作指南。","In 2013 the Ministry of Health revised the clinical smoking cessation Guide and completed after a publication.
China''s health and family planning sectors in 2010 to develop the Chinese version of a short manual of smoking cessation interventions. Through the Central Government 3 year grants to local medical workers to promote tobacco control project brief smoking cessation interventions establish a number of large stable work force. National medical personnel brief smoking cessation skills-training courses on a regular basis every year improve the ability to provide brief smoking cessation intervention of medical professionals.","WHO Western Pacific Region"
