"","Party","2018","2016","2014","Region"
"39","Costa Rica","Si al implementarse el  Sistema Nacional de Infractores (SINFRA) que cuenta  con un módulo externo para que cualquier ciudadano pueda efectuar denuncias, aportar aclaraciones y consultar los casos en firme pendiente de pago por  incumplimiento al Art.5 Sitios Prohibidos para fumar de la Ley General de Control de Tabaco y sus efectos nocivos en la salud.","Si al implementarse el  Sistema Nacional de Infractores que cuenta  con un módulo externo para que cualquier ciudadano pueda efectuar denuncias, aportar aclaraciones y consultar los casos en firme pendiente de pago por  incumplimiento al Art.5 Sitios Prohibidos para fumar de la Ley General de control de tabaco y sus efectos nocivos en la salud.","Indicator not used","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"41","Croatia","We have used these guidelines in everyday work, when making decisions in the filed of protection from exposure to tobacco smoke","We have used these guidelines in everyday work, when making decisions in the filed of protection from exposure to tobacco smoke","Indicator not used","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"43","Czech Republic","For example – for the purposes of  preparation and advocacy of the new Act No. 65/2017 Coll.","for the purposes of  preparation of draft bill mentioned in C228 and preparation of the Action plan for the area of tobacco control in the Czech Republic (2015 - 2018)","Indicator not used","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Documentation for development of smoke free legislation has been submitted through the office of the Chief Medical Officer and the Permanent Secretary for Health","Report not provided","WHO Region of the Americas"
"49","Ecuador","Si se han utilizado las directrices del artículo 8 del CMCT para elaborar políticas en esta área. En este sentido existe desde el 2011 la Ley Orgánica para la Regulación y Control de Tabaco, la cual prohíbe consumir tabaco en ciertos lugares, tal y como se menciona con anterioridad.","Si se han utilizado las directrices del artículo 8 del CMCT para elaborar políticas en esta área. En este sentido existe desde el 2011 la Ley Orgánica para la Regulación y Control de Tabaco, la cual prohíbe consumir tabaco en ciertos lugares, tal y como se menciona con anterioridad.","Indicator not used","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"51","El Salvador","Se vinculó con las directrices del Convenio Marco para el Control del Tabaco de la OMS para construir la viabilidad política y jurídica de aprobación del Reglamento de la Ley para el Control del Tabaco en Casa Presidencial y su respectiva aplicación.","Se vinculó con las directrices del Convenio Marco para el Control del Tabaco de la OMS para construir la viabilidad política y jurídica de aprobación del Reglamento de la Ley para el Control del Tabaco en Casa Presidencial y su respectiva aplicación.","Indicator not used","WHO Region of the Americas"
"52","Equatorial Guinea","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"58","France","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"59","Gabon","Answer not provided","Voir Loi antitabac articles 19 à 21","Indicator not used","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"62","Germany","The guidelines were considered in our activities","The guidelines were considered in our activities","Indicator not used","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"65","Grenada","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"66","Guatemala","Principalmente en cuanto a la vigilancia: mejora de procesos, frecuencia  y alcance","Principalmente en cuanto a la vigilancia: mejora de procesos, frecuencia  y alcance","Indicator not used","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"70","Honduras","Gracias al apoyo con otras organizaciones o instituciones del Estado y de la Sociedad Civil como la Alianza Hondureña Antitabaco es como se ha llegado al cumplimiento del Artículo 8 del CMCT de la OMS a nivel nacional.","Gracias al apoyo con otras organizaciones o instituciones del Estado y de la Sociedad Civil como la Alianza Hondureña Antitabaco es como se ha llegado al cumplimiento del Artículo 8 del CMCT de la OMS a nivel nacional.","Indicator not used","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"73","India","Report not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"77","Israel","Report not provided","Report not provided","Indicator not used","WHO European Region"
"78","Italy","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"79","Jamaica","The Guidelines were useful in assisting us to develop the Regulations in relation to smoke-free spaces. The Guidelines have been particularly instructive in strengthening enforcement and capacity building. The Guidelines have also been relied on in responding to allegations and requests made by the industry.","The Guidelines were useful in assisting us to develop the Regulations in relation to smoke-free spaces.","Indicator not used","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"81","Jordan","يتم التشاور منع منظمة الصحة العالمية والاطرافة الوطنية والاقليمية  بخصوص تطبيق افضل السبل والاستفادة من التجارب المشتركة","يتم التشاور منع منظمة الصحة العالمية والاطرافة الوطنية والاقليمية  بخصوص تطبيق افضل السبل والاستفادة من التجارب المشتركة","Indicator not used","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Indicator not used","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"84","Kiribati","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"87","Lao People's Democratic Republic","The guideline used to develop:
1. Set up smoke free enforcement technical team
2. Smoke free environment inspection tool
3. Set up smoke free environment places","The guideline used to develop:
1. Set up smoke free enforcement technical team
2. Smoke free environment inspection tool
3. Set up smoke free environment places","Indicator not used","WHO Western Pacific Region"
"88","Latvia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Indicator not used","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"95","Madagascar","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"97","Maldives","SEPARATELY RESPONDED","SEPARATELY RESPONDED","Indicator not used","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"99","Malta","Link to legislation re designated smoking rooms in Casino. 
http://www.justiceservices.gov.mt/DownloadDocument.aspx?app=lp&itemid=25396&l=1

Link to legislation LN 386 of 2016 re smoking control in private vehicles
http://www.justiceservices.gov.mt/DownloadDocument.aspx?app=lp&itemid=28167&l=1","Link to legislation re designated smoking rooms in Casino. 
http://www.justiceservices.gov.mt/DownloadDocument.aspx?app=lp&itemid=2539 6&l=1","Indicator not used","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"101","Mauritania","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"102","Mauritius",NA,"Answer not provided","Indicator not used","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"105","Mongolia","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Indicator not used","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"111","Netherlands","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"116","Niue","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"117","Norway","Guidelines has been used in preparations for amendments to the legislation, to underpin and support the changes.","Guidelines were used in preparations for amendments to the legislation, to underpin and support the changes.","Indicator not used","WHO European Region"
"118","Oman","يحظرالقانون التدخين في جميع الماكن العامة المغلقة الا ان هناك موضوعين وهما:
1- يسمح القانون بتحصيص اماكن معزولة للمدحنين ضمن الاماكن المقفلة الا انه لم يتقدم الكثير لهذا الطلب بتخصيص امكاكن للمدخنين ضمن الاماكن العامة المغلقة

2-مقاهي الشيشة لا يطبق بها القانون رغم ان القانون يشملها باعتبارها اماكن عامة مغلقة","يحظرالقانون التدخين في جميع الماكن العامة المغلقة الا ان هناك موضوعين وهما:
1- يسمح القانون بتحصيص اماكن معزولة للمدحنين ضمن الاماكن المقفلة الا انه لم يتقدم الكثير لهذا الطلب بتخصيص امكاكن للمدخنين ضمن الاماكن العامة المغلقة

2-مقاهي الشيشة لا يطبق بها القانون رغم ان القانون يشملها باعتبارها اماكن عامة مغلقة","Indicator not used","WHO Eastern Mediterranean Region"
"119","Pakistan","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"121","Panama","OBSERVANCIA
•	Deber de Cumplimiento:
La legislación panameña exige que los propietarios garanticen el cumplimiento de la prohibición de fumar en los ambientes establecidos en el artículo 5 de la Ley 13 de 2008. Las infracciones se colocan a los gerentes y/o responsables del establecimiento o ambiente en que está prohibido fumar. No se sanciona a fumadores.

El Decreto Ejecutivo 230 de 2008, que reglamenta la Ley 13, establece claramente las disposiciones que deben cumplir cada propietario, gerente o administrador. De igual forma, mandata la colocación de letreros de prohibido fumar y la adopción de medidas de disuasión para que se deje de fumar cuando se está infringiendo la Ley.

La vigilancia de la norma está a cargo del MINSA y su cuerpo directivo local, regional y nacional, apoyado técnicamente por los inspectores de saneamiento ambiental y de protección de alimentos. Esta vigilancia se hace de conformidad con lo establecido en el Código Sanitario, modificado por la Ley 40 de 2006 y la Ley 54 de 2017.

•	Sanciones
La legislación nacional establece 5 categorías de sanciones a saber:
Amonestación escrita, sanciones pecuniarias que van desde 10 hasta 100 mil dólares, decomisos, cierres temporales, cierres permanentes. Su aplicación se da de conformidad con la falta, la reincidencia y el perjuicio a la salud pública. Son las mismas que se aplican a otras violaciones en el marco de la aplicación de medidas de salud pública.

•	Infraestructura de la observancia
La legislación nacional otorga la competencia de vigilancia y control de estas disposiciones al Ministerio de Salud, que administrativamente se organiza por niveles de ejecución: local, regional y nacional y así mismo la severidad de las sanciones a aplicar. Se cuenta con la figura del Juez Ejecutor que vela por que quienes no paguen las multas lo hagan. La vigilancia establece un proceso de inspección de los establecimientos para verificar el cumplimiento de la ley, el cual puede darse en tres sentidos: inspecciones programadas, operativos especiales e inspecciones por denuncias, las cuales son hechas a la línea caliente del Estado -311, vía correo electrónico o directamente en las instalaciones de salud. Se utiliza el sistema ya establecido para la vigilancia de la salud pública. Con los fondos de tabaco que accede el MINSA a partir de la recaudación del impuesto selectivo al consumo de tabaco, se aportan vehículos y otros recursos para potenciar la capacidad operativa del sistema regular de inspecciones. El Ministerio de Salud está facultado por Ley (Código Sanitario) para ingresar en cualquier establecimiento a fin de realizar inspecciones sanitarias.

Los inspectores de saneamiento ambiental y de protección de alimentos son capacitados con base a los programas de capacitación de las Unidades Docentes Regionales y Nacional relacionados con el control de tabaco, a fin de mantener una actualización de los mismos en los aspectos que deben ser vigilados y controlados. 

Como complemento al proceso de vigilancia de los ambientes libres de humo se han adquirido 16 equipos SidePack, uno para cada una de las 15 regiones de salud, se ha capacitado al personal de saneamiento ambiental para su uso y se ha levantado un cronograma de inspección durante las cuales se estarán realizando las mediciones correspondientes.
 
La financiación del proceso de inspección se realiza a partir de fondos presupuestarios regulares, fondos del impuesto selectivo al consumo de tabaco o de los ingresos obtenidos de las multas.

•	Estrategias de observancia

El año 2013 se realizó una campaña publicitaria masiva en medios de comunicación radial, televisivos y escritos que se desarrolló en tres fase a saber: carnavales, Día Mundial de No Fumar, Día Nacional de No Fumar (octubre) lo que mantuvo el tema vigente durante todo el año. Una campaña similar en tres tiempos está en litigio desde el año 2014. También se realizan orientaciones educativas dirigidas a los propietarios de los establecimientos para que conozcan la ley y su reglamentación. 
•	Movilizar y hacer participar a la comunidad
Las disposiciones de ambientes libres de humo de tabaco mantienen una muy buena aceptación por parte de la población, quienes se convierten en vigilantes permanentes de su cumplimiento y denuncian las violaciones a la misma. 

Detalles en Ley 13 de 2008, Decreto 230 de 2008, Ley 40 de 2006, Ley 54 de 2017. http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm","OBSERVANCIA
•	Deber de Cumplimiento:
La legislación panameña exige que los propietarios garanticen el cumplimiento de la prohibición de fumar en los ambientes establecidos en el artículo 5 de la Ley 13 de 2008. Las infracciones se colocan a los gerentes y/o responsables del establecimiento o ambiente en que está prohibido fumar. No se sanciona a fumadores.

El Decreto Ejecutivo 230 de 2008, que reglamenta la Ley 13, establece claramente las disposiciones que deben cumplir cada propietario, gerente o administrador. De igual forma, mandata la colocación de letreros de prohibido fumar y la adopción de medidas de disuasión para que se deje de fumar cuando se está infringiendo la Ley.

La vigilancia de la norma está a cargo del MINSA y su cuerpo directivo local, regional y nacional, apoyado técnicamente por los inspectores de salud ambiental y de protección de alimentos. Esta vigilancia se hace de conformidad con lo establecido en el Código Sanitario, particularmente con lo dispuesto en la Ley 40 de 2006.

Actualmente se esta habilitando a la Comisión Nacional para el Estudio del Tabaquismo en Panamá  para realizar acciones de vigilancia y control de las medidas de control de tabaco.

•	Sanciones
La legislación nacional establece 5 categorías de sanciones a saber:
Amonestación escrita, sanciones pecuniarias que van desde 10 hasta 100 mil dólares, decomisos, cierres temporales, cierres permanentes. Su aplicación se da de conformidad con la falta, la reincidencia y el perjuicio a la salud pública. Son las mismas que se aplican a otras violaciones en el marco de la aplicación de medidas de salud pública.

•	Infraestructura de la observancia
La legislación nacional otorga la competencia de vigilancia y control de estas disposiciones al Ministerio de Salud, que administrativamente se organiza por niveles de ejecución: local, regional y nacional y así mismo la severidad de las sanciones a aplicar. Se cuenta con la figura del Juez Ejecutor que vela por que quienes no paguen las multas lo hagan. La vigilancia establece un proceso de inspección de los establecimientos para verificar el cumplimiento de la ley, el cual puede darse en tres sentidos: inspecciones programadas, operativos especiales e inspecciones por denuncias, las cuales son hechas a la línea caliente del Estado -311, vía correo electrónico o directamente en las instalaciones de salud. Se utiliza el sistema ya establecido para la vigilancia de la salud pública. Con los fondos de tabaco que accede el MINSA a partir de la recaudación del impuesto selectivo al consumo se aportan vehículos y otros recursos para potenciar la capacidad operativa del sistema regular de inspecciones. El Ministerio de Salud está facultado por Ley (Código Sanitario) para ingresar en cualquier establecimiento a fin de realizar inspecciones sanitarias.

Los inspectores de salud son capacitados con base a los programas de capacitación de las Unidades Docentes Regionales y Nacional relacionados con el control de tabaco, a fin de mantener una actualización de los mismos en los aspectos que deben ser vigilados y controlados. 
Como complemento al proceso de vigilancia de los ambientes libres de humo se han adquirido 16 equipos SidePack, uno para cada una de las 14 regiones de salud, se ha capacitado al personal de saneamiento ambiental para su uso y se ha levantado un cronograma de inspección durante las cuales se estarán realizando las mediciones correspondientes.
 
La financiación del proceso de inspección se realiza a partir de fondos presupuestarios regulares, fondos del impuesto selectivo al consumo o de los ingresos obtenidos de las multas.
•	Estrategias de observancia

El año 2013 se realizó una campaña publicitaria masiva en medios de comunicación radial, televisivos y escritos que se desarrolló en tres fase a saber: carnavales, Día Mundial de No Fumar, Día Nacional de No Fumar (octubre) lo que mantuvo el tema vigente durante todo el año. Una campaña similar en tres tiempos está siendo licitada en estos momentos. También se mantienen acciones educativas dirigidas a los propietarios de los establecimientos para que conozcan la ley y su reglamentación. 
•	Movilizar y hacer participar a la comunidad
Las disposiciones de ambientes libres de humo de tabaco mantienen una muy buena aceptación por parte de la población, quienes se convierten en vigilantes permanentes de su cumplimiento y denuncian las violaciones a la misma. 

Para detalles se adjuntan: Ley 13 de 2008, Decreto 230 de 2008, Ley 40 de 2006.","Indicator not used","WHO Region of the Americas"
"122","Papua New Guinea","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"123","Paraguay","Ninguno","Ninguno","Indicator not used","WHO Region of the Americas"
"124","Peru","han facilitado las definiciones de espacios interiores de trabajo y esto fortaleció la ley, así como los espacios libres de humo de tabaco.","Answer not provided","Indicator not used","WHO Region of the Americas"
"125","Philippines","Answer not provided","An LGU ordinance template consistent with FCTC guidelines for the implementation of Article 8 was developed for use of LGUs aiming to formulate their local ordinance to promote protection against tobacco smoke.","Indicator not used","WHO Western Pacific Region"
"126","Poland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"127","Portugal","When defining the 2007 tobacco law, Portugal imposed a smoking ban in several enclosed public places and workplaces in accordance with the article 8.º of the FCTC.  However the guidelines for implementation of this article were only partially followed, because several exceptions to this prohibition were allowed. 
The 2015 and 2017 revisions of this law reduced the number of places where smoking can be permitted, however without a full application of these guidelines. 
On the other hand, a transitory period until 2020 was given to establishments with smoking areas created under the 2007 tobacco law. 
Since 1st January 2018, the novel tobacco products were included in the definition of smoking. For this reason, since that date it not possible to use this novel tobacco product in the same places where smoking is not allowed.","When defining the 2007 tobacco law, Portugal imposed a smoking ban in several enclosed public places and workplaces in accordance with the article 8.º of the FCTC.  However the guidelines for implementation of this article were only partially followed, because several exceptions to this prohibition were allowed. The 2015 revision of this law reduced the number of places where smoking can be permitted, but, yet, without a full application of these guidelines. 
On the other hand, a transitory period until 2020 was given to establishments with smoking areas created under the 2007 tobacco law.","Indicator not used","WHO European Region"
"128","Qatar","MOPH Leads an inter-ministerial committee\ discussion with very high representation to strategically  fulfill Qatar commitment for the FCTC and related protocols","Lead an inter-ministerial committee\ discussion with very high representation to strategically change legislation to fulfil Qatar commitment for the FCTC and related protocols like   banning tobacco smoking in indoor workplaces, public transport, indoor public places and other public places.","Indicator not used","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"130","Republic of Moldova","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"131","Romania","Report not provided","Report not provided","Indicator not used","WHO European Region"
"132","Russian Federation","Report not provided","Руководящие принципы были использованы при разработке законодательства и пояснительной записки к законопроекту","Indicator not used","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Indicator not used","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"135","Saint Lucia","Article 8 was the policy document used by the TCWG  to evaluate the draft legislation and to make necessary recommendations for amendments.  Article 8 was submitted to the Attorney Generals Chambers for reference in the Public Health (Smoking Control) Amendments.","Answer not provided","Indicator not used","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"137","Samoa","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"139","Sao Tome and Principe","Answer not provided","Report not provided","Indicator not used","WHO African Region"
"140","Saudi Arabia","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"141","Senegal","il correspond à larticle 18 de la loi 2014-14 du 28 mars 2014","Answer not provided","Indicator not used","WHO African Region"
"142","Serbia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"143","Seychelles","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"144","Sierra Leone","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"145","Singapore","Nil.","Nil.","Indicator not used","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"147","Slovenia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"148","Solomon Islands","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"149","South Africa","Awareness programmes are in place. Business owners and premises owners have legislative obligations to adhere to. Legislation outlines penalties.","Awareness programmes are in place. Business owners and premises owners have legislative obligations to adhere to. Legislation outlines penalties.","Indicator not used","WHO African Region"
"150","Spain","La modificación de la Ley 28/2005,que permitió la extensión de la prohibición de fumar a todos los espacios cerrados, se justificó y argumentó por la directriz de desarrollo del artículo 8 del FCTC, que había sido incorporada a las Recomendaciones del Consejo de la Unión europea sobre entornos sin humo, en 2009","La modificación de la ley 28/2005,que permitió la extensión de la prohibición de fumar a todos los espacios cerrados, se justificó y argumentó por la directriz de desarrollo del artículo 8 del FCTC, que había sido incorporada a las Recomendaciones del Consejo de la Unión europea sobre entornos sin humo, en 2009","Indicator not used","WHO European Region"
"151","Sri Lanka","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"152","Sudan","تصميم  مادة من مواد القانون تنص علي منع التدخين في الاماكن العامة وفرضش عقبوبات لذلك مع الية المتابعة والتبليغ","Report not provided","Indicator not used","WHO Eastern Mediterranean Region"
"153","Suriname","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"154","Swaziland","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"155","Sweden","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"156","Syrian Arab Republic","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Indicator not used","WHO European Region"
"158","Thailand","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"160","Timor-Leste","Answer not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"161","Togo","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"162","Tonga","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"163","Trinidad and Tobago","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"164","Tunisia","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"165","Turkey","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"166","Turkmenistan","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
