"","Party","2018","2016","2014","Region"
"17","Benin","Answer not provided","Aucune collaboration du secteur public avec les industries du tabac, pas de participation de lindustrie à nos réunions ni atelier au Ministère de la santé,","Atelier sur lapplication de larticle 5.3 de la CCLAT au Bénin en 17 au 18 octobre 2013","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","New Tobacco Control Law in the Federation of B&H enforced in 2011 enforced ban of all commercial activities of the tobacco industry","WHO European Region"
"21","Botswana","Educational materials targeting different age groups have been produced and disseminated.  Workshops and media are used to educate the public about tobacco control.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","In order to report the strategies used by the tobacco industry through technical and document information, Tobacco Studies Center of the National Health School of Public Health (CETAB/ENSP/Fiocruz), the National Commission for FCTC Implementation (CONICQ/INCA), the International Union against Tuberculosis and Lung Disease (the Union) and the NGO Tobacco Control Alliance (ACT) launched the Observatory of Tobacco Industry Strategies on March 31, 2016. This observatory presents a new line of research focusing on knowledge and systematization of information about tobacco industry tactics. The digital platform follows the example of website Tobacco Tactics, hosted at the University of Bath, UK.","In order to report the strategies used by the tobacco industry through technical and document information, Tobacco Studies Center of the National Health School of Public Health (CETAB/ENSP/Fiocruz), the National Commission for FCTC Implementation (CONICQ/INCA), the International Union against Tuberculosis and Lung Disease (the Union) and the NGO Tobacco Control Alliance (ACT) launched the Observatory of Tobacco Industry Strategies on March 31, 2016. This observatory will create a new line of research focusing on knowledge and systematization of information about tobacco industry tactics. The digital platform follows the example of website Tobacco Tactics, hosted at the University of Bath, UK.","On April. 2012. the Ministry of Health established the ethical guidelines for the members of National Committee for FCTC Implementation (CONICQ). composed by 18 representatives of federal government. The objective is contribute to avoid tobacco industry interference in tobacco control policies. These ethical guidelines state that activities of CONICQ shall be transparent and responsible. and the public health measures are irreconcilable with the tobacco industry interests. as recommended by FCTC article 5.3. The CONICQ members shall not receive incentives from the tobacco industry. shall not have research or activities funded by this sector. and only participate in events sponsored by the tobacco industry when there is governmental interests involved.","WHO Region of the Americas"
"23","Brunei Darussalam","Development of Code of Conduct on protection of tobacco control policies from tobacco industry interference for civil servants.","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","In 2017, within the framework of the National Program for raising public awareness of national campaigns on the occasion is marked ""World Smokeless Day"", under the motto of the WHO ""Smoking - a Threat to Health and Development” was organized; a Screening Campaign was conducted to measure carbon monoxide in the exhaled air and the amount of carboxyhemoglobin in the blood of passive and active smokers. On a regional level a number of activities have been realized: Internet messages based on the principle ""Pass it on!""; awareness campaigns among parents, pregnant women, mothers with children; organization of ""open doors"" for citizens with discussions, counseling, etc.; setting “out-of-office” form of consultations for smoking cessation with supply of health education materials about the harm of smoking and benefits of smoking cessation, coping with withdrawal symptoms and stress.","Ministry of Health organizes and manages national campaigns on the occasion of 31st of May - World No Tobacco Day and International No Tobacco Day - every third Thursday of November. For each campaign, the World Health Organization defines motto to integrate all stakeholders to join and work to restrict smoking.
In 2015, the theme of WHOs 31st May World No Tobacco Day was „Stop the illegal trade in tobacco products"". Ministry of Health coordinates the national campaign, which is carried out by the regional health inspectorates in the country.
http://www.mh.government.bg/bg/novini/aktualno/31-mai-svetoven-den-bez-tyutyun-dejnosti-na-rzi/
http://www.mh.government.bg/bg/novini/aktualno/ministerstvo-na-zdraveopazvaneto-otbelyazva-svetov/","lang=bg-BG&newsid=3554&home=true","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Confer les articles 11 29 30 et 32 de la Loi 040","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","N/A","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Le marquage sanitaire qui est rendu obligatoire l’interdiction de tout parrainage sponsoring des firmes de tabac","WHO African Region"
"29","Canada","Canada has reviewed the Article 5.3 Guidelines in relation to the Canadian policy, legal and constitutional context and has adopted administrative measures, such as Health Canadas policy of not partnering with the tobacco industry on tobacco control programming. 

Lobbying at the federal level in Canada is regulated under the Lobbyist Registration Act.  It is illegal for corporations of any kind to contribute to political campaigns for electoral purposes. Some provinces also regulate lobbying. Furthermore, the Lobbyist Registration Act introduced a requirement that consultant lobbyists (ie: tobacco related activities) file a return with the Commissioner of Lobbying if they communicate with a designated public office holder under certain conditions. This registry can be searched by anyone through a publicly-accessible website. 

Health Canada continues to discuss the Article 5.3 Guidelines with its federal partner departments and with relevant departments of provincial/territorial governments who are collaborators in the Federal Tobacco Control Strategy (FTCS).  Generally, in Canada the primary channels of communication between governments and the tobacco industry are limited to (i) technical discussions in regard to both health and tax-related regulations and (ii) litigation-related responses.

In Canada, many aspects of the tobacco industrys health policy, business and promotional activities are matters of public record.  In addition, civil society organizations keep close track of tobacco industry activities and maintain web sites, publications etc. for this and related purposes.  The tobacco industry must report to government on its research and promotional activities pursuant to Tobacco Reporting Regulations of the Tobacco Act.  Public access to information about the tobacco industry which is reported to the government pursuant to these Regulations is governed by the Canadian Charter of Rights and Freedoms, Access to Information & Privacy Act, and the common law as it relates to confidential business information.","Canada has reviewed the Article 5.3 Guidelines in relation to the Canadian policy, legal and constitutional context and has adopted administrative measures, such as Health Canadas policy of not partnering with the tobacco industry on tobacco control programming. 

Lobbying at the federal level in Canada is regulated under the Lobbyist Registration Act.  It is illegal for corporations of any kind to contribute to political campaigns for electoral purposes. Some provinces also regulate lobbying. Furthermore, the Lobbyist Registration Act introduced a requirement that consultant lobbyists (ie: tobacco related activities) file a return with the Commissioner of Lobbying if they communicate with a designated public office holder under certain conditions. This registry can be searched by anyone through a publicly-accessible website. 

Health Canada continues to discuss the Article 5.3 Guidelines with its federal partner departments and with relevant departments of provincial/territorial governments who are collaborators in the Federal Tobacco Control Strategy (FTCS).  Generally, in Canada the primary channels of communication between governments and the tobacco industry are limited to (i) technical discussions in regard to both health and tax-related regulations and (ii) litigation-related responses.

In Canada, many aspects of the tobacco industrys health policy, business and promotional activities are matters of public record.  In addition, civil society organizations keep close track of tobacco industry activities and maintain web sites, publications etc for this and related purposes.  The tobacco industry must report to government on its research and promotional activities pursuant to Tobacco Reporting Regulations of the Tobacco Act.  Public access to information about the tobacco industry which is reported to the government pursuant to these Regulations is governed by the Canadian Charter of Rights and Freedoms, Access to Information & Privacy Act, and the common law as it relates to confidential business information.","While Parties to the FCTC are not bound by the Guidelines. Canada has reviewed the Article 5.3 Guidelines in relation to the Canadian policy. legal and constitutional context. Canada has adopted administrative measures. such as Health Canada''s policy of not partnering with the tobacco industry on tobacco control programming. 
Lobbying at the federal level in Canada is regulated under the Lobbyist Registration Act. It is illegal for corporations of any kind to contribute to political campaigns for electoral purposes. Some provinces also regulate lobbying. Furthermore. the Lobbyist Registration Act introduced a requirement that consultant lobbyists (ie: tobacco related activities) file a return with the Commissioner of Lobbying if they communicate with a designated public office holder under certain conditions. This registry can be searched by anyone through a publicly-accessible website. 
Health Canada has discussed the Article 5.3 Guidelines with its federal partner departments and with relevant departments of provinical/territorial governments who are collaborators in the Federal Tobacco Control Strategy (FTCS). Generally. in Canada the primary channels of communication between governments and the tobacco industry are limited to (i) technical discussions in regard to both health and tax-related regulations and (ii) litigation-related responses.
In Canada. many aspects of the tobacco industry''s health policy. business and promotional activities are matters of public record. In addition. civil society organizations keep close track of tobacco industry activities and maintain web sites. publications etc for this and related purposes. The tobacco industry must report to government on its research and promotional activities pursuant to Tobacco Reporting Regulations of the Tobacco Act. Public access to information about the tobacco industry which is reported to the government pursuant to these Regulations is governed by the Canadian Charter of Rights and Freedoms. Access to Information & Privacy Act. and the common law as it relates to confidential business information.","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Emission conférences débats à la radio et télévision sur le langage mensongère de lindustrie du tabac aussi bien  sur les composantes chimiques et toxiques du tabac
lorganisation des ateliers sur larticle 5.3 à lendroit des acteurs à différents niveau (ci joint rapport des activitésà
Mise en place dune sous commission de surveillance de lIDT qui est opérationnel depuis 2017","Report not provided","Report not provided","WHO African Region"
"33","Chile","La información de las empresas tabacaleras que es entregada a este Ministerio está disponible para la consulta de los ciudadanos por medio de la ley de transparencia, la cual  mandata a las instituciones a entregar información requerida. .

Junto a esto las reuniones solicitadas por la industria tabacalera están regidas por la Ley de Lobby, cuyas actas son públicas. durante este período no hubo reuniones con  la industria por parte del Ministerio de Salud.","El acceso a la información de las empresas tabacaleras que es entregada a este ministerios está disponible para la consulta de los ciudadanos por medio de la ley de transparencia des estado que mandado a las instituciones a entregar frente a requerimientos de la población la información que la industria entrega a este ministerio.

Con la modificación de la ley 19.418 que promulgada por la Ley 20.660 se introduce  a este cuerpo legal, incrementan ostensiblemente la regulación de los productos de Tabaco como asimismo, incluye   aspectos relacionados a proteger a la población de los riesgos del tabaquismo.
 Se incorpora una prohibición absoluta de toda forma de publicidad de la industria, se obliga a la industria a reportar anualmente al Ministerio de Salud toda donación que realice (Artículo 3, inciso final), se aumenta las sanciones a la ley y se genera mayores sanciones cuando estas son cometidas por  representantes de la Industria (Artículo 16","El año 2013. Chile promulga la Ley 20.660 que introduce modificaciones a la Ley 19.419 
Dichos cambios a este cuerpo legal. incrementan ostensiblemente la regulación de los productos de Tabaco como asimismo. incluye aspectos relacionados a proteger a la población de los riesgos del tabaquismo.
 Se incorpora una prohibición absoluta de toda forma de publicidad de la industria. se obliga a la industria a reportar anualmente al Ministerio de Salud toda donación que realice (Artículo 3. inciso final). se aumenta las sanciones a la ley y se genera mayores sanciones cuando estas son cometidas por representantes de la Industria (Artículo 16)","WHO Region of the Americas"
"34","China","中国政府制定烟草控制的相关法律法规，目的是达到公众健康的目标，没有考虑烟草公司的商业利益和其他既得利益。为了防止与烟草控制有关的公共卫生政策受烟草业的商业和其他既得利益影响，我国建立了多部门协同合作的履约控烟机制，确保公约义务在我国得以履行。
中国公众可以从多种渠道畅通地获得有关烟草行业的广泛信息，比如政府网站、行业年报、各种与烟草行业相关的政策法规等。","中国政府制定烟草控制的相关法律法规，目的是达到公众健康的目标，没有考虑烟草公司的商业利益和其他既得利益。为了防止与烟草控制有关的公共卫生政策受烟草业的商业和其他既得利益影响，我国建立了多部门协同合作的履约控烟机制，确保公约义务在我国得以履行。
中国公众可以从多种渠道畅通地获得有关烟草行业的广泛信息，比如政府网站、行业年报、各种与烟草行业相关的政策法规等。","The Chinese Government has formulated relevant laws and regulations on tobacco control in order to achieve the public health objective and does not take into account the commercial interests of the tobacco companies and other vested interests. In order to prevent public health policy in relation to tobacco control from commercial and other vested interests of the tobacco industry influence we have set up a multisectoral collaborative compliance tobacco control mechanisms to ensure that obligations in the Convention have been fulfilled.
The Chinese public have a variety of channels to obtain extensive information about the tobacco industry and industries like Government Web sites annual reports various tobacco-related policies and regulations and so on.","WHO Western Pacific Region"
"35","Colombia","Se cuenta como estrategia del Plan Decenal de Salud Pública, en el componente de Modos, Condiciones y Estilos de Vida Saludable, la protección de las políticas públicas de salud frente a los intereses comerciales o de otra índole de la industria tabacalera. También se avanzó en el desarrollo de un resumen de política basado en evidencia que aborda los mejores mecanismos para proteger a las políticas de salud pública contra la interferencia de la industria del tabaco. 

Como parte de la capacitación que recibió el país por parte del Centro de conocimiento para temas jurídicos Mc Cabe Centre for Law and Cancer, se diseñará un manual de relacionamiento entre el gobierno y el sector privado, teniendo en cuenta los posibles riesgos en los que las políticas públicas y la legislación se pueden ver inmersos frente a la interferencia o participación irregular de las empresas privadas, objeto de regulación. En dicho documento se hará especial énfasis en el relacionamiento necesario con las Industria tabacaleras.","Por primera vez, en el Plan Decenal de Salud Pública se definió explícitamente como estrategia, la protección de las políticas públicas de salud frente a los intereses comerciales o de otra índole de la industria tabacalera. 

En este marco, se elaboró un resumen de política basado en evidencia que aborda los mejores mecanismos para proteger a las políticas de salud pública contra la interferencia de la industria del tabaco. Sin embargo, aún falta desarrollar directrices nacionales y territoriales más claras para regular la interacción entre el gobierno y dicha industria.","Por primera vez. en el Plan Decenal de Salud Pública se definió explícitamente como estrategia. la protección de las políticas públicas de salud frente a los intereses comerciales o de otra índole de la industria tabacalera. 
Así mismo. el Tribunal Administrativo de Cundinamarca. en Sentencia de 5 de septiembre de 2013. avaló las actuaciones del Ministerio de Salud en el retiro de las frases promocionales presentes en la cajetilla. dándole respaldo a las medidas en el CMCT y sentando un importante precedente en cuanto al cumplimiento de las obligaciones internacionales derivadas del mismo instrumento jurídico.","WHO Region of the Americas"
"36","Comoros","Après la convention, la pays sest doté dune loi nationale en appliquation à la convention cadre","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Dans la réglementation de la lutte antitabac, cette protection nest pas  définie mais le décret n°86/1015 du 3 novembre 1986 portant organization de la distribution des marchandises en République populaire du Congo  dans son article 25 et  la loi  n°6 du 18 janvier 2003 portant la charte des investissements en parle dans son article 16. Bien que cette réglementation concerne le ministère du commerce et des approvisionnement, le tabac est inclu aussi.","Answer not provided","WHO African Region"
"38","Cook Islands","Ministry of Health through the Community Health Services implement activities such as raising awareness about the general information’s on tobacco products including the tobacco industry interference.","Ministry of Health through the Community Health Services implement activities such as raising awareness about the general information’s on tobacco products including the tobacco industry interference.","General raising awareness through media and workshop presentations/sessions","WHO Western Pacific Region"
"39","Costa Rica","Answer not provided","Answer not provided","3.1.2.1 “Priva interés de la salud pública” Promulgándose la ley General y Reglamento de Control del Tabaco y sus Efectos Nocivos en la Salud. Ley N° 9028.","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Croatia is trying to make all the information available to the public through educational  programmes  and all  other available   communication   tools.   Every year on the first day of Lent, the Day without Tobacco  smoke is marked .
Professional events are organized and promotion brochures are printed on the national but also at the county levels .
Throughout the year, the  schools for quitting smoking for those  smokers who want to quit are organized.","Croatia is trying to make all the information available to the public through educational  programmes  and all  other available   communication   tools.   Every year on the first day of Lent, the Day without Tobacco  smoke is marked .
Professional events are organized and promotion brochures are printed on the national but also at the county levels .
Throughout the year, the  schools for quitting smoking for those  smokers who want to quit are organized.
Since Croatia has until May 20, 2016 to transpose the Directive 2014/40/EU  into national legislation,  it  has been written a lot  about the harmful effects of tobacco products and smoking during the last year.","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","The tobacco control legislation ensures the protection of public health policies with respect to tobacco control from commercial and other vested interest of the tobacco industry.","The tobacco control legislation ensures the protection of public health policies with respect to tobacco control from commercial and other vested interests of the tobacco industry","WHO European Region"
"43","Czech Republic","The Code of Ethics for state officials and employees in public administration, which was approved by the Government Resolution No. 331 of 9 May 2012, and the Codes of Ethics of relevant state authorities in general apply to this matter.","The Code of Ethics for state officials and employees in public administration, which was approved by the Government Resolution No. 331 of 9 May 2012, and the Codes of Ethics of relevant state authorities in general apply to this matter.","The Code of Ethics for state officials and employees in public administration which was approved by the Government Resolution No. 331 of 9 May 2012 and the Codes of Ethics of relevant state authorities in general apply to this matter.","WHO European Region"
"44","Democratic People's Republic of Korea","Development of national policy fully reflects the Tobacco Control Law DPR Korea to ensure control and monitoring of production, import and sale of tobacco products, reduction of smoking prevalence and promotion of no-smoking campaigns all over the country. Tobacco advertisement, promotion and sponsorship are strictly prohibited. DPR Korea do not have tax system and tobacco prices are under full control of the government which is on gradual increase.","Report not provided","It is enlisted in the Law on Tobacco Control of DPR Korea.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Communication dans le conférence et sensibilisation dans les médiasum","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","The Agency for the Modernisation of Public Administration published in 2007 “Good behaviour in public administration”, which describes the basic terms and conditions of work in the public sector.","The Agency for the Modernisation of Public Administration published in 2007 “Good behaviour in public administration” which describes the basic terms and conditions of work in the public sector.","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","Aprobación de los Acuerdos Ministeriales de la Primera. Segunda y Tercera Ronda de advertencias sanitarias con pictogramas elaboradas por la Autoridad Sanitaria Nacional. sin la injerencia de la industria del tabaco. La primea Ronda circuló entre julio del 2012 a julio del 2013. la segunda ronda de julio del 2013 a julio del 2014 y la tercera ronda de julio de 2014 a julio de 2015. 
Si bien no existe un instrumento legal específico en relación al Art. 5.3 del CMCT. sin embargo en eventos institucionales. interinstitucionales y a través de instrumentos administrativos como oficios o memorandos. se difunde entre las instituciones públicas. autoridades y funcionarios los contenidos del Art. 5.3 y sus Directrices","WHO Region of the Americas"
"50","Egypt","لقد تم التصدي لمحاولات عديدة من  صناعة التبغ لخرق المادة ٥.٣ مثل التقدم لوزير الصحه لتبني حمله لرفع الوعي لدي الشباب عن مخاطر التدخين او تخديد بعض المدارس في بعض القري المصريه او تشجير بعض الطرق الصحراويه  و ذلك لكسب الرآي العام ولكن كل هذه المحاولات  تم التصدي لها و فشلت  جميعها","لقد تم التصدي لمحاولات عديدة من  صناعة التبغ لخرق المادة ٥.٣ مثل التقدم لوزير الصحه لتبني حمله لرفع الوعي لدي الشباب عن مخاطر التدخين او تخديد بعض المدارس في بعض القري المصريه او تشجير بعض الطرق الصحراويه  و ذلك لكسب الرآي العام ولكن كل هذه المحاولات  تم التصدي لها و فشلت  جميعها","Total ban of direct advertising and sponsorship by law 85 for the year 2002","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
