"","Party","2018","2016","2014","Region"
"39","Costa Rica","Se ha estado trabajando intersectorialmente en la construcción de la Estrategia Nacional de Cesación y en la actualización de las Directrices Nacionales de Cesación de Tabaco, aunque esta aún no se ha podido consolidar.

Articulo 14.2(b) C289 En cuanto a este punto la CCSS por medio del CENDEIS en el CAMPUS VIRTUAL tiene el curso Atención Integral a las personas consumidoras de sustancias psicoactivas en donde participan  Profesionales en medicina y enfermería del I y II nivel . Cuenta con un módulo llamado   II. La persona consumidora de tabaco","Se ha estado trabajando intersectorialmente en la construcción de la Estrategia Nacional de Cesación y en la actualización de las Directrices Nacionales de Cesación de Tabaco.

Articulo 14.2(b) C289 En cuanto a este punto la CCSS por medio del CENDEIS en el CAMPUS VIRTUAL tiene el curso Atención Integral a las personas consumidoras de sustancias psicoactivas en donde participan  Profesionales en medicina y enfermería del I y II nivel . Cuenta con un módulo llamado   II. La persona consumidora de tabaco","3.2.8.6.c: La Caja Costarricense de Seguro Social (CCSS) tiene 5 clínicas de cesación de fumado en ellas un grupo de profesionales médicos. enfermeras. psicólogos. nutricionistas. trabajadores sociales. entre otros especialistas. Brinda terapias en las que participa un promedio de 15 personas se da información muy diversa sobre las consecuencias del tabaco y el impacto de esta adicción en la salud individual y colectiva. También se les practica una prueba que se conoce como espirometría. que permite verificar cómo está la función pulmonar de cada fumador y reciben información sobre nutrición y hábitos saludables de vida. Las sesiones se ofrecen durante 9 semanas y cada una de ellas dura un promedio de tres horas. Las Clinicas de Cesación son 5:
Hospital México. Hospital San Juan de Dios y Hospital Rafael Ángel Calderón Guardia son hospitales nacionales que se encuentran localizados en el Área Metropolitana y se caracterizan por ser los establecimientos de salud más desarrollados y complejos del país.
El Hospital de Geriatría Gerontología Raúl Blanco Cervantes. hospital especializado que responde a una necesidad específica dentro del sector salud. está ubicado en el Valle Central 
Hospital San Rafael de Alajuela (en Alajuela ) es un hospitale regional que se caracterizan por estar ubicados fuera de San José y funciona como hospital general con las cuatro especialidades básicas: medicina. cirugía. gineco-obstetricia y pediatría. además de las subespecialidades de mayor demanda de la región a la que pertenecen. Estos centros refieren a los hospitales de inmediata accesibilidad geográfica. los casos que no pueden resolver por su complejidad. como los altamente calificados y que requieran métodos de diagnóstico especializado. serán remitidos a los hospitales nacionales.
El IAFA cuenta con Programa de espacios libres de humo de tabaco programa de promoción. educación. sensibilización y capacitación desarrollado en centros de trabajo públicos y privados desde el año 2000 Busca educar sobre la Ley General del control del tabaco y sus efectos nocivos en la salud N° 9028 fortaleciendo la implementación del artículo 5. inciso b. a través de los espacios 100% libres de humo de tabaco. para proteger a trabajadores. clientes y visitantes de la exposición a ambientes contaminados de humo de tabaco y motivar a los fumadores a abandonar el consumo
Capacitación Clínicas de Cesación desde los años 90. se capacita a profesionales de la Salud de los centros de trabajo. para el desarrollo de Clínicas de Cesación o grupos de apoyo. que reduzcan los niveles de consumo de tabaco en los trabajadores/as
Concurso Deje y Gane se realiza desde el año 2000. cada 2 años y busca apoyar a los fumadores que tienen deseos de mejorar su calidad de vida y dejar el fumado. Su estrategia basada en el enfoque de comunicación para la salud en la conformación de redes de apoyo para los fumadores a nivel regional.
A nivel privado existen algunas clínica pero no se cue","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Answer not provided","Answer not provided","Counselling services are more and more offered by local pharmacies offering information about available products that can be legally purchased in pharmacies. Some private medical clinics and psychiatrics offer treatment of tobacco dependence as well.","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Explanatory notes:
Note to C288:
Except for physicians, nurses and pharmacists are mostly involved. The theme of tobacco dependence is also included in the education of addictologists.

Note to C2813:
The pharmacotherapy is not reimbursed generally by health insurance companies – only some of them financially support pharmacotherapy for their clients treated in the specialized Centres for Tobacco-Dependent and addictology centres or in certified pharmacies. 

Information on National Register of Therapy of Drug users is in C438.
Further information on some related activities to Article 14 (traning of health professionals, campaigns etc.) is also mentioned in C268.","Explanatory notes:
to C288: Except for physicians, nurses and pharmacists are mostly involved. The theme of tobacco dependence is also included in the education of addictologists.

to C2813: A pharmacotherapy is not reimbursed generally by health insurance companies – only some of them financially support pharmacotherapy for their clients treated in the specialized Centres for Tobacco-Dependent .","Note to 3.2.8.8.:
Except for physicians nurses and pharmacists are mostly involved. The theme of tobacco dependence is also included in the education of addictologists.","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Desde el Ministerio de Salud Pública del Ecuador se cuenta con el “Protocolo Atención Integral del consumo nocivo de alcohol, tabaco y otras drogas”, mismo que ha sido socializado y capacitado a los equipos de salud de los establecimientos en los tres niveles de atención.   
Esta normativa  contempla los tratamientos farmacológicos relativos a la dependencia y al abandono del tabaco; tales como: tratamiento de remplazo con nicotina – TRN, bupropión, vareniclina, clonidina. Dichos medicamentos no constan en la Lista de Medicamentos Esenciales del Cuadro Nacional de Medicamentos Básicos – CNMB vigente, y requieren justificación técnica conforme la normativa vigente para su adquisición en la Red Pública Integral de Salud - RPIS y Red Privada Complementaria- RPC en el marco de la prestación de servicios de salud a pacientes derivados desde la RPIS. 
A la fecha los medicamentos antes citados no han sido solicitados para autorización de adquisición, en el marco de la normativa emitida para el efecto, por parte de los establecimientos de salud de la RPIS, RPC y Programa de Salud Mental.","En el marco de la implementación del Proyecto Creación e Implementación de Servicios de la Red de Salud Mental Comunitaria y Centros Estatales de Recuperación de Adicciones y del Modelo de Atención de Salud Mental con enfoque familiar y  Comunitario  se incluye el tratamiento a personas que usan o consumen tabaco con el fin de proporcionar atención integral en salud. 
Por otra parte en el Protocolo de atención integral del consumo nocivo de alcohol, tabaco y otras drogas, también se ha incluido el tratamiento a personas que usan tabaco con los protocolos para ser atendidas y la medicación a utilizar, al momento el país no dispone de estos medicamentos sin embargo se ha iniciado el proceso para la adquisición y disponibilidad de los mismos","Answer not provided","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Under 3.2.8.2 . the quitline is operated by the Ministry of Health. that covers also the costs of operating this service.","WHO Eastern Mediterranean Region"
"51","El Salvador","Se ha iniciado el proceso de creación de la Estrategia Nacional de Cesación de tabaco, y se están usando las directrices del art. 14. Este proceso se está llevando a cabo con la asesoría técnica del Centro de Cooperación Internacional para el Control de Tabaco de Uruguay, mediante un proyecto de cooperación Sur Sur, con la Agencia Uruguaya de Cooperación Internacional.","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","NO","NO","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Measures concerning tobacco dependence and cessation are a primary responsibility of the EU Member States.
While the EU provides the regulatory framework for the authorisation of medicinal products the Member States decide about their accessibility. E.g. the need for prescription reimbursement status. 
However the EU supports Member States in their implementation of Article 14 of the FCTC. The Council Recommendation on smoke-free environments 2009/C 296/02 of 30 November 2009 calls on Member States to take effective measures to promote cessation of tobacco use and adequate treatment for tobacco dependence as outlined in Article 14 of the FCTC. The EU Health Programme provides funding to projects related to cessation of tobacco use. Cessation was also one of the three themes of the EU media campaign ''HELP - for a life without tobacco'' targeted at young people. Cessation is also the theme of the latest media campaign - ''Ex-smokers are unstoppable'' see http://www.exsmokers.eu/","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","the answers are based on the state programme which is not approved by the government yet but it will be approved in the nearest future.
Right now there are no cessation services avaialable except quitline which needs to be also strengthened.","WHO European Region"
"62","Germany","People who want to participate in smoking cessation training can ask their health insurance company to reimburse the training and will get a reimbursement. Some health insurance companies offer these trainings for their clients. Medication is not reimbursed; Bupropion and Varenicline have to be prescribed by physicians. Brief advice by doctors is covered as part of the general financing of primary health.","People who want to participate in smoking cessation training can ask their health insurance company to reimburse the training and will get a reimbursement. Some health insurance companies offer these trainings for their clients. Medication is not reimbursed; Bupropion and Varenicline have to be prescribed by physicians. Brief advice by doctors is covered as part of the general financing of primary health.","People who want to participate in smoking cessation training can ask their health insurance company to reimburse the training and will get a reimbursement. Some health insurance companies offer these trainings for their clients. Medication is not reimbursed; Bupropion and Varenicline have to be prescribed by physicians. Brief advice by doctors is covered as part of the general financing of primary health.","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","The guidelines that have been developed are the European Network for Smoking and Tobacco prevention (ENSP) guidelines. Available from www.elearning-ensp.eu","Answer not provided","WHO European Region"
"65","Grenada",NA,"Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","En la medida de las posibilidades económicas el IHADFA continuará inaugurando más Centros de Atención Integral en otras ciudades del país, en cumplimiento al Artículo 14 del CMCT de la OMS sobre las medidas de reducción de la demanda relativa a la dependencia y al abandono del tabaco.","En la medida de las posibilidades económicas el IHADFA continuará inaugurando más Centros de Atención Integral en otras ciudades del país, en cumplimiento al Artículo 14 del CMCT de la OMS sobre las medidas de reducción de la demanda relativa a la dependencia y al abandono del tabaco.","A pesar de que el IHADFA no cuente con presupuesto para adquirir productos farmacéuticos para el tratamiento del consumo de tabaco. se brinda a los pacientes y sus familiares: terapias de familia. de grupo e individuales. así como. terapia cognitivo conductual.","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Answer not provided","Please note that with regard to costs of treatment these products NRT etc. are covered for those with entitlement to free healthcare.","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"79","Jamaica","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","يتم عمل دورات تدريبية للكوادر وكذلك تم اصدار دليل تدريبي لمعالجة الاعتماد على التبغ بالتعاون مع منظمة الصحة العالمية ومركز الحسين للسرطان  وتعقد وزارة الصحة لكوادرها دورات تدريبية في هذا المجال من اطباء واطباء اسنان وصيادلة وتمريض والكوادر الفنية الاخرى لادماج هذة الخدمات ضمن منظومة الرعاية الصحية الاولية حين الاقتضاء","يتم عمل دورات تدريبية للكوادر وكذلك تم اصدار دليل تدريبي لمعالجة الاعتماد على التبغ بالتعاون مع منظمة الصحة العالمية ومركز الحسين للسرطان","There are some specialized centers such as King Hussein Cancer Center but provide the service for a price.","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Not available","Not available","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","nous envisageons de faire une guide de sevrage .","nous envisageons de faire une formation professionnelle sur le tabacologie  et laddictologie .","Answer not provided","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","NONE","NONE","Answer not provided","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"99","Malta","nil","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","-","-","Answer not provided","WHO African Region"
"102","Mauritius","NONE","Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Cessation program for FSM is partially conducted traditionally (using the faith-based) therefore it will be different in nature on its implementation .
A Brief Tobacco Intervention Activity is still in its initial stages to be rolled out in all 4 states.","Cessation program for FSM is partially conducted traditionally (using the faith-based) therefore it will be different in nature on its implementation","FSM have no minimal training on tobacco treatment incorporated into the curricula of health professional training at pre and post quality levels during their education.","WHO Western Pacific Region"
"105","Mongolia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Already uploaded file in C26","Already uploaded file in C26","Answer not provided","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Answer not provided","Answer not provided","Since 2013 the costs of medical treatment of tobacco dependence are covered by the insurance again.","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Answer not provided","A mobile app ""Slutta"" was launched in 2013, and has since been downloaded over 400 000 times in a country with a population of about 5 million.","Use of new media has improved the availability of cessation services as they can be used anywhere in (and outside of) the country and also at any time of the day. 
The smartphone app Slutta was launched January 2013 and was downloaded about 150 000 times the first year. The app is particularly popular among snus user who wish to quit and receives good rating from its users. 
In November 2013 a Facebook page was set up to facilitate the exchange of advice experience and support between ex-smokers and smokers who wish to quit. In three months it gained 25 000 users who are very active and supportive of each other.","WHO European Region"
"118","Oman","لا يوجد","لا يوجد","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"121","Panama","En el II CONGRESO MUNDIAL DE TABAQUISMO Y ENT Y III CONGRESO MULTIDICIPLINARIO CIENTÍFICO NACIONAL realizado en diciembre del 2016, se abordó en múltiples sesiones el tema de cesación de tabaco.

Los resultados preliminares de la GYTS 2017 indican que cerca de 1 de cada 2 (53.4%) de los jóvenes fumadores pensaron dejar de fumar como consecuencia de las advertencias sanitarias colocadas en los productos de tabaco (chicos: 61.3% -chicas: 47.4%). Estos mensajes impactaron más a los chicos que a las chicas con 13.9 puntos porcentuales por arriba.","El Congreso Mundial de Estudiantes de Medicina realizado en el 2015 dedicó un día para efectuar  sesiones paralelas  relacionadas con el tema de control de tabaco, donde uno de los talleres efectuados fue sobre cesación de tabaco, durante el mismo se presentaron las experiencias exitosas de clínicas de cesación de fumar, intervenciones breves y cambios en el estilo de vida y la vulnerabilidad a las conductas adictivas. 

También se abordaron conferencias magistrales sobre obesidad y tabaquismo, tabaquismo como precursor de cáncer, herramientas para lograr estilos de vida libres de tabaco.

El evento contó con la participación del Dr. Eduardo Bianco de Uruguay, experto en cesación de tabaquismo.","Answer not provided","WHO Region of the Americas"
"122","Papua New Guinea","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"123","Paraguay","El Ministerio de Salud no cuenta con toda la línea de medicamentos destinados a la rehabilitación del paciente fumador.","El Ministerio de Salud no cuenta con toda la línea de medicamentos destinados a la rehabilitación del paciente fumador.","Answer not provided","WHO Region of the Americas"
"124","Peru","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","LAW NO. 10 OF 2016 ON THE CONTROL OF TOBACCO AND ITS DERIVATIVES states Article 10
The allocation of stores for sales of cigarettes, tobacco, or its derivatives without obtaining a license shall be prohibited.
Stores that offer cigarettes or tobacco or its derivatives for sale shall designate a selling place inside the store, and shall prominently and legibly display the cautionary statements and images described in Article 6 herein inside the store or on other conspicuous banners, in accordance with the regulations of the decision promulgated by the Minister.
Article 13: The sale of cigarettes or tobacco or its derivatives at a distance of less than 1000 meters from schools and other educational and training institutions shall be prohibited.","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
