"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","THE NATIONAL ANTISMOKING COMMITTE WAS FORMULATED TO INCLUDE SEVERAL GOVERNMENTAL AND NON GOVERNMENTAL SECTORS,HOWEVER, REQUEST OF ACCESS TO THE COMMITTE BY TOBACCO INDUSTRY WAS DENIED IN SEVERAL OCCASIONS, THE REASON WAS CONFLICT OF INTREST AND TO PRTOECT THE PUBLIC HEALTH POLICIES AND STRATIGIES.","Answer not provided","Bahrain''s business association made an official application requesting to add a member who was a tobacco investor to the National Antismoking Committee as part of community involvement in decision making request was denied and it was stated clearly that tobacco industry representatives are not allowed to interfere with tobacco control policies","WHO Eastern Mediterranean Region"
"12","Bangladesh","We have made a draft guideline on Article 5.3 on Bangladesh perspective. It will be finalized very soon and will be disseminated to all concerned.","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","The Ministry of Health remains vigilant in this area","The Ministry of Health remains vigilant in this area","Answer not provided","WHO Region of the Americas"
"14","Belarus","Рост цен и акцизов на табачные изделия – ежегодный,  несколько раз в год. Проводятся  информационные кампании, выступления специалистов системы здравоохранения и других заинтересованных органов государственного управления в  СМИ. Информация о вреде потребления табака для здоровья вместе с рекомендациями для желающих бросить курить размещается на сайтах организаций здравоохранения, органов государственного управления в стране ежегодно проводятся антитабачные акции, различные конкурсы среди молодежи по антитабачной тематике","Рост цен и акцизов на табачные изделия – ежегодный,  несколько раз в год. Проводятся  информационные кампании, выступления специалистов системы здравоохранения и других заинтересованных органов государственного управления в  СМИ. Информация о вреде потребления табака для здоровья вместе с рекомендациями для желающих бросить курить размещается на сайтах организаций здравоохранения, органов государственного управления в стране ежегодно проводятся антитабачные акции, различные конкурсы среди молодежи по антитабачной тематике","Rising prices and excise taxes on tobacco products - annual several times a year. Information campaigns speeches health professionals and other interested government bodies in the media. Information about the dangers of tobacco consumption on health together with recommendations for those who want to quit smoking is located on the sites of health care organizations government authorities in the country annually antismoking campaign various competitions among youth tobacco category.","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Drafted a National Tobacco Bill for the protection of public helath polices with respect to tobacco conntrol","Answer not provided","WHO Region of the Americas"
"17","Benin","Aucun progrès au contraire lindustrie du tabac se déplace davantage vers notre pays et tient à installer une usine de fabrication et introduire de nouvelles semences de culture du tabac","Answer not provided","Mise en place dun réseau de suivi de lindustrie du tabac au Bénin le 7 février 2014","WHO African Region"
"18","Bhutan","The Country has not experienced marketing or commercial of any tobacco products and other vested interests of the tobacco industry so far.","The Country has not experienced marketing or commercial of any tobacco products and other vested interests of the tobacco industry so far.","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","More active involvement of RAK ( Regulatory Agency for Media) as well market inspection services responsible for enforcement of ban of commercial activities of the tobacco industry","WHO European Region"
"21","Botswana","Complete ban of tobacco advertising has been achieved but there are some challenges the country experiences from the tobacco industry and their stakeholders (retailers). They print promotional messages on merchandise such as jackets, T shirts and shirts. Such goods were seized and destroyed in 2011. Currently there are emerging use of other forms of tobacco use such as E-cigarette and TI provide Street Vendors with Trolleys displaying prices but we are fighting that.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","- Production of technical note ""How much it costs to receive donations from the tobacco industry"". The document points out that every $ 200,000 received in donations from tobacco company profits equals the death of 14 people.
From this technical note a folder was produced. The materials were used in advocacy actions on political visits to the ministries offices of the Commission and other bodies, as well as political technical visits to parliamentarians.
- Brazil hosted the South-South and Triangular Cooperation Workshop for the implementation of Article 5.3 WHO / FCTC, from 3 to 5 May 2017, which was attended by Colombia, Guatemala, the Philippines and Thailand.","Answer not provided","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","The Code of Conduct is currently being finalised by Prime Ministers Office.","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","In October 2015, Parliament agreed on first reading the Draft Law on Amendment and Supplement  of the Law on tobacco and tobacco products, by which compliance of national legislation with European Community law (Directive 2014/40/EU of the European Parliament) in the field of contents of tobacco products, the regulation of tobacco product disclosures, packaging and labelling of tobacco products, advertising and sale of tobacco and illicit trade in tobacco products, manufacture, presentation and sale of tobacco and related tobacco products, is achieved.","Decree № 237 of 17.10.2013 of the Council of Ministers for amendment to the Ordinance on the requirements for labeling, marking and appearance of tobacco products and setting standards for assessing the conformity of the content of harmful substances in cigarettes in accordance with Art 11 (b) of WHO FCTC. http://www.ciela.net/svobodna-zona-darjaven-vestnik/document/2135925321/issue/4885/
http://www.lex.bg/laws/ldoc/2135489069","id=2135925321","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Organisation de deux ateliers d’informations et d’échanges sur l’article 5.3 de la CCLAT « protection des politiques antitabac contre l’ingérence de l’industrie du tabac » auprès des cadres des différents ministères, des Parlementaires et institutions publiques et des Organisations de la Société Civile","Report not provided","WHO African Region"
"27","Cambodia","The code of conduct to implement article 5.3 in health care staff of the Ministry of Health has been established. Disseminate article 5.3 to all members of National Tobacco Control Committee.","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Le projet de loi nationale sur le contrôle du tabac élaboré et transmis depuis 2012 auprès des autorités compétentes pour adoption et promulgation, tient compte de larticle 5.3 de la CCLAT","Le projet de loi élaboré tient compte de cet aspect important","Prise de conscience des intervenants sur l’existence réelle des manœuvres de l’industrie du tabac","WHO African Region"
"29","Canada","Canada continues to review the provisions of Article 5.3 of the FCTC in a Canadian context and has taken steps to inform other federal government departments of the commitment.  Canada continues to work with sub-national levels of government to ensure that they are aware of Article 5.3. Canadas civil society also engages in monitoring and putting forward policies and recommendations that are useful in both federal and sub-national tobacco control activities.  In Alberta, in 2017,  staff in the Ministry of Health were directed that any and all interaction with the tobacco industry must comply with Article 5.3.  Interaction with industry is limited only to those meetings that are absolutely necessary to regulate the industry. 
      
Health Canada recognizes the importance of Article 5.3 and, as such, now requires participants in consultation processes to declare perceived or actual conflicts of interest in making their submissions.","Canada continues to review the provisions of Article 5.3 of the FCTC in a Canadian context and has taken steps to inform other federal government departments of the commitment.  Canada continues to work with sub-national levels of government to ensure that they are aware of Article 5.3. Canadas civil society also engages in monitoring and putting forward policies and recommendations that are useful in both federal and sub national tobacco control activities.    
      
Health Canada recognizes the importance of Article 5.3 and in the last quarter of 2015 put in place measures to undertake a review of existing domestic actions, global approaches and opportunities to reinforce and build on current domestic measures.  Details and outcomes of these activities will be captured in Canada’s subsequent FCTC reports.","Canada has reviewed the possible implications of Article 5.3 of the FCTC in the Canadian context and has taken steps to inform other federal government departments of the commitment. Canada continues to work with with sub-national levels of government to ensure that they are aware of Article 5.3.","WHO Region of the Americas"
"30","Cape Verde","Ce rapport est le premier du Cap-Vert

Le décret-loi n ° 46/2007 du 10 Décembre 2007, publié au Journal Oficial  n °. 45 - Série I 10 Décembre, ADOPTE LE CODE DE LA PUBLICITÉ, que  interdit toute forme de publicité, de promotion et de parrainage du tabac;

Le décret-loi n ° 4/2010: 3 Juin BO n °. 21 - Série I 3 Juin 2010 - a approuvé le code des douanes et définit les crimes de contrebande et de limpôt.","Ce rapport est le premier du Cap-Vert

Le décret-loi n ° 46/2007 du 10 Décembre 2007, publié au Journal Oficial  n °. 45 - Série I 10 Décembre, ADOPTE LE CODE DE LA PUBLICITÉ, que  interdit toute forme de publicité, de promotion et de parrainage du tabac;

Le décret-loi n ° 4/2010: 3 Juin BO n °. 21 - Série I 3 Juin 2010 - a approuvé le code des douanes et définit les crimes de contrebande et de limpôt.","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","en plus des  émissions et conférences débats à la radio et à la télévision sur le langage mensogier de lindustrie du tabac , actuellement la sous commission a porté peinte contre lIDT à cause de la publicité faite dans les radios et points de vente..","Report not provided","Report not provided","WHO African Region"
"33","Chile","Actualmente se está trabajando coordinadamente de manera sistemática con instituciones tales como Ministerios del Interior, Justicia, Economía  para mejorar las coordinaciones en pro de proteger la política pública en relación a control de tabaco.","Se desarrollaron modificaciones a la Ley de Tabaco obligando a la industria a informar sobre sus donaciones a organismos del estado, organizaciones sin fines de lucro y otras. 
Se aumentan las sanciones cuando las infracciones a la ley son cometidas por representantes de la industria. 
Se ha avanzado en fortalecer la intersectorialidad a través de la Estrategia Nacional de Salud de la Década. Entre las acciones se ha enviado las directrices del Convenio Marco de Control de tabaco a los organismos interesados. En 2014 se realiza junto a Unión Internacional Contra la Tuberculosis y enfermedades respiratoria un taller para reforzar el articulo 5.3 en que se convoca a Servicio de Impuestos Internos, Aduana, Instituto nacional de propiedad intelectual
Se está trabajando coordinadamente para mejorar las coordinaciones pero aun no existe un mecanismo formal de relación interministerial.","Se desarrollaron modificaciones a la Ley de Tabaco obligando a la industria a informar sobre sus donaciones a organismos del estado. organizaciones sin fines de lucro y otras. 
Se aumentan las sanciones cuando las infracciones a la ley son cometidas por representantes de la industria. 
Se ha avanzado en fortalecer la intersectorialidad a través de la Estrategia Nacional de Salud de la Década. Entre las acciones se ha enviado las directrices del Convenio Marco de Control de tabaco a los organismos interesados. En Noviembre del 2013 se realiza junto a OPS un taller de actualización del Convenio para el Servicio de Impuestos Internos. Ministerio de Economía. Ministerio de Relaciones Exteriores. Instituto Nacional de Propiedad Intelectual y Ministerio de Salud. 
Se está trabajando coordinadamente para mejorar las coordinaciones pero aun no existe un mecanismo formal de relación interministerial.","WHO Region of the Americas"
"34","China","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Answer not provided","Vale mencionar que el Tribunal Administrativo de Cundinamarca, en Sentencia de 5 de septiembre de 2013, avaló las actuaciones del Ministerio de Salud en el retiro de las frases promocionales presentes en la cajetilla, dándole respaldo a las medidas en el CMCT y sentando un importante precedente en cuanto al cumplimiento de las obligaciones internacionales derivadas del mismo instrumento jurídico. Esta decisión fue ratificada por el Consejo de Estado.

The Ministry of Health included as strategy in the ""Plan Decenal de Salud Pública"", the protection of the health policies from the interference of the tobacco industry. In accordance to this measure, we elaborate a policy brief with the best recommendations to implement this article.","Por primera vez. en el Plan Decenal de Salud Pública se definió explícitamente como estrategia. la protección de las políticas públicas de salud frente a los intereses comerciales o de otra índole de la industria tabacalera. 
Así mismo. el Tribunal Administrativo de Cundinamarca. en Sentencia de 5 de septiembre de 2013. avaló las actuaciones del Ministerio de Salud en el retiro de las frases promocionales presentes en la cajetilla. dándole respaldo a las medidas en el CMCT y sentando un importante precedente en cuanto al cumplimiento de las obligaciones internacionales derivadas del mismo instrumento jurídico.","WHO Region of the Americas"
"36","Comoros","On remarque un taux considérable dabandon du tabac depuis la diffusion des résultats de lenquête Step Wise","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Le ministère de la santé et de la population refuse loffre offerte par lindustrie du tabac représentée dans notre pays par lusine  locale SIAT dans lélaboration des textes dapplication de la loi relative à la lutte antitabac et à la participation à une mission détude, de  présentation et de  démonstration du système de traçabilité dénommé CODENTIFY dans lusine Impérial Tobacco à Riom, dans le département du puy-de-Dôme.","Answer not provided","WHO African Region"
"38","Cook Islands","Ministry of Health Cook Islands do not take, participate or support any agreement to tobacco importers.  For transparency and accountability, tobacco industries/importers are required and has submitted their report to the Ministry of Health about the constituents, and addictives on all tobacco products imported into the country.","Ministry of Health Cook Islands do not take, participate or support any agreement to tobacco importers.  For transparency and accountability, tobacco industries/importers are required and has submitted their report to the Ministry of Health about the constituents, and addictives on all tobacco products imported into the country.","Not direct consultation with tobacco importers","WHO Western Pacific Region"
"39","Costa Rica","A partir del establecimiento del Programa Control de tabaco se ha generado una serie de alianzas estratégicas que facilitan el quehacer cotidiano en la lucha contra la injerencia de la industria tabacalera y favorecen la implementación de la Ley 9028. A raíz de la solicitud presentada al congreso legislativo por 2 diputados con el fin de efectuar modificación al artículo 18 de la Ley inciso a), que dice  “Se prohíbe vender cajetillas que contengan menos de 20 cigarrillos“, surge el grupo de difusión integrado por profesionales, ONG y sociedad civil, donde a través de una red social se alerta cuando se percibe la injerencia de la industria tabacalera en el accionar del país para mitigar el efecto de la Ley 9028 para coordinar acciones.

Además, en agosto del 2017 se llevó a cabo un taller de tres días con dos profesionales internacionales ( The Union y Corporate Accountability International), financiada por el Ministerio de Salud, en donde participaron funcionarios de varias instituciones relacionadas con el control de tabaco y con abogados del Ministerio de Salud. El objetivo consistió en generar el compromiso de los funcionarios públicos en la búsqueda de una correcta aplicación del artículo 5.3 del CMCT que contrarreste la interferencia de la industria tabacalera en la política pública nacional. Como resultado, la propuesta de creación de códigos de conducta o declaración de intereses con la industria tabacalera a lo interno del Ministerio de Salud está pendiente de presentarse al próximo ministro o ministra de salud para el periodo 2018-2022.","A partir del establecimiento del Programa Control de tabaco se ha generado una serie de alianzas estratégicas que facilitan el quehacer cotidiano en la lucha contra la injerencia de la industria tabacalera y favorecen la implementación de la Ley 9028A raíz de la solicitud  presentada al congreso legislativo por 2 diputados con el fin de efectuar modificación al artículo 18 de la Ley inciso a ) que dice  “ Se prohíbe vender cajetillas que contengan menos de 20 cigarrillos “surge el grupo de difusión integrado por profesionales , ONG y sociedad civil donde a través del whats app se alerta cuando se percibe la injerencia de la industria tabacalera en el accionar del país para mitigar el efecto de la Ley 9028 para coordinar acciones.","El progreso alcanzado en los últimos dos años es la aprobación de la Ley N° 9028 de Control del Tabaco y sus Efectos Nocivos en la Salud. Reglamento que instrumentaliza la Ley y el Reglamento de Etiquetado de los productos de Tabaco y sus Derivados","WHO Region of the Americas"
"40","Côte d'Ivoire","","organisation dateliers de formation et de sensibilisation des acteurs (parlementaires,, juristes des institutions et des ministères techniques,les ONG)  de la lutte antitabac sur larticle 5.3","Answer not provided","WHO African Region"
"41","Croatia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","The new proposed legislation was prepared without interference of the tobacco industry.","Legislation was amended without allowing any interference of the tobacco industry.","WHO European Region"
"43","Czech Republic","There was no substantive progress in this regard.","There was no substantive progress in this regard.","Except for the approval of the Code of Ethics mentioned above there was no substantive progress in this regard.","WHO European Region"
"44","Democratic People's Republic of Korea","Tobacco Control Law DPR Korea is being implemented which articulates tobacco can be sold only by the approved agencies and sale by the unapproved agencies or individuals if any is punished.
Tobacco production, sale and import is highly regulated by the government. The Tobacco control law permits production, sale and import of tobacco only by the licensed institutions, enterprises and organizations in specified quantities only.","Report not provided","Law on Tobacco Control is implemented. that tobacco can be sold only by the approved agencies and. if any. sale by the unapproved agencies or individuals is punished.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","There has been no change since the last report.","There has been no change since the last report.","There has been no change since the last report.","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","The Minister for health and junior minister were briefed on the articles of the convention.  Public education to include civil society, FBO, NGOs and Non Health sectors are frequently educated on this article","Report not provided","WHO Region of the Americas"
"49","Ecuador","En el año 2015, una funcionaria delegada del Ministerio de Salud Pública asistió a una capacitación sobre las directrices para la aplicación del artículo 5.3 del CMCT, la cual convocó a representantes de otros países de la Región de las Américas, tales como: Colombia, Costa Rica, Panamá, entre otros. A partir de esta capacitación, en el MSP se manifiesta la necesidad de contar con un instrumento jurídico para la protección de las políticas de salud pública, relativas al control de tabaco, contra los intereses comerciales y otros creados de la industria tabacalera. Actualmente, se está coordinando una jornada de actividades multisectoriales e interinstitucionales para desarrollar un instrumento legal de protección de las políticas de salud pública relativas al control de tabaco contra los interesas comerciales y otros intereses creados de la industria tabacalera.","En el año 2015, una funcionaria delegada del Ministerio de Salud Pública asistió a una capacitación sobre las directrices para la aplicación del artículo 5.3 del CMCT, la cual convocó a representantes de otros países de la Región de las Américas, tales como: Colombia, Costa Rica, Panamá, entre otros. A partir de esta capacitación, en el MSP se manifiesta la necesidad de contar con un instrumento jurídico para la protección de las políticas de salud pública, relativas al control de tabaco, contra los intereses comerciales y otros creados de la industria tabacalera.","Expedición de la Ley Orgánica de Comunicación (17 de junio de 2013) el Art. 94 se refiere a la Protección de Derechos de publicidad y propaganda. 
Publicación del Reglamento a la Ley Orgánica de Comunicación 20-01-2014.","WHO Region of the Americas"
"50","Egypt","قامت شركه فيليب موريس بالتقدم لوزير الصحه بمشروع لرفع الوعي لدي شباب الجامعات  عن مخاطر التدخين  و تم التصدي لها بعد مقابله وزير الصحه و تقديم المستندات الازمه لوقف هذه المحاوله لخرق الماده ٥.٣ من الاتفاقيه الاطاريه لمكافحه التبغ و كذلك محاوله تشخير الطرق الصحراويه و تدعيم و تجديد بعض المدارس في القري المصريه","قامت شركه فيليب موريس بالتقدم لوزير الصحه بمشروع لرفع الوعي لدي شباب الجامعات  عن مخاطر التدخين  و تم التصدي لها بعد مقابله وزير الصحه و تقديم المستندات الازمه لوقف هذه المحاوله لخرق الماده ٥.٣ من الاتفاقيه الاطاريه لمكافحه التبغ و كذلك محاوله تشخير الطرق الصحراويه و تدعيم و تجديد بعض المدارس في القري المصريه","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","EL PLAN ESTRATEGICO NO ESTA VALIDADO","EL PLAN ESTRATEGICO NO ESTA VALIDADO","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","There was a lively discussion about tobacco industry activities in media in 2017 when professor Heikki Hiilamo published a report about tobacco industry tactics worldwide (including Nordic countries and Finland).","Answer not provided","Answer not provided","WHO European Region"
"58","France","En 2017, 24 entreprises ont déclaré n’avoir réalisé aucune dépense relative à des activités d’influence ou de représentation d’intérêt.
- 25 entreprises ont déclaré des dépenses de cette nature, pour un montant total de 255 737 euros.
Parmi ces 25 déclarants :
- 9 entreprises ont déclaré des dépenses de rémunérations de personnels, employés en totalité ou en partie pour exercer des activités d’influence ou de représentation d’intérêts, pour un montant total de 203 307 euros ;
- 21 entreprises ont déclaré des dépenses d’achat de prestation auprès de sociétés de conseil en activité d’influence ou de représentation d’intérêts, pour un montant total de 1 046 529 euros ;
- 1 entreprise a déclaré des avantages versés à 62 bénéficiaires, pour un montant total de 5 901 euros.","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","plusieurs activités dinformation et de sensibilisation auprès des jeunes, du public et des décideurs ont été réalisées en partenariat avec les OSC intervenant dans la lutte antitabac. Un atelier a été organisé pour le renforcement des capacités des agents chargés dappliquer les mesures","Lindustrie a tenté en vain  dinfluencer lélaboration des textes dapplication de la loi 006/2013 (grâce à la  vigilance du PNLT et des partenaires de la Société civile).","Pour le point 3.1.2.1 Le Gabon dispose d’un code de conduite destiné aux agents de la fonction publique. En plus le chapitre 7 de la Loi interdit l’ingérence de l’industrie du tabac dans les politiques nationales de lutte antitabac dans son article 32 ; il interdit également tout partenariat direct ou indirect avec l’industrie du tabac et toute subvention publique ou mesure incitative en faveur de la culture de la production ou de la transformation du tabac ou des produits du tabac. L’article 33 stipule que tout rapport avec l’industrie du tabac doit être transparent. L’article 34 interdit tout partenariat et accord avec l’industrie du tabac et avec ceux qui s’attachent à promouvoir ses intérêts. Une fois promulguée la Loi constituera une base juridique solide pour l’application de l’article 5 3 de la CCLAT et des directives le concernant. ; Pour le point 3.1.2.2 la loi prévoit au chapitre 11 article 46 ainsi qu’au chapitre 6 article 31 de renforcer laction dinformation déducation et de communication sur les effets nocifs liés à la consommation du tabac et sur les avantages du sevrage tabagique grâce à la Commission Nationale de Lutte contre le tabagisme.
Le rapport des la mission de la CCLAT a relevé que Le Gabon a mené diverses activités d’éducation de communication et de sensibilisation aux méfaits de la consommation de tabac et de l’exposition à la fumée du tabac auprès du grand public et de groupes ciblés tels que les jeunes les professionnels des médias les éducateurs et les décideurs.","WHO African Region"
"60","Gambia","The draft National Tobacco Control Bill have clauses that protect the public health of the population from the interest of the tobacco industry.","The draft National Tobacco Control Bill have clauses that protect the public health of the population from the interest of the tobacco industry.","A POLICY HAS BEEN DEVELOPED THAT ADDRESS THE ISSUE OF ART 5.3","WHO African Region"
"61","Georgia","Answer not provided","The provision of WHO FCTC article 5.3 is included in the amendment  draft of the National Tobacco Control Law, but the law is still not passed and enforced. NCDC is regularly conducting advocacy activities among different sectors to ensure the that tobacco control policies are in line with the requirements of the WHO FCTC article 5.3","Obligation considered under article 5.3 of the FCTC is encompassed in the National Tobacco Action Plan and also in the amendments to the legislation.","WHO European Region"
"62","Germany","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","All meetings with the Tobacco Industry has been open, has been on regulatory or taxation purposes. The Industry has not been allowed in any of meetings or activities of Tobacco control.","All meetings with the Tobacco Industry has been open, has been on regulatory or taxation purposes. The Industry has not been allowed in any of meetings or activities of Tobacco control.","In protecting tobacco control policy development and implementation from the commercial and other vested interests of the tobacco industry the issues was extensively discussed at a stakeholders meeting and it was agreed pending the Minister''s approval that: 
1) The Public Services Commission shall create a policy for the public sector with the express purpose of protecting tobacco control policy development and implementation from tobacco industry influence and interference by 
(a) prohibiting government from interacting with the tobacco industry and any entity or individual acting on behalf of the tobacco industry except to the extent and only to the extent such interaction is strictly necessary to enable effective regulation of the tobacco industry or tobacco products;
(b) ensuring that any interaction is fully transparent and conducted in public when possible
 (c) prohibiting government acceptance or endorsement of partnerships and non-binding or non-enforceable agreements with the tobacco industry including any assistance in drafting proposed tobacco control legislation or policy;
(d) avoiding tobacco-related conflicts of interest within government by banning payments gifts and services (monetary or in-kind) and research funding by the tobacco industry to government institutions officials or employees
2) In addition IMANI Ghana which has been identified to front Tobacco Industry has made a request to participate in the TC IACC meetings that has not been considered because need has not been found to do so.","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"65","Grenada","N/A","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Se continúa trabajando en la transparencia en las interacciones con la industria tabacalera.
Se tiene prevista la elaboración de regulaciones que incluyan las normas de interacción correspodientes.","Se ha mejorarado la transparencia en las interacciones con la industria tabacalera","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Pas dinformation","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","The National Tobacco Control Act has been passed in the National Assembly on 27th July 2017.","Report not provided","Report not provided","WHO Region of the Americas"
