"","Party","2018","2016","2014","Region"
"35","Colombia","Report not provided","El Ministerio de Salud y Protección Social, a través de la Dirección de Epidemiología y Demografía, está liderando el proceso de estructuración del Sistema Nacional de Encuestas. En el marco de este proceso, se está implementando la Encuesta Nacional de Salud que incluyó, en su componente de Enfermedades No Transmisibles, las 20 preguntas clave de la Encuesta Mundial de Tabaquismo en Adultos.
Así mismo, se espera continuar con la segunda fase de la implementación de la segunda fase de la Encuesta Mundial de Tabaquismo en Jóvenes y la Encuesta Mundial de Salud Escolar. De igual manera, y teniendo en cuenta que se incorporó el grupo de preguntas clave de la Encuesta Mundial de Tabaquismo en Adultos en la Encuesta Nacional de Salud, se espera que la aplicación de esta última.","El Ministerio de Salud y Protección Social. a través de la Dirección de Epidemiología y Demografía. está liderando el proceso de estructuración del Sistema Nacional de Encuestas. En el marco de este proceso. se está implementando la Encuesta Nacional de Salud que incluyó. en su componente de Enfermedades No Transmisibles. las 20 preguntas clave de la Encuesta Mundial de Tabaquismo en Adultos.
Así mismo. se espera que entre 2014 y 2015. se implemente la Encuesta Mundial de Tabaquismo en Adultos y la Encuesta Mundial de Tabaquismo en Jóvenes (junto con la Encuesta Mundial de Salud Escolar).","WHO Region of the Americas"
"36","Comoros","Report not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Si possible avec l’aide de l’OMS refaire le GYTS","WHO African Region"
"38","Cook Islands","Report not provided","GYTS complete for the third time & GSHS completed for the second time and send to CDC for analysing, 2015 NCD STEPs survey report is yet to be finalised, Population Census 2016 will be implemented in December","Population Census in next five years - 2016 and GSHS five years","WHO Western Pacific Region"
"39","Costa Rica","Report not provided","Yes. The IAFA repeat the National Survey on Drug Use in high school population during 2018.","Se realizará una nueva encuesta en el año 2015.","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","Answer not provided","Oui; il sagit des tendances de la consommation de tabac.","WHO African Region"
"41","Croatia","Report not provided","ESPAD (European School Survey Project on Alcohol and Other Drugs) done for the last time in 2011 and before mentioned GATS, GYTS and HBSC are planning to be undertaken each in 4-years cycles.","Health Behaviour in School-aged Children (HBSC) study currently conducting (year 2014)
Substance Abuse among the General Population in the Republic Of Croatia conducted by of Croatia – Office for Combating Drug Abuse plans to repeat in 2015 

The European School Survey Project on Alcohol and Other Drugs (ESPAD) plans to repeat in 2015

Global Youth Tobacco Survey (GYTS) 2015 (depends on funding)

European Health Interview Survey (EHIS) currently conducted second wave 2014

Within indicators of Global Tobacco Surveillance System (GTSS) Global Adult Tobacco Survey (GATS) currently conducting (year 2014)","WHO European Region"
"42","Cyprus","Report not provided","Non applicable","Answer not provided","WHO European Region"
"43","Czech Republic","Report not provided","Cross-sectional adult population (15+) survey Tobacco use in the Czech republic – yearly (next survey in 2016);    
Global Youth Tobacco Survey is conducted in these months (1st half of 2016).
The next wave of the European Health Interview Survey (EHIS) will be performed as requested by the Eurostat within the implementing regulation,currently expected year is 2019.","Cross-sectional adult population (15+) survey Tobacco use in the Czech republic – yearly; GYTS & GHPSS – depending on WHO/CDC conditions (2015-2016)
Cross-national survey of school students: Health Behaviour in School-aged Children (HBSC) and European Health Information Survey will be carried out in the Czech Republic in 2014.","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Report not provided","2015, Computer Assisted Web Interveiwing, surveillance of tobacco habits / esposure to tobacco smoke. Yearly surveillance in december - next survey in 2016.

2013; The National Health Profile 2013. Suveillance of health and lifestile habits on national, regional municipal level including smoking habits. Surveillance every fourth year. Next survey in 2017.","The survey for 2013 will be published in the spring of 2014 and it is the intention to do the survey again the coming years. The National Health Profile survey will run next time 2017.","WHO European Region"
"47","Djibouti","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","Se tiene previsto realizar varias encuestas sobre tabaco. Una de ellas es la III Encuesta Mundial de tabaquismo en Jóvenes, que se encuentra en proceso de realización (Quito, Guayaquil, Nacional).
Además, se prevé realizar en un año o dos la II ENSANUT, en donde se encuentran los datos del consumo de tabaco.","Answer not provided","WHO Region of the Americas"
"50","Egypt","Report not provided","Answer not provided","GATS","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Encuesta Mundial de Tabaquismo y Juventud
Encuesta Nacional de Alcohol y Tabaco","Encuesta  Nacional de  población del  consumo  de  drogas  licitas  e ilícitas.
Encuesta  Nacional  de  prevalencia  del  consumo  de  tabaco  y  alcohol","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","Report not provided","Yes. Nr 1 in the previous question is every two years, nr 2 every year and nr 3 every two years.","“Health Behavior among Estonian Adult Population” is systematic survey.","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","Eurobarometer surveys on ""Attitudes of Europeans towards Tobacco"" are normally carried out every three years.

A Eurobarometer survey on the illicit trade in cigarettes was carried out by the surveyor TNS on behalf of the European Commission during November-December 2015. 27,672 citizens aged 15 and above throughout the 28 Member States of the European Union were interviewed in their homes. Results will be published in Spring 2016.","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Report not provided","The surveys will be carried out regularly.","See under 3.4.3.8","WHO European Region"
"58","France","Report not provided","Prochain baromètre : 2016
prochain Escapad : 2017
Prochain ITC : à déterminer","Answer not provided","WHO European Region"
"59","Gabon","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"60","Gambia","Report not provided","Another Stepwise survey to be conducted and Global Youth tobacco survey. other researches can be conducted on the effects of tobacco on pregnant women, school base tobacco survey","Answer not provided","WHO African Region"
"61","Georgia","Report not provided","In 2016 it is planned to conduct WHO STEPSwise Approach Survey on Risk factors of Non-communicable Diseases.","GYTS is currently being conducted; in collaboration with Emory University Atlanta GA several other studies are being conducted currently: 1. Assess tobacco use and reactions to tobacco control policies among a nationally representative sample of individuals in Georgia. 2. Assess tobacco use and clinic-based practices related to smoking among healthcare providers and medical trainees. 3. Assess tobacco use and attitudes toward tobacco use among female smokers. It is planned to conduct WHO STEPSwise Survey in 2015","WHO European Region"
"62","Germany","Report not provided","The youth survey will be repeated at least every two years, the adult survey will be repeated every second year.","The youth survey will be repeated at least every third year the adult survey will be repeated every second year.","WHO European Region"
"63","Ghana","Report not provided","Yes.

Currently Ghana is carrying out GTCR VI

Ghana will soon start conducting the GYTS 2016/2017 after online training of the Study Coordinator","Yes the following: 
Global Youth Tobacco Survey (GYTS) 2014
Demographic and Health Survey (DHS) 2014
Global Adult Tobacco Survey (GATS) 2014
Global Health Professional Survey (GHPS) 2014","WHO African Region"
"64","Greece","Report not provided","Greece participates within a Horizon2020 (Eurest-PLUS), where we will perform two national surveys in 2016 and 2018 respectively
The Hellas Health Survey is expected to be re-run in 2017","Answer not provided","WHO European Region"
"65","Grenada","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Report not provided","Fue realizada encuesta a jóvenes en al año 2015; sin embargo, los resultados aún no han sido hecho públicos.","Si","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Report not provided","No. Sin embargo hasta el momento durante el mes de mayo y junio de 2016 se acompañará a la OPS de la OMS en la aplicación de la Encuesta Tabaquismo y Jóvenes en Honduras.","Solamente apoyo del IHADFA en la aplicación de la encuesta Global Youth Tobacco Survey (GYTS) que la Organización Mundial de la Salud OMS llevará a cabo en Honduras en el 2014. sin embargo hacemos la salvedad que la tabulación y análisis de dichos datos son llevados a cabo por la OMS. La Administración de fondos de la referida encuesta de dicho estudio será responsabilidad exclusiva de la oficina de la Organización Panamericana de  la Salud en Honduras.","WHO Region of the Americas"
"71","Hungary","Report not provided","Global Youth Tobacco Survey, European Health Interview Survey, Adult Tobacco Survey","Hungarian Focal Point for Tobacco Control plans to pursue a national representative survey among the adult population and youth.","WHO European Region"
"72","Iceland","Report not provided","Answer not provided","Beside these studies above there are surveys tobacco consumption done 3-4 times a year with social and economic indicators","WHO European Region"
"73","India","Report not provided","Global Youth Tobacco Survey, 2009    next round is due","Global Adult Tobacco Survey is due 
  Global Youth Tobacco Survey.  
National Family Health Survey is underway and tobacco control indicators have been used from the GATS-TQS","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","Answer not provided","WHO STEPS in annual bases GYTS in 4 years periods","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","The Healthy Ireland Survey will be carried out annually
The HBSC Survey will be carried out every 4 years.","Ireland will continue with the monthly tracker survey (15+) on tobacco use carried out by the Health Service Executive''s National Tobacco Control Office. This survey has been on-going since 2002. 
As part of the Healthy Ireland initiative a large population based lifestyle survey of those 15+ years incorporating smoking alcohol use diet physical activity and well-being will be carried out in late 2014. It is planned to repeat this survey in 2015 and in 2016. 
Fieldwork for the international Health Behaviour in School Aged Children (HBSC) survey is currently underway and the ESPAD survey is scheduled for 2015.","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Report not provided","Yes, the first four survey are repeated yearly, while GYTS is realized every four years (last one in 2014)","The three surveys are repeated yearly. More over in 2014 will be realized the second wave of the Global Youth Tobacco Survey (GYTS). In 2014 Ministry of Health has programmed the new controls of Health and Safety Unit of the Italian Police on the respect of the smoking ban.","WHO European Region"
"79","Jamaica","Report not provided","A new Jamaica Health and Lifestyle Survey will be to be implemented in 2016. The Global Youth Tobacco Survey will be implemented in 2016 in collaboration with Pan American Health Organisation.","Yes. The Jamaica Health and Lifestyle Survey we expect to implement in 2015. The Global Youth Tobacco Survey will be implemented within the next five years from the last survey.","WHO Region of the Americas"
"80","Japan","Report not provided","No","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Report not provided","نعم يوجد خطط لاجراء :
اولا: دراسة عوامل الخطورة 
ثانيا : TQS
ثالثا : دراسة اقتصاديات التبغ","GATS in collaboration with the WHO and the King Hussein Cancer Center","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Report not provided","yes. GYTS, GATS, STEPS and KDHS","Yes Kenya Has undertaken 3 GYTS'' the first GATS and DHS is done every five years","WHO African Region"
"84","Kiribati","Report not provided","Answer not provided","GSHS is ongoing every 5 years. There is also a possibility of NCD STEPS survey in 2014 depending on funding.","WHO Western Pacific Region"
"85","Kuwait","Report not provided","Yes periodical reeat every 3-5 years","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Да, .Национальные исследование потребления табачных изделий среди взрослого населения старше 15 лет 
Исследование ""STEPS"" по эпиднадзору факторов риска неинфекционных заболеваний в Кыргызской Республике,  возрастная группа 25-64 года","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Report not provided","It is planned to repeat all surveys listed in question 3.4.3.4. with the  exception of the survey on Addictive substance use habits and tendencies among students, which was conducted as a onetime methodological  pilot survey for the ESPAD survey in 2015.","Health Behaviour Among Latvian Adult Population study Health Behaviour in School-aged Children European School Survey Project on Alcohol and Other Drugs Global Youth Tobacco Survey will be conducted in the future (based on the international or national schedule: after either 2 or 4 years).","WHO European Region"
"89","Lebanon","Report not provided","Answer not provided","We do intend to undertake regular surveys. However a priority has been to conduct a more rigorous GATS survey in Lebanon. and subsequently include tobacco questions in the national household survey held by public authorities every few years.","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Yes","WHO African Region"
"91","Liberia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Report not provided","GYTS 2016 - GSHS 2016 

But unfortunately due to the political instability  and  security Situation of the country  both surveys have been  postponed.","GYTS 2014 and GSHS 2014","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","All mentioned surveys are regulary (every or every 2 years)","Answer not provided","WHO European Region"
"94","Luxembourg","Report not provided","Answer not provided","Annuellement: Enquêtes annuelles sur la prévalence tabagique et enquêtes dopinion
En 2014:Etude HBSC (Health behaviour in school aged children)","WHO European Region"
"95","Madagascar","Report not provided","oui, GYTS, GATS","Answer not provided","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Malaysia is planning to conduct GATS and it will be included in National Health Morbidity Survey in the year 2015.","WHO Western Pacific Region"
"97","Maldives","Report not provided","STEPS Survey 2016
GYTS SUrvey 2017","A potential survey to measure tobacco related parameters are being planned. The Demographic Health Survey currently being designed could be used for measurements. Maldives need to conduct a more large scale regular survey to address this matter. The NCD risk factor surveillance survey could collect detailed data on specific issues.","WHO South-East Asia Region"
"98","Mali","Report not provided","Lenquête STEPS nationale","L’enquête STEPS a été repeté et se repetra tous les 4 ans.","WHO African Region"
"99","Malta","Report not provided","The second wave of the European Health Interview Survey was conducted in Autumn 2014, data has not been released officially. Most recent HBSC was conducted in 2014. Most recent ESPAD survey was conducted in 2015.","The second wave of the European Health Interview Survey will be conducted in Autumn 2014. The next round of HBSC will also be conducted in 2014. The next ESPAD survey will be conducted in 2015.","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Report not provided","Answer not provided","STEPS est prevue en 2014 et GYTS en 2015","WHO African Region"
"102","Mauritius","Report not provided","The next  Non-Communicable Diseases Survey will be carry out in 2020 and the Global Youth Tobacco Survey will be carry out in May-June 2016 and  the Global School Health Survey is planned for 2016.","Next National NCD Survey planned for 2014. 

Next Global Youth Tobacco Survey planned for 2013

International Tobacco Control (ITC) Survey 2012","WHO African Region"
"103","Mexico","Report not provided","Si, se va a levantar a partir del 31 de mayo de 2016 la nueva Encuesta Nacional de Adicciones, con un apartado exclusivo de tabaco.","Sí. todos los anteriores con nuevos indicadores.","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided","Yes
GYTS in 2017; STEPS in 2017 for Yap state; BRFSS in 2016 in Chuuk; BRFSS in 2017 in Yap","We hope to continue the GYTS ATS if funding is available. The STEPS is still undergoing. We plan to conduct the Questionnaires of Tobacco Survey (QTS) as our new surveys for tobacco use within this GYTS and still under analysis stage.","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Report not provided","GYTS is conducted every four years and so far four GYTS research are conducted, ESPAD is conducted for every three years and until now three researches  were developed, LSMS is conducted every four years, three of them were conducted until now.  Survey on tobacco use among other population groups are implemented in line with available resources","Answer not provided","WHO European Region"
"107","Myanmar","Report not provided","The GYTS and GSPS survey will be conducted in 2016 with the support from WHO","WHO NCD STEPS Survey will be conducted in 2014 or 2015 by the NCD prevention and control programme.
The GYTS and GSPS survey will be conducted in 2015 if the funding support is available.","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","NCD STEPS survey repeated in 2015-16 but under analysis
Plan for GYTS in 2017","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Yes. NDHS is conducted every 5 years.","WHO South-East Asia Region"
"111","Netherlands","Report not provided","Yes, in June 2016 we will receive the results of the new survey about Tobacco use, ENDS and EDN and herb products for smoking. 

The Peilstationonderzoek gets conducted every 4 years;
The Continu Onderzoek Rookgewoonten (COR) will be conducted more often after 2015;
The HBSC gets conducted every 4 years;","Surveys for adults will be combined with a lifestyle survey that will be repeated every year with an in depth module on smoking every two years. The RJM will be discontinued from 2014.","WHO European Region"
"112","New Zealand","Report not provided","Yes.  All are expected to continue. The New Zealand Health Survey is now conduced annually.  A detailed tobacco module is included every few years (so far in 2012/13, 2014/15).  The other surveys will continue as before - though a decision on retaining the smoking questions in the next Cenus (2018) is awaited.","The Tobacco Use Surveys have been discontinued. The principal Ministry of Health survey is now the NZ Health Survey conducted annually and a detailed module loosely based on the previous NZTUS survey which will be run every few years. The other surveys the national Census apart are undertaken regularly","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Report not provided","Answer not provided","Yes GYTS 2014 GATS 2017","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Report not provided","National survey on tobacco use is repeated every year.
The survey on living conditions will be continued every three years.
The survey on tobacco supply will be repeated next year.","Yes the national survey on tobacco use is repeated every year. The survey on living conditions will also likely be continued every three years.","WHO European Region"
"118","Oman","Report not provided","جاري العمل في المسوحات التالية:

GYTS 2016
GATS","Plans to monitor tobacco use in adults by conducting GATS.","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","WHO STEPS: 2016; PYTS: 2017;BRFSS 2015; YRBS 2017; Palau School Health Survey: 2016","WHO STEPS: 2016; BRFSS: 2013; PYTS: 2017; YRBS: 2015; Palau School Health: 2014","WHO Western Pacific Region"
"121","Panama","Report not provided","1. Encuesta Nacional de Salud – 2017
2. Encuesta de Tabaco en Jóvenes  (EMTJ) - 2016 
3. Encuesta Mundial de Tabaco en Adultos -2019","Encuesta Nacional de Salud – 2015
Encuesta de Tabaco en Jóvenes (EMTJ) - 2017 
Encuesta Mundial de Tabaco en Adultos -2018 
Adicionalmente se proyectan 3 investigaciones para los próximos 3 años:
Cumplimiento de las normas de publicidad. promoción y patrocinio en Panamá.
Meta análisis de la Encuesta Mundial de Tabaco en Jóvenes para la Región de las Américas 
Impuestos y Precios de los productos de tabaco.","WHO Region of the Americas"
"122","Papua New Guinea","Report not provided","Answer not provided","Yes GYTS will be repeated and there will be other survey on tobacco prevalence that will be done every second year.","WHO Western Pacific Region"
"123","Paraguay","Report not provided","Se prevé continuar con la realización del GYTS y la Encuesta de Factores de Riesgo para ECNT.","Answer not provided","WHO Region of the Americas"
"124","Peru","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Report not provided","Yes, the Department of Health has plans to conduct the GATS and GYTS with funding from the DOH budget.","Refer to National Epidemiology Center (Department of Health)","WHO Western Pacific Region"
"126","Poland","Report not provided","Currently detailed plans for continuous surveillance of tobacco-use are being designed as part of the bill on National Public Health; at the stage of public consultations, it was proposed that the Epidemiology Department at the Maria Sklodowska-Curie Memorial Cancer Center could be an institution responsible for monitoring the tobacco use among adult and youth populations, including conducting further rounds of GATS and GYTS studies;
HBSC study is being conducted by Institute of Mother and Child every 4 years, last round was conducted in 2014.","National representative surveys conducted in adult population are organized at least once a year; HBSC every 4 years GYTS is planned to be conducted in 5-year intervals forthcoming in 2014; surveys among physicians and medical students are conducted every 5-7 years.","WHO European Region"
"127","Portugal","Report not provided","Answer not provided",".","WHO European Region"
"128","Qatar","Report not provided","GATS will be repeated 
GYTS  will be repeated but now we are in process of budget allocations","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Report not provided","Under Article 16 of National Health Promotion Act, Korea National Health & Nutrition Examination Survey has been carried out annually for adults. It includes current smoking rates and second-hand smoking exposure rates. From 2014, urine cotinine test has been also added.
In addition, Korea Youth Risk Behavior Web-based Survey is conducted every year to determine adolescents’ health risks including current smoking rates and age of first smoking.","Under Article 16 of National Health Promotion Act National Nutrition Survey has been carried out annually targeted at adults and it includes current smoking rate and second-and smoking exposure rate. From 2014 urine cotinine test is also added.
In addition Youth Health Behaviour Online Survey is implemented every year to determine adolescents'' health risks including current smoking rate and age of first smoking.","WHO Western Pacific Region"
"130","Republic of Moldova","Report not provided","To repeat STEPS Survey in 2017 and to undertake a GATS survey","It is necessary to conduct the GATS study in Moldova in 2014-2015","WHO European Region"
"131","Romania","Report not provided","Report not provided","Study about the Knowledge Attitudes Practices about tobacco use","WHO European Region"
"132","Russian Federation","Report not provided","Планируется продолжение проекта Российский мониторинг экономического положения и здоровья населения (РМЭЗ) Национального исследовательского университета ""Высшая школа экономики"".
Планируются исследования по методикам GYTS и GATS
Доклад Роспотребнадзора ""О состоянии санитарно-эпидемиологического благополучия населения в Российской Федерации"" имеет ежегодную периодичность.","Yes we plan to regularly.","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Report not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Report not provided","Answer not provided","Nous envisageons d’exécuter l’enquête GATS à partir juillet 2014","WHO African Region"
"142","Serbia","Report not provided","There is a plan that National Health Survey and Global Youth Tobacco Survey should be repeated in 2018. However, due to the scarce financial resources for prevention in tobacco control, this could be postponed","National Health Survey in Serbia GYTS and ESPAD have been recently repeated therefore it is expected that they will be repeated in the due time.","WHO European Region"
