"","Party","2018","2016","2014","Region"
"24","Bulgaria","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Answer not provided","Answer not provided","Canada is proposing to adjust the excise duty on cigarettes and other tobacco products in 2014 to account for inflation since 2002. Rates are proposed to increase from $0.425 per 5 cigarettes to $0.52575 per 5 cigarettes. This will result in an increase of $4.03 per carton of 200 cigarettes. Rates on duty free tobacco products are also proposed for increase. Tax rates will be increased every five years – indexed to Canada''s Consumer Price Index.","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Answer not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Sin información","nada mas que agregar","Se están desarrollando mayores coordinaciones entre el Servicio de Impuestos Internos y la Oficina de Tabaco del Ministerio de Salud. pues el DL828 que regula la comercialización de productos de tabaco. establece que no podrán comercializarse aquellos productos que no cuenten con Autorización Comercial del Ministerio de Salud. En estos dos años se ha regularizado el proceso y prohibido la venta de productos que no cumplan con la normativa.","WHO Region of the Americas"
"34","China","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","La Ley General de Control de Tabaco y sus efectos nocivos en la salud contempla en el Capítulo lX la creación del impuesto.

La lista de legislación que exige los diferentes tipos de impuestos es la siguiente:

Impuesto específico (importaciones y producción nacional).
Diablillo. Específicas para el tabaco: Ley No. 9028 Ley General de Control del Tabaco (22/03/2012)
Impuesto ad-valorem
13% = Impuesto General a las Ventas (IGSV). Ley N ° 6826 (11/10/82).
95% = Impuesto Selectivo al Consumo (ISC). Ley No. 4961 (10/03/72).
2.5% = Impuesto para el Instituto de Desarrollo Rural (INDER). Ley N ° 6735 (29/03/82).

Otros impuestos:

40% = aranceles de importación (DAI). Ley N ° 7017 (16/12/85), Decreto N ° 25740 (03/02/97).
01% = Impuesto Nacional de Emergencia. Ley N ° 6946 (13/01/84).
30% = Ley Tributaria 7012 Golfito.","Porque la Ley General de control de tabaco y sus efectos nocivos en la salud lo contempla en  el Capítulo lX Impuesto a los productos de Tabaco , artículo 22 creación del impuesto.

The list of legislation requiring for the different taxation types are as follows:

Specific Tax (Imports and Domestic Production)
Imp. Specific to Tobacco: Law No. 9028 General Tobacco Control Act ( 22/03/2012)
Ad-valorem tax
13 % = General Sales Tax ( IGSV ). Law No. 6826 ( 11/10/82 ) .
95 % = Selective Consumption Tax (ISC ). Law No. 4961 ( 10/03/72 )
2.5 % = Tax for Rural Development Institute (INDER ) . Law No. 6735 ( 29/03/82 )
Other taxes
40 % = Tariff import duties (DAI). Law No. 7017 ( 12/16/85 ) , Decree No. 25740 (03/02/97)
01% = Tax National Emergency . Law No. 6946 ( 13/01/84 )
30 % = Tax Act 7012 Golfito","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Not directly","Answer not provided","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Lla Proposition de loi déposée àlAssemblée Nationale prévoit linterdiction de la vente en franchise des produits du Tabac.","Lla Proposition de loi déposée àlAssemblée Nationale prévoit linterdiction de la vente en franchise des produits du Tabac.","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","De acuerdo con la Resolución DGN Nº 2011-0679. publicada en el Registro Oficial 631-2012. se establece los siguiente: literal t) En caso de viajeros mayores de 18 años de edad. máximo 3 litros de bebidas alcohólicas. 20 cajetillas de cigarrillos de 20 unidades. 1libra de tabaco o 25 unidades de habanos o cigarros no se considerará como efectos personales del viajero. debiéndose tributar por todo el contenido del envase; la Resolución SENAE-DGN-2012-2019 reformó el siguiente contenido de la Resolución 0679: Art.4 en el literal t) del artículo 24. sustituir la frase: “no se considerará como efectos personales del viajero. debiéndose tributar por todo l contenido del envase”. por la siguiente: “se deberá tributar en la parte proporcional a la diferencia no exenta. Se anexa las Resoluciones","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Disposiciones de ley sobre los impuestos a los productos de tabaco (anexada en formato digital) y de la ley del viajero (archivo digital en formato pdf. relativa a exoneración de impuestos de productos de tabaco que traen los viajeros). También se ha presentado una propuesta al órgano legislativo para modificar esta ley","WHO Region of the Americas"
"52","Equatorial Guinea","NO DISPONIBLE","NO DISPONIBLE","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Please see a summary of the EU legislation in the area of taxation of tobacco products: http://ec.europa.eu/taxation_customs/taxation/excise_duties/tobacco_products/legislation/index_en.htm","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Answer not provided","Answer not provided","Circulaire du 18 février 2013 relative à la fiscalité applicable aux tabacs manufacturés. Les franchises reprises ci-dessous et précisées dans cette circulaire ne sappliquent quaux importations en France métropolitaine de tabac par les particuliers avant application de la fiscalité propre aux tabacs manufacturés. Il doit être tenu compte en complément des règles de circulation intracommunautaire et de taxation pour les tabacs manufacturés détenus par les particuliers conformément aux articles 32 et suivants de la directive 2008/118/CE du 16 décembre 2008. La circulation de tabac manufacturé est admise notamment sous la condition que le transport soit assuré par le particulier lui-même et pour ses besoins propres. Ces règles sont détaillées au sein de la circulaire du 7 mai 2013 (http://douane.budget.gouv.fr/data/file/8288.pdf). A défaut la circulation doit seffectuer sous couvert dun document simplifié daccompagnement (https:www.formulaires.modernisation.gouv.fr/gf/cerfa_10752.do) conformément à larticle 302 M II du CGI. En outre le particulier détenant ou transportant des tabacs manufacturés doit pouvoir produire à première réquisition du service des quittances des factures dachat ou toutes autres justifications dorigine prouvant que ces tabacs ont été régulièrement importés. Les achats par correspondance ou par Internet sont interdits (article 568 ter du CGI","WHO European Region"
"59","Gabon","Un travail de révision de la taxation des produits du tabac a été initié auprès des autorités compétentes","Toutefois un travail de révision de la taxation des produits du tabac est en cours à la suite de 2 ateliers de sensibilisation","Answer not provided","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","According to the current legislation limit of cigarettes which can be brought in the country by the returning travellers without applicable import duties are 400 sticks of cigarettes 50 cigars and cigarillos and 250 gr. Other tobacco product or the combination of the above not exceeding the limits.","WHO European Region"
"62","Germany","The limits for travellers are 
a) 200 cigarettes or 
b) 100 cigarillos or 
c) 50 cigars or 
d) 250 g of smoking tobacco 
or a combination of these products within the limits","The limits for travellers are 
a) 200 cigarettes or 
b) 100 cigarillos or 
c) 50 cigars or 
d) 250 g of smoking tobacco 
or a combination of these products within the limits","The limits for travellers are
a) 200 cigarettes or
b) 100 cigarillos or
c) 50 cigars or
d) 250 g of smoking tobacco
or a combination of these products within the limits","WHO European Region"
"63","Ghana","Answer not provided","It is the plan that Ghana finds the best way to cancel duty-free sales and purchase of tobacco products","Answer not provided","WHO African Region"
"64","Greece","Report not provided","We are expecting an substantial  (0,5 euro per pack) increase of tobacco products as a result of the negotiations between the Greek government, IMF and EU regarding the financial measures tackling the national economy crisis.","Answer not provided","WHO European Region"
"65","Grenada","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Se destina el 100% del impuesto recaudado al Sector Salud y representa, aproximadamente, 7% del financiamiento de este Sector.","Se destina el 100% del impuesto recaudado al Sector Salud y representa, aproximadamente, 7% del financiamiento de este Sector.","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","La loi sur limportation, la commercialisation et la distribution a été votée par le conseil national de transition et ratifiée
par le président de la République mais il ny a pas de textes dapplication.","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","En la actualidad el IHADFA continúa trabajando con otras organizaciones o instituciones del Estado y de la Sociedad Civil  como la Alianza Hondureña Antitabaco y la Organización Panamericana de la Salud de la OMS para lograr que se continúe incrementando los precios e impuestos a los productos derivados de tabaco.","En la actualidad el IHADFA continúa trabajando con otras organizaciones o instituciones del Estado y de la Sociedad Civil  como la Alianza Hondureña Antitabaco y la Organización Panamericana de la Salud de la OMS para lograr que se continúe incrementando los precios e impuestos a los productos derivados de tabaco.","Ha continuado en el 2014 la disminución del consumo de tabaco dada la medida de aumento de impuestos a los mismos. lo cual impacta con el aumento en los precios de mercado nacional","WHO Region of the Americas"
"71","Hungary","Report not provided","Passengers from third countries may import tobacco products in their personal luggage to Hungary without incurring customs duty and taxes: (these maximum quantities only applicable to passengers over the age of 17. Passengers under 17 are not allowed to import any tobacco products) 

Air passengers:
– 200 cigarettes, or
– 100 cigarillos (not exceeding
3 grams per piece in weight), or
– 50 cigars, or
– 250 grams of tobacco 

Other passengers:
– 40 cigarettes, or
– 20 cigarillos (not exceeding
3 grams per piece in weight), or
– 10 cigars, or
– 50 grams of tobacco 

for consumption","In the case of air travellers from third countries above 17 years of age imports of 200 cigarettes or 100 cigarillos (cigars of a maximum weight of three grams each) or 50 cigars or 250 grams of smoking tobacco are subjects to exemption from VAT and excise duty.
In the case of other travellers from third countries above 17 years of age imports of 40 cigarettes or 20 cigarillos (cigars of a maximum weight of three grams each) or 10 cigars or 50 grams of smoking tobacco are subjects to exemption from VAT and excise duty.","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Based on recommendations of the National Consultation on Economics of tobacco (2010), the Ministry of Health & Family Welfare, in collaboration with World Health Organization, commissioned a study titled ""Tobacco Taxes in India: An Empirical Analysis. "" to evaluate the impact of tobacco taxation in India. The findings of the study were also shared with the Ministry of Finance.","Facilitated in the engagement of WHO HQ with Ministry of Finance. Govt of India and in collaboration with TCE. TFI. WHO HQ; Ministry of Finance developed a report (unpublished) on Tobacco Taxes in India. A study tour of Ministry of Finance officials was also facilitated to Ankara. Turkey in September. 2011.
Secretary (Health& Family Welfare) wrote the Revenue Secretary in the Ministry of Finance to increase central excise on all tobacco products. Hence. an increase of 18% on excise duty on cigarettes was reflected in the budget for the year 2013-14. 
Ministry of Health & Family Welfare. through the Secretary (Health & Family Welfare also sent an advisory to all the State Finance/Revenue Secretaries to increase  at state tax (VAT) on all tobacco products. As collaborative efforts with State Governments. many states (about 10 states) have increased the VAT on all tobacco products. States like Rajasthan have increased the VAT to 65% on all forms of tobacco products.
In December. 2012. Ministry of Health & Family Welfare in collaboration with WHO organized a ''National Consultation on Economics of Tobacco''.  The consultation dwelt upon three issues of economics of tobacco. through three expert groups i.e.(i) Health Cost of Tobacco Use. (ii) Alternative livelihood to tobacco farmers and bidi rollers and (iii) tobacco taxation. The Consultation involved Ministry of Finance (National and state level) and other relevant Ministries like Commerce. Agriculture. Labor. Rural Development & Environment. the state Governments. United Nations (UN) agencies like ILO. FAO. UNDP. IFAD and World Bank etc. Based upon the recommendations of this National Consultation on Economics of Tobacco the following studies two have been undertaken by WHO/MOHFW (i) A Health Cost Study understand the economic burden of the diseases attributable to tobacco consumption in India. (ii) A study on Impact of the tax increases on the ''real'' prices of tobacco products.
Government of India is a member of the working group for Article 6 of WHO FCTC.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Quantitative restrictions apply to tobacco products brought into the State from outside the EU or from territories where EU rules on VAT and excise duties do not apply, such as the US or the Canary Islands.  Where passengers arriving in Ireland have travelled from these areas, they may bring a maximum of 200 cigarettes or 100 cigarillos or 50 cigars or 250 grams of tobacco into the State tax free.   In general, in accordance with EU law, tobacco products tax is not chargeable on tobacco products that are bought tax-paid by a private individual in another Member State of the EU, provided that the products are for the individual’s own personal use and not for commercial purposes and are transported in person by that person into the State.  However, in accordance with EU Directive 2008/118/EC, Ireland has imposed a quantitative limit of 300 cigarettes on the number of cigarettes which may be brought into Ireland without further payment of excise duty from Bulgaria, Croatia, Hungary, Latvia, Lithuania and Romania.","Quantitative restrictions apply to tobacco products brought into the State from outside the EU or from territories where EU rules on VAT and excise duties do not apply, such as the US or the Canary Islands.  Where passengers arriving in Ireland have travelled from these areas, they may bring a maximum of 200 cigarettes or 100 cigarillos or 50 cigars or 250 grams of tobacco into the State tax free.   In general, in accordance with EU law, tobacco products tax is not chargeable on tobacco products that are bought tax-paid by a private individual in another Member State of the EU, provided that the products are for the individual’s own personal use and not for commercial purposes and are transported in person by that person into the State.  However, in accordance with EU Directive 2008/118/EC, Ireland has imposed a quantitative limit of 300 cigarettes on the number of cigarettes which may be brought into Ireland without further payment of excise duty from Bulgaria, Croatia, Hungary, Latvia, Lithuania and Romania.","Quantitative restrictions apply to tobacco products brought into the State from outside the EU or from territories where EU rules on VAT and excise duties do not apply such as the US or the Canary Islands. Where passengers arriving in Ireland have travelled from these areas they may bring a maximum of 200 cigarettes or 100 cigarillos or 50 cigars or 250 grams of tobacco into the State tax free. 
In general in accordance with EU law tobacco products tax is not chargeable on tobacco products that are bought tax-paid by a private individual in a Member State of the European Union and brought tax-paid into another EU Member State provided that the products are for the individual''s own personal use and not for commercial purposes and are transported in person by that person into that State. However in accordance with EU Directive 2008/118/EC Ireland has imposed a quantitative limit of 300 cigarettes on the number of cigarettes which a person may bring into Ireland without further payment of excise duty from Bulgaria Croatia Hungary Latvia Lithuania and Romania.
A person travelling from Ireland to another EU Member State cannot purchase duty free tobacco in the duty free shop.","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Answer not provided","Answer not provided","Italy is a member of the WG on the implementation of article 6 of the FCTC","WHO European Region"
"79","Jamaica","In our efforts to undertake the development of comprehensive tobacco control legislation, regard is had to the Guidelines for the implementation of Article 6 to ensure that  matters related to this article are adequately addressed.","In our efforts to undertake the development of comprehensive tobacco control legislation, regard is had to the Guidelines for the implementation of Article 6 to ensure that  matters related to this article are adequately addressed.","Answer not provided","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","There is progress in regional efforts to approach taxation as the East African Community (EAC) We have also worked with the EAC region to facilitate harmonization of taxation of tobacco products to curb the desired effects of difference in prices in the region","WHO African Region"
"84","Kiribati","Consultation with the Ministry of Finance to lobby for the tax is underway.","Consultation with the Ministry of Finance to lobby for the tax is underway.","Consultations with the Ministry of Finance to lobby for the Tobacco tax is underway.","WHO Western Pacific Region"
"85","Kuwait","جاري العمل على إقرار الضريبة الانتقائية على منتجات التبغ بنسبة 100% من سعر بيع التجزئة","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Starting from the July 1, 2016 liquids used in Electronic smoking devices will be excisable good (0.01 euro per 1 ml liquid) and 0.005 euro per 1 mg nicotine).","Starting from the July 1, 2016 liquids used in Electronic smoking devices will be excisable good (0.01 euro per 1 ml liquid) and 0.005 euro per 1 mg nicotine).","Answer not provided","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Consistent increase of excise duty rates for tobacco products contributes to public health objectives. 
In 2017 on initiative of the Ministry of Health, the funding of the State Public Health Promotion Fund was doubled from 1.34 million EUR to 2.68 million EUR (composed of 0,5% of the total excises duties not only from excises on alcohol, but from 2017 also excises on tobacco and gambling). From 2018 the funding for health promoting activities increased significantly incl. tobacco prevention projects, social campaings and surveys.","Consistent increase of excise duty rates for tobacco products contributes to health objectives","According to the order Director General of the Customs Department if the Customs officer by auditing the imported of goods finds that a traveller in a calendar month enters Lithuanian and third country border 6 or more times he has the right to calculate duties and taxes.","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Answer not provided","Answer not provided","Mesures législatives loi de finances pour 2012 à savoir une limitation à hauteur de 5% de la valeur de la production locale des fabricants dûment agréés et ce dans le cas de l’importation de cigarettes.","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","No Effect of Tax on Consumption. The last increase in tax to 38.88% and 33.33% respectively for Cigarettes and other tobacco products, caused an increase of the retail price of cigarettes from MVR 2.5 per stick to MVR 3.00 per stick at some outlets and for few months. As the wholesale price increased only by a negligible margin, retailers son reverted back to old pricing to compete with the retailers who maintained the old price.","No Effect of Tax on Consumption. The last increase in tax to 38.88% and 33.33% respectively for Cigarettes and other tobacco products, caused an increase of the retail price of cigarettes from MVR 2.5 per stick to MVR 3.00 per stick at some outlets and for few months. As the wholesale price increased only by a negligible margin, retailers son reverted back to old pricing to compete with the retailers who maintained the old price.","Answer not provided","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"99","Malta","nil","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","-Il a été prévu une augmentation de la taxe de consommation sur le tabac de 20% de plus par rapport à lannée précédente.
Donc elle devenu 60%au lieu de 40%","-","Answer not provided","WHO African Region"
"102","Mauritius",NA,"Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Although we response ""NO"" to C215 above, some states used the guidelines for this article.","Although we response ""NO"" to C215 above, some states used the guidelines for this article.","This proposed tax increase is to top off the existing tax by $.25 per cigarette and 5% will be set aside to support the tobacco control activities for the nation.","WHO Western Pacific Region"
"105","Mongolia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","The policy of price and tax policy were adopted but not in line with the achievement of health goals because recourses received from tax policy are not used for treatment of diseases caused by tobacco use. Specifically the funds that are raised on the basis of price increases and excise duties on tobacco products do not impact directly on the health needs of the population or to meet the health needs resulting from the consumption of tobacco products.","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","There are quotas on how much travellers can import tax-free. Advertising ban (including display ban), plain packaging and health warning provisions apply to tobacco products sold at duty-free areas.","There are quotas on how much travellers can import tax-free. Advertising ban (including display ban) and health warning provisions apply to tobacco products sold at duty-free areas.","There are quotas on how much travellers can import tax-free. Advertising ban (including display ban) and health warning provisions apply to tobacco products sold at duty-free areas.","WHO European Region"
"118","Oman","لا توجد","لا توجد","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"121","Panama","Answer not provided","Answer not provided","Se cuenta con el estudio sobre Análisis de la demanda de tabaco en Panamá y el control del efecto asequibilidad con medidas fiscales y control del contrabando Implicaciones para Política Fiscal 2000-2011. realizado por el Lic. Herrera. en el año 2013 y financiado por el IDRC. que destaca entre otras cosas que: 
a dos años de aplicadas las medidas fiscales existen evidencias de los efectos en materia de fiscal. lo que deja en claro su efectividad en el aumento de la recaudación a partir del ISC y en una reducción de la demanda ante el incremento del precio de los productos derivados del tabaco. específicamente de los cigarrillos. 
el incremento de la renta nacional por habitante en períodos cortos. han podido haber neutralizado en parte el efecto del incremento del ISC y hacer más asequible el consumo de cigarrillos y otros derivados del tabaco a corto plazo.
el modelo que presentó el mejor ajuste fue el convencional. con una elasticidad precio de -0.82. dejando un umbral de incremento del ISC en 12%. a dos años del último incremento del 100%. se partió de un precio promedio por cajetilla de 20 cigarrillos de B/. 3.63 que considera las 3 marcas más vendidas en el país. frente al precio promedio de finales de 2009. de B/. 1.83. 
la Curva de Laffer. solo plantea un escenario probable sobre la base del descenso de las importaciones a lo largo del período de estudio. El signo negativo de la elasticidad ingreso de la demanda en todos los modelos ha sido objeto de amplio debate. 
las series históricas evidencian una relación inversa entre el ingreso y consumo. desde principios del período de estudio. lo cual deja abierta la posibilidad de sesgo derivado de sub declaraciones aduaneras y de impuestos o el contrabando. 
Los resultados reflejan que las medidas impositivas se han estrechado. momentáneamente ante el último incremento del ISC. Un tema pendiente de mayor debate es que las elasticidades no son estáticas en el tiempo. lo cual deja siempre abierta la posibilidad de cambios estructurales en el consumo que pueden afectar la interpretación de la Curva de Laffer. lo cual deja en claro su limitación respecto de consideraciones impositivas a largo plazo. 

El estudio se complementó con los análisis de las encuestas de marcas y de percepción de los efectos de las medidas de control en locales de esparcimiento y diversión y se contrastó con los resultados preliminares de la encuesta GATS. Panamá -2013. 
Mayores detalles pueden ser revisados en el informe del estudio en mención. el cual se adjunta","WHO Region of the Americas"
"122","Papua New Guinea","The financing of the Tobacco Control Program depends on how well the program is marketed. Evidence base information is required to market the program. Economical Impact Assessment is necessary to provide hard evidence of what is happening.","The financing of the Tobacco Control Program depends on how well the program is marketed. Evidence base information is required to market the program. Economical Impact Assessment is necessary to provide hard evidence of what is happening.","Since 2012 the tobacco tax had increased to 44%","WHO Western Pacific Region"
"123","Paraguay","Ninguno","Ninguno","Answer not provided","WHO Region of the Americas"
"124","Peru","Answer not provided","Answer not provided","El Perú actualmente se encuentra revisando los impuestos selectivos al tabaco y se espera un incremento de las tasas el presente año.","WHO Region of the Americas"
"125","Philippines","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"130","Republic of Moldova","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
