"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","Answer not provided","Answer not provided","A broad stakeholder meeting was convened late in 2013 including the Office of the Attorney General and the Department of Commerce. It is proposed that this dialogue should be continued with law enforcement agencies and the Customs Department. The complex nature of the protocol will require significance changes to the laws of Barbados and therefore can only be achieved through a step-wise approach.","WHO Region of the Americas"
"14","Belarus","Регулирование оборота табачных изделий предусмотрено Декретом Президента Республики Беларусь от 17.12.2002 № 28 «О государственном регулировании производства, оборота и потребления табачного сырья и табачных изделий» и Указом Президента Республики Беларусь от 1 сентября 2010 № 450 «О лицензировании отдельных видов деятельности». Производство табачных изделий могут осуществлять только юридические лица Республики Беларусь.
Также вышеназванными нормативными правовыми актами установлены требования к технологическому оборудованию для производства табачных изделий, а именно: государственная регистрация основного технологического оборудования, находящегося в собственности или хозяйственном ведении юридического лица; оснащение оборудования исправными и поверенными приборами учета готовой продукции, прошедшими государственные испытания (включенными в Государственный реестр средств измерений Республики Беларусь) или метрологическую аттестацию; приборы учета должны иметь установленные средства контроля, фискальную память, обеспечивающую долговременное хранение и защиту от несанкционированного изменения учетных данных, возможность подключения и совместной работы с IBM-совместимым компьютером.","Регулирование оборота табачных изделий предусмотрено Декретом Президента Республики Беларусь от 17.12.2002 № 28 «О государственном регулировании производства, оборота и потребления табачного сырья и табачных изделий» и Указом Президента Республики Беларусь от 1 сентября 2010 № 450 «О лицензировании отдельных видов деятельности». Производство табачных изделий могут осуществлять только юридические лица Республики Беларусь.
Также вышеназванными нормативными правовыми актами установлены требования к технологическому оборудованию для производства табачных изделий, а именно: государственная регистрация основного технологического оборудования, находящегося в собственности или хозяйственном ведении юридического лица; оснащение оборудования исправными и поверенными приборами учета готовой продукции, прошедшими государственные испытания (включенными в Государственный реестр средств измерений Республики Беларусь) или метрологическую аттестацию; приборы учета должны иметь установленные средства контроля, фискальную память, обеспечивающую долговременное хранение и защиту от несанкционированного изменения учетных данных, возможность подключения и совместной работы с IBM-совместимым компьютером.","Regulation of tobacco products provided by Presidential Decree of 17.12.2002 ? 28 ''On state regulation of production trafficking and consumption of tobacco and tobacco products'' and Presidential Decree of September 1 2010 ? 450 ''On licensing certain types of activities.'' Manufacture of tobacco products may only be legal persons of the Republic of Belarus. 
Also the above mentioned normative legal acts establish requirements for production equipment for the manufacture of tobacco products namely the state registration of the main technological equipment owned or economic management of a legal entity; optional equipment serviceable and attorneys metered finished products that have passed state tests (included in the State register of measuring the Republic of Belarus) or metrological certification; Meters must be installed controls fiscal memory providing long-term storage and protection from unauthorized change credentials and ability to connect and collaborate with IBM-compatible PC.","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","au niveau des frontières terrestres, il y a à renforcer le contrôle car il existe de la contrebande transfrontalières hors de la douane, des données existent à ce sujet","Answer not provided","Answer not provided","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Article 3 (1) of the Rulebook on excise stamps for tobacco products, alcoholic beverages, fruit natural brandy, coffee and wine stipulates that manufacturers or importers of tobacco products are obliged to mark every single product with excise stamp.","Answer not provided","Answer not provided","WHO European Region"
"21","Botswana","The country has also signed protocol that Eliminate on Illicit Trade on Tobacco Products.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","In 2016, the Secretariat of the Convention, as part of an effort to push for ratification of the Protocol by Parties to the Convention, organized a Multisectoral Workshop for Parties to the WHO Framework Convention on Tobacco Control in Latin America with the participation of Brazil, Venezuela, Uruguay, Chile, Colombia, Ecuador and Peru. The objective of this meeting was to promote the entry into force of the Protocol to Eliminate Illicit Trade in Tobacco Products in partnership with the Government of Brazil, through the Sanitary Surveillance Agency (ANVISA) and the Executive Secretariat of CONICQ / INCA, and support of the Pan American Health Organization (PAHO Brazil). The purpose of the meeting held at ANVISAs premises in Brasilia was to (i) raise awareness of the Protocol to Eliminate Illicit Trade in Tobacco Products among the different sectors of the Public Administration related to the ratification or implementation of the Protocol (such as the departments of health, federal revenue, farm, justice, trade and legislative), and (ii) discuss with the Parties technical requirements of the Protocol, including tracking and localization and existing good practices to implement the Protocols measures.

In 2017, CONICQ promoted a seminar in Brasília, whose main objective was to bring together different areas of government that will contribute to the implementation of the measures provided for in the Protocol once the process of ratification of Brazils accession is completed. To this end, the seminar was attended by representatives from different sectors such as: Ministry of Finance (Operational Coordination of Surveillance and Repression of Smuggling and Relocation, and General Coordination of Inspection of the Federal Revenue Service of Brazil), Ministry of Justice and the Federal Highway Police), the Ministry of Foreign Affairs (Division of Social Issues and Division to Combat Transnational Illicit Trade), ANVISA (General Management of Tobacco Products), the International Advisory Office of the Ministry of Health, the Center for Tobacco Studies and Health Cetab / Ensp / Fiocruz, of the Ministry of Agriculture, Livestock and Food Supply (MAPA), Pan American Health Organization (PAHO), INCA (Population Research Division, Tobacco Control Division, International Cooperation, and the Executive Secretariat of CONICQ), the ACT Health Promotion, The Union, tobacco use in São Paulo and Acre, and the State Sanitary Surveillance of Mato Grosso do Sul.","xxx","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Answer not provided","In March 2013, the Government of Canada announced: the establishment of an RCMP Anti-Contraband Tobacco Force of 50 resources; the Trafficking in Contraband Tobacco Act  to establish mandatory minimum penalties for repeat offenders; and, funding of $3 million over two years for ten additional resources in First Nations police services to focus on contraband tobacco.","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Afin de Lutter contre le commerce illicité au Tchad, chaque paquet de Cigarette en vente  doit comporter la mention suivante:""fabriquées et vendues au Tchad"". Il est important de souligner aussi que le Tcad a engagé le processus de ratification protocole commerce illicite des produits de tabac. Actuellement, le protocole a été adopté aux conseils de cabinet du Ministre Secrataire Général du Gouvernement","Report not provided","Report not provided","WHO African Region"
"33","Chile","Se está estudiando junto al Ministerio de Relaciones Exteriores el Protocolo de Comercio Ilícito de Productos de Tabaco.","Se está estudiando junto al Ministerio de Relaciones Exteriores el Protocolo de Comercio Ilícito de Productos de Tabaco.","Se está estudiando junto al Ministerio de Relaciones Exteriores el Protocolo de Comercio Ilícito de Productos de Tabaco.","WHO Region of the Americas"
"34","China","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Se está en proceso de ratificación del Protocolo para la eliminación del comercio ilícito de productos de tabaco (Colombia lo firmó en la Quinta Conferencia de las Partes en Seúl, 2012).","Se está en proceso de ratificación del Protocolo para la eliminación del comercio ilícito de productos de tabaco (Colombia lo firmó en la Quinta Conferencia de las Partes en Seúl, 2012).","Se está en proceso de ratificación del Protocolo para la eliminación del comercio ilícito de productos de tabaco (Colombia lo firmó en la Quinta Conferencia de las Partes en Seúl. 2012).","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Le Congo, membre actif de la CEMAC et de lOMD, bénéficie dune aide de lUnion Européenne et de la FMI pour la reforme fiscale","Answer not provided","WHO African Region"
"38","Cook Islands","no change since the last report","Answer not provided","Cook Islands did not sign the WHO FCTC Protocol on Illicit Trade on Tobacco Products","WHO Western Pacific Region"
"39","Costa Rica","Se implementó  una línea de  coordinación interinstitucional e intersectorial entre Ministerio de Salud, la Dirección General de Aduanas del Ministerio de Hacienda, Policía de Control Fiscal, Fuerza Pública y Policía Municipal permitiendo el trabajo conjunto para optimizar los recursos y evitar duplicidad de funciones, cuyo objetivo es detectar productos de tabaco  ilícitos falsificados y  contrabando ¨que circula en el país de manera ilegal, según lo contempla la Ley 9028.

El proyecto N° 19.448 APROBACIÓN DEL PROTOCOLO PARA LA ELIMINACIÓN DEL COMERCIO ILÍCITO DE PRODUCTOS DE TABACO, fue votado por la Asamblea Legislativa a finales del 2016.

A partir de diciembre del 2014 el Ministerio de Hacienda y la Cámara Costarricense Norteamericana de Comercio (AmCham) utilizan  la aplicación web www.mercado ilegal.com que permite a los ciudadanos reportar de forma directa situaciones de comercio ilegal en el país y se creó el www.catalogomercadoilegal.comDecreto # 35410 MEIC-G-SP-H publicado en la Gaceta N° 95 del 20 de mayo del 2014 se declara de interés público y nacional la lucha contra el comercio ilícito  y se crea la comisión mixta contra el comercio ilícito
Ley para mejorar la lucha contra el contrabando N° 9328 Gaceta 220 del 12 de noviembre del 2015.

Actualmente, el Programa de Control de Tabaco del Ministerio de Salud intentó implementar el sistema de trazabilidad para productos de tabaco, en conjunto con otra empresa estatal, el cual pretende contar con un sistema que permita detectar las prácticas ilegales de comercialización de cigarrillos, pero la industria tabacalera y las cámaras empresariales han hecho presión para evitar que se instale, por lo que por orden de la ministra de salud el proyecto se mantiene en stand by.","Se implementó  una línea de  coordinación  interinstitucional e intersectorial entre Ministerio de Salud,  Ministerio de Hacienda: Dirección General de Aduanas, Policía de Control Fiscal, Fuerza Pública  y Policía Municipal permitiendo el trabajo conjunto para optimizar los recursos y evitar duplicidad de funciones, cuyo objetivo es detectar productos de tabaco  ilícitos falsificados y  contrabando ¨que circula en el país de manera ilegal, según lo contempla la Ley General de Control de Tabaco y sus Efectos Nocivos en la Salud Pública (Ley 9028).

Se efectuaron  acciones de abogacía de manera tal que los  miembros de la Comisión Permanente Especial de Relaciones Internacionales y Comercio Exterior emitieron el  DICTAMEN  UNÁNIME AFIRMATIVO sobre el proyecto:  “APROBACIÓN DEL PROTOCOLO PARA LA ELIMINACIÓN DEL COMERCIO ILÍCITO DE PRODUCTOS DE TABACO”,   expediente N.º 19.448, iniciativa del Poder Ejecutivo.  El proyecto fue iniciado el 20 de enero de 2015, y publicado en La Gaceta N.º 40,  de 26 de febrero de 2015. Y en este momento ocupa el lugar número 22 en la corriente legislative. Es importante mencionar que se reanudó la coordinación con los funcionarios del Ministerio de Hacienda dado el interés de las autoridades actuales, a fin de  implementar un  sistema  de seguimiento y localización de los productos de tabaco y sus derivados, el cual permitiría identificar los puntos de desvío de las cajetillas para su distribución illegal.  

A partir de diciembre del 2014 el Ministerio de Hacienda y la Cámara Costarricense Norteamericana de Comercio (AmCham) utilizan  la aplicación web www.mercado ilegal.com que permite a los ciudadanos reportar de forma directa situaciones de comercio ilegal en el país y se creó el www.catalogomercadoilegal.comDecreto # 35410 MEIC-G-SP-H publicado en la Gaceta N° 95 del 20 de mayo del 2014 se declara de interés público y nacional la lucha contra el comercio ilícito  y se crea la comisión mixta contra el comercio ilícito
Ley para mejorar la lucha contra el contrabando N| 9328 Gaceta 220 del 12 de noviembre del 2015","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Il existe, dune manière générale, des mesures réglementaires relatives au commerce illicite et à la contrebande.","Answer not provided","Source :1) Base juridique sur le commerce illicite du tabac Décret N° 65-74 DU 06/03/1965 fixant les règles particulières de marquage des tabacs à fumer des cigares et des cigarettes ; 2) loi N° 2013-865 du 23/12/2013 RELATIVE A LA LUTTE CONTRE LA CONTREFACON ET LE PIRATAGE","WHO African Region"
"41","Croatia","In relation to the Act on the implementing of customs legislation of the European union, and in regard to Article 70, the goods that were the object of a customs offense, as well as any means of transport or conveyance used for the transport or conveyance of goods that were the object of the offence, shall be confiscated. In case of goods that were the object of criminal proceedings, Articles 556-563 of the Criminal Proceedings Act prescribe the penalty of confiscating the earnings, that is property, accumulated in the criminal act, which in this case is smuggling of tobacco products.","Article 15.4(e): Pursuant to Article 21 and 81 of the Act implementing of customs provisions of the European union, and in regard to Article 71 and 74, the goods that were the object of a customs offense, as well as any means of transport or conveyance used for the transport or conveyance of goods that were the object of the offence, shall be confiscated. In case of goods that were the object of criminal proceedings, Articles 556-563 of the Criminal Proceedings Act prescribe the penalty of confiscating the earnings, that is property, accumulated in the criminal act, which in this case is smuggling of tobacco products","Article 15.4(e): Pursuant to Article 240 paragraph 1 points 1 and 2 of the Customs Act and in regard to Article 245 the goods that were the object of a customs offense as well as any means of transport or conveyance used for the transport or conveyance of goods that were the object of the offence shall be confiscated. In case of goods that were the object of criminal proceedings Articles 556-563 of the Criminal Proceedings Act prescribe the penalty of confiscating the earnings that is property accumulated in the criminal act which in this case is smuggling of tobacco products.","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","International co-operation in the field of tax administration is gradually improving. It is based mainly on regular exchange of information, data sharing, usage of the EU electronic system (ELO), and bilateral contacts.","International co-operation in the field of tax administration is gradually improving. It is based mainly on regular exchange of information, data sharing, usage of the EU electronic system (ELO), and bilateral contacts.","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Il est prévu prochainement de signer un protocole avec tous les services publics oeuvrant aux frontières pour reiner le commerce illicite.","Il est prévu prochainement de signer un protocole avec tous les services publics oeuvrant aux frontières pour reiner le commerce illicite.","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","De acuerdo al Servicio Nacional de Aduana del Ecuador (SENAE), en el ámbito de la frontera terrestre, constituye delito de contrabando la descarga, venta y acopio en la zona de libre tránsito, de cantidades comerciales de mercancías extranjeras que no se han sometido al cumplimiento de las formalidades aduaneras.

En caso de viajeros mayores de 18 años de edad que ingresan por las fronteras terrestre, es permitido el ingreso máximo 3 cajetillas de cigarrillos;

De acuerdo a las atribuciones de la Dirección Nacional de Intervención (DNI) en coordinación con la Unidad de Vigilancia Aduanera (UVA) del Servicio Nacional de Aduanas del Ecuador (UVA), dentro de sus objetivos  se encuentra programado el control a este tipo de mercancías “productos de tabaco” y evitar el tráfico de ilícito de esta clase de mercancías. 

Para efectos sancionatorios por contrabando, se considera la siguiente normativa en el cual expresa el respectivo procedimiento.

Resolución Nro. SENAE-DGN-2015-0051-RE “Lineamientos para Regularizar la Mercancía Aprehendida en Zona Secundaria Respecto de la cual se ha Iniciado un Proceso de Contravención Administrativa”.

Resolución Nro. SENAE-DGN-2013-0361-RE “Generalidades del Régimen Transfronterizo"".

Para el intercambio de información entre autoridades aduaneras, tributarias y otras autoridades, el Servicio Nacional de Aduanas del Ecuador (SENAE) realiza intercambio de información con el SRI, la Agencia Nacional de Tránsito (ANT), la Dirección Nacional de Registro de Datos Públicos (DINARDAP), el Ministerio de Comercio Exterior, entre otros.

De acuerdo a la normativa aduanera, se consideran como mercancías no aptas para ser subastadas las siguientes: 

Mercancías de prohibida importación 
Mercancías que vulneren derechos de propiedad intelectual 
Mercancías no aptas para el consumo humano
Mercancías que carezcan de documentos de acompañamiento o de soporte relacionados con restricciones técnicas al comercio. 

Así también, mediante Resolución (SENAE-DGN-2012-00238-RE, 03-jul-12) Artículo 7, se establece lo siguiente:
""Mercancía no apta para el consumo humano.- La mercancía caducada o no apta para el consumo humano, exceptuando a los medicamentos, será obligatoriamente destruida sentando los hechos en un acta a cargo de la Dirección de Zona Primaria. En la destrucción se observarán las normas vigentes en materia medioambiental.""

El SENAE controla dentro de sus procesos aduaneros el ingreso de la mercancía , así como puede efectuar controles posteriores para constatar que se ha cumplido con la obligación aduanera en todo aspecto.

Además el Código Orgánico de la Producción, Comercio e Inversiones (COPCI) establece:
Art. 207.- Potestad Aduanera.- La potestad aduanera es el conjunto de derechos y atribuciones que las normas supranacionales, la ley y el reglamento otorgan de manera privativa al Servicio Nacional de Aduana del Ecuador para el cumplimiento de sus fines.

Art. 145.- Control Posterior.- Dentro del plazo de cinco años contados desde la fecha de pago de los tributos al comercio exterior el Servicio Nacional de Aduana del Ecuador podrá someter a verificación las declaraciones aduaneras, así como toda información que posea cualquier persona natural o jurídica que guarde relación con mercancías importadas.

El SENAE lidera el “Plan Integral de Lucha Contra el Contrabando y la Defraudación”, en el cual se ha logrado integrar los esfuerzos y recursos de 20 instituciones.

Este Plan se compone de estrategias integrales, con acciones para conseguir mejoras y modernizaciones en los sistemas de control, servicios y otros como la tipificación de delitos aduaneros, restructuración de infraestructura y asistencia técnica oportuna.","Answer not provided","Answer not provided","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","NO EXISTE LEY","NO EXISTE LEY","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","* Related to the answer to question C.3.1.9, the Union Customs Code (Articles 197 -200) contains provisions related to the destruction of goods – but does not set out rules as to environmentally friendly methods.
OLAF webpage on cigarette smuggling: https://ec.europa.eu/anti-fraud/investigations/eu-revenue/cigarette_smuggling_en
* Related to the answer to question C.3.1.5: the secondary legislation relating to the establishment and operation of the EUs traceability system requires that a human readable code to accompany all unique identifier markings on unit packets, allowing electronic access to the information contained in the unique identifer","OLAF’s web page on cigarettes:  https://ec.europa.eu/antifraud/investigations/eu-revenue/cigarette_smuggling_en.","The EC and its Member States currently have legally binding and enforceable Agreements with four major tobacco manufacturers namely Philip Morris International (PMI) Japan Tobacco International (JTI) British American Tobacco (BAT) and Imperial Tobacco Limited (ITL). These Agreements oblige the Manufacturers to comply with the requirements outlined at 3.3.1.1 to 3.3.1.7. 
Details on the OLAF''s work on this area: http://ec.europa.eu/anti_fraud/investigations/eu-revenue/cigarette_smuggling_en.htm","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"62","Germany","The Member States of the European Union monitor and control the movement of excisable products by applying the ""Excise Movement an Control System"" (EMCS). It also enables governments and authorities to exchange data and collaborate in case of dubious or uncompleted movements.","The Member States of the European Union monitor and control the movement of excisable products by applying the ""Excise Movement an Control System"" (EMCS). It also enables governments and authorities to exchange data and collaborate in case of dubious or uncompleted movements.","Answer not provided","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Very recently, a new law on tobacco product illicit trade control is open to public discussion. However, the interference of tobacco industry in implementing track and tracing systems for illicit trade control is not excluded, contrary to the Preamble and article 4 of the Protocol.","Answer not provided","WHO European Region"
"65","Grenada","There is also a Negative List issued by The Ministry Of  Trade which requires an Importer to apply for a Trade Licence to Import Cigarettes from an Extra-Regional Country into Grenada.","There is also a Negative List issued by The Ministry Of  Trade which requires an Importer to apply for a Trade Licence to Import Cigarettes from an Extra-Regional Country into Grenada.","Answer not provided","WHO Region of the Americas"
"66","Guatemala","La legislación sobre contrabando no es específica para productos del tabaco.  Algunas reformas recientes han intentado fortalecerla.

Existe legislación complementaria, por ejemplo, la Ley de Extinción de Dominio, que funciona para el caso de contrabando de productos del tabaco, aunque no sea específica para este tipo de materiales.","En enero de 2016 fue presentada una Iniciativa de Ley en el Congreso de la República, que pretende fortalecer las acciones de combate al comercio ilícito de productos del tabaco.  La denominada ""Comisión Nacional contra el Contrabando"" también ha implementado acciones parciales en el tema.","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Es imperativo el apoyo de los operadores de justicia (Poder Judicial, Ministerio Público, Polícia Nacional, Inteligencia etc.) para el cumplimiento del Artículo 15 del CMCT de la OMS.","Es imperativo el apoyo de los operadores de justicia (Poder Judicial, Ministerio Público, Polícia Nacional, Inteligencia etc.) para el cumplimiento del Artículo 15 del CMCT de la OMS.","La Ley Especial para el Control del Tabaco y su Reglamentación establece además que las sanciones aplicables al comercio ilícito de productos derivados de tabaco. serán regulados conforme a las disposiciones del Capítulo XIII-A Artículo 392-A de los Delitos de Contrabando y Defraudación Fiscal y sus Penas. contenidos en el Código Penal vigente.","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","The Act CXXXIV of 2012 on „Reducing Smoking Prevalence among Young People and Retail of Tobacco Products” from 1st July 2013. tobacco products can only be purchased in 7000 supervised tobacco stores with concession. instead of in more than 40 000 shops all over the country before.","WHO European Region"
"72","Iceland","We do not have any official data on illicit trade on tobacco products.","We do not have any official data on illicit trade on tobacco products.","Answer not provided","WHO European Region"
"73","India","Report not provided","The  theme of World No Tobacco day (2015)  was related to Illicit trade, Ministry of Health & Family Welfare organized a sensitization programme  for the relevant stakeholders, who are primarily responsible for implemementation of the Protocol.","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Answer not provided","With regard to the answers provided to questions 3.3.1.1 3.3.1.2 and 3.3.1.3 in relation to tobacco products and product movement excisable tobacco products are subject to specific requirements by the Revenue Commissioners up to the point where the tax is paid with a view to ensuring collection of tax revenues. Tax stamps are required for specified tobacco products (cigarettes & RYO). Tax stamps contain information showing the trader and the payment of Irish excise duty. Excisable tobacco products are also subject to the terms of Directive 2008/118/EC as regards control & movement of duty suspended product.","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
