"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","none","none","Answer not provided","WHO Region of the Americas"
"14","Belarus","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Focal points for tobacco control were nominated at state and entity level. 

Thanks to support provided under the Reducing Health Risk Factors Project in Bosnia and Herzegovina which is funded by the Swiss Agency for Development and Cooperation (SDC) and implemented by the World Bank – Country Office in BiH the following draft documents are being developed in the Federation of BiH and Republic of Srpska: Draft Planning Document on protecting the health from tobacco and tobacco products (in the Federation BiH) and Draft Strategy on protecting the health from tobacco and other smoking products (in Republic of Srpska).","Answer not provided","Answer not provided","WHO European Region"
"21","Botswana","There is need to fully capacitate the Focal Point.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","XXX","Answer not provided","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Avant l’adoption de cette Loi 040 la lutte antitabac était régie par des règlements et décrets (Code santé publique le code de la publicité la réglementation de la publicité et des lieux de consommation des textes sur ‘emballage et les étiquettes à vocation antitabac…","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Les réunions de la Commission et du secrétariat technique de la Commission se tiennent régulièrement. en moyenne une réunion par trimestre pour ce qui est des rencontres de concertation au niveau du Secrétariat Technique de la Commission","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Canadas NGOs play an important role in monitoring implementation of the FCTC in Canada. For instance, in October 2017, the Canadian Cancer Society released a report entitled ""Overview Summary of Federal/Provincial/Territorial Tobacco Control Legislation in Canada"". It can be found at http://convio.cancer.ca/documents/Legislative_Overview-Tobacco_Control-F-P-T-2017-final.pdf.","Answer not provided","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Answer not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","No hay información adicional","No hay información adicional","La Ley 19.419 en su Artículo 7º establece la obligatoriedad de incluir esta temática en el programa de estudio de Educación General Básica.
Para el cumplimento de este artículo este Ministerio elaboró. un documento denominado Propuesta para la implementación de la Ley de Tabaco en establecimientos educacionales cuyo objetivo. es el de incorporar el tema de tabaco. en los estudiantes de 4° a 8° Básico y de Tercero a Cuarto Medio de los establecimientos educacionales del país. 
El Departamento de Promoción de la Salud. de la Subsecretaría de Salud Pública del Ministerio de Salud ha fomentado el desarrollo de planes comunales de Promoción de Salud. En su documento Orientaciones 2011 - 2015. establece el objetivo de instalar condiciones estructurales estables en el tiempo que sustenten el cambio de estilos de vida a través del desarrollo de entornos saludables para la población. En esta estrategia se consideran entornos comunitarios. laborales y educativos y se insta a incorporar en sus componentes temáticos la Vida libre de humo de tabaco.","WHO Region of the Americas"
"34","China","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Bien que ces points ne soient pas mis en œuvre nous avons la loi relative à la lutte antitabac qui prévoit l’attribution des amendes à la hauteur de 40% à la lutte antitabac ainsi que les recettes de la taxe spécifique sur le tabac qui sont attribuées à la couverture des dépenses du régime de l’assurance-maladie.","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Ley General de Control de Tabaco  y sus efectos nocivos en la salud vigente desde marzo 2012.
Reglamento a la Ley General de Control de Tabaco  y sus efectos nocivos en la salud junio 2012.
Ministerio de Trabajo DAJ-D-162-2012 alcances de la ley de control del fumado en las relaciones laborales según la ley y el reglamento julio 2012.
Ministerio de Seguridad Directriz 01-2013 DGFP Protocolo de Actuación policial en la aplicación de la Ley General de Control de Tabaco  y sus efectos nocivos en la salud.
Suscripción Tratado Internacional Comercio Ilícito Tabaco Jueves  21 de marzo de 2013.
Reglamento de Etiquetado de los Productos de Tabaco y sus Derivados julio 2013. 
Ministerio de Salud DM5940 -2014 sobre ratificación del Tratado de Comercio Ilícito.
Viceministerio de la presidencia DVMP-FRM-209-2015 sobre ante proyecto aprobación del Protocolo de comercio ilícito, expediente 19448.
Proyecto de ley aprobación del protocolo para la eliminación del comercio ilícito de productos de tabaco Expediente N.º 19.448  Este proyecto se votó en la Asamblea Legislativa a finales del 2016.

El Ministerio de Salud en sus 3 niveles de gestión a partir del 2015 desarrolla proyectos institucionales e intersectoriales. Asimismo las instituciones a las que se les otorga fondos de la Ley 9028.","Ley General de Control de Tabaco  y sus efectos nocivos en la salud vigente desde marzo 2012.
Reglamento a la Ley General de Control de Tabaco  y sus efectos nocivos en la salud junio 2012.
Ministerio de Trabajo DAJ-D-162-2012 alcances de la ley de control del fumado en las relaciones laborales según la ley y el reglamento julio 2012.
Ministerio de Seguridad Directriz 01-2013 DGFP Protocolo de Actuación policial en la aplicación de la Ley General de Control de Tabaco  y sus efectos nocivos en la salud.
Suscripción  Tratado Internacional Comercio Ilícito Tabaco Jueves  21 de marzo de 2013.
Reglamento de Etiquetado de los Productos de Tabaco y sus Derivados julio 2013. 
Ministerio de Salud DM5940 -2014 sobre ratificación del Tratado de Comercio Ilícito.
Viceministerio de la presidencia DVMP-FRM-209-2015 sobre ante proyecto aprobación del Protocolo de comercio ilícito, expediente 19448.
Proyecto de ley aprobación del protocolo para la eliminación del comercio ilícito de productos de tabaco Expediente N.º 19.448  Este proyecto el 26-1-2015  pasó a estudio e informe de la Comisión Permanente de Relaciones Internacionales y de Comercio Exterior.
Dictamen unánime afirmativo del 23 de julio del 2015 aprobación del protocolo para la eliminación del comercio ilícito de productos de tabaco Expediente N.º 19.448 Comisión Permanente de Relaciones Internacionales y de Comercio Exterior.

El Ministerio de Salud en sus 3 niveles de gestión a partir del 2015 desarrolla proyectos institucionales e intersectoriales. Asimismo las instituciones a las que se les otorga fondos de la Ley 9028.","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Answer not provided","Answer not provided","Tobacco Control Action Plan 2013-2016 (Croatian language): http://www.zdravlje.hr/programi_i_projekti/akcijski_planovi","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Answer not provided","Answer not provided","Note to 3.1.1: 
There is no comprehensive multi-sectoral tobacco control strategy/plan in the Czech republic currently. However their preparation is underway.
Currently mainly three national strategies relate to the tobacco issue:
Health 2020 – National Strategy for public health protection and promotion and prevention of diseases (since January 2014)
( http://www.mzcr.cz/Verejne/dokumenty/zdravi-2020-narodni-strategie-ochrany-a-podpory-zdravi-a-prevence-nemoci_8690_3016_5.html )

A long-term Programme for improving the Health of the Population of the
Czech Republic: Health for all in the 21st century
(since 2002 mainly target 12 will be valid until implementing documents on tobacco control under Health 2020 will be approved)
( http://www.mzcr.cz/cizinci/dokumenty/zdravi-pro-vsechny-v-stoleti_2461_1101_5.html)

 National Drug Policy Strategy for period 2010 - 2018 + its Action Plan for period 2013-15; 
( http://www.vlada.cz/assets/ppov/protidrogova-politika/National-Drug-Policy-Strategy-for-the-Period2010-2018.pdf )","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","“Stop Smoking” markers were printed with cooperation of WHO and pasted in the stop smoking places for tobacco control. In addition. IEC materials for stop smoking including “stop smoking” markers and posters were developed and used for tobacco control while IEC activities for stop smoking using publication and broadcasting are strengthened in the country.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","La struture existe et fonctionnelle (PNLCT) dépuis 2003
Structre de coordination (CNMLT) élaborée en 2016 non encore sanctionné par un décret du Prémier Ministre.","La lutte anti tabac en RDC a bénéficiée de lassistance technique et financière du Sécretariat de la Convention pour lévaluation des besoins pour la mise en oeuvre de la CCLAT. Assistance qui a permis lélaboration du plan stratégique national et du Décret portant création dun comité National multisectoriel de la lutte anti tabac.","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","El Proyecto de Control de Tabaco es parte de la Dirección de Promoción de la Salud. de acuerdo con el nuevo Estatuto del Ministerio de Salud Pública (2013)","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","En Enero de 2014 FOSALUD realizará la primera investigación poblacional a nivel nacional sobre prevalencia. dinámica de consumo. conocimientos. actitudes y percepciones de la población de 18 a 65 años sobre los riesgos del tabaco; además investigará la demanda potencial de servicios de tratamiento para la deshabituación del tabaco y en grado de conocimiento que esta población tiene de la ley nacional para el control del tabaco.","WHO Region of the Americas"
"52","Equatorial Guinea","EL PLAN ESTRATEGICO NO ESTA VALIDADO","EL PLAN ESTRATEGICO NO ESTA VALIDADO","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","The EU Health Programme 2014 -2020 provides for various possibilities of financing initiatives in the area of public health, including on tobacco control. See: http://ec.europa.eu/health/programme/policy/index_en.htm.","The EU Health Programme 2014 -2020 provides for various possibilities of financing initiatives in the area of public health, including on tobacco control. See: http://ec.europa.eu/health/programme/policy/index_en.htm.","The new EU Health Programme 2014 -2020 provides for various possibilities of financing initiatives in the area of public health including on tobacco control. 
See: http://ec.europa.eu/health/programme/policy/index_en.htm","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Answer not provided","1) Les textes dapplications de la loi sur la lutte antitabac 006/2013 ont été élaborés et sont en cours de signature par le Gouvernement.
2) Un plan stratégique de lutte antitabac a été élaboré et validé (PNLT, OMS, CLATA , Administrations publiques et ONG impliquées)","La loi prévoit la création d’une Commission nationale chargée de la coordination des actions de lutte antitabac.","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"62","Germany","One of the six targets for health on the national level is to reduce tobacco consumption. An action plan has been set up in 2003. In 2015 the health target ""reduce tobacco consumtion"" was revised. More information  can be found under www.gesundheitsziele.de 
Reducing Tobacco consumption is also one of the indicators in the National strategy on sustainability.","One of the six targets for health on the national level is to reduce tobacco consumption. An action plan has been set up in 2003. In 2015 the health target ""reduce tobacco consumtion"" was revised. More information  can be found under www.gesundheitsziele.de 
Reducing Tobacco consumption is also one of the indicators in the National strategy on sustainability.","One of the six targets for health on the national level is to reduce tobacco consumption. An action plan has been set up in 2003. Since 2011 the health target and the action plan are under discussion. More information about the process can be found under www.gesundheitsziele.de  
Reducing Tobacco consumption is also one of the indicators in the National strategy on sustainability.","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"65","Grenada",NA,NA,"Answer not provided","WHO Region of the Americas"
"66","Guatemala","Answer not provided","Answer not provided","Las responsabilidades se encuentran dispersas en dependencias que se ocupan de temas específicos","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Pas dinformation","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Se continúa trabajando con la sociedad civil como la Alianza Hondureña Antitabaco y las sugerencias de la OMS en la actualización de las imágenes o pictogramas y mensajes de advertencias para ser impresos en las cajetillas de cigarrillos de tabaco.  Así como, otros aspectos del Convenio Marco para el Control del Tabaco de la OMS, tales como el control del contrabando de productos de tabaco, búsqueda de alternativas para el incremento de precios e impuestos a productos de tabaco, entre otros.","Se continúa trabajando con la sociedad civil como la Alianza Hondureña Antitabaco y las sugerencias de la OMS en la actualización de las imágenes o pictogramas y mensajes de advertencias para ser impresos en las cajetillas de cigarrillos de tabaco.  Así como, otros aspectos del Convenio Marco para el Control del Tabaco de la OMS, tales como el control del contrabando de productos de tabaco, búsqueda de alternativas para el incremento de precios e impuestos a productos de tabaco, entre otros.","Se està trabajando con otras instituciones del Estado y la OPS en lo relacionado al protocolo del CMCT sobre el comercio ilícito del tabaco.","WHO Region of the Americas"
"71","Hungary","Report not provided","Based on the WHO FCTC enounced through the Act III of 2005, the Parties, as Hungary establishes or strengthens and finances a national coordination mechanism or focal points for combatting the tobacco consumption (Article 5, item 2.a.) in order to efficiently implement the Framework Agreement.
The Tobacco Focal Point is a national institution which provides decision-making and daily objects of the coordinating, policy-monitoring and evaluation, data-collectioning and planning, national reporting as well as international communication tasks during the implementation of national coordination activities related to the control of tobacco consumption.
Its further activities are:
Comprehensive and evaluation activities,
Supervision of collecting social, economic and health indicators related to the tobacco consumption, research, organization, coordination,
Implementation of multi-sectoral strategic planning and coordination activity related to the reduce of tobacco use,
Tobacco-using prevention related to the youth, preparing prevention programmes, collecting the best practices, registry-creating and suggesting programmes for the educational institutions. Preparation of framework of the national spreading and participation in the realisation process,
Implementation of model-programmes and supervision of its efficiency,
Implementation of national and international programmes, cooperation with several foreign partners at all levels active in the reducing of tobacco use, utilization of international experiences in the national programming,
Monitoring of activities of the NGOs, cooperation, joint programming,
Creating and running database related to the laws, regulations of the reducing of tobacco use and the information of their adaptations.
Participation in the preparation, implementation and evaluation processes related to the Framework Convention on Tobacco Control and in the national implementation of the convention.","Answer not provided","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","The following new initiatives have been taken by the Ministry of Health & family Welfare

The proces of GATS - 2 has been initiated and shall be conducted in 2016-17.
Cessation services have been strengthened by launch of the  mCessation initaitive. 011 - 22901701
Minsitry of Health & family Welfare is launching the national TOLL FREE QUITLINE","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"79","Jamaica","The Ministry intends to have the legislation in place for the 2018/2019 legislative year.","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","دور اللجنة الوطنية هو دور تنسيقي  رقابي ورسم السياسات العامة","دور اللجنة الوطنية هو دور تنسيقي  رقابي ورسم السياسات العامة","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Enforcement Officers had been appointed in relevant under the provision of the Tobacco Control Act 2013

Article 5.2:- Tobacco Control Committee is established.The Tobacco Control Act,2013 is also established and implemented.Together we proactively committed to reduce tobacco consumption and cessation tobacco program and more.","Enforcement Officers had been appointed in relevant under the provision of the Tobacco Control Act 2013

Article 5.2:- Tobacco Control Committee is established.The Tobacco Control Act,2013 is also established and implemented.Together we proactively committed to reduce tobacco consumption and cessation tobacco program and more.","Enforcement Officers had been appointed in relevant under the provision of the Tobacco Control Act 2013. The draft implementation on the Regulation is being aligned with Tobacco Control Act. Training of enforcement officers will be carried out in April 2014.
Article 5.2 - Tobacco Control Committee is established. The Tobacco Control Act 2013 is also established and implemented. Together we proactively committed to reduce tobacco consumption and cessation tobacco programmes and more. 
School sessions as well as community presentations to make people aware of the tobacco control policies.
An increase in funding provision will result in a more thorough and comprehension coverage of tobacco control program and implementation of the FCTC.","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Проводятся обучающие семинары на национальном и местном уровнях на межсекторальном уровне","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Answer not provided","There is no special department in the country which works on tobacco control issues, however responsibility is divided among the Centre for Disease Prevention and Control (research, health promotion) and The Ministry of Health  (policy development and intersectoral cooperation).","As it was reported in previous report tobacco use as one of major public health problems is included in National Public Health Strategy http://www.vm.gov.lv/images/userfiles/public_health_strategy_2011_2017.pdf. 
Smoking as one of the major public health problems to tackle is also included in National Development Plan 2014-2020 http://www.pkc.gov.lv/images/NAP2020%20dokumenti/NDP2020_English_Final.pdf [302] Goal 1 (page 48) By promoting a healthy lifestyle and improving planning and coordination in the healthcare system and the quality and accessibility of out-patient healthcare reduce the occurrence of risk factors of chronic diseases and external causes of death in the population thus facilitating the preservation and improvement of people''s health – which is the foundation of an enduring and productive working life. One of the measurable outcomes of this goal is to reduce the prevalence of regular smoking habit at the age of 15 (%) to 18.5% in 2030.","WHO European Region"
"89","Lebanon","Progress has been held back","Progress has been held back","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","تم تخصيص ميزانية لبرنامج المكافحة لتنفيد حملات تثقيفية تستهدف الشباب","تم تخصيص ميزانية لبرنامج المكافحة لتنفيد حملات تثقيفية تستهدف الشباب","Budget has been allocated to the control program and the implementation of educational campaigns aimed at young people.","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Ministry of Health is the main institution on responsible for FCTC implementation. Drug, Tobacco and Alcohol Control Department is the main institution for the Law on Tobacco Control implementation.","Answer not provided","WHO European Region"
"94","Luxembourg","-extension de linterdiction de fumer aux aires de jeux.
-extension de linterdiction de vapoter aux endroits où il est interdit de fumer.
-extension de linterdiction de fumer et de vapoter à tous les véhicules, si des mineurs de moins de 12 ans sont présents.
-extension de linterdiction de fumer et de vapoter dans toute enceinte sportive, si des mineurs de moins de 16 ans y font du sport. 
-interdiction de vente de produits du tabac et de cigarettes électroniques aux moins de 18ans.","-extension de linterdiction de fumer aux aires de jeux
-extension de linterdiction de vapoter aux endroits ou il est est interdit de fumer","Answer not provided","WHO European Region"
"95","Madagascar","Dû à la mise en œuvre de la CCLAT, une partie sur le taxe spéciales des produits du tabac a été acquise au profit de lOFNALAT dans la lutte antitabac","implication du Ministère de la Santé depuis 2015","Answer not provided","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","NONE","NONE","Answer not provided","WHO South-East Asia Region"
"98","Mali","RAS","RAS","Answer not provided","WHO African Region"
"99","Malta","We have developed and implemented a strategy for the prevention and control of non communicable disease in Malta.","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","-","-","Answer not provided","WHO African Region"
"102","Mauritius","NONE","Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)",NA,NA,"The prevention and control of tobacco consumption is supported by community Tobacco Free Coalitions voluntarily and the increase tobacco control champions in the community.","WHO Western Pacific Region"
"105","Mongolia","Needs assessment  for the implementation of the WHO framework Convention on Tobacco control in Mongolia was done in 2015. Based of this needs assessment,  MoH revised the  Tobacco Control Law in 2017  and made  changes to the  Law. MoH  submitted it to the one of Member of Parliament , however, the Law is in waiting list of Parliament Agenda  until now.","Report not provided","A new comprehensive revision of the 2005 Tobacco Control Law was adopted by the State Great Hural of Mongolia and entered into force on 1 March 2013. See the text of the law in Annex 2.
The main provisions of the new law are as follows:
•	Requires that the state policy on tobacco control is included in is now included in a broader state public health policy and provides for principles guiding such policy including its protection from the interests of the tobacco industry;
•	Defines basic duties of the state citizens and legal entities in tobacco control;
•	Introduces new requirements concerning the import export manufacturing and trade of tobacco including limits of quantities imported for personal use;
•	Requires that all tobacco products carry health warnings and messages covering at least 50% of the surface including text pictures and pictograms. 
•	Forbids sale of tobacco products to and by people under 21 years of age and in packages of less than 20 pieces of cigarettes or not more than 200 grams of pipe tobacco in a one package;
•	Prohibits the sale of tobacco through vending machines and the Internet as well as in bars and entertainment places;
•	Provides for new rules concerning licensing of tobacco growing and of tobacco manufacturing importation and sale;
•	Prohibits all forms of tobacco advertising promotion and sponsorship including cross-border advertising originating and entering from the country''s territory. The ban also applies to the free distribution of tobacco products and donations made by the tobacco industry;
•	Prohibits smoking in public places and public transport facilities including outdoor areas parks and playgrounds;
•	Establishes a Health Promotion Foundation utilizing 2% of tobacco excise taxes aimed at promoting healthy lifestyles and reduce tobacco consumption in the population;
•	Measures to monitor and enforce the law including higher fines for non-compliance with the required measures.
The text of the law is available in annex 2.
The Permanent representative of Mongolia to the United Nations has signed the Protocol to Eliminate Illicit trade in Tobacco products in November 2013.","WHO Western Pacific Region"
"106","Montenegro","Tobacco Agency has strengthened its capacity.","Tobacco Agency has strengthened its capacity.","The Law on limiting the use of tobacco products serving as legal basis for tobacco control in Montenegro was adopted in 2004. (amandndment were made in 2011 and 2012). The text of the law is provided in Annex.","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
