"","Party","2018","2016","2014","Region"
"15","Belgium","La nouvelle directive européenne 2014/40/UE est dapplication depuis le 20 mai 2016.  Le système EUCEG mis en place par la Commission européenne est utilisée pour récolter les données des fabricants de tabac.","Answer not provided","Pas de changements concernant ces aspects depuis le dernier rapport. Obligation annuelle pour les producteurs de fournir aux autorités certaines informations sur le contenu des produits (ingrédients données toxicologiques étiquetage émission de CO nicotine et goudron).","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Les importateurs de cigarettes déposent les résultats danalyse de leurs produits vendus sur le marché béninois une fois par an au ministère de la santé selon le décret dapplication de la loi antitabac du Bénin","Les importateurs de cigarettes déposent les résultats danalyse de leurs produits vendus sur le marché béninois une fois par an au ministère de la santé selon le décret dapplication de la loi antitabac du Bénin","le décret dapplication de la loi antitabac du Bénin exige que les vendeurs de cigarettes marquent sur les emballages la teneur en nicotine monoxyde de carbone et en goudron les normes à respecter sont 10 mg goudron 1 mg nicotine et 10 mg CO","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Advocacy programs conducted to the officials of all the concerned agencies","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","In 2011 by State Authority for taxation as well as the Ministry of Trade of Federation BiH enforced the Rule on packaging of tobacco products with mandatory placement of all information''s related tobacco ingredients. In all imported and exported tobacco products supposed to be placed information''s related to content of CO tar and nicotine
Contents and emissions of tobacco products are harmonised with FCTC and covered by Republic of Srpska''s tobacco control bylaw on marking of packages of tobacco products.","WHO European Region"
"21","Botswana","International standards are used to regulate the contents and emissions since most of the products are imported. The local produced products are exported  and they have to comply with the stadards of where they are being  exported.  The only challenge we have is of products that get into our country illegaly. Some of them do not have enough information for the consumer. That being the case we have ensured that our upcoming law takes care of this.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","• Inclusion of new information that must be contained in the analytical reports presented at the time of registration / renewal of registration.","In the last two years, there haven´t been changes in the Brazilian sanitary legislation regarding the implementation of Article 10.","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","No change.","Report not provided","No change","WHO Western Pacific Region"
"24","Bulgaria","In 2016, the Law amending and supplementing the Law on Tobacco and Tobacco Products was adopted by the XIIIth National Assembly on 24 March 2016,","All manufacturers and importers of tobacco products provide information to the Tobacco and Tobacco Products Institute /System EMTOС/
Tobacco and Tobacco Products Institute publish information to the public on its website http://www.ttpi-bg.com/ /system PITOC/
Reporting and publication of information on tobacco products are enshrined in the Law on tobacco and tobacco products.","In compliance with the Bulgarian Legislation (Tobacco and Tobacco Products Law) the tobacco products manufacturers and importers have to submit the information about the tobacco products ingredients to the Tobacco and Tobacco Products Institute (TTPI member of the Agricultural Academy - Ministry of Agriculture and Food).","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Confer l’article 10 de la Loi 040","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Le marquage sanitaire informe le public sur les produits contenu dans le bâton de cigarette et de sa dangerosité","WHO African Region"
"29","Canada","The Tobacco Reporting Regulations enacted in 2000 require that tobacco manufacturers report to the Government the content and emissions of consumer tobacco products sold in Canada.

Under the previous labelling requirements, the toxic emissions statements displayed numerical values for six toxic emissions (tar; nicotine; carbon monoxide; formaldehyde; hydrogen cyanide; and, benzene). Research conducted by Health Canada has shown that the numerical values were not clearly understood by some smokers and most had little idea what the range of numbers displayed for each chemical meant. The numerical values have been replaced by four text-based statements that provide clear, concise and easy to understand information about the toxic substances found in tobacco smoke.","The Tobacco Reporting Regulations enacted in 2000 require that tobacco manufacturers report to the Government the content and emissions of consumer tobacco products sold in Canada.

Under the previous labelling requirements, the toxic emissions statements displayed numerical values for six toxic emissions (tar; nicotine; carbon monoxide; formaldehyde; hydrogen cyanide; and, benzene).  Research conducted by Health Canada has shown that the numerical values were not clearly understood by some smokers and most had little idea what the range of numbers displayed for each chemical meant.  The numerical values have been replaced by four text-based statements that provide clear, concise and easy to understand information about the toxic substances found in tobacco smoke.","The Tobacco Reporting Regulations enacted in 2000 require that tobacco manufacturers report to the Government the content and emissions of consumer tobacco products sold in Canada.
Under the previous labelling requirements. the toxic emissions statements displayed numerical values for six toxic emissions (tar; nicotine; carbon monoxide; formaldehyde; hydrogen cyanide; and. benzene). Research conducted by Health Canada has shown that the numerical values were not clearly understood by some smokers and most had little idea what the range of numbers displayed for each chemical meant. The numerical values have been replaced by four text-based statements that provide clear. concise and easy to understand information about the toxic substances found in tobacco smoke.","WHO Region of the Americas"
"30","Cape Verde","A Confirmer avec DGC : si la loi exiger des fabricants et des importateurs de produits du tabac qu’ils communiquent aux autorités gouvernementales des informations relatives à :","A Confirmer avec DGC : si la loi exiger des fabricants et des importateurs de produits du tabac qu’ils communiquent aux autorités gouvernementales des informations relatives à :","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Answer not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Comprendido en el Artículo 9° de la Ley 19.419 de Tabaco en Chile.

El proceso es el indicado en la ley 19.419 para solicitar autorización de venta de productos en la cual los fabricante e importadores deben informar al Ministerio de salud lo referido a los componente incorporados a los productos de tabaco en su proceso de fabricación. La no entrega de esta documentación implica la prohibición de la venta del producto.","Comprendido en el Artículo 9° de la Ley 19.419 de Tabaco en Chile.

El proceso es el indicado en la ley 19.419 para solicitar autorización de venta de productos en la cual los fabricante e importadores deben informar al Ministerio de salud lo referido a los componente incorporados a los productos de tabaco en su proceso de fabricación. La no entrega de esta documentación implica la prohibición de la venta del producto.","Comprendido en el Artículo 9° de la Ley 19.419 de Tabaco en Chile.","WHO Region of the Americas"
"34","China","对烟草农药残留以及主要组成部分，如添加剂、烟用纸张等进行检测，结果向政府当局报告。对卷烟烟气的焦油、烟碱、一氧化碳以及设计参数进行检测，结果向政府当局报告。对烟气中焦油、烟碱和一氧化碳含量进行检测，结果向公众披露，并在烟盒上进行标识。","部分烟草制品成分、烟草燃烧释放物、烟草设计参数及组成成分向政府当局报告。在烟盒上标识焦油、烟碱和一氧化碳量。","Cigarette tar nicotine carbon monoxide and residues of pesticides of there is no relevant legislative and administrative provisions. Cigarette tar nicotine and carbon monoxide parameters for testing have been designed and results reported to the administration. Pesticide residues on tobacco as well as major components such as additives cigarette paper are tested and results reported to the administration. Notes on the cigarette tar nicotine and carbon monoxide revealed to the public.","WHO Western Pacific Region"
"35","Colombia","El Ministerio de Salud y Protección Social ha liderado el proceso de articulación con el Ministerio Comercio, Industria y Turismo para la reglamentación del artículo 22 de la Ley 1335 de 2009, en el que se exige a los fabricantes e importadores que presenten cada año, siempre que el Ministerio de Salud y Protección Social lo solicite y en la forma que lo solicite, un informe sobre los ingredientes añadidos al tabaco, así como sobre los niveles de alquitrán, nicotina y monóxido de carbono presentes en el humo del tabaco.

Se cuenta con un Proyecto de Resolución para reglamentar este artículo de la Ley. Con el fin de adoptar esta reglamentación, se gestionó ante ICONTEC la conformación del comité de tabaco para la adopción de las normas ISO a Norma Técnica Colombiana de los estudios analíticos de los componentes del humo de tabaco de los cigarrillos. Este comité se ha denominado “Comité de plantas aromáticas y tabaco”, el cual sesiona cada 2 meses desde noviembre del 2014. Desde esa fecha se ha avanzado en la adopción de las Normas ISO necesarias para la reglamentación del artículo 22 de la Ley 1335 de 2009.","El Ministerio de Salud y Protección Social ha liderado el proceso de articulación con el Ministerio Comercio, Industria y Turismo para la reglamentación del artículo 22 de la Ley 1335 de 2009, en el que se exige a los fabricantes e importadores que presenten cada año, siempre que el Ministerio de Salud y Protección Social lo solicite y en la forma que lo solicite, un informe sobre los ingredientes añadidos al tabaco, así como sobre los niveles de alquitrán, nicotina y monóxido de carbono presentes en el humo del tabaco.

Se cuenta con un Proyecto de Resolución para reglamentar este artículo de la Ley. Este proyecto aún se encuentra en revisión por parte del área jurídica del Ministerio de Salud. Con el fin de adoptar esta reglamentación, se gestionó ante ICONTEC la conformación del comité de tabaco para la adopción de las normas ISO a Norma Técnica Colombiana de los estudios analíticos de los componentes del humo de tabaco de los cigarrillos. Este comité se ha denominado “Comité de plantas aromáticas y tabaco”, el cual sesiona cada 2 meses desde noviembre del 2014.

Exigencia de que se revele al público información relativa a:

El Estatuto del Consumidor (Ley 1480 de 2011), prevé dentro de sus disposiciones, lo siguiente: 
“ARTÍCULO 31: Publicidad de productos nocivos. En la publicidad de productos que por su naturaleza o componentes sean nocivos para la salud, se advertirá claramente al público acerca de su nocividad y de la necesidad de consultar las condiciones o indicaciones para su uso correcto, así como las contraindicaciones del caso. El Gobierno podrá regular la publicidad de todos o algunos de los productos de que trata el presente artículo.

Sobre el particular, el Ministerio de Comercio, Industria y Turismo tiene previsto realizar eventualmente una reglamentación del citado artículo. Además, la Ley reconoce que dicha información “es secreto industrial y será tratada de forma confidencial y con absoluto secreto”.","El Ministerio de Salud y Protección Social ha liderado el proceso de articulación con el Ministerio Comercio. Industria y Turismo para la reglamentación del artículo 22 de la Ley 1335 de 2009. en el tema de suministro de la información sobre ingredientes y emisiones de humo de tabaco por parte de la industria del tabaco al gobierno. Se cuenta con un Proyecto de Resolución para reglamentar este artículo de la Ley. al mismo tiempo que se está liderando el proceso de desarrollo de la fuente de información para recolección de los datos. El Ministerio de Comercio. Industria y Turismo. ha participado activamente en el proceso de consulta pública de la mencionada reglamentación. 

Exigencia de que se revele al público información relativa a:

El Estatuto del Consumidor (Ley 1480 de 2011). prevé dentro de sus disposiciones. lo siguiente: 
“ARTÍCULO 31: Publicidad de productos nocivos. En la publicidad de productos que por su naturaleza o componentes sean nocivos para la salud. se advertirá claramente al público acerca de su nocividad y de la necesidad de consultar las condiciones o indicaciones para su uso correcto. así como las contraindicaciones del caso. El Gobierno podrá regular la publicidad de todos o algunos de los productos de que trata el presente artículo.

Sobre el particular. el Ministerio de Comercio. Industria y Turismo tiene previsto realizar eventualmente una reglamentación del citado artículo.","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Voir l’article 10 de la loi relative à la lutte antitabac .","WHO African Region"
"38","Cook Islands","no change since the last report","Answer not provided","All importers of tobacco are required to submit annual reports (this is closely monitored by the Tobacco Focal Point) regarding the composition and content of tobacco products.","WHO Western Pacific Region"
"39","Costa Rica","Ley 9028, Capitulo lll Autoridad Sanitaria. Articulo 8 Potestades y Deberes de la autoridad sanitaria. Capitulo lV Etiquetado de los productos de tabaco. Artículo 9 El etiquetado de los productos de tabaco.                                 

Reglamento Capitulo lll artículos 11 al 15 de la declaración jurada de los ingredientes y emisiones de los productos de tabaco que se comercializan en el país costa Rica.    

Reglamento de etiquetado de los productos de tabaco y sus derivados N° 37778-S Gaceta 138","Ley 9028, Capitulo lll Autoridad Sanitaria. Articulo 8 Potestades y Deberes de la autoridad sanitaria. Capitulo lV Etiquetado de los productos de tabaco. Artículo 9 El etiquetado de los productos de tabaco.                                 Reglamento Capitulo lll artículos 11 al 15 de la declaración jurada de los ingredientes y emisiones de los productos de tabaco que se comercializan en el país costa Rica.                                                                                                                                                                     Reglamento de etiquetado de los productos de tabaco y sus derivados N° 37778-S Gaceta 138","Ley 9028. cap. III de la declaración jurada de los ingredientes y emisiones de los productos de tabaco que se comercializan en el país costa rica. articulo 11 al 15.","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Croatia has transposed Directive2014/40/EU into national legislation regarding the contents of tobacco products and of tobacco products disclosures.","Croatia is in transitional phase in regard to contents of tobacco products and of tobacco products disclosures due to transposing the Directive 2014/40/EU into the national law.","According to the Regulations on the content of information on all ingredients and their quantities strengthened by the type used in the manufacture of tobacco products and the method of informing the public (Official Gazette no. 39 /09 ) manufacturers and importers of tobacco products “ are obliged not later than 31 March of the current year for the previous year to submit to the Ministry of Health and Social Welfare through the Croatian National Institute for Public Health the list of all ingredients and their quantities by type and the type used in the manufacture of tobacco products. The list of ingredients is made specifically for each type of tobacco product and for each component indicates its function and category. The list of ingredients must be accompanied by a statement of the manufacturer or importer of tobacco products which addresses the reasons for the use of certain ingredients in tobacco products”. “All information submitted must be obtained or verified by an accredited laboratory based in Croatia and one of the authorized laboratories in the field of European Union”.“If the content of the contents of tobacco products is changed the manufacturer or importer of tobacco products is obliged to immediately notify the Ministry through the Croatian National Institute of Public Health.”

Tobacco Institute has accredited test methods for carbon monoxide nicotine and tar.","WHO European Region"
"42","Cyprus","Report not provided","With the passing of the new national legislation the way by which the information on tobacco products will be delivered to the appropriate officials will change. Information will be delivered through an online system hosted by the European Comittee.","Answer not provided","WHO European Region"
"43","Czech Republic","Act No. 110/1997 Coll. on Foodstuffs and Tobacco Products, on the amendment and additions to some related acts, as amended subsequently, applies. This is a national law implementing the current EU Tobacco Products Directive (Directive 2014/40/EU of the European Parliament and of the Council of 3 April 2014 on the approximation of the laws, regulations and administrative provisions of the Member States concerning the manufacture, presentation and sale of tobacco and related products and repealing Directive 2001/37/EC), which has been revised accordingly following the transposition of the Directive. Transposition process of the Directive to the aforementioned law was finished in 2016.The Directive includes, inter alia, provisions regarding regulation of tobacco product disclosure. 
Information on contents/emissions of tobacco products are publicly available on the websites of the Czech Agriculture and Food Inspection Authority:  http://www.szpi.gov.cz/lstDoc.aspx?nid=11323","Act No. 110/1997 Coll. on Foodstuffs and Tobacco Products, on the amendment and additions to some related acts, as amended subsequently, applies. 
It implements the current EU Tobacco Products Directive (2001/37/EC). 
Since 2015 revision of the mentioned law has been under way. Main reason is transposition of Directive 2014/40/EU of the European Parliament and of the Council of 3 April 2014 on the approximation of the laws, regulations and administrative provisions of the Member States concerning the manufacture, presentation and sale of tobacco and related products and repealing Directive 2001/37/EC, to the national law.  The Directive includes among others provisions regarding regulation of tobacco product disclosure. Draft bill is currently negotiated in the Senate of the Parliament of the Czech Republic.

Information on contents/emissions of tobacco products are publicly available on the websites of the Czech Agriculture and Food Inspection Authority:  http://www.szpi.gov.cz/lstDoc.aspx?nid=11323","nid=11323 
No substantial progress in the past two years.","WHO European Region"
"44","Democratic People's Republic of Korea","Updated tobacco law mandates the display of content of emission of CO and content and tobacco on all tobacco products.","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Actuellement, seules les teneurs en nicotine et en goudron sont exigées sur le conditionnement
des cigarettes.","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","El Art. 5 del Reglamento de la Ley Orgánica para la Regulación y Control del Tabaco. expresa: “El Ministerio de Salud Pública mediante acuerdo ministerial regulará el contenido y emisiones de los productos de tabaco. La información correspondiente que se entregue a la Autoridad Sanitaria Nacional por parte de la industria del tabaco dentro de este proceso regulatorio. será actualizada anualmente hasta el 30 de junio de cada año. La Autoridad Sanitaria Nacional definirá la información que debe ser difundida a la población. a fin de precautelar su salud”","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Disclosure only concernt the content of nicotine and tar of tobacco products.","WHO Eastern Mediterranean Region"
"51","El Salvador","Reglamento de la Ley para el Control del Tabaco. Decreto 63. 29 de mayo de 2015. Capítulo III. Advertencias sanitarias. Viñetas Informativas. Art. 10.· Además de las advertencias sanitarias, los envases primarios de los productos de tabaco y derivados deben llevar las viñetas informativas en las caras laterales, debiendo expresar en una de sus caras, textos en castellano con letra de color negro y fondo blanco, que pueda leerse de la base a la parte superior de la cajetilla, el siguiente mensaje: (a) Este producto MATA, (b) Tiennicotina, alquitrán y monóxido de carbon c)Busca ayuda al teléfono del MINSAL y FOSALUD. d) Venta prohibida a menores. Se prohíbe el uso de mensajes, símbolos, figuras, imágenes, signos figurativos y logos al interior de la cajetilla que estén vinculados con la fabricación, indicaciones de uso y promocionales de los productos de tabaco.","Reglamento de la Ley para el Control del Tabaco. Decreto 63. 29 de mayo de 2015. Capítulo III. Advertencias sanitarias. Viñetas Informativas. Art. 10.· Además de las advertencias sanitarias, los envases primarios de los productos de tabaco y derivados deben llevar las viñetas informativas en las caras laterales, debiendo expresar en una de sus caras, textos en castellano con letra de color negro y fondo blanco, que pueda leerse de la base a la parte superior de la cajetilla, el siguiente mensaje: (a) Este producto MATA, (b) Tiennicotina, alquitrán y monóxido de carbon c)Busca ayuda al teléfono del MINSAL y FOSALUD. d) Venta prohibida a menores. Se prohíbe el uso de mensajes, símbolos, figuras, imágenes, signos figurativos y logos al interior de la cajetilla que estén vinculados con la fabricación, indicaciones de uso y promocionales de los productos de tabaco.","Todas las cajetillas de cigarrillos exhiben por ley esta leyenda ''Este producto MATA.  contiene nicotina. alquitrán y monóxido de carbono''","WHO Region of the Americas"
"52","Equatorial Guinea","NO DISPONEMOS DE UNA LEY","NO DISPONEMOS DE UNA LEY","Report not provided","WHO African Region"
"53","Estonia","No changes since the last report.","No changes since the last report.","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","In the area of ingredients reporting (i.e. disclosure), Directive 2014/40/EU foresees a common electronic format for the reporting of tobacco ingredients, including both tobacco leaf and ingredients, including additives. 
 
For certain additives on a priority list, more in-depth studies and their disclosure is required by June 2018. The list of these additives (contained in cigarettes and roll-your-own tobacco) for which enhanced reporting obligations shall be set up by the Commission taking into account additives, 

a) for which initial indications, research, or regulation in other jurisdictions exist suggest that they contribute to the toxicity or addictiveness of the products concerned, impart a characterising flavour; facilitate inhalation or nicotine uptake; or lead to the formation of substances that have CMR properties, and

b) which are amongst the most commonly used additives by weight or number.

The Directive also requires manufacturers and importers to submit internal and external studies available to them on market research and preferences of various consumer groups, including young people and current smokers, as well as executive summaries of any market surveys they carry out when launching new products. Manufacturers and importers are also required to report the sales volume data per product.  
Member States shall ensure the submitted information is made publicly available on a website, taking into account the need to protect trade secrets.","In the area of ingredients reporting (i.e. disclosure), Directive 2014/40/EU foresees a common electronic format for the reporting of tobacco ingredients by May 2016, including both tobacco leaf and ingredients, including additives. 
 
For certain additives on a priority list (foreseen to be adopted Q2 2016), more in-depth studies and their disclosure is required. The list of these additives (contained in cigarettes and roll-your-own tobacco) for which enhanced reporting obligations shall be set up by the Commission taking into account additives, 

a) for which initial indications, research, or regulation in other jurisdictions exist suggest that they contribute to the toxicity or addictiveness of the products concerned, impart a characterising flavour; facilitate inhalation or nicotine uptake; or lead to the formation of substances that have CMR properties, and

b) which are amongst the most commonly used additives by weight or number.

The Directive also requires manufacturers and importers to submit internal and external studies available to them on market research and preferences of various consumer groups, including young people and current smokers, as well as executive summaries of any market surveys they carry out when launching new products. Manufacturers and importers are also required to report the sales volume data per product.  
Member States shall ensure the submitted information is made publicly available on a website, taking into account the need to protect trade secrets.","In the area of ingredient reporting (= disclosure) the EU Directive 2014/40/EU foresees a common electronic format for the reporting of tobacco ingredients including both tobacco leaf and ingredients including additives. 
For certain additives on a priority list (still to be established) more in-depth studies and their disclosure is required. The list of these additives (contained in cigarettes and roll-your-own tobacco) for which enhanced reporting obligations shall be set up by the Commission taking into account additives 
a) for which initial indications research or regulation in other jurisdictions exist suggest that they contribute to the toxicity or addictiveness of the products concerned impart a characterising flavour; facilitate inhalation or nicotine uptake; or lead to the formation of substances that have CMR properties.
b) which are amongst the most commonly used additives by weight or number.
The Directive also requires manufacturers and importers to submit internal and external studies available to them on market research and preferences of various consumer groups including young people and current smokers as well as executive summaries of any market surveys they carry out when launching new products. Manufacturers and importers are also required to report the sales volume data per product. 
Member States shall ensure the submitted information is made publicly available on a website taking into account the need to protect trade secrets.","WHO European Region"
"56","Fiji","Report not provided","Report not provided","This has been covered under the Tobacco Control Regulation 2012 to which it is mandatory","WHO Western Pacific Region"
"57","Finland","The regulation is coming from the Tobacco Products Directive (EU/2014/40):

Section 14: Notifications regarding ingredients, emissions and fire safety
Section 15: Notifications of modifications
Section 16: Market research and sales volumes
Section 17: Studies on primary additives
Section 18: Enhanced reporting obligation
Section 19: Derogation for small and medium-sized enterprises
Section 20: Notification of a novel tobacco product
Section 21: Method, format and time of submitting information on tobacco products","Answer not provided","Answer not provided","WHO European Region"
"58","France","L’Ordonnance n°2016-623 du 19 mai 2016 a introduit l’article L3512-17 du code de la santé publique : « I.- Avant la mise sur le marché de tout produit du tabac, les fabricants et importateurs de produits du tabac transmettent, par marque et par type, à létablissement public désigné par arrêté la liste de tous les ingrédients utilisés dans la fabrication des produits du tabac et leurs émissions.
Cette déclaration comporte des informations portant notamment sur le statut des ingrédients au regard du règlement (CE) n° 1907/2006 du 18 décembre 2006 et du règlement (CE) n° 1272/2008 du 16 décembre 2008, les données toxicologiques et les effets sur la santé du produit, la raison de lutilisation des ingrédients, ainsi quune description générale des additifs utilisés et leurs propriétés.
II.- Au plus tard dix-huit mois après quun additif a été inscrit sur la liste prioritaire établie par décision européenne mentionnée à larticle 6 de la directive 2014/40/ UE, les fabricants et les importateurs soumettent les études approfondies quils ont réalisées le concernant.
III.- Pour les nouveaux produits du tabac définis au troisième alinéa de larticle L. 3512-1, une notification complémentaire est transmise six mois avant la mise sur le marché. Cette notification comporte des études portant notamment sur la toxicité, les effets de dépendance, lattractivité et le marché du produit.

L’Article L3512-18 prévoit également que « Les fabricants et importateurs de produits du tabac communiquent à létablissement public désigné par arrêté les études internes et externes concernant le marché et les préférences des groupes de consommateurs en matière dingrédients et démissions et des synthèses détudes en vue du lancement de nouveaux produits. Ils déclarent annuellement à cet établissement le volume de leurs ventes pour lannée écoulée, par marque et par type.
Le fabricants doivent payer une taxe pour les frais d’enregistrement, stockage, traitement et analyse des données ainsi transmises.","Answer not provided","Answer not provided","WHO European Region"
