"","Party","2018","2016","2014","Region"
"50","Egypt","Report not provided","السجائر الالكترونية لا تحصل علي اي موافقات من وزارة الصحه بالتداول لكنها موجودة في بعض الاماكن كسلعة مهربه","Indicator not used","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","NO HAY","Report not provided","WHO African Region"
"53","Estonia","Report not provided","Smokeless tobacco products are prohibited in Estonia. Water pipe tobacco has the same regulations as smoking tobacco in Estonia.","Indicator not used","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","Directive 2014/40/EU regulates smokeless tobacco products, water-pipe tobacco and electronic cigarettes.","Indicator not used","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"57","Finland","Report not provided","The reform of the Tobacco Act is almost finished, the bill is now in the Parliament. For example  ENDS/ENNDS will be regulated in the new Tobacco Act.","Indicator not used","WHO European Region"
"58","France","Report not provided","Interdiction de vente aux mineurs (","Indicator not used","WHO European Region"
"59","Gabon","Report not provided","- Lusage de la pipe à eau pour consommer du tabac nest pas répandu dans la population. Il est quasi inexistant au sein de la population locale.
- Par contre on constate ça et  là lapparition des utilisateurs des inhalateurs électroniques.","Indicator not used","WHO African Region"
"60","Gambia","Report not provided","for E6, the draft national tobacco control bill 2015 addresses that","Indicator not used","WHO African Region"
"61","Georgia","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"62","Germany","Report not provided","In the Youth Protection Act is a ban to sale ENDS to children and youth unter the age of 18. For this group there is also a ban to use ENDS.","Indicator not used","WHO European Region"
"63","Ghana","Report not provided","1. Shisha is being regulated as Tobacco Product
2. ENDS is being considered to be regulated through registration by Food and Drug Authority","Indicator not used","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"65","Grenada","Report not provided","Presently we do not have any these item on the national market 

The draft legislation addresses these issues","Indicator not used","WHO Region of the Americas"
"66","Guatemala","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"67","Guinea","Report not provided","Les produits du tabac sans fumée, le tabac pour pipe a eau et les inhalateurs électroniques contenant ou non de la nicotine ne sont pas disponibles en Guinée","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","These products are not used by the population.","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"70","Honduras","Report not provided","La Ley Especial para el Control del Tabaco y su Reglamentación establece que todo producto derivado de tabaco debe cumplir con la normativa jurídica pertinente de dicha legislación incluyendo el cigarrillo electrónico.","Indicator not used","WHO Region of the Americas"
"71","Hungary","Report not provided","The electronic cigarette or tobacco imitating electronic devices such information to show the products newly regulated in a separate chapter.","Indicator not used","WHO European Region"
"72","Iceland","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"73","India","Report not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","Banning importation, production and consumption of ENDS and Smokeless products.
Banning smoking Waterpipe in public places.","Indicator not used","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","The Tobacco Products Directive (2014/40/EU) adopted in 2014 regulates certain aspects of electronic cigarettes and refill containers.  Member States must transpose the Directive by 20 May 2016.  In addition, the Directive further regulates waterpipe tobacco.  

In 2014 the Irish Government approved the drafting of legislation to introduce a licensing system for the retail sale of tobacco products, electronic cigarettes and other non-medicinal nicotine delivery systems.  

The proposed legislation will also prohibit the sale of electronic cigarettes and other non-medicinal nicotine delivery systems to and by persons under the age of 18 years (minors).  Work on this legislation is ongoing.","Indicator not used","WHO European Region"
"77","Israel","Report not provided","Report not provided","Indicator not used","WHO European Region"
"78","Italy","Report not provided","Novel tobacco products fall under definition 14 of the TPD 40/2014/EU:  ‘novel tobacco product’ means a tobacco product which:
(a) does not fall into any of the following categories: cigarettes, roll-your-own tobacco, pipe tobacco, waterpipe tobacco, cigars, cigarillos, chewing tobacco, nasal tobacco or tobacco for oral use; and
(b) is placed on the market after 19 May 2014;

this is the case of the IQOS from PM, registered in Italy in July 2014 as ""tobacco products for inhalation without combustion"". this products is a combination of an electronic device + a cigarettes pack. When you put the cigarette in the device a needle heats the tobacco without burns it. A consumer must buy the device once in the lifetime and any time the cigarettes pack. The Iqos cigarettes are shorter than the normal cigarettes but for the rest are exactly the same filter included. They can be lighted and smoked in the same way of the current cigarettes.
In the Directive 40, novel tobacco products are regulated in article 19 where in the paragraph 4 is written ""Novel tobacco products placed on the market shall respect the requirements of this Directive. Which of the provisions of this Directive apply to novel tobacco products depends on whether those products fall under the definition of a smokeless tobacco product or of a tobacco product for smoking"" and definition n.5 says: ""‘smokeless tobacco product’ means a tobacco product not involving a combustion process, including chewing tobacco, nasal tobacco and tobacco for oral use;""
This means that the provisions of the directive apply to this novel tobacco products are the ones in article 12:
""1. Each unit packet and any outside packaging of smokeless tobacco products shall carry the following health warning:
‘This tobacco product damages your health and is addictive.’
2. The health warning laid down in paragraph 1 shall comply with the requirements specified in Article 9(4). The text of the health warnings shall be parallel to the main text on the surface reserved for these warnings.
In addition, it shall:
(a) appear on the two largest surfaces of the unit packet and any outside packaging;
(b) cover 30 % of the surfaces of the unit packet and any outside packaging. That proportion shall be increased to 32 % for Member States with two official languages and 35 % for Member States with more than two official languages.
3. The Commission shall be empowered to adopt delegated acts in accordance with Article 27 to adapt the wording of the health warning laid down in paragraph 1 to scientific developments.""
This means that the cigarette pack of IQOS will have only 30% of the surface with a general warning (the half of the other cigarettes) No pictures; No different warning; No cessation information
So in the next future in tobacco shops we will have all cigarette packs next to each other with Combine health warning and cessation message that cover 65% of the surface and the IQOS packs with only a health warning on two sides covering 30% of the surface.
Moreover in Italy Ministry of Finance (in the law n.188/2014) established an excise half of the ones for the cigarettes, at the moment the device costs 70 euros (quite high) while the cigarette pack cost 5 euros exactly the same of the Marlboro classic (with great profit) but in the next future they will easily cut the cost (maintaining the same profit of the Marlboro classic) and consumer could smoke it (without using the electronic device).","Indicator not used","WHO European Region"
"79","Jamaica","Report not provided","Our Tobacco Control Regulations make provision for all tobacco products. Tobacco products are defined widely to include ENDS and water pipe tobacco products.","Indicator not used","WHO Region of the Americas"
"80","Japan","Report not provided","Smokeless tobacco and heat-not-burn tobacco are controlled and taxed under the Tobacco Industries Act like other tobacco products.","Indicator not used","WHO Western Pacific Region"
"81","Jordan","Report not provided","تم منع تداول واستخدام السجائر الالكترونية ومنع جهاز المدواخ ومادة الدوخة ووضع مواصفة قياسية خاصة للتبغ  المعسل","Indicator not used","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Indicator not used","WHO European Region"
"83","Kenya","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"84","Kiribati","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"85","Kuwait","Report not provided","Banning the import of e- cigarrets","Indicator not used","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","табак для кальяна, также как курение через кальян регулируется национальным законодательством, однако исполнение не удовлетворительное, так как слово ""кальян"" не было включено в национальный закон, что является основанием для лобби, 

бездымное табачное изделие - насвай должен также облагаться налогами, однако фискальные органы до сих пор не могут внести изменения , так как еще не нашли пути их администрирования из-за отсутствия легального производства, что требует  законодательно запретит обращения насвая на территории Кыргызстана, однако потребители и сельскохозяйственные производители  выступают против, что требует изучения опыта других стран.","Indicator not used","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Water pipe tobacco product is not included in the Tobacco Control/decree and regulation except shisha. All forms of e-cigarettes are prohibited","Indicator not used","WHO Western Pacific Region"
"88","Latvia","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"89","Lebanon","Report not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Indicator not used","WHO African Region"
"91","Liberia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Report not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","To sell smokeless tobacco is forbidden in LT for everybody.The other tobacco products and ENDS It is forbidden to sell to the minors. There are restrictions on the use of all tobacco products.","Indicator not used","WHO European Region"
"94","Luxembourg","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"95","Madagascar","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"97","Maldives","Report not provided","NONE","Indicator not used","WHO South-East Asia Region"
"98","Mali","Report not provided","Aucune politique pour ces tabac dans notre pays","Indicator not used","WHO African Region"
"99","Malta","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"101","Mauritania","Report not provided","-","Indicator not used","WHO African Region"
"102","Mauritius","Report not provided","The Tobacco Regulations 2008 bans the manufacture, importation and sale  of tobacco products for use in connection with a waterpipe in Mauritius.  

The legislation also bans the sale, offer for sale or distribution of  sweet, snacks, toys or any other object in the form of,  or which are likely to create an association with cigarettes or cigars.","Indicator not used","WHO African Region"
"103","Mexico","Report not provided","Los sistemas electrónicos de administración de nicotina, en especial el denominado ""cigarro electrónico"", está actualmente prohibidos en nuestro país. Sin embargo en 2015, prosperó el amparo de un particular contra dicha prohibición y logró un veredicto favorable en una de las Salas de la Suprema Corte de Justicia determinó anticonstitucional el artículo de la Ley General para el control del Tabaco que prohíbe la venta y comercialización de este producto. Esta resolución sólo ha sido a favor de un particular, sin embargo, si exhorta al legislativo a modificar la ley, para permitir el ""mismo trato"" que se le da al tabaco convencional.","Indicator not used","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided","The smokeless tobacco in FSM is mainly on Betel Nut chewing with loose cigarettes","Indicator not used","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"106","Montenegro","Report not provided","Law refers on use of all tobacco products.","Indicator not used","WHO European Region"
"107","Myanmar","Report not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Indicator not used","WHO African Region"
"109","Nauru","Report not provided","the use of water pipe is new since the last report. Water pipe (shisha has been imported by the refugees being resettled into Nauru).","Indicator not used","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"111","Netherlands","Report not provided","- The Netherlands is implementing the new european Tobacco Directive in national law by May 20th 2016. 
- The Netherlands adapted an advertisement ban and legal age of 18.","Indicator not used","WHO European Region"
"112","New Zealand","Report not provided","Some smokeless tobacco products are sold illegally - very small volumes.  Water pipe tobacco is also used in very small volumes but its use appears to be increasing.   The laws governing tobacco and medicines are imperfect for regulating electronic cigarettes.  Non-nicotine containing e-cigarettes can be sold legally.  Nicotine e-cigarettes are sold illegally on the local market. Work is being undertaken to clarify the situation.","Indicator not used","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"115","Nigeria","Report not provided","The Nigerias 2015 Act addresses both smoke and smokeless forms of tobacco and tobacco products. However, implementation is expected to improve as soon as the Regulations are in place.","Indicator not used","WHO African Region"
"116","Niue","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"117","Norway","Report not provided","Norway has regulation banning new tobacco or nicotine products. 
Water pipe tobacco (tobacco-based) and nicotine containing ENDS are banned based on this regulation.","Indicator not used","WHO European Region"
"118","Oman","Report not provided","يوجد قانون يمنع استيراد وتداول التبغ غير المدخن إلا ان هناك كمية من التبغ غير المدخن تدخل عن طريق التهريب

يتم حاليا عمل تحديث بلائحة اشتراطات الشيشة وتوحيدها لجميع البلديات حيث توجد حاليا لكل بلدية أشتراطات خاصة بها.
تم حظر استيراد وتداول السيجارة والشيشة الالكترونية","Indicator not used","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","Smokeless tobacco products (Naswar, Snuff, Tobacco Paan, Gutka, Manpuri etc) are available in Pakistan. Prohibition f Smoking and Protection of Non-Smokers Health Ordinance, 2002 prohibits its use at places of public work or use, in public transport vehicles.   Moreover, prohibition of Sheesha (water pipe tobacco) use is also covered under this Ordinance.","Indicator not used","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","Electronic cigarettes are included in the definition of “tobacco” in our comprehensive tobacco control legislation RPPL 8-27.","Indicator not used","WHO Western Pacific Region"
"121","Panama","Report not provided","En el caso de los productos de tabaco sin humo y pipas de agua, se aplica la misma reglamentación que para los cigarrillos y otros productos fumados de tabaco, es decir las disposiciones de la Ley 13 de 2008 y de los Decretos Ejecutivos 230 de 2008 y 611 de 2010. 

En el caso de las pipas de agua se esta trabajando una resolución de la Dirección General de Salud Pública que indica que el instrumento ""pipas de agua"" debe tener la siguiente advertencia sanitaria ""Fumar puede causar la Muerte"". La misma esta en etapa de perfeccionamiento para su respectiva firma y publicación en Gaceta Oficial.

En cuanto a los SEAN y los SSSN, estos no son considerados productos de tabaco en ningún caso, como tampoco medicamentos ""útiles para dejar de fumar"" pues no existe evidencia científica contundente al respecto. Desde el 2009 esta prohibida su comercialización en el territorio nacional por cualquier medio o vía, mediante Resolución 666 de 2009 emitida por la Dirección General de Salud Pública (DIGESA). 

A finales del 2014, se prohibió su uso en los mismos lugares donde esta prohibido fumar, mediante Decreto de Gabinete Nº 1838 de 5 de Diciembre de 2014 ""Que prohíbe el uso de los sistemas electrónicos de administración de nicotina, cigarrillos electrónicos, vaporizadores u otros dispositivos similares, con o sin nicotina"". la documentación se adjunta en el compendio legislativo.  

También se cuenta con una resolución de la DIGESA, que indica la obligatoriedad de la colocación de los letreros correspondientes sobre la prohibición de su uso.

En el caso de estos dispositivos se han identificado algunos establecimientos que a pesar de la norma los comercializan, por lo que se procede a la sanción correspondiente que incluye decomiso de los productos, así como cierre temporal o permanente de establecimiento según sea su dedicación exclusiva o no a la venta de estos productos. Adicionalmente, existen personas que adquieren los dispositivos fuera del país, razón por la cual se prohibición su uso en sitios referidos en el artículo 5 de la Ley 13 de 2008. Se trabaja en forma permanente en la vigilancia y control de la comercialización y uso de estos dispositivos.","Indicator not used","WHO Region of the Americas"
"122","Papua New Guinea","Report not provided","Because there was none on market, they were not considered. May consider this in future","Indicator not used","WHO Western Pacific Region"
"123","Paraguay","Report not provided","Ninguna","Indicator not used","WHO Region of the Americas"
"124","Peru","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"125","Philippines","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"126","Poland","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"127","Portugal","Report not provided","Portugal applies the Tobacco Products Directive 2014/40/CE of 3th april, of the Parliament and European Council. Under this Directive eletronic cigarettes on the market will be regulated after 20th may 2016.","Indicator not used","WHO European Region"
"128","Qatar","Report not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Report not provided","*E5 and E6

- Warning texts shall be labelled on ENDS and smokeless tobacco products including chewing tobacco, snus, and waterpipe tobacco. (Please refer to the answer of C2515)
- Health Promotion Fund has been imposed on tobacco products other than cigarette including ENDS, smokeless tobacco products and waterpipe tobacco. (Please refer to the answer of B83 and B84)
- In case of ENNDS, if the product is approved by the Ministry of Food and Drug Safety (previously Korea Food and Drug Administration) as Quasi-Drug product, it can be advertised and sold in domestic market as a smoking cessation device.","Indicator not used","WHO Western Pacific Region"
"130","Republic of Moldova","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"131","Romania","Report not provided","Report not provided","Indicator not used","WHO European Region"
"132","Russian Federation","Report not provided","Согласно статье Федеральному закону от 23.02.2013 N 15-ФЗ ""Об охране здоровья граждан от воздействия окружающего табачного дыма и последствий потребления табака"" запрещено брендирование ENDS как электронных ""сигарет"", поскольку запрещены использование и имитация табачного изделия при производстве  других видов товаров, не являющихся табачными изделиями, при оптовой и розничной торговле такими товарами","Indicator not used","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Indicator not used","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"135","Saint Lucia","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"137","Samoa","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"138","San Marino","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"139","Sao Tome and Principe","Report not provided","Report not provided","Indicator not used","WHO African Region"
"140","Saudi Arabia","Report not provided","Smokeless tobacco and ENDS/ENNDS are not available legally according to the law it is prohibited to be available in the markets. However there are health education campaigns regarding those products.
 تبغ الشيشه يخضع للائحه الخليجيه لمنتجات التبغ","Indicator not used","WHO Eastern Mediterranean Region"
"141","Senegal","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"142","Serbia","Report not provided","Water pipe tobacco is regulated in the Law on Tobacco (2005), as other tobacco products.
E-cigarettes, their parts and liquids as well as other products that represent or replace cigarettes is recently included in the Law on Advertising (2016). Advertising of these products is regulated in the same way as other tobacco products. The Law will enter into force on May 6, 2016.
Smokeless tobacco products are not available at the market in Serbia.","Indicator not used","WHO European Region"
"143","Seychelles","Report not provided","Electrnoic cigarettes are banned in Seychelles since 2010..","Indicator not used","WHO African Region"
"144","Sierra Leone","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"145","Singapore","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Smoking of water pipe we have forbidden as well as banned of smoking others tobacco products in public places.","Indicator not used","WHO European Region"
"147","Slovenia","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"148","Solomon Islands","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"149","South Africa","Report not provided","South Africa regulates the labeling of smokeless tobacco products. 
Currently amending the Tobacco Products Control Act.","Indicator not used","WHO African Region"
"150","Spain","Report not provided","Dentro de la categoría de productos de tabaco sin humo se prohíbe la comercialización de tabaco de uso oral aunque existe algún producto de tabaco sin humo (tabaco de mascar) comercializado. Tanto su comercialización como su consumo son marginales.
Durante el año 2014 se experimentó un auge de la oferta de dispositivos SEAN en tiendas especializadas que posteriormente se ha reducido mucho en 2015 al no ser respaldado por el consumo de la población.
Se han establecido limitaciones específicas para estos dispositivos en relación a su consumo en determinados espacios como son los centros y dependencias de las Administraciones públicas, los centros, servicios y establecimientos sanitarios, en los centros docentes y formativos, en los medios de transporte público urbano e interurbano y en los recintos de los parques infantiles. También se han establecido una serie de limitaciones a la publicidad en función de su horario de emisión en los medios de comunicación o de su población de destino y con el objetivo de la protección de los menores.
Una vez se trasponga la Directiva 2014/40/UE se establecerá una limitación total a la publicidad de los SEAN","Indicator not used","WHO European Region"
"151","Sri Lanka","Report not provided","- Started a national study on smokeless tobacco","Indicator not used","WHO South-East Asia Region"
"152","Sudan","Report not provided","Report not provided","Indicator not used","WHO Eastern Mediterranean Region"
"153","Suriname","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"154","Swaziland","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"155","Sweden","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"156","Syrian Arab Republic","Report not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Indicator not used","WHO European Region"
"158","Thailand","Report not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"160","Timor-Leste","Report not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"161","Togo","Report not provided","LA LOI ANTITABAC DU TOGO A DES DISPOSITION VIS A VIS DE LUTILISATION DES SES DIVERS PRODUITS","Indicator not used","WHO African Region"
"162","Tonga","Report not provided","Since ENDS/ENNDS already available in Tonga, it is already in the agenda of the Tobacco Control Unit to be considered in further amendments of the TCA.","Indicator not used","WHO Western Pacific Region"
"163","Trinidad and Tobago","Report not provided","We are concerned about these products entering the market, and have engaged resources into conducting a situational analysis on the usage of these products in TTO.","Indicator not used","WHO Region of the Americas"
"164","Tunisia","Report not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"165","Turkey","Report not provided","With or without tobacco, products imitating tobacco products (like ENDS;electronic cigarettes, herbal waterpipe) are considered as tobacco products","Indicator not used","WHO European Region"
"166","Turkmenistan","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"168","Uganda","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"169","Ukraine","Report not provided","Smoking of water pipe and ENDs is prohibited in the same places as cigarettes and other tobacco products.","Indicator not used","WHO European Region"
