"","Party","2018","2016","2014","Region"
"34","China","Report not provided","积极开展卷烟生产过程中的节能减排工作。2015年，卷烟工业万元增加值能耗18.41千克，同比降低8.4%；万支卷烟能耗2.95千克，同比降低2.6%；二氧化硫排放总量2226吨，同比降低20.2%，化学需氧量排放总量1895吨，同比降低6.8%。","The Tobacco Monopoly Administration is active in energy saving and emission reduction in the cigarette manufacturing process. Total industrial emissions of sulfur dioxide 3273 tons down 25.9%; total COD discharge the amount of 2316 tons down 8.5%.","WHO Western Pacific Region"
"35","Colombia","Report not provided","En las zonas productoras, se realizan actividades de reforestación, manejo de aguas y suelos, y conservación del medio ambiente, entre otras.","Answer not provided","WHO Region of the Americas"
"36","Comoros","Report not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","La loi N°003/91 du 23 avril 1991 sur la protection de lenvironnement, la  déforestation  et lagriculture itinérante sur brulis nest pas  appliqué. Donc pas de progrès observé.","Answer not provided","WHO African Region"
"38","Cook Islands","Report not provided","No change since the last report.","Local production and manufacturing of tobacco products is not implemented in the Cook Islands will be included as one of the amended issue in the reviewing of the tobacco act to safeguard Cook Islands from growing and manufacturing in the future","WHO Western Pacific Region"
"39","Costa Rica","Report not provided","En Costa Rica se establecen leyes y reglamentos que deben ser cumplidos por las industrias que se instalen en el país que benefician tanto a sus colaboradores como al medio ambiente. Entre ellas tenemos 
C411-El código de trabajo  regula los derechos y obligaciones de patronos y trabajadores
Reglamento de seguridad e higiene de trabajo se regula  la seguridad e higiene de los trabajadores
C412-Ley N° 8839 Ley para la Gestión Integral de Residuos
Decreto No. 37567- S-MINAET-H Reglamento General a la Ley para la Gestión Integral de Residuos
Decreto Nº 36039-S Reglamento para la Disposición Final de medicamentos, materia primas y sus residuos
Decreto No. 38272-S Reglamento para la declaratoria de residuos de manejo especial 
Política Nacional Para la Gestión Integral de Residuos 2010-2021
Decreto Nº 30221-S Reglamento Sobre Inmisión de  Contaminantes Atmosféricos
Decreto Nº 36551-S-MINAET-MTSS Reglamento Sobre Emisión de Contaminantes Atmosféricos Provenientes de Calderas y Hornos de Tipo Indirecto
Ley 9078 Art. 226 Ley de tránsito por vías públicas , terrestres y seguridad vial
Residuos de Tabaco DPAH-UNSSAH-120-","El Ministerio de Salud de Costa Rica es ente rector en la Gestión Integral de Residuos. la cual está regulada por ley. Actualmente se trabaja en una normativa para clasificar las colillas de cigarrillo como residuos especiales. lo cual establecerá un tratamiento diferenciado a este tipo de desecho. impactando a nivel ambiental.","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","No progress made in this Article given that there is no tobacco cultivation in Cyprus.","Answer not provided","WHO European Region"
"43","Czech Republic","Report not provided","General rules concerning protection of the environment (integrated pollution prevention and control) and occupational health apply also to manufacturing of tobacco products.
No substantial progress in the past two years.","General rules concerning protection of the environment (integrated pollution prevention and control) and occupational health apply also to manufacturing of tobacco products.
No substantial progress in the past two years.","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","It is implemented according to the Implementation Rule of Law on Tobacco Control (adopted on 21 March 2011).","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"50","Egypt","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","Answer not provided","No se cultiva tabaco en El Salvador","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","NO SE CULTIVA EL TABACO EN GUINEA ECUATORIAL","Report not provided","WHO African Region"
"53","Estonia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","Rural Development programmes 2014-2020 may grant an aid (per hectare) to compensate the loss of revenue for farmers (lower yield or higher costs) that implement more ""environment friendly"" practices. These practices cover different aspects of cultivation, such as: set-aside areas, areas not cultivated along rivers, lake or wood; less use of fertilizers and/or pesticides; better irrigation…Aid may also be granted for training and exchange of experiences, as well as for reforestation. These measures may indirectly protect health of the farmers and (seasonal) workers.","Rural Development programmes may grant an aid (per hectare) to compensate the loss of revenue for farmers (lower yield or higher costs) that implement more ''environment friendly'' practices. These practices cover different aspects of cultivation such as: set-aside areas areas not cultivated along rivers lake or wood; less use of fertilizers and/or pesticides; better irrigation…Aid may also be granted for training and exchange of experiences as well as for reforestation …These measures may indirectly protect health of the farmers and (seasonal) workers.","WHO European Region"
"56","Fiji","Report not provided","Report not provided","The progress so far is the banning of smoking in public places and in passenger carrying vehicles boats and ships workplaces etc.","WHO Western Pacific Region"
"57","Finland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Report not provided","Parmi les décrets dapplication de la loi antitabac gabonaise de 2013, on note un texte dapplication relatif à la protection de lenvironnement.
Lunique usine de fabrication de tabac au Gabon est située en plein quartier résidentiel, sa fermeture (à lordre du jour) sera un gain pour la santé des riverains.","Progrès relatif à la promulgation de la loi antitabac.","WHO African Region"
"60","Gambia","Report not provided","Not Applicable","TOBACCO IS NOT GROWN IN THE COUNTRY","WHO African Region"
"61","Georgia","Report not provided","tobacco cultivation and manufacturing is so low in the country that it can be practically considered as none existence.","Answer not provided","WHO European Region"
"62","Germany","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","Report not provided","Answer not provided","Ghana has Environmental Protection Agency (EPA) that regulates and ensures occupational safety","WHO African Region"
"64","Greece","Report not provided","a)ENVIRONMENT:Reduction of water consumption 
reducing  gas emissions and ammonia 
b).HEALTH: designs applied for the following issues:
- Availability of Material Safety Data Sheets MSDS
- Surveys noise, airborne dust processing factory
- Measures of areas and storage tanks
- Safety locks on the machines
- Meetings with marshals
- Distribution and use of personal safety equipment (PPEs)
- Signs warning and safety
- Re-entry period after CPA implementation
- Monitoring post-harvest period","Answer not provided","WHO European Region"
"65","Grenada","Report not provided","This area is low on our list since tobacco is not grown or manufactured in Grenada. However, it is an area that is monitor too ensure our status remains","Tobacco is not grown or manufactured in country","WHO Region of the Americas"
"66","Guatemala","Report not provided","Ninguno.","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","la culture du tabac est très faible dans notre pays et le tabac est cultivé sur des petites surfaces et est à usage familial;
le tabac consommé chez est importé à 100%;il est aussi bien licite quillicite , mais la majorité est licite,
linterdiction de fumer dans les lieux publics ,dans les hôpitaux et les lieux de travail est effective ,elle  permet de protéger non seulement lenvironnement mais aussi la santé des personnes eu égard à lenvironnement","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Report not provided","En los dos últimos años los progresos realizados en la aplicación del Artículo 18 del CMCT de la OMS relativos a la protección del medio ambiente y de la salud de las personas se han articulado esfuerzos entre la Secretaría de Estado en los Despachos de Recursos Naturales y Ambiente (SERNA), en coordinación con la Secretaría de Estado en los Despachos de Agricultura y Ganadería (SAG), Secretaría de Estado los Despacho de Industria y Comercio (SIC), la Fiscalía Especial del Medio Ambiente y el Instituto Hondureño para la Prevención del Alcoholismo, Drogadicción y Farmacodependencia (IHADFA) con el objeto de diseñar y dar seguimiento a políticas encaminadas a la protección del medio ambiente, al cultivo de tabaco para consumo interno, su procesamiento industrial, comercial y consumo.","La Ley Especial para el Control del Tabaco y su Reglamentación contempla la protección del medio ambiente.","WHO Region of the Americas"
"71","Hungary","Report not provided","FM ( Ministry of Agriculture) Regulation No 13/2015 (III.30) amending FVM (Ministry of Agriculture and Rural Development )Regulation No 50/2008. (IV. 24.) laying down set of criteria necessary for the maintenance of Good Agricultural and Environmental Condition to be met for demanding the payments under the single payment scheme and certain rural development aid schemes as well as the rules for conversion rates of calculation of livestock units for farm animals.","Regulation 50/2008 (April 24th) FVM of the single area payments. and certain rural development measures it met ''Good Agricultural and Environmental Condition ''condition is required to maintain the system. and the animals to livestock units conversion ratio of the definition 
Regulation 59/2008 (April 29th) FVM waters against pollution from agricultural sources of nitrate action program for the protection arrangements. as well as reporting and record
Regulation 89/2004 (May 15th) FVM the marketing and use of pesticides on the authorization of plant protection products and packaging. labeling. storage and movement 
Act 46/2008 the food chain and regulatory oversight
Act 53/1995 the general rules of environmental protection
93/1993 Occupational Safety and Health Act
 In clubs and restaurants the indoor air quality improved significantly since the cessation: the average concentration of air pollution. related to smoking. decreased by 90%. Measuring outside the clubs and restaurants verified that the main sources of air pollution inside in these facilities were cigarettes – outside measuring values did not change after the aggravation.","WHO European Region"
"72","Iceland","Report not provided","Answer not provided","There is no tobacco cultivation in Iceland.","WHO European Region"
"73","India","Report not provided","Ministry of Health & Family Welfare has supported a Public Interest Litigation filed by a civil Society organization in the ""National Green Tribunal  on the environmental impact of cigarettes and bidi butts, deforestation caused by tobacco curing and the adverse health impact of tobacco growing.","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","The draft law on soil protection has been approved in the cabinet and in under the process of parliament ratification","All tobacco production phases are directly and exclusively supervised by the Iran Tobacco Company including all issues related to tobacco growers. The Ministry of Health and Medical Education supports workers in health-related matters through periodical medical diagnosis in the workers'' health houses in the primary health care network.","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Report not provided","The Law n. 221/2015 established:
fines for smokers who throw cigarettes butts in the environments:
that every municipalities have to install special bins for butts;
that Ministry of environment and manufacturer have to realize mass media campaigns to sensitise smokers on the protection of the environment from tobacco products waste.","The Ministry of Agriculture together with Universities developed guidelines of good agricultural practices for tobacco farming in particular on the use of fertilizers plant protection products and water consumption and also promoting integrated pest management programs through documents seminars etc.. Those good agricultural practices are being continuously revised and updated.
In Italy we have no records of any environmental problem specifically related to tobacco growing which has lower impacts in terms of pollution and use of water than other comparable crops.
In Italy we have no records regarding cases of GTS or other illnesses specifically related to raw tobacco growing and processing","WHO European Region"
"79","Jamaica","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Report not provided","تم توقف زراعة التبغ في الاردن والغاء صندوق دعم مزارعي التبغ منذ عام 2002 وتوقفت زراعة التبغ منذ 14 عام","Tobacco growing was discontinued in Jordan from more than 10 years after the cancelling of support to tobacco farmers in 2002; ref: the Public Health Act No. 47 of 2008 Chapter XII (protection of public health from smoking damage) Chapter XIII (crafts and industries).","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Report not provided","The existing legislation on occupational health and safety, management of industrial waste and emission apply to tobacco manufacturing and production (farming).

The Ministry of Agriculture requires tobacco farmers to dedicate part of their land to tree planting.","Requiring 10% of land for cultivation of tobacco to be reserved for planting trees requiring protective gear for tobacco framers and industry workers","WHO African Region"
"84","Kiribati","Report not provided","Not applicable","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Report not provided","Cultivation and manufacturing of tobacco is prohibited in Kuwait. All tobacco products are imported","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","нет прогресса","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Report not provided","There no tobacco manufacturing companies in Liberia; all tobacco products are imported.","Report not provided","WHO African Region"
"92","Libya","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","Report not provided","NONE","There is no tobacco growth and manufacturing industry in the Maldives.","WHO South-East Asia Region"
"98","Mali","Report not provided","Au Mali hors mis les cultures artisanales  les productions industrielles sont remplacées par des cultures économiquement viables","Answer not provided","WHO African Region"
"99","Malta","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","There is no cultivation and manufacturing of tobacco in RMI. All tobacco and tobacco products are imported.","WHO Western Pacific Region"
"101","Mauritania","Report not provided","-","Answer not provided","WHO African Region"
"102","Mauritius","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","Report not provided","No hay","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided","There is cultivation of tobacco leaf but very small in amount and therefore it is not considered at this stage.","Answer not provided","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Report not provided","Tobacco Act regulates production, processing and marketing of tobacco products , whereby rights and obligations of manufactures  about preservation of environment are regulated.","Answer not provided","WHO European Region"
"107","Myanmar","Report not provided","Those information are not available from the respective Ministries and agencies.","Those information are not available from the respective Ministries and agencies.","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Report not provided","Environmental and labourlaws are applicable.","Answer not provided","WHO European Region"
"112","New Zealand","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Report not provided","Manufacturing qualities are enforced by the Standards Organization of Nigeria","Occupation health and environmental protection measures","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Report not provided","No particular changes.","Answer not provided","WHO European Region"
"118","Oman","Report not provided","لا يوجد","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","Pakistan Tobacco Board keeps working with the different stakeholders to run programs that include training of farmers regarding safe use of pesticides, integrated pest management, and use of specially formulated fertilizer. 

The following laws are applicable to tobacco manufacturing process in Pakistan:
a.	Pakistan Environmental Protection Act 1997 and National Environmental Quality Standards.
b.	Section 14 of Factorys Act 1934, Factories Rules 1978, Electricity Rules, 1937, and Boiler and Pressure Vessels Ordinance 2002.","1.	Pakistan Tobacco Board keeps working with the different stakeholders to run programs that include training of farmers regarding safe use of pesticides integrated pest management and use of specially formulated fertilizer.
2.	Tobacco Control Cell is planning to collaborate with Pakistan Tobacco Board to raise the issue of protection of the health of tobacco cultivators.
3.	The following laws are applicable to tobacco manufacturing process in Pakistan:
a.	Pakistan Environmental Protection Act 1997 and National Environmental Quality Standards.
b.	Section 14 of Factory''s Act 1934 Factories Rules 1978 Electricity Rules 1937 and Boiler and Pressure Vessels Ordinance 2002.","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"121","Panama","Report not provided","El Ministerio de Salud realiza inspecciones a la fábrica Overseas United Inc. con la finalidad de vigilar las condiciones ambientales relacionadas con la fabricación de productos de tabaco y la eliminación de los desechos que se generan como resultado del proceso de producción. De igual forma, se vigilan las condiciones laborales de la fábrica con la finalidad de proteger la salud de los trabajadores. Se da seguimiento regular a las instalaciones de la precitada fabrica.","Panamá no es productor de hojas de tabaco a gran escala. Se logró incluir este producto en el Censo Nacional Agropecuario desde el año 2011 ya que se había excluido para el de 1999. Solo se cuenta con una pequeña fábrica de cigarros.","WHO Region of the Americas"
"122","Papua New Guinea","Report not provided","This is captured now under the current review of the policy and legislation","Cultivation of tobacco is prohibited.","WHO Western Pacific Region"
"123","Paraguay","Report not provided","Ninguno.","Answer not provided","WHO Region of the Americas"
"124","Peru","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","Report not provided","cultivation or processing of tobacco or its derivatives is prohibited in Qatar according to article 2 in our national tobacco control law no 20 for the year 2002","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Report not provided","Answer not provided","In regard to 3.4.1.2 answer manufacture and import of reduced ignition propensity and its performance certification on Article 11(5) and designation of certification authority to fire prevention performance on 11(6) of Tobacco Business Act were included on January 21 2014. In accordance with these new provisions fire protection performance by presidential decree should be equipped in all domestic manufactured or imported cigarettes from July 21 2015.","WHO Western Pacific Region"
"130","Republic of Moldova","Report not provided","In order to reduce morbidity and mortality caused by smoking and exposure to tobacco smoke for all population groups by implementing bans on advertising and promotion for sponsorship of tobacco products in all sailing points from 01.01.2016, total ban on tobacco  smoking in all indoor public places from 31 May 2016; including  hospitality sector, workplaces, educational and health institutions, public buildings. Were developed informational materials for teachers and students in schools, colleges and universities on the negative impact of smoking and exposure to tobacco smoke and their use in education institutions, local authorities provide relevant information that will help implement local regulations prohibiting smoking in public places","In order to reduce morbidity and mortality caused by smoking and exposure to tobacco smoke for all population groups by implementing bans on smoking in public 
places and realization (up to 100%) of vacancies smoking measures have been planned including : developing social marketing strategies of exposure to tobacco smoke targeted at employers employees and the union the implementation of restrictions on smoking in public places and workplaces banning the marketing of tobacco products inside and in the neighbourhood of educational and health institutions developing materials for teachers in schools colleges and universities on the negative impact of smoking and exposure to tobacco smoke and their use in education institutions local authorities provide relevant information that will help implement local regulations prohibiting smoking in public places","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Согласно Техническому регламенту Таможенного союза «Технический регламент на табачную продукцию» (ТР ТС 035/2014) запрещено размещение вкладышей в упаковке табачной продукции","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Report not provided","There is legislation that provides for smoke-free places and in workplaces and public places.","Report not provided","WHO Western Pacific Region"
"138","San Marino","Report not provided","No tobacco growing or manufactoring in San Marino.","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Report not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Report not provided","يحظر زراعة التبغ بالمملكه","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Report not provided","Answer not provided","Le code de l’environnement prévoit le respect de certaines règles liées à la préservation de l’environnement et de la santé des personnes.","WHO African Region"
"142","Serbia","Report not provided","No progress has been made since previous report.","No progress has been made since the previous report.","WHO European Region"
"143","Seychelles","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"144","Sierra Leone","Report not provided","Answer not provided","Sierra Leone does no grow significant volumes of raw tobacco and there is no tobacco manufacturing in the country. However the National Tobacco Control Strategy recognises that given the current drive by multinational companies to invest in developing countries Sierra Leone contains land that could potentially be the target of such investment. 
No policy exists to protect the environment and the health of persons in relation to tobacco growing","WHO African Region"
"145","Singapore","Report not provided",NA,"Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Slovakia has not running any tobbacco manufacturing.","Answer not provided","WHO European Region"
"147","Slovenia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"148","Solomon Islands","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","Report not provided","Answer not provided","Answer not provided","WHO African Region"
