"","Party","2018","2016","2014","Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"14","Belarus","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"15","Belgium","La nouvelle directive européenne 2014/40/UE est dapplication depuis le 20 mai 2016.","Pas de changements concernant ces aspects depuis le dernier rapport. La Belgique a toujours un arrêté royal listant les ingrédient autorisés. Il s’agit d’une liste à la fois positive et négative. Des niveaux maximum de goudrons, CO et nicotine sont toujours imposés et régulièrement contrôlés. La nouvelle directive européenne 2014/40/UE sera dapplication à partir du 20 mai 2016.  Cela implique des nouvelles mesures dans ce domaine","Answer not provided","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"21","Botswana","none","Report not provided","Report not provided","WHO African Region"
"22","Brazil","xxx","In 2012, it was published a regulation to ban the use of some types of additives in products. The Tobacco Industry managed to judicial decision which prevents currently the application of the regulation.","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Le Burkina Faso dispose dun Laboratoire de référence pour les tests tabac: cest le Laboratoire national de santé publique.","Le Burkina Faso dispose dun Laboratoire de référence pour les tests tabac: cest le Laboratoire national de santé publique.","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","In 2017, Canada amended the Tobacco Act to prohibit the use of menthol in cigarettes, blunt warps and most cigars.

In 2015, Canada amended the Tobacco Act to prohibit the use of appealing additives including flavours in additional types of cigars (weighing more than 1.4 g but not more than 6 g and cigars with tipping paper or a wrapper with a straight seam). The amendment was in response to the introduction of new flavoured cigars to the Canadian market. Additives that impart a wine, port, whisky or rum flavours were exempted in certain cigars.

On May 31, 2015 Nova Scotia became the first jurisdiction in the world to implement legislation banning the sale of menthol flavoured tobacco as part of a broader flavoured tobacco ban. Many other provinces have since implemented bans on flavoured products.  

In 2009, Canada amended its Tobacco Act to prohibit the use of additives in cigarettes, little cigars and blunt wraps that contribute to make these products more attractive to youth. The prohibited additives are listed in a Schedule annexed to the Act. This list includes most flavouring preparations, spices, seasonings and herbs, sugars and sweeteners, vitamins and mineral nutrients, fruits and vegetables, essential fatty acids, and other additives. Menthol additives were excluded from the list of prohibited additives.

In 2005, Canada enacted the Cigarette Ignition Propensity Regulations, to require all cigarettes manufactured or imported for sale in Canada have reduced their likelihood of igniting upholstered furniture, mattresses and bedding. As per the regulations cigarettes must meet a standard that they must burn their full length no more than 25% of the time when tested using ASTM International method E2187-04; Standard Test Method for Measuring the Ignition Strength of Cigarettes. 

In 2000, Canada enacted the Tobacco Reporting Regulations that set out the requirements for the reporting of information on the sales, manufacturing processes, ingredients, toxic constituents, toxic emissions of tobacco products sold in Canada, as well as research activities and promotional activities undertaken by tobacco manufacturers and importers.","In 2015, Canada amended the Tobacco Act to prohibit the use of appealing additives including flavours in additional types of cigars (weighing more than 1.4 g but not more than 6 g and cigars with tipping paper or a wrapper with a straight seam). The amendment was in response to the introduction of new flavoured cigars to the Canadian market. Menthol was excluded from the 2015 amendment as well as additives imparting wine, port, whisky or rum flavours in certain cigars. 

In 2009, Canada amended its Tobacco Act to prohibit the use of additives in cigarettes, little cigars and blunt wraps that contribute to make these products more attractive to youth. The prohibited additives are listed in a Schedule annexed to the Act. This list includes most flavouring preparations, spices, seasonings and herbs, sugars and sweeteners, vitamins and mineral nutrients, fruits and vegetables, essential fatty acids, and other additives.   
In 2005, Canada enacted the Cigarette Ignition Propensity Regulations, to require all cigarettes manufactured or imported for sale in Canada have reduced their likelihood of igniting upholstered furniture, mattresses and bedding. As per the regulations cigarettes must meet a standard that they must burn their full length no more than 25% of the time when tested using ASTM International method E2187-04; Standard Test Method for Measuring the Ignition Strength of Cigarettes. 

On May 31, 2015 Nova Scotia became the first jurisdiction in the world to implement legislation banning the sale of menthol flavoured tobacco as part of a broader flavoured tobacco ban. 

In 2000, Canada enacted the Tobacco Reporting Regulations that set out the requirements for the reporting of information on the sales, manufacturing processes, ingredients, toxic constituents, toxic emissions of tobacco products sold in Canada, as well as research activities and promotional activities undertaken by tobacco manufacturers and importers.","In 2009. Canada amended its Tobacco Act to prohibit. inter alia. the use of additives in cigarettes. little cigars and blunt wraps that contribute to make these products more attractive to youth. The prohibited additives are listed in a Schedule annexed to the Act. This list includes most flavouring preparations. spices. seasonings and herbs. sugars and sweeteners. vitamins and mineral nutrients. fruits and vegetables. essential fatty acids. and other additives. 
In 2005. Canada enacted the Cigarette Ignition Propensity Regulations. to require all cigarettes manufactured or imported for sale in Canada have reduced their likelihood of igniting upholstered furniture. mattresses and bedding. As per the regulations cigarettes must meet a standard that they must burn their full length no more than 25% of the time when tested using ASTM International method E2187-04; Standard Test Method for Measuring the Ignition Strength of Cigarettes. 

In 2000. Canada enacted the Tobacco Reporting Regulations that set out the requirements for the reporting of information on the sales. manufacturing processes. ingredients. toxic constituents. toxic emissions of tobacco products sold in Canada. as well as research activities and promotional activities undertaken by tobacco manufacturers and importers.","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Answer not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Ley 19.419 que regula actividades que indica relacionadas con el tabaco, en su artículo 9°, exige que “La casa matriz del fabricante o el importador de los productos hechos con tabaco deberán informar anualmente al Ministerio de Salud, según éste lo determine, sobre sus constituyentes y los aditivos que se incorporan a ellos, en calidad y cantidad, así como las sustancias utilizadas para el tratamiento del tabaco.
El Ministerio de Salud podrá prohibir el uso de los aditivos y sustancias que aumenten el daño o riesgo del consumidor de dichos productos, y establecer los límites máximos permitidos de las sustancias contenidas en los productos hechos con tabaco. Asimismo, fijará las normas sobre difusión de la información referida a los aditivos y sustancias incorporadas al tabaco y sus efectos en la salud de los consumidores.
Los envases de cigarrillos deberán expresar clara y visiblemente en una de las caras laterales los principales componentes de este producto en los términos establecidos por el Ministerio de Salud”.
El artículo 16° regula “La infracción de las disposiciones de la presente ley será sancionada en conformidad a las regla siguiente, entre otros: multa de 3 a 50 unidades tributarias mensuales, si la infracción es cometida por una persona natural o jurídica perteneciente a la industria tabacalera  por la venta, la compra para vender la comercialización, en cualquier forma que no cumpla con la legislación vigente. Multa de 500 a 1.000 unidades tributarias mensuales y comiso de las especies objeto de la infracción, por la contravención de lo establecido en el inciso segundo del artículo 9°, utilizando aditivos o sustancias prohibidas por el Ministerio de Salud o excediendo los límites máximos permitidos de las sustancias contenidas en los productos hechos con tabaco”.
El Decreto 88 emanado de la Subsecretaría de Salud Pública, Ministerio de Salud, febrero 2016, establece la advertencia sanitaria para envases de productos hechos de tabaco, señalando en su  artículo 13° que “En una de las caras laterales de las cajetillas de cigarrillos se deberá informar acerca de la presencia de las siguientes sustancias y componentes, en los siguientes términos: 
""EL HUMO DE CADA CIGARRILLO QUE TÚ FUMAS CONTIENE, ENTRE OTROS PRODUCTOS TÓXICOS: ALQUITRÁN, PRODUCTO QUE TE PROVOCA CÁNCER. NICOTINA, PRODUCTO QUE TE HACE ADICTO. MONÓXIDO DE CARBONO, GAS TÓXICO IGUAL AL QUE EMANA DE LOS TUBOS DE ESCAPE. ARSÉNICO, QUÍMICO UTILIZADO COMO VENENO PARA RATAS"".
Esta información deberá ocupar la totalidad de una de las caras laterales y ajustarse a las especificaciones técnicas que se indican en la normativa gráfica anexa a este decreto”.
La Resolución Exenta 904 emanada de la Subsecretaría de Salud Pública el 2 de Noviembre de 2011, que autoriza la comercialización de los productos del tabaco que, exige en su artículo 2°  “Ordenar a los fabricantes o importadores de los productos señalados en el punto anterior que deberán dar cumplimiento a la advertencia sanitaria y la información respecto a los componentes del producto, todo ello en conformidad con el decreto supremo Nº69 de 2008 del Ministerio de Salud o los sucesivos decretos supremos dictados en virtud del artículo 6º de la ley 19.419.   El articulo 3° requiere de los fabricantes o importadores de los productos señalados en el punto Nº1 de la presente resolución que deberán hacer llegar al Ministerio de Salud, a más tardar el día 30 de Diciembre de cada año, la siguiente información:
- Listado de sustancias utilizadas o agregadas durante el proceso de elaboración de cada producto.
- Documentación que contenga las mediciones de la información no autorizada por el Ministerio de Salud, la cual haya sido incorporada en el envoltorio o etiqueta. Este certificado deberá incluir el método de medición utilizado, referencias de mediciones por volumen o peso, de las mediciones, etc. 4º Las marcas que soliciten ser incorporadas en la resolución de comercialización deberán presentar antes del 30 de marzo de cada año a lo menos la siguiente información:- Listado de aditivos y sustancias incorporadas o utilizadas en el proceso de elaboración del producto.- En caso de incorporar en el etiquetado algún tipo de información respecto al producto o al humo generado por su combustión, se debe adjuntar certificado emitido por la entidad que realizó medición que incluya: método de medición utilizado, referir mediciones por volumen o peso, fecha de la medición.","Ley 19.419 que regula actividades que indica relacionadas con el tabaco, en su artículo 9°, exige que “La casa matriz del fabricante o el importador de los productos hechos con tabaco deberán informar anualmente al Ministerio de Salud, según éste lo determine, sobre sus constituyentes y los aditivos que se incorporan a ellos, en calidad y cantidad, así como las sustancias utilizadas para el tratamiento del tabaco.
El Ministerio de Salud podrá prohibir el uso de los aditivos y sustancias que aumenten el daño o riesgo del consumidor de dichos productos, y establecer los límites máximos permitidos de las sustancias contenidas en los productos hechos con tabaco. Asimismo, fijará las normas sobre difusión de la información referida a los aditivos y sustancias incorporadas al tabaco y sus efectos en la salud de los consumidores.
Los envases de cigarrillos deberán expresar clara y visiblemente en una de las caras laterales los principales componentes de este producto en los términos establecidos por el Ministerio de Salud”.
El artículo 16° regula “La infracción de las disposiciones de la presente ley será sancionada en conformidad a las regla siguiente, entre otros: multa de 3 a 50 unidades tributarias mensuales, si la infracción es cometida por una persona natural o jurídica perteneciente a la industria tabacalera  por la venta, la compra para vender la comercialización, en cualquier forma que no cumpla con la legislación vigente. Multa de 500 a 1.000 unidades tributarias mensuales y comiso de las especies objeto de la infracción, por la contravención de lo establecido en el inciso segundo del artículo 9°, utilizando aditivos o sustancias prohibidas por el Ministerio de Salud o excediendo los límites máximos permitidos de las sustancias contenidas en los productos hechos con tabaco”.
El Decreto 44 emanado de la Subsecretaría de Salud Pública, Ministerio de Salud, en Septiembre del 2013, establece la advertencia sanitaria para envases de productos hechos de tabaco, señalando en su  artículo 13° que “En una de las caras laterales de las cajetillas de cigarrillos se deberá informar acerca de la presencia de las siguientes sustancias y componentes, en los siguientes términos: 
""EL HUMO DE CADA CIGARRILLO QUE TÚ FUMAS CONTIENE, ENTRE OTROS PRODUCTOS TÓXICOS: ALQUITRÁN, PRODUCTO QUE TE PROVOCA CÁNCER. NICOTINA, PRODUCTO QUE TE HACE ADICTO. MONÓXIDO DE CARBONO, GAS TÓXICO IGUAL AL QUE EMANA DE LOS TUBOS DE ESCAPE. ARSÉNICO, QUÍMICO UTILIZADO COMO VENENO PARA RATAS"".
Esta información deberá ocupar la totalidad de una de las caras laterales y ajustarse a las especificaciones técnicas que se indican en la normativa gráfica anexa a este decreto”.
La Resolución Exenta 904 emanada de la Subsecretaría de Salud Pública el 2 de Noviembre de 2011, que autoriza la comercialización de los productos del tabaco que, exige en su artículo 2°  “Ordenar a los fabricantes o importadores de los productos señalados en el punto anterior que deberán dar cumplimiento a la advertencia sanitaria y la información respecto a los componentes del producto, todo ello en conformidad con el decreto supremo Nº69 de 2008 del Ministerio de Salud o los sucesivos decretos supremos dictados en virtud del artículo 6º de la ley 19.419.   El articulo 3° requiere de los fabricantes o importadores de los productos señalados en el punto Nº1 de la presente resolución que deberán hacer llegar al Ministerio de Salud, a más tardar el día 30 de Diciembre de cada año, la siguiente información:
- Listado de sustancias utilizadas o agregadas durante el proceso de elaboración de cada producto.
- Documentación que contenga las mediciones de la información no autorizada por el Ministerio de Salud, la cual haya sido incorporada en el envoltorio o etiqueta. Este certificado deberá incluir el método de medición utilizado, referencias de mediciones por volumen o peso, de las mediciones, etc. 4º Las marcas que soliciten ser incorporadas en la resolución de comercialización deberán presentar antes del 30 de marzo de cada año a lo menos la siguiente información:- Listado de aditivos y sustancias incorporadas o utilizadas en el proceso de elaboración del producto.- En caso de incorporar en el etiquetado algún tipo de información respecto al producto o al humo generado por su combustión, se debe adjuntar certificado emitido por la entidad que realizó medición que incluya: método de medición utilizado, referir mediciones por volumen o peso, fecha de la medición.","Ley 19.419 que regula actividades que indica relacionadas con el tabaco. en su artículo 9°. exige que “La casa matriz del fabricante o el importador de los productos hechos con tabaco deberán informar anualmente al Ministerio de Salud. según éste lo determine. sobre sus constituyentes y los aditivos que se incorporan a ellos. en calidad y cantidad. así como las sustancias utilizadas para el tratamiento del tabaco.
El Ministerio de Salud podrá prohibir el uso de los aditivos y sustancias que aumenten el daño o riesgo del consumidor de dichos productos. y establecer los límites máximos permitidos de las sustancias contenidas en los productos hechos con tabaco. Asimismo. fijará las normas sobre difusión de la información referida a los aditivos y sustancias incorporadas al tabaco y sus efectos en la salud de los consumidores.
Los envases de cigarrillos deberán expresar clara y visiblemente en una de las caras laterales los principales componentes de este producto en los términos establecidos por el Ministerio de Salud”.
El artículo 16° regula “La infracción de las disposiciones de la presente ley será sancionada en conformidad a las regla siguiente. entre otros: multa de 3 a 50 unidades tributarias mensuales. si la infracción es cometida por una persona natural o jurídica perteneciente a la industria tabacalera por la venta. la compra para vender la comercialización. en cualquier forma que no cumpla con la legislación vigente. Multa de 500 a 1.000 unidades tributarias mensuales y comiso de las especies objeto de la infracción. por la contravención de lo establecido en el inciso segundo del artículo 9°. utilizando aditivos o sustancias prohibidas por el Ministerio de Salud o excediendo los límites máximos permitidos de las sustancias contenidas en los productos hechos con tabaco”.
El Decreto 44 emanado de la Subsecretaría de Salud Pública. Ministerio de Salud. en Septiembre del 2013. establece la advertencia sanitaria para envases de productos hechos de tabaco. señalando en su artículo 13° que “En una de las caras laterales de las cajetillas de cigarrillos se deberá informar acerca de la presencia de las siguientes sustancias y componentes. en los siguientes términos: 
EL HUMO DE CADA CIGARRILLO QUE TÚ FUMAS CONTIENE. ENTRE OTROS PRODUCTOS TÓXICOS: ALQUITRÁN. PRODUCTO QUE TE PROVOCA CÁNCER. NICOTINA. PRODUCTO QUE TE HACE ADICTO. MONÓXIDO DE CARBONO. GAS TÓXICO IGUAL AL QUE EMANA DE LOS TUBOS DE ESCAPE. ARSÉNICO. QUÍMICO UTILIZADO COMO VENENO PARA RATAS.
Esta información deberá ocupar la totalidad de una de las caras laterales y ajustarse a las especificaciones técnicas que se indican en la normativa gráfica anexa a este decreto”.
La Resolución Exenta 904 emanada de la Subsecretaría de Salud Pública el 2 de Noviembre de 2011. que autoriza la comercialización de los productos del tabaco que. exige en su artículo 2° “Ordenar a los fabricantes o importadores de los productos señalados en el punto anterior que deberán dar cumplimient","WHO Region of the Americas"
"34","China","Answer not provided","1、	密切关注和积极参与《烟草控制框架公约》第9，10条工作组的工作和相关活动。提供科学的证据和经验；
2、	参加了世界卫生组织烟草实验室网络（TobLabNet）拟定的9种优先级成分SOP检测方法的研究工作，对卷烟烟丝中氨等多个测试项目提供了方法验证，其中在卷烟烟气中挥发性有机化合物和醛类的测定中，由中国提供该专利装置，改进了该SOP技术与常规吸烟机的兼容性。中国实验室在世界卫生组织烟草实验室网络（TobLabNet）方法研究中的贡献，得到《烟草控制框架公约》第六届缔约方会议的认可和称赞（COP/6/14ADD.1）；
3、	参与世界卫生组织烟草实验室网络（TobLabNet）组织，拟提交COP7讨论的无烟气烟草、电子尼古丁传输系统报告的编写工作；
4、	开展了关于致瘾性、吸引力和降低有害性等方面的研究工作，为制定相关政策提供科学的证据。","First pay close attention to and participate actively in the Framework Convention on Tobacco Control (FCTC) articles 9 and 10 working groups and related activities. Participation in the fifth Conference of the Parties (COP5) on articles 9 and 10; discussion of articles 9 and 10 implementation guidelines; participation on addiction working group background information and electronic nicotine transfer system including electronic cigarette report made views and suggestions; active participation tobacco laboratory network (TobLabNet) technology standard research. Actively participate in tobacco laboratory network meeting organized the participation of experts and led the development of a method for determination of humectants in tobacco determination of benzopyrene in flue gas and tobacco-specific nitrosamines in cigarette smoke VOC and carbonyl multiple testing projects by optimization of experimental conditions for making recommendations for improvement. Proposed standard practice for ammonia-in cut tobacco by ion chromatography method. Strengthened the research work developed by the World Health Organization priority component of nine kinds of detection methods to carry out domestic inter-laboratory data comparison and validation capabilities.","WHO Western Pacific Region"
"35","Colombia","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","El Ministerio de Salud firmo convenio con INCIENSA para implementar  a partir del 2016  un laboratorio que realice las técnicas analíticas acreditadas por el ente costarricense de acreditación (ECA), para determinar los contenidos producidos durante el fumado de cigarrillos, de acuerdo con las normas establecidas por la ISO en cumplimiento con la regulación y legislaciones nacionales. Además, este laboratorio podrá vender servicios a los países vecinos que lo requieran a excepción de la industria tabacalera.","El Ministerio de Salud firmo convenio con INCIENSA para implementar  a partir del 2016  un laboratorio que realice las técnicas analíticas acreditadas por el ente costarricense de acreditación (ECA), para determinar los contenidos producidos durante el fumado de cigarrillos, de acuerdo con las normas establecidas por la ISO en cumplimiento con la regulación y legislaciones nacionales. Además este laboratorio podrá vender servicios  a los países vecinos que lo requieran a excepción de la industria tabacalera.","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Le projet de loi anti tabac adopté par le gouvernement prend en compte les dispositions contenues dans larticle 9.","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","In a relation with the last report from 2016 , nowadays according to the ACT ON RESTRICTIONS ON THE USE OF TOBACCO AND RELATED PRODUCTS (Official Gazette N0. 45/17 )which aligned with Directive  2014/40/EU, manufacturers and importers , before placing tobacco products on the market shall submit to the Ministry of Health information by brand name and type with a list of all ingredients, and quantities thereof, used in the manufacture of the tobacco products, in descending order of the weight of each ingredient included in the tobacco products, the emission levels  of tar, nicotine and carbon monoxide per cigarette and where available, information on other emissions and their levels.
The list of ingredients shall be accompanied by a statement setting out the reasons for the inclusion of such ingredients in the tobacco products concerned. That list shall indicate the status of the ingredients, including whether they have been registered under Regulation (EC) No 1907/2006 of the European Parliament and of the Council concerning the registration, evaluation, authorisation and restriction of chemicals (hereinafter: Regulation (EC) No 1907/2006), as well as their classification under Regulation (EC) No 1272/2008 of the European Parliament and of the Council on classification, labelling and packaging of substances and mixtures, amending and repealing Directives 67/548/EEC and 1999/45/EC, and amending Regulation (EC) No 1907/2006.
The list shall be accompanied by the relevant toxicological data regarding the ingredients in burnt or unburnt form, as appropriate, referring in particular to their effects on the health of consumers and to any addictive effects.
For cigarettes and roll-your-own tobacco, a technical document setting out a general description of the additives used and their properties, shall be submitted by the manufacturer or importer.
Other than for tar, nicotine and carbon monoxide and for other emissions , manufacturers and importers shall indicate the methods of measurement of emissions used.
All data and information shall be provided in electronic form. The information shall be stored electronically  via he IT tool for providing this information  called the EU Common Entry Gate (EU-CEG)","According to the Regulations on the content of information on all ingredients and their quantities strengthened by the type used in the manufacture of tobacco products and the method of informing the public (Official Gazette N0. 39/2009 ) manufacturers and importers of tobacco products “ are obliged not later than 31 March of the current year for the previous year, to submit to the  Ministry of Health through the Croatian National Institute for Public Health the list of all ingredients and their quantities by type and the type used in the manufacture of tobacco products. The list of ingredients is made specifically for each type of tobacco product and for each component indicates its function and category. The list of ingredients must be accompanied by a statement of the manufacturer or importer of tobacco products which addresses the reasons for the use of certain ingredients in tobacco products”. 
“All information submitted must be obtained or verified by an accredited laboratory based in Croatia and one of the authorized laboratories in the field of European Union”.
“If the content of the contents of tobacco products is changed, the manufacturer or importer of tobacco products is obliged to immediately notify the Ministry, through the Croatian National Institute of Public Health.”    
At this point we do not have  laboratories that have accredited  methods for carbon monoxide, nicotine and tar.","According to the Regulations on the content of information on all ingredients and their quantities strengthened by the type used in the manufacture of tobacco products and the method of informing the public (Official Gazette no. 39 /09 ) manufacturers and importers of tobacco products “ are obliged not later than 31 March of the current year for the previous year to submit to the Ministry of Health and Social Welfare through the Croatian National Institute for Public Health the list of all ingredients and their quantities by type and the type used in the manufacture of tobacco products. The list of ingredients is made specifically for each type of tobacco product and for each component indicates its function and category. The list of ingredients must be accompanied by a statement of the manufacturer or importer of tobacco products which addresses the reasons for the use of certain ingredients in tobacco products”. “All information submitted must be obtained or verified by an accredited laboratory based in Croatia and one of the authorized laboratories in the field of European Union”.“If the content of the contents of tobacco products is changed the manufacturer or importer of tobacco products is obliged to immediately notify the Ministry through the Croatian National Institute of Public Health.”

Tobacco Institute has accredited test methods for carbon monoxide nicotine and tar.","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","PAS DE LABORATOIRE.","PAS DE LABORATOIRE.","Report not provided","WHO African Region"
"46","Denmark","In accordance with the new Tobacco Product Directive new regulation will be put in place by May 20th 2016","In accordance with the new Tobacco Product Directive new regulation will be put in place by May 20th 2016","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","En Ecuador no hay capacidad de análisis (laboratorio) para confirmar la información que la industria o importadores entreguen sobre contenidos  y emisiones.","En Ecuador no hay capacidad de análisis (laboratorio) para confirmar la información que la industria o importadores entreguen sobre contenidos  y emisiones","En el Ecuador. el Ministerio de Salud Pública no dispone de laboratorio para el análisis y con de análisis y confirmación de la información que la industria o importadores entregan sobre contenidos y emisiones.","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","NO DISPONEMOS DE UNA LEY","NO DISPONEMOS DE UNA LEY","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","The EU participates as a Key Facilitator in the Working Group on Articles 9 and 10 of the Convention.","The EU participates as a Key Facilitator in the Working Group on Articles 9 and 10 of the Convention.","The EU participates as a Key Facilitator in the Working Group on Articles 9 and 10 of the Convention.","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Ministry of Labour Health and Social Affairs of Georgia has relevant normative acts regarding allowed norm of nicotine and tar content but certification is voluntary","WHO European Region"
"62","Germany","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"65","Grenada",NA,"Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Para el IHADFA es imperativo llegar a contar con su propio laboratorio para el análisis de los contenidos y emisiones de los productos derivados de tabaco para vigilar, controlar y dar seguimiento a lo dispuesto en los Artículos 9 y 10 del CMCT de la OMS. Por ahora no se cuenta con dicho laboratorio.","Para el IHADFA es imperativo llegar a contar con su propio laboratorio para el análisis de los contenidos y emisiones de los productos derivados de tabaco para vigilar, controlar y dar seguimiento a lo dispuesto en los Artículos 9 y 10 del CMCT de la OMS. Por ahora no se cuenta con dicho laboratorio.","Como país contamos con la voluntad y deseamos brindar información oportuna. relacionada a análisis y medición del contenido de los productos de tabaco y del análisis y medición de las emisiones de los productos de tabaco","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
