"","Party","2018","2016","2014","Region"
"13","Barbados","Report not provided","4-5 years population based risk factor surveys that estimate prevalence of tobacco smoking in the youth and adults","Barbados Behavioural Risk Factor Survey 2007; Global Youth Tobacco Survey 2007 and Global School Health Survey 2012","WHO Region of the Americas"
"14","Belarus","Report not provided","Социологические исследования Института социологии НАН Беларуси - 2006, 2008, 2010, 2012, 2015 гг., ежегодное выборочное обследование домашних хозяйств по уровню жизни, научно-исследовательские работы.","Sociological studies of the Institute of Sociology of NAS of Belarus - 2006 2008 2010 2012. The annual sample survey of households in terms of life research work","WHO European Region"
"15","Belgium","Report not provided","Enquête de santé par interview 1997, 2001, 2004, 2008, 2013 . Etude sur les coûts sociaux des drogues illicites, alcool et tabac. publication prévue en 2016.","Enquête de santé par interview 1997 2001 2004 2008. Une enquête 2013 est actuellement en cours. Les résultats seront publié en 2014.","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"17","Benin","Report not provided","enquête STEPS tous les 5 ans, des travaux de thèse et de doctorat sur le tabac","Prévalence du tabagisme chez les étudiants de lUniversité dAbomey-Calavi en 2011
Prévalence du tabagisme chez les étudiants de lUniversité de Parakou en 2011
Facteurs associés au tabagisme dans larrondissement de Tchatchou au Bénin en 2012","WHO African Region"
"18","Bhutan","Report not provided","Global Youth Tobacco Survey – 2006
Global Youth Tobacco Survey – 2009
Global Youth Tobacco Survey – 2013
Global Adult Tobacco Survey – 2009
National Health Survey – 2012
National Survey for Non-Communicable Disease risk factors and mental health using WHO STEPS approach in Bhutan – 2014
International Tobacco Control Survey - 2009","ITC Bhutan Survey 2009-10.
GYTS 2009 & 2013 and GSPS 2009.
WHO NCD STEPS Survey Bhutan 2007","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Report not provided","HBSC, ESPAD, GYTS, GHPS, MICS, Health Status Survey of the Population of the Federation of BiH","GHPS 2005 2006 ( collaboration WHO CDC CPHA) ESPAD 2008 2011 ( collaboration UNICEF MCCDA) GYTS 2003 2008 2013 ( collaboration WHO CDC CPHA) MICS 2012 ( collaboration UNICEF) Survey of Health status of the adult population 2012 ( collaboration WB) .
Surveys performed in the Republic of Srpska: ESPAD (The European School Survey Project on Alcoohol and other Drugs) 2008 22011 Global Youth Tobacco Survey GYTS 2003 2008; Population Halth Status Report of the Republic of Srpska Public Health Institute of the Republic of Srpska 2010.","WHO European Region"
"21","Botswana","Report not provided","Report not provided","Report not provided","WHO African Region"
"22","Brazil","Report not provided","1)	The National Health and Nutrition Survey/1989.
2)	The World Health Survey/2003.
3)	The Global Adult Tobacco Survey/2008 and 2013
4)	The Surveillance System for Risk and Protective Factors for Chronic Illnesses: Telephone Survey (VIGITEL)/2006-2015","National surveys conducted in 1989. 2003. and 2008 (adjusted for sampling differences). show a decrease in smoked tobacco use of nearly one half -- from 34.8% in 1989. to 22.4 % in 2003. and to 18.2% in 2008 in adults 18 years and older.
More recent. Ministry of Health surveys conducted in Brazilian capital cities and the federal district (a total of 27 cities) report a continuing decline in smoking prevalence in adults over 18 years from 15.6% in 2006 to 12.1% in 2012

1)	The National Health and Nutrition Survey/1989.
2)	The World Health Survey/2003.
3)	The Global Adult Tobacco Survey/2008.
4)	The Surveillance System for Risk and Protective Factors for Chronic Illnesses: Telephone Survey (VIGITEL)/2006-2013

References:
Brazilian National Cancer Institute. 2010. Global Adult Tobacco Survey: Brazil Report. Brazilian National Cancer Institute. Ministry of Health. Rio de Janeiro. Available at: http://www.who.int/tobacco/surveillance/en_tfi_gats_2010_brazil.pdf

Szklo AS. de Almeida LM. Figueiredo VC. Autran M. Malta D. Caixeta R. Szklo M. A snapshot of the striking decrease in cigarette smoking prevalence in Brazil between 1989 and 2008. Prev Med. 2012 Feb;54(2):162-7

Monteiro. C.A.. Benicio. M.H.. Iunes. R.. Gouveia. N.C.. Taddei. J.A.. Cardoso. M.A.. 1992. Nutritional status of Brazilian children: trends from 1975 to 1989. Bull. World Health Organ. 70. 657–666.

Monteiro. C.A.. Cavalcante. T.. Moura. E.C.. Claro. R.M.. Szwarcwald. C.L.. 2007. Population-based evidence of a strong decline in the prevalence of smokers in Brazil(1989–2003). Bull. World Health Organ. 85. 527–534

Brasil. Ministério da Saúde. Secretaria de Vigilância em Saúde. Departamento de Vigilância de Doenças e Agravos não Transmissíveis e Promoção de Saúde. Vigitel Brasil 2012 : vigilância de fatores de risco e proteção para doenças crônicas por inquérito telefônico. – Brasília : Ministério da Saúde. 2013. Available at: http://www.sbpt.org.br/downloads/arquivos/vigitel_2012.pdf","WHO Region of the Americas"
"23","Brunei Darussalam","Report not provided","Report not provided","Population Census Brunei Darussalam 2011 and GYTS Brunei Darussalam 2013","WHO Western Pacific Region"
"24","Bulgaria","Report not provided","Answer not provided","lang=bg-BG&pageid=470&categoryid=2560&articleid=2566

2012 National Center for Study of Public Opinion survey ''Public attitudes towards smoking change in smoking habits after the entry into force of the prohibitions and restrictions on smoking in indoor public places.
2011 The European School Survey Project on Alcohol and Other Drugs ESPAD. The results indicate higher level of smoking among 16-year-olds. 66% of respondents - bulgarian students (62% of boys and 71% of girls answer that at least once in their lives they were smoking cigarettes. 39% (33% of boys and 46% girls of the students indicate that they smoked cigarettes in the last month.","WHO European Region"
"25","Burkina Faso","Report not provided","Enquête GYTS 2009,
Enquête STEPS 2013","L’enquête STEPs de l’OMS a été réalisée de septembre à novembre 2013 sur le territoire national ;
L’OMS a soutenu trois enquêtes nationales sur le tabagisme dans les deux grandes villes du pays (Ouagadougou et Bobo-Dioulasso) respectivement en 2001 2006 et 2009.","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Report not provided","Global Aadult Tobacco Survey - ( GATS - Cameroun - 2013)
Global Youth Tobacco Survey - (GYTS - Cameroun - 2014)
Enquête Démographique et de Santé à Indicateurs Multiples - (EDS-MICS - Cameroun - 2011","Nous avons conduit le GYTS ; le GATS est en cours","WHO African Region"
"29","Canada","Report not provided","Regular measurements of the prevalence of tobacco use by the Canadian population are obtained by the Canadian Tobacco, Alcohol and Drugs Survey (CTADS) which is the current general population survey for those aged 15 years and older, and for school-aged children in grades 6-12, the Canadian Student Tobacco, Alcohol and Drugs Survey (CSTADS).

The Canadian Tobacco, Alcohol and Drugs Survey (CTADS) was developed to provide Health Canada and its partners with timely, reliable, and continual data on tobacco use and related issues. The surveys primary objective is to track changes in smoking status and amount smoked, especially for 15-24-year-olds, who are most at risk for taking up smoking.

The Canadian Student Tobacco, Alcohol and Drugs Survey (CSTADS) provides timely and accurate monitoring of the tobacco use in school aged children (grades 6-12). CSTADS contributes an essential input to the development of sound and effective tobacco control policies and programs.

Canadian Tobacco Use Monitoring Survey (CTUMS) 1999-2012; Canadian Tobacco, Alcohol and Drugs Survey (CTADS) 2013.

Youth Smoking Survey (YSS) 1994, 2002, 2004-05, 2006-07, 2008-09, 2010-2011, 2012-2013","Regular measurements of the prevalence of tobacco use by the Canadian population are obtained by the Canadian Tobacco Use Monitoring Survey (CTUMS) for those aged 15 years and older. and the Youth Smoking Survey (YSS) for school-aged children in grades 6-12.
The Canadian Tobacco Use Monitoring Survey (CTUMS) was developed to provide Health Canada and its partners with timely. reliable. and continual data on tobacco use and related issues. The survey''s primary objective is to track changes in smoking status and amount smoked. especially for 15-24-year-olds. who are most at risk for taking up smoking.
The Youth Smoking Survey (YSS) provides timely and accurate monitoring of the tobacco use in school aged children (grades 6-12). YSS contributes an essential input to the development of sound and effective tobacco control policies and programs.
Canadian Tobacco Use Monitoring Survey (CTUMS) 1999-2010. 1999-2012
Youth Smoking Survey (YSS) 1994. 2002. 2004-05. 2006-07. 2008-09. 2010-2011.","WHO Region of the Americas"
"30","Cape Verde","Report not provided","SPEPS","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Report not provided","Report not provided","Report not provided","WHO African Region"
"33","Chile","Report not provided","–	IPSOS -Estudio de Opinión - Nuevos Aires para Chile Evaluación e Impacto en los Hábitos de las mujeres en espacios públicos 100% Libres de Humo de Tabaco- 2013  
–	IPSOS -Estudio de Opinión - Trabajadores de restoranes y pubs frente a ambientes 100% libres de humo de tabaco - 2012
–	Encuesta Nacional de Salud Ministerio de Salud  2010; 2006; 2003; 
–	Estudio Nacional de Drogas en población general de Chile: 2012; 2010;  2008;2006;2004; 2002; 2000; 1998; 1996. 1994
–	Estudio Nacional de Drogas en Población Escolar 2011.2009.2007.2005.2003.2001.1999.1997.1995
–	Estudio Drogas en consultantes de salas de urgencia 2010 
–	Estudio	Magnitud de la relación delito y drogas 2008
–	Estudio	Representaciones sociales sobre el consumo de drogas de la Juventud Chilena 2008
–	Estudio	Costos Humanos, Sociales y Económicos de las Drogas 2006
–	Estudio	Informe Observatorio Chileno de Drogas 2006
–	Encuesta de Calidad de Vida y Salud  2006 2000
–	Encuesta Mundial de Salud Escolar 2004
–	Encuesta Mundial de Tabaquismo en Jovenes 2008 2003. 2000
–	Encuesta Nacional de Empleo. Trabajo. Calidad de vida y Salud de Trabajadores 2010
–	Estudio de Carga de Enfermedad y Carga Atribuible 1996. 2007
–	Pichon-Riviere  A,   Bardach  A,   Caporale  J,   Alcaraz  A, Augustovski  F,   Caccavo  F, Vallejos V,  Velazquez  Z,  De  La  Puente  C,  Bustos  L,  Castillo  Laborde  C,  Verdugo  J,  Castillo-  Riquelme  M. Carga de Enfermedad atribuible al Tabaquismo en  Chile. Documento Técnico IECS N° 8. Instituto de Efectividad Clínica y Sanitaria, Buenos Aires, Argentina. Noviembre de 2013
- Estudio de percepción de riesgo en adolescentes asociada a exhibición de cigarrillos (MINSAL, 2015)
- Estudio Percepción de riesgo en diseño cajetillas de cigarrillos en adultos (MINSAL 2015)","IPSOS -Estudio de Opinión - Nuevos Aires para Chile Evaluación e Impacto en los Hábitos de las mujeres en espacios públicos 100% Libres de Humo de Tabaco- 2013 
IPSOS -Estudio de Opinión - Trabajadores de restoranes y pubs frente a ambientes 100% libres de humo de tabaco - 2012
Encuesta Nacional de Salud Ministerio de Salud 2010; 2006; 2003; 
Estudio Nacional de Drogas en población general de Chile: 2012; 2010; 2008;2006;2004; 2002; 2000; 1998; 1996. 1994
Estudio Nacional de Drogas en Población Escolar 2011.2009.2007.2005.2003.2001.1999.1997.1995
Estudio Drogas en consultantes de salas de urgencia 2010 
Estudio	Magnitud de la relación delito y drogas 2008
Estudio	Representaciones sociales sobre el consumo de drogas de la Juventud Chilena 2008
Estudio	Costos Humanos. Sociales y Económicos de las Drogas 2006
Estudio	Informe Observatorio Chileno de Drogas 2006
Encuesta de Calidad de Vida y Salud 2006 2000
Encuesta Mundial de Salud Escolar 2004
Encuesta Mundial de Tabaquismo en Jovenes 2008 2003. 2000
Encuesta Nacional de Empleo. Trabajo. Calidad de vida y Salud de Trabajadores 2010
Estudio de Carga de Enfermedad y Carga Atribuible 1996. 2007
Pichon-Riviere A. Bardach A. Caporale J. Alcaraz A. Augustovski F. Caccavo F. Vallejos V. Velazquez Z. De La Puente C. Bustos L. Castillo Laborde C. Verdugo J. Castillo- Riquelme M. Carga de Enfermedad atribuible al Tabaquismo en Chile. Documento Técnico IECS N° 8. Instituto de Efectividad Clínica y Sanitaria. Buenos Aires. Argentina. Noviembre de 2013","WHO Region of the Americas"
"34","China","Report not provided","全球成人烟草调查(GATS)，2009-2010年；
中国青少年烟草调查（GYTS），2013-2014年；
国际烟草控制政策评估项目（ITC项目），2006年-现在；
中国部分城市成人烟草调查（TQS），2013-2014年；
中国成人烟草调查，2015年；
 中国慢病危险因素监测（BRFSS）。","Global Adult Tobacco Survey 2010-China report the International Tobacco Control policy evaluation project (2006-2013).","WHO Western Pacific Region"
"35","Colombia","Report not provided","Una serie de actividades de investigación se han implementado en los últimos años en Colombia. Los principales proyectos, por temas, se resumen a continuación: 

Estudios sobre la prevalencia del consumo de tabaco: 
–	Encuesta Mundial de Tabaquismo en Jóvenes aplicada en Bogotá, 2001.
–	Encuesta Mundial de Tabaquismo en Jóvenes aplicada en 5 ciudades, en 2007.
–	Primera fase Encuesta Mundial de Tabaquismo en Jóvenes y Encuesta Mundial de Salud Escolar, 2014-2015, en 13 entidades territoriales (Valle del Cauca, Bogotá, Putumayo, Quindío, Cartagena, Barranquilla, Soacha, Buenaventura, Cúcuta, San Andrés, Risaralda, Tolima y Villavicencio).
–	Estudio de Consumo de Sustancias Psicoactivas en Población Escolar, 2004 y 2011
–	Estudio Nacional de Consumo de Sustancias Psicoactivas en Población General, 2008 y 2013.

Intervenciones costo-eficaces:
–	Ministerio de Salud-Universidad Javeriana. Resumen de política basado en evidencia, sobre intervenciones poblacionales para orientar las acciones para la prevención y el control de las ENT (incluye las intervenciones en control del tabaco

Exposición al humo de tabaco: 
–	Estudio para estimar la calidad del aire y niveles de nicotina en varios lugares públicos de Bogotá (2009, como un esfuerzo conjunto entre la Universidad Sergio Arboleda, la Secretaría de Salud de Bogotá, con el apoyo de la Organización Panamericana de la Salud y la Escuela de Salud Pública de la Universidad Johns Hopkins). 

Mortalidad y carga de enfermedad relacionada con el tabaco: 
–	Muertes atribuibles al consumo de tabaco (según cálculos realizados por la Subdirección de ENT del Ministerio de Salud), a partir de los datos recogidos por el Departamento Administrativo Nacional de Estadística (DANE)
–	Instituto de Evaluación de Tecnologías en Salud (IETS). Carga de enfermedad atribuible al tabaquismo en Colombia.

Cesación:
–	Alejandra Cañas, Luz-H. Alba, Nelci Becerra, Raúl Murillo, Nelson Páez, y Catalina Mosquera. Eficacia y seguridad del uso de medicamentos para la cesación de la adicción al tabaco: revisión de guías de práctica clínica
–	Nelci Becerra, Martín Cañón, José Vivas. Terapia farmacológica para el abandono de tabaquismo.
–	Luz Helena Alba, Raúl Hernando Murillo, Nelci Astrid Becerra, Nelson Páez, Alejandra Cañas, Catalina María Mosquera, Juan Sebastián Castillo, Natalia Camacho, Javier Gómez, Plutarco García-Herreros, Luis Gabriel Bernal. Recomendaciones para la cesación de la adicción al tabaco en Colombia.
–	Luz Helena Alba, Raúl Murillo, Juan Sebastián Castillo, Grupo elaborador de guías de cesación de tabaco del INC. Intervenciones de consejería para la cesación de la adicción al tabaco: revisión sistemática de la literatura
Costos relacionados con el tabaco:
–	Nicolás Pérez, Raúl Murillo, Carlos Pinzón, Gustavo Hernández. Costos de la atención médica del cáncer de pulmón, enfermedad pulmonar obstructiva crónica e infarto de miocardio atribuibles al consumo de tabaco en Colombia (proyecto multicéntrico de la Organización Panamericana de la Salud). Los cálculos se realizaron utilizando datos de 2004.
–	Instituto de Evaluación de Tecnologías en Salud (IETS). Carga de enfermedad atribuible al tabaquismo en Colombia.

Aspectos económicos:
–	Encuesta Nacional Agropecuaria (Ministerio de Agricultura y Desarrollo Rural, en colaboración con el Departamento Administrativo Nacional de Estadística (DANE), 2011). 

–	Impuestos sobre el tabaco y precios:
–	Documento técnico sobre la estructura de los impuestos del tabaco en Colombia (Llorente, White, Universidad Sergio Arboleda, 2012). 
–	Alex Araque-Ministerio de Salud. Aporte a la economía de los cultivos de tabaco e impuestos para el tabaco y sus derivados. 
–	Alex Araque-Ministerio de Salud. Consumo de tabaco, costos sobre el sistema de salud colombiano y efectos de incrementar la tributación sobre su consumo

Interferencia de la industria:
–	IETS-Ministerio de Salud. Resumen de política basado en evidencia, sobre los mecanismos para regular la interacción entre las entidades del gobierno y la industria del tabaco.","- Encuesta Mundial de Tabaquismo en Jóvenes aplicada en Bogotá. 2001.
- Encuesta Mundial de Tabaquismo en Jóvenes aplicada en 5 ciudades. en 2007.
- Estudio de Consumo de Sustancias Psicoactivas en Población Escolar. 2004
- Estudio de Consumo de Sustancias Psicoactivas en Población Escolar. 2011
- Estudio Nacional de Consumo de Sustancias Psicoactivas en Población General. 2008.","WHO Region of the Americas"
"36","Comoros","Report not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","Report not provided","Global Youth Tobacco Survey 2009, Global School Health Survey 2011, and 2011 Population census survey, NCD STEPS 2004 – first implementation","Cook Islands Population Census 2006 & 2011 Global School Health Survey (GSHS( 2010 GYTS 2004 2009","WHO Western Pacific Region"
