"","Party","2018","2016","2014","Region"
"75","Iraq","Yes","Yes","Yes","WHO Eastern Mediterranean Region"
"76","Ireland","Yes","Yes","Yes","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Yes","Yes","Yes","WHO European Region"
"79","Jamaica","No","No","No","WHO Region of the Americas"
"80","Japan","No","No","No","WHO Western Pacific Region"
"81","Jordan","Yes","Yes","Yes","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Yes","Report not provided","No","WHO European Region"
"83","Kenya","Yes","Yes","Yes","WHO African Region"
"84","Kiribati","Yes","Yes","Yes","WHO Western Pacific Region"
"85","Kuwait","Yes","No","Yes","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","No","Yes","WHO European Region"
"87","Lao People's Democratic Republic","No","No","Yes","WHO Western Pacific Region"
"88","Latvia","Yes","No","No","WHO European Region"
"89","Lebanon","Yes","Yes","No","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","No","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","No","No","No","WHO Eastern Mediterranean Region"
"93","Lithuania","No","No","No","WHO European Region"
"94","Luxembourg","Yes","Yes","Yes","WHO European Region"
"95","Madagascar","No","No","No","WHO African Region"
"96","Malaysia","No","No","No","WHO Western Pacific Region"
"97","Maldives","No","No","No","WHO South-East Asia Region"
"98","Mali","No","No","Yes","WHO African Region"
"99","Malta","Yes","Yes","No","WHO European Region"
"100","Marshall Islands","Yes","Yes","Yes","WHO Western Pacific Region"
"101","Mauritania","No","No","No","WHO African Region"
"102","Mauritius","Yes","Yes","Yes","WHO African Region"
"103","Mexico","Yes","Yes","Yes","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Yes","Yes","Yes","WHO Western Pacific Region"
"105","Mongolia","Yes","Report not provided","Yes","WHO Western Pacific Region"
"106","Montenegro","Yes","Yes","Yes","WHO European Region"
"107","Myanmar","No","No","No","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","No","Report not provided","WHO Western Pacific Region"
"110","Nepal","No","Report not provided","Yes","WHO South-East Asia Region"
"111","Netherlands","No","No","Yes","WHO European Region"
"112","New Zealand","Yes","Yes","Yes","WHO Western Pacific Region"
"113","Nicaragua","Yes","Yes","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Yes","Report not provided","WHO African Region"
"115","Nigeria","Yes","Answer not provided","No","WHO African Region"
"116","Niue","Report not provided","Report not provided","No","WHO Western Pacific Region"
"117","Norway","Yes","Yes","Yes","WHO European Region"
"118","Oman","No","No","Yes","WHO Eastern Mediterranean Region"
"119","Pakistan","No","No","Yes","WHO Eastern Mediterranean Region"
"120","Palau","Yes","Yes","Yes","WHO Western Pacific Region"
"121","Panama","Yes","Yes","Yes","WHO Region of the Americas"
"122","Papua New Guinea","No","No","No","WHO Western Pacific Region"
"123","Paraguay","No","No","No","WHO Region of the Americas"
"124","Peru","No","No","Yes","WHO Region of the Americas"
"125","Philippines","No","Yes","No","WHO Western Pacific Region"
"126","Poland","No","No","No","WHO European Region"
"127","Portugal","Yes","Yes","Yes","WHO European Region"
"128","Qatar","Yes","Yes","Yes","WHO Eastern Mediterranean Region"
"129","Republic of Korea","No","No","No","WHO Western Pacific Region"
"130","Republic of Moldova","Yes","Yes","Yes","WHO European Region"
"131","Romania","Report not provided","Report not provided","No","WHO European Region"
"132","Russian Federation","Report not provided","Yes","No","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","No","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","No","No","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Yes","Yes","Report not provided","WHO Western Pacific Region"
"138","San Marino","Yes","Yes","Yes","WHO European Region"
"139","Sao Tome and Principe","No","Report not provided","No","WHO African Region"
"140","Saudi Arabia","Yes","Yes","No","WHO Eastern Mediterranean Region"
"141","Senegal","Yes","Yes","No","WHO African Region"
"142","Serbia","Yes","Yes","Yes","WHO European Region"
"143","Seychelles","Yes","Yes","Yes","WHO African Region"
"144","Sierra Leone","No","No","No","WHO African Region"
"145","Singapore","Yes","Yes","Yes","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Yes","Yes","WHO European Region"
"147","Slovenia","Yes","No","No","WHO European Region"
"148","Solomon Islands","No","Report not provided","No","WHO Western Pacific Region"
"149","South Africa","No","No","No","WHO African Region"
"150","Spain","No","No","Answer not provided","WHO European Region"
"151","Sri Lanka","Yes","Answer not provided","Report not provided","WHO South-East Asia Region"
"152","Sudan","No","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Yes","Yes","Yes","WHO Region of the Americas"
"154","Swaziland","Report not provided","No","Report not provided","WHO African Region"
"155","Sweden","Yes","Yes","Yes","WHO European Region"
"156","Syrian Arab Republic","Yes","Yes","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Yes","WHO European Region"
"158","Thailand","Yes","Yes","Yes","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Yes","Yes","No","WHO European Region"
"160","Timor-Leste","Yes","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Yes","Yes","Yes","WHO African Region"
"162","Tonga","Report not provided","Yes","No","WHO Western Pacific Region"
"163","Trinidad and Tobago","Yes","Yes","Yes","WHO Region of the Americas"
"164","Tunisia","Yes","Yes","Yes","WHO Eastern Mediterranean Region"
"165","Turkey","Yes","Yes","Yes","WHO European Region"
"166","Turkmenistan","Yes","Yes","Yes","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Yes","WHO Western Pacific Region"
"168","Uganda","Report not provided","No","No","WHO African Region"
"169","Ukraine","No","No","Yes","WHO European Region"
"170","United Arab Emirates","Yes","Yes","Yes","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Yes","Report not provided","WHO European Region"
"172","United Republic of Tanzania","No","No","No","WHO African Region"
"173","Uruguay","Yes","Yes","Yes","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","No","No","WHO European Region"
"175","Vanuatu","Report not provided","Yes","Yes","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","No","WHO Region of the Americas"
"177","Viet Nam","No","No","No","WHO Western Pacific Region"
"178","Yemen","Yes","Yes","Yes","WHO Eastern Mediterranean Region"
"179","Zambia","No","No","Report not provided","WHO African Region"
"180","Zimbabwe","Yes","Yes","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
