"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"13","Barbados","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"14","Belarus","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"17","Benin","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"20","Bosnia and Herzegovina","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"21","Botswana","None","Report not provided","Indicator not used","WHO African Region"
"22","Brazil","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"29","Canada","The Province of Ontario introduced Tobacco and E-cigarette Protocols and Guidelines for Public Health Units as part of Standards for Public Health Programs and Services.","Answer not provided","Indicator not used","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Indicator not used","WHO African Region"
"32","Chad","Answer not provided","Report not provided","Indicator not used","WHO African Region"
"33","Chile","Para el desarrollo del Plan Nacional de Educación se utilizó como antecedente las Directrices del Convenio Marco.","Para el desarrollo del Plan Nacional de Educación se utilizó como antecedente las Directrices del Convenio Marco.","Indicator not used","WHO Region of the Americas"
"34","China","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"35","Colombia","Answer not provided","Junto con el Ministerio de Salud y Protección Social y el Ministerio de Justicia y del Derecho, en el mes de enero de 2016 se empieza el proceso de organización del Estudio Nacional de Consumo de Sustancias Psicoactivas en Población Escolar- Colombia – 2016, que permitirá tener una comprensión más cercana del fenómeno y analizar el comportamiento en el tiempo de la situación de consumo de sustancias psicoactivas en las instituciones educativas de Colombia.

También, junto con la Policía Nacional se viene trabajando en la construcción de un Convenio Marco cuyo objeto es “Aunar esfuerzos técnicos y administrativos para el fortalecimiento del sistema nacional de convivencia escolar en las entidades territoriales e instituciones educativas focalizadas, relacionadas con la prevención del consumo de sustancias psicoactivas y la promoción de estilos de vida saludables”. Dicho convenio tendrá una vigencia del 2016 hasta el 2018.

Como parte de las acciones que se proyectan en el Convenio Marco entre la Policía Nacional y el Ministerio de Educación, se encuentra la de revisar, ajustar y articular las estrategias de comunicación y movilización social de los Programas de Educación para la Resistencia al Uso y Abuso de las Drogas y la Violencia, conforme a los presupuestos epistemológicos, pedagógicos, metodológicos y operativos de los programas transversales/competencias ciudadanas en el marco de la Estrategia de Formación para la Ciudadanía.

Ya que este programa de la Policía Nacional tiene cobertura nacional, el Ministerio de Educación Nacional con el apoyo técnico del Ministerio de Salud y Protección Social, el Ministerio de Justicia y del Derecho, la Embajada de Estados Unidos y otras entidades no gubernamentales, participarán en la revisión y ajuste de las estrategias de comunicación y movilización social existentes para la prevención del consumo de tabaco y otras sustancias psicoactivas.

Derivado del mandato relacionado con que los menores de edad deberán recibir los conocimientos y asistencia institucional educativa bajo los principios de salud pública sobre los efectos nocivos del tabaquismo, la incidencia de enfermedades, la discapacidad prematura y la mortalidad debidas al consumo de tabaco y a la exposición del humo de tabaco, tanto de los fumadores activos como pasivos; el Ministerio de Educación fijará en los programas de educación preescolar, primaria, secundaria, media vocacional, universitaria, de educación no formal, educación para docentes y demás programas educativos, los planes curriculares y actividades educativas para la prevención y control del tabaquismo.

Particularmente, el Ministerio de Educación Nacional (MEN), viene implementando el Programa para la Promoción de Estilos de Vida Saludables (PPEVS) desde el año 2009, que en su inició se enfocó hacia la prevención del consumo de sustancias psicoactivas (SPA) y que, posteriormente, amplió su marco de acción hacia temáticas relacionadas con la alimentación saludable y balanceada, el fomento de la actividad física, uso del tiempo libre y el manejo de las emociones.

El PPEVS contempla como uno de sus componentes la formación de docentes y directivos docentes con el objetivo de diseñar o rediseñar los proyectos pedagógicos, para transformar las prácticas pedagógicas y fomentar el desarrollo de habilidades y destrezas de los estudiantes para que tomen decisiones responsables, informadas, asertivas y autónomas sobre su salud y les permita optar por un estilo de vida saludable.
.","Indicator not used","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Indicator not used","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"39","Costa Rica","Si al aplicar un enfoque multisectorial en el plan de comunicación y basándose en datos de investigaciones ,  esto conlleva una  mejor utilización de los recursos.","Si al aplicar un enfoque multisectorial en el plan de comunicación y basándose en datos de investigaciones ,  esto conlleva una  mejor utilización de los recursos.","Indicator not used","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"41","Croatia","We have used these guidelines in everydaywork when making decisions in the field of education, communication, training and public awareness.","We have used these guidelines in everydaywork when making decisions in the field of education, communication, training and public awareness.","Indicator not used","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"43","Czech Republic","Guidelines for implementation of Article 12 of the WHO FCTC are used e.g. during implementation of the Action plan for the area of tobacco control in the Czech Republic for the period 2015-2018","Guidelines used during preparation of  the Action plan for the area of tobacco control in the Czech Republic for the period 2015-2018","Indicator not used","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Many of the principles established in the Guidelines for implementing art.12 have been considered when planning and executing activities related to education, communication and awareness, such as taking into account human rights, a multi-sectorial approach, tobacco industry interference, data based in best practices and evidence, right to be informed, differences among groups, active participation of civil society.","Report not provided","WHO Region of the Americas"
"49","Ecuador","Dentro del sitio web oficial del Ministerio de Salud Pública se incluye un link específico que contiene información  de control de tabaco  (http://www.salud.gob.ec/ecuadorsintabaco/), en donde se pueden ver los logros obtenidos, los efectos del consumo de tabaco, los tips que se enuncian para dejar de fumar. Además, se puede informar sobre la Ley Orgánica para la Regulación y Control de Tabaco (LORCT), sobre el Comité Interinstitucional de Lucha Antitabáquica (CILA) y sobre todas la rondas de advertencias sanitarias para envases de productos de tabaco que se han adoptado en el Ecuador.
En este sentido, se difundió el evento preparado para el Día Mundial Sin Tabaco 2017, el cual constaba de un conversatorio sobre las implicaciones negativas del consumo de tabaco. Adicionalmente se hicieron dos reconocimientos, se declaró la primera Universidad cien por ciento libre de humo de tabaco (lugar donde se realizó el evento), y el Servicio de rentas internas recibió un reconocimiento por parte de la OMS por control de comercio ilícito. Finalmente se realizó una feria participativa con los asistentes, con juego interactivos para sensibilizar sobre las graves consecuencias de consumir tabaco.
Cabe mencionar que las diferentes Coordinaciones Zonales de Salud cuentan con lineamientos para realizar actividades sobre control de tabaco cuando se considere pertinente. Por lo mismo, se realiza en territorio actividades lúdicas, cine foros, ferias participativas, debates, entre muchas otras actividades para sensibilizar a la población sobre los efectos nocivos del consumo tabaco y sobre los beneficios de su abandono.","Existe la página web del Ministerio de Salud Pública en donde se pueden ver los logros obtenidos en control de tabaco. 
En este sentido, se difundió el evento preparado para el día Mundial sin tabaco 2015, en el cual se trataba de un foro abierto al público, donde hubo panelistas que hablaron de los avances en materia de tabaco. Además, se realizó una caminata donde la ciudadanía se unía para promover los espacios 100% libres de humo de tabaco y se realizó una feria en donde la población podía visualizar las consecuencias del consumo y/o exposición al humo de tabaco.","Indicator not used","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"52","Equatorial Guinea","HEMOS ECHOS LA CAMPAÑA DE SENSIBILIZACION CON LA OMS.","HEMOS ECHOS LA CAMPAÑA DE SENSIBILIZACION CON LA OMS.","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"58","France","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"62","Germany","The guidelines were considered in our activities","The guidelines were considered in our activities","Indicator not used","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"64","Greece","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"65","Grenada","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"66","Guatemala","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"67","Guinea","Report not provided","Il y a un grand volet éducation et sensibilisation dans la politique nationale de lutte antitabac","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"70","Honduras","Para el IHADFA es significativo el apoyo de la Secretaría de Educación para apoyar a los docentes en la hora clase la prevención del consumo de productos derivados de tabaco en el alumnado en el sistema de educación a nivel nacional.  Adicionalmente de las 298 Alcaldías Municipales para llevar un mensaje de prevención del tabaquismo a los ciudadanos y ciudadanas en todo el país.","Para el IHADFA es significativo el apoyo de la Secretaría de Educación para apoyar a los docentes en la hora clase la prevención del consumo de productos derivados de tabaco en el alumnado en el sistema de educación a nivel nacional.  Adicionalmente de las 298 Alcaldías Municipales para llevar un mensaje de prevención del tabaquismo a los ciudadanos y ciudadanas en todo el país.","Indicator not used","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"73","India","Report not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"77","Israel","Report not provided","Report not provided","Indicator not used","WHO European Region"
"78","Italy","this is the linkto the last campaign against smoking http://www.salute.gov.it/portale/news/p3_2_6_1_1.jsp?lingua=italiano&menu=campagne&p=dacampagne&id=119","Answer not provided","Indicator not used","WHO European Region"
"79","Jamaica","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"81","Jordan","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Indicator not used","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"84","Kiribati","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"87","Lao People's Democratic Republic","The policy is based on this article guideline.","The policy is based on this article guideline.","Indicator not used","WHO Western Pacific Region"
"88","Latvia","See point C268.","See point C268.","Indicator not used","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Indicator not used","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"95","Madagascar","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"97","Maldives","SEPARATELY RESPONDED","SEPARATELY RESPONDED","Indicator not used","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"99","Malta","nil","Answer not provided","Indicator not used","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"101","Mauritania","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"102","Mauritius",NA,"Answer not provided","Indicator not used","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"105","Mongolia","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Indicator not used","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"111","Netherlands","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"116","Niue","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"117","Norway","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"118","Oman","يسترشد بها","يسترشد بها","Indicator not used","WHO Eastern Mediterranean Region"
"119","Pakistan","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
