"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","We are still working closely to assist those willing to allocate a designated smoking area to ensure it is compliant with health specifications of smoking areas. However, we encourage business owners to keep their place smoke free. In addition, we are advocating to update antismoking law to ban indoor smoking completely in closed public areas.","We are still working closely to assist those willing to allocate a designated smoking area to ensure it is compliant with health specifications of smoking areas. However, we are advocating to update antismoking law to ban indoor smoking completely in closed public areas.","Work in the campaign which was launched to monitor the implementation of smoking ban in public places continued by Public Health Directorate in Ministry of Health. In addition we are still working closely to assisst those willing to allocate a designated smoking area to ensure it is compliant with health specifications of smoking areas.","WHO Eastern Mediterranean Region"
"12","Bangladesh","In the amended tobacco control law 2013 the owner/supervisor/manager of the public place and tranport are responsible to keep their premises smoke free, otherwise he/she will be punished. Moreover under the guidence of MOHFW, with the initiative of different NGOs working in Tobacoo Control, many mobile courts has been conducted for exemplary punishment","In the amended tobacco control law 2013 the owner/supervisor/manager of the public place and tranport are responsible to keep their premises smoke free, otherwise he/she will be punished. Moreover under the guidence of MOHFW, with the initiative of different NGOs working in Tobacoo Control, many mobile courts has been conducted for exemplary punishment","In the amended tobacco control law 2013 the owner/ spervisor/manager of the public place and tranport are responsible to keep their premises smoke free otherwise he/she will be punished. Moreover under the guidence of MOH&FW with the initiative of different NGO''s working in Tobacoo Control many mobile courts has been conducted for exemplary punishment","WHO South-East Asia Region"
"13","Barbados","The regulations related to smoking public places, prohibiting sales to minors, as well as those related to marketing and use of electronic cigarettes were consolidated in the Health Services (Smoking) Regulations 2017","no amendments made","Legislation banning smoking in public places was implemented in 2010 since that time the Ministry of Health through the Environmental Health Department has been monitoring compliance and continues to respond to enquiries to enable compliance.","WHO Region of the Americas"
"14","Belarus","Постановление Министерства здравоохранения Республики Беларусь от 03.11.2011г. № 111""О внесении дополнений и изменений в некоторые санитарные нормы, правила и гигиенические нормативы"", касающиеся запрещения курения в учреждениях (организациях) здравоохранения, образования, спорта, на объектах торговли и бытового обслуживания населения, на объектах общественного питания, вокзалах, станциях метрополитена, в вагонах поездов, на речных судах (за исключением мест, специально предназначенных для курения). Данная мера расширяет полномочия должностных лиц органов и учреждений, осуществляющих государственный санитарный надзор, по осуществлению контроля за соблюдением запрета курения и будет содействовать снижению распространения табакокурения в нашей стране и выполнению в полном объеме требований Декрета Президента Республики Беларусь от 17 ноября 2002 г. № 28.  По решению руководителя  вводится дополнительное поощрение некурящих или бросивших курить, в кафе и ресторанах осуществляется зонирование территории (места для курящих и некурящих).","Постановление Министерства здравоохранения Республики Беларусь от 03.11.2011г. № 111""О внесении дополнений и изменений в некоторые санитарные нормы, правила и гигиенические нормативы"", касающиеся запрещения курения в учреждениях (организациях) здравоохранения, образования, спорта, на объектах торговли и бытового обслуживания населения, на объектах общественного питания, вокзалах, станциях метрополитена, в вагонах поездов, на речных судах (за исключением мест, специально предназначенных для курения). Данная мера расширяет полномочия должностных лиц органов и учреждений, осуществляющих государственный санитарный надзор, по осуществлению контроля за соблюдением запрета курения и будет содействовать снижению распространения табакокурения в нашей стране и выполнению в полном объеме требований Декрета Президента Республики Беларусь от 17 ноября 2002 г. № 28.  По решению руководителя  вводится дополнительное поощрение некурящих или бросивших курить, в кафе и ресторанах осуществляется зонирование территории (места для курящих и некурящих).","Decree of the Ministry of Health of the Republic of Belarus of 03.11.2011. Number 111 ''On amendments and additions to some sanitary norms rules and hygienic standards'' regarding the prohibition of smoking in establishments (organizations) health education sports at trade and consumer services facilities catering railway stations subway stations in wagons on riverboats (except in places specially designated smoking area). This measure extends the powers of the officials of bodies and institutions exercising state sanitary inspection to monitor compliance with the ban of smoking and will help reduce the spread of smoking in our country and to fully implement the requirements of Presidential Decree of November 17 2002 ? 28. By decision of the director introduces additional encouragement non-smokers or ex-smokers in cafes and restaurants provided zoning (room for smokers and non-smokers).","WHO European Region"
"15","Belgium","les amendes et sanctions en cas dinfraction ont été renforcées. le nombres dinfractions dans les cafés a depuis diminué. les autres lieux publics ne posent pas de problème de respect de la legislation.","les amendes et sanctions en cas dinfraction ont été renforcées. le nombres dinfractions dans les cafés a depuis diminué. les autres lieux publics ne posent pas de problem de respect de la legislation.","Depuis le 1er juillet 2011 les dernières exceptions à l’interdiction de fumer ont été supprimés sur à un arrêt de la Cours Constitutionnelle. Depuis cette date le travail s’est concentré sur le contrôle et l’application de cette législation","WHO European Region"
"16","Belize","Report not provided","Answer not provided","The General Public has had good adherence to the implementation of the smoke free spaces initiatives.","WHO Region of the Americas"
"17","Benin","un effort est fait par les responsables des restaurants et bars, mais tous  les hôtels ne se sont pas encore conformés aux dispositions dinterdiction de fumer","un effort est fait par les responsables des restaurants et bars, mais tous  les hôtels ne se sont pas encore conformés aux dispositions dinterdiction de fumer","la plupart des restaurants et hôtels respectent linterdiction de fumée à lintérieur et installe les fumeurs sur les terrasses.","WHO African Region"
"18","Bhutan","Strengthen compliance with non -smoking policy. Designate smoking rooms in public places","Answer not provided","Authorised personnel identified advocacy programs conducted with the person in-charges for the entertainment centres Schools/cities/ tour guides; schools law clubs coordinators school guidance counsellors government and private commercial drivers and training of trainers all the concerned law enforcement officials","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","New laws on tobacco control which will include the issue of protection from exposure to tobacco smoke are being developed:
- by Federal Ministry of Health: Draft Law on Control and Limited Consumption of Tobacco, Tobacco and Other Products for Smoking (Federation of Bosnia and Herzegovina);
- by Ministry of Health and Social Welfare in the Government of Republic of Srpska: Draft Law on Protecting Health of Population from Tobacco and Other Smoking Tobacco Products (Republic of Srpska). 
In late 2017 the Assembly of Brcko District BiH adopted the Law on Banning Smoking and Other Forms of Consumption of Tobacco and Tobacco Products in Public Places in Brcko District BiH (""Official Gazette of Brcko District BiH"", No. 280/17).","Answer not provided","Increasing trends of indoor work and public places with completely ban of smoking caused by increasing awareness'' population and more active inspection services. Republika Srpska: Pprotection from exposure to tobacco smoke is enforced through Law on Prohibition of Smoking Tobacco Products in public places of the Republic of Srpska","WHO European Region"
"21","Botswana","Implementation of article 8 has challenges of resources especially manpower to reach the furthest parts of the country.  However, discussions are on going with local authorities to appoint focal persons at district level to address this gap.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","The national smoke free law entered into force in December 2014. It banned closed smoking areas, even if a restaurant, bar or store is partially closed by a wall, ceiling or awning. Places where smoking is allowed – as tobacco shops and research sites - must have an exclusive closed area for consumption, with exhaust system regulated by the National Agency of Sanitary Surveillance (ANVISA) to reduce smoke emissions and avoid contamination to other areas.","The national smoke free law entered into force in December 2014. It banned closed smoking areas, even if a restaurant, bar or store is partially closed by a wall, ceiling or awning. Places where smoking is allowed – as tobacco shops and research sites - must have an exclusive closed area for consumption, with exhaust system regulated by the National Agency of Sanitary Surveillance (ANVISA) to reduce smoke emissions and avoid contamination to other areas.","In December 15th. 2011. the President has sanctioned a national law prohibiting smoking in public places nationwide. The smoke free measures of this law are not in force due to the lack on its regulation by the Executive.","WHO Region of the Americas"
"23","Brunei Darussalam","Currently revising the regulations to include more public places.","Report not provided","Prior to 2012 smoking rooms were allowed in certain specified places e.g private companies and airport. This has been prohibited in the Tobacco (Prohibition in Certain Places) (Amendment) Notification 2012","WHO Western Pacific Region"
"24","Bulgaria","Tobacco control legislation covers all the provisions concerning art.8, but inadequate fines reduce their effectiveness. Enforcement is a great problem because neither legal acts nor decrees for implementation of the Laws provide clear requirements for fines and violation penalties. 
For example: no political will exist to impose effective control on smoking in indoor public places, especially in restaurants, cafes, bars etc. The change in the Health Act, where the ban was enacted, do not include penalties as ""closure of the establishment for a defined time"" or ""revocation of the license"". 
The privatized Bulgarian tobacco industry presents Bulgarian tobacco control with even bigger challenges than the ones we are witnessing now and they, no doubt, should be directly putting at risk total population health.","Answer not provided","On June 1st 2012 g. are adopted changes in the Health Act which regulates total ban of smoking for indoor and open public places. The prohibition of smoking has been expanded to include premises with separate work places adjacent area and sidewalks of nurseries kindergartens schools student dormitories and places where social services are provided for children playgrounds places where events for children and pupils are organized sports facilities summer cinemas and theatres - during sports and cultural events. 
 The aim of the current ban on smoking in indoor and some open public places is to protect public health. This prohibition on the one hand protect the health of non-smokers who are exposed to tobacco smoke in indoor and some open public places on the other hand protects smokers from excessive use of tobacco and tobacco products.","WHO European Region"
"25","Burkina Faso","Le Burkina Faso a prévu dans son plan stratégique 2016-2020, des actions en rapport avec lapplication de la loi antitabac et ses décrets dapplication. Il est prévu des mesures dissuasives à lencontre des éventuels contrevenants au décret sur linterdiction de fumer dans les lieux publics","Le Burkina Faso a prévu dans son plan stratégique 2016-2020, des actions en rapport avec lapplication de la loi antitabac et ses décrets dapplication. Il est prévu des mesures dissuasives à lencontre des éventuels contrevenants au décret sur linterdiction de fumer dans les lieux publics","Dans plusieurs lieux publics il y est affiché l’interdiction de fumer dans les lieux publics.
Les tenants des débits de boissons ou autres propriétaires des lieux publics sont chargés de coller de façon visible les affiches et de veiller au respect de la mesure (confer la Loi 040) 
Des sensibilisations ont également été faites à l’endroit des détenteurs des lieux publics et des transporteurs en communs sur l’interdiction de fumer dans ces lieux y compris les sanctions y relatives.
De spots télé et radio en français et dans les principales langues nationales ont été diffusées à cet effet.","WHO African Region"
"26","Burundi","Report not provided","Organisation des ateliers de sensiblisation dans la communauté sur les méfaits du tabagisme 
un projet de loi nationale sur la lutte contre le tabagisme contenant  des dispositions y relatives","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","1-Raised awareness to relevant government ministries'' staff on Harms of the Second Hand Smoke Exposure
2-Declared and established indoor smoke free areas of the relevant ministries. workplace and public places
3- Minister of Health issuing the Circular on Measures for the Banning of Smoking and Blowing of Tobacco Products at workplaces and public places","WHO Western Pacific Region"
"28","Cameroon","Plusieurs administrations ont pris des mesures portant interdiction de fumer dans leurs services centraux et déconcentrés depuis 2015
des efforts pour lapplication des dites mesures par les usagers sont manifestes et perceptibles.","Answer not provided","La célébration chaque année de la journée mondiale sans tabac met l’accent chaque fois sur la nocivité sur les non fumeurs de la fumée des fumeurs","WHO African Region"
"29","Canada","There have been extensive developments in implementing Article 8.  Comprehensive smoke-free legislation has been passed in all sub-national jurisdictions and numerous municipalities in Canada have adopted bylaws or policies to prohibit smoking in public places such as patios, play grounds and parks.

For example, as of Nov. 26, 2017, all colleges (CEGEP), universities and hospitals in Quebec were required by provincial legislation to adopt a policy regarding smoking on their grounds. While they need not adopt a 100% smoke-free outdoor policy, at least one has opted to do so.","There have been extensive developments in implementing Article 8.  Comprehensive smoke-free legislation has been passed in all sub-national jurisdictions and numerous municipalities in Canada have adopted bylaws or policies to prohibit smoking in public places such as patios, play grounds and parks.

As a specific example, 2015 regulatory amendments in the province of Ontario prohibit smoking of tobacco on and around childrens playgrounds and publicly-owned sporting areas; prohibit sale of tobacco on post-secondary campuses and in schools, child care centres and private home day cares; prohibit smoking on all restaurant and bar patios.","There have been extensive developments in implementing Article 8. Comprehensive smoke-free legislation has been passed in all sub-national jurisdictions and numerous municipalities in Canada have adopted bylaws or policies to prohibit smoking in public places such as patios. play grounds and parks.","WHO Region of the Americas"
"30","Cape Verde","pas de progrès des 1995","pas de progrès des 1995","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Implantation des signalétiques dans quelques lieux publics par exemples certains bars, restaurants lieux de travail
entretient avec les responsables de ces entreprises sur limportance des signalétiques avant leurs implantations;   
Emissions  radiodiffusées et télévisées, formation des jeunes et enseignants comme pairs éducateurs, conférence débat avec les jeunes,  sur les conséquences de tabagisme passif,","Report not provided","Report not provided","WHO African Region"
"33","Chile","El cumplimiento del Artículo 8 del CMTC tiene un alto estándar de cumplimiento de acuerdo a la legislación vigente.","Con respecto a la Protección contra la exposición al humo de tabaco,  nuestro país ha alcanzado un gran logro al aprobarse las modificaciones de la Ley 19.419 mediante la Ley 20.660, el año 2013.
 Entre las principales modificaciones se establece la prohibición de fumar en todo espacio cerrado que sea lugar accesible al público o de uso comercial colectivo, independientemente  de quien sea el propietario o de quien tenga derecho de acceso a ellos  y también en espacios abiertos de recintos deportivos y establecimientos públicos salvo en los espacios designados para fumar.

En el actual propuesta de modificación de la ley 19.419 se que los fiscalizadores de salud puedan implementar un sumario sanitario al identificar alguna infracción a la ley logrando de esta manera que el proceso de fiscalización y sanción sean mas eficaces 

-  Además para los fiscalizadores de los organismos competentes se elaboro el "" Manual para la Fiscalización de la Ley de Tabaco”. Disponible en http://web.minsal.cl/tabaco_introduccion.","Con respecto a la Protección contra la exposición al humo de tabaco. nuestro país ha alcanzado un gran logro al aprobarse las modificaciones de la Ley 19.419 mediante la Ley 20.660. el año 2013.
 Entre las principales modificaciones se establece la prohibición de fumar en todo espacio cerrado que sea lugar accesible al público o de uso comercial colectivo. independientemente de quien sea el propietario o de quien tenga derecho de acceso a ellos y también en espacios abiertos de recintos deportivos y establecimientos públicos salvo en los espacios designados para fumar.
Para la difusión de las nuevas normativas se implementaron diversas estrategias comunicacionales dirigidas a:
- La población general a través de medios de comunicación masiva. publicitarios o trabajo de las áreas de promoción de la salud de las Secretarías Regionales Ministeriales.
- Capacitación a los fiscalizadores. Academia. Carabineros. Organizaciones Civiles. Organizaciones No Gubernamentales. Medios de comunicación entre otro. Esto se llevo a cabo por medio de talleres presenciales en todas las regiones del país.
- Difusión a los equipos de salud del país a través de videoconferencias encabezadas por la máxima autoridad ministerial (Ministro de Salud) 
- Además para los fiscalizadores de los organismos competentes se elaboro el Manual para la Fiscalización de la Ley de Tabaco”. Disponible en http://web.minsal.cl/tabaco_introduccion.","WHO Region of the Americas"
"34","China","1.2015年6月1日，《北京市控制吸烟条例》正式生效，这是中国首部完全符合《公约》第八条要求的法规。
2.2016年11月，上海通过了新修订的《上海市公共场所控制吸烟条例》，该法规于2017年3月1日生效，规定所有室内公共场所，包括室内工作场所和公共交通全面禁烟。
3.2017年1月1日，《深圳经济特区控制吸烟条例》迎来限制吸烟场所期限解禁，包括酒吧、KTV等娱乐场所的室内环境开始实现全面禁烟。
4.另外，已有西宁、海口、杭州、张家口等多个城市将控烟立法修法列入计划。各地卫生计生系统还积极通过“文明城市”“卫生城市”“健康促进区县”创建等来推进无烟环境创建。","立法城市增加了北京、西宁、深圳、兰州、长春、唐山、福州7个城市，《烟草控制框架公约》生效后实施控烟立法的城市已达18个。","1. introduced in March 2011 by the People''s Republic of China''s 12th five-year plan for national economic and social development identified in the platform for the ''full implementation of smoking control in public places'';
2. December 2012 the Ministry of Industry and Information Technology Ministry of Health the Ministry of Foreign Affairs Ministry of Finance eight departments jointly issued the China tobacco control plan (2012-2015) set out in the full implementation of smoking control in public places;
3. March 10 2011 introduction of implementing rules for the regulations of the public health management of the Ministry of health to regulate indoor smoking ban in public places and so on;
4. September 5 2011 protection from second-hand tobacco smoke harm Harbin city promulgation of the Ordinance;
5. March 28 2012 Tianjin City Tianjin issued the tobacco control regulations;
6. November 8 2012 enact regulations on smoking control in public places in Anshan city in Anshan;
7. January 4 2013 promulgated for the Karamay city regulations on smoking ban in public places;
8. June 27 2013 the enactment of Qingdao Qingdao municipal tobacco control Act;
9. July 26 2013 enacting regulations of the smoking control in public places in Lanzhou in Lanzhou;
10. November 15 2013 Shenzhen enacting regulations of the Shenzhen Special economic zone on tobacco control;
11. December 21 2013 enacted the prevention of tobacco smoke harm approach in Changchun City of Changchun.
12. December 29 2013 the General Office of the CPC Central Committee and the State Council issued the notice of the leaders take the lead in matters relating to smoking in public places.","WHO Western Pacific Region"
"35","Colombia","- Proceso de implementación de las medidas de Inspección, Vigilancia y Control establecidos en la Ley 1335 de 2009 (Acta unificada de inspección, vigilancia y control de la Ley 1335 de 2009, para todo el territorio nacional; aplicación de medidas sancionatiorias, señalización oficial de ambientes Libres de humo de tabaco)
- Creación y socialización de la ruta de denuncia para la protección de los ambientes 100% libres de humo de tabaco en los lugares establecidos en el artículo 19 de la Ley de control de tabaco.","- Proceso de implementación de las medidas de Inspección, Vigilancia y Control establecidos en la Ley 1335 de 2009.
- Creación y socialización de la ruta de denuncia para la protección de los ambientes 100% libres de humo de tabaco en los lugares establecidos en el artículo 19 de la Ley de control de tabaco.

Smokefree environments: as part of strengthening of smokefree surveillance, at local level, we are in the process to include in the ""Sistema de Integral de Información de la protección social (SISPRO)"", the following indicators: i) Number of administrative sanctioning procedures initiated; ii) Number of administrative sanctioning procedures finalized with a penality and/or sanction; iii) Total revenues by penalities. This process is not yet completed.","- Proceso de implementación de las medidas de Inspección. Vigilancia y Control establecidos en la Ley 1335 de 2009.
- Creación y socialización de la ruta de denuncia para la protección de los ambientes 100% libres de humo de tabaco en los lugares establecidos en el artículo 19 de la Ley de control de tabaco.","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Nous constatons  que cette interdiction est complète parce que beaucoup des  gens la mette en pratique même si nous navons pas des textes  dapplication. On a plus des espaces sans pour 100% sans tabac créés par  accords volontaires.","le progrès accomplis en attendant que les textes d’application viennent compléter la loi nous avons déjà beaucoup des espaces 100% sans tabac dans les lieux publics intérieurs et les transports en commun à travers lexistence dun autocollants.","WHO African Region"
"38","Cook Islands","No change since the last report, smoking is prohibited in all places as mentioned above, however, enforcement and monitoring is weak.","No change since the last report, smoking is prohibited in all places as mentioned above, however, enforcement and monitoring is weak.","Media awareness and negotiation with appropriate workplaces Managers about the tobacco act compliance","WHO Western Pacific Region"
