"","Party","2018","2016","2014","Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Yes","Report not provided","Report not provided","WHO African Region"
"33","Chile","Yes","Yes","Si bien se ha avanzado en reforzar las directrices entre los organismos del estado y sociedad. no se han desarrollado acciones específicas al respecto.","WHO Region of the Americas"
"34","China","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Yes","Yes","Answer not provided","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","No","Answer not provided","WHO African Region"
"38","Cook Islands","Yes","Answer not provided","Answer not provided","WHO Western Pacific Region"
"39","Costa Rica","Yes","Yes","Ley 9028 garantiza la salud pública. por sobre los intereses comerciales y otros intereses creados de la industria tabacalera.","WHO Region of the Americas"
"40","Côte d'Ivoire","No","Yes","Participation de la société civile dans la mise en œuvre de larticle 5.3: Les Organisations Non Gouvernementales de lutte antitabac ont aussi organisé des Ateliers de formation sur les directives de l’Article 5.3 à l’attention dautres leaders d’ONG et des journalistes. 
Des déclarations dénonçant l’interférence des firmes de tabac sont régulièrement faites par les ONG de lutte antitabac.","WHO African Region"
"41","Croatia","Yes","Yes","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Yes","The ministry of health announced to the tobacco industries that no tobacco policy issues will be discussed with them and will not accept any kind of interference regarding the tobacco control policies. There are no partnerships or agreements with the tobacco industry. There is no conflict of interest for government employees.","WHO European Region"
"43","Czech Republic","Yes","Yes","Answer not provided","WHO European Region"
"44","Democratic People's Republic of Korea","No","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Yes","Yes","Report not provided","WHO African Region"
"46","Denmark","No","No","Answer not provided","WHO European Region"
"47","Djibouti","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Yes","Report not provided","WHO Region of the Americas"
"49","Ecuador","Yes","Yes","Se las utilizan para difusión en eventos y a través de instrumentos administrativos","WHO Region of the Americas"
"50","Egypt","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","No","No","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","No","No","Report not provided","WHO African Region"
"53","Estonia","Yes","Yes","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Yes","Yes","The European Commission consults stakeholders to the extent necessary for the elaboration of the appropriate regulation on tobacco products. The lead service for tobacco control in the EU Commission (Directorate General for Health and Consumers) publishes the minutes of meetings with industry on its website.","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Yes","Yes","Answer not provided","WHO European Region"
"58","France","Yes","Yes","Answer not provided","WHO European Region"
"59","Gabon","Yes","Yes","Answer not provided","WHO African Region"
"60","Gambia","Yes","Yes","THE GAMBIA DEVELOPING A NEW TOBACO BILL WHICH INCLUDES ART 5.3 AND IS COMING UP WITH NEW CHARGES FOR OFFENDERS","WHO African Region"
"61","Georgia","Yes","Yes","Amendment Project of the 2010 Tobacco Control Law includes article about the obligation under the article 5.3 of the FCTC but its implementation has not started yet since the Amendment to Law has not been passed in the Parliament yet.","WHO European Region"
"62","Germany","Yes","Yes","Answer not provided","WHO European Region"
"63","Ghana","Yes","Yes","Answer not provided","WHO African Region"
"64","Greece","Report not provided","No","Answer not provided","WHO European Region"
"65","Grenada","No","No","A presentation was made to Cabinet and Permanent Secretaries","WHO Region of the Americas"
"66","Guatemala","Yes","Yes","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","No","Report not provided","WHO African Region"
"68","Guinea-Bissau","No","No","Report not provided","WHO African Region"
"69","Guyana","Yes","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Yes","Yes","En todos los estadios de futbol a nivel nacional. no se ha permitido la injerencia de la industria tabacalera para el patrocinio de ningún equipo de futbol. tampoco potenciar alguna marca de tabaco al interior de dichas instalaciones deportivas","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","The Health State Secretariat has no relation with the tobacco industry. 
The website of the Tobacco Focal Point provides information on the practices of the tobacco industry.","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Yes","The Guidelines for implementation of Article 5.3 has been used as a base document for preparation of the DRAFT guidelines.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Yes","Yes","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","No","No","Answer not provided","WHO European Region"
"79","Jamaica","Yes","Yes","Answer not provided","WHO Region of the Americas"
"80","Japan","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Yes","Yes","We are now working to develop a guide to Jordan based on Article 5.3 of the Framework Convention and in collaboration with the World Health Organization.","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Yes","Yes","Answer not provided","WHO African Region"
"84","Kiribati","No","No","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Yes","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"88","Latvia","No","No","Answer not provided","WHO European Region"
"89","Lebanon","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Yes","Yes","Report not provided","WHO African Region"
"92","Libya","No","No","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Yes","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Yes","Yes","Answer not provided","WHO European Region"
"95","Madagascar","No","No","Answer not provided","WHO African Region"
"96","Malaysia","Yes","Yes","Develop Code of Conduct on the Prevention of Tobacco Industry Interference in Health Policymaking","WHO Western Pacific Region"
"97","Maldives","No","No","Answer not provided","WHO South-East Asia Region"
"98","Mali","No","No","Answer not provided","WHO African Region"
"99","Malta","Yes","Yes","Answer not provided","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Yes","Yes","Answer not provided","WHO African Region"
"102","Mauritius","Yes","Yes","Answer not provided","WHO African Region"
"103","Mexico","Yes","Yes","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","No","No","Answer not provided","WHO Western Pacific Region"
"105","Mongolia","Yes","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Yes","Yes","Answer not provided","WHO European Region"
"107","Myanmar","Yes","Yes","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","No","Report not provided","WHO Western Pacific Region"
"110","Nepal","Yes","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Yes","Yes","Answer not provided","WHO European Region"
"112","New Zealand","Yes","Yes","There are no government partnerships with the tobacco industry.
No incentives privileges benefits or preferential tax exemptions are granted to the tobacco industry.","WHO Western Pacific Region"
"113","Nicaragua","Yes","Yes","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","No","Report not provided","WHO African Region"
"115","Nigeria","Yes","Yes","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Yes","Yes","Answer not provided","WHO European Region"
"118","Oman","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"121","Panama","Yes","Yes","incluidas las siguientes. aunque no exclusivamente: 
informar y educar a los poderes públicos sobre la necesidad de proteger las políticas de control del tabaco; 

Se ha realizado seminarios y reuniones en las cuales se sensibiliza a los tomadores de decisión al respecto de las disposiciones del artículo 5.3 y sus directrices. 
En casos específicos se han remitido notas sobre la observancia del cumplimiento de las mismas. 
Estas recomendaciones se han efectuado con prioridad hacia las entidades con mayor grado de vinculación en la implementación de las diversas medidas establecidas en el CMCT.
En todas las acciones de capacitación dirigidas a personal de salud se incluye el tema de la interferencia de la industria tabacalera en las políticas de control de tabaco.

establecer medidas para limitar las interacciones con la industria tabacalera y presentar ejemplos de las que se hayan producido; 
En efecto se cuenta con una disposición que limita las interacciones de la Comisión Nacional para el Estudio del Tabaquismo con la industria tabacalera.

Rechazar las alianzas y los acuerdos/acuerdos voluntarios con la industria tabacalera que no sean vinculantes o de obligado cumplimiento; 
En Panamá no existe la práctica de acuerdos voluntarios con la industria tabacalera. 
En ocasiones previas a la ratificación del CMCT existieron algunos acuerdos que fueron revocados con la entrada en vigencia del CMCT (Yo tengo poder (MEDUCA – Despacho de la Primera Dama y el de las Granjas auto sostenibles con el Patronato de Nutrición. por ejemplo)

adoptar y aplicar un código de conducta para los funcionarios públicos. que prescriba las normas que deberían cumplir al tratar con la industria tabacalera. 
Mediante resolución de 745 de 16 de agosto de 2012 se establecieron medidas que limitan esta interacción a funcionarios del MINSA. las cuales se detallan. 

prohibir las contribuciones de la industria tabacalera a los partidos políticos. 
Sobre este tema no se ha avanzado actualmente.

No conceder incentivos. privilegios. ventajas o exenciones fiscales preferenciales a la industria tabacalera.
Existen acuerdos comerciales de vieja data con Centroamérica que establecen este tipo de medidas. 
En la actualidad se cuenta en el MINSA con un equipo de abogadas especialistas en materia comercial y que están vigilantes que en las negociaciones actuales no se otorguen beneficios de ninguna índole a la industria del tabaco.
Tenemos pendiente examinar la cuestión de los acuerdos previos para ver las formas posibles de eliminar dichas disposiciones.

Hay alguna industria tabacalera de propiedad estatal que lleve a cabo actividades en su jurisdicción y cómo se separan las funciones de supervisión de la industria tabacalera de propiedad estatal de la formulación de políticas de control del tabaco en el ámbito gubernamental. según proceda. 
En Panamá no se producen productos de tabaco por ninguna empresa estatal

Resumen de los aspectos más relevantes de la Res","WHO Region of the Americas"
"122","Papua New Guinea","Yes","Yes","Legislation to be passed parliament advocacy is planned on Tobacco industry interference and harms of tobacco use.","WHO Western Pacific Region"
"123","Paraguay","No","No","Answer not provided","WHO Region of the Americas"
"124","Peru","Yes","No","Answer not provided","WHO Region of the Americas"
"125","Philippines","Yes","Yes","The significant impact of the CSC-DOH Joint Memorandum that adopted the FCTC Article 5.3 may best be exemplified in the recent experience of the Province of Albay in December 2011. During a public hearing on the proposed 100% smoke-free ordinance in the provincial legislative council lawyers of the CSC and the DOH successfully invoked the provisions of the CSC-DOH Joint Memo in questioning the participation of lawyers from the Philip Morris Fortune Tobacco Corporation. 
The council barred the Philip Morris lawyers from actively participating and only allowed them to stay as mere observers. The province eventually enacted the ordinance in April 2012 with proposed provisions from the tobacco industry successfully removed.","WHO Western Pacific Region"
"126","Poland","Yes","Yes","Answer not provided","WHO European Region"
"127","Portugal","Yes","Yes","The tobacco Law that entered into force on the 1st of January 2008 prohibits tobacco industry from making information campaigns. Tobacco industry cannot sponsor any activities that directly or indirectly promote a tobacco product.
The general Directorate of Health published in 2013 guidelines for the implementation of smoking prevention initiatives at population level. These initiatives should be protected from conflict of interests with tobacco industry.
The members of the National Scientific Tobacco Prevention Board cannot have conflict of interest with tobacco industry.","WHO European Region"
"128","Qatar","Yes","No","A briefing note was produced on tobacco consumption and exposure to tobacco smoke. the health risks and addictive nature and mortal threat continuing through awareness campaigns and also through the legislative. executive and administrative measures at the appropriate governmental level to protect all persons from exposure to tobacco smoke.","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Yes","Yes","To prepare implementation of the article “Finding an effective strategy to implement the WHO FCTC Article 5.3” was conducted from July to December 2012. Please refer to Appendix 5.","WHO Western Pacific Region"
"130","Republic of Moldova","Yes","Yes","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Yes","Article 8 from 23.02.2013 N 15-FZ ''on public health protection from exposure to environmental tobacco smoke and the consequences of tobacco consumption'' interactions of bodies of State power and bodies of local self-government with the tobacco companies'' says:
1. when interacting with individual entrepreneurs legal persons in the sphere of health protection of citizens from the effects of tobacco smoke and the effects of tobacco use bodies of State power and bodies of local self-government are required to ensure accountability and transparency of such interaction.
2. interaction of bodies of State power and bodies of local self-government with the tobacco companies on matters governed by this federal law shall be carried out in public and treatment of tobacco companies made in writing or in the form of electronic documents and responding to these requests are subject to placement on the official websites of the organs of State power and bodies of local self-government in the information and telecommunication network on the Internet.","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","No","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Yes","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","No","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","No","No","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Yes","Report not provided","In general the Ministry of Health has carried out awareness campaigns across the country as part of Health Education aimed at changing the behavior of the population","WHO African Region"
"140","Saudi Arabia","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Yes","Yes","Answer not provided","WHO African Region"
"142","Serbia","No","No","Answer not provided","WHO European Region"
"143","Seychelles","Yes","No","Answer not provided","WHO African Region"
"144","Sierra Leone","Yes","Yes","Answer not provided","WHO African Region"
"145","Singapore","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Yes","Answer not provided","WHO European Region"
"147","Slovenia","Yes","Yes","Answer not provided","WHO European Region"
"148","Solomon Islands","Yes","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","Yes","Yes","Answer not provided","WHO African Region"
"150","Spain","Yes","Yes","La legislación española dirige las actividades políticas y administrativas de forma que los intereses de los sectores no interfieran en las decisiones tomadas. En casos en los que el concurso de los sectores económicos sea necesario. se establece mediante acuerdos firmados o convenios que son documentos públicos. en virtud de la trasparencia. En consecuencia. las actividades se ajustan a la directriz. y a su vez se tiene en cuenta la directriz a la hora de marcar las pautas de actuación.","WHO European Region"
"151","Sri Lanka","Yes","Yes","Report not provided","WHO South-East Asia Region"
"152","Sudan","Yes","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Yes","Yes","Suriname used the Guidelines for implementation of Article 5.3. of WHO FCTC version 2009 for the drafting of the Surinamese Tobacco Law","WHO Region of the Americas"
"154","Swaziland","Report not provided","No","Report not provided","WHO African Region"
"155","Sweden","No","No","Regarding 3.1.2.1: Sweden has not adopted any program or any legal measures explicitly aimed at protecting public health policies from commercial and other vested interests of the tobacco industry. There are however general rules of public law that have a similar effect. e.g. the principles of everyone''s equality before the law. objectivity and impartiality. Provisions relating to disqualification of officials due to personal interest serve a related purpose.","WHO European Region"
"156","Syrian Arab Republic","Yes","Yes","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"158","Thailand","Yes","Yes","According to principle 1 Deliberation of Article 5.3 at National Committee on Tobacco Control meeting: prepare implementation plan to be submitted to Cabinet for further directives. Working closely with many organizations to Raise awareness about tobacco industry interference with tobacco control policies
According to principle 2(accountable and transparent) the Bureau of Tobacco Control. which is the National focal point. under Department of Disease Control. MOPH has Regulation for officials in interacting with the TI (No dialogue with the TI in policy development on tobacco control..No meeting between TI representative and the Minister or officials of the Ministry of Public Health. except for implementation of Tobacco Control Law)
According to principle 3 There is clear policy on exclusion of TI-affiliated organizations involvement in all tobacco control processes
According to principle 4 No policy on the disclosure and management of conflicts of interest but adopt and implement a code of conduct for public officials by Promulgation the Regulation of Department of Disease Control on Interacting with Tobacco Entrepreneurs and Related Persons B.E.2555 [2012] .however there are no guidelines for other government officials
According to principle 5 No law to require disclosure of TI activities to government or public
According to principle 6 Prohibit government organizations from accept donation from TI and Ban CSR publicity; Ban announcement or make publicity of sponsorship or other activities by tobacco company. including using company name. logo in electronic media.
According to principle 7 Tobacco industry is entitled to receive tax privilege in the duty free-zone similar to other industries. 
According to principle 8 TTM is treated in the same way as other tobacco industries. 
All TC policy apply to both TTCs and TTM
Those run TTM is not involved in TC policy development
No TTM in MOH-FCTC meeting","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Yes","Yes","Answer not provided","WHO European Region"
"160","Timor-Leste","No","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Yes","Yes","Answer not provided","WHO African Region"
"162","Tonga","Report not provided","No","Answer not provided","WHO Western Pacific Region"
"163","Trinidad and Tobago","Yes","Yes","Answer not provided","WHO Region of the Americas"
"164","Tunisia","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"165","Turkey","Yes","Yes","Answer not provided","WHO European Region"
"166","Turkmenistan","Yes","No","Answer not provided","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"169","Ukraine","No","No","Answer not provided","WHO European Region"
"170","United Arab Emirates","Yes","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Yes","Report not provided","WHO European Region"
"172","United Republic of Tanzania","No","No","Answer not provided","WHO African Region"
"173","Uruguay","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","Yes","Answer not provided","WHO European Region"
"175","Vanuatu","Report not provided","No","Under the part 2 of Tobacco Control Regulation Order 86. it offers the requirements for permitted forms of advertisement to protect public health policies.","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Answer not provided","WHO Region of the Americas"
"177","Viet Nam","Yes","Yes","Answer not provided","WHO Western Pacific Region"
"178","Yemen","Yes","Yes","Answer not provided","WHO Eastern Mediterranean Region"
"179","Zambia","Yes","Yes","Report not provided","WHO African Region"
"180","Zimbabwe","No","No","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
