"","Party","2018","2016","2014","Region"
"164","Tunisia","No","No","No","WHO Eastern Mediterranean Region"
"165","Turkey","No","No","No","WHO European Region"
"166","Turkmenistan","No","Answer not provided","Yes","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","No","WHO Western Pacific Region"
"168","Uganda","Report not provided","No","No","WHO African Region"
"169","Ukraine","No","No","Yes","WHO European Region"
"170","United Arab Emirates","Yes","No","No","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Answer not provided","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Answer not provided","Answer not provided","No","WHO African Region"
"173","Uruguay","No","No","No","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","No","Yes","WHO European Region"
"175","Vanuatu","Report not provided","Yes","No","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","No","WHO Region of the Americas"
"177","Viet Nam","No","No","No","WHO Western Pacific Region"
"178","Yemen","No","No","Yes","WHO Eastern Mediterranean Region"
"179","Zambia","Yes","Yes","Report not provided","WHO African Region"
"180","Zimbabwe","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
