"","Party","2018","2016","2014","Region"
"11","Bahrain (Kingdom of)","STARTING February 2016, A SPECIAL TAX WAS ADDED ON TOBACCO PRODUCTS TO MAKE THE TOTAL OF IMPORTED DUTIES 200% INSTEAD OF 100%. HOWEVER, GCC AGREED TO APPLY 100% SELECTIVE TAX ON TOBACCO PRODUCT UP TO 100% ON RETAIL PRICE. ACCORDINGLY THE SPECIAL FEES WAS CANCELLED. STARTING 30TH DECEMBER 2017, THE TAXATION ON TOBACCO PRODUCTS ARE 100% IMPORTED DUTIES + 100% ON RETAL PRICE. THE CHANGE IN TAXATION REVENUES WILL BE AVAIALBE FOR THE NEXT REPORT","There has been no change in taxes since the last report, in 2014. All changes will be effective as from September 2016.","I n Bahrain taxes on tobacco and tobacco products are levied based on ad valorem only however currently negotiation is underway between Gulf Council Countries to add other types of taxes such as sales tax.","WHO Eastern Mediterranean Region"
"12","Bangladesh","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"13","Barbados","not available","not available","Answer not provided","WHO Region of the Americas"
"14","Belarus","Периодический рост цен на табачные изделия преимущественно 3 ценовой категории (наиболее дорогие)","Рост МРЦ в рамках компенсации роста ставок акцизного налога на табачные изделия - комментарий Белорусского государственного концерна пищевой промышленности ""Белгоспищепром""","Regular increase in prices of tobacco.","WHO European Region"
"15","Belgium","Answer not provided","Answer not provided","Stable. Pas d’augmentation significative","WHO European Region"
"16","Belize","Report not provided","Answer not provided","Prices for the retail of cigarettes have remained the same","WHO Region of the Americas"
"17","Benin","La tendance est à la baisse pour les marques de cigarettes conditionnant 20 tiges de cigarettes par paquets pour permettre aux clients dacheter autant leurs produits que ceux conditionnant 10 tiges de cigarettes et qui sont moins chères","La tendance est à la baisse pour les marques de cigarettes conditionnant 20 tiges de cigarettes par paquets pour permettre aux clients dacheter autant leurs produits que ceux conditionnant 10 tiges de cigarettes et qui sont moins chères","Tendance à la baisse car dautres marques Gold Seal venant de lAsie (Vietnam) sont apparues sur le marché avec des emballages de 10 tiges et sont vendues entre 80 et 100 FCFA","WHO African Region"
"18","Bhutan","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"19","Bolivia (Plurinational State of)","Desde la gestion 2012, los precios se han incrementado paulatinamente.","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","The annual increase in prices of tobacco products is approximately equal to the increase of excise duty on tobacco products. Minimum annual increase in excise duty on cigarettes is prescribed by Article 21a of the Law on Excise in BiH (“Official Gazette of BiH”, No. 49/09, 49/14, 60/14 and 91/17).

Trend of increasing the price of tobacco products in BiH is in line with EU requirements.","increasing trends of tobacco products prices in line with EU requirements","Two times increasing trends of price for 35%","WHO European Region"
"21","Botswana","The price of legal products is affected by illicit trade because products of illicit trade are very cheap the owners evade TAX.","Report not provided","Report not provided","WHO African Region"
"22","Brazil","The Decree 8.656 of January 29th 2016 determined a new increase in taxes on cigarettes from May 1st and further increase after December 1st 2016. It also raises the minimum price of the cigarette packages to R$ 5.00 after May 1st 2016.

A chart with the historical retail prices is shown below.","xxx","DERBY - 2013 (US$ 2.28) 2012 (US$ 1.85) 2011 (US$ 1.50","WHO Region of the Americas"
"23","Brunei Darussalam","There are no cigarettes being sold by retailers in Brunei as there is no more licensed tobacco importer since May 2014.","Report not provided","No change","WHO Western Pacific Region"
"24","Bulgaria","In 2016, inexpensive cigarettes have risen by 20-30 cents, while the most expensive - by almost 2 lev. From 1 January 2017, the specific excise duty on cigarettes increased from BGN 70 to BGN 101 per 1000 pieces. Modified was also the ratio between the specific and proportional excise duty on cigarettes since the beginning of the year the proportional excise duty being 27% of the sale price since the beginning of the year 2017, and from 1 January 2018 - 28% of the sale price. This leads to an increase of 20 cents for all brands of cigarettes in 2017 and another 20 cents. The aim is to reach the minimum levels of taxation in the European Union by 2018.","Answer not provided","Since 2009 the prices of tobacco products are the same.","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Les prix sont stationnaires depuis plusieurs années ; ce qui explique la forte prévalence du tabagisme surtout dans les milieux défavorisés (jeunes pauvres élèves…","WHO African Region"
"26","Burundi","Report not provided","La tendance des  prix du tabac au Burundi au cours des deux dernières années est constante.","Report not provided","WHO African Region"
"27","Cambodia","The prices of tobacco products have been increased.","Report not provided","ARA $0.35. Khmer tobacco and hand rolled $0.06. Marlboro $1.10","WHO Western Pacific Region"
"28","Cameroon","les produits du tabac manufacturés sont accècibles, les tendances des prix sont à la baisse du fait de la circulation des produits de contrefaçons alimentés par lindustrie de tabac elle même","Answer not provided","Les prix sont stables mais la tendance de l’industrie du tabac est de mettre sur le marché des paquets de 10 bâtons (unités)","WHO African Region"
"29","Canada","Overall tobacco prices have been increasing in Canada over the reporting period based on the fact that cigarettes make up 93% of the market (by value) and cigarette prices have been increasing. In the past two years cigarette prices have increased by 7%, smokeless tobacco prices have increased by 3% while cigar prices have remained steady. Tobacco prices have risen due to increases in several provincial excise tax rates as well as a strategy of increased pricing incorporated by the tobacco industry.

Note: With respect to the currency used to complete the “Rate or amount” section of question B83 and the “Retail price” section of question B91B, figures should be considered in light of CAD $1 being US $0.81 on January 5th, 2018.","In Canada, the average retail price of cigarettes has been rising due to a federal duty rate increase and price and tax increases in most provinces and territories.","In Canada. the average retail price of cigarettes has been either stable or rising slightly. depending on the province or territory of sale within Canada.","WHO Region of the Americas"
"30","Cape Verde","Le prix est resté le même au cours des dernières années","Le prix est resté le même au cours des dernières années","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","la tendance des prix  depuis 2015 est   à la hausse à cause des images chauquantes appostées sur les paquets de cigarette  qui découragent ou font peurs aux consommateurs donc certaines personnes  font  recourt aux produits  frauduleux comme malboro vendus sans ces avertissemensts sanitaires donc ces produits frauduleux ont tendance à augmenter le prix malgrè leur interdiction dimportation sur le teritoire tchadien.","Report not provided","Report not provided","WHO African Region"
"33","Chile","Answer not provided","Answer not provided","Debido al Terremoto ocurrido el 27 de Febrero del 2010 se produjo un aumento en el impuesto. Sumado a esto. el 31 de marzo del 2013. el Estado de Chile a través de su Ministerio de Hacienda. aplica una nueva fórmula para el cálculo de impuesto. Esto trae como consecuencia un alza del impuesto a la cajetilla de cigarrillos. siendo el más relevante el impuesto ad valorem. 
En este aspecto Chile tiene un impuesto acorde a las directrices del Convenio Marco de Control de Tabaco.","WHO Region of the Americas"
"34","China","2015年至2017年，中国境内卷烟加权平均零售价格从12.57元/盒（20支）增加到13.37元/盒（约2.12美元/盒），年均增长3.2%。","2013年至2015年，中国境内卷烟加权平均零售价格从11.00元/盒（20支）增加到12.57元/盒，年均增长6.9%。","The price of tobacco products increased year by year.","WHO Western Pacific Region"
"35","Colombia","•	Los precios promedio de cigarrillos son calculados con base en la información reportada al DANE por los grandes almacenes e hipermercados minoristas (GAHM) a nivel nacional, que cumplen con los parámetros de inclusión (200 a más personas ocupadas, y/o ventas anuales superiores o iguales a 3 millones de pesos de 2017).
•	Los precios de venta al público, son reportados para las cajetillas de 20 unidades de cigarrillos.
•	La información corresponde al precio promedio de la marca en el país y no al punto de venta más utilizado de la capital del país, esto debido a que la base de datos no identifica precios por ciudad, únicamente a nivel nacional.
•	Los precios de los productos de tabaco presentan crecimiento en los dos últimos años, principalmente por: a) mayor participación de productos y materias primas importadas; b) continua alza del dólar; c) Reforma tributaria que incrementó los impuestos para este tipo de productos.

Nota: La información de precios de las marcas más vendidas de cigarrillos se genera a partir de la Certificación de precios de cigarrillos para 2018, generada por el Departamento Administrativo Nacional de Estadística DANE, con información de enero a noviembre de 2017.","La información de precios que tiene el país proviene de la certificación anual del Departamento Administrativo Nacional de Estadística (DANE) (Precio de Venta al Público-PVP en grandes superficies) que sirve de insumo para la certificación de base gravable de la sobretasa al consumo de cigarrillos. Para el efecto, tomamos la certificación DANE expedida en diciembre de 2015, que tiene vigencia para el año 2016.

Los datos de precios no corresponden a las marcas más vendidas sino a la lista de precios de referencia para el año 2016, elaborada de acuerdo a la metodología prevista por la Comisión de Precios de Referencia de Cigarrillos creada por el Decreto 2427 de 2007.

Las certificaciones anuales de la base gravable de la sobretasa al consumo de cigarrillos  contienen el PVP certificado por el DANE para cada marca.","Answer not provided","WHO Region of the Americas"
"36","Comoros","Les prix des produits  de tabac  montent  une fois les taxes douanieres augmentés.","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","See document under B88.

Le prix varie dun point à un autre. Pour le grand magasin cest 600 à 650 et les supermarchés pour les produits fabriqués localement puis 1000 pour la cigarette Marlboro qui est importé et des prix variant pour les cigares.","Le prix des produits du tabac a augmenté depuis la mise en application de la loi des finances 2013 : Donc il y a amélioration depuis la présentation du dernier rapport","WHO African Region"
"38","Cook Islands","Prices have increased from 2012 – 2014 to 30% and from 2015 to years thereafter is at 5%","Prices have increased from 2012 – 2014 to 30% and from 2015 to years thereafter is at 5%","July 2012 33% increase for three years","WHO Western Pacific Region"
"39","Costa Rica","Los precios de los productos de tabaco suben conforme se va actualizando el impuesto específico al tabaco cada año. 

El tipo de cambio actual al 8 de febrero del 2018 es de $1 = ₡575, según el Banco Central de Costa Rica.","Los precios de los productos de tabaco suben conforme se va actualizando el impuesto específico al Tabaco cada año  Tipo de cambio  $ 1 = ₡ 542 colones  BCCR","Los precios de los productos de tabaco se han incrementado con respecto al anterior informe. consecuencia de que la moneda nacional mantiene fluctuaciones con respecto al dólar. además con la aprobación de la Ley Nª 9028. capítulo VII. Impuestos a los productos de tabaco en sus artículos Nº 28 al 31 se establecen impuestos a los productos de tabaco.","WHO Region of the Americas"
"40","Côte d'Ivoire","Les prix restent sensiblement les mêmes","les prix sont restés stables","La tendance est à la baisse comparativement aux deux dernières années. Les marques de cigarettes vendues à 25 fcfa l’unité (Excellence) et à 1000 fcfa le paquet (Dunhill) en 2012 sont aujourd’hui respectivement à 100 fcfa les 5 unités et à 700 fca le paquet avec à l’appui une publicité.","WHO African Region"
"41","Croatia","The lowest price for cigarettes in 2016. was 18,00 HRK (2,40 €)  and the highest price was 38,00 HRK (5,07 €). The lowest price for cigarettes in 2017. was 19,00 HRK (2,53 €)  and the highest was 38,00 HRK (5,07 €). Prices for cigarettes are higher in 2017. compared to 2016. and 2015. during the fact that the amount of excise duties was increased in 2016. and 2017. 
Customs Administration collects data about most popular price category for cigarettes (2016.- 21,00 HRK= 2,80 €; 2017. – 27,00 HRK=3,60 €)","The lowest price for cigarettes in 2014. was 16,00 HRK (2,09 €)  and the highest price was 40,00 HRK (5,24 €). The lowest price for cigarettes in 2015. was 18,00 HRK (2,36 €)  and the highest was 40,00 HRK (5,24 €). Prices for cigarettes are higher in 2015. compared to 2014. during the fact that the amount of excise duties was increased in 2014. and 2015. 
Customs Administration collects data about most popular price category for cigarettes (2014.- 25,00 HRK= 3,27 €; 2015. – 21,00 HRK=2,75 €)","The lowest price for cigarettes in 2012. was 13 00 HRK (1 70 €) and the highest was 35 00 HRK (4 59 €). The lowest price for cigarettes in 2013. was 15 00 HRK (1 97 €) and the highest was 79 00 HRK (10 37 €). Prices for cigarettes are higher in 2013. compared to 2012. during the fact that the amount of excise duties was increased in 2012. and 2013. Customs Administration collects data about most popular price category for cigarettes (2013.- 19 00 HRK= 2 49 €; 2012. – 20 00 HRK)","WHO European Region"
"42","Cyprus","Report not provided","Approximately 20 cent increase since last report.","Prices of tobacco products are raising specially RYO tobacco.","WHO European Region"
"43","Czech Republic","Consumer prices of tobacco products were constantly growing, in line with gradual increase in excise duty rates on tobacco products during the period 2016 – 2018","Since the last report in 2014, weighted average price of cigarettes (WAP) has increased by 4,8 %. The most purchased price category (MPPC) increased by 9,7 %.","The price of tobacco products has been increasing in the last two decades. Regarding the situation in the past two years - price of a pack of 20 cigarettes (L&M blue) increased from 75 CZK to 80 CZK (since 2012).","WHO European Region"
"44","Democratic People's Republic of Korea","The tobacco products are sold at a price fixed by the government (article 23 of Tobacco control law), which is being raised gradually over the years.","Report not provided","The price of tobacco products is rising in the country and tobacco control organizations are making various interventions to raise the price.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Prix sur le marché, Mars 2018 
le Franc Congolais, Taux: 1620Fc = 1$ Us
Pas beaucoup de variation malgré la dépréciation du franc congolais face au $Us","Les prix sont restés inchangés depuis plus de 5 ans malgré le changement à la hausse de taux déchange ce qui fait penser que la contrebande est considérable.","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","The prices on tobacco products have increased due to the increasing excise duties since 2012 (see 2.8.4).","WHO European Region"
"47","Djibouti","augmentation des prix au détail","augmentation des prix au détail","Les prix ont augmenté sensiblement sans modification de la marge fiscal.","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","An increase in the price of cigarettes was observed.","Report not provided","WHO Region of the Americas"
"49","Ecuador","Los precios de los tabacos han incrementado en promedio un 25.44% en los dos últimos años, tomando como base los precios reportados a febrero de 2018, lo cual se justifica por el incremento anual de la tarifa específica del impuesto.","Los precios de los tabacos han incrementado en promedio un 30% en los dos últimos años, tomando como base los precios del año 2014, lo cual se justifica por el incremento semestral de la tarifa específica del impuesto.","En estos dos últimos años se ha producido un aumento progresivo de los precios de los productos de tabaco en razón de los impuestos generados por las políticas tributarias implementadas por el gobierno (impuesto específico. noviembre 2011)","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Hay una variación máxima del 10% entre el promedio de los precios sugeridos al consumidor y el promedio de precios de venta en los establecimientos. Esto puede deberse a incrementos no autorizados en los precios o bien al desfase entre los registros administrativos de 2017 y los precios corrientes en los establecimientos donde se vende cigarrillo ya que el monitoreo se realizó en marzo 2018. Este es el primer monitoreo de precios y servirá como línea base de los precios de venta en los establecimientos. 
Con base en los registros administrativos de las declaraciones de precios sugeridos al público, se ha visto un incremento progresivo de los precios en los últimos años 7 años.","Os productos Delta y Marlboro han mostrado una disminución en su precio, respecto al año 2013. En cuanto al producto Diplomat, no se tiene referencia del valor del año anterior.","Answer not provided","WHO Region of the Americas"
"52","Equatorial Guinea","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","There is no data on the price of tobacco products gathered separately by brands, only the average retail price.","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","The EU covers 28 countries. Therefore, it is not possible to indicate the country-specific domestic and imported most sold brands. The overall average of the WAP (weighted average retail selling price) in all 28 Member States amounts to 235.03 Euro per 1000 cigarettes on 1 January 2018, with the lowest WAP in one Member State of 127.57 Euro and the highest WAP in one Member State of  503.5 Euro. (If translated into a price range, this would correspond to a price range per pack of 20 cigarettes from 2.55 to 10.07 EUR).
In 26 Member States the average price of cigarettes released for consumption during 2015 and 2017 increased. It should be noted that the WAP for 2018 for instance, is based on the average prices of all cigarettes released for consumption during the previous year.","The EU covers 28 countries. Therefore, it is not possible to indicate the country-specific domestic and imported most sold brands. The overall average of the WAP (weighted average retail selling price) in all 28 Member States amounts to 209,78 Euro per 1000 cigarettes on 1 January 2016, with the lowest WAP in one Member State of 121.18 Euro and the highest WAP in one Member State of  504.95 Euro. (If translated into a price range, this would correspond to a price range per pack of 20 cigarettes from 2.42 to 10.01 EUR).

In 25 Member States the average price of cigarettes released for consumption during 2013 and 2014 increased. It should be noted that the WAP for 2015 for instance, is based on the average prices of all cigarettes released for consumption during the previous year. More information including an overview of the development of the WAP in the Member states can be found at p.15 and in annex I of COM (2015)621 (http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=COM:2015:0621:FIN).","Trend: increase of retail selling prices due to the mandatory increase of minimum taxes for the majority of EU Member States before 31 December 2013 and a further obligation to increase excise duties for a certain number of (new) EU Member States before 31 December 2017.","WHO European Region"
"56","Fiji","Report not provided","Report not provided","The trend has slightly increased","WHO Western Pacific Region"
"57","Finland","The average price of cigarettes has increased by 18 % from 2015 to 2017.","The average price of cigarettes has increased by 13 % and of fine-cut tobacco by 19 % from 2013 to 2015.","In year 2012 compared to year 2011 the average price of cigarettes increased approximately 9 % and price of fine cut increased 20 %. Between 2012 and 2013 price for cigarettes increased approximately 2.5% and there was no change in the price for fine-cut.","WHO European Region"
"58","France","Il a été constaté depuis 2017 une augmentation des prix : 

- En novembre 2017  le prix moyen du paquet de 20 cigarettes progresse de 35 centimes. Près de 4 paquets de 20 cigarettes sur cinq sont arrivés à un prix égal ou supérieur à 7 euros, et  s’établissent entre 6,70 euros et 8,10 euros. Les prix homologués des blagues de 30 grammes de tabac à rouler s’établissent entre 7,20 euros et 10,70 euros.

-en mars 2018, une nouvelle augmentation est constatée : Le prix du paquet de 20 cigarettes augmente, en moyenne, de presque 1 euro (94 centimes). Les prix homologués des paquets de 20 cigarettes s’établissent entre 7,50 euros et 9,10 euros. Le prix moyen du paquet de 20 cigarettes des références homologuées est d’environ 7,90 € (contre 7 € depuis novembre 2017). Les conditionnements standards de tabac à rouler de 30 grammes sont en hausse de 2 euros en moyenne et s’établissent entre 9,50 euros et 11,10 euros. Le prix moyen des références homologuées de 30 grammes est d’environ 10,50 € (contre 8,60 € depuis novembre 2017).","Hausse des prix en janvier 2014. Depuis, stabilité des prix.","2012 : augmentation de 5% du prix annuel moyen du paquet de cigarettes le plus vendu 
2013 : augmentation de 6% du prix annuel moyen du paquet de cigarettes le plus vendu","WHO European Region"
"59","Gabon","Answer not provided","Légèrement à la hausse","Les prix nont pas changés depuis deux ans ou si peu.","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","due to the step by step increase of tobacco taxes the prices on tobacco products has slightly increased but it is still not proportionate to the inflation rate and therefore it is unlikely to have an effect on the consumption rates.","There is slight increased trend in price of cigarettes especially after increase of tax on cigarettes in September 2013 but considering inflation it is not significant","WHO European Region"
"62","Germany","The weighted average price increased from 2016 to 2017 by 
3.0% (cigarettes) 
16.6% (pipe tobacco) 
3.37% (cigars/cigarillos). 
The weighted average price for fine cut  decreased from 2016 to 2017 by 0.3 %.","The weighted average price increased from 2014 to 2015 by 
3.8% (cigarettes) 
5.3% (fine cut) 
16.7% (cigars/cigarillos). 
The weighted average price for pipe tobacco decreased from 2014 to 2015 by 1.7 %.","The weighted average price increased from 2012 to 2013 by
2.9% (cigarettes)
6.1% (fine cut)
1.9% (cigars/cigarillos).
The weighted average price for pipe tobacco decreased from 2012 to 2013 by 0.6%.","WHO European Region"
"63","Ghana","Retail Price of most common cigarette products have virtually remained the same despite increase in Ad valorem taxation from 150% i 2014 to 175% in 2016","Retail Price of most common cigarette products have virtually remained the same despite increase in Ad valorem taxation from 150% to 175%","The retail price of tobacco products have remained almost the same over the last two years.","WHO African Region"
"64","Greece","Report not provided","Answer not provided","The prices of tobacco products have gradually been increased.","WHO European Region"
"65","Grenada","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Ligero incremento  en precios.","Ligero incremento","La tendencia refleja un incremento leve","WHO Region of the Americas"
"67","Guinea","Report not provided","Voir B67","Report not provided","WHO African Region"
"68","Guinea-Bissau","No changes observed.","No changes observed.","Report not provided","WHO African Region"
"69","Guyana","There have been minimal changes in the last two years.","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Se puede apreciar un incremento anual de los productos derivados de tabaco, ya que se basa en el Indice de Precios al Consumidor que establece el Banco Central de Honduras. Es decir en la medida que sube la inflación se aprecia un incremento en dichos productos. En el año de 2010 el paquete 20 unidades de cigarrillos de tabaco de la marca Belmont tenia un costo de L.36.00 y en el año 2014 presenta un costo de L.46.00 en el transcurso de cuatro años presenta un incremento de L.10.00.","Se puede apreciar un incremento anual de los productos derivados de tabaco, ya que se basa en el Indice de Precios al Consumidor que establece el Banco Central de Honduras. Es decir en la medida que sube la inflación se aprecia un incremento en dichos productos. En el año de 2010 el paquete 20 unidades de cigarrillos de tabaco de la marca Belmont tenia un costo de L.36.00 y en el año 2014 presenta un costo de L.46.00 en el transcurso de cuatro años presenta un incremento de L.10.00.","Answer not provided","WHO Region of the Americas"
"71","Hungary","Report not provided","Price trends were affected by a tax raising integrated in a tax-composition reform in 2015.","As it concerns cigarettes: the tax in proportion of price has been increased with 2.7% (to 9.5%).the quantitative tax has been increased with 33.7% . while the tax minimum with 43.8%.
As it concerns other tobacco products:
The tax minimum has been increased with 71.2% in the past two years. namely in 2011-2012.
The level of taxes has been modified/ has been increased (highly above the level of inflation rate) five times in 2011-2012. 
The level of VAT has been increased once. from 25% to 27%.","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","The excise duty on cigarettes as been increased by about 24%. The retail price has gone up by slighly lower percentage or 22%","WHO European Region"
"73","India","Report not provided","The price of tobacco product (smoking & smokeless tobacco) has increased due to increase in Central Excise as well as the State Tax /  Value Added Tax(VAT) by States.","The price of tobacco product (smoking & smokeless tobacco) has increased due to increase in Central Excise as well as the State Tax /  Value Added Tax(VAT) by States.","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","There is a slight increase on the prices of cigarettes in the Iraqi market due to the imposition of tariffs.","WHO Eastern Mediterranean Region"
"76","Ireland","upward above the rate of inflation","upward above the rate of inflation","Upward trend","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","In the last two years average market prices of tobacco products increased of 1.6%","In the last two years average market prices of tobacco products increased of 2.1%","In the last two years average market prices of tobacco products increased of 0.6%","WHO European Region"
"79","Jamaica","The price of tobacco products has increased with the implementation of new tax measures. The retail prices of cigarettes have increased.The  Jamaican dollar has devalued over the past two years.","The price of tobacco products has increased with the implementation of new tax measures. The retail price of the most popular brand of cigarette Craven A has increased from JA$800 to JA$1000 The  Jamaican dollar has devalued over the past two years.","The price of tobacco products has increased as the Jamaican dollar has devalued over the past two years.","WHO Region of the Americas"
"80","Japan","Retail price of Marlboro Light Menthol Box, listed in B91B, rose to JPY 470 in October, 2017.","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","تم رفع اسعار السجائر عام 2016, 2017,2018","تم تخفيض الاسعار من قبل شركات التبغ عام 2013 بنسبة 10%  ثم تم رفعه  عام 2014 الى القيمة السابقة وقامت الحكومة برفع الضريبة الخاصة على التبغ من 300 فلس420 فلس","Prices increased in 2013 due to an increase in the special tax.","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","In accordance with the Government of the Republic of Kazakhstan dated March 6 2012 ? 294 minimum retail price for cigarettes with filter 20 (MRC) depending on the length of the year was up to 22.10.2013 in the amount of 90-100 m. According to the Government of the Republic of Kazakhstan from 11.10.2013 ? 1087 from 22.10.2013 till 31.12.2013 the MRC was in the amount of KZT 130 and from 01.01.2014 to 31.12.2014 the year is set at 150 m.","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Prices have not changed in the last two years. Imported smoked products are insignificant. Smokeless tobacco products were not easily accessible in the market to access. Most are sold in confectionery shops out of the city centres","WHO African Region"
"84","Kiribati","Not available","Not available","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","الأسعار الرسمية لم تتغير ولكن مؤخرا بسبب فرض الضريبة الانتقائية في دول الجوار ( مملكة البحرين والمملكة العرية السعودية فإنه تم رصد ارتفاع بالاسعار في مخالفة لقوانين وزارة التجارة وتم توقيع العقوبات كما لوحظ نقص في المعروض من منتجات التبغ لكثرة شراء السعوديين والبحرينيين من السوق الكويتية ولترقب فرض الضريبة الانتقائية قريبا قام بعض موزعي التبغ بحجب البضائع انتظارا لرفع اسعارها، مما جعل المعروض قليلا وبالتالي ارتفعت اسعاره، ووزارة التجارة ستتخذ الاجراءات القانونية تجاه ذلك","No channge yet but expected to increase soon once the new rsolution put int practice","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","с июля 2014 года нет внутреннего производства, в связи с чем  указаны МРЦ на местные сигареты за 1-е полугодие 2014 года, а в 2015 году, так как эти же сигареты импортируются из России, поэтому указаны в разделе  импортные сигареты. Причем в скобке рядом розничной ценой указаны доля акцизного налога к стоимости","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","The price is slightly increased","The price is slightly increased","Adeng is the most popular cigarettes in Laos its price trend has been increased from 4000LAK/Pack in 2009 5000LAK/Pack in 2010 6000LAK/Pack in 2011 and 7000LAK/Pack in 2013.","WHO Western Pacific Region"
"88","Latvia","With the increase of excise duty, the maximum retail selling price of cigarettes has a growing tendency.","With the increase of excise duty the maximum retail price of cigarettes has a growing tendency.","Excise tax was not changed in the period from 2011 to 2014. 
In 2012 VAT rate was changed from 18% to 21%. Accordingly to Central Statistical Bureau data consumer price for tobacco products has increased for 2% from January 2012 to January 2013 and for 2.1% from January 2013 to January 2014.","WHO European Region"
