"","Party","2018","2016","2014","Region"
"24","Bulgaria","In 2007-2017, the price of popular cigarettes in Bulgaria has doubled - from less than 60 euros in 2007 to over 120 euros in 2017 per 1000 cigarettes. In boxes, this is a growth of BGN 2,30 (EUR 1,18) per box in 2007 to EUR 4,70 (EUR 2,40) in 2017.
The big increase of cigarettes prices, is in the period 2007-2010, with only in 2010 the price rising by 42%. In the most popular price category of cigarettes that an increase of 2.90 lev per pack of cigarettes in 2009 to 4.10 lev per box in 2010
In 2007-08, cigarettes released for consumption were respectively 19.8 billion for 2007 and 21.9 billion for 2008 respectively. The big changes since 2010 - a drop of 33% in the price increase of 42%.
in 2015, when without any major change in excise duty or price the legal market moved sharply, rising by 16% or as much as 1.8 billion to 13.2 billion cigarettes released for consumption.
In 2016, this process continues in some sense, with a new growth in the legal market by 670 million pieces. In fact, after 2015, only a slight increase in the nominal excise burden (and the price of a cigarette box) is observed and, at the same time, an increasing legal sales
A similar curve marks the consumption of cigarettes (billion pieces): 2010-10.64, 2011-10.51, 2012-11.19, 2013-11.14, 2014-10.93, 2015-12.55, and 2016-13.19. When comparing these data with the results of the prevalence surveys we can see that the years with greater smoking rate from the history of Bulgarian tobacco studies is in 2007-08q characterized with both high consumption and cigarette smoking prevalence. The lower smoking rates in 2014 are most probably related to the the effects of prices shock in 2010.","Answer not provided","REGULATIONS FOR APPLICATION OF THE EXCISE DUTIES AND TAX WAREHOUSES ACT (promulgated in the State Gazette No. 42/23.05.2006)
Article 4c. (1) The manufactured tobacco and alcoholic beverages bought in another Member State by natural persons for personal needs which shall be exempt from excise duty may not exceed the quantities laid down as follows:
1. for manufactured tobacco:
a) cigarettes- 800 pieces;
b) cigars- 200 pieces;
c) cigarillos- 400 pieces;
d) tobacco for smoking- 1 kilogram.
In addition please find enclosed table: ''Rates''.","WHO European Region"
"25","Burkina Faso","Le Burkina Faso vient de relever le taux de taxation des produits du tabac dans sa loi de Finances, gestion 2016. Ainsi, les produits du tabac bas de gamme et standard sont taxés à 30% et ceux de luxe à 40%. Pourtant la Directive 2013 de lUEMOA a recommande à tous les pays de relever les taxes à au moins 45%.","Le Burkina Faso vient de relever le taux de taxation des produits du tabac dans sa loi de Finances, gestion 2016. Ainsi, les produits du tabac bas de gamme et standard sont taxés à 30% et ceux de luxe à 40%. Pourtant la Directive 2013 de lUEMOA a recommande à tous les pays de relever les taxes à au moins 45%.","Au Burkina Faso les ventes en franchises de droits sont uniquement autorisées dans l’aéroport de Ouagadougou. Les voyageurs entrants sont autorisés à introduire dans le pays 200 cigarettes ou cigarillos 50 cigares ou 250 grammes de tabac en franchise de taxes.
Malheureusement la vente aux voyageurs internationaux quittant le pays n’est soumise à aucune limitation.","WHO African Region"
"26","Burundi","Report not provided","Organisation dun atelier d’information et d’échanges sur l’article 6 de la CCLAT au BURUNDI : Mesures financières et fiscales visant à réduire la demande de tabac auprès des parlementaires, differents ministères, différents institutions et organisations de la société civile.
 Il y a eu un pas positif dans la politique des taxes en 2012 ; le Burundi avait  un simple taux de taxes indirectes  ad valorem pour toutes les cigarettes, soit localement produites ou importées. Ce taux a été rehaussé de 83% à 120% à partir de Juillet 2012, puis 200% en 2013 et la taxation spécifique à 22 Fbu/ tige en 2014","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Ministry of Economy and Finance Prakas on the reformed of Tobacco Tax Working Group (TTWG) on 20 November. 2013.
Sub-Decree on reforming of Excise Tax Rate on cigarette products from 10% to 15% signed Prime Minister on 26 March. 2014 and will come into effect on 1 July. 2014.
MEF Prakas on increasing of Excise Tax Base from 65% to 90% signed by the Minister of Economy and Finance with the effective date of 1 July. 2014.","WHO Western Pacific Region"
"28","Cameroon","Une disposition relative à la taxation spécifique des produits du tabac a été introduite dans la loi de finance 2015
la base dimposition est 3500 FCFA pour 1000 tiges.","Une disposition dune taxation spécifique des produits du tabac a été introduite dans la loi de finance 2015","Answer not provided","WHO African Region"
"29","Canada","Canada was in compliance with Article 6 at the time of ratification. Canadas sub national authorities maintain price and tax measures within their respective jurisdictions and make progress in implementing Article 6.

Canada adjusted the excise duty on cigarettes and other tobacco products in 2014 to account for inflation since 2002. Rates increased from $0.425 per 5 cigarettes to $0.52575 per 5 cigarettes, resulting in an increase of $4.03 per carton of 200 cigarettes. Since the last submission, federal excise duty rates on tobacco products increased in March 2017 (e.g., by $0.53 per carton of 200 cigarettes) and February 2018 (e.g., by $2.29 per carton of 200 cigarettes). The March 2017 increase maintained the intended tax burden of the manufacturers’ surtax on tobacco products following its
repeal.

To ensure that they retain their real value in the future, federal excise duty rates are indexed to Canada’s Consumer Price Index and will be automatically adjusted accordingly every five years, starting in 2019.","Canada was in compliance with Article 6 at the time of ratification.  Canadas sub national authorities maintain price and tax measures within their respective jurisdictions and make progress in implementing Article 6.

Canada adjusted the excise duty on cigarettes and other tobacco products in 2014 to account for inflation since 2002.  Rates increased from $0.425 per 5 cigarettes to $0.52575 per 5 cigarettes, resulting in an increase of $4.03 per carton of 200 cigarettes.

To ensure that they retain their real value in the future, federal excise duty rates are indexed to Canada’s Consumer Price Index and will be automatically adjusted accordingly every five years, starting in 2019.","Canada was in compliance with Article 6 at the time of ratification. 
Canada''s sub national authorities maintain price and tax measures within their respective jurisdictions and make progress in implementing Article 6. As example. the Government of Nunavut increased their provincial tobacco tax by $1.00 per package of cigarettes in 2012.","WHO Region of the Americas"
"30","Cape Verde","Ce rapport est le premier du Cap-Vert
Remarque que la taxe spéciale à la consommation a augmenté  10% em 2017","Ce rapport est le premier du Cap-Vert
Remarque que la taxe spéciale à la consommation a augmenté  10% em 2017","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","la loi des finances 2016 a permis de passer de 20% à 25% (plafond fixé par la directive CEMAC des  droits daccise au Tchad. En plus, il ya augmentation pour des taxes spécifiques, notamment:
Taxes sur les produits importés :

•	Droit des douanes : 30% valeur CAF;
•	Droit daccise : 25%Valeur CAF +Droit de douanes ;
•	Tva :                 18% de la ( valeur CAF  + Droit de douanes + Droit daccise );
•	Redevance statistique : 2% de la valeur CAF;
•	Taxes d’intégration communautaire pour compte CEMAC  :        1% valeur CAF;
•	Taxes OHADA  : 0,5% Valeur CAF;
•	Contribution communautaire dintégration  (CCI) pour compte CEEAC : 0,4% valeur CAF;
•	Taxe anti retroviraux : 2% Valeur CAF;
•	Taxe protection Environnement (TPE) : 
5 FCFA/paquet de 20 cigarettes ou 10 FCFA /paquet de 10 cigares.

	. Taxes sur les produits CEMAC. 
•	Tva : 18% de la valeur sortie dusine + le droit daccise ;
•	Droit d’accise: 25% du prix sortie usine.","Report not provided","Report not provided","WHO African Region"
"33","Chile","El decreto 828 del Ministerio de hacienda en su articulo 17 señala lo siguiente:

La persona que sin ser comerciante importe para su consumo particular cualquiera de los artículos gravados por el presente decreto ley, deberá pagar, antes de extraer la mercadería de la aduana, la contribución que le corresponda, de acuerdo con el precio comercial que le fije el Servicio de Impuestos Internos.
 
    No obstante, el impuesto y las demás obligaciones señaladas en este artículo no afectarán a los cigarrillos, tabaco de pipa, puros grandes y puros chicos o tiparillos, que se internen por pasajeros para su consumo, en una cantidad que no exceda, por persona adulta, de 400 unidades de cigarrillos; 500 gramos de tabaco de pipa; 25 unidades de puros grandes y 50 unidades de puros chicos o tiparillos, respectivamente.(20)","El decreto 828 del Ministerio de hacienda en su articulo 17 señala lo siguiente:

La persona que sin ser comerciante importe para su consumo particular cualquiera de los artículos gravados por el presente decreto ley, deberá pagar, antes de extraer la mercadería de la aduana, la contribución que le corresponda, de acuerdo con el precio comercial que le fije el Servicio de Impuestos Internos.
 
    No obstante, el impuesto y las demás obligaciones señaladas en este artículo no afectarán a los cigarrillos, tabaco de pipa, puros grandes y puros chicos o tiparillos, que se internen por pasajeros para su consumo, en una cantidad que no exceda, por persona adulta, de 400 unidades de cigarrillos; 500 gramos de tabaco de pipa; 25 unidades de puros grandes y 50 unidades de puros chicos o tiparillos, respectivamente.(20)","Debido al Terremoto ocurrido el 27 de Febrero del 2010 se produjo un aumento en el impuesto. Sumado a esto. el 31 de marzo del 2013. el Estado de Chile a través de su Ministerio de Hacienda. aplica una nueva fórmula para el cálculo de impuesto. Esto trae como consecuencia un alza del impuesto a la cajetilla de cigarrillos. siendo el más relevante el impuesto ad valorem. 
En este aspecto Chile tiene un impuesto acorde a las directrices del Convenio Marco de Control de Tabaco.","WHO Region of the Americas"
"34","China","近年来，中国政府一直积极推进烟草税收立法工作。2017年12月27日，第十二届全国人大常委会第31次会议审议通过了《中华人民共和国烟叶税法》。","2015年5月，中国将卷烟批发环节从价税税率由5%提高至11%，并且同步提高了卷烟批发及零售环节的销售价格，实现了“提税顺价”同步实施。使得中国卷烟流转税税负水平提高了8%左右。","Answer not provided","WHO Western Pacific Region"
"35","Colombia","En 2017, la Veeduría Ciudadana para el Control de Tabaco, el Ministerio de Salud y el Ministerio de Hacienda recibieron el Premio del Día Mundial Sin Tabaco, por su trabajo en el incremento del impuesto al tabaco en Colombia: 

Mediante la Ley 1819 de 2016, se aprobó un incremento progresivo del impuesto específico a los cigarrillos: el impuesto aumentó a partir de enero de 2017, en $1.400 pesos por cajetilla de 20 unidades. En 2018, la tarifa aumentó a $2.100, y a partir de 2019 se ajustará en función del aumento del Índice de Precios al Consumidor (IPC), más 4 puntos porcentuales. Esta misma ley, modificó la tarifa general del IVA, que aumentó del 16% al 19%, tarifa que también se refleja en el precio de los cigarrillos. Por su parte el componente Ad valorem se mantuvo en 10%

En 2016 el componente específico era de $701 por cajetilla de 20 unidades más un 10% sobre PVP. 
En 2017 el componente específico pasó a $1.400 por cajetilla de 20 unidades. 
En 2018 el componente específico es de $2.100 por cajetilla de 20 unidades.
A partir de 2019 este valor se incrementará en IPC más 4 puntos.

Adicionalmente, desde 2017, el 10% se calcula sobre los Precios de venta al público – PVP certificados por el DANE. 

Las medidas efectivamente se han reflejado en incremento de precios de más del 60% en las principales marcas, tomando valores nominales para los últimos dos años.

En suma, el país reconoce que las medidas relacionadas con los precios e impuestos son un medio eficaz e importante para reducción del consumo de tabaco. Dentro de los objetivos nacionales política pública en salud se incluyó en la reforma tributaria un incremento a los impuestos sobre este consumo. De igual modo, dentro de las razones para impulsar la reforma estuvo la de incrementar el precio del cigarrillo y tabaco para así contribuir a disminuir su consumo y de paso conseguir recursos destinados a financiar la salud.","En el Plan Decenal de Salud Pública y en el Plan Decenal para el control del Cáncer, se incluyó la meta de aumentar el 100% de impuestos indexados al Índice de Precios del Consumidor (IPC) y al Producto Interno Bruto (PIB) para los productos de tabaco y sus derivados.

Recientemente, el Ministerio de Salud y Protección Social, con el acompañamiento del Banco Mundial, elaboró una nueva propuesta técnica para incrementar los impuestos al tabaco. Esta propuesta fue remitida a la Comisión de Expertos creada por el Gobierno Nacional de Colombia para elaborar una propuesta de reforma tributaria. En el informe final de esta Comisión, presentado en 2015, se incorpora la propuesta de incremento. Se enuncia en el informe, lo siguiente:

“En cuanto a los impuestos departamentales, la Comisión propone ajustes a los impuestos específicos al consumo, que son los más importantes dentro de sus ingresos tributarios, para acercarse a estándares internacionales en los que el propósito de salud pública se ha vuelto prioritario. Conforme a ello, propone aumentar gradual pero significativamente el impuesto al consumo de cigarrillo y tabaco, revisar la estructura de los impuestos a la cerveza y los licores, y evaluar detalladamente la posibilidad y conveniencia de introducir un impuesto sobre las bebidas azucaradas. Estos ajustes apuntan también a imprimir una mejor estructura y avances en recaudo, lo cual no se podrá materializar si la DIAN y los gobiernos sub nacionales no hacen esfuerzos importantes para combatir el contrabando, la adulteración y falsificación”. Ver: https://comisionreformatributaria.wordpress.com/ 
https://comisionreformatributaria.files.wordpress.com/2015/03/documento-impacto-en-recaudo-febrero-24.pdf 

A la fecha, el Gobierno Nacional a través del Ministerio de Hacienda no ha presentado formalmente ante el Congreso de la República, la proyecto de ley de reforma tributaria.

The Ministry of Health has been working on a technical document of tobacco taxes, which include the guidelines. In the report we include the advances of this process which was incorporated in the Tax Reform, in charge of the ""Comisión de Expertos de la Reforma tributaria"". At that time, we had not finished the document. Until about two weeks ago, this document was made public. If it is possible to take into account, please access to the document on this web link: https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/DE/AS/papeles-en-salud-1-2016-impuestos-tabaco.pdf","En el Plan Decenal de Salud Pública y en el Plan Decenal de Cáncer. se incluyó la meta de aumentar el 100% de impuestos indexados al Índice de Precios del Consumidor (IPC) y al Producto Interno Bruto (PIB) para los productos de tabaco y sus derivados.
De otro modo. el Ministerio de Salud y Protección Social desarrolló una propuesta técnico económica para aumentar el impuesto al tabaco. Esta propuesta fue enviada al Ministerio de Hacienda. 
Finalmente. en el marco de la visita de la misión de evaluación de necesidades en noviembre 2012 solicitada por el Ministerio de Salud. los expertos internacionales revisaron con el Ministerio de Hacienda la propuesta de incrementar los impuestos al tabaco.","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Bien que le taux de taxation est bas, le Congo a élaboré une taxe spécifique pour le tabac donc cest une avance a encourage.","Depuis 2013 le Congo a institué une taxe spécifique sur le tabac. On peut parler d’une amélioration dans ce sens.","WHO African Region"
"38","Cook Islands","Since 2012 - 2015 increase on price in retailers, and continuing of 5% every year","Answer not provided","Tobacco tax increase of 33% 2012 - 2014","WHO Western Pacific Region"
"39","Costa Rica","La disposición proyectada por la legislación costarricense, de poner barreras a la comercialización de los productos de tabaco con la creación del impuesto específico se  evidencia en la disminución de la prevalencia general  en fumadores actuales en casi 4 puntos porcentuales al pasar de 9.1 % en el 2010 a 8.9% en 2015; protegiéndose el derecho fundamental a la salud y a un ambiente sano.","La disposición proyectada por la legislación costarricense, de poner barreras a la comercialización de los productos de tabaco con la creación del impuesto específico se  evidencia en la disminución de la prevalencia general  en fumadores actuales  en casi 4 puntos porcentuales al pasar  de  9.1 % en el 2010 a 8.9%  en 2015 protegiéndose el derecho fundamental a la salud y a un ambiente sano.","Se dio aumento de aproximadamente un 50% del precio de la cajetilla de cigarros. Agregar medidas anuales. Ley/Resolución Ley N° 9028. Alcance Digital 37. Gaceta 61 del 26-3-12. Resolución DGT-R-012-2013. Gaceta 69 del 10/04/13.","WHO Region of the Americas"
"40","Côte d'Ivoire","Laugmentation des droits daccises sur les produits de tabac de 1 point fixant ainsi un taux applicable à 36%","Lassiette (base taxable) a été élargie et un montant minimum aux fins dimposition aux droits daccise a été fixé.","Mesures fiscales visant à réduire la demande de tabac : 
augmentation des droits d’assise de 13 % à 15 %
 l’annexe fiscale à la loi N° 2012-1179 du 27/12/2012 portant budget de l’Etat pour la gestion 2014","WHO African Region"
"41","Croatia","In 2016. Croatia increased the amount of excise duty rates charged on cigarettes, fine cut tobacco for the rolling of cigarettes and other smoking tobacco. In 2017. the amount of excise duty rates charged on cigarettes was increased.","In 2014. and 2015.  Croatia increased the amount of excise duty rates charged on cigarettes, fine cut tobacco for the rolling of cigarettes and other smoking tobacco.","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","No progress","Answer not provided","WHO European Region"
"43","Czech Republic","The Czech Republic fulfils the conditions set up in EU directives 2011/64/EU (excise duty rate) and 2007/74/EC (travellers’  allowances). Following these conditions the tax measures are laid down in Act No. 353/2003 Coll., on Excise Duties, as amended. In relation to restrictions for sale to international travellers coming from countries outside EU, the quantitative limits are stipulated in Act No. 235/2004 Coll. on Value Added Tax, as amended.","The Czech Republic fulfils the conditions set up in EU directives 2011/64/EU (excise duty rate) and 2007/74/EC (travellers´ allowances). Following these conditions the tax measures are laid down in Act No. 353/2003 Coll., on Excise Duties, as amended. In relation to restrictions for sale to international travellers coming from countries outside EU, the quantitative limits are stipulated in  Act No. 235/2004 Coll. on Value Added Tax,  as amended.","The Czech Republic fulfils the conditions set up in EU directives 2011/64/EU – tax rates; 2007/74/EC – travellers. Following these conditions the tax measures are set up and changed in the Act No. 353/2003 Coll. on excise duties as amended. Concerning restrictions for sale to international travellers the special conditions for sellers are set up in the Act No. 353/2003 Coll. on excise duties as amended.","WHO European Region"
"44","Democratic People's Republic of Korea","The price of tobacco products are fully regulated by the government which is being gradullay increased. The Government sets high prices for imported tobacco products.","Report not provided","The price per pack of cigars is remarkably increasing. which is not a result of various taxes on production and consumption of tobacco. Recently. the country raised the price of leaf tobacco. main raw material for tobacco production twice or 5 times expensive than in the past; this national intervention is to provide the leaf tobacco-producing farmers with greater national benefit. not to facilitate the decrease in production of tobacco-making factories as well as the increase in the price of cigarette. The Government set the significantly high customs duties on cigarettes imported from the other countries and as a result. the price of imported cigarettes is increased. so the tobacco sale is naturally decreasing as well as the number of smokers.","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Mesure timides revues à la baisse sur plaintede lindustrie. aucune mesure.","Mesure timides revues à la baisse sur plaintede lindustrie. aucune mesure.","Report not provided","WHO African Region"
"46","Denmark","From 2015 the specific excise tax on cigars and cigarillos was raised from 198 DKK to 425 DKK per 1000 pieces. In addition to this a minimum tax was introduced. Since then both the specific excise tax and minimum tax has undergone yearly increases.","From 2015 the specific excise tax on cigars and cigarillos was raised from 198 DKK to 425 DKK per 1000 pieces. In addition to this a minimum tax was introduced.","In 2012 the Parliament passed a law that will prohibit cigarette packages containing less than 20 cigarettes. The reason for the law has been to sustain the effect of the imposed extra duties on tobacco. They could otherwise be circumvented by smaller cigarette packages. The latest tax increase was in 2013 and was around 10 percent on cigarettes.","WHO European Region"
"47","Djibouti","Les produits de tabac en franchise de droit et de taxe sont limités aux voyages internationaux par avion.
Le port et les gares routières et ferroviaires ne bénéficient plus de ce droit .","Les produits de tabac en franchise de droit et de taxe sont limités aux voyages internationaux par avion.
Le port et les gares routières et ferroviaires ne bénéficient plus de ce droit .","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Se han implementado acciones integrales para la regulación y control de los productos de tabaco como el incremento progresivo a los impuestos, el mismo que genera un aumento de los precios de los cigarrillos, contribuyendo a la disminución de su demanda.","Los precios de los tabacos han incrementado en promedio un 30% en los dos últimos años, tomando como base los precios del año 2014, lo cual se justifica por el incremento semestral de la tarifa específica del impuesto.","La Ley de Fomento Ambiental y Optimización de los Ingresos del Estado expedida en noviembre de 2011 en el Registro Oficial Nº 583 se manifiesta que. “la tarifa específica de cigarrillos se ajustará semestralmente y acumulativamente a mayo y a noviembre de cada año. en función de la variación de los últimos seis meses del índice de precios del consumidor (IPC) para el grupo en el cual se encuentra el “tabaco” elaborado por el organismo público competente. descontado el efecto del incremento del propio impuesto.
Desde diciembre de 2011 entra en vigencia impuesto específico 0.080 por unidad de cigarrillo. el mismo que se ajusta semestralmente de acuerdo al índice de precios al consumidor. para enero 2014 se ajustó a 0.0862 dólares de los Estados Unidos de América.
Es decir en estos dos últimos años se ha logrado un incremento del precio de los cigarrillos. lo cual ha incidido en la reducción de la producción. importación y la demanda (Euromonitor septiembre 2013. Tobacco in Ecuador)","WHO Region of the Americas"
