"","Party","2018","2016","2014","Region"
"27","Cambodia","Taxation of tobacco retail price has been increased from 22% - 28% in 2014 to 25% - 31.1% in 2016.","Report not provided","2.8.1: 22% of retail price or local manufactured cigarettes and 28% for imported cigarettes.

Sub-Decree on reforming of Excise Tax Rate on cigarette products from 10% to 15% and excise tax base from 65% to 90% for domestic signed by the Prime Minister on 26 March. 2014 and MEF 09 July. 2014 respectively.

Current Domestic if base is 90% of EF (EF = ex-factory):
EF + 0.15*0.90 EF + 0.1(EF + 0.15*0.90EF) + 0.03(EF + 0.15*0.90EF) = 1.28255EF
The total tax (excise. VAT and public lighting tax) will be 28.25% of EF price. or 22.03% of retail price.

The excise tax will be 13.5% of EF price. or 10.53% of retail price.

Current Imported:
CIF + 0.07CIF + 0.15 (CIF + 0.07CIF) + 0.1 {CIF + 0.07CIF + 0.15 (CIF + 0.07CIF)} + 0.03 [CIF + 0.07CIF + 0.15 (CIF + 0.07CIF)] = 1.390465CIF
The total tax (import. excise. VAT and public lighting tax) is 39% of CIF. 28.08% of retail price.

The excise tax is 16.05% of CIF. or 11.54% of retail price.","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Federal excise duty rates for tobacco products increased in March 2017. During this reporting period, the rate of GST was unchanged. Provincial/ territorial tobacco tax rates either increased or stayed the same.  

Federal tobacco tax rates will be increased every five years – indexed to Canada’s Consumer Price Index, starting in 2019.","Federal excise duty rates for tobacco products increased in February 2014. During this reporting period, the rate of GST was unchanged. Provincial/ territorial tobacco tax rates either increased or stayed the same. 
 
To ensure that they retain their real value in the future, federal excise duty rates are indexed to Canada’s Consumer Price Index and will be automatically adjusted accordingly every five years, starting in 2019.","Federal excise duty rates are unchanged since March 2013 when the rates for tobacco products other than cigarettes and tobacco sticks were increased. During this reporting period. the rate of GST was unchanged. Provincial/ territorial tobacco tax rates either increased or stayed the same. 
Canada is proposing to adjust the excise duty on cigarettes and other tobacco products in 2014 to account for inflation since 2002. Rates are proposed to increase from $0.425 per 5 cigarettes to $0.52575 per 5 cigarettes. This will result in an increase of $4.03 per carton of 200 cigarettes. Rates on duty free tobacco products are also proposed for increase. Tax rates will be increased every five years – indexed to Canada''s Consumer Price Index. starting in 2019.","WHO Region of the Americas"
"30","Cape Verde","En 2017, le teaux de droit à limportation - DI a été augmenté de 10%","En 2017, le teaux de droit à limportation - DI a été augmenté de 10%","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","suite à latelier organisé conjointement entre le ministère des finances et l’union internationale de lutte contre les maladies respiratoires en 2015, par le biais de la loi des finances 2016, le Taux du droit daccise est passé de 20% à 25% (plafond fixé par la directive CEMAC.","Report not provided","Report not provided","WHO African Region"
"33","Chile","El impuesto a los cigarrillos se estructura en base a un impuesto especifico de 0,0010304240 UTM por cigarrillo y un impuesto de 30% sobre el precio de venta al consumidor, incluido impuestos, por paquete. La UTM tiene variacion mensual disponible en www.sii.cl

La Circular N° 50 del 03 de Octubre del 2014, instruye sobre las modificaciones al Decreto Ley N° 828 de 1974, que establece normas para el cultivo, elaboración, comercialización e impuestos que afectan al tabaco introducidas por el artículo 4° de la Ley N° 20.780 de 29 de Septiembre de 2014.","El impuesto a los cigarrillos se estructura en base a un impuesto especifico de 0,0010304240 UTM por cigarrillo y un impuesto de 30% sobre el precio de venta al consumidor, incluido impuestos, por paquete. La UTM tiene variacion mensual disponible en www.sii.cl

La Circular N° 50 del 03 de Octubre del 2014, instruye sobre las modificaciones al Decreto Ley N° 828 de 1974, que establece normas para el cultivo, elaboración, comercialización e impuestos que afectan al tabaco introducidas por el artículo 4° de la Ley N° 20.780 de 29 de Septiembre de 2014.","Debido al Terremoto ocurrido el 27 de Febrero del 2010 se produjo un aumento en el impuesto. Sumado a esto. el 31 de marzo del 2013. el Estado de Chile a través de su Ministerio de Hacienda. aplica una nueva fórmula para el cálculo de impuesto. Esto trae como consecuencia un alza del impuesto a la cajetilla de cigarrillos. siendo el más relevante el impuesto ad valorem. 
En este aspecto Chile tiene un impuesto acorde a las directrices del Convenio Marco de Control de Tabaco.
El nuevo artículo de la Ley de rentas establece que:
Artículo 6°.- Sustituyese en el inciso primero. del artículo 4º. del decreto ley Nº 828. de 1974. que establece normas para el cultivo. elaboración. comercialización e impuestos que afectan al tabaco. el guarismo 0.0000675 y el porcentaje 62.3%. por 0.000128803 y 60.5%. respectivamente.","WHO Region of the Americas"
"34","China","2016年以来烟草制品税收基本保持稳定。","2015年5月，中国将卷烟批发环节从价税税率由5%提高至11%，并加征0.005/支的从量税，使得中国卷烟流转税税负水平提高了8%左右。","Answer not provided","WHO Western Pacific Region"
"35","Colombia","En primer lugar, respecto al porcentaje del precio que corresponde a impuestos, vale aclarar lo siguiente:

Para la marca Boston Azul en 2018, una cajetilla paga:

Impuesto específico: $2.100 
PVP=$4.003 
Sobretasa= $400,3
Total Impuesto: $2.500,3 que corresponde a un 62.4% del PVP

No se incluye IVA ni derechos de importación (el IVA es tarifa general de 19% sin incluir en la base el impuesto al consumo).

Los Precios de venta al público – PVP, base del componente ad valorem  a pagar en 2018 se pueden ver en: https://www.dane.gov.co/files/investigaciones/boletines/cigallo/Cer_Cigarrillos_Anual_2018.pdf

En segundo lugar, a partir de las modificaciones realizadas por la Ley 1819 de 2016, desde 2017, cada cajetilla de cigarrillos (20 unidades) paga a favor de los departamentos y el Distrito Capital, por impuesto al consumo de cigarrillos y tabaco elaborado, un valor específico que se actualiza cada año y un componente ad valorem del 10% de la base gravable que corresponde al Precio de Venta al Público (PVP) certificado por el DANE cada año (antes este componente era llamado sobretasa al consumo de cigarrillos).

En 2017 el componente específico era de $1.400 por cualquier cajetilla de 20 unidades. 
En 2018 el componente específico es de $2.100 por cualquier cajetilla de 20 unidades.

A partir de 2019 este valor se incrementará en IPC más 4 puntos.","Cada cajetilla de cigarrillos (20 unidades) paga a favor de los departamentos (nivel sub-nacional), por impuesto al consumo, un valor específico que se actualiza cada año, además de una sobretasa del 10% de la base gravable que certifica cada año la Dirección de Apoyo Fiscal (DAF) del Ministerio de Hacienda, a partir del Precio de Venta al Público (PVP) certificado por el DANE.  

Los PVP y la base de la sobretasa a pagar en 2016 se pueden consultar en:
http://www.minhacienda.gov.co/portal/page/portal/HomeMinhacienda/asistenciaentidadesterritoriales/Impoconsumo/Impoconsumos/Certificacion%2005%20de%202015.pdf 

Por ejemplo, para la marca Mustang Azul en 2015 tenemos:

PVP=$2.708 
Impuesto específico: $658.95 
Sobretasa= $235.7;
Total Impuesto: $894.65 que corresponde a un 33%

En este valor no se incluye IVA ni derechos de importación. El IVA se regula en el Estatuto Tributario Nacional y sus ingresos forman parte de los ingresos corrientes la Nación. De acuerdo con el artículo 420 del Estatuto Tributario Nacional, la venta e importación de cigarrillos y tabaco elaborado (nacionales y extranjeros), están gravados a la tarifa general del impuesto que es del 16%.    

En resumen:

El Impuesto al consumo de tabaco en Colombia, está conformado por:
 
- Específico (en pesos por cajetilla de 20 unidades o proporcional, y actualizado anualmente en función del Índice de Precios al Consumidor). 
- Ad valorem denominado sobretasa, que corresponde al 10% sobre un precio base de referencia. 
- Impuesto al valor agregado (IVA): 16% del precio base de referencia. 

Esta estructura impositiva está vigente desde julio de 2010 (Ley 1393 de 2010).","El Impuesto al consumo de tabaco en Colombia. está conformado por:
 - Específico (en pesos por cajetilla de 20 unidades o proporcional. y actualizado anualmente en función del Índice de Precios al Consumidor) 570 y 635.75 COP por cajetilla para los años 2013 y 2014 respectivamente.
 - Ad valorem denominado sobretasa. que corresponde al 10% sobre un precio base de referencia.
 - Impuesto al valor agregado (IVA): 16% del precio base de referencia. 
Esta estructura impositiva está vigente desde julio de 2010 (Ley 1303 de 2010).
Se mantiene la misma estructura impositiva reportada desde el último Informe presentado. Ley 1393 del 12 de Julio de 2010. Ver Anexo","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","See more details in the 2015 needs assessment report (attached). For unknown reasons, in the Law of finance of 2014, the specific tax was reduced from 50 FCFA per cigarette pack in 2013 to 40 FCFA per cigarette pack in 2014. According to the Ministry of Finance, in 2013 the specific tax only applied to tobacco, and in 2014 the tax also applies to alcoholic drinks and all soft drinks.","Depuis 2013 le Congo a institué une taxe spécifique sur le tabac. On peut parler d’une amélioration dans ce sens.
Les tendances ont été améliorées car en dehors des taxes comme la TVA le DAC qui se prélèvent sur les cigarettes fabriquées localement ou importées on a ajouté à cela la taxe spécifique.","WHO African Region"
"38","Cook Islands","Tobacco/cigarettes duty has increased and will continue to increase 5% each year.","Tobacco/cigarettes duty has increased and will continue to increase 5% each year.","Tobacco Tax increase of 33% started in July 2012 for three years (2012 2013 2014","WHO Western Pacific Region"
"39","Costa Rica","La tendencia es a ir aumentando. La Dirección General de Hacienda actualiza anualmente, el monto del impuesto a los productos de tabaco, considerando la variación del índice de precios al consumidor (IPC) que determina el Instituto Nacional de Estadística y Censos (INEC). Para el año 2017 el Ministerio de Hacienda había actualizado el impuesto en ₡22,80 por cada unidad de cigarrillo, o sea 456 colones por cajetilla. Ha subido un 12% desde la aprobación de la Ley","La tendencia es a ir aumentando. La Dirección General de Hacienda actualiza anualmente, el monto del impuesto a los productos de tabaco, considerando la variación del índice de precios al consumidor (IPC) que determina el Instituto Nacional de Estadística y Censos (INEC). Mediante resolución RES-DGH-0010-2015 de las catorce horas con treinta minutos del cuatro de marzo del dos mil quince se  actualiza dicho impuesto de 21,88 colones a 22,65 colones.","From 2.8.3:
Comment 1: El impuesto que debe pagarse al Fisco se determina por la diferencia entre el débito y el crédito fiscal que estén debidamente respaldados por comprobantes y registrados en la contabilidad de los contribuyentes. El débito fiscal se determina aplicando la tarifa de impuesto al total de ventas gravadas del mes correspondiente. El monto del impuesto se determina por ejemplo aplicando el 13% sobre el precio neto de la venta. que incluye el impuesto selectivo de consume cuando las mercancías de que se trate estén afectas al mismo o cualquier otro impuesto. A este resultado se le resta el crédito fiscal. dando como resultado el impuesto por pagar o saldo a favour sobre el precio neto de venta. que incluye para estos efectos el monto del impuesto selectivo de consume.
Comment 2: La base sobre la cual se debe aplicar la tasa del impuesto que corresponda. se determina de la siguiente manera: a) En la importación o internación de mercancías. adicionando al valor CIF aduana de ingreso. los derechos de importación y el Impuesto de Estabilización Económica efectivamente pagados. No se debe autorizar la introducción de las mercancías. si los interesados no prueban haber pagado antes del impuesto selectivo de consumo respectivo. el que se consignará por separado en la póliza o en el formulario aduanero. según el caso. b) En la producción nacional. sobre el precio de venta al contado del fabricante. del cual solamente se pueden deducir los descuentos usuales y generales que sean concedidos a los compradores en condiciones similares. Los fabricantes deben declarar y pagar el impuesto a más tardar dentro de los primeros quince días naturales de cada mes. por medio de Tributación Digital. por todas las ventas efectuadas en el mes anterior al de la declaración. En todos los casos de ventas efectuadas por fabricantes es obligatorio emitir facturas y consignar en ellas por separado el precio de venta de las mercancías y el impuesto selectivo de consumo que les sea aplicable.Se multiplica el monto total de las ventas de un tipo de artículo específico. por la tarifa que le corresponda según la Ley de Consolidación de Impuestos Selectivos de Consumo y de acuerdo con la partida arancelaria en que clasifique. Al total del impuesto mensual determinado por el contribuyente se deducen los créditos de Impuesto Selectivo de Consumo pagados durante el mes. tanto a nivel interno como en Aduanas. sobre aquellas materias primas o productos intermedios incorporados en los productos finales gravados con este tributo. El resultado de esta operación será el impuesto por pagar. 
Comment 3: Créase un impuesto sobre el consumo de cigarrillos nacionales y extranjeros. elaborados a máquina. de acuerdo con las siguientes tarifas que se aplicarán sobre el precio del artículo. antes que el impuesto de ventas b)Dos coma cinco por ciento (2.5%) para los cigarillos extranjeros y para los fabricados en el país. en cuya elaboración se empleen. total o pa","WHO Region of the Americas"
"40","Côte d'Ivoire","le système dimposition des produits du tabac est toujours en vigueur depuis le précédent rapport.","la diversité du taux applicable aux différents produits du tabac a été abandonnée au profit de lapplication dun taux unique à tous les types de tabac. Par ailleurs un prix minimum aux fins dimposition des tabacs a été fixé à 15000 francs les 1000 cigarettes et à 20000 francs les 1000 cigarettes pour les cigarettes importées.","La tendance est à la hausse la taxe spécifique TAB est de 25% et 35% depuis janvier 2014 taxe spéciale sur le tabac pour le développement du sport (est de 2 5% 5% et 10% selon le type de tabac Cf. circulaire 1665 du 29 mars 2014 de la Direction Générale des Douanes","WHO African Region"
