"","Party","2018","2016","2014","Region"
"39","Costa Rica","Report not provided","Al restringir el gobierno el presupuesto para el control de tabaco obtenido de los tributos a éste","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Report not provided","Insuffisance de renforcement des capacités des acteurs de la lutte antitabac

Insuffisance des ressources  materielles et financières","Answer not provided","WHO African Region"
"41","Croatia","Report not provided","insufficient multisectorial collaboration, insufficient human and finantial resources, tobacco not being a top priority topic","Insufficient implementation of multisectorial collaboration; insufficient human and financial resources for developing prevention programmes campaigns surveillance and treatment tobacco dependence","WHO European Region"
"42","Cyprus","Report not provided","Firstly there is lack of information and lack of research (due to lack of funding opportunitites) in this topic area. Secondly there are limited legislative provisions regarding the exposure of children and minors to tobacco products.","Due to the economic crisis of the country available resources on tobacco control are limited.","WHO European Region"
"43","Czech Republic","Report not provided","There are some limitations in resources as regards full implementation of  the Action plan for the area of tobacco control in the Czech Republic for the period 2015-2018  etc.","There are limitations in resources as regards monitoring and research cessation services etc.","WHO European Region"
"44","Democratic People's Republic of Korea","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Report not provided","La RDC à réçu une mission dévaluation des besins de mise en oeuvre de la CCLAT, à lélaboré le PNS et de Mécanisme multisectoriel de coordination de la utte antitabac.","Report not provided","WHO African Region"
"46","Denmark","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Report not provided","Answer not provided","Ces deux dernières années. aucun financement ou soutien n''ont été accordés à la lutte antitabac.","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Report not provided","Falta de recursos económicos y autonomía para la utilización de los mismos, especialmente en temas como: Investigaciones para medir los daños del tabaco en la salud y la economía, así como para medir el impacto e implementar las políticas públicas / CMCT","Falta de recursos económicos y autonomía para la utilización de los mismos. especialmente en temas como: Investigaciones para medir los daños del tabaco en la salud y la economía. así como para medir el impacto de las políticas públicas / CMCT. Falta de recursos económicos y de mecanismos político / administrativos para la adquisición de medicamentos de tratamiento del tabaquismo.","WHO Region of the Americas"
"50","Egypt","Report not provided","Answer not provided","Tobacco industry interference-illicit tobacco trade","WHO Eastern Mediterranean Region"
"51","El Salvador","Report not provided","La asignación de presupuesto no es suficiente para implementar los compromisos establecidos en el CMCT.","Formación de competencias en funcionarios y operarios de la ley de Tabaco en lo relativo a:
advertencias sanitarias
control del comercio ilícito
control de la publicidad y patrocinio
estrategias a nivel de país para la prevención del consumo del tabaco
revisión y actualización del sistema tributario del tabaco que deja por fuera otros productos de tabaco","WHO Region of the Americas"
"52","Equatorial Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Support for human resources (posts) to strengthen enforcement capacity","WHO Western Pacific Region"
"57","Finland","Report not provided","Answer not provided","More support for smoking cessation","WHO European Region"
"58","France","Report not provided","Voir le rapport de la cour des comtes 2016 : 
https://www.ccomptes.fr/Accueil/Publications/Publications/Rapport-public-annuel-2016
https://www.ccomptes.fr/content/download/89525/2121327/version/2/file/09-lutte-contre-fraude-fiscale-RPA2016-Tome-2.pdf","Answer not provided","WHO European Region"
"59","Gabon","Report not provided","Les besoins exprimés sont tels que le budget alloué par lEtat à la lutte antitabac est très insignifiant. La majorité des activités de lutte antitabac sont financées par les partenaires au développement.","Un rapport a été rédigé par l’équipe de la Mission d’évaluation des besoins pour la mise en œuvre de la Convention cadre de l’OMS.","WHO African Region"
"60","Gambia","Report not provided","the needs assessment on the implementation of fctc in 2012 addressed the gaps and the challenges in the implementation of the convention on tobacco control","ENFORCEMENT OF THE EXISTING BAN ON PUBLIC SMOKING. ADVERTISEMENT AND PROMOTION OF TOBACCO PROTECTION OF MINORS INCLUSION OF PICTORIAL WARING ON CIGARRETTE WHICH SHOULD BE ROTATINAL EVERY SIX MONTHS","WHO African Region"
"61","Georgia","Report not provided","improving of smoking cessation services - sufficient infrastructure including human resources do not exist to provide comprehensive smoking cessation services.
Nationwide tobacco control media campaign - lack of resources do not allow to undertake a wide-scale comprehensive tobacco control media campaign
lack of human resources dedicated to tobacco control - study tours, trainings and workshops are needed for broad range of experts from different sectors who are involved or will be potentially involved in tobacco control activities.
systematic surveillance on tobacco consumption trends and its determinants as well as health and economic impact - more research needs to be promoted","1. Strengthening smoking secession services. There is a lack of trained medical personnel who would provide counselling and quitline capacity needs to be strengthened. 
2. Although there are some educational campaigns on tobacco on the small scale there is need of launching a national anti-tobacco campaign including development of video clips and transmitting by all means of media and communication. 	
3. There is need to strengthen capacity of human resources working on tobacco control issues. Study tours and workshops are needed. 	
4. There is a need to conduct routine monitoring of implementation of smoking ban/restriction especially in hospitality sector
5. There is need to conduct systematic surveys on smoking prevalence and factors influencing it in different groups of population as well as studies assessing implementation levels of different articles of the FCTC and assessing economic impact of tobacco. 
It is necessary to seek for state and donor resources for implementing tobacco control activities. In order to improve existing reality it is essential that government seeks for relevant resources and also to receive relevant technical and financial assistance through Convention financial mechanisms of assistance.","WHO European Region"
"62","Germany","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","Report not provided","1. Very low financial support for Public Health activities in general
2. Received Financial and technical support from WHO for tobacco control activities","From 2010 to 2012 the only financial resource received was from FCTC Secretariat and WHO Country Office to support Article 12 
In 2013 Tobacco control was for the first time captured in the MoH Programme of work (POW) making it possible for the Focal Point to access funding (40% of budget) for tobacco control activities. 
In 2014 the MoH PoW has tobacco control and it is believed that some funding will be made available through giving the competing priorities and what has been listed under 5.1 what will be received may not cover much of the planned activities.","WHO African Region"
"64","Greece","Report not provided","due to the economic crisis in our country the resources available for the implementation of FCTC are extremely low and most of our current activities are supported by European projects or donations from abroad.","Answer not provided","WHO European Region"
"65","Grenada","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Report not provided","Existe déficit de recurso humano dedicado a la implementación del Convenio y a la vigilancia del cumplimiento de las regulaciones derivadas del mismo.
Los recursos asignados por la legislación sólo se encuentran disponibles para acciones generales de salud, por lo que las acciones específicas de control del tabaco carecen de fondos.","No existen fondos específicos destinados a la implementación y vigilancia del cumplimiento de las disposiciones vigentes; tampoco para la promoción de la implementación de nuevas disposiciones","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Report not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Report not provided","El presupuesto asignado por el Congreso Nacional al IHADFA es insuficiente para la vigilancia del cumplimiento de la Ley Especial para el Control del Tabaco, por lo que urge que el mismo Congreso Nacional apruebe los 10 millones de Lempiras anuales que establece dicha Ley para eficientar dicha normativa a nivel nacional. 

El presupuesto del IHADFA no es incrementado anualmente por el Congreso Nacional tal como lo indica la Ley Especial para el Control del Tabaco y su Reglamentación lo cual repercute en la aplicación del CMCT de la OMS.","El presupuesto aprobado por el Congreso Nacional al IHADFA. no le permite dar fiel cumplimiento a todas las exigencias jurídicas contenidas en el Convenio Marco para El Control del Tabaco. mismas que están contentivas en la Ley especial para el Control del tabaco LECT y su Reglamentación. por lo tanto. SI se encuentran desfases entre los recursos disponibles de la institución para la aplicación del CMCT de la OMS para el Control del Tabaco. con especial énfasis en las prioridades detalladas en el numeral 5.1 sobre PRIORIDADES Y OBSERVACIONES.","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","We need to establish adequate resources for prevention and cessation researches. surveys. data collection and for the infrastructure for the testing of tobacco ingredients.","WHO European Region"
"72","Iceland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Implementation of the Protocol to eliminate illicit trade of tobacco products, alternative livelihoods for tobacco growers and bidi rollers  would require support.
The conduct of COP-7 in India in 2016 will also require support.","Implementation of the protocol to eliminate illicit trade of tobacco products. alternative livelihoods for tobacco growers and bidi rollers  would require support","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","Sophisticated instruments for tackling illicit trade and laboratories for testing content and emission of tobacco products","I.R. Iran has not yet fully utilized the bilateral regional subregional and other multilateral channels available to provide funding for the development and strengthening of multisectoral comprehensive tobacco control programmes.","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","We need financial support for the purpose of conducting surveys on the use of tobacco for youth and adults periodically and training to provide assistance services to quit smoking.","Some articles of the Convention need substantial financial support but the resources available are limited; such activities are: conducting a national survey to get to know the reality of smoking in Iraq as well as providing the necessary supplies to the work of Quit Smoking Clinics.","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Report not provided","There are no specific and regular funds dedicated to tobacco control in Italy. Ministry of Health funds Regional prevention plans that include tobacco control activities. Every year there are some resources funding specific projects.
There is the need to link a little part of tobacco taxes to tobacco control activities","There are no specific and regular funds dedicated to tobacco control in Italy. Ministry of funds Regional prevention plans that include tobacco control activities. Every year there are some resources to fund specific projects.
There is the need to link a little part of tobacco taxes to tobacco control activities","WHO European Region"
"79","Jamaica","Report not provided","There are inadequate funds to carry research in the area of costing of health the  impact of tobacco consumption and in general for programme implementation e.g. public education","There are inadequate funds to carry research in the area of costing of health the impact of tobacco consumption and in general for programme implementation e.g. public education","WHO Region of the Americas"
"80","Japan","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Report not provided","المخصصات من الوزارات المعنية ومن الهيئات الدولية لا تفي ب 20% من الاحتياجات الاساسية","Insufficient resources available from the World Health Organization for the implementation of activities required.","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Report not provided","Answer not provided","Technical and financial resources","WHO African Region"
"84","Kiribati","Report not provided","Some of the Articles in the FCTC is not applicable to Kiribati e.g Articles 11, 17, 18, due to the fact that tobaco is only imported.","Some of the Articles in the FCTC is not applicable to Kiribati e.g Articles 11 17 18 due to the fact that tobacco is only imported.","WHO Western Pacific Region"
"85","Kuwait","Report not provided","POLITICAL commitment and willingness to proceed with the protocol","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","слабая политическая воля, нехватка финансирования","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Answer not provided","Tobacco Control Strategic Plans has been developed base on the budget amount expected to receive from TC fund and the fund will be distribute to all provinces and related sectors to implement the TC Law.","WHO Western Pacific Region"
"88","Latvia","Report not provided","Political will; financial resources to provide tobacco cessation services.","Answer not provided","WHO European Region"
"89","Lebanon","Report not provided","The main gap is in funding, as the National Tobacco Control Program does not even have funds sufficient for its own small staff, and therefore much of the work is done on voluntary pro-bono basis.","A main issue has been the lack of sufficient funding to undertake other measures in tobacco control besides the ones mentioned in Law 174. as well as in increasing activities for trainings of implementation authorities (e.g. police. inspectors) for ensuring effective implementation of Law 174.","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Report not provided","مخصصات مالية غير كافية لبرنامج مُكافحة إستخدام التبغ لتنفيد الإتفاقية وخاصة التشجيع على الإقلاع  وكذلك ما تمر به الدولة من ضعف الاجهزة الضبظبة","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Report not provided","insuffisance financière et besoin daide technique","Answer not provided","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Malaysia is planning to establish the Tobacco Control Act to strengthen the tobacco control advocacy","WHO Western Pacific Region"
"97","Maldives","Report not provided","1- Limited  budgetary allocations in the regular government budget for tobacco control activities
2- Limited number of dedicated staff and with limited technical capacity in the tobacco control program
3- No dedicated NGO or other civil society organizations or groups working for tobacco control","Answer not provided","WHO South-East Asia Region"
"98","Mali","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"99","Malta","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Report not provided","Answer not provided","La lutte antitabac est peu financée voir n’est pas financée si ce n’est les petits ponctuel de l’OMS et le CLATA.","WHO African Region"
"102","Mauritius","Report not provided","A Needs Assessment was carried out jointly  by the WHO Convention Secretariat and the Ministry of Health and Quality of Life, Mauritius in 2013.   The needs and gaps in the implementation of the WHO FCTC were identified as follows: there was need to develop a media strategy to target youth particularly in order to reduce the prevalence of smoking among youth.  There was also need to conduct a study the impact of taxation on tobacco consumption.","Lack of technical expertise to implement article 13 on cross border advertising and articles 9-10 on testing and emission of tobacco ...","WHO African Region"
"103","Mexico","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided","Lack of human resources to support the implementation of the FCTC
Capacity building in the implementation of FCTC
Lack of funding to support the implementation of FCTC","The information dissemination of resources available is not coordinated well and needs to be strengthen/improve. Often we received documents for our action at later date thus FSM missed out on TA when available. The underdeveloped country like FSM will need to be informed of financial resources when available.","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","Build capacity of health and other sector staff on tobacco cessation","WHO Western Pacific Region"
"106","Montenegro","Report not provided","In Montenegro there is very small number of trained personnel in the field of public health that would follow the relationship of tobacco control and health, as well as a number of staff who monitor the implementation of laws and principles of general application FCTC.","Very small number of trained personnel in the field of public health that would follow the relationship of tobacco control and health as well as a number of staff who monitor the implementation of laws and principles of general application FCTC.","WHO European Region"
"107","Myanmar","Report not provided","The lack of full time staff who can focus on tobacco control activities at all levels contributes to limitation of implementing the Convention effectively. The training or sensitization programmes are required for capacity building of the focal personnel at all levels.","The lack of full time staff who can focus on tobacco control activities at all levels contributes to limitation of implementing the Convention effectively. The training or sensitization programmes are required for capacity building of the focal personnel at all levels.","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","No adequate financial and technical resources to effectively implement WHO FCTC.","WHO South-East Asia Region"
"111","Netherlands","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"112","New Zealand","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","LA LUTTE ANTITABAC EST LE PARENT PAUVRE EN MATIÈRE DE FINANCEMENT","Report not provided","WHO African Region"
"115","Nigeria","Report not provided","1) There is no budgetary allocation for tobacco control in Nigeria for the year 2016","Work plan not implemented due to lack of funds","WHO African Region"
"116","Niue","Report not provided","Report not provided","Technical assistance for tax increase on tobacco products","WHO Western Pacific Region"
"117","Norway","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"118","Oman","Report not provided","هناك نقص في الموارد المالية لتنفيذ بنود الاتفاقية وفي توفير القوي العاملة في مكافحة التبغ","There is lack of financial resources and capacity to implement the provisions of the Convention.","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","We have gaps; however we have not assessed the cost of implementation of the FCTC and therefore cannot determine the extent of the gap.  We would also need assistance to determine the return on the investment (ROI) in tobacco control. As documented in the 2014 report we also need resources to 1) conduct local research including the economic impact of tobacco use; 2) increase enforcement capacity (e.g. more police officers), 3) fund media campaigns including funds for computer and software to improve media/marketing and education activities; 4) implement Article 14 guidelines and establishment of subsequent cessation services, and 5) implement Articles 5.3 and 11. We also need funding assistance to have at least 2 participants attend COP meetings so that we can more fully participate in meetings and activities that often occur simultaneously. We need guidance as to who we can request assistance for these above mentioned activities. Our NGO partners also have little funding to participate in FCTC implementation.","We need resources to 1) conduct local research including the economic impact of tobacco use; 2) increase enforcement capacity (e.g. more police officers) 3) fund media campaigns including funds for computer and software to improve media/marketing and education activities; 4) implement Article 14 guidelines and establishment of subsequent cessation services and 5) implement Articles 5.3 and 11. We also need funding assistance to have at least 2 participants attend COP meetings so that we can more fully participate in meetings and activities that often occur simultaneously. We need guidance as to who we can request assistance for these above mentioned activities. Our NGO partners also have little funding to participate in FCTC implementation.","WHO Western Pacific Region"
"121","Panama","Report not provided","El problema fundamental estriba en la poca viabilidad de incrementar el personal con que cuentan todas las instituciones involucradas en la implementación del CMCT .","Hay limitaciones de recursos humanos en las instituciones del Estado para la vigilancia permanente. ya que no hay disponibilidad para su contratación.","WHO Region of the Americas"
"122","Papua New Guinea","Report not provided","Lack of resources for effective enforcement.","Resources (Funding & Manpower) to implement Tobacco Control Program. The department working towards boosting the capacity to implementing the FCTC.","WHO Western Pacific Region"
"123","Paraguay","Report not provided","Answer not provided","Es casi nula la existencia de recursos para enfrentar la situación. se puede considerar que hay otras prioridades para el Estado Paraguayo.","WHO Region of the Americas"
"124","Peru","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Report not provided","Allocation of revenues from the Sin Tax funds did not include an earmarking for tobacco control programs.","Lack of resources; partial support of legislators","WHO Western Pacific Region"
"126","Poland","Report not provided","According to the current law of protection of health against the effects of tobacco use, an amount equal to 0.5% levy from excise tobacco tax should be allocated for governmental tobacco control programs. However, this provision does not indicate the funding source for this amount.  Since many years, actual expenditures for tobacco control have not exceeded 1-2 million Polish zlotys, which was approx. 80-100 times less than amount that would result from the above provision on tobacco tax levy and approx. 200 times less than donations for tobacco growing. 
Accordingly with current bill on Public health (which was adopted on September 11, 2015), the provision on the funding equal to 0.5% of the levy from excise of tobacco tax will cease to be in force as of January 1st, 2018. However no other source of funding the tobacco control programs is indicated.","The Tobacco Control Law calls for 0.5% levy from excise tobacco tax for government tobacco control programs; since many years (approx. 10 years) real expenditures for tobacco control have not exceeded 1-2 million Polish zlotys. It is 80-100 times less than results from the above provision on tobacco tax levy. It is approx. 200 times less than donations for tobacco growing","WHO European Region"
"127","Portugal","Report not provided","Answer not provided","Health campaigns in television are very expensive. 
 The costs of pharmaceutical treatments for smoking cessation could be a barrier for many smokers.","WHO European Region"
"128","Qatar","Report not provided","•	      Resources & Law:  new implementation system needed to be proposed now in order to implement the new bylaws after the cabinet approval, 
•	Human resources: The tobacco control team reform is the cornerstone for the success-
•	Keeping the networking and partnership active as keeping the communication open with partners outside health sector needed influence from top managers.","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"130","Republic of Moldova","Report not provided","- Not enough funds for tobacco control measures, for communication campaigns, also insufficient involvement of public authorities","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"139","Sao Tome and Principe","Report not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Report not provided","Answer not provided","The annual budget allocated to the fight against smoking can not cover the cost of major awareness campaigns.","WHO Eastern Mediterranean Region"
"141","Senegal","Report not provided","Answer not provided","Nous n’avons encore reçu aucun moyen ni de l’Etat ni des partenaires pour la mise en œuvre de la nouvelle législation qui nécessite l’élaboration des textes réglementaires l’information et la sensibilisation des populations ainsi que la surveillance.","WHO African Region"
"142","Serbia","Report not provided","Since 2012 the earmarking from tobacco products was abolished. Funds devoted to tobacco control activities in the Budget of the Republic of Serbia are very scarce and cannot cover even basic activities. Moreover, due to restriction in employment, human resources in tobacco control are scarce.","Since the specific earmarking from tobacco products was abolished financing is very scarce and can cover only very basic activities in tobacco control. Moreover the human resources in tobacco control are insufficient.","WHO European Region"
"143","Seychelles","Report not provided","Limited expertise and resources available in a small country (90000 population) to develop all needed regulations.

Strengthening and sustaining the smoking cessation programs within the Ministry of Health (provision of nicotine replacement therapy at free cost for smokers who wishes to quit the habit","Limited expertise and resources available in a small country (90''000 population) to develop all needed regulations.
Strengthening and sustaining the smoking cessation programs within the Ministry of Health (provision of nicotine replacement therapy at free cost for smokers who wishes to quit the habit","WHO African Region"
"144","Sierra Leone","Report not provided","FCTC Needs assessment report 2013","Answer not provided","WHO African Region"
"145","Singapore","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"147","Slovenia","Report not provided","Small country with very limited resources (financial and human) with consequent handicap in leadership in the area of tobacco-control.","Lack of financial and human resources working on Tobacco Control.","WHO European Region"
