"","Party","2018","2016","2014","Region"
"19","Bolivia (Plurinational State of)","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"20","Bosnia and Herzegovina","New laws on tobacco control which will include the issue of protection from exposure to tobacco smoke are being drafted.","Answer not provided","Answer not provided","WHO European Region"
"21","Botswana","None","Report not provided","Report not provided","WHO African Region"
"22","Brazil","xxx","xxx","Answer not provided","WHO Region of the Americas"
"23","Brunei Darussalam","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"24","Bulgaria","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"25","Burkina Faso","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"26","Burundi","Report not provided","Answer not provided","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"29","Canada","Manitoba became the first province to ban smoking on playgrounds and beaches of provincial parks as of July 2014.

The 2015 Ontario Budget committed to addressing contraband tobacco through a balanced approach of partnership and enforcement, including ensuring better coordination between inspections conducted by Public Health Units under the Smoke-Free Ontario Act and inspections conducted by the Ministry of Finance under the Tobacco Tax Act.  Cross-designating tobacco inspectors under each Act would optimize the effectiveness of compliance efforts and enhance the oversight of tobacco retailers. The pilot planning launched in early 2016.","Manitoba became the first province to ban smoking on playgrounds and beaches of provincial parks as of July 2014.

The 2015 Ontario Budget committed to addressing contraband tobacco through a balanced approach of partnership and enforcement, including ensuring better coordination between inspections conducted by Public Health Units under the Smoke-Free Ontario Act and inspections conducted by the Ministry of Finance under the Tobacco Tax Act.  Cross-designating tobacco inspectors under each Act would optimize the effectiveness of compliance efforts and enhance the oversight of tobacco retailers. The pilot planning launched in early 2016.","Answer not provided","WHO Region of the Americas"
"30","Cape Verde","Cette loi a été établie avant la convention","Cette loi a été établie avant la convention","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","Renforcement de la collaboration avec les associations et les institutions relgieuses oeuvrant contre le tabagisme.","Report not provided","Report not provided","WHO African Region"
"33","Chile","No hay mayor informacion","NO hay mayor informacion","La Ley 19.419 en su Art 10º establece:
 Se prohíbe fumar en los siguientes lugares
 Letra b) Espacios cerrados o abiertos. públicos o privados que correspondan a dependencias de:
1- Establecimientos de Educación parvularia Básica y media. 
2 Recintos donde se expendan combustibles.
3. Aquellos lugares en que se fabriquen. procesen. depositen o manipules explosivos. materiales inflamables. medicamentos o alimentos
4. En las galerías. tribunas y otras aposentadurías destinadas. al público en los recintos deportivos. gimnasios o estadios. Esta prohibición se extiende a la cancha y a toda el área comprendida en el perímetro conformado por dichas galerías . tribunas y aposentadurías . salvo en los lugares especialmente habilitados para fumar que podrán tener los mencionados recintos.","WHO Region of the Americas"
"34","China","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"35","Colombia","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"38","Cook Islands","Answer not provided","Answer not provided","There are no trains or ferries in the Cook Islands","WHO Western Pacific Region"
"39","Costa Rica","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"41","Croatia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"43","Czech Republic","2017: Dr Lenka Teska Arnoštová, Deputy Minister of Health, Czech Republic won World No Tobacco Day 2017 award for her crucial role in overcoming political obstacles to achieve the adoption of new comprehensive tobacco control legislation in Czechia: the Law on Protection of Health against the Harmful Effects of Addictive Substances (Act No. 65/2017 Coll.). 
More details here: http://www.euro.who.int/en/health-topics/disease-prevention/tobacco/news/news/2017/05/world-no-tobacco-day-2017-awards-winners-from-the-who-european-region","Answer not provided","As regards electronic cigarettes: Despite the fact that smoking is not defined in Act No. 379/2005 Coll. appropriate provisions stipulating places with smoking ban include the use of electronic cigarettes /a not legally binding opinion of MoH; revision of legislation underway/.","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","Answer not provided","Answer not provided","En varias provincias del país se han creado núcleos provinciales del Comité Interinstitucional de Lucha Antitabáquica. uno de sus objetivos es contribuir al cumplimiento de la Ley. en especial en lo relativo a los espacios libres de humo de tabaco.","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","La ley nacional contiene las disposiciones de prohibición del fumado en edificios públicos y medios de transporte colectivos. No obstante. la interpretación de la prohibición es ambigua. Por ejemplo. la ley prohíbe fumar en “espacios cerrados” pero omite la descripción del concepto. Por eso está trabajándose en el reglamento de la ley en donde se corrige esta ambigüedad: El reglamento está en la etapa final de revisión en la Casa Presidencial","WHO Region of the Americas"
"52","Equatorial Guinea","SON MEDIDAS PARCIALES","SON MEDIDAS PARCIALES","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"58","France","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"59","Gabon","Answer not provided","Voir Loi antitabac articles 19 à 21","Answer not provided","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"62","Germany","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"64","Greece","Report not provided","In spite of the the very comprehensive total ban law, the exposure of Greek citizens to passive smoking remains the most important problem of tobacco control and of FCTC implementation in our country.","Answer not provided","WHO European Region"
"65","Grenada",NA,"Answer not provided","Answer not provided","WHO Region of the Americas"
"66","Guatemala","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Report not provided","WHO Region of the Americas"
"70","Honduras","Para el IHADFA es fundamental el apoyo de las organizaciones o instituciones del Estado, de la sociedad civil y de la Organzación Panamericana de la Salud de la OMS para el fiel cumplimiento del Artículo 8 del CMCT de la OMS.","Para el IHADFA es fundamental el apoyo de las organizaciones o instituciones del Estado, de la sociedad civil y de la Organzación Panamericana de la Salud de la OMS para el fiel cumplimiento del Artículo 8 del CMCT de la OMS.","El IHADFA a pesar del bajo presupuesto anual que el Congreso Nacional le asigna. cuenta con una unidad de inspectores dependiente del Departamento Legal para dar seguimiento a nivel nacional de lo establecido en el Artículo 26 de la Ley Especial para el Control del Tabaco LECT y su Reglamentación. referente a la prohibición de consumo de tabaco en lugares abiertos y cerrados ya sea públicos o privados","WHO Region of the Americas"
"71","Hungary","Report not provided","According to the Act XLII of 1999:

„Section 2
„(3) By way of derogation from Paragraph a) of Subsection (1), smoking is permitted without the designation of a smoking area:
a) 
b) in the enclosed rooms of institutions providing accommodations, if let and expressly designated as a room for smokers;
provided that smoking is not prohibited by other provisions of this Act or by fire regulations.”

„(6) The government body in charge of the healthcare system and the fire protection authority shall inspect designated smoking areas for compliance with the provisions of this Act and from the point of view of fire prevention, respectively.
(7)  Areas and spaces where smoking and the use of electronic cigarette and electronic device imitating smoking is prohibited, and areas, spaces and public places designated for smoking and for the use of electronic cigarette and electronic device imitating smoking must be clearly indicated as such by means of a symbol or other explicit sign, or a standard prohibitive sign or pictogram in the event of prohibition under fire regulations.
(8) Where an enclosed area is designated for smoking under this Act, such smoking section can not be designated in the same room where a non-smoking area is also located. In the case of enclosed smoking areas, an adequate supply of fresh air must be ensured through windows or by the installation of other technical means, where tobacco smoke must not be allowed to enter the non-smoking areas. In the application of this Subsection, circulation of air shall be considered adequate if:
a) a ventilation mechanism providing a steady supply of fresh air and the removal of spent air is installed, and
b) the designation of the smoking areas and the air ventilation of the premises are designed in such a way that tobacco smoke flows directly from where it originates through the ventilation conduit without the non-smoking areas being in the direction of the flow.”","Answer not provided","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Our Public Health Tobacco Act preceded the guidelines.","Smoke-free workplace legislation continues to enjoy strong public support and high levels of compliance. Active enforcement by Environmental Health Officers from the Health Service Executive (HSE) through the National Tobacco Control Inspection Programme is critical to maintaining these compliance levels. 
 In 2010 17116 smoke-free workplace inspections were conducted by Environmental Health Officers (EHOs). Of these; 
• 98% of workplaces inspected compliant with Section 47 of the Public Health Tobacco) Acts 2002 and 2004; 
• 13 cases taken for non-compliance with smoke-free workplace legislation 11 of which were in respect of licensed premises; 
 In 2011 15381 smoke-free workplace inspections were conducted by Environmental Health Officers (EHOs). Of these; 
• 98% of workplaces inspected compliant with Section 47 of the Public Health Tobacco) Acts 2002 and 2004; 
• 21 cases taken for non-compliance with smoke-free workplace legislation 17 of which were in respect of licensed premises; 
 In 2012 15565 smoke-free workplace inspections were conducted by Environmental Health Officers (EHOs). Of these; 
• 98% of workplaces inspected compliant with Section 47 of the Public Health Tobacco) Acts 2002 and 2004; 
• 17 cases taken for non-compliance with smoke-free workplace legislation all of which were in respect of licensed premises; 
 In 2013 12489 smoke-free workplace inspections were conducted by Environmental Health Officers (EHOs). Of these; 
• 98% of workplaces inspected compliant with Section 47 of the Public Health Tobacco) Acts 2002 and 2004; 
• 23 cases taken for non-compliance with smoke-free workplace legislation all of which were in respect of licensed premises;","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"79","Jamaica","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Answer not provided","Answer not provided","A field study to measure the extent of air pollution (passive smoking) was conducted in July 2010 in collaboration with the World Health Organization and Johns Hopkins University.","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"84","Kiribati","Not available","Not available","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Answer not provided","Since the new tobacco control law has been prepared, there is a proposal for complete ban on smoking in health care facilities and social care facilities. The law has not been approved yet.","Answer not provided","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Des mesures efficaces de protection contre l’exposition à la fumée du tabac , comme celles qui sont envisagées à l’article 8 de la Convention-cadre de l’OMS , passent par une interdiction totale de fumer et par une élimination totale de la fumée du tabac dans un espace ou un environnement donnés , afin de créer un environnement à 100 % sans tabac. Le Luxembourg avait adopté en 2006 une première loi qui interdisait le tabagisme dans les lieux publics.  Mais lautorisation de fumer avait été maintenue dans les discothèques et les cafés, en dehors des heures des repas. La loi de 2014 a banni cette autorisation et a généralisé linterdiction de fumer dans les lieux publics fermés .

La législation est simple et claire et peut être appliquée dans la pratique. La société civile a joué un rôle central en soutenant les mesures de protection contre la fumée du tabac.

La mise en oeuvre de la législation sur les environnements sans tabac ainsi que son application pratique et son impact font l’objet d’une surveillance et d’une évaluation annuelle. 

La protection de la population contre l’exposition à la fumée du tabac a encore été renforcée et étendue depuis : le nouveau projet de loi interdit ainsi de fumer dans toutes les aires de jeux pour enfants et dans les véhicules privés quand des mineurs de moins de 13 ans sont à bord. En outre, le vapotage de la cigarette électronique sera également interdit là ou il est interdit de fumer.","Des mesures efficaces de protection contre l’exposition à la fumée du tabac , comme celles qui sont envisagées à l’article 8 de la Convention-cadre de l’OMS , passent par une interdiction totale de fumer et par une élimination totale de la fumée du tabac dans un espace ou un environnement donnés , afin de créer un environnement à 100 % sans tabac. Le Luxembourg avait adopté en 2006 une première loi qui interdisait le tabagisme dans les lieux publics.  Mais lautorisation de fumer avait été maintenue dans les discothèques et les cafés, en dehors des heures des repas. La loi de 2014 a banni cette autorisation et a généralisé linterdiction de fumer dans les lieux publics fermés .

La législation est simple et claire et peut être appliquée dans la pratique. La société civile a joué un rôle central en soutenant les mesures de protection contre la fumée du tabac.

La mise en oeuvre de la législation sur les environnements sans tabac ainsi que son application pratique et son impact font l’objet d’une surveillance et d’une évaluation annuelle. 

La protection de la population contre l’exposition à la fumée du tabac a encore été renforcée et étendue depuis : le nouveau projet de loi interdit ainsi de fumer dans toutes les aires de jeux pour enfants et dans les véhicules privés quand des mineurs de moins de 13 ans sont à bord. En outre, le vapotage de la cigarette électronique sera également interdit là ou il est interdit de fumer.","Answer not provided","WHO European Region"
"95","Madagascar","Answer not provided","la collaboration avec les points focaux  et les masses médias dans la mise en place dun espace sans tabac s’avèrent indispensable. Le suivi régulier par les agents de contrôle est un pilier à lapplication du texte réglementaire","Answer not provided","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"97","Maldives","Out door public places, including parks, gatherings, festivals, fairs, demonstrations, walks etc, wherever the public normally assembles are designated as public places either permanently, or for the duration of the event. Additionally ticket and ATM Queues are also considered public places","Out door public places, including parks, gatherings, festivals, fairs, demonstrations, walks etc, wherever the public normally assembles are designated as public places either permanently, or for the duration of the event. Additionally ticket and ATM Queues are also considered public places","Answer not provided","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"99","Malta","nil","Answer not provided","Link to legislation re designated smoking rooms in Casino.
http://www.justiceservices.gov.mt/DownloadDocument.aspx?app=lp&itemid=25396&l=1","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","-","-","Answer not provided","WHO African Region"
"102","Mauritius",NA,"Answer not provided","Answer not provided","WHO African Region"
"103","Mexico","En enero de 2015, el C. Presidente dio las indicaciones para impulsar a nievl nacional un programa de espacios 100% libres de humo de tabaco.

La Comisión Nacional contra las Adicciones, ha firmado diversos convenios con los Gobernadores de 19 Estados, estos convenios incluyen el fortalecimiento de la Ley, para que sea 100% Libres de Humo de Tabaco. Además, se han convocado a una mesa de trabajo con miembros de la Cámara de Diputados para exponer el cambio a la Ley.","En enero de 2015, el C. Presidente dio las indicaciones para impulsar a nievl nacional un programa de espacios 100% libres de humo de tabaco.

La Comisión Nacional contra las Adicciones, ha firmado diversos convenios con los Gobernadores de 19 Estados, estos convenios incluyen el fortalecimiento de la Ley, para que sea 100% Libres de Humo de Tabaco. Además, se han convocado a una mesa de trabajo con miembros de la Cámara de Diputados para exponer el cambio a la Ley.","Promoción de playas mexicanas 100% libres de humo de tabaco. playa en Cozumel","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Some of the states and community leaders are still not fully aware of the guidelines.","Some of the states and community leaders are still not fully aware of the guidelines.","Answer not provided","WHO Western Pacific Region"
"105","Mongolia","None","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","According to the amendments to the Law on the restriction of use of tobacco products from 2014  using of  tobacco products is allowed in places where it was prohibited by the Law.","According to the amendments to the Law on the restriction of use of tobacco products from 2014  using of  tobacco products is allowed in places where it was prohibited by the Law.","Enclosed space is a space made of any material that has roof or ceiling that is immovable or movable doors windows and passages that are fully closed permanently or from time to time or space in which less than half the surface of the outer walls of the space consists of holes which are not counted openings for windows and doors.","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","A lawsuit is initiated by CleanAirNederland (CAN) to ban smoking room in the hospitality sector.","Answer not provided","No measures have been undertaken in indoor workplaces for self-employed workers without employees.","WHO European Region"
"112","New Zealand","The current legislation preceded the development of the Guidelines referred to above.","The current legislation preceded the development of the Guidelines.","Whether an area is ''internal'' or ''indoors'' is generally obvious but if it is not obvious an area''s status can hinge on whether the area is or is not ''substantially enclosed''. The interpretation of ''substantially enclosed'' was successfully challenged recently in a court case relating to a casino. The result will be a tightening up of the interpretation of the current legislation.","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Exeptions for institutions covers institutions being a replacement for peoples homes, e.g. nursing homes for elderly people.","Exeptions for institutions covers institutions being a replacement for peoples homes, e.g. nursing homes for elderly people.","Answer not provided","WHO European Region"
"118","Oman","يحظرالقانون التدخين في جميع الماكن العامة المغلقة الا ان هناك موضوعين وهما:
1- يسمح القانون بتحصيص اماكن معزولة للمدحنين ضمن الاماكن المقفلة الا انه لم يتقدم الكثير لهذا الطلب بتخصيص امكاكن للمدخنين ضمن الاماكن العامة المغلقة

2-مقاهي الشيشة لا يطبق بها القانون رغم ان القانون يشملها باعتبارها اماكن عامة مغلقة","يحظرالقانون التدخين في جميع الماكن العامة المغلقة الا ان هناك موضوعين وهما:
1- يسمح القانون بتحصيص اماكن معزولة للمدحنين ضمن الاماكن المقفلة الا انه لم يتقدم الكثير لهذا الطلب بتخصيص امكاكن للمدخنين ضمن الاماكن العامة المغلقة

2-مقاهي الشيشة لا يطبق بها القانون رغم ان القانون يشملها باعتبارها اماكن عامة مغلقة","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","There is no University in Palau, however, there is only 1 community college : Palau Community College which has 100% tobacco-smoke free policy. There is also no Public ground transportation system ( (buses, trolleybuses, trams, trains, etc.)  except for ferries. There is no shopping malls, too.","Palau has no universities, shopping malls, or trains.","Palau has no universities shopping malls or trains.","WHO Western Pacific Region"
"121","Panama","PRESENTACION POWER POINT: LOGROS, ACTIVIDADES Y PROYECCIONES DE LAS ACCIONES DE PROMOCION PARA EL CONTROL DE TABACO  2017. http://www.gorgas.gob.pa/SitioWebTabaco/Documentos.htm","PRESENTACION POWER POINT ADJUNTA: AVANCES Y PROYECCIONES EN ESTILOS DE VIDA SALUDABLE Y LIBRES DE HUMO DE TABACO 2014-2016","Answer not provided","WHO Region of the Americas"
"122","Papua New Guinea","This article is given priority in the enforcement of the new Tobacco Control Act 2016.","The current review of the policy and legislation is capturing this. A regulation is in draft to specify actions and enforcement.","There is a need for enforcement team to focus on enforcement of these areas. The health department is working towards it.","WHO Western Pacific Region"
"123","Paraguay","No obstante todo lo anterior en el Decreto reglamentario de la Ley 5538/15; se define los espacios cerrados habilitados para fumar, que no se ennumera en la Ley como pubs, discotecas, casinos, casas de juego y similares.","Ninguno","Answer not provided","WHO Region of the Americas"
"124","Peru","Answer not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Answer not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","Bearing in mind that Poland is a party of the Convention, the only document that should be taken into consideration when developing national legislative solutions for products associated with tobacco products, are the guidelines of the World Health Organization relating to the regulation of the Electronic System for Delivering Nicotine, which includes electronic cigarettes. This document pays particular attention to Member States and when drafting national legislation on appropriate regulation of this kind of products, issues relating to, among others, the protection
of non-smokers and the young, taken into consideration to minimize the potential health risks associated with exposure to users and non-smokers.","Answer not provided","Answer not provided","WHO European Region"
"127","Portugal","Smoking electronic cigarettes is not allowed in the same places where smoking is prohibited.","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","Answer not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Pursuant to the Article 9 of the National Health Promotion Act, all indoor public areas should be smoke-free. The Act allows designated smoking rooms under certain condition if needed, but in order to protect vulnerable populations(patients, children,etc) from harm of secondhand smoke, medical institutions and schools are not allowed to have a DSR indoor.","Smoking within 1 meter from the exit of the subway station will be fully banned in Seoul from May, 2016 pursuant to Seoul Metropolitan Government’s by-laws. If anyone who infringes the regulation, a fine of KRW 100,000 will be imposed.","In regard to 3.2.2.6 answers private work places cultural and sports facilities were responded as “complete” smoke-free zone in 3rd reporting period in 2012. However precisely interpreting the regulation those are “partial” non-smoking areas because it specifies certain standards. Only the following spaces are fully banned smoking and the places less than its standard are not prohibited.
1)Private work places: the buildings such as private institutes office buildings factories and multipurpose structures with a floor area of 1 000? and more
2) Cultural facilities: theatres with more than 300 seats
3) Sports facilities whose capacity is more than 1 000 spectators.
Smoking in taxi has been fully banned in Seoul from August 1 2013 pursuant to Seoul Metropolitan Government''s by-laws. It prohibits smoking in taxi whether passenger is on board or not. If the driver infringed regulation a fine KRW 1.2 million is imposed to him or her.
In accordance with article 21 of Enforcement Decree of the Food Sanitation Act (Types of Business) night club is classified as entertainment bar business and it is not included in non-smoking areas. Article 6 of the National Health Promotion Act specifies non-smoking areas as ''rest restaurant business'' ''general restaurant business'' and ''bakery business''.","WHO Western Pacific Region"
"130","Republic of Moldova","Answer not provided","Answer not provided","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","Answer not provided","WHO European Region"
"132","Russian Federation","Report not provided","Мониторинг соблюдения норм антитабачного закона показал, что 94-96% заведений общественного питания в зависимости от региона России соблюдают запрет на курение, вступивший в силу 1 июня 2014 года.","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Answer not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Answer not provided","Answer not provided","There are no international airports harbours or railway stations","WHO European Region"
"139","Sao Tome and Principe","Answer not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","According to article no.7 of Saudi Bans Of Tobacco Control and its applications there is a regulation to prohibit smoking in public places including:
1- Areas and yards surrounding mosques; 2- Ministries, government agencies, public institutions and their branches as well as other public entities in the kingdom; 3- Educational, health, sport, cultural and social institutions and their branches as well as charities; 4- Work areas in companies, institutions, organizations, factories, banks and the like; 5- Public means of transportation (land, air or sea), as prescribed in the implementing regulations; 6- Places for producing, processing and packaging food, foodstuffs and beverages; 7- Sites for producing, transporting, distributing and refining petroleum and its derivatives as well as fuel and gas stations; 8- Warehouses, elevators and lavatories; and 9- Public places not mentioned in the preceding paragraphs. If such places allocate area for smoking, such areas shall be isolated and restricted and shall not be accessible to person under the age of eighteen. The implementing regulations shall specify the criteria for implementation of this paragraph.","According to article no.7 of Saudi Bans Of Tobacco Control and its applications there is a regulation to prohibit smoking in public places including:
1- Areas and yards surrounding mosques; 2- Ministries, government agencies, public institutions and their branches as well as other public entities in the kingdom; 3- Educational, health, sport, cultural and social institutions and their branches as well as charities; 4- Work areas in companies, institutions, organizations, factories, banks and the like; 5- Public means of transportation (land, air or sea), as prescribed in the implementing regulations; 6- Places for producing, processing and packaging food, foodstuffs and beverages; 7- Sites for producing, transporting, distributing and refining petroleum and its derivatives as well as fuel and gas stations; 8- Warehouses, elevators and lavatories; and 9- Public places not mentioned in the preceding paragraphs. If such places allocate area for smoking, such areas shall be isolated and restricted and shall not be accessible to person under the age of eighteen. The implementing regulations shall specify the criteria for implementation of this paragraph.","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Answer not provided","Answer not provided","Answer not provided","WHO African Region"
