"","Party","2018","2016","2014","Region"
"70","Honduras","Report not provided","Honduras es un país que está con toda la voluntad de cumplir con el Convenio Marco de la OMS así como, con la Ley Especial para el Control del Tabaco y su Reglamentación por lo que es bienvenida toda asistencia técnica y financiera para dicho objetivo en beneficio de la salud del pueblo hondureño y quienes nos visiten.","Para el IHADFA. siendo que su origen jurídico es constitucional. y es una institución autónoma del Estado de Honduras. cuyos objetivos son: la investigación. la prevención. el tratamiento y la rehabilitación de las personas afectadas y sus familiares. por el consumo de sustancias que generan adicción como la nicotina. es un asunto imperativo atender toda iniciativa encaminada al mejoramiento de la salud y dicha población desde su entorno familiar. para generar individuos socialmente adaptados. productivos a la economía nacional y reinsertados a la sociedad hondureña.","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"72","Iceland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"73","India","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"75","Iraq","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"76","Ireland","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"77","Israel","Report not provided","Report not provided","Report not provided","WHO European Region"
"78","Italy","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"79","Jamaica","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"80","Japan","Report not provided","ENDS is targeted for regulation in the Act on Securing Quality, Efficacy and Safety of Products including Pharmaceuticals and Medical Devices. ENDS cannot be sold without license/approval of the authorities.
This regulation is not applied for ENNDS.","Answer not provided","WHO Western Pacific Region"
"81","Jordan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"83","Kenya","Report not provided","Answer not provided","The current inflow of donor agencies is interfering with coordination at country level and is threatening the cohesion Parties have established in the years past. It is also important to require donors to declare what they have contributed to Parties and the outcome measured and reported by Parties as well as Donors.","WHO African Region"
"84","Kiribati","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"85","Kuwait","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"87","Lao People's Democratic Republic","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"88","Latvia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"89","Lebanon","Report not provided","Answer not provided","An important issue to highlight is the need for financial support for bodies such as the National Tobacco Control Program. In our case for example. the ending of an international grant in 2013 meant that most of our activities in tobacco control that involve additional costs were limited. It is necessary to highlight the need for sustainable funding and support. whether from international bodies or through the state.","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Answer not provided","WHO African Region"
"91","Liberia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"93","Lithuania","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"94","Luxembourg","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"95","Madagascar","Report not provided","Answer not provided","COLLABORATION INTERMINISTERIELLE ET AVEC D’AUTRES PARTENAIRES INTERNATIONAUX ET ONG","WHO African Region"
"96","Malaysia","Report not provided","Answer not provided","Tobacco to be excluded in any free trade agreement","WHO Western Pacific Region"
"97","Maldives","Report not provided","NONE","Answer not provided","WHO South-East Asia Region"
"98","Mali","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"99","Malta","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"100","Marshall Islands","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"101","Mauritania","Report not provided","-","Answer not provided","WHO African Region"
"102","Mauritius","Report not provided","..","Answer not provided","WHO African Region"
"103","Mexico","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Report not provided",NA,"There is a need to consider the funding mechanism for the underdeveloped and countries in economic transition to empower and provide consistent coordination monitoring and enforcement of the FCTC implementation in FSM.","WHO Western Pacific Region"
"105","Mongolia","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"106","Montenegro","Report not provided","We consider it necessary to work on capacity building for implementation of the FCTC.","We consider it necessary to work on capacity building for implementation of the FCTC.","WHO European Region"
"107","Myanmar","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Report not provided","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"110","Nepal","Report not provided","Report not provided","Answer not provided","WHO South-East Asia Region"
"111","Netherlands","Report not provided","The Netherlands adapted a smoking ban in public-spaces, but allows smoking areas under certain conditions.","Answer not provided","WHO European Region"
"112","New Zealand","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"113","Nicaragua","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Report not provided","WHO African Region"
"115","Nigeria","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"116","Niue","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"117","Norway","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"118","Oman","Report not provided","لا توجد","Answer not provided","WHO Eastern Mediterranean Region"
"119","Pakistan","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"120","Palau","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"121","Panama","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"122","Papua New Guinea","Report not provided","We need more information on green sickness especially associated with Tobacco cultivation.  
Provide information on the Nicotine content of a raw tobacco product. Any other information on nicotine consumption through tobacco use and mortalities if any.","Answer not provided","WHO Western Pacific Region"
"123","Paraguay","Report not provided","Ninguna","Answer not provided","WHO Region of the Americas"
"124","Peru","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"125","Philippines","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"126","Poland","Report not provided","In most of the articles there were no significant changes in the reporting period. In the next report we will be able to share progress and changes provided by the implementation of the TPD Directive and entering into force the National Health Programme.","Answer not provided","WHO European Region"
"127","Portugal","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"128","Qatar","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"129","Republic of Korea","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"130","Republic of Moldova","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"131","Romania","Report not provided","Report not provided","The surface cultivated with tobacco: 952 ha; the tobacco leaf production: 1400 tonnes","WHO European Region"
"132","Russian Federation","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"133","Rwanda","Report not provided","Report not provided","Report not provided","WHO African Region"
"134","Saint Kitts and Nevis","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"135","Saint Lucia","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"136","Saint Vincent and the Grenadines","Report not provided","Report not provided","Report not provided","WHO Region of the Americas"
"137","Samoa","Report not provided","Answer not provided","Report not provided","WHO Western Pacific Region"
"138","San Marino","Report not provided","Answer not provided","Decree n. 52 may 8th 2013 contains provisions on electronic cigarettes; electronic cigarettes cannot be sold to minors of 18 years and are subject to the same regulations on use of tobacco smoking products.","WHO European Region"
"139","Sao Tome and Principe","Report not provided","Report not provided","Answer not provided","WHO African Region"
"140","Saudi Arabia","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"141","Senegal","Report not provided","Answer not provided","L’instrument de notification nous parait très approprié.","WHO African Region"
"142","Serbia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"143","Seychelles","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"144","Sierra Leone","Report not provided","Answer not provided","The Ministry of Health and Sanitation is committed to ensuring that Sierra Leone will promote implementation of the convention in the relevant bilateral and multilateral forum but decisive actions is yet to be seen.","WHO African Region"
"145","Singapore","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"146","Slovakia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"147","Slovenia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"148","Solomon Islands","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"149","South Africa","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"150","Spain","Report not provided","Hay que tener en cuenta que el sistema político de España es descentralizado y la mayoría del control del tabaco y en particular los planes y programas, se desarrollan a nivel de las comunidades autónomas.","Answer not provided","WHO European Region"
"151","Sri Lanka","Report not provided","- Laws relating to pictorial warning are formulated
- Amendments relating to National Tobacco and Alcohol Act are being formulated","Report not provided","WHO South-East Asia Region"
"152","Sudan","Report not provided","Report not provided","Report not provided","WHO Eastern Mediterranean Region"
"153","Suriname","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"154","Swaziland","Report not provided","Answer not provided","Report not provided","WHO African Region"
"155","Sweden","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"156","Syrian Arab Republic","Report not provided","Answer not provided","Report not provided","WHO Eastern Mediterranean Region"
"157","Tajikistan","Report not provided","Report not provided","Answer not provided","WHO European Region"
"158","Thailand","Report not provided","Answer not provided","Answer not provided","WHO South-East Asia Region"
"159","The former Yugoslav Republic of Macedonia","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"160","Timor-Leste","Report not provided","Report not provided","Report not provided","WHO South-East Asia Region"
"161","Togo","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"162","Tonga","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"163","Trinidad and Tobago","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"164","Tunisia","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"165","Turkey","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"166","Turkmenistan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"167","Tuvalu","Report not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"168","Uganda","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"169","Ukraine","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"170","United Arab Emirates","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"171","United Kingdom of Great Britain and Northern Ireland","Report not provided","Answer not provided","Report not provided","WHO European Region"
"172","United Republic of Tanzania","Report not provided","Answer not provided","Answer not provided","WHO African Region"
"173","Uruguay","Report not provided","Answer not provided","Answer not provided","WHO Region of the Americas"
"174","Uzbekistan","Report not provided","Answer not provided","Answer not provided","WHO European Region"
"175","Vanuatu","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"176","Venezuela","Report not provided","Report not provided","Para consultar y verificar los documentos. estudios y soportes de este informe se presentan las siguiente páginas web:
www.mpps.gob.ve
www.sacs.mpps.gob.ve 
www.seniat.gov.ve
www.ona.gob.ve
www.inhrr.gob.ve
www.pgr.gob.vewww.fundaribas.gob.ve","WHO Region of the Americas"
"177","Viet Nam","Report not provided","Answer not provided","Answer not provided","WHO Western Pacific Region"
"178","Yemen","Report not provided","Answer not provided","Answer not provided","WHO Eastern Mediterranean Region"
"179","Zambia","Report not provided","Answer not provided","Report not provided","WHO African Region"
"180","Zimbabwe","Report not provided","Answer not provided","Report not provided","WHO African Region"
"181","Party","2018","2016","2014","Region"
