"","Party","2018","2016","2014","Region"
"25","Burkina Faso","Le Burkina Faso a adopté le décret 2015-1592/PRES-TRANS promulguant la loi 066-2015/CNT du 20 octobre 2015 portant autorisation de ratification du protocole pour éliminer le commerce illicite des produits du tabac, adopté le 12 novembre 2012 à Séoul, République de Corée","Le Burkina Faso a adopté le décret 2015-1592/PRES-TRANS promulguant la loi 066-2015/CNT du 20 octobre 2015 portant autorisation de ratification du protocole pour éliminer le commerce illicite des produits du tabac, adopté le 12 novembre 2012 à Séoul, République de Corée","Le Burkina Faso a signé le protocole pour éliminer le commerce illicite des produits du tabac le 8 mars 2013. Il a planifié une rencontre avec les parlementaires dans le premier semestre 2014 pour échanger avec eux sur le contenu dudit protocole en vue d’avoir leur adhésion pour sa ratification. Il existe des mesures de lutte contre la contrebande et la fraude mais celles-ci s’inscrivent dans un cadre global de lutte contre toute forme de contrebande et de fraude quelque soit le produit. Elles ne sont pas spécifiques aux produits du tabac.","WHO African Region"
"26","Burundi","Report not provided","La mise en place dune commission multisectorielle de travail sur la lutte contre le commerce illicite des produits du tabac,
Trois réunions de travail de la commission multisectorielle chargée de lutter contre le commerce illicite des produits du tabac ont eu lieu et le  rapport de la commission a été produit.
Des accords commerciaux au niveau régional et sous régional existe(COMESA,EAC)","Report not provided","WHO African Region"
"27","Cambodia","Answer not provided","Report not provided","Answer not provided","WHO Western Pacific Region"
"28","Cameroon","En application des disposition de la loi de finance en vigueur une vignette est apposée sur les paquets de cigarettes en vente dans le pays","En application des disposition de la loi de finance en vigueur une vignette est apposée sur les paquets de cigarettes en vente dans le pays","Answer not provided","WHO African Region"
"29","Canada","Answer not provided","Answer not provided","Canada implemented an enhanced federal tobacco stamping regime in September 2010. Effective April 1. 2011. all new tobacco products entering the legal. duty-paid market in Canada must display the new excise stamp. A limited transition period was given to address tobacco products that were already in the market place at that date. Effective July 1st. 2012. cigarettes. tobacco sticks and fine cut tobacco products for sale anywhere in the Canadian market must carry the federal excise stamp to be legal.The new excise stamp contains multi-layer security features and replaces the former paper and tear tape stamp. The new excise stamps are produced under federal government contract and their distribution is controlled and limited to persons who have demonstrated that they are eligible to purchase the stamps. An issued stamp may be traced to the person to whom it was issued. The excise stamp provides a reliable indicator of the legal and duty-paid status of tobacco products and. as a result. provides an additional enforcement tool for federal and provincial authorities.
The Federal Tobacco Control Strategy was renewed for 5 years. with continued funding and activities related to monitoring the contraband market to inform tax policy. In March 2013. the Government of Canada announced: the establishment of an RCMP Anti-Contraband Tobacco Force of 50 officers; the Trafficking in Contraband Tobacco Act  to establish mandatory minimum penalties for repeat offenders; and. funding of $3 million over two years for ten additional police officers in First Nations police services to focus on contraband tobacco.","WHO Region of the Americas"
"30","Cape Verde","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"31","Central African Republic","Report not provided","Report not provided","Report not provided","WHO African Region"
"32","Chad","en application de larrêté 039;; la direction de la douane et le service de contrôle économique du ministère de commerce ont saisie plusieurs fois des produits illicites de tabac dont quelques résultats sont les suivantes:
 Quantité de Produit tabac  saisie  en 2016 (600 cartons de marque YES   et 500 cartons de marque BON INTERNATIONAL);
 Quantité de Produit tabac  saisie  en 2017 (1 000 cartons de marque BON INTERNATIONAL en provenance du Niger;
7 colis de cigarettes de marques diverses (MARLBORO, EXCEL, YES, ROTHMAN) ;
3839 paquets de 20 cigarettes de marques diverses (DJ, YES,  LB, ORIS, ROTHMAN, MARLBORO, EXCEL).","Report not provided","Report not provided","WHO African Region"
"33","Chile","Se ha regularizado el proceso de autorización de productos de tabaco y se está trabajando con el Servicio de Impuestos internos y Aduanas para resolver de manera adecuada los procesos asociados a la internación, comercialización y producción de tabaco.","Se ha regularizado el proceso de autorización de productos de tabaco y se está trabajando con el Servicio de Impuestos internos y Aduanas para resolver de manera adecuada los procesos asociados a la internación, comercialización y producción de tabaco.","Se ha regularizado el proceso de autorización de productos de tabaco y se está trabajando con el Servicio de Impuestos internos y Aduanas para resolver de manera adecuada los procesos asociados a la internación. comercialización y producción de tabaco.","WHO Region of the Americas"
"34","China","将打击烟草制品非法贸易作为控烟履约工作的重要组成部分，公安、海关、工商、烟草专卖等部门密切配合，进一步完善联合打假机制，严厉打击烟草制品非法贸易，在有效打击假烟生产能力的同时，持续加大打击假烟、走私烟销售网络力度，取得显著的成效。2016年，全国共查处案值5万元以上假烟案件3884起，收缴制假烟机346台，查获烟丝烟叶1.37万吨、假烟17.87万件、走私烟11.28万件，依法拘留8299人、追究刑事责任4323人。2017年，全国共查处案值5万元以上假烟案件5980起，同比增长53.96%；查获假烟28.4万件，同比增长58.66%；查获走私烟12.7万件，同比增长12.2%；查获烟丝烟叶1.5万吨，同比增长10.1%；收缴制假烟机383台，同比增长10.69%；拘留8552人，同比增长3.05%；追究刑事责任4620人，同比增长6.87%。国内卷烟市场净化率保持在96%以上。","充分发挥公安、海关、工商、烟草专卖等部门联合打假打私工作机制作用，保持高压态势，强化综合治理，坚决遏制假烟和走私烟反弹势头。2014年，全国共查处案值5万元以上假烟案件2196起，破获国标网络案件863起；收缴制假烟机252台，查获烟丝烟叶1.67万吨、假烟10.4万件、走私烟5.3万件，依法拘留6460人、追究刑事责任4261人；2015年，全年共查处案值5万元以上案件2966起，破获国标网络案件992起，收缴制假烟机293台，查获烟丝烟叶1.42万吨、假烟15.72万件、走私烟7.62万件，依法拘留7486人、追究刑事责任4187人。","March 26 2010 the Supreme People''s Court and the Supreme People''s attorney handled criminal cases of illegal production and sales of tobacco products including several issues concerning the specific application of law for official purposes. Introduction of the explanation for maintaining the market economic order punishable illegal production and sales of tobacco products and other illegal and criminal activities is significant and a more powerful legal weapon. In recent years courts attorneys public security industry and commerce the judiciary law enforcement agencies and Tobacco Monopoly Bureau to establish joint fraud mechanisms at various levels cigarette counterfeiting anti-smuggling struggle carried out jointly and severely punish all kinds of smoke-related illegal and criminal activities severely punish tobacco production and sale to fundamentally prevent illicit trade in tobacco products has played an important role.","WHO Western Pacific Region"
"35","Colombia","1.	Incremento de las aprehensiones de cigarrillo ilícito como resultado de las medidas de control ejercidas por las unidades aprehensoras en el territorio nacional. 

2.	En el Artículo 27 de la Ley 1335, se establece que se creará el grupo élite anti-contrabando de cigarrillos, tabaco o sus derivados, el cual apropiará recursos de la DIAN para su funcionamiento. Este grupo élite aún no ha sido conformado, dado que no sólo la DIAN tiene competencia en materia de control de contrabando: la Fiscalía General de la Nación, y las entidades territoriales (departamentos y municipios), también cumplen funciones de vigilancia y control del comercio ilícito de productos de tabaco.
 
3.	Se creó el Sistema único de Información y Rastreo (SUNIR), mediante el parágrafo 4° del artículo 227 de la Ley 1450 de 2011, Ley por medio de la cual se aprueba el Plan Nacional de Desarrollo 2010-2014. 

""Artículo 227. Obligatoriedad de suministro de información. 
Parágrafo 4°: “Los Departamentos y el Distrito Capital estarán obligados a integrarse al Sistema Único Nacional de Información y Rastreo, que para la identificación y trazabilidad de productos tenga en cuenta las especificidades de cada uno, y a suministrar la información que este requiera. Este sistema se establecerá para obtener toda la información correspondiente a la importación, producción, distribución, consumo y exportación de los bienes sujetos al impuesto al consumo de licores, vinos, aperitivos y similares, de cerveza, sifones, refajos y mezclas y de cigarrillos y tabaco elaborado. El Sistema Único Nacional de Información y Rastreo será administrado por la Unidad Administrativa Especial Dirección de Impuestos y Aduanas Nacionales y deberá entrar a operar dentro del año siguiente a la expedición de la presente ley. El Gobierno Nacional reglamentará la materia”. 

Se pretende, con el SUNIR, obtener toda la información correspondiente a la importación, producción, distribución, consumo y exportación de los bienes sujetos al impuesto al consumo, como los cigarrillos y el tabaco elaborado, para así facilitar el control eficiente de la circulación de este tipo de productos. 

4.	Se expidió el documento Conpes 3719 de 2012, donde se establece el plan de acción para la implementación del Sistema Único de Información y Rastreo (SUNIR). En el año 2013 se dará cumplimiento al plan de acción. El documento Conpes está disponible en: http://www.dnp.gov.co/LinkClick.aspx?fileticket=bttC-UKXKBs%3D&tabid=1475  

5.	Se sancionó el Decreto 602 de 2013, por el cual se reglamenta el Sistema Único Nacional de Información y Rastreo (SUNIR), establecido en el párrafo 40  del artículo 227 de la ley 140 de 2011         

6. En 2015 se aprobó la Ley 1762 “Por medio de la cual se adoptan instrumentos para prevenir, controlar y sancionar el contrabando, el lavado de activos y la evasión fiscal ». Ver: http://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=62272

7. Decreto 390 de 2016, por el cual se establece la regulación aduanera. Ver: http://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=70914

8. Resolución 000042 de 2016. Reglamentación parcial del Decreto 390 de 2016. Ver: https://www.dian.gov.co/normatividad/Normatividad/Resoluci%C3%B3n%20000042%20de%2013-05-2016.pdf 

Resultados contra el contrabando 2.017 

•	03 estructuras criminales (24 personas capturadas).
•	04 personas capturadas en flagrancias por Ejercicio ilícito de actividad monopolística de arbitrio rentístico.
•	19’219.503 cajetillas de cigarrillos aprehendidos por valor avalúo de $11.603 millones.
•	Los departamentos de mayor aprehensión fueron La Guajira (29%) y Nariño (27%).
•	Los principales países de procedencia fueron China (56%) y India (12%).
•	Las principales marcas aprehendidas fueron Modern (14%), Win (13%) y Silver Elephant (11%).

Resultados contra el contrabando 2.018

•	1’414.088 cajetillas de cigarrillos aprehendidos por valor avalúo de $1.123 millones.
•	Los departamentos de mayor aprehensión son Antioquia (57%) y La Guajira (21%).
•	Los principales países de procedencia son China (36%) y India (25%). 
•	Las principales marcas aprehendidas son Farstar Kingsize (35%) y Jaisalmer (11%).

Finalmente, y atendiendo a la normatividad citada y a través los procesos investigativos desarrollados desde 2.015 se ha logrado la Extinción del derecho de dominio a 1 bienes muebles e inmuebles producto del contrabando de cigarrillos, avaluados en 17.360 millones de pesos.","1.	Incremento de las aprehensiones de cigarrillo ilícito como resultado de las medidas de control ejercidas por las unidades aprehensoras en el territorio nacional. 
2.	En el Artículo 27 de la Ley 1335, se establece que se creará el grupo élite anti-contrabando de cigarrillos, tabaco o sus derivados, el cual apropiará recursos de la DIAN para su funcionamiento. Este grupo élite aún no ha sido conformado, dado que no sólo la DIAN tiene competencia en materia de control de contrabando: la Fiscalía General de la Nación, y las entidades territoriales (departamentos y municipios), también cumplen funciones de vigilancia y control del comercio ilícito de productos de tabaco. 
3.	Se creó el Sistema único de Información y Rastreo (SUNIR), mediante el parágrafo 4° del artículo 227 de la Ley 1450 de 2011, Ley por medio de la cual se aprueba el Plan Nacional de Desarrollo 2010-2014. 

""Artículo 227. Obligatoriedad de suministro de información. 
Parágrafo 4°: “Los Departamentos y el Distrito Capital estarán obligados a integrarse al Sistema Único Nacional de Información y Rastreo, que para la identificación y trazabilidad de productos tenga en cuenta las especificidades de cada uno, y a suministrar la información que este requiera. Este sistema se establecerá para obtener toda la información correspondiente a la importación, producción, distribución, consumo y exportación de los bienes sujetos al impuesto al consumo de licores, vinos, aperitivos y similares, de cerveza, sifones, refajos y mezclas y de cigarrillos y tabaco elaborado. El Sistema Único Nacional de Información y Rastreo será administrado por la Unidad Administrativa Especial Dirección de Impuestos y Aduanas Nacionales y deberá entrar a operar dentro del año siguiente a la expedición de la presente ley. El Gobierno Nacional reglamentará la materia”. 

Se pretende, con el SUNIR, obtener toda la información correspondiente a la importación, producción, distribución, consumo y exportación de los bienes sujetos al impuesto al consumo, como los cigarrillos y el tabaco elaborado, para así facilitar el control eficiente de la circulación de este tipo de productos. 

4.	Se expidió el documento Conpes 3719 de 2012, donde se establece el plan de acción para la implementación del Sistema Único de Información y Rastreo (SUNIR). En el año 2013 se dará cumplimiento al plan de acción. El documento Conpes está disponible en: http://www.dnp.gov.co/LinkClick.aspx?fileticket=bttC-UKXKBs%3D&tabid=1475  
5.	Se sancionó el Decreto 602 de 2013, por el cual se reglamenta el Sistema Único Nacional de Information y Rastreo (SUNIR), establecido en e párrafo 40  del articulo 227 de la ley 140 de 2011","1. Incremento de las aprehensiones de cigarrillo ilícito como resultado de las medidas de control ejercidas por las unidades aprehensoras en el territorio nacional. 
2. Se creó el Sistema único de Información y Rastreo (SUNIR). mediante el parágrafo 4° del artículo 227 de la Ley 1450 de 2011. Ley por medio de la cual se aprueba el Plan Nacional de Desarrollo 2010-2014. 
Artículo 227. Obligatoriedad de suministro de información. 
Parágrafo 4°: “Los Departamentos y el Distrito Capital estarán obligados a integrarse al Sistema Único Nacional de Información y Rastreo. que para la identificación y trazabilidad de productos tenga en cuenta las especificidades de cada uno. y a suministrar la información que este requiera. Este sistema se establecerá para obtener toda la información correspondiente a la importación. producción. distribución. consumo y exportación de los bienes sujetos al impuesto al consumo de licores. vinos. aperitivos y similares. de cerveza. sifones. refajos y mezclas y de cigarrillos y tabaco elaborado. El Sistema Único Nacional de Información y Rastreo será administrado por la Unidad Administrativa Especial Dirección de Impuestos y Aduanas Nacionales y deberá entrar a operar dentro del año siguiente a la expedición de la presente ley. El Gobierno Nacional reglamentará la materia”. 
Se pretende. con el SUNIR. obtener toda la información correspondiente a la importación. producción. distribución. consumo y exportación de los bienes sujetos al impuesto al consumo. como los cigarrillos y el tabaco elaborado. para así facilitar el control eficiente de la circulación de este tipo de productos. 
3. Se expidió el documento Conpes 3719 de 2012. donde se establece el plan de acción para la implementación del Sistema Único de Información y Rastreo (SUNIR). En el año 2013 se dará cumplimiento al plan de acción. El documento Conpes está disponible en: http://www.dnp.gov.co/LinkClick.aspx?fileticket=bttC-UKXKBs%3D&tabid=1475 
4. Se sancionó el Decreto 602 de 2013. por el cual se reglamenta el Sistema Único Nacional de Información y Rastreo (SUNIR). establecido por el Parágrafo 40 del artículo 227 de la Ley 1450 de 2011.","WHO Region of the Americas"
"36","Comoros","Answer not provided","Report not provided","Report not provided","WHO African Region"
"37","Congo","Report not provided","Larticle 15.4a, 15.4e et 15.7 sont mis en œuvre partiellement.","Answer not provided","WHO African Region"
