"","Party","2018","2016","2014","Region"
"39","Costa Rica","Al instalarse en el Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud (INCIENSA) órgano adscrito al Ministerio de Salud un laboratorio para la verificación y monitoreo de los contenidos de los productos elaborados con tabaco comercializados en Costa Rica, apoyando de esta manera el ejercicio de la rectoría  para proteger y mejorar con equidad el estado de salud de la población mediante la vigilancia basada en laboratorio, el aseguramiento en la calidad y el análisis de los productos de interés sanitario.","Al instalarse en el Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud (INCIENSA) órgano adscrito al Ministerio de Salud un laboratorio para la verificación y monitoreo de los contenidos de los productos elaborados con tabaco comercializados en Costa Rica,  apoyando de esta manera el ejercicio de la Rectoría  para proteger y mejorar con equidad el estado de salud de la población mediante la vigilancia basada en laboratorio, el aseguramiento en la calidad y el análisis de los productos de interés sanitario.","Indicator not used","WHO Region of the Americas"
"40","Côte d'Ivoire","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"41","Croatia","We have used these guidelines in everydaywork when making decisions in the field of regulation of the contents of tobacco products and of tobacco products disclosures.","We have used these guidelines in everydaywork when making decisions in the field of regulation of the contents of tobacco products and of tobacco products disclosures.","Indicator not used","WHO European Region"
"42","Cyprus","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"43","Czech Republic","Directive 2014/40/EU which is transposed to the national law  is based on Guidelines for implementation of Articles 9 and 10 of the WHO FCTC.","Directive 2014/40/EU which is transposed to the national law  is based on Guidelines for implementation of Articles 9 and 10 of the WHO FCTC.","Indicator not used","WHO European Region"
"44","Democratic People's Republic of Korea","Answer not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"45","Democratic Republic of the Congo","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"46","Denmark","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"47","Djibouti","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"48","Dominica","Report not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"49","Ecuador","En el Reglamento de la Ley Orgánica para la Regulación y Control de Tabaco se establece en el artículo 4.- Las compañías elaboradoras, importadoras y comercializadoras al por mayor deben declarar al momento de la inscripción a través de un informe técnico completo y claro, qué tipo de producto de tabaco, marcas y el número de unidades por envase individual de venta al público elaboran, importan o comercializan, así como información correspondiente a ingredientes, componentes, aditivos, y otras sustancias que se utilicen en su fabricación, rasgos de diseño, residuos y emisiones; al cual agregarán copias de informes de estudios o pruebas que hubieren realizado así como los datos de laboratorio en donde fueron practicadas.
La información será actualizada anualmente hasta el 30 de junio de cada año y se hará pública en la forma en que lo disponga la Autoridad Sanitaria Nacional.
Artículo 5.-El Ministerio de Salud Pública mediante Acuerdo Ministerial regulará el contenido y emisiones de los productos de tabaco.
La información correspondiente que se entregue a la Autoridad Sanitaria Nacional por parte de la industria del tabaco dentro de este proceso regulatorio, será actualizada anualmente hasta el 30 de junio de cada año.","En el Reglamento de la Ley Orgánica para la Regulación y Control de Tabaco se establece en el artículo 4.- Las compañías elaboradoras, importadoras y comercializadoras al por mayor deben declarar al momento de la inscripción a través de un informe técnico completo y claro, qué tipo de producto de tabaco, marcas y el número de unidades por envase individual de venta al público elaboran, importan o comercializan, así como información correspondiente a ingredientes, componentes, aditivos, y otras sustancias que se utilicen en su fabricación, rasgos de diseño, residuos y emisiones; al cual agregarán copias de informes de estudios o pruebas que hubieren realizado así como los datos de laboratorio en donde fueron practicadas.
La información será actualizada anualmente hasta el 30 de junio de cada año y se hará pública en la forma en que lo disponga la Autoridad Sanitaria Nacional.
 Artículo 5.-El Ministerio de Salud Pública mediante Acuerdo Ministerial regulará el contenido y emisiones de los productos de tabaco.
La información correspondiente que se entregue a la Autoridad Sanitaria Nacional por parte de la industria del tabaco dentro de este proceso regulatorio, será actualizada anualmente hasta el 30 de junio de cada año.","Indicator not used","WHO Region of the Americas"
"50","Egypt","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"51","El Salvador","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"52","Equatorial Guinea","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"53","Estonia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"54","Ethiopia","Report not provided","Report not provided","Report not provided","WHO African Region"
"55","European Union","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"56","Fiji","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"57","Finland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"58","France","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"59","Gabon","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"60","Gambia","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"61","Georgia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"62","Germany","The guidelines were considered in our activities","The guidelines were considered in our activities","Indicator not used","WHO European Region"
"63","Ghana","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"64","Greece","Report not provided","As part of the national obligations towards the EU as part of TPD article 5,6,7.","Indicator not used","WHO European Region"
"65","Grenada","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"66","Guatemala","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"67","Guinea","Report not provided","Answer not provided","Report not provided","WHO African Region"
"68","Guinea-Bissau","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"69","Guyana","Answer not provided","Report not provided","Indicator not used","WHO Region of the Americas"
"70","Honduras","Para el IHADFA es fundamental el apoyo de otras organizaciones o instituciones del Estado para el fiel cumplimiento de lo establecido en los Artículos 9 y 10 del CMCT de la OMS.","Para el IHADFA es fundamental el apoyo de otras organizaciones o instituciones del Estado para el fiel cumplimiento de lo establecido en los Artículos 9 y 10 del CMCT de la OMS.","Indicator not used","WHO Region of the Americas"
"71","Hungary","Report not provided","Answer not provided","Indicator not used","WHO European Region"
"72","Iceland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"73","India","Report not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"74","Iran (Islamic Republic of)","Article 18 of the Act requires the Iran Tobacco Company to comply with the national standards in production and supply of tobacco products. The Iran Standard and Research Institute (ISRI) developed 57 standards for tobacco products in accordance with the relevant ISO standards and required testing for tar, nicotine, carbon monoxide, alkaloids and nitrate. These tests have been agreed with Iran Tobacco Company. Due to lack of laboratory facilities for the testing of tobacco products in ISRI and the Ministry of Health and Medical Education, the testing of tobacco products is carried out either in the laboratory of the Iran Tobacco Company or in a foreign laboratory chosen by the industry. 17
The Bylaw in its Article 22 mandates the Ministry of Health and Medical Education to provide the necessary facilities and laboratory equipment for the assessment of the materials and compounds contained in and emitted by tobacco products. Due to the current sanctions against I.R. Iran, access to sophisticated laboratory equipment causes problems in equipping reference laboratories for the Ministry of Health and Medical Education.
The Conference of the Parties at its fourth and fifth sessions adopted partial guidelines for the implementation of Articles 9 and 10 of the Convention, which Parties can use to develop their own regulations and standards.","Article 18 of the Act requires the Iran Tobacco Company to comply with the national standards in production and supply of tobacco products. The Iran Standard and Research Institute (ISRI) developed 57 standards for tobacco products in accordance with the relevant ISO standards and required testing for tar, nicotine, carbon monoxide, alkaloids and nitrate. These tests have been agreed with Iran Tobacco Company. Due to lack of laboratory facilities for the testing of tobacco products in ISRI and the Ministry of Health and Medical Education, the testing of tobacco products is carried out either in the laboratory of the Iran Tobacco Company or in a foreign laboratory chosen by the industry. 17
The Bylaw in its Article 22 mandates the Ministry of Health and Medical Education to provide the necessary facilities and laboratory equipment for the assessment of the materials and compounds contained in and emitted by tobacco products. Due to the current sanctions against I.R. Iran, access to sophisticated laboratory equipment causes problems in equipping reference laboratories for the Ministry of Health and Medical Education.
The Conference of the Parties at its fourth and fifth sessions adopted partial guidelines for the implementation of Articles 9 and 10 of the Convention, which Parties can use to develop their own regulations and standards.","Indicator not used","WHO Eastern Mediterranean Region"
"75","Iraq","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"76","Ireland","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"77","Israel","Report not provided","Report not provided","Indicator not used","WHO European Region"
"78","Italy","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"79","Jamaica","This will be addressed in the impending comprehensive legislation.","Answer not provided","Indicator not used","WHO Region of the Americas"
"80","Japan","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"81","Jordan","يتم بشكل دوري مراجعة المواصفات للتوصل الى الالتزام التام","يتم بشكل دوري مراجعة المواصفات للتوصل الى الالتزام التام","Indicator not used","WHO Eastern Mediterranean Region"
"82","Kazakhstan","Answer not provided","Report not provided","Indicator not used","WHO European Region"
"83","Kenya","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"84","Kiribati","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"85","Kuwait","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"86","Kyrgyzstan","Report not provided","Использованы при разработке  технического регламента  на табачную продукцию, принятой Решением Евразийской экономической комиссией 12 ноября 2014 года №107","Indicator not used","WHO European Region"
"87","Lao People's Democratic Republic","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"88","Latvia","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"89","Lebanon","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"90","Lesotho","Report not provided","Report not provided","Indicator not used","WHO African Region"
"91","Liberia","Answer not provided","Answer not provided","Report not provided","WHO African Region"
"92","Libya","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"93","Lithuania","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"94","Luxembourg","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"95","Madagascar","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"96","Malaysia","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"97","Maldives","SEPARATELY RESPONDED","SEPARATELY RESPONDED","Indicator not used","WHO South-East Asia Region"
"98","Mali","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"99","Malta","Transposition of  Tobacco Products Directive  - LN 67/2016 (Manufacture, Presentation and Sale of Tobacco and Related Products Regulations, 2016).","Transposition of  Tobacco Products Directive  - LN 67/2016 (Manufacture, Presentation and Sale of Tobacco and Related Products Regulations, 2016).","Indicator not used","WHO European Region"
"100","Marshall Islands","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"101","Mauritania","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"102","Mauritius",NA,"Answer not provided","Indicator not used","WHO African Region"
"103","Mexico","Answer not provided","Answer not provided","Indicator not used","WHO Region of the Americas"
"104","Micronesia (Federated States of)","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"105","Mongolia","Answer not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"106","Montenegro","Answer not provided","Answer not provided","Indicator not used","WHO European Region"
"107","Myanmar","Answer not provided","Answer not provided","Indicator not used","WHO South-East Asia Region"
"108","Namibia","Report not provided","Report not provided","Indicator not used","WHO African Region"
"109","Nauru","Report not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"110","Nepal","Answer not provided","Report not provided","Indicator not used","WHO South-East Asia Region"
"111","Netherlands","Article 9 and 10 were part of the basis for the new European Tobacco Products Directive.","- Article 9 and 10 were part of the basis for the new European Tobacco Product Directive","Indicator not used","WHO European Region"
"112","New Zealand","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
"113","Nicaragua","Answer not provided","Answer not provided","Report not provided","WHO Region of the Americas"
"114","Niger","Report not provided","Answer not provided","Indicator not used","WHO African Region"
"115","Nigeria","Answer not provided","Answer not provided","Indicator not used","WHO African Region"
"116","Niue","Report not provided","Report not provided","Indicator not used","WHO Western Pacific Region"
"117","Norway","EU Directive is based partly on guidelines 9&10.","EU Directive is based partly on guidelines 9&10.","Indicator not used","WHO European Region"
"118","Oman","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"119","Pakistan","Answer not provided","Answer not provided","Indicator not used","WHO Eastern Mediterranean Region"
"120","Palau","Answer not provided","Answer not provided","Indicator not used","WHO Western Pacific Region"
