"Centroid Distance","Article 5","Article 6","Article 8","Article 11","Article 13"
"","(0.62)","(0.62)","(0.60)","(1.31)","(1.56)"
"Population","0.21 ","0.37 **","0.09 ","0.33 ","0.55 "
"","(0.17)","(0.17)","(0.17)","(0.36)","(0.43)"
"Gov. Ownership","0.69 ","0.67 ","0.77 ","1.60 ","2.57 *"
"","(0.60)","(0.60)","(0.59)","(1.27)","(1.51)"
"N","176","176","176","176","176"
"Pseudo R2","0.07","0.11","0.08","0.08","0.08"
"Tobacco Trade","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.10 ","0.27 **","0.68 ***","0.31 **","0.09 "
"","(0.11)","(0.11)","(0.21)","(0.13)","(0.12)"
"Eastern Mediterranean","1.45 ","0.16 ","2.10 **","-1.15 ","4.95 *"
"","(1.02)","(1.01)","(0.98)","(2.17)","(2.59)"
"European","0.63 ","0.26 ","0.12 ","0.38 ","2.84 *"
"","(0.63)","(0.62)","(0.60)","(1.34)","(1.63)"
"African","0.04 ","-0.62 ","-0.51 ","-2.30 *","0.59 "
"","(0.58)","(0.57)","(0.55)","(1.25)","(1.53)"
"Western Pacific","0.19 ","-0.37 ","-0.01 ","-1.94 ","1.65 "
"","(0.73)","(0.72)","(0.69)","(1.55)","(1.86)"
"South-East Asia","-0.97 ","-0.71 ","-0.91 ","-4.28 **","-1.36 "
"","(0.88)","(0.87)","(0.84)","(1.85)","(2.24)"
"Democracy","0.07 ","0.06 ","0.25 ","-0.61 ","0.05 "
"","(0.24)","(0.24)","(0.23)","(0.51)","(0.61)"
"GDP pp","-0.07 ","0.38 *","-0.13 ","0.08 ","0.10 "
"","(0.22)","(0.21)","(0.21)","(0.46)","(0.55)"
"Years since Sign.","0.47 ***","0.46 ***","0.35 **","0.57 ","0.93 **"
"","(0.16)","(0.16)","(0.15)","(0.36)","(0.43)"
"Years since Ratif.","0.35 ***","0.26 **","0.31 ***","1.27 ***","1.17 ***"
"","(0.12)","(0.12)","(0.11)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.14 ","-0.25 ","-0.43 **","-0.35 ","-0.32 "
"","(0.20)","(0.21)","(0.20)","(0.43)","(0.52)"
"% Female Smoke","-0.17 ","0.16 ","0.18 ","0.15 ","0.32 "
"","(0.23)","(0.23)","(0.22)","(0.49)","(0.59)"
"% Male Smoke","0.29 ","0.25 ","0.12 ","0.33 ","0.19 "
"","(0.25)","(0.25)","(0.24)","(0.54)","(0.64)"
"Labor","-0.03 ","0.12 ","0.13 ","-0.43 ","-0.47 "
"","(0.27)","(0.27)","(0.26)","(0.58)","(0.69)"
"Women's rights","0.65 ","0.87 ","0.65 ","0.23 ","2.12 "
"","(0.62)","(0.62)","(0.59)","(1.30)","(1.56)"
"Population","0.19 ","0.34 **","0.04 ","0.27 ","0.53 "
"","(0.17)","(0.17)","(0.16)","(0.36)","(0.43)"
"Gov. Ownership","0.66 ","0.50 ","0.70 ","1.40 ","2.51 *"
"","(0.60)","(0.60)","(0.57)","(1.27)","(1.51)"
"N","176","176","176","176","176"
"Pseudo R2","0.07","0.11","0.09","0.08","0.08"
"GLOBALink Referrals","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.05 ","0.22 ***","0.32 **","0.22 **","0.08 "
"","(0.09)","(0.08)","(0.16)","(0.10)","(0.10)"
"Eastern Mediterranean","1.34 ","-0.22 ","1.88 *","-1.90 ","4.73 *"
"","(1.03)","(1.01)","(1.00)","(2.18)","(2.61)"
"European","0.60 ","-0.02 ","-0.18 ","-0.06 ","2.80 *"
"","(0.64)","(0.64)","(0.65)","(1.37)","(1.63)"
"African","0.04 ","-0.71 ","-0.46 ","-2.41 *","0.57 "
"","(0.58)","(0.57)","(0.56)","(1.26)","(1.53)"
"Western Pacific","0.12 ","-0.80 ","-0.19 ","-2.70 *","1.45 "
"","(0.73)","(0.73)","(0.71)","(1.56)","(1.85)"
"South-East Asia","-1.03 ","-1.18 ","-1.12 ","-4.82 **","-1.56 "
"","(0.89)","(0.88)","(0.86)","(1.87)","(2.24)"
"Democracy","0.09 ","0.10 ","0.32 ","-0.56 ","0.10 "
"","(0.24)","(0.23)","(0.24)","(0.51)","(0.61)"
"GDP pp","-0.05 ","0.40 *","-0.03 ","0.19 ","0.09 "
"","(0.22)","(0.21)","(0.21)","(0.46)","(0.55)"
"Years since Sign.","0.47 ***","0.40 **","0.31 **","0.53 ","0.91 **"
"","(0.16)","(0.16)","(0.15)","(0.36)","(0.43)"
"Years since Ratif.","0.35 ***","0.27 **","0.31 ***","1.26 ***","1.17 ***"
"","(0.12)","(0.12)","(0.11)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.11 ","-0.22 ","-0.34 ","-0.24 ","-0.28 "
"","(0.20)","(0.21)","(0.21)","(0.43)","(0.52)"
"% Female Smoke","-0.19 ","0.15 ","0.22 ","0.08 ","0.25 "
"","(0.23)","(0.23)","(0.23)","(0.49)","(0.59)"
"% Male Smoke","0.30 ","0.27 ","0.14 ","0.43 ","0.24 "
"","(0.25)","(0.25)","(0.24)","(0.54)","(0.64)"
"Labor","-0.04 ","0.10 ","0.07 ","-0.49 ","-0.45 "
"","(0.27)","(0.27)","(0.27)","(0.58)","(0.69)"
"Women's rights","0.68 ","0.88 ","0.83 ","0.20 ","2.12 "
"","(0.62)","(0.61)","(0.60)","(1.31)","(1.55)"
"Population","0.19 ","0.35 **","0.08 ","0.30 ","0.53 "
"","(0.17)","(0.17)","(0.17)","(0.36)","(0.43)"
"Gov. Ownership","0.63 ","0.29 ","0.64 ","1.06 ","2.40 "
"","(0.62)","(0.61)","(0.59)","(1.29)","(1.52)"
"N","176","176","176","176","176"
"Pseudo R2","0.07","0.11","0.08","0.08","0.08"
"GLOBALink co-subscription","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.15 *","0.23 ***","0.50 **","0.33 ***","0.38 ***"
"","(0.08)","(0.08)","(0.22)","(0.11)","(0.13)"
"Eastern Mediterranean","1.63 ","0.28 ","2.13 **","-0.96 ","5.53 **"
"","(1.02)","(1.02)","(1.00)","(2.15)","(2.54)"
"European","0.59 ","0.19 ","0.11 ","0.21 ","2.33 "
"","(0.63)","(0.63)","(0.62)","(1.33)","(1.60)"
"African","0.15 ","-0.44 ","-0.43 ","-2.00 ","0.96 "
"","(0.58)","(0.57)","(0.56)","(1.24)","(1.49)"
"Western Pacific","0.24 ","-0.36 ","-0.07 ","-1.97 ","1.60 "
"","(0.73)","(0.72)","(0.71)","(1.53)","(1.81)"
"South-East Asia","-0.77 ","-0.51 ","-0.88 ","-3.70 **","-0.78 "
"","(0.89)","(0.88)","(0.86)","(1.84)","(2.19)"
"Democracy","0.17 ","0.21 ","0.33 ","-0.34 ","0.34 "
"","(0.24)","(0.24)","(0.24)","(0.51)","(0.61)"
"GDP pp","-0.01 ","0.51 **","-0.02 ","0.32 ","0.24 "
"","(0.22)","(0.21)","(0.21)","(0.45)","(0.53)"
"Years since Sign.","0.45 ***","0.44 ***","0.32 **","0.58 *","0.81 *"
"","(0.16)","(0.16)","(0.15)","(0.35)","(0.42)"
"Years since Ratif.","0.31 ***","0.22 *","0.26 **","1.14 ***","1.01 ***"
"","(0.12)","(0.12)","(0.12)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.13 ","-0.21 ","-0.38 *","-0.25 ","-0.29 "
"","(0.20)","(0.22)","(0.22)","(0.43)","(0.52)"
"% Female Smoke","-0.19 ","0.13 ","0.14 ","0.01 ","0.23 "
"","(0.23)","(0.23)","(0.23)","(0.48)","(0.57)"
"% Male Smoke","0.31 ","0.29 ","0.17 ","0.42 ","0.32 "
"","(0.25)","(0.25)","(0.24)","(0.53)","(0.63)"
"Labor","0.01 ","0.20 ","0.14 ","-0.30 ","-0.28 "
"","(0.27)","(0.27)","(0.27)","(0.57)","(0.68)"
"Women's rights","0.73 ","1.01 ","0.86 ","0.35 ","1.92 "
"","(0.61)","(0.61)","(0.60)","(1.28)","(1.51)"
"Population","0.22 ","0.40 **","0.09 ","0.37 ","0.57 "
"","(0.17)","(0.17)","(0.17)","(0.35)","(0.41)"
"Gov. Ownership","0.56 ","0.42 ","0.67 ","1.09 ","1.87 "
"","(0.60)","(0.61)","(0.59)","(1.27)","(1.49)"
"N","176","176","176","176","176"
"Pseudo R2","0.08","0.11","0.09","0.08","0.09"
Standard Errors in parenthesis. Signif. codes: 0.01: '***' 0.05: '**' 0.10 '*'
"Note: This is the baseline specification. "
