"General Trade","Article 5","Article 6","Article 8","Article 11","Article 13"
"Pseudo R2","0.06","0.11","0.09","0.07","0.06"
"Minimal distance","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.13 ","0.22 ","0.17 ","0.39 *","0.23 "
"","(0.16)","(0.18)","(0.26)","(0.20)","(0.21)"
"Gov. Ownership","0.43 ","0.62 ","0.70 ","1.33 ","1.15 "
"","(0.63)","(0.61)","(0.62)","(1.31)","(1.54)"
"Tobacco Prod. PP","-0.13 ","-0.21 ","-0.37 *","-0.26 ","-0.24 "
"","(0.21)","(0.22)","(0.22)","(0.44)","(0.53)"
"Years since Sign.","0.47 ***","0.49 ***","0.36 **","0.63 *","0.88 **"
"","(0.17)","(0.17)","(0.16)","(0.37)","(0.44)"
"Years since Ratif.","0.29 **","0.28 **","0.30 **","1.21 ***","0.99 ***"
"","(0.12)","(0.12)","(0.12)","(0.28)","(0.32)"
"GDP pp","-0.01 ","0.40 *","-0.04 ","0.13 ","0.26 "
"","(0.23)","(0.22)","(0.22)","(0.48)","(0.57)"
"Democracy","0.09 ","0.05 ","0.24 ","-0.61 ","-0.14 "
"","(0.25)","(0.24)","(0.24)","(0.53)","(0.63)"
"% Female Smoke","-0.20 ","0.16 ","0.14 ","0.07 ","0.48 "
"","(0.24)","(0.23)","(0.24)","(0.51)","(0.60)"
"% Male Smoke","0.28 ","0.25 ","0.15 ","0.28 ","0.14 "
"","(0.26)","(0.25)","(0.25)","(0.56)","(0.65)"
"Labor","0.01 ","0.08 ","0.12 ","-0.46 ","-0.70 "
"","(0.28)","(0.28)","(0.28)","(0.60)","(0.71)"
"Women's rights","0.42 ","1.00 ","0.79 ","0.02 ","2.99 *"
"","(0.65)","(0.63)","(0.63)","(1.34)","(1.60)"
"Population","0.25 ","0.40 **","0.12 ","0.47 ","0.58 "
"","(0.18)","(0.17)","(0.17)","(0.37)","(0.44)"
"Eastern Mediterranean","1.20 ","-0.08 ","1.95 *","-1.60 ","2.97 "
"","(1.07)","(1.04)","(1.05)","(2.25)","(2.69)"
"European","0.61 ","0.14 ","0.28 ","0.44 ","2.23 "
"","(0.66)","(0.67)","(0.64)","(1.39)","(1.74)"
"African","-0.05 ","-0.67 ","-0.54 ","-2.30 *","0.29 "
"","(0.61)","(0.59)","(0.60)","(1.32)","(1.56)"
"Western Pacific","0.12 ","-0.63 ","-0.11 ","-2.38 ","2.05 "
"","(0.77)","(0.76)","(0.74)","(1.60)","(1.93)"
"South-East Asia","-1.11 ","-1.30 ","-1.09 ","-4.98 **","-2.06 "
"","(0.97)","(0.99)","(0.91)","(1.97)","(2.49)"
"(Intercept)","-2.86 ","-4.70 ***","-3.07 *","-2.60 ","-7.70 *"
"","(1.82)","(1.80)","(1.78)","(3.84)","(4.59)"
"N","176","176","176","176","176"
"Pseudo R2","0.06","0.11","0.07","0.07","0.06"
"Centroid Distance","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.46 ","0.70 ","2.38 ","1.94 **","0.61 "
"","(0.83)","(0.79)","(1.52)","(0.95)","(0.84)"
"Gov. Ownership","0.39 ","0.54 ","0.55 ","0.83 ","1.03 "
"","(0.65)","(0.63)","(0.62)","(1.34)","(1.57)"
"Tobacco Prod. PP","-0.14 ","-0.22 ","-0.40 *","-0.28 ","-0.24 "
"","(0.21)","(0.22)","(0.22)","(0.45)","(0.53)"
"Years since Sign.","0.48 ***","0.49 ***","0.34 **","0.66 *","0.92 **"
"","(0.17)","(0.17)","(0.16)","(0.37)","(0.44)"
"Years since Ratif.","0.29 **","0.26 **","0.28 **","1.15 ***","0.96 ***"
"","(0.12)","(0.12)","(0.12)","(0.27)","(0.32)"
"GDP pp","-0.02 ","0.41 *","-0.08 ","0.03 ","0.28 "
"","(0.23)","(0.23)","(0.22)","(0.49)","(0.57)"
"Democracy","0.10 ","0.06 ","0.26 ","-0.55 ","-0.10 "
"","(0.25)","(0.24)","(0.24)","(0.53)","(0.63)"
"% Female Smoke","-0.21 ","0.14 ","0.10 ","-0.02 ","0.45 "
"","(0.25)","(0.24)","(0.24)","(0.51)","(0.61)"
"% Male Smoke","0.28 ","0.24 ","0.14 ","0.28 ","0.12 "
"","(0.26)","(0.25)","(0.25)","(0.56)","(0.66)"
"Labor","0.03 ","0.10 ","0.15 ","-0.47 ","-0.64 "
"","(0.29)","(0.28)","(0.28)","(0.60)","(0.71)"
"Women's rights","0.43 ","1.04 *","0.84 ","0.12 ","3.00 *"
"","(0.65)","(0.63)","(0.63)","(1.34)","(1.61)"
"Population","0.24 ","0.39 **","0.13 ","0.42 ","0.54 "
"","(0.18)","(0.17)","(0.17)","(0.37)","(0.44)"
"Eastern Mediterranean","1.02 ","-0.22 ","1.45 ","-2.61 ","2.56 "
"","(1.12)","(1.06)","(1.07)","(2.27)","(2.93)"
"European","0.37 ","-0.07 ","-0.51 ","-0.88 ","1.85 "
"","(0.87)","(0.82)","(0.81)","(1.57)","(2.15)"
"African","-0.19 ","-0.80 ","-0.78 ","-2.92 **","-0.04 "
"","(0.62)","(0.60)","(0.59)","(1.30)","(1.62)"
"Western Pacific","-0.05 ","-0.71 ","-0.71 ","-3.24 *","1.88 "
"","(0.90)","(0.81)","(0.83)","(1.69)","(2.06)"
"South-East Asia","-1.20 ","-1.19 ","-1.72 *","-5.69 ***","-1.84 "
"","(1.10)","(1.02)","(1.00)","(2.06)","(2.58)"
"(Intercept)","-3.33 ","-5.34 ***","-4.41 **","-6.27 ","-9.30 *"
"","(2.04)","(1.92)","(1.99)","(4.30)","(4.96)"
"N","176","176","176","176","176"
"Pseudo R2","0.06","0.11","0.08","0.07","0.06"
"Country Borders","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.14 ","0.13 ","0.20 ","0.26 *","0.08 "
"","(0.11)","(0.12)","(0.20)","(0.14)","(0.15)"
"Gov. Ownership","0.36 ","0.62 ","0.63 ","1.14 ","1.14 "
"","(0.64)","(0.61)","(0.63)","(1.32)","(1.55)"
"Tobacco Prod. PP","-0.15 ","-0.22 ","-0.38 *","-0.31 ","-0.25 "
"","(0.21)","(0.22)","(0.22)","(0.45)","(0.53)"
"Years since Sign.","0.46 ***","0.48 ***","0.35 **","0.60 ","0.88 **"
"","(0.17)","(0.17)","(0.16)","(0.38)","(0.44)"
"Years since Ratif.","0.29 **","0.28 **","0.30 **","1.20 ***","0.98 ***"
"","(0.12)","(0.12)","(0.12)","(0.28)","(0.32)"
"GDP pp","-0.01 ","0.43 **","-0.04 ","0.20 ","0.34 "
"","(0.23)","(0.22)","(0.22)","(0.48)","(0.56)"
"Democracy","0.12 ","0.07 ","0.26 ","-0.53 ","-0.10 "
"","(0.25)","(0.24)","(0.24)","(0.53)","(0.63)"
"% Female Smoke","-0.20 ","0.17 ","0.15 ","0.09 ","0.50 "
"","(0.24)","(0.23)","(0.24)","(0.51)","(0.60)"
"% Male Smoke","0.27 ","0.24 ","0.14 ","0.27 ","0.13 "
"","(0.26)","(0.25)","(0.26)","(0.56)","(0.66)"
"Labor","-0.01 ","0.07 ","0.11 ","-0.52 ","-0.69 "
"","(0.29)","(0.28)","(0.28)","(0.60)","(0.72)"
"Women's rights","0.38 ","1.00 ","0.75 ","-0.01 ","3.06 *"
"","(0.65)","(0.63)","(0.63)","(1.35)","(1.60)"
"Population","0.23 ","0.38 **","0.11 ","0.39 ","0.53 "
"","(0.18)","(0.17)","(0.17)","(0.37)","(0.44)"
"Eastern Mediterranean","1.21 ","-0.08 ","2.00 *","-1.64 ","3.29 "
"","(1.07)","(1.04)","(1.05)","(2.25)","(2.68)"
"European","0.63 ","0.24 ","0.30 ","0.54 ","2.66 "
"","(0.66)","(0.65)","(0.64)","(1.39)","(1.69)"
"African","-0.01 ","-0.66 ","-0.49 ","-2.34 *","0.30 "
"","(0.61)","(0.59)","(0.61)","(1.32)","(1.56)"
"Western Pacific","0.33 ","-0.40 ","0.06 ","-1.65 ","2.52 "
"","(0.77)","(0.74)","(0.76)","(1.62)","(1.90)"
"South-East Asia","-1.15 ","-1.13 ","-1.07 ","-4.80 **","-1.42 "
"","(0.95)","(0.96)","(0.90)","(1.96)","(2.43)"
"(Intercept)","-2.64 ","-4.48 **","-2.93 *","-1.81 ","-7.57 "
"","(1.82)","(1.81)","(1.77)","(3.84)","(4.63)"
"N","176","176","176","176","176"
"Pseudo R2","0.06","0.11","0.07","0.07","0.06"
"GlobalLink Posts","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.12 ","0.20 *","0.40 *","0.38 ***","0.13 "
"","(0.12)","(0.11)","(0.22)","(0.13)","(0.16)"
"Gov. Ownership","0.45 ","0.68 ","0.72 ","1.45 ","1.16 "
"","(0.63)","(0.61)","(0.61)","(1.28)","(1.55)"
"Tobacco Prod. PP","-0.14 ","-0.23 ","-0.39 *","-0.31 ","-0.24 "
"","(0.21)","(0.22)","(0.22)","(0.44)","(0.53)"
"Years since Sign.","0.49 ***","0.51 ***","0.37 **","0.74 **","0.91 **"
"","(0.16)","(0.16)","(0.16)","(0.36)","(0.43)"
"Years since Ratif.","0.27 **","0.24 **","0.26 **","1.07 ***","0.94 ***"
"","(0.12)","(0.12)","(0.12)","(0.27)","(0.32)"
"GDP pp","-0.01 ","0.42 *","-0.06 ","0.13 ","0.33 "
"","(0.23)","(0.22)","(0.22)","(0.47)","(0.56)"
"Democracy","0.05 ","-0.01 ","0.17 ","-0.85 ","-0.22 "
"","(0.25)","(0.24)","(0.24)","(0.53)","(0.64)"
"% Female Smoke","-0.20 ","0.16 ","0.14 ","0.02 ","0.51 "
"","(0.24)","(0.23)","(0.24)","(0.50)","(0.60)"
"% Male Smoke","0.31 ","0.30 ","0.20 ","0.49 ","0.21 "
"","(0.26)","(0.25)","(0.25)","(0.55)","(0.66)"
"Labor","0.03 ","0.15 ","0.14 ","-0.27 ","-0.58 "
"","(0.28)","(0.28)","(0.28)","(0.59)","(0.71)"
"Women's rights","0.36 ","0.90 ","0.64 ","-0.44 ","2.93 *"
"","(0.65)","(0.63)","(0.63)","(1.33)","(1.62)"
"Population","0.22 ","0.35 **","0.08 ","0.26 ","0.50 "
"","(0.18)","(0.17)","(0.17)","(0.36)","(0.44)"
"Eastern Mediterranean","1.09 ","-0.17 ","1.78 *","-2.15 ","3.26 "
"","(1.08)","(1.03)","(1.03)","(2.21)","(2.67)"
"European","0.64 ","0.31 ","0.28 ","0.56 ","2.65 "
"","(0.66)","(0.63)","(0.63)","(1.36)","(1.67)"
"African","-0.09 ","-0.67 ","-0.52 ","-2.48 *","0.24 "
"","(0.60)","(0.58)","(0.59)","(1.28)","(1.56)"
"Western Pacific","0.20 ","-0.47 ","-0.07 ","-2.09 ","2.33 "
"","(0.76)","(0.73)","(0.74)","(1.57)","(1.90)"
"South-East Asia","-0.90 ","-0.83 ","-1.00 ","-4.25 **","-1.14 "
"","(0.93)","(0.89)","(0.89)","(1.89)","(2.30)"
"(Intercept)","-2.78 ","-4.80 ***","-2.94 *","-2.60 ","-7.98 *"
"","(1.82)","(1.78)","(1.75)","(3.75)","(4.57)"
"N","176","176","176","176","176"
"Pseudo R2","0.06","0.11","0.08","0.08","0.06"
"GlobalLink Referrals","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.08 ","0.23 ***","0.33 **","0.25 **","0.11 "
"","(0.09)","(0.08)","(0.16)","(0.10)","(0.10)"
"Gov. Ownership","0.36 ","0.28 ","0.54 ","0.76 ","0.95 "
"","(0.65)","(0.61)","(0.62)","(1.33)","(1.56)"
"Tobacco Prod. PP","-0.12 ","-0.22 ","-0.34 ","-0.26 ","-0.22 "
"","(0.21)","(0.22)","(0.22)","(0.45)","(0.53)"
"Years since Sign.","0.47 ***","0.42 **","0.32 **","0.56 ","0.86 *"
"","(0.17)","(0.16)","(0.16)","(0.37)","(0.44)"
"Years since Ratif.","0.28 **","0.24 **","0.28 **","1.13 ***","0.94 ***"
"","(0.12)","(0.12)","(0.12)","(0.27)","(0.32)"
"GDP pp","-0.00 ","0.41 *","-0.01 ","0.25 ","0.29 "
"","(0.23)","(0.21)","(0.22)","(0.47)","(0.56)"
"Democracy","0.10 ","0.07 ","0.33 ","-0.60 ","-0.08 "
"","(0.25)","(0.24)","(0.25)","(0.53)","(0.63)"
"% Female Smoke","-0.19 ","0.18 ","0.23 ","0.12 ","0.48 "
"","(0.24)","(0.23)","(0.24)","(0.50)","(0.60)"
"% Male Smoke","0.28 ","0.25 ","0.13 ","0.37 ","0.14 "
"","(0.26)","(0.25)","(0.25)","(0.55)","(0.65)"
"Labor","0.01 ","0.07 ","0.09 ","-0.49 ","-0.61 "
"","(0.29)","(0.27)","(0.28)","(0.60)","(0.71)"
"Women's rights","0.40 ","0.88 ","0.73 ","-0.15 ","3.01 *"
"","(0.65)","(0.62)","(0.62)","(1.34)","(1.60)"
"Population","0.21 ","0.34 **","0.09 ","0.31 ","0.50 "
"","(0.18)","(0.17)","(0.17)","(0.37)","(0.44)"
"Eastern Mediterranean","1.09 ","-0.33 ","1.81 *","-2.35 ","3.16 "
"","(1.08)","(1.02)","(1.03)","(2.24)","(2.67)"
"European","0.56 ","-0.03 ","-0.19 ","-0.12 ","2.62 "
"","(0.67)","(0.64)","(0.68)","(1.41)","(1.67)"
"African","-0.15 ","-0.84 ","-0.54 ","-2.86 **","0.12 "
"","(0.61)","(0.58)","(0.59)","(1.30)","(1.56)"
"Western Pacific","0.15 ","-0.78 ","-0.17 ","-2.65 *","2.41 "
"","(0.77)","(0.73)","(0.73)","(1.61)","(1.89)"
"South-East Asia","-0.96 ","-1.18 ","-1.08 ","-4.73 **","-1.20 "
"","(0.93)","(0.89)","(0.89)","(1.93)","(2.30)"
"(Intercept)","-2.68 ","-3.95 **","-2.80 ","-1.26 ","-7.68 *"
"","(1.83)","(1.77)","(1.75)","(3.81)","(4.57)"
"N","176","176","176","176","176"
"Pseudo R2","0.06","0.12","0.08","0.08","0.06"
"FCTC COP co-participation","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","-0.06 ","-0.07 ","-0.04 ","0.40 *","0.40 *"
"","(0.17)","(0.17)","(0.37)","(0.23)","(0.23)"
"Gov. Ownership","0.48 ","0.68 ","0.75 ","1.39 ","1.32 "
"","(0.63)","(0.61)","(0.61)","(1.31)","(1.53)"
"Tobacco Prod. PP","-0.12 ","-0.20 ","-0.37 *","-0.27 ","-0.26 "
"","(0.21)","(0.22)","(0.22)","(0.45)","(0.53)"
"Years since Sign.","0.50 ***","0.52 ***","0.37 **","0.70 *","0.84 *"
"","(0.16)","(0.17)","(0.16)","(0.37)","(0.44)"
"Years since Ratif.","0.29 **","0.27 **","0.30 **","1.16 ***","0.98 ***"
"","(0.12)","(0.12)","(0.12)","(0.28)","(0.32)"
"GDP pp","-0.02 ","0.44 *","-0.04 ","0.54 ","0.66 "
"","(0.24)","(0.23)","(0.23)","(0.50)","(0.58)"
"Democracy","0.07 ","0.03 ","0.23 ","-0.53 ","0.02 "
"","(0.25)","(0.25)","(0.25)","(0.54)","(0.63)"
"% Female Smoke","-0.18 ","0.18 ","0.16 ","0.06 ","0.49 "
"","(0.25)","(0.24)","(0.24)","(0.51)","(0.60)"
"% Male Smoke","0.28 ","0.25 ","0.15 ","0.27 ","0.04 "
"","(0.26)","(0.25)","(0.26)","(0.56)","(0.65)"
"Labor","0.01 ","0.09 ","0.12 ","-0.28 ","-0.51 "
"","(0.29)","(0.28)","(0.28)","(0.61)","(0.71)"
"Women's rights","0.41 ","1.03 ","0.77 ","0.42 ","3.56 **"
"","(0.65)","(0.63)","(0.63)","(1.36)","(1.61)"
"Population","0.22 ","0.37 **","0.10 ","0.51 ","0.67 "
"","(0.18)","(0.17)","(0.18)","(0.37)","(0.44)"
"Eastern Mediterranean","1.21 ","-0.04 ","1.87 *","-2.00 ","3.19 "
"","(1.07)","(1.04)","(1.04)","(2.25)","(2.64)"
"European","0.73 ","0.43 ","0.30 ","0.29 ","2.37 "
"","(0.67)","(0.65)","(0.65)","(1.40)","(1.67)"
"African","-0.10 ","-0.68 ","-0.61 ","-3.05 **","-0.15 "
"","(0.61)","(0.59)","(0.60)","(1.32)","(1.57)"
"Western Pacific","0.23 ","-0.40 ","-0.10 ","-2.26 ","2.22 "
"","(0.77)","(0.74)","(0.75)","(1.60)","(1.88)"
"South-East Asia","-0.87 ","-0.77 ","-1.03 ","-4.16 **","-0.96 "
"","(0.93)","(0.90)","(0.90)","(1.93)","(2.28)"
"(Intercept)","-2.56 ","-4.49 **","-2.87 ","-5.08 ","-10.95 **"
"","(1.95)","(1.92)","(1.89)","(4.17)","(4.91)"
"N","176","176","176","176","176"
"Pseudo R2","0.06","0.10","0.07","0.07","0.07"
"FCTC INB co-participation","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","-0.13 ","0.18 ","0.14 ","0.59 ***","0.29 "
"","(0.14)","(0.16)","(0.36)","(0.21)","(0.18)"
"Gov. Ownership","0.47 ","0.67 ","0.75 ","1.41 ","1.23 "
"","(0.63)","(0.61)","(0.61)","(1.29)","(1.53)"
"Tobacco Prod. PP","-0.12 ","-0.21 ","-0.37 *","-0.32 ","-0.26 "
"","(0.21)","(0.22)","(0.22)","(0.44)","(0.52)"
"Years since Sign.","0.50 ***","0.50 ***","0.36 **","0.67 *","0.89 **"
"","(0.16)","(0.16)","(0.16)","(0.37)","(0.44)"
"Years since Ratif.","0.32 **","0.24 *","0.29 **","1.03 ***","0.87 ***"
"","(0.13)","(0.12)","(0.12)","(0.28)","(0.32)"
"GDP pp","-0.02 ","0.50 **","-0.02 ","0.47 ","0.51 "
"","(0.23)","(0.22)","(0.22)","(0.47)","(0.56)"
"Democracy","0.01 ","0.15 ","0.27 ","-0.20 ","0.17 "
"","(0.26)","(0.26)","(0.26)","(0.55)","(0.65)"
"% Female Smoke","-0.18 ","0.17 ","0.16 ","0.06 ","0.51 "
"","(0.24)","(0.23)","(0.24)","(0.50)","(0.60)"
"% Male Smoke","0.28 ","0.25 ","0.16 ","0.33 ","0.14 "
"","(0.26)","(0.25)","(0.26)","(0.55)","(0.65)"
"Labor","0.00 ","0.12 ","0.13 ","-0.28 ","-0.56 "
"","(0.29)","(0.28)","(0.28)","(0.59)","(0.71)"
"Women's rights","0.49 ","0.98 ","0.74 ","-0.44 ","2.81 *"
"","(0.65)","(0.63)","(0.64)","(1.34)","(1.60)"
"Population","0.21 ","0.41 **","0.12 ","0.56 ","0.65 "
"","(0.18)","(0.17)","(0.18)","(0.37)","(0.44)"
"Eastern Mediterranean","1.15 ","0.00 ","1.88 *","-1.63 ","3.59 "
"","(1.07)","(1.04)","(1.04)","(2.22)","(2.64)"
"European","0.81 ","0.24 ","0.23 ","-0.17 ","2.30 "
"","(0.67)","(0.65)","(0.66)","(1.40)","(1.68)"
"African","0.01 ","-0.85 ","-0.68 ","-3.74 ***","-0.37 "
"","(0.62)","(0.60)","(0.61)","(1.34)","(1.60)"
"Western Pacific","0.28 ","-0.48 ","-0.15 ","-2.64 *","2.11 "
"","(0.76)","(0.74)","(0.75)","(1.59)","(1.89)"
"South-East Asia","-0.89 ","-0.76 ","-1.03 ","-4.29 **","-1.00 "
"","(0.92)","(0.90)","(0.90)","(1.90)","(2.28)"
"(Intercept)","-2.44 ","-5.22 ***","-3.08 *","-4.98 ","-9.59 **"
"","(1.86)","(1.85)","(1.80)","(3.94)","(4.69)"
"N","176","176","176","176","176"
"Pseudo R2","0.06","0.11","0.07","0.08","0.07"
"Interest Group co-membership","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.15 *","0.22 ***","0.50 **","0.32 ***","0.39 ***"
"","(0.08)","(0.08)","(0.23)","(0.12)","(0.13)"
"Gov. Ownership","0.33 ","0.43 ","0.59 ","0.89 ","0.49 "
"","(0.63)","(0.61)","(0.61)","(1.31)","(1.53)"
"Tobacco Prod. PP","-0.14 ","-0.21 ","-0.39 *","-0.26 ","-0.23 "
"","(0.21)","(0.22)","(0.22)","(0.44)","(0.52)"
"Years since Sign.","0.47 ***","0.47 ***","0.33 **","0.64 *","0.77 *"
"","(0.16)","(0.16)","(0.16)","(0.36)","(0.43)"
"Years since Ratif.","0.24 *","0.20 *","0.23 *","1.02 ***","0.79 **"
"","(0.12)","(0.12)","(0.12)","(0.28)","(0.32)"
"GDP pp","0.04 ","0.52 **","-0.00 ","0.39 ","0.46 "
"","(0.23)","(0.22)","(0.22)","(0.47)","(0.55)"
"Democracy","0.18 ","0.17 ","0.33 ","-0.38 ","0.15 "
"","(0.25)","(0.24)","(0.25)","(0.53)","(0.62)"
"% Female Smoke","-0.20 ","0.16 ","0.14 ","0.04 ","0.47 "
"","(0.24)","(0.23)","(0.24)","(0.50)","(0.59)"
"% Male Smoke","0.29 ","0.27 ","0.17 ","0.36 ","0.22 "
"","(0.26)","(0.25)","(0.25)","(0.55)","(0.64)"
"Labor","0.07 ","0.17 ","0.16 ","-0.28 ","-0.45 "
"","(0.28)","(0.28)","(0.28)","(0.59)","(0.70)"
"Women's rights","0.46 ","1.02 ","0.76 ","0.04 ","2.83 *"
"","(0.64)","(0.62)","(0.62)","(1.33)","(1.56)"
"Population","0.25 ","0.39 **","0.10 ","0.39 ","0.54 "
"","(0.18)","(0.17)","(0.17)","(0.36)","(0.42)"
"Eastern Mediterranean","1.43 ","0.19 ","2.05 **","-1.36 ","4.05 "
"","(1.07)","(1.03)","(1.03)","(2.22)","(2.60)"
"European","0.60 ","0.20 ","0.12 ","0.25 ","2.21 "
"","(0.66)","(0.63)","(0.64)","(1.37)","(1.63)"
"African","-0.03 ","-0.56 ","-0.52 ","-2.44 *","0.55 "
"","(0.60)","(0.58)","(0.59)","(1.29)","(1.53)"
"Western Pacific","0.30 ","-0.32 ","-0.04 ","-1.87 ","2.57 "
"","(0.76)","(0.73)","(0.73)","(1.58)","(1.85)"
"South-East Asia","-0.66 ","-0.50 ","-0.84 ","-3.55 *","-0.36 "
"","(0.93)","(0.89)","(0.89)","(1.91)","(2.25)"
"(Intercept)","-3.45 *","-5.52 ***","-3.50 **","-4.01 ","-9.88 **"
"","(1.85)","(1.81)","(1.77)","(3.85)","(4.56)"
"N","176","176","176","176","176"
"Pseudo R2","0.07","0.11","0.08","0.08","0.07"
Standard Errors in parenthesis. Signif. codes: 0.01: '***' 0.05: '**' 0.10 '*'
