"Centroid Distance","Article 5","Article 6","Article 8","Article 11","Article 13"
"","(0.63)","(0.66)","(0.62)","(1.34)","(1.70)"
"African","0.14 ","-0.54 ","-0.45 ","-1.88 ","0.70 "
"","(0.58)","(0.58)","(0.58)","(1.27)","(1.51)"
"Western Pacific","0.00 ","-0.73 ","-0.25 ","-2.81 *","0.89 "
"","(0.74)","(0.76)","(0.72)","(1.57)","(1.89)"
"South-East Asia","-1.21 ","-1.26 ","-1.10 ","-5.01 ***","-1.97 "
"","(0.93)","(0.99)","(0.87)","(1.90)","(2.42)"
"Democracy","0.08 ","0.08 ","0.24 ","-0.56 ","0.07 "
"","(0.24)","(0.24)","(0.23)","(0.51)","(0.61)"
"GDP pp","-0.05 ","0.42 *","-0.03 ","0.15 ","0.16 "
"","(0.22)","(0.22)","(0.21)","(0.46)","(0.56)"
"Years since Sign.","0.46 ***","0.47 ***","0.35 **","0.57 ","0.93 **"
"","(0.16)","(0.16)","(0.15)","(0.36)","(0.43)"
"Years since Ratif.","0.36 ***","0.30 **","0.32 ***","1.31 ***","1.16 ***"
"","(0.12)","(0.12)","(0.11)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.12 ","-0.20 ","-0.36 *","-0.23 ","-0.28 "
"","(0.20)","(0.21)","(0.21)","(0.43)","(0.52)"
"% Female Smoke","-0.19 ","0.14 ","0.16 ","0.09 ","0.31 "
"","(0.23)","(0.23)","(0.23)","(0.49)","(0.59)"
"% Male Smoke","0.28 ","0.25 ","0.12 ","0.23 ","0.12 "
"","(0.25)","(0.25)","(0.25)","(0.54)","(0.65)"
"Labor","-0.06 ","0.08 ","0.05 ","-0.61 ","-0.63 "
"","(0.28)","(0.28)","(0.27)","(0.59)","(0.70)"
"Women's rights","0.68 ","1.00 ","0.88 ","0.31 ","2.11 "
"","(0.62)","(0.62)","(0.61)","(1.30)","(1.55)"
"Population","0.10 ","0.25 ","-0.14 ","-0.25 ","-0.12 "
"","(0.29)","(0.29)","(0.29)","(0.61)","(0.74)"
"Gov. Ownership","0.68 ","0.65 ","0.84 ","1.69 ","2.69 *"
"","(0.61)","(0.61)","(0.59)","(1.27)","(1.50)"
"N","176","176","176","176","176"
"Pseudo R2","0.08","0.11","0.08","0.08","0.08"
"General Trade","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.02 ","0.22 *","0.41 ","0.29 *","0.03 "
"","(0.13)","(0.13)","(0.30)","(0.17)","(0.16)"
"Bloomberg #","0.10 ","0.12 ","0.19 ","0.56 ","0.59 "
"","(0.19)","(0.19)","(0.19)","(0.40)","(0.48)"
"Eastern Mediterranean","1.37 ","0.12 ","1.97 *","-1.45 ","4.66 *"
"","(1.03)","(1.03)","(1.00)","(2.18)","(2.59)"
"European","0.70 ","0.49 ","0.38 ","1.00 ","3.01 *"
"","(0.64)","(0.63)","(0.62)","(1.35)","(1.61)"
"African","0.07 ","-0.56 ","-0.50 ","-2.29 *","0.67 "
"","(0.58)","(0.58)","(0.56)","(1.25)","(1.52)"
"Western Pacific","0.09 ","-0.56 ","-0.16 ","-2.52 ","1.13 "
"","(0.74)","(0.74)","(0.72)","(1.56)","(1.86)"
"South-East Asia","-0.98 ","-0.96 ","-1.05 ","-4.53 **","-1.40 "
"","(0.89)","(0.89)","(0.86)","(1.86)","(2.24)"
"Democracy","0.08 ","0.09 ","0.23 ","-0.61 ","0.08 "
"","(0.24)","(0.24)","(0.23)","(0.51)","(0.61)"
"GDP pp","-0.03 ","0.40 *","-0.06 ","0.16 ","0.21 "
"","(0.22)","(0.22)","(0.21)","(0.47)","(0.55)"
"Years since Sign.","0.47 ***","0.45 ***","0.32 **","0.58 ","0.94 **"
"","(0.16)","(0.16)","(0.16)","(0.36)","(0.43)"
"Years since Ratif.","0.36 ***","0.29 **","0.31 ***","1.27 ***","1.15 ***"
"","(0.12)","(0.12)","(0.11)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.11 ","-0.18 ","-0.36 *","-0.18 ","-0.26 "
"","(0.20)","(0.20)","(0.20)","(0.42)","(0.52)"
"% Female Smoke","-0.18 ","0.11 ","0.14 ","0.03 ","0.33 "
"","(0.23)","(0.23)","(0.23)","(0.49)","(0.59)"
"% Male Smoke","0.28 ","0.23 ","0.11 ","0.22 ","0.11 "
"","(0.25)","(0.25)","(0.25)","(0.54)","(0.65)"
"Labor","-0.05 ","0.14 ","0.09 ","-0.46 ","-0.59 "
"","(0.28)","(0.28)","(0.27)","(0.59)","(0.70)"
"Women's rights","0.70 ","1.12 *","0.88 ","0.55 ","2.20 "
"","(0.62)","(0.62)","(0.60)","(1.30)","(1.55)"
"Population","0.08 ","0.23 ","-0.15 ","-0.37 ","-0.17 "
"","(0.29)","(0.29)","(0.28)","(0.61)","(0.73)"
"Gov. Ownership","0.72 ","0.70 ","0.82 ","1.74 ","2.72 *"
"","(0.61)","(0.60)","(0.59)","(1.27)","(1.50)"
"N","176","176","176","176","176"
"Pseudo R2","0.07","0.11","0.08","0.08","0.08"
"Tobacco Trade","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.09 ","0.27 **","0.67 ***","0.30 **","0.08 "
"","(0.11)","(0.11)","(0.21)","(0.13)","(0.12)"
"Bloomberg #","0.09 ","0.09 ","0.16 ","0.54 ","0.58 "
"","(0.19)","(0.19)","(0.18)","(0.40)","(0.48)"
"Eastern Mediterranean","1.41 ","0.11 ","2.02 **","-1.43 ","4.67 *"
"","(1.03)","(1.02)","(0.98)","(2.17)","(2.59)"
"European","0.63 ","0.26 ","0.13 ","0.42 ","2.88 *"
"","(0.63)","(0.62)","(0.60)","(1.33)","(1.62)"
"African","0.05 ","-0.61 ","-0.50 ","-2.29 *","0.62 "
"","(0.58)","(0.57)","(0.55)","(1.25)","(1.52)"
"Western Pacific","0.13 ","-0.42 ","-0.12 ","-2.27 ","1.29 "
"","(0.74)","(0.73)","(0.70)","(1.56)","(1.88)"
"South-East Asia","-0.96 ","-0.70 ","-0.89 ","-4.21 **","-1.30 "
"","(0.88)","(0.87)","(0.84)","(1.84)","(2.23)"
"Democracy","0.08 ","0.07 ","0.25 ","-0.60 ","0.06 "
"","(0.24)","(0.24)","(0.23)","(0.51)","(0.61)"
"GDP pp","-0.05 ","0.39 *","-0.11 ","0.16 ","0.18 "
"","(0.22)","(0.22)","(0.21)","(0.46)","(0.55)"
"Years since Sign.","0.47 ***","0.46 ***","0.34 **","0.57 ","0.93 **"
"","(0.16)","(0.16)","(0.15)","(0.36)","(0.43)"
"Years since Ratif.","0.35 ***","0.25 **","0.30 ***","1.24 ***","1.14 ***"
"","(0.12)","(0.12)","(0.11)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.14 ","-0.25 ","-0.42 **","-0.33 ","-0.30 "
"","(0.20)","(0.21)","(0.20)","(0.42)","(0.52)"
"% Female Smoke","-0.16 ","0.17 ","0.19 ","0.19 ","0.37 "
"","(0.23)","(0.23)","(0.22)","(0.49)","(0.59)"
"% Male Smoke","0.27 ","0.23 ","0.09 ","0.22 ","0.07 "
"","(0.25)","(0.25)","(0.24)","(0.54)","(0.65)"
"Labor","-0.05 ","0.10 ","0.09 ","-0.56 ","-0.60 "
"","(0.28)","(0.28)","(0.26)","(0.58)","(0.70)"
"Women's rights","0.65 ","0.87 ","0.65 ","0.22 ","2.11 "
"","(0.62)","(0.62)","(0.59)","(1.29)","(1.55)"
"Population","0.08 ","0.23 ","-0.16 ","-0.40 ","-0.19 "
"","(0.29)","(0.28)","(0.28)","(0.61)","(0.73)"
"Gov. Ownership","0.68 ","0.52 ","0.74 ","1.55 ","2.66 *"
"","(0.61)","(0.60)","(0.58)","(1.26)","(1.51)"
"N","176","176","176","176","176"
"Pseudo R2","0.08","0.11","0.09","0.08","0.08"
"GLOBALink Referrals","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.05 ","0.22 ***","0.33 **","0.22 **","0.08 "
"","(0.09)","(0.08)","(0.15)","(0.10)","(0.10)"
"Bloomberg #","0.10 ","0.12 ","0.23 ","0.58 ","0.60 "
"","(0.19)","(0.19)","(0.19)","(0.40)","(0.48)"
"Eastern Mediterranean","1.29 ","-0.28 ","1.77 *","-2.19 ","4.44 *"
"","(1.04)","(1.01)","(0.99)","(2.17)","(2.60)"
"European","0.61 ","-0.01 ","-0.18 ","-0.02 ","2.83 *"
"","(0.64)","(0.64)","(0.65)","(1.37)","(1.62)"
"African","0.05 ","-0.70 ","-0.44 ","-2.40 *","0.59 "
"","(0.58)","(0.57)","(0.56)","(1.25)","(1.52)"
"Western Pacific","0.06 ","-0.88 ","-0.33 ","-3.05 *","1.09 "
"","(0.74)","(0.74)","(0.72)","(1.57)","(1.86)"
"South-East Asia","-1.02 ","-1.17 ","-1.09 ","-4.74 **","-1.50 "
"","(0.89)","(0.88)","(0.86)","(1.86)","(2.23)"
"Democracy","0.09 ","0.10 ","0.33 ","-0.55 ","0.11 "
"","(0.24)","(0.23)","(0.24)","(0.51)","(0.61)"
"GDP pp","-0.04 ","0.42 **","-0.00 ","0.27 ","0.17 "
"","(0.22)","(0.21)","(0.21)","(0.46)","(0.55)"
"Years since Sign.","0.47 ***","0.40 **","0.31 **","0.52 ","0.90 **"
"","(0.16)","(0.16)","(0.15)","(0.36)","(0.43)"
"Years since Ratif.","0.35 ***","0.26 **","0.30 ***","1.23 ***","1.13 ***"
"","(0.12)","(0.12)","(0.11)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.11 ","-0.21 ","-0.33 ","-0.23 ","-0.26 "
"","(0.20)","(0.21)","(0.21)","(0.43)","(0.52)"
"% Female Smoke","-0.18 ","0.16 ","0.25 ","0.14 ","0.31 "
"","(0.23)","(0.23)","(0.23)","(0.49)","(0.58)"
"% Male Smoke","0.28 ","0.24 ","0.09 ","0.31 ","0.12 "
"","(0.25)","(0.25)","(0.25)","(0.54)","(0.64)"
"Labor","-0.06 ","0.07 ","0.01 ","-0.64 ","-0.58 "
"","(0.28)","(0.27)","(0.27)","(0.59)","(0.70)"
"Women's rights","0.67 ","0.88 ","0.82 ","0.17 ","2.11 "
"","(0.62)","(0.61)","(0.60)","(1.30)","(1.55)"
"Population","0.07 ","0.20 ","-0.21 ","-0.42 ","-0.20 "
"","(0.29)","(0.28)","(0.28)","(0.61)","(0.73)"
"Gov. Ownership","0.65 ","0.32 ","0.68 ","1.21 ","2.54 *"
"","(0.62)","(0.61)","(0.59)","(1.29)","(1.52)"
"N","176","176","176","176","176"
"Pseudo R2","0.07","0.12","0.09","0.08","0.08"
"GLOBALink co-subscription","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.15 *","0.22 ***","0.49 **","0.32 ***","0.37 ***"
"","(0.08)","(0.08)","(0.22)","(0.11)","(0.13)"
"Bloomberg #","0.10 ","0.10 ","0.17 ","0.51 ","0.50 "
"","(0.19)","(0.19)","(0.19)","(0.39)","(0.47)"
"Eastern Mediterranean","1.58 ","0.23 ","2.04 **","-1.24 ","5.28 **"
"","(1.03)","(1.02)","(1.00)","(2.15)","(2.54)"
"European","0.60 ","0.20 ","0.13 ","0.25 ","2.37 "
"","(0.63)","(0.63)","(0.61)","(1.32)","(1.59)"
"African","0.15 ","-0.43 ","-0.43 ","-2.00 ","0.97 "
"","(0.58)","(0.57)","(0.56)","(1.24)","(1.49)"
"Western Pacific","0.18 ","-0.42 ","-0.17 ","-2.29 ","1.30 "
"","(0.74)","(0.73)","(0.72)","(1.54)","(1.82)"
"South-East Asia","-0.76 ","-0.51 ","-0.86 ","-3.65 **","-0.74 "
"","(0.89)","(0.88)","(0.86)","(1.84)","(2.18)"
"Democracy","0.17 ","0.21 ","0.33 ","-0.34 ","0.34 "
"","(0.24)","(0.24)","(0.24)","(0.51)","(0.60)"
"GDP pp","0.00 ","0.53 **","0.00 ","0.39 ","0.31 "
"","(0.22)","(0.21)","(0.21)","(0.45)","(0.53)"
"Years since Sign.","0.45 ***","0.44 ***","0.32 **","0.58 *","0.80 *"
"","(0.16)","(0.16)","(0.15)","(0.35)","(0.42)"
"Years since Ratif.","0.31 ***","0.22 *","0.26 **","1.11 ***","0.98 ***"
"","(0.12)","(0.12)","(0.12)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.13 ","-0.21 ","-0.38 *","-0.24 ","-0.27 "
"","(0.20)","(0.22)","(0.21)","(0.42)","(0.51)"
"% Female Smoke","-0.18 ","0.14 ","0.16 ","0.06 ","0.28 "
"","(0.23)","(0.23)","(0.23)","(0.48)","(0.57)"
"% Male Smoke","0.29 ","0.27 ","0.14 ","0.32 ","0.22 "
"","(0.25)","(0.25)","(0.25)","(0.54)","(0.63)"
"Labor","-0.01 ","0.17 ","0.10 ","-0.43 ","-0.40 "
"","(0.28)","(0.28)","(0.27)","(0.58)","(0.68)"
"Women's rights","0.73 ","1.01 ","0.86 ","0.33 ","1.91 "
"","(0.61)","(0.61)","(0.60)","(1.28)","(1.51)"
"Population","0.10 ","0.28 ","-0.12 ","-0.27 ","-0.05 "
"","(0.29)","(0.29)","(0.28)","(0.60)","(0.72)"
"Gov. Ownership","0.58 ","0.45 ","0.72 ","1.24 ","2.01 "
"","(0.61)","(0.61)","(0.59)","(1.27)","(1.49)"
"N","176","176","176","176","176"
"Pseudo R2","0.08","0.12","0.09","0.09","0.09"
Standard Errors in parenthesis. Signif. codes: 0.01: '***' 0.05: '**' 0.10 '*'
"Note: This specification includes 'Number of Bloomberg project'. "
