"General Trade","Article 5","Article 6","Article 8","Article 11","Article 13"
"","(0.17)","(0.20)","(0.17)","(0.43)","(0.55)"
"% Female Smoke","-0.01 ","0.41 **","0.45 ***","0.35 ","0.90 *"
"","(0.17)","(0.20)","(0.16)","(0.41)","(0.52)"
"% Male Smoke","0.23 ","0.30 ","0.15 ","0.27 ","0.09 "
"","(0.18)","(0.22)","(0.18)","(0.46)","(0.58)"
"Labor","-0.12 ","-0.05 ","0.01 ","-0.64 ","-1.08 *"
"","(0.20)","(0.23)","(0.19)","(0.49)","(0.62)"
"Women's rights","-0.13 ","0.58 ","0.29 ","-1.12 ","2.33 *"
"","(0.45)","(0.53)","(0.43)","(1.11)","(1.39)"
"Population","0.16 ","0.32 ","0.08 ","0.11 ","0.07 "
"","(0.19)","(0.22)","(0.18)","(0.47)","(0.59)"
"Eastern Mediterranean","0.38 ","-0.73 ","0.97 ","-2.99 *","1.92 "
"","(0.70)","(0.82)","(0.67)","(1.74)","(2.18)"
"European","0.34 ","-0.18 ","-0.33 ","-0.41 ","1.76 "
"","(0.45)","(0.53)","(0.43)","(1.12)","(1.42)"
"African","0.33 ","-0.56 ","-0.42 ","-2.11 **","1.32 "
"","(0.42)","(0.50)","(0.40)","(1.07)","(1.35)"
"Western Pacific","0.53 ","-0.22 ","0.15 ","-1.66 ","3.09 *"
"","(0.51)","(0.60)","(0.48)","(1.26)","(1.60)"
"South-East Asia","0.27 ","0.12 ","-0.08 ","-2.18 ","1.09 "
"","(0.65)","(0.77)","(0.62)","(1.62)","(2.05)"
"(Intercept)","2.04 ","-1.55 ","1.08 ","6.25 *","1.70 "
"","(1.32)","(1.56)","(1.27)","(3.30)","(4.17)"
"Bloomberg Amount","-0.08 ","-0.10 ","-0.13 ","-0.07 ","0.21 "
"","(0.20)","(0.24)","(0.19)","(0.50)","(0.64)"
"N","143","143","143","143","143"
"Pseudo R2","0.04","0.11","0.08","0.06","0.04"
"Minimal distance","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.07 ","0.25 *","0.14 ","0.32 **","0.44 ***"
"","(0.10)","(0.13)","(0.15)","(0.14)","(0.16)"
"Gov. Ownership","0.02 ","0.25 ","0.34 ","0.63 ","0.58 "
"","(0.41)","(0.49)","(0.40)","(1.03)","(1.27)"
"Tobacco Prod. PP","0.16 ","-0.29 ","-0.50 **","0.06 ","0.24 "
"","(0.21)","(0.25)","(0.21)","(0.53)","(0.66)"
"Years since Sign.","0.14 ","0.38 **","0.11 ","0.03 ","0.15 "
"","(0.13)","(0.15)","(0.12)","(0.33)","(0.41)"
"Years since Ratif.","0.17 *","0.16 ","0.16 *","1.03 ***","0.83 ***"
"","(0.09)","(0.10)","(0.08)","(0.23)","(0.27)"
"GDP pp","-0.15 ","0.25 ","-0.23 *","-0.07 ","-0.03 "
"","(0.15)","(0.18)","(0.14)","(0.37)","(0.45)"
"Democracy","0.06 ","-0.06 ","0.12 ","-0.67 ","-0.13 "
"","(0.17)","(0.21)","(0.17)","(0.44)","(0.53)"
"% Female Smoke","-0.01 ","0.42 **","0.45 ***","0.36 ","0.87 *"
"","(0.17)","(0.20)","(0.16)","(0.41)","(0.51)"
"% Male Smoke","0.23 ","0.32 ","0.16 ","0.26 ","0.15 "
"","(0.18)","(0.22)","(0.18)","(0.46)","(0.56)"
"Labor","-0.13 ","-0.05 ","-0.00 ","-0.67 ","-1.13 *"
"","(0.20)","(0.23)","(0.19)","(0.49)","(0.60)"
"Women's rights","-0.14 ","0.71 ","0.40 ","-0.86 ","2.20 "
"","(0.44)","(0.53)","(0.43)","(1.10)","(1.35)"
"Population","0.17 ","0.36 ","0.10 ","0.23 ","0.25 "
"","(0.19)","(0.23)","(0.18)","(0.47)","(0.58)"
"Eastern Mediterranean","0.38 ","-0.91 ","0.96 ","-3.01 *","1.05 "
"","(0.69)","(0.83)","(0.68)","(1.74)","(2.15)"
"European","0.28 ","-0.44 ","-0.30 ","-0.52 ","0.46 "
"","(0.45)","(0.56)","(0.43)","(1.13)","(1.48)"
"African","0.38 ","-0.58 ","-0.36 ","-1.81 *","1.32 "
"","(0.42)","(0.50)","(0.41)","(1.08)","(1.32)"
"Western Pacific","0.44 ","-0.65 ","0.10 ","-2.24 *","1.77 "
"","(0.51)","(0.63)","(0.49)","(1.27)","(1.60)"
"South-East Asia","0.08 ","-0.75 ","-0.22 ","-3.29 **","-1.71 "
"","(0.70)","(0.88)","(0.64)","(1.68)","(2.23)"
"(Intercept)","1.95 ","-1.88 ","1.16 ","5.56 *","1.05 "
"","(1.32)","(1.57)","(1.29)","(3.32)","(4.06)"
"Bloomberg Amount","-0.07 ","-0.06 ","-0.11 ","0.00 ","0.19 "
"","(0.20)","(0.24)","(0.20)","(0.50)","(0.62)"
"N","143","143","143","143","143"
"Pseudo R2","0.04","0.10","0.07","0.06","0.05"
"Centroid Distance","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.22 ","0.82 ","2.86 ***","1.65 **","0.66 "
"","(0.50)","(0.57)","(0.85)","(0.65)","(0.63)"
"Gov. Ownership","-0.01 ","0.12 ","0.17 ","0.14 ","0.20 "
"","(0.42)","(0.51)","(0.39)","(1.04)","(1.30)"
"Tobacco Prod. PP","0.16 ","-0.29 ","-0.54 ***","0.04 ","0.31 "
"","(0.22)","(0.26)","(0.20)","(0.53)","(0.67)"
"Years since Sign.","0.14 ","0.38 **","0.12 ","0.09 ","0.22 "
"","(0.13)","(0.15)","(0.12)","(0.33)","(0.42)"
"Years since Ratif.","0.16 *","0.13 ","0.13 *","0.95 ***","0.75 ***"
"","(0.09)","(0.10)","(0.08)","(0.22)","(0.28)"
"GDP pp","-0.16 ","0.25 ","-0.27 **","-0.16 ","0.05 "
"","(0.15)","(0.18)","(0.14)","(0.37)","(0.47)"
"Democracy","0.06 ","-0.01 ","0.15 ","-0.57 ","0.01 "
"","(0.17)","(0.21)","(0.16)","(0.43)","(0.55)"
"% Female Smoke","-0.02 ","0.37 *","0.39 **","0.23 ","0.79 "
"","(0.17)","(0.20)","(0.16)","(0.41)","(0.52)"
"% Male Smoke","0.23 ","0.30 ","0.16 ","0.29 ","0.14 "
"","(0.18)","(0.22)","(0.17)","(0.46)","(0.58)"
"Labor","-0.12 ","-0.05 ","0.04 ","-0.68 ","-1.05 *"
"","(0.20)","(0.24)","(0.18)","(0.49)","(0.62)"
"Women's rights","-0.13 ","0.76 ","0.49 ","-0.75 ","2.31 *"
"","(0.44)","(0.53)","(0.41)","(1.10)","(1.39)"
"Population","0.17 ","0.34 ","0.14 ","0.22 ","0.14 "
"","(0.19)","(0.23)","(0.18)","(0.47)","(0.60)"
"Eastern Mediterranean","0.31 ","-1.04 ","0.53 ","-3.55 **","1.04 "
"","(0.71)","(0.84)","(0.66)","(1.73)","(2.33)"
"European","0.20 ","-0.66 ","-1.18 **","-1.40 ","0.80 "
"","(0.55)","(0.66)","(0.50)","(1.21)","(1.75)"
"African","0.31 ","-0.71 ","-0.61 ","-2.21 **","1.00 "
"","(0.42)","(0.51)","(0.40)","(1.06)","(1.39)"
"Western Pacific","0.38 ","-0.72 ","-0.69 ","-2.93 **","2.17 "
"","(0.60)","(0.67)","(0.53)","(1.33)","(1.73)"
"South-East Asia","0.09 ","-0.49 ","-1.01 ","-3.58 **","-0.01 "
"","(0.76)","(0.87)","(0.66)","(1.69)","(2.25)"
"(Intercept)","1.67 ","-2.77 ","-1.25 ","1.29 ","-0.83 "
"","(1.56)","(1.75)","(1.45)","(3.85)","(4.72)"
"Bloomberg Amount","-0.08 ","-0.06 ","-0.14 ","-0.04 ","0.20 "
"","(0.20)","(0.24)","(0.19)","(0.50)","(0.64)"
"N","143","143","143","143","143"
"Pseudo R2","0.04","0.10","0.09","0.06","0.04"
"Country Borders","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.01 ","0.11 ","0.02 ","0.18 *","0.19 "
"","(0.08)","(0.10)","(0.12)","(0.11)","(0.12)"
"Gov. Ownership","0.01 ","0.23 ","0.37 ","0.45 ","0.32 "
"","(0.42)","(0.50)","(0.41)","(1.04)","(1.28)"
"Tobacco Prod. PP","0.16 ","-0.28 ","-0.49 **","0.05 ","0.29 "
"","(0.22)","(0.26)","(0.21)","(0.54)","(0.67)"
"Years since Sign.","0.14 ","0.36 **","0.11 ","0.02 ","0.09 "
"","(0.13)","(0.16)","(0.13)","(0.34)","(0.42)"
"Years since Ratif.","0.16 *","0.14 ","0.15 *","0.99 ***","0.77 ***"
"","(0.09)","(0.10)","(0.08)","(0.23)","(0.28)"
"GDP pp","-0.15 ","0.28 ","-0.23 ","-0.01 ","0.09 "
"","(0.15)","(0.18)","(0.14)","(0.37)","(0.46)"
"Democracy","0.06 ","-0.02 ","0.12 ","-0.59 ","0.02 "
"","(0.17)","(0.21)","(0.17)","(0.44)","(0.54)"
"% Female Smoke","-0.01 ","0.42 **","0.46 ***","0.35 ","0.86 *"
"","(0.17)","(0.20)","(0.16)","(0.41)","(0.51)"
"% Male Smoke","0.23 ","0.30 ","0.15 ","0.25 ","0.12 "
"","(0.18)","(0.22)","(0.18)","(0.46)","(0.57)"
"Labor","-0.13 ","-0.06 ","-0.01 ","-0.71 ","-1.17 *"
"","(0.20)","(0.24)","(0.19)","(0.50)","(0.61)"
"Women's rights","-0.13 ","0.71 ","0.39 ","-0.89 ","2.27 *"
"","(0.44)","(0.54)","(0.43)","(1.11)","(1.38)"
"Population","0.16 ","0.33 ","0.09 ","0.14 ","0.11 "
"","(0.19)","(0.23)","(0.18)","(0.47)","(0.59)"
"Eastern Mediterranean","0.38 ","-0.89 ","0.90 ","-3.09 *","1.60 "
"","(0.70)","(0.84)","(0.68)","(1.76)","(2.17)"
"European","0.33 ","-0.26 ","-0.27 ","-0.37 ","1.31 "
"","(0.45)","(0.55)","(0.43)","(1.13)","(1.45)"
"African","0.35 ","-0.56 ","-0.41 ","-1.89 *","1.44 "
"","(0.43)","(0.50)","(0.42)","(1.09)","(1.35)"
"Western Pacific","0.53 ","-0.32 ","0.14 ","-1.60 ","2.95 *"
"","(0.51)","(0.61)","(0.50)","(1.28)","(1.58)"
"South-East Asia","0.22 ","-0.36 ","-0.14 ","-2.97 *","-0.37 "
"","(0.68)","(0.86)","(0.64)","(1.68)","(2.20)"
"(Intercept)","2.05 ","-1.52 ","1.33 ","6.46 *","2.22 "
"","(1.32)","(1.59)","(1.28)","(3.33)","(4.15)"
"Bloomberg Amount","-0.08 ","-0.05 ","-0.12 ","0.02 ","0.23 "
"","(0.20)","(0.24)","(0.20)","(0.51)","(0.63)"
"N","143","143","143","143","143"
"Pseudo R2","0.04","0.10","0.07","0.05","0.04"
"GlobalLink Posts","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.03 ","0.12 ","0.25 *","0.25 ***","0.02 "
"","(0.07)","(0.08)","(0.14)","(0.10)","(0.12)"
"Gov. Ownership","0.01 ","0.29 ","0.37 ","0.66 ","0.34 "
"","(0.42)","(0.50)","(0.40)","(1.02)","(1.30)"
"Tobacco Prod. PP","0.16 ","-0.31 ","-0.53 **","-0.07 ","0.34 "
"","(0.22)","(0.26)","(0.21)","(0.53)","(0.68)"
"Years since Sign.","0.14 ","0.39 **","0.12 ","0.13 ","0.18 "
"","(0.13)","(0.15)","(0.12)","(0.33)","(0.42)"
"Years since Ratif.","0.16 *","0.12 ","0.13 ","0.89 ***","0.75 ***"
"","(0.09)","(0.10)","(0.08)","(0.22)","(0.28)"
"GDP pp","-0.15 ","0.27 ","-0.25 *","-0.08 ","0.13 "
"","(0.15)","(0.18)","(0.14)","(0.36)","(0.46)"
"Democracy","0.04 ","-0.10 ","0.06 ","-0.88 **","-0.05 "
"","(0.18)","(0.21)","(0.17)","(0.44)","(0.57)"
"% Female Smoke","-0.01 ","0.43 **","0.46 ***","0.33 ","0.88 *"
"","(0.17)","(0.20)","(0.16)","(0.41)","(0.52)"
"% Male Smoke","0.24 ","0.34 ","0.19 ","0.40 ","0.16 "
"","(0.18)","(0.22)","(0.18)","(0.46)","(0.58)"
"Labor","-0.12 ","-0.00 ","0.02 ","-0.51 ","-1.06 *"
"","(0.20)","(0.24)","(0.19)","(0.49)","(0.62)"
"Women's rights","-0.14 ","0.69 ","0.32 ","-1.11 ","2.45 *"
"","(0.44)","(0.54)","(0.43)","(1.10)","(1.40)"
"Population","0.16 ","0.33 ","0.08 ","0.14 ","0.08 "
"","(0.19)","(0.23)","(0.18)","(0.47)","(0.60)"
"Eastern Mediterranean","0.34 ","-0.94 ","0.84 ","-3.48 **","1.84 "
"","(0.70)","(0.84)","(0.67)","(1.73)","(2.20)"
"European","0.33 ","-0.17 ","-0.27 ","-0.33 ","1.83 "
"","(0.45)","(0.54)","(0.43)","(1.11)","(1.44)"
"African","0.35 ","-0.57 ","-0.36 ","-2.00 *","1.34 "
"","(0.42)","(0.50)","(0.40)","(1.06)","(1.36)"
"Western Pacific","0.52 ","-0.35 ","0.15 ","-1.86 ","2.87 *"
"","(0.50)","(0.61)","(0.48)","(1.25)","(1.60)"
"South-East Asia","0.24 ","-0.08 ","-0.16 ","-2.65 ","0.92 "
"","(0.66)","(0.79)","(0.63)","(1.61)","(2.07)"
"(Intercept)","2.04 ","-1.82 ","1.27 ","5.71 *","1.43 "
"","(1.32)","(1.58)","(1.26)","(3.29)","(4.17)"
"Bloomberg Amount","-0.08 ","-0.09 ","-0.13 ","-0.07 ","0.24 "
"","(0.20)","(0.24)","(0.19)","(0.50)","(0.64)"
"N","143","143","143","143","143"
"Pseudo R2","0.04","0.10","0.07","0.06","0.04"
"GlobalLink Referrals","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","-0.09 ","0.13 *","0.07 ","0.09 ","0.01 "
"","(0.06)","(0.07)","(0.11)","(0.08)","(0.08)"
"Gov. Ownership","0.15 ","0.09 ","0.33 ","0.39 ","0.33 "
"","(0.42)","(0.51)","(0.41)","(1.06)","(1.31)"
"Tobacco Prod. PP","0.19 ","-0.31 ","-0.49 **","0.06 ","0.35 "
"","(0.21)","(0.26)","(0.21)","(0.54)","(0.67)"
"Years since Sign.","0.15 ","0.34 **","0.11 ","0.04 ","0.17 "
"","(0.13)","(0.15)","(0.13)","(0.34)","(0.42)"
"Years since Ratif.","0.18 **","0.13 ","0.15 *","0.96 ***","0.76 ***"
"","(0.09)","(0.10)","(0.08)","(0.23)","(0.28)"
"GDP pp","-0.13 ","0.28 ","-0.23 ","0.03 ","0.14 "
"","(0.15)","(0.17)","(0.14)","(0.37)","(0.46)"
"Democracy","0.06 ","-0.04 ","0.14 ","-0.65 ","-0.02 "
"","(0.17)","(0.21)","(0.17)","(0.44)","(0.55)"
"% Female Smoke","-0.01 ","0.42 **","0.47 ***","0.34 ","0.88 *"
"","(0.16)","(0.20)","(0.16)","(0.42)","(0.52)"
"% Male Smoke","0.23 ","0.31 ","0.15 ","0.31 ","0.14 "
"","(0.18)","(0.22)","(0.18)","(0.47)","(0.58)"
"Labor","-0.13 ","-0.05 ","-0.01 ","-0.67 ","-1.07 *"
"","(0.19)","(0.23)","(0.19)","(0.50)","(0.62)"
"Women's rights","-0.07 ","0.68 ","0.39 ","-0.86 ","2.47 *"
"","(0.44)","(0.53)","(0.43)","(1.12)","(1.39)"
"Population","0.17 ","0.30 ","0.08 ","0.12 ","0.08 "
"","(0.19)","(0.23)","(0.18)","(0.48)","(0.60)"
"Eastern Mediterranean","0.50 ","-1.03 ","0.87 ","-3.52 **","1.85 "
"","(0.69)","(0.83)","(0.67)","(1.77)","(2.20)"
"European","0.50 ","-0.35 ","-0.38 ","-0.50 ","1.86 "
"","(0.45)","(0.55)","(0.46)","(1.17)","(1.43)"
"African","0.39 ","-0.71 ","-0.41 ","-2.28 **","1.33 "
"","(0.42)","(0.50)","(0.41)","(1.08)","(1.36)"
"Western Pacific","0.61 ","-0.56 ","0.10 ","-2.10 ","2.89 *"
"","(0.50)","(0.62)","(0.49)","(1.30)","(1.59)"
"South-East Asia","0.36 ","-0.14 ","-0.13 ","-2.50 ","0.97 "
"","(0.65)","(0.79)","(0.63)","(1.65)","(2.05)"
"(Intercept)","1.98 ","-1.34 ","1.30 ","6.51 *","1.47 "
"","(1.31)","(1.58)","(1.28)","(3.36)","(4.17)"
"Bloomberg Amount","-0.06 ","-0.06 ","-0.11 ","0.01 ","0.24 "
"","(0.20)","(0.24)","(0.20)","(0.51)","(0.64)"
"N","143","143","143","143","143"
"Pseudo R2","0.04","0.10","0.07","0.05","0.04"
"FCTC COP co-participation","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","0.01 ","0.01 ","0.30 ","0.39 *","0.41 **"
"","(0.13)","(0.16)","(0.29)","(0.20)","(0.21)"
"Gov. Ownership","0.02 ","0.27 ","0.38 ","0.62 ","0.49 "
"","(0.42)","(0.50)","(0.40)","(1.04)","(1.28)"
"Tobacco Prod. PP","0.17 ","-0.26 ","-0.49 **","0.04 ","0.26 "
"","(0.21)","(0.26)","(0.21)","(0.54)","(0.67)"
"Years since Sign.","0.14 ","0.38 **","0.11 ","0.04 ","0.07 "
"","(0.13)","(0.16)","(0.12)","(0.34)","(0.42)"
"Years since Ratif.","0.16 *","0.14 ","0.14 *","0.91 ***","0.72 ***"
"","(0.09)","(0.11)","(0.08)","(0.23)","(0.28)"
"GDP pp","-0.14 ","0.30 ","-0.18 ","0.29 ","0.45 "
"","(0.16)","(0.19)","(0.15)","(0.39)","(0.48)"
"Democracy","0.06 ","-0.03 ","0.16 ","-0.52 ","0.14 "
"","(0.18)","(0.21)","(0.17)","(0.44)","(0.55)"
"% Female Smoke","-0.01 ","0.42 **","0.43 ***","0.29 ","0.83 "
"","(0.17)","(0.20)","(0.16)","(0.41)","(0.51)"
"% Male Smoke","0.23 ","0.31 ","0.16 ","0.24 ","0.05 "
"","(0.18)","(0.22)","(0.18)","(0.46)","(0.57)"
"Labor","-0.12 ","-0.04 ","0.03 ","-0.49 ","-0.91 "
"","(0.20)","(0.24)","(0.19)","(0.50)","(0.61)"
"Women's rights","-0.12 ","0.78 ","0.41 ","-0.59 ","2.79 **"
"","(0.44)","(0.54)","(0.43)","(1.11)","(1.38)"
"Population","0.16 ","0.32 ","0.10 ","0.24 ","0.18 "
"","(0.19)","(0.23)","(0.18)","(0.48)","(0.59)"
"Eastern Mediterranean","0.37 ","-0.88 ","0.87 ","-3.43 *","1.69 "
"","(0.70)","(0.84)","(0.67)","(1.75)","(2.16)"
"European","0.34 ","-0.10 ","-0.36 ","-0.56 ","1.45 "
"","(0.45)","(0.55)","(0.44)","(1.14)","(1.42)"
"African","0.33 ","-0.59 ","-0.48 ","-2.43 **","1.02 "
"","(0.42)","(0.51)","(0.41)","(1.08)","(1.36)"
"Western Pacific","0.52 ","-0.31 ","0.05 ","-2.00 ","2.69 *"
"","(0.51)","(0.61)","(0.49)","(1.27)","(1.57)"
"South-East Asia","0.26 ","0.04 ","-0.13 ","-2.35 ","1.01 "
"","(0.65)","(0.79)","(0.63)","(1.63)","(2.03)"
"(Intercept)","2.02 ","-1.70 ","0.76 ","3.66 ","-1.57 "
"","(1.42)","(1.71)","(1.39)","(3.61)","(4.42)"
"Bloomberg Amount","-0.08 ","-0.06 ","-0.11 ","0.03 ","0.31 "
"","(0.20)","(0.24)","(0.20)","(0.51)","(0.63)"
"N","143","143","143","143","143"
"Pseudo R2","0.04","0.10","0.07","0.05","0.05"
"FCTC INB co-participation","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","-0.20 *","0.28 *","-0.03 ","0.64 ***","0.35 **"
"","(0.11)","(0.14)","(0.27)","(0.18)","(0.17)"
"Gov. Ownership","0.05 ","0.21 ","0.38 ","0.30 ","0.22 "
"","(0.41)","(0.50)","(0.40)","(1.01)","(1.28)"
"Tobacco Prod. PP","0.16 ","-0.26 ","-0.49 **","0.11 ","0.39 "
"","(0.21)","(0.26)","(0.21)","(0.52)","(0.66)"
"Years since Sign.","0.15 ","0.38 **","0.11 ","0.08 ","0.17 "
"","(0.13)","(0.15)","(0.13)","(0.33)","(0.41)"
"Years since Ratif.","0.22 **","0.07 ","0.16 *","0.73 ***","0.59 **"
"","(0.09)","(0.11)","(0.09)","(0.23)","(0.29)"
"GDP pp","-0.20 ","0.37 **","-0.24 ","0.28 ","0.34 "
"","(0.15)","(0.18)","(0.14)","(0.37)","(0.46)"
"Democracy","-0.04 ","0.10 ","0.12 ","-0.20 ","0.32 "
"","(0.18)","(0.22)","(0.18)","(0.44)","(0.56)"
"% Female Smoke","-0.03 ","0.45 **","0.46 ***","0.40 ","0.94 *"
"","(0.16)","(0.20)","(0.16)","(0.40)","(0.51)"
"% Male Smoke","0.19 ","0.35 ","0.15 ","0.50 ","0.29 "
"","(0.18)","(0.22)","(0.18)","(0.46)","(0.57)"
"Labor","-0.13 ","-0.04 ","-0.00 ","-0.56 ","-1.04 *"
"","(0.19)","(0.24)","(0.19)","(0.48)","(0.61)"
"Women's rights","-0.03 ","0.63 ","0.41 ","-1.49 ","2.09 "
"","(0.44)","(0.54)","(0.44)","(1.10)","(1.38)"
"Population","0.14 ","0.35 ","0.09 ","0.26 ","0.18 "
"","(0.19)","(0.23)","(0.18)","(0.46)","(0.59)"
"Eastern Mediterranean","0.30 ","-0.82 ","0.87 ","-3.08 *","2.05 "
"","(0.69)","(0.83)","(0.67)","(1.70)","(2.16)"
"European","0.56 ","-0.38 ","-0.25 ","-1.36 ","1.08 "
"","(0.46)","(0.55)","(0.45)","(1.14)","(1.45)"
"African","0.50 ","-0.75 ","-0.42 ","-3.03 ***","0.76 "
"","(0.43)","(0.51)","(0.42)","(1.08)","(1.37)"
"Western Pacific","0.60 ","-0.39 ","0.13 ","-2.38 *","2.54 "
"","(0.50)","(0.61)","(0.49)","(1.25)","(1.57)"
"South-East Asia","0.26 ","0.01 ","-0.12 ","-2.60 ","0.88 "
"","(0.65)","(0.78)","(0.63)","(1.59)","(2.02)"
"(Intercept)","2.67 **","-2.44 ","1.37 ","2.93 ","-0.88 "
"","(1.35)","(1.63)","(1.32)","(3.39)","(4.27)"
"Bloomberg Amount","-0.10 ","-0.03 ","-0.12 ","0.07 ","0.28 "
"","(0.20)","(0.24)","(0.20)","(0.49)","(0.63)"
"N","143","143","143","143","143"
"Pseudo R2","0.05","0.10","0.07","0.07","0.05"
"Interest Group co-membership","Article 5","Article 6","Article 8","Article 11","Article 13"
"rho","-0.02 ","0.12 ","0.02 ","0.15 ","0.19 "
"","(0.06)","(0.08)","(0.16)","(0.10)","(0.12)"
"Gov. Ownership","0.04 ","0.14 ","0.37 ","0.34 ","-0.00 "
"","(0.42)","(0.51)","(0.41)","(1.06)","(1.30)"
"Tobacco Prod. PP","0.17 ","-0.29 ","-0.49 **","0.05 ","0.28 "
"","(0.21)","(0.26)","(0.21)","(0.54)","(0.67)"
"Years since Sign.","0.14 ","0.38 **","0.11 ","0.08 ","0.16 "
"","(0.13)","(0.15)","(0.13)","(0.34)","(0.41)"
"Years since Ratif.","0.17 *","0.10 ","0.15 *","0.89 ***","0.67 **"
"","(0.09)","(0.11)","(0.09)","(0.23)","(0.28)"
"GDP pp","-0.15 ","0.34 *","-0.23 ","0.09 ","0.20 "
"","(0.15)","(0.18)","(0.14)","(0.37)","(0.46)"
"Democracy","0.05 ","0.02 ","0.12 ","-0.55 ","0.07 "
"","(0.18)","(0.21)","(0.17)","(0.44)","(0.55)"
"% Female Smoke","-0.01 ","0.41 **","0.46 ***","0.30 ","0.85 "
"","(0.17)","(0.20)","(0.16)","(0.42)","(0.52)"
"% Male Smoke","0.23 ","0.33 ","0.16 ","0.33 ","0.21 "
"","(0.18)","(0.22)","(0.18)","(0.47)","(0.58)"
"Labor","-0.13 ","0.01 ","-0.00 ","-0.56 ","-0.93 "
"","(0.20)","(0.24)","(0.19)","(0.50)","(0.62)"
